73800, ACICLOVIR, ACICLOVIR, CPR 200 MG x 25, BF8,504612001118112, ACICLOVIR, ACICLOVIR, 200 MG COM CT BL AL PLAS INC X 10, BF8
56116, CEFALEXINA, CEFALEXINA, CPR REVEST 500 MG x 8, E3S,507704601116112, CEFALEXINA, CEFALEXINA, 500 MG 1 BL X 10 COMP, E3S
56116, CEFALEXINA, CEFALEXINA, CPR REVEST 500 MG x 8, E3S,507704602112110, CEFALEXINA, CEFALEXINA, 500MG BL X 8 COMP, E3S
56116, CEFALEXINA, CEFALEXINA, CPR REVEST 500 MG x 8, E3S,507704603135114, CEFALEXINA, CEFALEXINA, SUSP 250MG FR 100ML, E3S
56116, CEFALEXINA, CEFALEXINA, CPR REVEST 500 MG x 8, E3S,507704605111115, CEFALEXINA, CEFALEXINA, 1 G COM REV CT BL AL PLAS INC X 45 (EMB FRAC), E3S
56116, CEFALEXINA, CEFALEXINA, CPR REVEST 500 MG x 8, E3S,507704604115117, CEFALEXINA, CEFALEXINA, 1 G COM REV CT BL AL PLAS INC X 8 , E3S
56116, CEFALEXINA, CEFALEXINA, CPR REVEST 500 MG x 8, E3S,507704602112110, CEFALEXINA, CEFALEXINA, 500 MG BL X 8 COMP, E3S
56116, CEFALEXINA, CEFALEXINA, CPR REVEST 500 MG x 8, E3S,507704606118113, CEFALEXINA, CEFALEXINA, 500 MG COM REV CT BL AL PLAS INC X 60 (EMB FRAC), E3S
56116, CEFALEXINA, CEFALEXINA, CPR REVEST 500 MG x 8, E3S,507704601116112, CEFALEXINA, CEFALEXINA, 500MG 1 BL X 10 COMP, E3S
56116, CEFALEXINA, CEFALEXINA, CPR REVEST 500 MG x 8, E3S,507704606118113, CEFALEXINA, CEFALEXINA, 500MG X 60 COMP REV (EMB FRAC), E3S
69653, CEFADROXILA, CEFADROXILA, CAPS 500 MG x 60, E3S,507704403136117, CEFADROXIL, NOT FOUND, SUSP 500MG/5ML 100ML, E3S
69653, CEFADROXILA, CEFADROXILA, CAPS 500 MG x 60, E3S,507704401117115, CEFADROXIL, NOT FOUND, 500 MG 1 BL X 8 CAPS, E3S
69653, CEFADROXILA, CEFADROXILA, CAPS 500 MG x 60, E3S,507704401117115, CEFADROXIL, NOT FOUND, 500MG 1 BL X 8 CAPS, E3S
69653, CEFADROXILA, CEFADROXILA, CAPS 500 MG x 60, E3S,507733901114119, CEFADROXILA, CEFADROXILA, 500 MG X 60 CAPS (EMB FRAC), E3S
69653, CEFADROXILA, CEFADROXILA, CAPS 500 MG x 60, E3S,507704402131111, CEFADROXIL, NOT FOUND, SUSP 250MG/5ML FR C/ 100ML, E3S
59461, CLOR AZELASTINA, CLORIDRATO AZELASTINA, SOLN NASAL 1 MG 10 ML x 1 (/ML), E3S,507706703110411, CLO, NOT FOUND, 75 MG 2 BLT C/ 10 COMP, E3S
59461, CLOR AZELASTINA, CLORIDRATO AZELASTINA, SOLN NASAL 1 MG 10 ML x 1 (/ML), E3S,507706702114413, CLO, NOT FOUND, (C1) 25MG 2 BL X 10 COMP REV HOSP, E3S
59461, CLOR AZELASTINA, CLORIDRATO AZELASTINA, SOLN NASAL 1 MG 10 ML x 1 (/ML), E3S,507706901176117, CLOR AZELASTINA, CLORIDRATO AZELASTINA, SOL NASAL 10ML, E3S
59461, CLOR AZELASTINA, CLORIDRATO AZELASTINA, SOLN NASAL 1 MG 10 ML x 1 (/ML), E3S,507706701118415, CLO, NOT FOUND, (C1) 10MG 2 BL X 10 COMP REV HOSP, E3S
59461, CLOR AZELASTINA, CLORIDRATO AZELASTINA, SOLN NASAL 1 MG 10 ML x 1 (/ML), E3S,507706703110411, CLO, NOT FOUND, 75MG 2 BLT C/ 10 COMP, E3S
59461, CLOR AZELASTINA, CLORIDRATO AZELASTINA, SOLN NASAL 1 MG 10 ML x 1 (/ML), E3S,507706701118415, CLO, NOT FOUND, (C1) 10 MG 2 BL X 10 COMP REV HOSP, E3S
59461, CLOR AZELASTINA, CLORIDRATO AZELASTINA, SOLN NASAL 1 MG 10 ML x 1 (/ML), E3S,507706702114413, CLO, NOT FOUND, (C1) 25 MG 2 BL X 10 COMP REV HOSP, E3S
62448, CLORTALIDONA, CLORTALIDONA, CPR 12.5 MG x 60, E3S,507708303111115, CLORTALIDONA, CLORTALIDONA, 50 MG 3 BL X 10 COMP, E3S
62448, CLORTALIDONA, CLORTALIDONA, CPR 12.5 MG x 60, E3S,507706703110411, CLO, NOT FOUND, 75 MG 2 BLT C/ 10 COMP, E3S
62448, CLORTALIDONA, CLORTALIDONA, CPR 12.5 MG x 60, E3S,507706702114413, CLO, NOT FOUND, (C1) 25MG 2 BL X 10 COMP REV HOSP, E3S
62448, CLORTALIDONA, CLORTALIDONA, CPR 12.5 MG x 60, E3S,507708301117116, CLORTALIDONA, CLORTALIDONA, 12.5 MG 4 BL X 15 COMP, E3S
62448, CLORTALIDONA, CLORTALIDONA, CPR 12.5 MG x 60, E3S,507708304116110, CLORTALIDONA, CLORTALIDONA, 12.5MG X 90 COMP (EMB FRAC), E3S
62448, CLORTALIDONA, CLORTALIDONA, CPR 12.5 MG x 60, E3S,507708305112119, CLORTALIDONA, CLORTALIDONA, 25 MG COM CT BL AL PLAS INC X 90 (EMB FRAC)   , E3S
62448, CLORTALIDONA, CLORTALIDONA, CPR 12.5 MG x 60, E3S,507708306119117, CLORTALIDONA, CLORTALIDONA, 50 MG COM CT BL AL PLAS INC X 90 (EMB FRAC), E3S
62448, CLORTALIDONA, CLORTALIDONA, CPR 12.5 MG x 60, E3S,507708301117116, CLORTALIDONA, CLORTALIDONA, 12.5MG 4 BL X 15 COMP, E3S
62448, CLORTALIDONA, CLORTALIDONA, CPR 12.5 MG x 60, E3S,507708305112119, CLORTALIDONA, CLORTALIDONA, 25MG X 90 COMP (EMB FRAC), E3S
62448, CLORTALIDONA, CLORTALIDONA, CPR 12.5 MG x 60, E3S,507706701118415, CLO, NOT FOUND, (C1) 10MG 2 BL X 10 COMP REV HOSP, E3S
62448, CLORTALIDONA, CLORTALIDONA, CPR 12.5 MG x 60, E3S,507708303111115, CLORTALIDONA, CLORTALIDONA, 50MG 3 BL X 10 COMP, E3S
62448, CLORTALIDONA, CLORTALIDONA, CPR 12.5 MG x 60, E3S,507708304116110, CLORTALIDONA, CLORTALIDONA, 12.5 MG COM CT BL AL PLAS INC X 90 (EMB FRAC)   , E3S
62448, CLORTALIDONA, CLORTALIDONA, CPR 12.5 MG x 60, E3S,507706703110411, CLO, NOT FOUND, 75MG 2 BLT C/ 10 COMP, E3S
62448, CLORTALIDONA, CLORTALIDONA, CPR 12.5 MG x 60, E3S,507708302113114, CLORTALIDONA, CLORTALIDONA, 25 MG 4 BL X 15 COMP, E3S
62448, CLORTALIDONA, CLORTALIDONA, CPR 12.5 MG x 60, E3S,507708302113114, CLORTALIDONA, CLORTALIDONA, 25MG 4 BL X 15 COMP, E3S
62448, CLORTALIDONA, CLORTALIDONA, CPR 12.5 MG x 60, E3S,507708306119117, CLORTALIDONA, CLORTALIDONA, 50MG X 90 COMP (EMB FRAC), E3S
62448, CLORTALIDONA, CLORTALIDONA, CPR 12.5 MG x 60, E3S,507706701118415, CLO, NOT FOUND, (C1) 10 MG 2 BL X 10 COMP REV HOSP, E3S
62448, CLORTALIDONA, CLORTALIDONA, CPR 12.5 MG x 60, E3S,507706702114413, CLO, NOT FOUND, (C1) 25 MG 2 BL X 10 COMP REV HOSP, E3S
99487, CALCINOL D3, NOT FOUND, CPR REVEST x 60, E3S,507706703110411, CLO, NOT FOUND, 75 MG 2 BLT C/ 10 COMP, E3S
99487, CALCINOL D3, NOT FOUND, CPR REVEST x 60, E3S,507706702114413, CLO, NOT FOUND, (C1) 25MG 2 BL X 10 COMP REV HOSP, E3S
99487, CALCINOL D3, NOT FOUND, CPR REVEST x 60, E3S,507706701118415, CLO, NOT FOUND, (C1) 10MG 2 BL X 10 COMP REV HOSP, E3S
99487, CALCINOL D3, NOT FOUND, CPR REVEST x 60, E3S,507706703110411, CLO, NOT FOUND, 75MG 2 BLT C/ 10 COMP, E3S
99487, CALCINOL D3, NOT FOUND, CPR REVEST x 60, E3S,507706701118415, CLO, NOT FOUND, (C1) 10 MG 2 BL X 10 COMP REV HOSP, E3S
99487, CALCINOL D3, NOT FOUND, CPR REVEST x 60, E3S,507706702114413, CLO, NOT FOUND, (C1) 25 MG 2 BL X 10 COMP REV HOSP, E3S
57026, CAPTOPRIL, CAPTOPRIL, CPR 12.5 MG x 15, E3S,507703803114112, CAPTOPRIL HIDROCLOROTIAZIDA, NOT FOUND, 50/25MG 1BL X 15 COMP, E3S
57026, CAPTOPRIL, CAPTOPRIL, CPR 12.5 MG x 15, E3S,507730309117111, CAPTOPRIL, CAPTOPRIL, 25 MG COM CT BL AL PLAS INC X 90 (EMB FRAC), E3S
57026, CAPTOPRIL, CAPTOPRIL, CPR 12.5 MG x 15, E3S,507730306118117, CAPTOPRIL, CAPTOPRIL, 50 MG COM CT BL AL PLAS INC X 60 (EMB HOSP), E3S
57026, CAPTOPRIL, CAPTOPRIL, CPR 12.5 MG x 15, E3S,507730308110113, CAPTOPRIL, CAPTOPRIL, 12.5 MG COM CT BL AL PLAS INC X 90 (EMB FRAC), E3S
57026, CAPTOPRIL, CAPTOPRIL, CPR 12.5 MG x 15, E3S,507730310115119, CAPTOPRIL, CAPTOPRIL, 50 MG COM CT BL AL PLAS INC X 90 (EMB FRAC), E3S
57026, CAPTOPRIL, CAPTOPRIL, CPR 12.5 MG x 15, E3S,507703801111116, CAPTOPRIL HIDROCLOROTIAZIDA, NOT FOUND, 50/25 MG 2BL X 15 COMP, E3S
57026, CAPTOPRIL, CAPTOPRIL, CPR 12.5 MG x 15, E3S,507703801111116, CAPTOPRIL HIDROCLOROTIAZIDA, NOT FOUND, 50/25MG 2BL X 15 COMP, E3S
57026, CAPTOPRIL, CAPTOPRIL, CPR 12.5 MG x 15, E3S,507730302112114, CAPTOPRIL, CAPTOPRIL, 25 MG 2 BL X 15 COMP, E3S
57026, CAPTOPRIL, CAPTOPRIL, CPR 12.5 MG x 15, E3S,507703804110110, CAPTOPRIL HIDROCLOROTIAZIDA, NOT FOUND, 50 MG + 25 MG COM CT BL AL PLAS LEIT X 90 (EMB FRAC), E3S
57026, CAPTOPRIL, CAPTOPRIL, CPR 12.5 MG x 15, E3S,507730305111119, CAPTOPRIL, CAPTOPRIL, 50 MG 2 BL X 15 COMP, E3S
57026, CAPTOPRIL, CAPTOPRIL, CPR 12.5 MG x 15, E3S,507730305111119, CAPTOPRIL, CAPTOPRIL, 50MG 2 BL X 15 COMP, E3S
57026, CAPTOPRIL, CAPTOPRIL, CPR 12.5 MG x 15, E3S,507703803114112, CAPTOPRIL HIDROCLOROTIAZIDA, NOT FOUND, 50/25 MG 1BL X 15 COMP, E3S
57026, CAPTOPRIL, CAPTOPRIL, CPR 12.5 MG x 15, E3S,507730311111117, CAPTOPRIL, CAPTOPRIL, 12.5 MG COM CT BL AL PLAS INC X 30, E3S
57026, CAPTOPRIL, CAPTOPRIL, CPR 12.5 MG x 15, E3S,507730307114115, CAPTOPRIL, CAPTOPRIL, 25 MG COM CT BL AL PLAS INC X 60 (EMB HOSP), E3S
57026, CAPTOPRIL, CAPTOPRIL, CPR 12.5 MG x 15, E3S,507730302112114, CAPTOPRIL, CAPTOPRIL, 25MG 2 BL X 15 COMP, E3S
66696, CLOR NAFAZOLINA, CLORIDRATO NAFAZOLINA, SOLN NASAL 0.50 MG 30 ML x 1 (/ML), E3S,507706703110411, CLO, NOT FOUND, 75 MG 2 BLT C/ 10 COMP, E3S
66696, CLOR NAFAZOLINA, CLORIDRATO NAFAZOLINA, SOLN NASAL 0.50 MG 30 ML x 1 (/ML), E3S,507706702114413, CLO, NOT FOUND, (C1) 25MG 2 BL X 10 COMP REV HOSP, E3S
66696, CLOR NAFAZOLINA, CLORIDRATO NAFAZOLINA, SOLN NASAL 0.50 MG 30 ML x 1 (/ML), E3S,507728101131111, CLOR NAFAZOLINA, CLORIDRATO NAFAZOLINA, 0.5MG/ML SOL NASAL FR C/ 30ML, E3S
66696, CLOR NAFAZOLINA, CLORIDRATO NAFAZOLINA, SOLN NASAL 0.50 MG 30 ML x 1 (/ML), E3S,507706701118415, CLO, NOT FOUND, (C1) 10MG 2 BL X 10 COMP REV HOSP, E3S
66696, CLOR NAFAZOLINA, CLORIDRATO NAFAZOLINA, SOLN NASAL 0.50 MG 30 ML x 1 (/ML), E3S,507706703110411, CLO, NOT FOUND, 75MG 2 BLT C/ 10 COMP, E3S
66696, CLOR NAFAZOLINA, CLORIDRATO NAFAZOLINA, SOLN NASAL 0.50 MG 30 ML x 1 (/ML), E3S,507706701118415, CLO, NOT FOUND, (C1) 10 MG 2 BL X 10 COMP REV HOSP, E3S
66696, CLOR NAFAZOLINA, CLORIDRATO NAFAZOLINA, SOLN NASAL 0.50 MG 30 ML x 1 (/ML), E3S,507706702114413, CLO, NOT FOUND, (C1) 25 MG 2 BL X 10 COMP REV HOSP, E3S
65530, CECLOR AF, NOT FOUND, DRAG L.P 500 MG x 10, E3S,507706703110411, CLO, NOT FOUND, 75 MG 2 BLT C/ 10 COMP, E3S
65530, CECLOR AF, NOT FOUND, DRAG L.P 500 MG x 10, E3S,507706702114413, CLO, NOT FOUND, (C1) 25MG 2 BL X 10 COMP REV HOSP, E3S
65530, CECLOR AF, NOT FOUND, DRAG L.P 500 MG x 10, E3S,507706701118415, CLO, NOT FOUND, (C1) 10MG 2 BL X 10 COMP REV HOSP, E3S
65530, CECLOR AF, NOT FOUND, DRAG L.P 500 MG x 10, E3S,507706703110411, CLO, NOT FOUND, 75MG 2 BLT C/ 10 COMP, E3S
65530, CECLOR AF, NOT FOUND, DRAG L.P 500 MG x 10, E3S,507706701118415, CLO, NOT FOUND, (C1) 10 MG 2 BL X 10 COMP REV HOSP, E3S
65530, CECLOR AF, NOT FOUND, DRAG L.P 500 MG x 10, E3S,507706702114413, CLO, NOT FOUND, (C1) 25 MG 2 BL X 10 COMP REV HOSP, E3S
57487, CLOR CIPROFLOXA, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, CPR REVEST 500 MG x 6, E3S,507707004119116, CLOR CIPROFLOXACIN0, NOT FOUND, 500 MG 2BL X 7, E3S
57487, CLOR CIPROFLOXA, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, CPR REVEST 500 MG x 6, E3S,507707002116111, CLOR CIPROFLOXACIN0, NOT FOUND, 250 MG1 BL X 6, E3S
57487, CLOR CIPROFLOXA, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, CPR REVEST 500 MG x 6, E3S,507738501173119, CLORIDRATO CIPROFLOXACINO DEXAMETASONA, NOT FOUND, 3.5 MG + 1 MG SOL OFT CT FR PLAS OPC GOT X 5 ML, E3S
57487, CLOR CIPROFLOXA, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, CPR REVEST 500 MG x 6, E3S,507706703110411, CLO, NOT FOUND, 75 MG 2 BLT C/ 10 COMP, E3S
57487, CLOR CIPROFLOXA, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, CPR REVEST 500 MG x 6, E3S,507707006170119, CLOR CIPROFLOXACIN0, NOT FOUND, 3 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML, E3S
57487, CLOR CIPROFLOXA, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, CPR REVEST 500 MG x 6, E3S,507707007118110, CLOR CIPROFLOXACIN0, NOT FOUND, 500 MG COM REV CT BL AL PLAS OPC X 10, E3S
57487, CLOR CIPROFLOXA, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, CPR REVEST 500 MG x 6, E3S,507706702114413, CLO, NOT FOUND, (C1) 25MG 2 BL X 10 COMP REV HOSP, E3S
57487, CLOR CIPROFLOXA, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, CPR REVEST 500 MG x 6, E3S,507707003112118, CLOR CIPROFLOXACIN0, NOT FOUND, 500 MG1BL X 6, E3S
57487, CLOR CIPROFLOXA, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, CPR REVEST 500 MG x 6, E3S,507707001111114, CLOR CIPROFLOXACIN0, NOT FOUND, 250 MG 2 BL X 7, E3S
57487, CLOR CIPROFLOXA, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, CPR REVEST 500 MG x 6, E3S,507706701118415, CLO, NOT FOUND, (C1) 10MG 2 BL X 10 COMP REV HOSP, E3S
57487, CLOR CIPROFLOXA, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, CPR REVEST 500 MG x 6, E3S,507707003112118, CLOR CIPROFLOXACIN0, NOT FOUND, 500MG1BL X 6, E3S
57487, CLOR CIPROFLOXA, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, CPR REVEST 500 MG x 6, E3S,507707002116111, CLOR CIPROFLOXACIN0, NOT FOUND, 250MG1 BL X 6, E3S
57487, CLOR CIPROFLOXA, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, CPR REVEST 500 MG x 6, E3S,507707004119116, CLOR CIPROFLOXACIN0, NOT FOUND, 500MG 2BL X 7, E3S
57487, CLOR CIPROFLOXA, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, CPR REVEST 500 MG x 6, E3S,507707005166118, CLOR CIPROFLOXACIN0, NOT FOUND, 3.5 MG/G POM OFT CT BG AL X 3.5G, E3S
57487, CLOR CIPROFLOXA, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, CPR REVEST 500 MG x 6, E3S,507706703110411, CLO, NOT FOUND, 75MG 2 BLT C/ 10 COMP, E3S
57487, CLOR CIPROFLOXA, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, CPR REVEST 500 MG x 6, E3S,507706701118415, CLO, NOT FOUND, (C1) 10 MG 2 BL X 10 COMP REV HOSP, E3S
57487, CLOR CIPROFLOXA, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, CPR REVEST 500 MG x 6, E3S,507706702114413, CLO, NOT FOUND, (C1) 25 MG 2 BL X 10 COMP REV HOSP, E3S
57487, CLOR CIPROFLOXA, CLORIDRATO CIPROFLOXACINO MONOIDRATADO, CPR REVEST 500 MG x 6, E3S,507707001111114, CLOR CIPROFLOXACIN0, NOT FOUND, 250MG 2 BL X 7, E3S
89121, CLOR PAROXETINA, CLORIDRATO PAROXETINA HEMI-HIDRATADO, CPR REVEST 20 MG x 30, E3S,507706703110411, CLO, NOT FOUND, 75 MG 2 BLT C/ 10 COMP, E3S
89121, CLOR PAROXETINA, CLORIDRATO PAROXETINA HEMI-HIDRATADO, CPR REVEST 20 MG x 30, E3S,507706702114413, CLO, NOT FOUND, (C1) 25MG 2 BL X 10 COMP REV HOSP, E3S
89121, CLOR PAROXETINA, CLORIDRATO PAROXETINA HEMI-HIDRATADO, CPR REVEST 20 MG x 30, E3S,507742501115117, CLORIDRATO PAROXETINA, CLORIDRATO PAROXETINA HEMI-HIDRATADO, 30 MG COM REV CT BL AL PLAS OPC X 30, E3S
89121, CLOR PAROXETINA, CLORIDRATO PAROXETINA HEMI-HIDRATADO, CPR REVEST 20 MG x 30, E3S,507706701118415, CLO, NOT FOUND, (C1) 10MG 2 BL X 10 COMP REV HOSP, E3S
89121, CLOR PAROXETINA, CLORIDRATO PAROXETINA HEMI-HIDRATADO, CPR REVEST 20 MG x 30, E3S,507706703110411, CLO, NOT FOUND, 75MG 2 BLT C/ 10 COMP, E3S
89121, CLOR PAROXETINA, CLORIDRATO PAROXETINA HEMI-HIDRATADO, CPR REVEST 20 MG x 30, E3S,507706701118415, CLO, NOT FOUND, (C1) 10 MG 2 BL X 10 COMP REV HOSP, E3S
89121, CLOR PAROXETINA, CLORIDRATO PAROXETINA HEMI-HIDRATADO, CPR REVEST 20 MG x 30, E3S,507706702114413, CLO, NOT FOUND, (C1) 25 MG 2 BL X 10 COMP REV HOSP, E3S
62761, CLOR AMBROXOL, CLORIDRATO AMBROXOL, XAROPE S/A 120 ML x 1 (ADLT), E3S,507706703110411, CLO, NOT FOUND, 75 MG 2 BLT C/ 10 COMP, E3S
62761, CLOR AMBROXOL, CLORIDRATO AMBROXOL, XAROPE S/A 120 ML x 1 (ADLT), E3S,507706702114413, CLO, NOT FOUND, (C1) 25MG 2 BL X 10 COMP REV HOSP, E3S
62761, CLOR AMBROXOL, CLORIDRATO AMBROXOL, XAROPE S/A 120 ML x 1 (ADLT), E3S,507706701118415, CLO, NOT FOUND, (C1) 10MG 2 BL X 10 COMP REV HOSP, E3S
62761, CLOR AMBROXOL, CLORIDRATO AMBROXOL, XAROPE S/A 120 ML x 1 (ADLT), E3S,507706703110411, CLO, NOT FOUND, 75MG 2 BLT C/ 10 COMP, E3S
62761, CLOR AMBROXOL, CLORIDRATO AMBROXOL, XAROPE S/A 120 ML x 1 (ADLT), E3S,507706701118415, CLO, NOT FOUND, (C1) 10 MG 2 BL X 10 COMP REV HOSP, E3S
62761, CLOR AMBROXOL, CLORIDRATO AMBROXOL, XAROPE S/A 120 ML x 1 (ADLT), E3S,507706702114413, CLO, NOT FOUND, (C1) 25 MG 2 BL X 10 COMP REV HOSP, E3S
89901, CLOR BUPROPIONA, CLORIDRATO BUPROPIONA, CPR REV A P 150 MG x 60, E3S,507706703110411, CLO, NOT FOUND, 75 MG 2 BLT C/ 10 COMP, E3S
89901, CLOR BUPROPIONA, CLORIDRATO BUPROPIONA, CPR REV A P 150 MG x 60, E3S,507706702114413, CLO, NOT FOUND, (C1) 25MG 2 BL X 10 COMP REV HOSP, E3S
89901, CLOR BUPROPIONA, CLORIDRATO BUPROPIONA, CPR REV A P 150 MG x 60, E3S,507706701118415, CLO, NOT FOUND, (C1) 10MG 2 BL X 10 COMP REV HOSP, E3S
89901, CLOR BUPROPIONA, CLORIDRATO BUPROPIONA, CPR REV A P 150 MG x 60, E3S,507706703110411, CLO, NOT FOUND, 75MG 2 BLT C/ 10 COMP, E3S
89901, CLOR BUPROPIONA, CLORIDRATO BUPROPIONA, CPR REV A P 150 MG x 60, E3S,507706701118415, CLO, NOT FOUND, (C1) 10 MG 2 BL X 10 COMP REV HOSP, E3S
89901, CLOR BUPROPIONA, CLORIDRATO BUPROPIONA, CPR REV A P 150 MG x 60, E3S,507706702114413, CLO, NOT FOUND, (C1) 25 MG 2 BL X 10 COMP REV HOSP, E3S
54137, CEFTRIAX, NOT FOUND, F.IM SOLV. 250 MG 2 ML x 1, E3S,507705103152417, CEFTRIAX, NOT FOUND, IM 500MG C/ 1 2ML, E3S
54137, CEFTRIAX, NOT FOUND, F.IM SOLV. 250 MG 2 ML x 1, E3S,507705201154112, CEFTRIAXONA SOD, CEFTRIAXONA SODICA, 1G IM C/ 1 FR/DIL INJ, E3S
54137, CEFTRIAX, NOT FOUND, F.IM SOLV. 250 MG 2 ML x 1, E3S,507705102156419, CEFTRIAX, NOT FOUND, IM 250MG C/ 1 2ML, E3S
54137, CEFTRIAX, NOT FOUND, F.IM SOLV. 250 MG 2 ML x 1, E3S,507705203157119, CEFTRIAXONA SOD, CEFTRIAXONA SODICA, 500MG IM C/ 1 FR/DIL INJ, E3S
54137, CEFTRIAX, NOT FOUND, F.IM SOLV. 250 MG 2 ML x 1, E3S,507705101151413, CEFTRIAX, NOT FOUND, IM 1G C/ 1 X 3.5ML, E3S
46644, C CALCIO, NOT FOUND, CPR EFER x 10, E3S,507736301118411, C CALCIO, NOT FOUND, 10 COMP EFERV, E3S
46644, C CALCIO, NOT FOUND, CPR EFER x 10, E3S,507736301118411, C CALCIO, NOT FOUND, 1.0 G + 0.625 G + 400 UI + 0.002 G COM EFEV CT TB PLAS X 10, E3S
78672, CLOR CICLOBENZA, CLORIDRATO CICLOBENZAPRINA, CPR REVEST 5 MG x 30, E3S,507740702113115, CLORIDRATO CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, 10 MG COM REV CT BL AL PLAS OPC X 15, E3S
78672, CLOR CICLOBENZA, CLORIDRATO CICLOBENZAPRINA, CPR REVEST 5 MG x 30, E3S,507740703111116, CLORIDRATO CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, 10 MG COM REV CT BL AL PLAS OPC X 30, E3S
78672, CLOR CICLOBENZA, CLORIDRATO CICLOBENZAPRINA, CPR REVEST 5 MG x 30, E3S,507706703110411, CLO, NOT FOUND, 75 MG 2 BLT C/ 10 COMP, E3S
78672, CLOR CICLOBENZA, CLORIDRATO CICLOBENZAPRINA, CPR REVEST 5 MG x 30, E3S,507706702114413, CLO, NOT FOUND, (C1) 25MG 2 BL X 10 COMP REV HOSP, E3S
78672, CLOR CICLOBENZA, CLORIDRATO CICLOBENZAPRINA, CPR REVEST 5 MG x 30, E3S,507740701117117, CLORIDRATO CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, 10 MG COM REV CT BL AL PLAS OPC X 10, E3S
78672, CLOR CICLOBENZA, CLORIDRATO CICLOBENZAPRINA, CPR REVEST 5 MG x 30, E3S,507706701118415, CLO, NOT FOUND, (C1) 10MG 2 BL X 10 COMP REV HOSP, E3S
78672, CLOR CICLOBENZA, CLORIDRATO CICLOBENZAPRINA, CPR REVEST 5 MG x 30, E3S,507740702113115, CLORIDRATO CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, 10MG COM REV CT BL AL PLAS OPC X 15, E3S
78672, CLOR CICLOBENZA, CLORIDRATO CICLOBENZAPRINA, CPR REVEST 5 MG x 30, E3S,507706703110411, CLO, NOT FOUND, 75MG 2 BLT C/ 10 COMP, E3S
78672, CLOR CICLOBENZA, CLORIDRATO CICLOBENZAPRINA, CPR REVEST 5 MG x 30, E3S,507740701117117, CLORIDRATO CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, 10MG COM REV CT BL AL PLAS OPC X 10, E3S
78672, CLOR CICLOBENZA, CLORIDRATO CICLOBENZAPRINA, CPR REVEST 5 MG x 30, E3S,507740703111116, CLORIDRATO CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, 10MG COM REV CT BL AL PLAS OPC X 30, E3S
78672, CLOR CICLOBENZA, CLORIDRATO CICLOBENZAPRINA, CPR REVEST 5 MG x 30, E3S,507706701118415, CLO, NOT FOUND, (C1) 10 MG 2 BL X 10 COMP REV HOSP, E3S
78672, CLOR CICLOBENZA, CLORIDRATO CICLOBENZAPRINA, CPR REVEST 5 MG x 30, E3S,507706702114413, CLO, NOT FOUND, (C1) 25 MG 2 BL X 10 COMP REV HOSP, E3S
78672, CLOR CICLOBENZA, CLORIDRATO CICLOBENZAPRINA, CPR REVEST 5 MG x 30, E3S,507740704116111, CLORIDRATO CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, 5 MG COM REV CT BL AL PLAS OPC X 30, E3S
103098, CLOR FLUOXETINA, CLORIDRATO FLUOXETINA, CAPS 20 MG x 30, E3S,507714001111117, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, 20 MG 2BL X 7 CAPS, E3S
103098, CLOR FLUOXETINA, CLORIDRATO FLUOXETINA, CAPS 20 MG x 30, E3S,507706703110411, CLO, NOT FOUND, 75 MG 2 BLT C/ 10 COMP, E3S
103098, CLOR FLUOXETINA, CLORIDRATO FLUOXETINA, CAPS 20 MG x 30, E3S,507714002118115, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, 20 MG CAP GEL DURA CT BL AL PLAS INC X 28, E3S
103098, CLOR FLUOXETINA, CLORIDRATO FLUOXETINA, CAPS 20 MG x 30, E3S,507714007111119, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, 10 MG CAP GEL DURA CT BL AL PLAS INC X 28, E3S
