1023507890048; CLOTRIMAZOL + ACETATO DE DEXAMETASONA; CLOTRIMAZOL ACETATO DEXAMETASONA; NOT FOUND; 10MG/G + 0.4MG/G CREM DERM CT BG AL X 40G; EMS
1023504810043; CLOR. AMBROXOL; CLOR AMBROXOL; CLORIDRATO AMBROXOL; 6 MG/ML XPE CT FR VD AMB X 120 ML + CP MED; EMS
1023504810043; CLOR. AMBROXOL; CLOR AMBROXOL; CLORIDRATO AMBROXOL; XPE AD FR C/ 120ML; EMS
1023504810027; CLOR. AMBROXOL; CLOR AMBROXOL; CLORIDRATO AMBROXOL; XPE INF FR C/ 120ML; EMS
1356903530041; CLORIDRATO DE AMBROXOL; CLORIDRATO AMBROXOL; CLORIDRATO AMBROXOL; 3 MG/ML XPE CT FR VD AMB X 120 ML + CP MED; EMS
1058304770032; CLORIDRATO DE AMBROXOL; CLORIDRATO AMBROXOL; CLORIDRATO AMBROXOL; 6 MG/ML XPE CT FR VD AMB X 120 ML + CP MED; EMS
1023506750102; CLORIDRATO DE AMILORIDA + HIDROCLOROTIAZIDA; CLORIDRATO AMILORIDA HIDROCLOROTIAZIDA; NOT FOUND; 5 MG + 50 MG COM CT BL AL PLAS LEITOSO X 30; EMS
1023506750285; CLORIDRATO DE AMILORIDA + HIDROCLOROTIAZIDA; CLORIDRATO AMILORIDA HIDROCLOROTIAZIDA; NOT FOUND; 2.5 MG + 25 MG COM CT BL AL PLAS LEITOSO X 30; EMS
1023506750374; CLORIDRATO DE AMILORIDA + HIDROCLOROTIAZIDA; CLORIDRATO AMILORIDA HIDROCLOROTIAZIDA; NOT FOUND; 2.5 MG + 25 MG COM CT BL AL PLAS LEIT X 90 (EMB FRAC); EMS
1023506750404; CLORIDRATO DE AMILORIDA + HIDROCLOROTIAZIDA; CLORIDRATO AMILORIDA HIDROCLOROTIAZIDA; NOT FOUND; 5 MG + 50 MG COM CT BL AL PLAS LEIT X 90 (EMB FRAC); EMS
1356901660043; CLORIDRATO DE AMILORIDA + HIDROCLOROTIAZIDA; CLORIDRATO AMILORIDA HIDROCLOROTIAZIDA; NOT FOUND; 2.5 MG + 25 MG COM CT BL AL PLAS LEITOSO X 30; EMS
1356901660221; CLORIDRATO DE AMILORIDA + HIDROCLOROTIAZIDA; CLORIDRATO AMILORIDA HIDROCLOROTIAZIDA; NOT FOUND; 5 MG + 50 MG COM CT BL AL PLAS LEITOSO X 30; EMS
1023508850041; CLORIDRATO DE AMITRIPTILINA; CLORIDRATO AMITRIPTILINA; CLORIDRATO AMITRIPTILINA; 25 MG COM REV CT BL AL PLAS OPC X 30 ; EMS
1023508850023; CLORIDRATO DE AMITRIPTILINA; CLORIDRATO AMITRIPTILINA; CLORIDRATO AMITRIPTILINA; 75 MG COM REV CT BL AL PLAS OPC X 30; EMS
1023507220018; CLOR. ANFEPRAMONA; CLOR ANFEPRAMONA; CLORIDRATO ANFEPRAMONA; 25 MG C/20 COMP; EMS
1023507190011; CLOR. ANFEPRAMONA; CLOR ANFEPRAMONA; CLORIDRATO ANFEPRAMONA; 75 MG COM LIB LENTA CT BL AL PLAS LEIT X 20; EMS
1356902840053; CLORIDRATO DE ANFEPRAMONA; CLORIDRATO ANFEPRAMONA; CLORIDRATO ANFEPRAMONA; 25 MG COM CT BL AL PLAS LEIT X 20 ; EMS
1356902830090; CLORIDRATO DE ANFEPRAMONA; CLORIDRATO ANFEPRAMONA; CLORIDRATO ANFEPRAMONA; 75 MG COM LIB LENTA CT BL AL PLAS LEIT X 20 ; EMS
1023505250017; CLORIDRATO DE AZELASTINA; CLORIDRATO AZELASTINA; CLORIDRATO AZELASTINA; 1 MG/ML SOL NAS CT FR PLAS AMB SPRAY X 10 ML; EMS
1356903880016; CLORIDRATO DE AZELASTINA; CLORIDRATO AZELASTINA; CLORIDRATO AZELASTINA; 1 MG/ML SOL NAS CT FR PLAS AMB SPRAY X 10 ML ; EMS
1023507660034; CLORIDRATO DE BETAXOLOL; CLORIDRATO BETAXOLOL; CLORIDRATO BETAXOLOL; 5 MG/ML SOL OFT CT FR PLAS TRANS GOT X 5 ML; EMS
1356903100037; CLORIDRATO DE BETAXOLOL; CLORIDRATO BETAXOLOL; CLORIDRATO BETAXOLOL; 5 MG/ML SOL OFT CT FR PLAS TRANS GOT X 5 ML ; EMS
1023500290043; COLACHOFRA; COLACHOFRA; NOT FOUND; (0.5G + 0.03G + 0.1ML + 0.005ML + 0.01ML)/ML SOL OR CT FR VD AMB X 120 ML; EMS
1023508220038; CLORIDRATO DE BROMEXINA; CLORIDRATO BROMEXINA; CLORIDRATO BROMEXINA; 0.8 MG/ML XPE CT FR VD AMB X 120 ML  + CP MED; EMS
1356904650030; CLORIDRATO DE BROMEXINA; CLORIDRATO BROMEXINA; CLORIDRATO BROMEXINA; 1.6 MG/ML XPE CT FR VD AMB X 120 ML + CP MED ; EMS
1356904040038; CLORIDRATO DE BROMEXINA; CLORIDRATO BROMEXINA; CLORIDRATO BROMEXINA; 0.8 MG/ML XPE CT FR VD AMB X 120 ML  + CP MED; EMS
1023510390050; CLORIDRATO DE BUPROPIONA; CLORIDRATO BUPROPIONA; CLORIDRATO BUPROPIONA; 150 MG COM REV LIB LENT CT BL AL AL X 60; EMS
1023510390042; CLORIDRATO DE BUPROPIONA; CLORIDRATO BUPROPIONA; CLORIDRATO BUPROPIONA; 150 MG COM REV LIB LENT CT BL AL AL X 30; EMS
1023509580021; CLORIDRATO DE CICLOBENZAPRINA; CLORIDRATO CICLOBENZAPRINA; CLORIDRATO CICLOBENZAPRINA; 10 MG COM REV CT BL AL PLAS OPC X 10; EMS
1023509580054; CLORIDRATO DE CICLOBENZAPRINA; CLORIDRATO CICLOBENZAPRINA; CLORIDRATO CICLOBENZAPRINA; 10 MG COM REV CT BL AL PLAS OPC X 15; EMS
1023509580070; CLORIDRATO DE CICLOBENZAPRINA; CLORIDRATO CICLOBENZAPRINA; CLORIDRATO CICLOBENZAPRINA; 10 MG COM REV CT BL AL PLAS OPC X 30; EMS
1023509580178; CLORIDRATO DE CICLOBENZAPRINA; CLORIDRATO CICLOBENZAPRINA; CLORIDRATO CICLOBENZAPRINA; 5 MG COM REV CT BL AL PLAS OPC X 30; EMS
1356905400151; CLORIDRATO DE CICLOBENZAPRINA; CLORIDRATO CICLOBENZAPRINA; CLORIDRATO CICLOBENZAPRINA; 5MG COM REV CT BL AL PLAS OPC X  15; EMS
1356905400178; CLORIDRATO DE CICLOBENZAPRINA; CLORIDRATO CICLOBENZAPRINA; CLORIDRATO CICLOBENZAPRINA; 5MG COM REV CT BL AL PLAS OPC X 30; EMS
1356902890026; CLORIDRATO DE CIPROFLOXACINO; CLORIDRATO CIPROFLOXACINO; NOT FOUND; 3.5 MG / G POM OFT CT BG AL X 3.5 G ; EMS
1023505860036; CIPROCILIN; CIPROCILIN; NOT FOUND; 250MG 1 BL X 6 COMP; EMS
1023505860044; CIPROCILIN; CIPROCILIN; NOT FOUND; 250MG 2 BL X 7 COMP; EMS
1023505860109; CIPROCILIN; CIPROCILIN; NOT FOUND; 500 MG COM REV CT 1 BL AL PVDC LEITOSO X 6; EMS
1023505860117; CIPROCILIN; CIPROCILIN; NOT FOUND; 500 MG COM REV CT 2 BL AL PVDC LEITOSO X 7; EMS
1023507810011; CLOR. CIPROFLOXACIN0; CLOR CIPROFLOXACIN0; NOT FOUND; 3 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML; EMS
1023507510024; CLOR. CIPROFLOXACIN0; CLOR CIPROFLOXACIN0; NOT FOUND; 3.5 MG/G POM OFT CT BG AL X 3.5G; EMS
1023504780063; CLOR. CIPROFLOXACIN0; CLOR CIPROFLOXACIN0; NOT FOUND; 250 MG COM REV CT BL AL PLAS OPC X 14; EMS
1023504780047; CLOR. CIPROFLOXACIN0; CLOR CIPROFLOXACIN0; NOT FOUND; 250 MG1 BL X 6; EMS
1023504780111; CLOR. CIPROFLOXACIN0; CLOR CIPROFLOXACIN0; NOT FOUND; 500 MG1BL X 6; EMS
1023504780136; CLOR. CIPROFLOXACIN0; CLOR CIPROFLOXACIN0; NOT FOUND; 500 MG COM REV CT BL AL PLAS OPC X 14; EMS
1023504780128; CLOR. CIPROFLOXACIN0; CLOR CIPROFLOXACIN0; NOT FOUND; 500 MG COM REV CT BL AL PLAS OPC X 10; EMS
1023509010010; CLORIDRATO DE CIPROFLOXACINO + DEXAMETASONA; CLORIDRATO CIPROFLOXACINO DEXAMETASONA; NOT FOUND; 3.5 MG + 1 MG SOL OFT CT FR PLAS OPC GOT X 5 ML; EMS
1023508050248; CLORIDRATO DE CLINDAMICINA; CLORIDRATO CLINDAMICINA; NOT FOUND; 300 MG CAP GEL DURA CT BL AL PLAS LEIT X 72 (EMB FRAC); EMS
1023508050108; CLORIDRATO DE CLINDAMICINA; CLORIDRATO CLINDAMICINA; NOT FOUND; 300 MG CAP GEL DURA CT BL AL PLAS LEIT X 16; EMS
1356903760088; CLORIDRATO DE CLINDAMICINA; CLORIDRATO CLINDAMICINA; NOT FOUND; 300 MG CAP GEL DURA CT BL AL PLAS LEIT X 16; EMS
1023508160035; CLORIDRATO DE CLOBUTINOL; CLORIDRATO CLOBUTINOL; CLORIDRATO CLOBUTINOL; 4 MG/ML XPE CT FR VD AMB X 120 ML + CP MED; EMS
1356903960036; CLORIDRATO DE CLOBUTINOL; CLORIDRATO CLOBUTINOL; CLORIDRATO CLOBUTINOL; 4 MG/ML XPE CT FR VD AMB X 120 ML + CP MED; EMS
1023505520014; CLO; CLO; NOT FOUND; 10 MG COM REV CT BL AL PLAS INC X 20; EMS
1023505520030; CLO; CLO; NOT FOUND; 25 MG COM REV CT BL AL PLAS INC X 20; EMS
1023505520065; CLO; CLO; NOT FOUND; 75 MG COM ABS RET CT BL AL PLAS INC X 20; EMS
1023504910013; CLORIDRATO DE CLOMIPRAMINA; CLORIDRATO CLOMIPRAMINA; CLORIDRATO CLOMIPRAMINA; 25 MG COM REV CT BL AL PLAS INC X 20 (PORT.No 344 L-C1; EMS
1023506730012; CLORIDRATO DE CLOMIPRAMINA; CLORIDRATO CLOMIPRAMINA; CLORIDRATO CLOMIPRAMINA; 10 MG COM REV CT BL AL PLAS INC X 20; EMS
1023506730020; CLORIDRATO DE CLOMIPRAMINA; CLORIDRATO CLOMIPRAMINA; CLORIDRATO CLOMIPRAMINA; 25 MG COM REV CT BL AL PLAS INC X 20; EMS
1356902230018; CLORIDRATO DE CLOMIPRAMINA; CLORIDRATO CLOMIPRAMINA; CLORIDRATO CLOMIPRAMINA; 10 MG COM REV CT BL AL PLAS INC X 20; EMS
1356902230026; CLORIDRATO DE CLOMIPRAMINA; CLORIDRATO CLOMIPRAMINA; CLORIDRATO CLOMIPRAMINA; 25 MG COM REV CT BL AL PLAS INC X 20; EMS
1356906140013; CLO; CLO; NOT FOUND; 10 MG COM REV CT BL AL PLAS INC X 20; EMS
1356906140064; CLO; CLO; NOT FOUND; 75 MG COM ABS RET CT BL AL PLAS INC X 20; EMS
1356906140031; CLO; CLO; NOT FOUND; 25 MG COM REV CT BL AL PLAS INC X 20; EMS
1023506730063; CLORIDRATO DE CLOMIPRAMINA; CLORIDRATO CLOMIPRAMINA; CLORIDRATO CLOMIPRAMINA; 25 MG COM REV CT BL AL PLAS LEIT X 20; EMS
1023504630010; CLOR. DILTIAZEN; CLOR DILTIAZEN; NOT FOUND; 60 MG FR C/25 COMP; EMS
1023504630029; CLOR. DILTIAZEN; CLOR DILTIAZEN; NOT FOUND; 60 MG FR C/50 COMP; EMS
1023504710022; CLOR. DILTIAZEN; CLOR DILTIAZEN; NOT FOUND; SR 120MG FR 20 CAPS; EMS
1023504710014; CLOR. DILTIAZEN; CLOR DILTIAZEN; NOT FOUND; SR 90MG FR 20 CAPS; EMS
1023507400423; CLOR. DILTIAZEN; CLOR DILTIAZEN; NOT FOUND; 30 MG FR C/ 50 COMP; EMS
1023507400458; CLOR. DILTIAZEN; CLOR DILTIAZEN; NOT FOUND; 60 MG COM CT FR PLAS OPC X 25; EMS
1023507400474; CLOR. DILTIAZEN; CLOR DILTIAZEN; NOT FOUND; 60 MG COM CT FR PLAS OPC X 50; EMS
1356902730355; CLORIDRATO DE DILTIAZEM; CLORIDRATO DILTIAZEM; CLORIDRATO DILTIAZEM; 30 MG COM CT FR PLAS OPC X 50; EMS
1356902730371; CLORIDRATO DE DILTIAZEM; CLORIDRATO DILTIAZEM; CLORIDRATO DILTIAZEM; 60 MG COM CT FR PLAS OPC X 25; EMS
1356902730398; CLOR. DILTIAZEM; CLOR DILTIAZEM; CLORIDRATO DILTIAZEM; 60 MG COM CT FR PLAS OPC X 50; EMS
1023507400121; CLORIDRATO DE DILTIAZEM; CLORIDRATO DILTIAZEM; CLORIDRATO DILTIAZEM; 30 MG COM CT BL AL PLAS OPC X 50; EMS
1023507430047; CLORIDRATO DE DOBUTAMINA; CLORIDRATO DOBUTAMINA; CLORIDRATO DOBUTAMINA; 12.5 MG/ML SOL INJ CT 50 AMP VD INC X 20 ML (EMB HOSP); EMS
1356902900048; CLORIDRATO DE DOBUTAMINA; CLORIDRATO DOBUTAMINA; CLORIDRATO DOBUTAMINA; 12.5 MG/ML SOL INJ CT 50 AMP VD INC X 20 ML (EMB HOSP); EMS
1023509490039; CLORIDRATO DE DORZOLAMIDA; CLORIDRATO DORZOLAMIDA; CLORIDRATO DORZOLAMIDA; 20 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML ; EMS
1356905340035; CLORIDRATO DE DORZOLAMIDA; CLORIDRATO DORZOLAMIDA; CLORIDRATO DORZOLAMIDA; 20 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML ; EMS
1356905310039; CLORIDRATO DE DORZOLAMIDA+MALEATO DE TIMOLOL; CLORIDRATO DORZOLAMIDA MALEATO TIMOLOL; NOT FOUND; 20 MG/ML + 5 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML
; EMS
1023509440031; CLORIDRATO DE DORZOLAMIDA+MALEATO DE TIMOLOL; CLORIDRATO DORZOLAMIDA MALEATO TIMOLOL; NOT FOUND; 20 MG/ML + 5 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML ; EMS
1023504620015; CLOR. DOXICICLINA; CLOR DOXICICLINA; CLORIDRATO DOXICICLINA; 100 MG COM REV CT BL AL PLAS INC X 15; EMS
1023504620023; CLOR. DOXICICLINA; CLOR DOXICICLINA; CLORIDRATO DOXICICLINA; 100 MG COM REV CT BL AL PLAS INC X 60 (EMB FRAC); EMS
1356902250019; CLORIDRATO DE DOXICICLINA; CLORIDRATO DOXICICLINA; CLORIDRATO DOXICICLINA; 100 MG COM REV CT BL AL PLAS INC X 15; EMS
1356906650038; CYMBI; CYMBI; NOT FOUND; 30 MG CAP GEL LIB RETARD CT BL AL AL X 30; EMS
1356906650089; CYMBI; CYMBI; NOT FOUND; 60 MG CAP GEL LIB RETARD CT BL AL AL X 30; EMS
1356906650011; CYMBI; CYMBI; NOT FOUND; 30 MG CAP GEL LIB RETARD CT BL AL AL X 7 ; EMS
1023510880023; CLORIDRATO DE DULOXETINA; CLORIDRATO DULOXETINA; CLORIDRATO DULOXETINA; 30 MG CAP GEL LIB RETARD CT BL AL AL X 15; EMS
1023510880082; CLORIDRATO DE DULOXETINA; CLORIDRATO DULOXETINA; CLORIDRATO DULOXETINA; 60 MG CAP GEL LIB RETARD CT BL AL AL X 30; EMS
1023507380031; CLORIDRATO DE FENOXAZOLINA; CLORIDRATO FENOXAZOLINA; CLORIDRATO FENOXAZOLINA; 0.5 MG/ML SOL NAS CT FR PLAS TRANS GOT X 10 ML ; EMS
1023507380074; CLORIDRATO DE FENOXAZOLINA; CLORIDRATO FENOXAZOLINA; CLORIDRATO FENOXAZOLINA; 1.0 MG/ML SOL NAS CT FR PLAS TRANS GOT X 10 ML ; EMS
1356902460031; CLORIDRATO DE FENOXAZOLINA; CLORIDRATO FENOXAZOLINA; CLORIDRATO FENOXAZOLINA; 0.5 MG/ML SOL NAS CT FR PLAS TRANS GOT X 10 ML ; EMS
1356902460072; CLORIDRATO DE FENOXAZOLINA; CLORIDRATO FENOXAZOLINA; CLORIDRATO FENOXAZOLINA; 1.0 MG/ML SOL NAS CT FR PLAS TRANS GOT X 10 ML ; EMS
1023507100039; CLORIDRATO DE FLUOXETINA; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 20 MG/ML SOL OR CT FR PLAS TRANS GOT X 20 ML ; EMS
1356902290037; CLORIDRATO DE FLUOXETINA; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 20 MG/ML SOL OR CT FR PLAS TRANS GOT X 20 ML ; EMS
1023504640032; CLORIDRATO DE FLUOXETINA; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 20 MG 2BL X 7 CAPS; EMS
1023504640083; CLORIDRATO DE FLUOXETINA; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 20 MG CAP GEL DURA CT BL AL PLAS INC X 28; EMS
1023507080224; CLORIDRATO DE FLUOXETINA; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 20MG COM REV CT BL AL PLAS OPC X 20; EMS
1023507080259; CLORIDRATO DE FLUOXETINA; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 20MG COM REV CT BL AL PLAS OPC X 30; EMS
1023508180141; CLORIDRATO DE FLUOXETINA; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 10 MG CAP GEL DURA CT BL AL PLAS INC X 28; EMS
1023508180125; CLORIDRATO DE FLUOXETINA; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 10 MG CAP GEL DURA CT BL AL PLAS INC X 20; EMS
1356902380222; CLORIDRATO DE FLUOXETINA; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 20 MG COM REV CT BL AL PLAS OPC X 28; EMS
1356902380230; CLORIDRATO DE FLUOXETINA; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 20 MG COM REV CT BL AL PLAS OPC X 30; EMS
1356902380222; CLORIDRATO DE FLUOXETINA; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 20 MG COM REV CT BL AL PLAS OPC X 28; EMS
1356903990121; CLORIDRATO DE FLUOXETINA; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 10 MG CAP GEL DURA CT BL AL PLAS INC X 20; EMS
1356903990148; CLORIDRATO DE FLUOXETINA; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 10 MG CAP GEL DURA CT BL AL PLAS INC X 28; EMS
1356902330071; CLORIDRATO DE FLUOXETINA; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 20 MG CAP GEL DURA CT BL AL PLAS INC X 30; EMS
1023504640067; CLORIDRATO DE FLOUXETINA; CLORIDRATO FLOUXETINA; NOT FOUND; 20 MG CAP GEL DURA CT BL AL PLAS INC X 30; EMS
1023507880034; CLORIDRATO DE LIDOCAÍNA; CLORIDRATO LIDOCAINA; CLORIDRATO LIDOCAINA; 20 MG/ML GEL TOP CT BG AL X 30 G; EMS
1356903550032; CLORIDRATO DE LIDOCAÍNA; CLORIDRATO LIDOCAINA; CLORIDRATO LIDOCAINA; 20 MG/ML GEL TOP CT BG AL X 30 G ; EMS
1023506590032; CLORIDRATO DE METFORMINA; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 850 MG COM REV CT BL AL PLAS INC X 30 ; EMS
1023506590059; CLORIDRATO DE METFORMINA; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 1 G COM REV CT BL AL PLAS INC X 30 ; EMS
1023506590016; CLORIDRATO DE METFORMINA; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 500 MG 3 BLT C/ 10 COMP; EMS
1023506590075; CLORIDRATO DE METFORMINA; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 500 MG COM REV CT BL AL PLAS INC X 60; EMS
1023506590083; CLORIDRATO DE METFORMINA; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 850 MG COM REV CT BL AL PLAS INC X 60; EMS
1023506590296; CLORIDRATO DE METFORMINA; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 1 G COM REV CT BL AL/AL X 90 (EMB FRAC); EMS
1023506590385; CLORIDRATO DE METFORMINA; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 500 MG COM REV CT BL AL PLAS OPC X 90 (EMB FRAC); EMS
1023506590342; CLORIDRATO DE METFORMINA; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 850 MG COM REV CT BL AL PLAS LEIT X 90 (EMB FRAC); EMS
1356902000039; CLORIDRATO DE METFORMINA; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 1G COM REV CT BL AL PLAS INC X 30; EMS
1356902000012; CLORIDRATO DE METFORMINA; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 500 MG COM REV CT BL AL PLAS INC X 30; EMS
1356902000020; CLORIDRATO DE METFORMINA; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 850 MG COM REV CT BL AL PLAS INC X 30; EMS
1356902000055; CLORIDRATO DE METFORMINA; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 850 MG COM REV CT BL AL PLAS INC X 60; EMS
1356902000071; CLORIDRATO DE METFORMINA; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 500 MG COM REV CT BL AL PLAS OPC X 30; EMS
1023506590105; CLORIDRATO DE METFORMINA; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 500 MG COM REV CT BL AL PLAS OPC X 30 ; EMS
1023507070016; CLOR. METOCLOPRAMIDA; CLOR METOCLOPRAMIDA; NOT FOUND; 4MG/ML SOL ORAL FR C/ 10ML; EMS
1356902370014; CLORIDRATO DE METOCLOPRAMIDA; CLORIDRATO METOCLOPRAMIDA; NOT FOUND; 4 MG/ML FR C/ 10ML; EMS
1023510540028; CLORIDRATO DE MOXIFLOXACINO; CLORIDRATO MOXIFLOXACINO; CLORIDRATO MOXIFLOXACINO; 400 MG COM REV CT BL AL PLAS OPC X 5; EMS
1023510540036; CLORIDRATO DE MOXIFLOXACINO; CLORIDRATO MOXIFLOXACINO; CLORIDRATO MOXIFLOXACINO; 400 MG COM REV CT BL AL PLAS OPC X 7; EMS
1023510540117; CLORIDRATO DE MOXIFLOXACINO; CLORIDRATO MOXIFLOXACINO; CLORIDRATO MOXIFLOXACINO; 400 MG COM REV CT AL AL X 7; EMS
1023507180040; CLORIDRATO DE  NAFAZOLINA; CLORIDRATO NAFAZOLINA; CLORIDRATO NAFAZOLINA; 0.5MG/ML SOL NASAL FR C/ 30ML; EMS
1356902390041; CLOR. NAFAZOLINA; CLOR NAFAZOLINA; CLORIDRATO NAFAZOLINA; SOL NASAL FR C/ 30 ML; EMS
1023510100028; CLORIDRATO DE NARATRIPTANA; CLORIDRATO NARATRIPTANA; CLORIDRATO NARATRIPTANA; 2.5 MG COM REV CT BL AL PLAS OPC X 4; EMS
1023507980195; CLORIDRATO DE ONDANSETRONA; CLORIDRATO ONDANSETRONA; CLORIDRATO ONDANSETRONA; 8 MG COM REV CT BL AL PLAS OPC X 10   ; EMS
1356903650169; CLORIDRATO DE ONDANSETRONA; CLORIDRATO ONDANSETRONA; CLORIDRATO ONDANSETRONA; 8 MG COM REV CT BL AL PLAS OPC X 10   ; EMS
1023507960021; CLORIDRATO DE OXIBUTININA; CLORIDRATO OXIBUTININA; CLORIDRATO OXIBUTININA; 1 MG/ML XPE CT FR VD AMB X 120 ML + CP MED; EMS
1356903710021; CLORIDRATO DE OXIBUTININA; CLORIDRATO OXIBUTININA; CLORIDRATO OXIBUTININA; 1 MG/ML XPE CT FR VD AMB X 120 ML + CP MED; EMS
1023507820023; CLORIDRATO DE OXIMETAZOLINA; CLORIDRATO OXIMETAZOLINA; CLORIDRATO OXIMETAZOLINA; 0.25 MG/ML SOL NAS CT FR PLAS OPC GOT X 20 ML; EMS
1023507820090; CLORIDRATO DE OXIMETAZOLINA; CLORIDRATO OXIMETAZOLINA; CLORIDRATO OXIMETAZOLINA; 0.5 MG/ML SOL NAS CT FR PLAS OPC GOT X 30 ML; EMS
1356903290022; CLORIDRATO DE OXIMETAZOLINA; CLORIDRATO OXIMETAZOLINA; CLORIDRATO OXIMETAZOLINA; 0.25 MG/ML SOL NAS CT FR PLAS OPC GOT X 20 ML; EMS
1356903290081; CLORIDRATO DE OXIMETAZOLINA; CLORIDRATO OXIMETAZOLINA; CLORIDRATO OXIMETAZOLINA; 0.5 MG/ML SOL NAS CT FR PLAS OPC GOT X 20 ML; EMS
1023509640030; CLORIDRATO DE PAROXETINA; CLORIDRATO PAROXETINA; NOT FOUND; 30 MG COM REV CT BL AL PLAS OPC X 30; EMS
1023509640138; CLORIDRATO DE PAROXETINA; CLORIDRATO PAROXETINA; NOT FOUND; 20 MG COM REV CT BL AL PLAS OPC X 20; EMS
1023509640146; CLORIDRATO DE PAROXETINA; CLORIDRATO PAROXETINA; NOT FOUND; 20 MG COM REV CT BL AL PLAS OPC X 30; EMS
1023510190027; CLORIDRATO DE PIOGLITAZONA; CLORIDRATO PIOGLITAZONA; CLORIDRATO PIOGLITAZONA; 15 MG COM CT FR PLAS OPC X 15; EMS
1023510190108; CLORIDRATO DE PIOGLITAZONA; CLORIDRATO PIOGLITAZONA; CLORIDRATO PIOGLITAZONA; 30 MG COM CT FR PLAS OPC X 15; EMS
1023510190124; CLORIDRATO DE PIOGLITAZONA; CLORIDRATO PIOGLITAZONA; CLORIDRATO PIOGLITAZONA; 30 MG COM CT FR PLAS OPC X 30; EMS
1023510190175; CLORIDRATO DE PIOGLITAZONA; CLORIDRATO PIOGLITAZONA; CLORIDRATO PIOGLITAZONA; 45 MG COM CT FR PLAS OPC X 15; EMS
1023506440014; CLORIDRATO DE PROPRANOLOL; CLORIDRATO PROPRANOLOL; CLORIDRATO PROPRANOLOL; 10MG X 30 COMP; EMS
1023506440049; CLORIDRATO DE PROPRANOLOL; CLORIDRATO PROPRANOLOL; CLORIDRATO PROPRANOLOL; 40MG X 30 COMP; EMS
1023506440073; CLORIDRATO DE PROPRANOLOL; CLORIDRATO PROPRANOLOL; CLORIDRATO PROPRANOLOL; 80MG X 30 COMP; EMS
1356902540025; CLORIDRATO DE PROPRANOLOL + HIDROCLOROTIAZIDA; CLORIDRATO PROPRANOLOL HIDROCLOROTIAZIDA; NOT FOUND; 40 MG + 25 MG COM CT BL AL PLAS LEIT X 30; EMS
1356902540051; CLORIDRATO DE PROPRANOLOL + HIDROCLOROTIAZIDA; CLORIDRATO PROPRANOLOL HIDROCLOROTIAZIDA; NOT FOUND; 80 MG + 25 MG COM CT BL AL PLAS LEIT X 30; EMS
1023504390028; CLORIDRATO DE RANITIDINA; CLORIDRATO RANITIDINA; CLORIDRATO RANITIDINA; 25 MG/ML SOL INJ CT 100 AMP VD AMB X 2 ML (EMB HOSP); EMS
1023508150031; CLORIDRATO DE RANITIDINA; CLORIDRATO RANITIDINA; CLORIDRATO RANITIDINA; 15 MG/ML XPE CT FR VD AMB X 120 ML + CP MED ; EMS
1356903970031; CLORIDRATO DE RANITIDINA; CLORIDRATO RANITIDINA; CLORIDRATO RANITIDINA; 15 MG/ML XPE CT FR VD AMB X 120 ML + CP MED; EMS
1023504300010; CLORIDRATO DE RANITIDINA; CLORIDRATO RANITIDINA; CLORIDRATO RANITIDINA; 150 MG 5 STP C/4 COMP; EMS
1023504300134; CLORIDRATO DE RANITIDINA; CLORIDRATO RANITIDINA; CLORIDRATO RANITIDINA; 150 MG COM REV CT BL AL/AL X 10 ; EMS
