522101202167413; METADEX; METADEX; NOT FOUND; 1 MG/G CREM CT BG AL X 10 G; NO_ACR
521112040054206; MONTELUCASTE DE SODIO; MONTELUCASTE SODIO; MONTELUCASTE SODIO; 4 MG GRAN CT 30 SACH X 350 MG; NO_ACR
528101701170412; MICONIL; MICONIL; NOT FOUND; 20 MG/ML LOC CT FR PLAST OPC X 30 ML; NO_ACR
522701701113317; MATERNA; MATERNA; NOT FOUND; COM REV CT FR PLAS OPC X 30; NO_ACR
516312030002603; MALVATRICIN; MALVATRICIN; NOT FOUND; 0.1 MG / ML + 1 MG / ML SOL TOP CT FR PLAS OPC X 100 ML; NO_ACR
505205702131414; METOPRIN; METOPRIN; NOT FOUND; FR 100 ML SUSPENSAO; NO_ACR
505205701119410; METOPRIN; METOPRIN; NOT FOUND; CX 12 COMP; NO_ACR
501804601151418; MAGNOSTON; MAGNOSTON; NOT FOUND; 100 MG/ML SOL INJ IV CX 100 AMP VD INC X 10 ML; NO_ACR
501804602158416; MAGNOSTON; MAGNOSTON; NOT FOUND; 500 MG/ML SOL INJ IV CX 100 AMP VD INC X 10 ML; NO_ACR
541312030007104; MAGNOSTON; MAGNOSTON; NOT FOUND; 100 MG/ML SOL INJ IV CX 100 AMP VD INC X 10 ML (EMB HOSP); NO_ACR
541312030007204; MAGNOSTON; MAGNOSTON; NOT FOUND; 500 MG/ML SOL INJ IV CX 100 AMP VD INC X 10 ML (EMB HOSP); NO_ACR
540912100008614; MELHORAL; MELHORAL; NOT FOUND; 85 MG COM CT STRIP X 200 (EMB MULT); NO_ACR
540912100007814; MELHORAL C; MELHORAL C; NOT FOUND; 400 MG + 200 MG COM CT BL AL PLAS AMB X 100 (EMB MULT); NO_ACR
540912100007914; MELHORAL C; MELHORAL C; NOT FOUND; 400 MG + 240 MG COM EFERV CT ENV AL POLIET X 60 (EMB MULT) ; NO_ACR
