515106301160411; DEXAMETAX; DEXAMETAX; NOT FOUND; 1 MG/G CREM DERM CT BG AL X 10 G; NO_ACR
521121401132120; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 50 MG/ML SOL OR CT FR VD AMB X 100 ML + CP MED; NO_ACR
532300501110420; DIPIDOR; DIPIDOR; NOT FOUND; 500 MG COM CT 25 ENV AL PLAS X 4; NO_ACR
514600301119417; DIPIROTERM; DIPIROTERM; NOT FOUND; 500 MG COM CT 50 BL AL PLAS INC X 4; NO_ACR
532300503131417; DIPIDOR; DIPIDOR; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML; NO_ACR
532300601131128; DIPIRONA SODICA; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR GOT PLAS OPC X 10 ML; NO_ACR
532312100005406; DIPIRONA SODICA; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 100 FR PLAS OPC GOT X 10 ML (EMB HOSP); NO_ACR
505209701131111; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML ; NO_ACR
521121402139129; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR VD AMB GOT X 10 ML; NO_ACR
513900802131421; DS500; DS500; NOT FOUND; GTS FR COM 20 ML; NO_ACR
514600302131410; DIPIROTERM; DIPIROTERM; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML; NO_ACR
532300504136412; DIPIDOR; DIPIDOR; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; NO_ACR
532300602138126; DIPIRONA SODICA; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR GOT PLAS OPC X 20 ML; NO_ACR
532312100005506; DIPIRONA SODICA; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 242 FR PLAS OPC GOT X 20 ML (EMB HOSP); NO_ACR
505209702136117; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML ; NO_ACR
521121403135127; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR VD AMB GOT X 20 ML; NO_ACR
514600303138419; DIPIROTERM; DIPIROTERM; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; NO_ACR
513900801135423; DS500; DS500; NOT FOUND; GTS FR COM 10 ML; NO_ACR
517002203134416; DIPIRONA; DIPIRONA; DIPIRONA; CX. C/100 FRASCOS X 10 ML; NO_ACR
505203001152419; DIPROBETA; DIPROBETA; NOT FOUND; 5 MG + 2 MG SUS INJ CT AMP VD INC X 1 ML; NO_ACR
505202701169413; DERMOSALIC; DERMOSALIC; NOT FOUND; 0.64 MG + 30 MG POM DERM CT BG AL X 30 G; NO_ACR
505202702173414; DERMOSALIC; DERMOSALIC; NOT FOUND; 0.64 MG + 20 MG SOL TOP CT FR PLAS OPC GOT X 30 ML; NO_ACR
507500102154412; DOCETERE; DOCETERE; NOT FOUND; 80 MG SOL INJ CT FA VD INC X 2 ML + DIL X 6 ML ; NO_ACR
507500103150410; DOCETERE; DOCETERE; NOT FOUND; 120MG SOL INJ CT FA VD INC X 3 ML + DIL X 9 ML ; NO_ACR
507500101158414; DOCETERE; DOCETERE; NOT FOUND; 20 MG / 0.5 ML SOL INJ CT FA VD INC X 0.5 ML + DIL X 1.5 ML ; NO_ACR
521113090058806; DROPROPIZINA; DROPROPIZINA; DROPROPIZINA; 1.5 MG/ML XPE CT FR PLAS AMB X 120 ML + SER DOS; NO_ACR
521113090058906; DROPROPIZINA; DROPROPIZINA; DROPROPIZINA; 3 MG/ML XPE CT FR PLAS AMB X 120 COP; NO_ACR
515812120000503; DYSPNÉ-INHAL; DYSPNE INHAL; NOT FOUND; 30 MG/ML SOL P/ INAL CT FR VD AMB X 10 ML; NO_ACR
515800201175410; DYSPNE-INHAL; DYSPNE INHAL; NOT FOUND; 30 MG/ML INAL CT FR VD AMB X 6 ML ; NO_ACR
505202801163417; DERMOXIN; DERMOXIN; NOT FOUND; TB 10 G; NO_ACR
519513120023004; DAFLUBYN; DAFLUBYN; NOT FOUND; 50 MG PO LIOF SOL INJ IV CT FA VD TRANS ; NO_ACR
519513120023104; DAFLUBYN; DAFLUBYN; NOT FOUND; 50 MG PO LIOF SOL INJ IV CT 5 FA VD TRANS; NO_ACR
519513120023204; DAFLUBYN; DAFLUBYN; NOT FOUND; 50 MG PO LIOF SOL INJ IV CT 20 FA VD TRANS; NO_ACR
522710101131313; DIMETAPP EXPECTORANTE; DIMETAPP EXPECTORANTE; NOT FOUND; 20MG/ML XPE CT FR PLAS OPC X 120 ML; NO_ACR
522714010033004; DUOQUEL; DUOQUEL; NOT FOUND; 100 MG COM REV CT BL AL PVDC OPC X 10; NO_ACR
522714010034804; DUOQUEL; DUOQUEL; NOT FOUND; 100 MG COM REV CT BL AL PVC OPC X 10; NO_ACR
522714010032504; DUOQUEL; DUOQUEL; NOT FOUND; 100 MG COM REV CT BL AL PVC OPC X 14; NO_ACR
522714010034704; DUOQUEL; DUOQUEL; NOT FOUND; 100 MG COM REV CT BL AL PVDC OPC X 14; NO_ACR
522714010032604; DUOQUEL; DUOQUEL; NOT FOUND; 100 MG COM REV CT BL AL PVC OPC X 15; NO_ACR
522714010033104; DUOQUEL; DUOQUEL; NOT FOUND; 100 MG COM REV CT BL AL PVDC OPC X 15; NO_ACR
522714010032704; DUOQUEL; DUOQUEL; NOT FOUND; 100 MG COM REV CT BL AL PVC OPC X 20; NO_ACR
522714010033204; DUOQUEL; DUOQUEL; NOT FOUND; 100 MG COM REV CT BL AL PVDC OPC X 20; NO_ACR
522714010032804; DUOQUEL; DUOQUEL; NOT FOUND; 100 MG COM REV CT BL AL PVC OPC X 28; NO_ACR
522714010033304; DUOQUEL; DUOQUEL; NOT FOUND; 100 MG COM REV CT BL AL PVDC OPC X 28; NO_ACR
522714010032904; DUOQUEL; DUOQUEL; NOT FOUND; 100 MG COM REV CT BL AL PVC OPC X 30; NO_ACR
522714010033404; DUOQUEL; DUOQUEL; NOT FOUND; 100 MG COM REV CT BL AL PVDC OPC X 30; NO_ACR
522714010031304; DUOQUEL; DUOQUEL; NOT FOUND; 200 MG COM REV CT BL AL PVC OPC X 10; NO_ACR
522714010031904; DUOQUEL; DUOQUEL; NOT FOUND; 200 MG COM REV CT BL AL PVDC OPC X 10; NO_ACR
522714010031504; DUOQUEL; DUOQUEL; NOT FOUND; 200 MG COM REV CT BL AL PVC OPC X 14; NO_ACR
522714010032004; DUOQUEL; DUOQUEL; NOT FOUND; 200 MG COM REV CT BL AL PVDC OPC X 14; NO_ACR
522714010031604; DUOQUEL; DUOQUEL; NOT FOUND; 200 MG COM REV CT BL AL PVC OPC X 15; NO_ACR
522714010032104; DUOQUEL; DUOQUEL; NOT FOUND; 200 MG COM REV CT BL AL PVDC OPC X 15; NO_ACR
522714010031704; DUOQUEL; DUOQUEL; NOT FOUND; 200 MG COM REV CT BL AL PVC OPC X 20; NO_ACR
522714010032204; DUOQUEL; DUOQUEL; NOT FOUND; 200 MG COM REV CT BL AL PVDC OPC X 20; NO_ACR
522714010031804; DUOQUEL; DUOQUEL; NOT FOUND; 200 MG COM REV CT BL AL PVC OPC X 28; NO_ACR
522714010032404; DUOQUEL; DUOQUEL; NOT FOUND; 200 MG COM REV CT BL AL PVDC OPC X 28; NO_ACR
522714010031404; DUOQUEL; DUOQUEL; NOT FOUND; 200 MG COM REV CT BL AL PVC OPC X 30 ; NO_ACR
522714010032304; DUOQUEL; DUOQUEL; NOT FOUND; 200 MG COM REV CT BL AL PVDC OPC X 30; NO_ACR
522714010033504; DUOQUEL; DUOQUEL; NOT FOUND; 25 MG COM REV CT BL AL PVDC OPC X 10; NO_ACR
522714010034104; DUOQUEL; DUOQUEL; NOT FOUND; 25 MG COM REV CT BL AL PVDC OPC X 10; NO_ACR
522714010033604; DUOQUEL; DUOQUEL; NOT FOUND; 25 MG COM REV CT BL AL PVDC OPC X 14; NO_ACR
522714010034204; DUOQUEL; DUOQUEL; NOT FOUND; 25 MG COM REV CT BL AL PVDC OPC X 14; NO_ACR
522714010033704; DUOQUEL; DUOQUEL; NOT FOUND; 25 MG COM REV CT BL AL PVDC OPC X 15; NO_ACR
522714010034304; DUOQUEL; DUOQUEL; NOT FOUND; 25 MG COM REV CT BL AL PVDC OPC X 15; NO_ACR
522714010033804; DUOQUEL; DUOQUEL; NOT FOUND; 25 MG COM REV CT BL AL PVDC OPC X 20; NO_ACR
522714010034404; DUOQUEL; DUOQUEL; NOT FOUND; 25 MG COM REV CT BL AL PVDC OPC X 20; NO_ACR
522714010033904; DUOQUEL; DUOQUEL; NOT FOUND; 25 MG COM REV CT BL AL PVDC OPC X 28; NO_ACR
522714010034504; DUOQUEL; DUOQUEL; NOT FOUND; 25 MG COM REV CT BL AL PVDC OPC X 28; NO_ACR
522714010034004; DUOQUEL; DUOQUEL; NOT FOUND; 25 MG COM REV CT BL AL PVDC OPC X 30; NO_ACR
522714010034604; DUOQUEL; DUOQUEL; NOT FOUND; 25 MG COM REV CT BL AL PVDC OPC X 30; NO_ACR
501802701159414; DISOTRON; DISOTRON; NOT FOUND; 5.000 UI/ML SOL INJ CX C/ 25 FA X 5 ML; NO_ACR
505613070037704; DOPCOR HCT; DOPCOR HCT; NOT FOUND; 80 + 12.5 MG COM REV CT BL AL/AL X 10 ; NO_ACR
505613070038104; DOPCOR HCT; DOPCOR HCT; NOT FOUND; 160 + 12.5 MG COM REV CT BL AL/AL X 10 ; NO_ACR
505613070038904; DOPCOR HCT; DOPCOR HCT; NOT FOUND; 320 + 12.5 MG COM REV CT BL AL/AL X 10; NO_ACR
505613070037804; DOPCOR HCT; DOPCOR HCT; NOT FOUND; 80 + 12.5 MG COM REV CT BL AL/AL X 14; NO_ACR
505613070038204; DOPCOR HCT; DOPCOR HCT; NOT FOUND; 160 + 12.5 MG COM REV CT BL AL/AL X 14; NO_ACR
505613070039004; DOPCOR HCT; DOPCOR HCT; NOT FOUND; 320 + 12.5 MG COM REV CT BL AL/AL X 14; NO_ACR
505613070037904; DOPCOR HCT; DOPCOR HCT; NOT FOUND; 80 + 12.5 MG COM REV CT BL AL/AL X 28; NO_ACR
505613070038304; DOPCOR HCT; DOPCOR HCT; NOT FOUND; 160 + 12.5 MG COM REV CT BL AL/AL X 28; NO_ACR
505613070039204; DOPCOR HCT; DOPCOR HCT; NOT FOUND; 320 + 12.5 MG COM REV CT BL AL/AL X 28; NO_ACR
505613070038004; DOPCOR HCT; DOPCOR HCT; NOT FOUND; 80 + 12.5 MG COM REV CT BL AL/AL X 30; NO_ACR
505613070038404; DOPCOR HCT; DOPCOR HCT; NOT FOUND; 160 + 12.5 MG COM REV CT BL AL/AL X 30; NO_ACR
505613070039304; DOPCOR HCT; DOPCOR HCT; NOT FOUND; 320 + 12.5 MG COM REV CT BL AL/AL X 30; NO_ACR
505613070038504; DOPCOR HCT; DOPCOR HCT; NOT FOUND; 160 + 25 MG COM REV CT BL AL/AL X 10 ; NO_ACR
505613070039404; DOPCOR HCT; DOPCOR HCT; NOT FOUND; 320 + 25 MG COM REV CT BL AL/AL X 10; NO_ACR
505613070038604; DOPCOR HCT; DOPCOR HCT; NOT FOUND; 160 + 25 MG COM REV CT BL AL/AL X 14; NO_ACR
505613070039504; DOPCOR HCT; DOPCOR HCT; NOT FOUND; 320 + 25 MG COM REV CT BL AL/AL X 14; NO_ACR
505613070038704; DOPCOR HCT; DOPCOR HCT; NOT FOUND; 160 + 25 MG COM REV CT BL AL/AL X 28; NO_ACR
505613070039604; DOPCOR HCT; DOPCOR HCT; NOT FOUND; 320 + 25 MG COM REV CT BL AL/AL X 28; NO_ACR
505613070038804; DOPCOR HCT; DOPCOR HCT; NOT FOUND; 160 + 25 MG COM REV CT BL AL/AL X 30; NO_ACR
505613070039704; DOPCOR HCT; DOPCOR HCT; NOT FOUND; 320 + 25 MG COM REV CT BL AL/AL X 30; NO_ACR
516300402137412; DROXAINE; DROXAINE; NOT FOUND; 60 MG/ML + 20 MG/ML + 2 MG/ML SUS OR FR PLAS OPC (PET) X 120 ML; NO_ACR
516300401130414; DROXAINE; DROXAINE; NOT FOUND; 60 MG/ML + 20 MG/ML + 2 MG/ML SUS OR CT FR VD AMB X 240 ML; NO_ACR
505202501178419; DERMICON; DERMICON; NOT FOUND; 20 MG+20 MG+25 MG SOL TOP CT FR VD AMB X 60 ML; NO_ACR
521120703161419; DERMOMAX; DERMOMAX; NOT FOUND; 40 MG/G CREM DERM CT 1 BG AL X 15 G ; NO_ACR
521120702163213; DERMOMAX; DERMOMAX; NOT FOUND; 40 MG/G CREM DERM CT 1 BG AL X 30 G ; NO_ACR
521120701167215; DERMOMAX; DERMOMAX; NOT FOUND; 40 MG/G CREM DERM CT 1 BG AL X 5 G ; NO_ACR
501802601154410; DAZOLSTON; DAZOLSTON; NOT FOUND; 5 MG/ML SOL INJ CT FR PLAS X 100 ML; NO_ACR
501802602150419; DAZOLSTON; DAZOLSTON; NOT FOUND; 5 MG/ML SOL INJ CT FR VD INC X 100 ML; NO_ACR
501302001115412; DOLOXENE - A; DOLOXENE A; NOT FOUND; 50 MG + 325 MG CAP GEL DURA CT BL AL PLAS INC X 20; NO_ACR
540912030004514; DERMALINA; DERMALINA; NOT FOUND; 20 MG/G CREM DERM CT BG AL X 28 G; NO_ACR
540912030004614; DERMALINA; DERMALINA; NOT FOUND; 20 MG/G PO TOP CT FR PLAS OPC X 30 G; NO_ACR
540912030004714; DERMALINA; DERMALINA; NOT FOUND; 20 MG/G LOC TOP CT FR VD AMB X 30 G ; NO_ACR
540912030004804; DERMALINA; DERMALINA; NOT FOUND; 20 MG/G LOC TOP CT FR FR PLAS OPC GOT X 30 G ; NO_ACR
540912050006014; DIN; DIN; NOT FOUND; 200 MG/ML SOL OR CT FR PLAS OPC GOT X 15 ML; NO_ACR
540912050005914; DIN; DIN; NOT FOUND; 200 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; NO_ACR
540912050006114; DIN; DIN; NOT FOUND; 500 MG COM DISP BL AL PLAS INC X 100 (EMB MULT); NO_ACR
540912050006214; DIN; DIN; NOT FOUND; 500 MG COM DISP BL AL PLAS INC X 150 (EMB MULT); NO_ACR
540912050006314; DIN; DIN; NOT FOUND; 750 MG COM REV DISP BL AL PLAS INC X 100 (EMB MULT); NO_ACR
540912050006414; DIN; DIN; NOT FOUND; 750 MG COM REV DISP BL AL PLAS INC X 150 (EMB MULT); NO_ACR
527304301111410; DAMATER; DAMATER; NOT FOUND; CAP GEL MOLE CT BL AL PVC X 30; NO_ACR
521105701119314; DISGREN; DISGREN; NOT FOUND; 300 MG CAP GEL DURA CT  STR AL/AL X 20; NO_ACR
532302301161419; DICLOFAN GEL; DICLOFAN GEL; NOT FOUND; 11.6 MG/G GEL CT 100 BG AL X 60 G; NO_ACR
532302302166414; DICLOFAN GEL; DICLOFAN GEL; NOT FOUND; 11.6 MG/G GEL CX 100 BG AL X 60 G (EMB HOSP); NO_ACR
505202601164411; DERMIZAN; DERMIZAN; NOT FOUND; 200 MG/G CREM DERM CT BG AL X 30 G; NO_ACR
