531616001160119; CLOTRIMAZOL + ACETATO DE DEXAMETASONA; CLOTRIMAZOL ACETATO DEXAMETASONA; NOT FOUND; 10MG/G + 0.4MG/G CREM DERM CT BG AL X 40G; EMS
507735701112119; CLORIDRATO DE CLINDAMICINA; CLORIDRATO CLINDAMICINA; NOT FOUND; 300 MG CAP GEL DURA CT BL AL PLAS LEIT X 72 (EMB FRAC); EMS
531620001137115; CLORIDRATO DE CLOBUTINOL; CLORIDRATO CLOBUTINOL; CLORIDRATO CLOBUTINOL; 4 MG/ML XPE CT FR VD AMB X 120 ML + CP MED; EMS
507737001134116; CLORIDRATO DE CLOBUTINOL; CLORIDRATO CLOBUTINOL; CLORIDRATO CLOBUTINOL; 4 MG/ML XPE CT FR VD AMB X 120 ML + CP MED; EMS
541814110009206; CLORIDRATO DE CLOMIPRAMINA; CLORIDRATO CLOMIPRAMINA; CLORIDRATO CLOMIPRAMINA; 25 MG COM REV CT BL AL PLAS LEIT X 20; EMS
531626401110418; CLO; CLO; NOT FOUND; 10 MG COM REV CT BL AL PLAS INC X 20; EMS
507707102110113; CLORIDRATO DE CLOMIPRAMINA; CLORIDRATO CLOMIPRAMINA; CLORIDRATO CLOMIPRAMINA; 10 MG COM REV CT BL AL PLAS INC X 20; EMS
531626403113414; CLO; CLO; NOT FOUND; 25 MG COM REV CT BL AL PLAS INC X 20; EMS
507707101114115; CLORIDRATO DE CLOMIPRAMINA; CLORIDRATO CLOMIPRAMINA; CLORIDRATO CLOMIPRAMINA; 25 MG COM REV CT BL AL PLAS INC X 20 (PORT.No 344 L-C1; EMS
507707103117111; CLORIDRATO DE CLOMIPRAMINA; CLORIDRATO CLOMIPRAMINA; CLORIDRATO CLOMIPRAMINA; 25 MG COM REV CT BL AL PLAS INC X 20; EMS
531626402117416; CLO; CLO; NOT FOUND; 75 MG COM ABS RET CT BL AL PLAS INC X 20; EMS
507707205114111; CLOR. DILTIAZEN; CLOR DILTIAZEN; NOT FOUND; 30 MG FR C/ 50 COMP; EMS
507707201119119; CLOR. DILTIAZEN; CLOR DILTIAZEN; NOT FOUND; 60 MG FR C/25 COMP; EMS
507707206110111; CLOR. DILTIAZEN; CLOR DILTIAZEN; NOT FOUND; 60 MG COM CT FR PLAS OPC X 25; EMS
507707202115117; CLOR. DILTIAZEN; CLOR DILTIAZEN; NOT FOUND; 60 MG FR C/50 COMP; EMS
507707207117118; CLOR. DILTIAZEN; CLOR DILTIAZEN; NOT FOUND; 60 MG COM CT FR PLAS OPC X 50; EMS
531611501157116; CLORIDRATO DE DOBUTAMINA; CLORIDRATO DOBUTAMINA; CLORIDRATO DOBUTAMINA; 12.5 MG/ML SOL INJ CT 50 AMP VD INC X 20 ML (EMB HOSP); EMS
507730901156119; CLORIDRATO DE DOBUTAMINA; CLORIDRATO DOBUTAMINA; CLORIDRATO DOBUTAMINA; 12.5 MG/ML SOL INJ CT 50 AMP VD INC X 20 ML (EMB HOSP); EMS
507739901175117; CLORIDRATO DE DORZOLAMIDA; CLORIDRATO DORZOLAMIDA; CLORIDRATO DORZOLAMIDA; 20 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML ; EMS
531613100071606; CLORIDRATO DE DORZOLAMIDA; CLORIDRATO DORZOLAMIDA; CLORIDRATO DORZOLAMIDA; 20 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML ; EMS
531613090070406; CLORIDRATO DE DORZOLAMIDA+MALEATO DE TIMOLOL; CLORIDRATO DORZOLAMIDA MALEATO TIMOLOL; NOT FOUND; 20 MG/ML + 5 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML
; EMS
507743901176111; CLORIDRATO DE DORZOLAMIDA+MALEATO DE TIMOLOL; CLORIDRATO DORZOLAMIDA MALEATO TIMOLOL; NOT FOUND; 20 MG/ML + 5 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML ; EMS
531605701115110; CLORIDRATO DE DOXICICLINA; CLORIDRATO DOXICICLINA; CLORIDRATO DOXICICLINA; 100 MG COM REV CT BL AL PLAS INC X 15; EMS
507707301113112; CLOR. DOXICICLINA; CLOR DOXICICLINA; CLORIDRATO DOXICICLINA; 100 MG COM REV CT BL AL PLAS INC X 15; EMS
507707302111113; CLOR. DOXICICLINA; CLOR DOXICICLINA; CLORIDRATO DOXICICLINA; 100 MG COM REV CT BL AL PLAS INC X 60 (EMB FRAC); EMS
541815020009806; CLORIDRATO DE DULOXETINA; CLORIDRATO DULOXETINA; CLORIDRATO DULOXETINA; 30 MG CAP GEL LIB RETARD CT BL AL AL X 15; EMS
541815020009906; CLORIDRATO DE DULOXETINA; CLORIDRATO DULOXETINA; CLORIDRATO DULOXETINA; 60 MG CAP GEL LIB RETARD CT BL AL AL X 30; EMS
531613110071704; CYMBI; CYMBI; NOT FOUND; 30 MG CAP GEL LIB RETARD CT BL AL AL X 30; EMS
531614010072503; CYMBI; CYMBI; NOT FOUND; 30 MG CAP GEL LIB RETARD CT BL AL AL X 7 ; EMS
531613110071804; CYMBI; CYMBI; NOT FOUND; 60 MG CAP GEL LIB RETARD CT BL AL AL X 30; EMS
531618901177111; CLORIDRATO DE FENOXAZOLINA; CLORIDRATO FENOXAZOLINA; CLORIDRATO FENOXAZOLINA; 0.5 MG/ML SOL NAS CT FR PLAS TRANS GOT X 10 ML ; EMS
507736601170115; CLORIDRATO DE FENOXAZOLINA; CLORIDRATO FENOXAZOLINA; CLORIDRATO FENOXAZOLINA; 0.5 MG/ML SOL NAS CT FR PLAS TRANS GOT X 10 ML ; EMS
531618902173111; CLORIDRATO DE FENOXAZOLINA; CLORIDRATO FENOXAZOLINA; CLORIDRATO FENOXAZOLINA; 1.0 MG/ML SOL NAS CT FR PLAS TRANS GOT X 10 ML ; EMS
507736602177113; CLORIDRATO DE FENOXAZOLINA; CLORIDRATO FENOXAZOLINA; CLORIDRATO FENOXAZOLINA; 1.0 MG/ML SOL NAS CT FR PLAS TRANS GOT X 10 ML ; EMS
531606605111116; CLORIDRATO DE FLUOXETINA; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 10 MG CAP GEL DURA CT BL AL PLAS INC X 20; EMS
507714008116114; CLORIDRATO DE FLUOXETINA; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 10 MG CAP GEL DURA CT BL AL PLAS INC X 20; EMS
531606606116111; CLORIDRATO DE FLUOXETINA; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 10 MG CAP GEL DURA CT BL AL PLAS INC X 28; EMS
507714007111119; CLORIDRATO DE FLUOXETINA; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 10 MG CAP GEL DURA CT BL AL PLAS INC X 28; EMS
507714001111117; CLORIDRATO DE FLUOXETINA; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 20 MG 2BL X 7 CAPS; EMS
507714003114113; CLORIDRATO DE FLUOXETINA; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 20MG COM REV CT BL AL PLAS OPC X 20; EMS
531606604113115; CLORIDRATO DE FLUOXETINA; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 20 MG COM REV CT BL AL PLAS OPC X 28; EMS
507714002118115; CLORIDRATO DE FLUOXETINA; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 20 MG CAP GEL DURA CT BL AL PLAS INC X 28; EMS
531606607112111; CLORIDRATO DE FLUOXETINA; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 20 MG CAP GEL DURA CT BL AL PLAS INC X 30; EMS
507714005117111; CLORIDRATO DE FLUOXETINA; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 20MG COM REV CT BL AL PLAS OPC X 30; EMS
541812080003706; CLORIDRATO DE FLOUXETINA; CLORIDRATO FLOUXETINA; NOT FOUND; 20 MG CAP GEL DURA CT BL AL PLAS INC X 30; EMS
531606603133112; CLORIDRATO DE FLUOXETINA; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 20 MG/ML SOL OR CT FR PLAS TRANS GOT X 20 ML ; EMS
507714006131116; CLORIDRATO DE FLUOXETINA; CLORIDRATO FLUOXETINA; CLORIDRATO FLUOXETINA; 20 MG/ML SOL OR CT FR PLAS TRANS GOT X 20 ML ; EMS
507733201163117; CLORIDRATO DE LIDOCAÍNA; CLORIDRATO LIDOCAINA; CLORIDRATO LIDOCAINA; 20 MG/ML GEL TOP CT BG AL X 30 G; EMS
541815020010006; CLORIDRATO DE METFORMINA; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 500 MG COM REV CT BL AL PLAS OPC X 30 ; EMS
531605401111111; CLORIDRATO DE METFORMINA; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 1G COM REV CT BL AL PLAS INC X 30; EMS
507729102113113; CLORIDRATO DE METFORMINA; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 1 G COM REV CT BL AL PLAS INC X 30 ; EMS
507729106119116; CLORIDRATO DE METFORMINA; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 1 G COM REV CT BL AL/AL X 90 (EMB FRAC); EMS
531605402118118; CLORIDRATO DE METFORMINA; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 500 MG COM REV CT BL AL PLAS INC X 30; EMS
531614010072806; CLORIDRATO DE METFORMINA; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 500 MG COM REV CT BL AL PLAS OPC X 30; EMS
507729107115114; CLORIDRATO DE METFORMINA; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 500 MG COM REV CT BL AL PLAS OPC X 90 (EMB FRAC); EMS
531605403114116; CLORIDRATO DE METFORMINA; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 850 MG COM REV CT BL AL PLAS INC X 30; EMS
507729101117115; CLORIDRATO DE METFORMINA; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 850 MG COM REV CT BL AL PLAS INC X 30 ; EMS
531613100070806; CLORIDRATO DE METFORMINA; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 850 MG COM REV CT BL AL PLAS INC X 60; EMS
507729105112118; CLORIDRATO DE METFORMINA; CLORIDRATO METFORMINA; CLORIDRATO METFORMINA; 850 MG COM REV CT BL AL PLAS INC X 60; EMS
531608401139116; CLORIDRATO DE METOCLOPRAMIDA; CLORIDRATO METOCLOPRAMIDA; NOT FOUND; 4 MG/ML FR C/ 10ML; EMS
507728001135113; CLOR. METOCLOPRAMIDA; CLOR METOCLOPRAMIDA; NOT FOUND; 4MG/ML SOL ORAL FR C/ 10ML; EMS
541812060000406; CLORIDRATO DE MOXIFLOXACINO; CLORIDRATO MOXIFLOXACINO; CLORIDRATO MOXIFLOXACINO; 400 MG COM REV CT BL AL PLAS OPC X 5; EMS
541812060000506; CLORIDRATO DE MOXIFLOXACINO; CLORIDRATO MOXIFLOXACINO; CLORIDRATO MOXIFLOXACINO; 400 MG COM REV CT BL AL PLAS OPC X 7; EMS
507728101131111; CLORIDRATO DE  NAFAZOLINA; CLORIDRATO NAFAZOLINA; CLORIDRATO NAFAZOLINA; 0.5MG/ML SOL NASAL FR C/ 30ML; EMS
507746001117113; CLORIDRATO DE NARATRIPTANA; CLORIDRATO NARATRIPTANA; CLORIDRATO NARATRIPTANA; 2.5 MG COM REV CT BL AL PLAS OPC X 4; EMS
531616901110118; CLORIDRATO DE ONDANSETRONA; CLORIDRATO ONDANSETRONA; CLORIDRATO ONDANSETRONA; 8 MG COM REV CT BL AL PLAS OPC X 10   ; EMS
507734301110110; CLORIDRATO DE ONDANSETRONA; CLORIDRATO ONDANSETRONA; CLORIDRATO ONDANSETRONA; 8 MG COM REV CT BL AL PLAS OPC X 10   ; EMS
531616501139119; CLORIDRATO DE OXIBUTININA; CLORIDRATO OXIBUTININA; CLORIDRATO OXIBUTININA; 1 MG/ML XPE CT FR VD AMB X 120 ML + CP MED; EMS
507735101131112; CLORIDRATO DE OXIBUTININA; CLORIDRATO OXIBUTININA; CLORIDRATO OXIBUTININA; 1 MG/ML XPE CT FR VD AMB X 120 ML + CP MED; EMS
531614001171114; CLORIDRATO DE OXIMETAZOLINA; CLORIDRATO OXIMETAZOLINA; CLORIDRATO OXIMETAZOLINA; 0.25 MG/ML SOL NAS CT FR PLAS OPC GOT X 20 ML; EMS
507732501171117; CLORIDRATO DE OXIMETAZOLINA; CLORIDRATO OXIMETAZOLINA; CLORIDRATO OXIMETAZOLINA; 0.25 MG/ML SOL NAS CT FR PLAS OPC GOT X 20 ML; EMS
531614002178112; CLORIDRATO DE OXIMETAZOLINA; CLORIDRATO OXIMETAZOLINA; CLORIDRATO OXIMETAZOLINA; 0.5 MG/ML SOL NAS CT FR PLAS OPC GOT X 20 ML; EMS
507732502178115; CLORIDRATO DE OXIMETAZOLINA; CLORIDRATO OXIMETAZOLINA; CLORIDRATO OXIMETAZOLINA; 0.5 MG/ML SOL NAS CT FR PLAS OPC GOT X 30 ML; EMS
507742502111115; CLORIDRATO DE PAROXETINA; CLORIDRATO PAROXETINA; NOT FOUND; 20 MG COM REV CT BL AL PLAS OPC X 20; EMS
507742503118113; CLORIDRATO DE PAROXETINA; CLORIDRATO PAROXETINA; NOT FOUND; 20 MG COM REV CT BL AL PLAS OPC X 30; EMS
507742501115117; CLORIDRATO DE PAROXETINA; CLORIDRATO PAROXETINA; NOT FOUND; 30 MG COM REV CT BL AL PLAS OPC X 30; EMS
541812070002906; CLORIDRATO DE PIOGLITAZONA; CLORIDRATO PIOGLITAZONA; CLORIDRATO PIOGLITAZONA; 15 MG COM CT FR PLAS OPC X 15; EMS
541812070003006; CLORIDRATO DE PIOGLITAZONA; CLORIDRATO PIOGLITAZONA; CLORIDRATO PIOGLITAZONA; 30 MG COM CT FR PLAS OPC X 15; EMS
541812070003106; CLORIDRATO DE PIOGLITAZONA; CLORIDRATO PIOGLITAZONA; CLORIDRATO PIOGLITAZONA; 30 MG COM CT FR PLAS OPC X 30; EMS
541812070003206; CLORIDRATO DE PIOGLITAZONA; CLORIDRATO PIOGLITAZONA; CLORIDRATO PIOGLITAZONA; 45 MG COM CT FR PLAS OPC X 15; EMS
531620101131119; CLORIDRATO DE RANITIDINA; CLORIDRATO RANITIDINA; CLORIDRATO RANITIDINA; 15 MG/ML XPE CT FR VD AMB X 120 ML + CP MED; EMS
507707406136112; CLORIDRATO DE RANITIDINA; CLORIDRATO RANITIDINA; CLORIDRATO RANITIDINA; 15 MG/ML XPE CT FR VD AMB X 120 ML + CP MED ; EMS
507707403110112; CLORIDRATO DE RANITIDINA; CLORIDRATO RANITIDINA; CLORIDRATO RANITIDINA; 150 MG COM REV CT BL AL/AL X 10 ; EMS
507707405113119; CLORIDRATO DE RANITIDINA; CLORIDRATO RANITIDINA; CLORIDRATO RANITIDINA; 150 MG COM REV CT BL AL/AL X 60 (EMB FRAC); EMS
507707402157115; CLORIDRATO DE RANITIDINA; CLORIDRATO RANITIDINA; CLORIDRATO RANITIDINA; 25 MG/ML SOL INJ CT 100 AMP VD AMB X 2 ML (EMB HOSP); EMS
507707404117110; CLORIDRATO DE RANITIDINA; CLORIDRATO RANITIDINA; CLORIDRATO RANITIDINA; 300 MG COM REV CT STR X 10  ; EMS
531620103118111; CLORIDRATO DE RANITIDINA; CLORIDRATO RANITIDINA; CLORIDRATO RANITIDINA; 300 MG COM REV CT STR X 20; EMS
507707801116110; CLORIDRATO DE RANITIDINA; CLORIDRATO RANITIDINA; CLORIDRATO RANITIDINA; 300 MG COM REV CT STR X 20; EMS
507734401115114; CLORIDRATO DE SERTRALINA; CLORIDRATO SERTRALINA; CLORIDRATO SERTRALINA; 100 MG COM REV CT BL AL PLAS LEIT X 14; EMS
531617002111111; CLORIDRATO DE SERTRALINA; CLORIDRATO SERTRALINA; CLORIDRATO SERTRALINA; 50MG COM REV CT BL AL PLAS OPC X 10 ; EMS
507734402111112; CLORIDRATO DE SERTRALINA; CLORIDRATO SERTRALINA; CLORIDRATO SERTRALINA; 50 MG COM REV CT BL AL PLAS LEIT X 10; EMS
507734404114119; CLORIDRATO DE SERTRALINA; CLORIDRATO SERTRALINA; CLORIDRATO SERTRALINA; 50 MG COM REV CT BL AL PLAS LEIT X 20; EMS
507734403118110; CLORIDRATO DE SERTRALINA; CLORIDRATO SERTRALINA; CLORIDRATO SERTRALINA; 50 MG COM REV CT BL AL PLAS LEIT X 28; EMS
507740001115111; CLORIDRATO DE SIBUTRAMINA; CLORIDRATO SIBUTRAMINA; NOT FOUND; 10 MG CAP GEL DURA CT BL AL PLAS OPC X 30; EMS
507740002111111; CLORIDRATO DE SIBUTRAMINA; CLORIDRATO SIBUTRAMINA; NOT FOUND; 15 MG CAP GEL DURA CT BL AL PLAS OPC X 30; EMS
531606703162114; CLORIDRATO DE TERBINAFINA; CLORIDRATO TERBINAFINA; CLORIDRATO TERBINAFINA; 10 MG/G CREM DERM CT BG AL X 20 G; EMS
507707605163111; CLOR. TERBINAFINA; CLOR TERBINAFINA; CLORIDRATO TERBINAFINA; 10 MG/G CREM DERM CT BG AL X 20 G; EMS
531606701135111; CLORIDRATO DE TERBINAFINA; CLORIDRATO TERBINAFINA; CLORIDRATO TERBINAFINA; 10 MG/G SOL TOP CT FR PLAS OPC SPRAY X 30 ML ; EMS
531606702131118; CLORIDRATO DE TERBINAFINA; CLORIDRATO TERBINAFINA; CLORIDRATO TERBINAFINA; 10 MG/G SOL TOP CT FR PLAS OPC GOT X 30 ML ; EMS
507707606135111; CLOR. TERBINAFINA; CLOR TERBINAFINA; CLORIDRATO TERBINAFINA; 10 MG/G SOL TOP CT FR PLAS OPC GOT X 30 ML; EMS
507707607131118; CLOR. TERBINAFINA; CLOR TERBINAFINA; CLORIDRATO TERBINAFINA; 10 MG/G SOL TOP CT FR PLAS OPC SPRAY X 30 ML; EMS
507707608111110; CLOR. TERBINAFINA; CLOR TERBINAFINA; CLORIDRATO TERBINAFINA; 125 MG COM CT BL AL PLAS INC X 90 (EMB FRAC); EMS
507707603111112; CLOR. TERBINAFINA; CLOR TERBINAFINA; CLORIDRATO TERBINAFINA; 250 MG 2 BL X 7 COMP; EMS
507707604116118; CLOR. TERBINAFINA; CLOR TERBINAFINA; CLORIDRATO TERBINAFINA; 250 MG 4 BL X 7 COMP; EMS
507707609118119; CLOR. TERBINAFINA; CLOR TERBINAFINA; CLORIDRATO TERBINAFINA; 250 MG COM CT BL AL PLAS INC X 90 (EMB FRAC); EMS
507737701111119; CLORIDRATO DE TICLOPIDINA; CLORIDRATO TICLOPIDINA; CLORIDRATO TICLOPIDINA; 250 MG COM REV CT BL AL PLAS INC X 20  ; EMS
507737702116114; CLORIDRATO DE TICLOPIDINA; CLORIDRATO TICLOPIDINA; CLORIDRATO TICLOPIDINA; 250 MG COM REV CT BL AL PLAS INC X 30; EMS
531605801136111; CLORIDRATO DE TRAMADOL; CLORIDRATO TRAMADOL; CLORIDRATO TRAMADOL; 100 MG/ML SOL OR CT FR VD AMB X 15 ML; EMS
507707702118115; CLOR. TRAMADOL; CLOR TRAMADOL; CLORIDRATO TRAMADOL; 50 MG CAP GEL DURA CT BL AL PLAS LEIT X 10; EMS
507739301119119; CLORIDRATO DE VENLAFAXINA; CLORIDRATO VENLAFAXINA; CLORIDRATO VENLAFAXINA; 150 MG CAP GEL DURA LIB PROL CT BL AL PLAS OPC X 14; EMS
507739302115117; CLORIDRATO DE VENLAFAXINA; CLORIDRATO VENLAFAXINA; CLORIDRATO VENLAFAXINA; 150 MG CAP GEL DURA LIB PROL CT BL AL PLAS OPC X 30; EMS
541813040005706; CLORIDRATO DE VENLAFAXINA; CLORIDRATO VENLAFAXINA; CLORIDRATO VENLAFAXINA; 75 MG CAP GEL DURA LIB PROL CT BL PLAS OPC X 15; EMS
541813040005806; CLORIDRATO DE VENLAFAXINA; CLORIDRATO VENLAFAXINA; CLORIDRATO VENLAFAXINA; 75 MG CAP GEL DURA LIB PROL CT BL PLAS OPC X 30; EMS
531610001118113; CLORIDRATO DE VERAPAMIL; CLORIDRATO VERAPAMIL; CLORIDRATO VERAPAMIL; 80 MG COM REV CT BL AL PLAS OPC X 30; EMS
507728201118115; CLOR. VERAPAMIL; CLOR VERAPAMIL; CLORIDRATO VERAPAMIL; 80 MG COM REV CT BL AL PLAS BCO LEIT X 30; EMS
507728202114113; CLOR. VERAPAMIL; CLOR VERAPAMIL; CLORIDRATO VERAPAMIL; 80 MG COM REV CT BL AL PLAS LEIT X 90 (EMB FRAC); EMS
541814110009006; CLORIDRATO DE ZIPRASIDONA; CLORIDRATO ZIPRASIDONA; NOT FOUND; 40 MG CAP DURA CT BL AL AL X 30; EMS
541814110009106; CLORIDRATO DE ZIPRASIDONA; CLORIDRATO ZIPRASIDONA; NOT FOUND; 80 MG CAP DURA CT BL AL AL X 30; EMS
507708301117116; CLORTALIDONA; CLORTALIDONA; CLORTALIDONA; 12.5 MG COM CT BL AL PLAS INC X 60 (EMB HOSP)  ; EMS
507708304116110; CLORTALIDONA; CLORTALIDONA; CLORTALIDONA; 12.5 MG COM CT BL AL PLAS INC X 90 (EMB FRAC)   ; EMS
507708302113114; CLORTALIDONA; CLORTALIDONA; CLORTALIDONA; 25 MG COM CT BL AL PLAS INC X 60 (EMB HOSP) ; EMS
507708404110416; CLORTALIL; CLORTALIL; NOT FOUND; 25 MG COM CT ENV AL X 60; EMS
507708305112119; CLORTALIDONA; CLORTALIDONA; CLORTALIDONA; 25 MG COM CT BL AL PLAS INC X 90 (EMB FRAC)   ; EMS
507708406113412; CLORTALIL; CLORTALIL; NOT FOUND; 25 MG COM CT ENV AL X 90 (EMB FRAC); EMS
531627201115414; CLORTALIL; CLORTALIL; NOT FOUND; 50 MG COM CT BL AL PLAS INC X 30; EMS
507708303111115; CLORTALIDONA; CLORTALIDONA; CLORTALIDONA; 50 MG COM CT BL AL PLAS INC X 30 ; EMS
507708306119117; CLORTALIDONA; CLORTALIDONA; CLORTALIDONA; 50 MG COM CT BL AL PLAS INC X 90 (EMB FRAC); EMS
507708405117414; CLORTALIL; CLORTALIL; NOT FOUND; 50 MG COM CT ENV AL X 90 (EMB FRAC); EMS
507708501167117; CLOTRIMAZOL; CLOTRIMAZOL; CLOTRIMAZOL; 10 MG/G CREM DERM CT BG AL X 20 G; EMS
531606801164111; CLOTRIMAZOL; CLOTRIMAZOL; CLOTRIMAZOL; 10 MG/G CREM VAG CT BG AL X 35 G + 6 APLIC ; EMS
507708502163115; CLOTRIMAZOL; CLOTRIMAZOL; CLOTRIMAZOL; 10 MG/G CREM VAG CT BG AL X 35 G + 6 APLIC ; EMS
531606802160111; CLOTRIMAZOL; CLOTRIMAZOL; CLOTRIMAZOL; 20 MG/G CREM VAG CT BG AL X 20 G + 3 APLIC ; EMS
507708503161116; CLOTRIMAZOL; CLOTRIMAZOL; CLOTRIMAZOL; 20 MG/G CREM VAG CT BG AL X 20 G + 3 APLIC ; EMS
507745501167413; CICATENOL; CICATENOL; NOT FOUND; 50 MG/G POM DERM CT BG AL X 30 G; EMS
531626101117417; CAPYLA-HAIR; CAPYLA HAIR; NOT FOUND; 1 MG COM REV CT BL AL PLAS OPC X 30; EMS
507746303113412; CONCÁRDIO; CONCARDIO; NOT FOUND; 1.25 MG COM REV CT BL AL PLAS OPC X 30; EMS
507746304111413; CONCÁRDIO; CONCARDIO; NOT FOUND; 10 MG COM REV CT BL AL PLAS OPC X 30; EMS
507746302117414; CONCÁRDIO; CONCARDIO; NOT FOUND; 2.5 MG COM REV CT BL AL PLAS OPC X 30; EMS
507746301110416; CONCÁRDIO; CONCARDIO; NOT FOUND; 5.0 MG COM REV CT BL AL PLAS OPC X 30; EMS
531617801152313; CYSTISTAT; CYSTISTAT; NOT FOUND; 0.8 MG/ML SOL INJ CT FA VD INC X 50 ML; EMS
507740901132111; CLORIDRATO DE HIDROXIZINA; CLORIDRATO HIDROXIZINA; NOT FOUND; 2 MG/ ML SOL OR CT FR PLAS OPC X 120 ML + CP MED; EMS
507740902112112; CLORIDRATO DE HIDROXIZINA; CLORIDRATO HIDROXIZINA; NOT FOUND; 25 MG COM CT FR PLAS OPC X 30; EMS
507708002136410; CLORATADD; CLORATADD; NOT FOUND; 1 MG/ML XPE FR VD AMB X 100 ML + DOS; EMS
507708001113417; CLORATADD; CLORATADD; NOT FOUND; 10 MG COM CT BL AL PLAS INC X 12; EMS
507708102114419; CLORATADD D; CLORATADD D; NOT FOUND; 5 MG + 120 MG DRG CT 2 BL AL PLAS INC X 6; EMS
507708101134416; CLORATADD D; CLORATADD D; NOT FOUND; 1 MG/ML + 12 MG/ML XPE CT FR VD AMB X 60 ML; EMS
531614040073103; CHRON-ASA 5; CHRON ASA 5; NOT FOUND; 500 MG COM REV CT BL AL PLAS INC X 50; EMS
507727101179416; CHRON-ASA 5; CHRON ASA 5; NOT FOUND; PO EXT CT ENV AL X 3 G + DIL X 100 ML; EMS
507727102116418; CHRON-ASA 5; CHRON ASA 5; NOT FOUND; 400 MG COM REVE CT 3 BL AL PLAS INC X 10; EMS
507727103112416; CHRON-ASA 5; CHRON ASA 5; NOT FOUND; 800 MG COM REVE CT 2 BL AL PLAS INC X 10; EMS
507732302111416; CANDERM; CANDERM; NOT FOUND; 250 MG 2 BLT C/ 10 COMP; EMS
531601001119412; CINCORDIL; CINCORDIL; NOT FOUND; 20 MG COM CT BL AL PLAS INC X 30 ; EMS
531601002115410; CINCORDIL; CINCORDIL; NOT FOUND; 40 MG COM CT BL AL PLAS INC X 30; EMS
507741401117411; CORASSETIL; CORASSETIL; NOT FOUND; 300 MG COM REV CT BL AL PLAS OPC X30; EMS
531614080076103; CLINDELLA; CLINDELLA; NOT FOUND; 2.5 MG COM CT BL AL PLAS OPC X 60; EMS
531612090068004; CLINDELLA; CLINDELLA; NOT FOUND; 2.5 MG COM CT BL AL PLAS OPC X 30; EMS
507706103156119; CETOROLACO DE TROMETAMINA; CETOROLACO TROMETAMINA; NOT FOUND; 30 MG/ML SOL INJ CT 3 AMP VD AMB X 1 ML; EMS
507706102151113; CETOROLACO DE TROMETAMINA; CETOROLACO TROMETAMINA; NOT FOUND; 30 MG/ML SOL INJ CT 3 AMP VD AMB X 2 ML; EMS
507706101171110; CETOROLACO DE TROMETAMINA; CETOROLACO TROMETAMINA; NOT FOUND; 5 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML; EMS
507705601111410; CENEVIT; CENEVIT; NOT FOUND; 1G COMP EFERV C/ 10; EMS
507705602116416; CENEVIT; CENEVIT; NOT FOUND; 2G COMP EFERV C/ 10; EMS
