1186100930025; HIDYN H; HIDYN H; NOT FOUND; 10 MG/G BISN C/ 30 G - CREME; NO_ACR
1017100930069; HEPARINA; HEPARINA; NOT FOUND; 20000 UI/ML SOL INJ CARTUCHO 25 AMP VD INCOLOR X 0; NO_ACR
1017100930026; HEPARINA; HEPARINA; NOT FOUND; 5000 UI/ML SOL INJ CARTUCHO 5 FR AMP VD INCOLOR X; NO_ACR
1334600130011; HIDROSAN; HIDROSAN; NOT FOUND; 50 MG COM CT BL AL PLAS INC PVC X 20; NO_ACR
1099800030016; HIDROCLOGEL; HIDROCLOGEL; NOT FOUND; 50MG COMP. CX. C/ 50 BL X 10 COMP.; NO_ACR
1121000160016; HIDROCLOROTIAZIDA; HIDROCLOROTIAZIDA; HIDROCLOROTIAZIDA; CX.C/50 ENV. X 10 COMP; NO_ACR
1062400900020; HIDRAZIN 25MG; HIDRAZIN 25MG; NOT FOUND; 25 MG COM CT BL AL PLAS AMB X 20; NO_ACR
1062400900012; HIDRAZIN 50MG; HIDRAZIN 50MG; NOT FOUND; 50 MG COM CT BL AL PLAS AMB X 20; NO_ACR
1040700210022; HIDROCLOROTIAZIDA; HIDROCLOROTIAZIDA; HIDROCLOROTIAZIDA; 50 MG /COMP / ENV - 10 COMP - CX C/ 50 ENV; NO_ACR
1090600800051; HIDROCLOROTIAZIN; HIDROCLOROTIAZIN; NOT FOUND; 50 MG 20CP; NO_ACR
1018301260026; HIDROCLOROTIAZIDA; HIDROCLOROTIAZIDA; HIDROCLOROTIAZIDA; CX. C/50 ENV. X 10 COMP. 25 MG; NO_ACR
1018300890018; HIDROCLOROTIAZIDA; HIDROCLOROTIAZIDA; HIDROCLOROTIAZIDA; CX. C/50 ENV. X 10 COMP. 50 MG; NO_ACR
1433600060011; HIDROCLOROTIAZIDA; HIDROCLOROTIAZIDA; HIDROCLOROTIAZIDA; 50 MG CX C/50 ENV.X10 COMP.; NO_ACR
1123300110015; HIDROCLOROTIAZIDA; HIDROCLOROTIAZIDA; HIDROCLOROTIAZIDA; 50 MG COM CX 50 ENV AL POLIET X 10 (EMB HOSP); NO_ACR
1294000040017; HIDROSAN; HIDROSAN; NOT FOUND; 50 MG COM CT BL AL PVC X 20; NO_ACR
1002900130042; HYZAAR; HYZAAR; NOT FOUND; 100 MG + 25 MG COM REV CT BL AL PLAS BCO OPC X 30; NO_ACR
1002900130026; HYZAAR; HYZAAR; NOT FOUND; 50 MG + 12.5 MG COM REV CT BL AL PLAS BCO OPC X 30; NO_ACR
1002900130018; HYZAAR; HYZAAR; NOT FOUND; 50 MG + 12.5 MG COM REV CT BL AL PLAS BCO OPC X 15; NO_ACR
1002900130034; HYZAAR; HYZAAR; NOT FOUND; 100 MG + 25 MG COM REV CT BL AL PLAS BCO OPC X 15; NO_ACR
1468200030035; HIDROXINE; HIDROXINE; NOT FOUND; 10 MG COM CT BL AL PLAS INC X 30; NO_ACR
1468200030027; HIDROXINE; HIDROXINE; NOT FOUND; 10MG FR. 1200 COMP.; NO_ACR
1468200030019; HIDROXINE; HIDROXINE; NOT FOUND; 10MG FR. 60 COMP.; NO_ACR
1468200030061; HIDROXINE; HIDROXINE; NOT FOUND; 25 MG COM CT BL AL PLAS INC X 30; NO_ACR
1468200030051; HIDROXINE; HIDROXINE; NOT FOUND; 25MG FR. 1200 COMP.; NO_ACR
1468200030043; HIDROXINE; HIDROXINE; NOT FOUND; 25MG FR. 60 COMP.; NO_ACR
1099800180016; HIDROXIGEL; HIDROXIGEL; NOT FOUND; 300MG/5ML S.ORAL CX. C/ 50 FR 150ML; NO_ACR
1018300690013; HIDRÓXIDO DE ALUMÍNIO; HIDROXIDO ALUMINIO; HIDROXIDO ALUMINIO; CX. C/50 FRASCOS X 150 ML; NO_ACR
ISENTO; HIDROTHEO; HIDROTHEO; NOT FOUND; 6% SUS OR CT FR PLAS OPC X 100 ML; NO_ACR
ISENTO; HIDROTHEO; HIDROTHEO; NOT FOUND; 6% SUS OR CX 60 FR PLAS OPC X 100 ML (EMB. HOSP.); NO_ACR
ISENTO; HIDROTHEO COMPOSTO; HIDROTHEO COMPOSTO; NOT FOUND; 6% + 4% SUS OR CT FR PLAS OPC X 100 ML; NO_ACR
ISENTO; HIDROTHEO COMPOSTO; HIDROTHEO COMPOSTO; NOT FOUND; 6% + 4% SUS OR CX 60 FR PLAS OPC X 100 ML (EMB. HOSP.); NO_ACR
3186200010018; HIPOCLOR. DE SÓDIO; HIPOCLOR SODIO; HIPOCLORITO SODIO; CX. C/50 FRASCOS X 50 ML; NO_ACR
1508200360038; HOLOXANE; HOLOXANE; NOT FOUND; 1 G PO PREP EXTEMP  INJ CX 10 FA VD INC X 30 ML; NO_ACR
1508200360062; HOLOXANE; HOLOXANE; NOT FOUND; 2 G PO PREP EXTEMP  INJ CX 10 FA VD INC X 50 ML; NO_ACR
1508200360127; HOLOXANE; HOLOXANE; NOT FOUND; 500 MG PO PREP EXTEMP INJ CX 10 FA VD INC X 20 ML; NO_ACR
1091400150033; HEPATECT CP; HEPATECT CP; NOT FOUND; 50 UI/ ML SOL INJ FR VD INC X 02 ML; NO_ACR
1091400150041; HEPATECT CP; HEPATECT CP; NOT FOUND; 50 UI/ ML SOL INJ FR VD INC X 10 ML; NO_ACR
1091400150051; HEPATECT CP; HEPATECT CP; NOT FOUND; 50 UI/ ML SOL INJ FR VD INC X 40 ML; NO_ACR
1126000570309; HUMULIN N; HUMULIN N; NOT FOUND; HUMULIN 70/30 - 1 CARPULE COM 3.0ML; NO_ACR
202020202023; HUMULIN N; HUMULIN N; NOT FOUND; HUMULIN 70/30 - 2 CARPULES COM 3.0ML; NO_ACR
202020202020; HUMULIN N; HUMULIN N; NOT FOUND; HUMULIN 70N/30R - 1 FRASCO AMPOLA 10 ML; NO_ACR
1126000570104; HUMULIN N; HUMULIN N; NOT FOUND; HUMULIN 70N/30R - 5 CARPULES COM 1.5ML; NO_ACR
1126000570317; HUMULIN N; HUMULIN N; NOT FOUND; HUMULIN 80/20 - 1 CARPULE COM 3.0ML; NO_ACR
1126000570112; HUMULIN N; HUMULIN N; NOT FOUND; HUMULIN 80N/20R - 1 FRASCO-AMPOLA 10 ML; NO_ACR
1126000570120; HUMULIN N; HUMULIN N; NOT FOUND; HUMULIN 80N/20R - 5 CARPULES COM 1.5ML; NO_ACR
1126000570325; HUMULIN N; HUMULIN N; NOT FOUND; HUMULIN 90/10 - 1 CARPULE COM 3.0ML; NO_ACR
1126000570139; HUMULIN N; HUMULIN N; NOT FOUND; HUMULIN 90N/10R - 1 FRASCO-AMPOLA 10 ML; NO_ACR
1126000570147; HUMULIN N; HUMULIN N; NOT FOUND; HUMULIN 90N/10R - 5 CARPULES COM 1.5ML; NO_ACR
1126000570015; HUMULIN N; HUMULIN N; NOT FOUND; HUMULIN L - 1 FRASCO-AMPOLA 10 ML; NO_ACR
1126000570279; HUMULIN N; HUMULIN N; NOT FOUND; HUMULIN N - 1 CARPULE COM 3.0ML; NO_ACR
1126000570031; HUMULIN N; HUMULIN N; NOT FOUND; 100 UI/ML SUS INJ CT FA VD INC X 10 ML; NO_ACR
1126000570333; HUMULIN N; HUMULIN N; NOT FOUND; 100 UI/ML SUS INJ CT 2 CARP VD INC X 3 ML; NO_ACR
1126000570041; HUMULIN N; HUMULIN N; NOT FOUND; HUMULIN N - 5 CARPULES COM 1.5ML; NO_ACR
202020202024; HUMULIN N; HUMULIN N; NOT FOUND; HUMULIN R - 1 FRASCO-AMPOLA 10 ML; NO_ACR
1126000570287; HUMULIN N; HUMULIN N; NOT FOUND; HUMULIN R - 1 CARPULE COM 3.0ML; NO_ACR
202020202027; HUMULIN N; HUMULIN N; NOT FOUND; HUMULIN R - 2 CARPULES COM 3.0ML; NO_ACR
3333333333334; HUMULIN 70N/30R; HUMULIN 70N 30R; NOT FOUND; CONTROLE; NO_ACR
1126001780013; HUMULIN 70N/30R; HUMULIN 70N 30R; NOT FOUND; 100 UI/ML SUS INJ CT FA VD INC X 10 ML; NO_ACR
1126001780021; HUMULIN 70N/30R; HUMULIN 70N 30R; NOT FOUND; 100 UI/ML SUS INJ CT 2 CARP VD INC X 3 ML; NO_ACR
2222222222222; HUMULIN R; HUMULIN R; NOT FOUND; CONTROLE; NO_ACR
1126001810028; HUMULIN R; HUMULIN R; NOT FOUND; 100 UI/ML SOL INJ CT 2 CARP VD INC X 3 ML; NO_ACR
1126001810011; HUMULIN R; HUMULIN R; NOT FOUND; 100 UI/ML SOL INJ CT FA VD INC X 10 ML; NO_ACR
1126000080158; HUMALOG; HUMALOG; NOT FOUND; 100 UI/ML SOL INJ CT 2 CARP VD INC X 3 ML; NO_ACR
1126000080026; HUMALOG; HUMALOG; NOT FOUND; 100 UI/ML SOL INJ CT FA VD INC X 10 ML; NO_ACR
1126000080131; HUMALOG; HUMALOG; NOT FOUND; HUMALOG MIX 25 - 2 CARPULES COM 3ML; NO_ACR
1126000080085; HUMALOG; HUMALOG; NOT FOUND; HUMALOG MIX 25 - 5 CARPULES COM 3ML; NO_ACR
1126000080042; HUMALOG; HUMALOG; NOT FOUND; 100 UI/ML SOL INJ CT 5 CARP VD INC X 3 ML; NO_ACR
1126000080107; HUMALOG MIX 50; HUMALOG MIX 50; NOT FOUND; 100 UI/ML SUS INJ CT 5 CARP VD INC X 3 ML; NO_ACR
1126001790043; HUMALOG MIX 50; HUMALOG MIX 50; NOT FOUND; 100 UI/ML SUS INJ CT 5 CARP VD INC X 3 ML; NO_ACR
1126000080123; HUMALOG KWIKPEN; HUMALOG KWIKPEN; NOT FOUND; 100 UI /ML SOL INJ CT 5 CARP VD INC X 3 ML + 5 SIST APLIC PLAS; NO_ACR
1126000080131; HUMALOG KWIKPEN; HUMALOG KWIKPEN; NOT FOUND; 100 UI /ML SOL INJ CT 1 CARP VD INC X 3 ML + 1 SIST APLIC PLAS ; NO_ACR
1126001790078; HUMALOG MIX 50 KWIKPEN; HUMALOG MIX 50 KWIKPEN; NOT FOUND; 100 UI/ML SUS INJ CT 1 CARP VD INC X 3 ML + 1 SIST APLIC PLAS; NO_ACR
1126001790035; HUMALOG MIX 25; HUMALOG MIX 25; NOT FOUND; 100 UI/ML SUS INJ CT 5 CARP VD INC X 3 ML; NO_ACR
1126001790124; HUMALOG MIX 25 KWIKPEN; HUMALOG MIX 25 KWIKPEN; NOT FOUND; 100 UI/ML SUS INJ CT 5 CARP VD INC X 3 ML + 5 SIST APLIC PLAS; NO_ACR
1126001790108; HUMALOG MIX 25 KWIKPEN; HUMALOG MIX 25 KWIKPEN; NOT FOUND; 100 UI/ML SUS INJ CT 1 CARP VD INC X 3 ML + 1 SIST APLIC PLAS; NO_ACR
1126001790094; HUMALOG MIX 50 KWIKPEN; HUMALOG MIX 50 KWIKPEN; NOT FOUND; 100 UI/ML SUS INJ CT 5 CARP VD INC X 3 ML X 5 SIST APLIC PLAS; NO_ACR
1174700030201; HEBERON ALFA R; HEBERON ALFA R; NOT FOUND; 1 MUI 1 FA + 1DIL X 1 ML; NO_ACR
1174700030218; HEBERON ALFA R; HEBERON ALFA R; NOT FOUND; 1 MUI 10 FA + 10 DIL X 1 ML; NO_ACR
1174700030242; HEBERON ALFA R; HEBERON ALFA R; NOT FOUND; 10 MUI 1 FA + 1 DIL X 1 ML; NO_ACR
1174700030293; HEBERON ALFA R; HEBERON ALFA R; NOT FOUND; 1 MUI 25 FA + 25 DIL X 1 ML; NO_ACR
1174700030234; HEBERON ALFA R; HEBERON ALFA R; NOT FOUND; 10 MUI 10 FA + 10 DIL X 1 ML; NO_ACR
1174700030226; HEBERON ALFA R; HEBERON ALFA R; NOT FOUND; 10 MUI 25 FA + 25 DIL X 1 ML; NO_ACR
1174700030285; HEBERON ALFA R; HEBERON ALFA R; NOT FOUND; 3 MUI 1 FA + DIL X 1 ML; NO_ACR
1174700030021; HEBERON ALFA R; HEBERON ALFA R; NOT FOUND; 3 MUI 10 FA + 10 DIL X 1 ML; NO_ACR
1174700030031; HEBERON ALFA R; HEBERON ALFA R; NOT FOUND; 3 MUI 25 FA + 25 DIL X 1 ML; NO_ACR
1174700030277; HEBERON ALFA R; HEBERON ALFA R; NOT FOUND; 5 MUI 1 FA + 1 DIL X 1 ML; NO_ACR
1174700030269; HEBERON ALFA R; HEBERON ALFA R; NOT FOUND; 5 MUI 10 FA + 10 DIL X 1 ML; NO_ACR
1174700030250; HEBERON ALFA R; HEBERON ALFA R; NOT FOUND; 5 MUI 25 FA + 25 DIL X 1 ML; NO_ACR
1228300960024; HEMORVITU´S; HEMORVITU S; NOT FOUND; CT BG X 50 G; NO_ACR
1055001640022; HEMOFLEB; HEMOFLEB; NOT FOUND; (0.100+0.100+0.600+0.060+0.225G)/15G POM RET CX 50 BG PLAS OPC X 50G ; NO_ACR
1055001640014; HEMOFLEB; HEMOFLEB; NOT FOUND; (0.100+0.100+0.600+0.060+0.225G)/15G POM RETAL CT BG PLAS OPC X 50G ; NO_ACR
1155700340024; HISTAMIX; HISTAMIX; NOT FOUND; 1 MG/ML XPE CT FR VD AMB X 120 ML; NO_ACR
1155700340016; HISTAMIX; HISTAMIX; NOT FOUND; COMPR. 10 MG CX. C/ 12; NO_ACR
1155700580033; HISTAMIX D; HISTAMIX D; NOT FOUND; 1 MG+ 12 MG/ML XPE CT 1 FR VD AMB X 60 ML; NO_ACR
1155700580017; HISTAMIX D; HISTAMIX D; NOT FOUND; 5 MG + 120 MG DRG. CT 2 BL AL PLAS INC X 6 ; NO_ACR
1017101830017; HARMOLAX; HARMOLAX; NOT FOUND; 17 G PO PREP EXTEMP ORAL CT SACHE X 2; NO_ACR
1017101830068; HARMOLAX; HARMOLAX; NOT FOUND; 17 G PO PREP EXTEMP ORAL CT SACHE X 50 (EMB MULT); NO_ACR
1017101830033; HARMOLAX; HARMOLAX; NOT FOUND; 17 G PO PREP EXTEMP ORAL CT SACHE X 7; NO_ACR
1092200100019; HELMIZIL (MEBENDAZOL); HELMIZIL MEBENDAZOL; NOT FOUND; 20 MG/ML SUS OR CT FR VD AMB X 30 ML; NO_ACR
1092200100027; HELMIZIL (MEBENDAZOL); HELMIZIL MEBENDAZOL; NOT FOUND; 100 MG COM CT BL AL PLAS INC X 6; NO_ACR
1731000010014; HALAVEN; HALAVEN; NOT FOUND; 0.5 MG/ML SOL INJ CT FA VD INC X 2ML; NO_ACR
1211700180015; HIDROCIN; HIDROCIN; NOT FOUND; SOL NAS FR SPRAY X 10 ML; NO_ACR
1376400540015; HEMAGEN; HEMAGEN; NOT FOUND; 35 MG/ML INJ CX FR 500 ML + EQUP; NO_ACR
1045400130020; HIRUDOID; HIRUDOID; NOT FOUND; 3 MG/G GEL CT BG AL X 40 G; NO_ACR
1045400130111; HIRUDOID; HIRUDOID; NOT FOUND; 5 MG/G GEL CT BG AL X 40 G; NO_ACR
1045400130081; HIRUDOID; HIRUDOID; NOT FOUND; 3 MG/G POM CT BG AL X 40 G; NO_ACR
1045400130101; HIRUDOID; HIRUDOID; NOT FOUND; 5 MG/G POM CT BG AL X 40 G; NO_ACR
1045400130128; HIRUDOID; HIRUDOID; NOT FOUND; 5 MG/G GEL CT BG AL X 20 G; NO_ACR
1045400130144; HIRUDOID; HIRUDOID; NOT FOUND; 3 MG/G GEL CT BG AL X 40 G ; NO_ACR
1045400130209; HIRUDOID; HIRUDOID; NOT FOUND; 5 MG/G POM CT BG AL X 40 G ; NO_ACR
1045400130152; HIRUDOID; HIRUDOID; NOT FOUND; 5 MG/G GEL CT BG AL X 20 G ; NO_ACR
1045400130160; HIRUDOID; HIRUDOID; NOT FOUND; 5 MG/G GEL CT BG AL X 40 G ; NO_ACR
1045400130187; HIRUDOID; HIRUDOID; NOT FOUND; 3 MG/G POM CT BG AL X 40 G ; NO_ACR
1370700130011; HAGUNIADA; HAGUNIADA; NOT FOUND; SOL. ORAL 80 ML.; NO_ACR
1370700140017; HEPATOFLORA; HEPATOFLORA; NOT FOUND; SOL. ORAL 80 ML.; NO_ACR
1120900060019; HIDRÓXIDO DE ALUM; HIDROXIDO ALUM; HIDROXIDO ALUMINIO; 6.195% SUSP CX C/ 50 FRASCOS X 150 ML; NO_ACR
1119300060014; HEMATIRON; HEMATIRON; NOT FOUND; 120 ML; NO_ACR
106675; HEPACITRON; HEPACITRON; NOT FOUND; 12 FLACONETES; NO_ACR
SI/NC; HIPERTONE; HIPERTONE; NOT FOUND; SOL OR CT FR VD AMB X 30 ML; NO_ACR
ISENTO; HAMAMELIS; HAMAMELIS; NOT FOUND; VD 150 ML; NO_ACR
1041500190024; HOMEOCÁRDIO; HOMEOCARDIO; NOT FOUND; FRASCO 30ML; NO_ACR
1041500150037; HOMEOTOSSE; HOMEOTOSSE; NOT FOUND; XPE FR VD AMB 120 ML; NO_ACR
1047600230011; HELAL; HELAL; NOT FOUND; SOL VD 60 ML 213 MG / 5ML; NO_ACR
SI/NC; HEMATONE B; HEMATONE B; NOT FOUND; LIQ. VD. 150 ML; NO_ACR
SI/NC; HEPATONEFRIN; HEPATONEFRIN; NOT FOUND; LIQ. VD. 100 ML; NO_ACR
1047300190011; HIPERIDIL TINT.; HIPERIDIL TINT; NOT FOUND; FR. 100ML; NO_ACR
1006100610018; HEPABILE; HEPABILE; NOT FOUND; (0.37 +0.35 +0.26 +0.02) ML/ML SOL OR CT FR VD AMB CGT X 50 ML; NO_ACR
