1064601560029; INNOSFEN; INNOSFEN; NOT FOUND; 1.0 MCG CAP GEL MOLE CT BL PLAS AMB X 30; NO_ACR
1517000010202; ISOFARMA - SOLUÇÃO DE GLICOSE; ISOFARMA SOLUCAO GLICOSE; NOT FOUND; 100 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 250ML; NO_ACR
1517000010229; ISOFARMA - SOLUÇÃO DE GLICOSE; ISOFARMA SOLUCAO GLICOSE; NOT FOUND; 100 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 1000ML; NO_ACR
1517000010237; ISOFARMA - SOLUÇÃO DE GLICOSE; ISOFARMA SOLUCAO GLICOSE; NOT FOUND; 500 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 100ML; NO_ACR
1517000010245; ISOFARMA - SOLUÇÃO DE GLICOSE; ISOFARMA SOLUCAO GLICOSE; NOT FOUND; 500 MG/ML SOL INJ IV BOLS PLAS TRANS SIST FECH X 500ML; NO_ACR
1517000010059; ISOFARMA - SOLUÇÃO DE GLICOSE; ISOFARMA SOLUCAO GLICOSE; NOT FOUND; 250 MG/ML SOL INJ IV CX 100 AMP PLAS INC X 10 ML; NO_ACR
1517000010067; ISOFARMA - SOLUÇÃO DE GLICOSE; ISOFARMA SOLUCAO GLICOSE; NOT FOUND; 250 MG/ML SOL INJ IV CX 200 AMP PLAS INC X 10 ML ; NO_ACR
1088403710013; IQUEGO - HIDROCLOROTIAZIDA; IQUEGO HIDROCLOROTIAZIDA; NOT FOUND; 25 MG COM CX BL AL PLAS INC X 500; NO_ACR
1037202240082; IRBE H; IRBE H; NOT FOUND; 300 MG + 12.5 MG COM CT BL AL PLAS INC X 30; NO_ACR
1037202240031; IRBE H; IRBE H; NOT FOUND; 150 MG + 12.5 MG COM CT BL AL PLAS INC X 30; NO_ACR
1088403380013; IQUEGO - HIDRÓXIDO DE ALUMÍNIO; IQUEGO HIDROXIDO ALUMINIO; NOT FOUND; 6.2 MG/ML SUS OR CX 50 FR VD AMB X 150 ML; NO_ACR
1121304330013; IBANDRONATO DE SODIO; IBANDRONATO SODIO; IBANDRONATO SODIO; 150 MG COM REV CT BL AL/AL X 1; NO_ACR
1121303850013; IBUPROFENO; IBUPROFENO; IBUPROFENO; 50 MG/ML SUS OR CT FR PLAS OPC GOT X 30 ML; NO_ACR
1121303850048; IBUPROFENO; IBUPROFENO; IBUPROFENO; 100 MG/ML SUS OR CT FR PLAS OPC GOT X 20 ML; NO_ACR
1057700750026; IBUPROFAN; IBUPROFAN; NOT FOUND; 600 MG DRG CT BL AL PLAS INC X 20; NO_ACR
1088403730014; IQUEGO-IBUPROFENO; IQUEGO IBUPROFENO; NOT FOUND; 300 MG COM REV CX BL AL PVC INC X 500; NO_ACR
1091400130024; INTRAGLOBIN F; INTRAGLOBIN F; NOT FOUND; FRASCO 100 ML. IMUNOGLOBULINA INTRAVENOSA; NO_ACR
1091400130032; INTRAGLOBIN F; INTRAGLOBIN F; NOT FOUND; FRASCO 50 ML. IMUNOGLOBULINA INTRAVENOSA; NO_ACR
1091400130040; INTRAGLOBIN F; INTRAGLOBIN F; NOT FOUND; 1000 MG DE IMUNOGLOBINA G AMP DIL 20 ML; NO_ACR
1091400130016; INTRAGLOBIN F; INTRAGLOBIN F; NOT FOUND; 10 MG DE IMUNOGLOBULINA G FRASCO DE 200 ML; NO_ACR
1091400130059; INTRAGLOBIN F; INTRAGLOBIN F; NOT FOUND; 500 MG DE IMUNOGLOBULINA G AMPOLA DILUENTE 10 ML; NO_ACR
1466800480019; INDAPAMIDA; INDAPAMIDA; INDAPAMIDA; COMP. REV. 2.5MG FR X 15; NO_ACR
1466800480027; INDAPAMIDA; INDAPAMIDA; INDAPAMIDA; COMP. REV. 2.5MG FR X 30; NO_ACR
1002901700063; INDOCID; INDOCID; NOT FOUND; 100 MG SUP CT BL PVC OPC X 10; NO_ACR
1106500320220; INDOCID; INDOCID; NOT FOUND; SUP. CT.C/STR. X 10; NO_ACR
1376401190018; INDOCID; INDOCID; NOT FOUND; 25 MG CAP GEL CT BL AL PLAS INC X 30; NO_ACR
1376401190026; INDOCID; INDOCID; NOT FOUND; 50 MG CAP GEL CT BL AL PLAS INC X 30; NO_ACR
1002901700020; INDOCID; INDOCID; NOT FOUND; 25 MG CAP GEL CT FR VD AMB X 30  ; NO_ACR
1002901700047; INDOCID; INDOCID; NOT FOUND; 50 MG CAP GEL CT FR VD AMB X 30  ; NO_ACR
1106500320407; INDOCID; INDOCID; NOT FOUND; 25 MG.CAP.CT. FR. C/30; NO_ACR
1106500320393; INDOCID; INDOCID; NOT FOUND; 50 MG.CAP.CT. FR. C/30; NO_ACR
1376401180012; INSUNORM 70/30; INSUNORM 70 30; NOT FOUND; 100 UI/ML SUS INJ CT FA VD INC X 10 ML; NO_ACR
1376401180039; INSUNORM 70/30; INSUNORM 70 30; NOT FOUND; 100 UI/ML SUS INJ CT 100 FA VD INC X 10 ML (EMB HOSP); NO_ACR
1376401180020; INSUNORM 70/30; INSUNORM 70 30; NOT FOUND; 100 UI/ML SUS INJ CT 50 FA VD INC X 10 ML (EMB HOSP); NO_ACR
1376401150016; INSUNORM N; INSUNORM N; NOT FOUND; 100 UI/ML SUS INJ CT FA VD INC X 10 ML; NO_ACR
102030405067; INSUNORM N; INSUNORM N; NOT FOUND; 100 UI/ML SOL INJ CT FA VD INC X 10 ML; NO_ACR
1376401140010; INSUNORM R; INSUNORM R; NOT FOUND; 100 UI/ML SOL INJ CT FA VD INC X 10 ML; NO_ACR
1064601780010; INSUGEN N; INSUGEN N; NOT FOUND; 100 UI/ML SUS INJ CT FA VD INC X 10 ML; NO_ACR
1064601780053; INSUGEN N; INSUGEN N; NOT FOUND; 100 UI/ML SUS INJ CT 5 CARP VD INC X 3 ML; NO_ACR
1064601780029; INSUGEN N; INSUGEN N; NOT FOUND; 100 UI/ML SUS INJ CT 5 FA VD INC X 10 ML; NO_ACR
1064601780045; INSUGEN N; INSUGEN N; NOT FOUND; 100 UI/ML SUS INJ CT CARP VD INC X 3 ML; NO_ACR
1064601780061; INSUGEN N; INSUGEN N; NOT FOUND; 100 UI/ML SUS INJ CT 50 CARP VD INC X 3 ML (EMB HOSP); NO_ACR
1064601780037; INSUGEN N; INSUGEN N; NOT FOUND; 100 UI/ML SUS INJ CT 50 FA VD INC X 10 ML (EMB HOSP); NO_ACR
1252100050019; IODETASSIO XPE; IODETASSIO XPE; NOT FOUND; 20 MG/ML XPE CTFR VD AMB X 100 ML; NO_ACR
1018300270014; IODETO DE POTÁSSIO; IODETO POTASSIO; IODETO POTASSIO; CX. C/50 FRASCOS X 150 ML; NO_ACR
9564622266555; IODETO DE POTÁSSIO; IODETO POTASSIO; IODETO POTASSIO; XPE CT FR VD AMB X 100ML; NO_ACR
1092200740018; IODERMOL; IODERMOL; NOT FOUND; SOL TOP FR C/ 60 ML; NO_ACR
1803700030019; IOMERON; IOMERON; NOT FOUND; 612.4 MG/ML SOL INJ IV CT FA VD INC X 50 ML; NO_ACR
1803700030027; IOMERON; IOMERON; NOT FOUND; 612.4 MG/ML SOL INJ IV CT FA VD INC X 100 ML; NO_ACR
1803700020061; IOMERON; IOMERON; NOT FOUND; 816.5 MG/ML SOL INJ IV CT 10 FA VD INC X 100 ML; NO_ACR
1803700020043; IOMERON; IOMERON; NOT FOUND; 816.5 MG/ML SOL INJ IV CT 10 FA VD INC X 50 ML; NO_ACR
1803700020051; IOMERON; IOMERON; NOT FOUND; 816.5 MG/ML SOL INJ IV CT FA VD INC X 100 ML; NO_ACR
1803700020078; IOMERON; IOMERON; NOT FOUND; 816.5 MG/ML SOL INJ IV CT FA VD INC X 500 ML; NO_ACR
1803700020035; IOMERON; IOMERON; NOT FOUND; 816.5 MG/ML SOL INJ IV CT FA VD INC X 50 ML; NO_ACR
1002000510231; IOPAMIRON; IOPAMIRON; NOT FOUND; 612 MG/ML SOL INJ CT 10 FA VD INC X 20 ML; NO_ACR
1002000510248; IOPAMIRON; IOPAMIRON; NOT FOUND; 612 MG/ML SOL INJ CT 10 FA VD INC X 50 ML; NO_ACR
1002000510280; IOPAMIRON; IOPAMIRON; NOT FOUND; 755 MG/ML SOL INJ CT 10 FA VD INC X 100 ML; NO_ACR
1002000510183; IOPAMIRON; IOPAMIRON; NOT FOUND; 755 MG/ML SOL INJ CT 10 FA VD INC X 200 ML; NO_ACR
1002000510272; IOPAMIRON; IOPAMIRON; NOT FOUND; 755 MG/ML SOL INJ CT 10 FA VD INC X 50 ML; NO_ACR
1002000510256; IOPAMIRON; IOPAMIRON; NOT FOUND; 612 MG/ML SOL INJ CT 10 FA VD INC X 100 ML; NO_ACR
1002000510167; IOPAMIRON; IOPAMIRON; NOT FOUND; 612 MG/ML SOL INJ CT 10 FA VD INC X 200 ML; NO_ACR
1803700010026; IOPAMIRON; IOPAMIRON; NOT FOUND; 612 MG/ML SOL INJ CT 10 FA VD INC X 100 ML; NO_ACR
1803700010018; IOPAMIRON; IOPAMIRON; NOT FOUND; 612 MG/ML SOL INJ CT 10 FA VD INC X 50 ML; NO_ACR
1803700010034; IOPAMIRON; IOPAMIRON; NOT FOUND; 612 MG/ML SOL INJ FA VD INC X 500 ML; NO_ACR
1803700010050; IOPAMIRON; IOPAMIRON; NOT FOUND; 755 MG/ML SOL INJ CT 10 FA VD INC X 100 ML; NO_ACR
1803700010042; IOPAMIRON; IOPAMIRON; NOT FOUND; 755 MG/ML SOL INJ CT 10 FA VD INC X 50 ML; NO_ACR
1803700010069; IOPAMIRON; IOPAMIRON; NOT FOUND; 755 MG/ML SOL INJ FA VD INC X 500 ML; NO_ACR
1002000510124; IOPAMIRON; IOPAMIRON; NOT FOUND; 300 FR C/ 10 ML; NO_ACR
1002000510048; IOPAMIRON; IOPAMIRON; NOT FOUND; 300 FR C/ 100 ML; NO_ACR
1002000510132; IOPAMIRON; IOPAMIRON; NOT FOUND; 300 FR C/ 20 ML; NO_ACR
1002000510159; IOPAMIRON; IOPAMIRON; NOT FOUND; 300 FR C/ 200 ML; NO_ACR
1002000510030; IOPAMIRON; IOPAMIRON; NOT FOUND; 300 FR C/ 50 ML; NO_ACR
1002000510098; IOPAMIRON; IOPAMIRON; NOT FOUND; 370 FR C/ 100 ML; NO_ACR
1002000510175; IOPAMIRON; IOPAMIRON; NOT FOUND; 370 FR C/ 200 ML; NO_ACR
1002000510064; IOPAMIRON; IOPAMIRON; NOT FOUND; 370 FR C/ 50 ML; NO_ACR
1037202330049; IRBE; IRBE; NOT FOUND; 150 MG COM CT BL AL PLAS INC X 30; NO_ACR
1037202330103; IRBE; IRBE; NOT FOUND; 300 MG COM CT BL AL PLAS INC X 30; NO_ACR
1064601820012; ISOFLURANO; ISOFLURANO; ISOFLURANO; 1ML/ML SOL INAL CT 1 FR VD AMB X 100 ML ; NO_ACR
1064601820020; ISOFLURANO; ISOFLURANO; ISOFLURANO; 1ML/ML SOL INAL CT 1 FR VD AMB X 240 ML; NO_ACR
1018300030015; ISONIAZIDA; ISONIAZIDA; ISONIAZIDA; CX. C/50 ENV. X 10 CAPSULAS; NO_ACR
1040700770016; ISONIAZIDA+RIFAMPICINA; ISONIAZIDA RIFAMPICINA; NOT FOUND; 100+150 MG / CAPS / ENV - 10 CAPS - CX C/ 500 CAPS; NO_ACR
1040700770032; ISONIAZIDA+RIFAMPICINA; ISONIAZIDA RIFAMPICINA; NOT FOUND; 200+300 MG / CAPS / ENV - 10 CAPS - CX C/ 500 CAPS; NO_ACR
1018300940015; ISON + RIFAM; ISON RIFAM; NOT FOUND; 100 + 150 MG CX.C/50 ENV.X 10 CAPSULA; NO_ACR
1018300050018; ISON + RIFAM; ISON RIFAM; NOT FOUND; 200 + 300MG CX. C/50 ENV. X 10 CAPSULAS; NO_ACR
1326500300011; ISOTRETINOÍNA; ISOTRETINOINA; ISOTRETINOINA; 20 MG CAP GEL MOLE CT BL AL/AL X 30; NO_ACR
1123633430022; ITRANAX; ITRANAX; NOT FOUND; 100MG - CAPS - BL - 10 CAPS; NO_ACR
1123633430030; ITRANAX; ITRANAX; NOT FOUND; 100MG - CAPS - BL - 15 CAPS; NO_ACR
1123633430014; ITRANAX; ITRANAX; NOT FOUND; 100MG - CAPS - BL - 4 CAPS; NO_ACR
1055001410019; IVERMEC; IVERMEC; NOT FOUND; 6 MG COM CT BL AL PLAS INC X 2; NO_ACR
1055001410027; IVERMEC; IVERMEC; NOT FOUND; 6 MG COM CT BL AL PLAS INC X 4; NO_ACR
1055001410035; IVERMEC; IVERMEC; NOT FOUND; 6 MG COM CT BL AL PLAS INC X 80; NO_ACR
1088403570033; IQUEGO - LAMIVUDINA; IQUEGO LAMIVUDINA; NOT FOUND; 10 MG/ML SOL OR CX 20 FR VD AMB X 240 ML; NO_ACR
1088403570025; IQUEGO - LAMIVUDINA; IQUEGO LAMIVUDINA; NOT FOUND; 150 MG COM REV CX 50 FR PLAS OPC X 60; NO_ACR
1088403650029; IQUEGO - LAMIVUDINA + ZIDOVUDINA; IQUEGO LAMIVUDINA ZIDOVUDINA; NOT FOUND; 150 MG + 300 MG COM REV FR PLAS OPC X 60; NO_ACR
1211001090023; ISOVORIN; ISOVORIN; NOT FOUND; CARTUCHO COM FRASCO AMPOLA COM 25 MG DE PO LIOFILO; NO_ACR
1211001090015; ISOVORIN; ISOVORIN; NOT FOUND; CARTUCHO COM BLISTER COM 10 COMPRIMIDOS DE 7.5 MG; NO_ACR
1517000260012; ISOFARMA - SOLUÇÃO DE MANITOL; ISOFARMA SOLUCAO MANITOL; NOT FOUND; 200 MG/ML SOL INJ IV CX BOLS PLAS INC X 250 ML SIST FECH; NO_ACR
1088402930028; IQUEGO - MEBENDAZOL; IQUEGO MEBENDAZOL; NOT FOUND; 20MG/ML SUS OR CX 50 FR VD AMB X 30ML + 50 CP MED PLAS (EMB HOSP); NO_ACR
1088402930011; IQUEGO - MEBENDAZOL; IQUEGO MEBENDAZOL; NOT FOUND; 100 MG COM CX 50 ENV KRAFT X 6 (EMB. HOSP.); NO_ACR
1088403330016; IQUEGO - METILDOPA; IQUEGO METILDOPA; NOT FOUND; 500 MG COM REV CX 50 ENV AL POLIET X 10 (EMB HOSP); NO_ACR
1376400790011; INDUSON; INDUSON; NOT FOUND; 15 MG INJ CX 5 AMP X 2 ML; NO_ACR
1376400790021; INDUSON; INDUSON; NOT FOUND; 5MG/ML SOL INJ CT 5 AMP VD INC X 10ML; NO_ACR
1376400820018; IMUNOVIR; IMUNOVIR; NOT FOUND; 200 MG COM FR 60; NO_ACR
1064600820019; INOFUNGIN; INOFUNGIN; NOT FOUND; 25.000 UI/G CREM VAG CT BG AL X 60 G + APLIC ; NO_ACR
1064600820027; INOFUNGIN; INOFUNGIN; NOT FOUND; 25.000 UI/G CREM VAG CX 50 BG AL X 60 G + APLIC  (EMB HOSP); NO_ACR
1064600820035; INOFUNGIN; INOFUNGIN; NOT FOUND; 25.000 UI/G CREM VAG CT BG AL X 60 G + 14 APLIC; NO_ACR
1002000240151; ICADEN; ICADEN; NOT FOUND; 10 MG/ML SOL TOP CT FR PLAS OPC GOT X 30 ML; NO_ACR
1002000240143; ICADEN; ICADEN; NOT FOUND; 10 MG/ML SOL SPRAY CT TB PLAS OPC X 60 ML; NO_ACR
1002000240139; ICADEN; ICADEN; NOT FOUND; 10 MG/G CREM DERM CT BG AL X 20 G; NO_ACR
1620400060051; ICACORT; ICACORT; NOT FOUND; 1 MG/G + 10 MG/G CREM DERM CT BG AL X 30 G; NO_ACR
1088403560011; IQUEGO - OFLOXACINO; IQUEGO OFLOXACINO; NOT FOUND; 400 MG COM REV CX 50 ENV AL X 10; NO_ACR
1123633980073; INVEGA SUSTENNA; INVEGA SUSTENNA; NOT FOUND; 100 MG/ML SUS INJ LIB PROL CT 1 SER PRENC X 0.75 ML; NO_ACR
1123633980014; INVEGA SUSTENNA; INVEGA SUSTENNA; NOT FOUND; 100 MG/ML SUS INJ LIB PROL CT 1 SER PRENC X 0.25 ML; NO_ACR
1123633980049; INVEGA SUSTENNA; INVEGA SUSTENNA; NOT FOUND; 100 MG/ML SUS INJ LIB PROL CT 1 SER PRENC X 0.50 ML; NO_ACR
1123633980103; INVEGA SUSTENNA; INVEGA SUSTENNA; NOT FOUND; 100 MG/ML SUS INJ LIB PROL CT 1 SER PRENC X 1.00 ML; NO_ACR
1123633980138; INVEGA SUSTENNA; INVEGA SUSTENNA; NOT FOUND; 100 MG/ML SUS INJ LIB PROL CT 1 SER PRENC X 1.50 ML; NO_ACR
1123633880214; INVEGA; INVEGA; NOT FOUND; 12.0 MG COM REV LIB PROL CT BL AL PLAS INC X 28; NO_ACR
1123633880222; INVEGA; INVEGA; NOT FOUND; 12.0 MG COM REV LIB PROL CT BL AL/AL X 7; NO_ACR
1123633880060; INVEGA; INVEGA; NOT FOUND; 3.0 MG COM REV LIB PROL CT BL AL PLAS INC X 28; NO_ACR
1123633880011; INVEGA; INVEGA; NOT FOUND; 3.0 MG COM REV LIB PROL CT BL AL PLAS INC X 7 ; NO_ACR
1123633880117; INVEGA; INVEGA; NOT FOUND; 6.0 MG COM REV LIB PROL CT BL AL PLAS INC X 28; NO_ACR
1123633880028; INVEGA; INVEGA; NOT FOUND; 6.0 MG COM REV LIB PROL CT BL AL PLAS INC X 7 ; NO_ACR
1123633880168; INVEGA; INVEGA; NOT FOUND; 9.0 MG COM REV LIB PROL CT BL AL PLAS INC X 28; NO_ACR
1123633880036; INVEGA; INVEGA; NOT FOUND; 9.0 MG COM REV LIB PROL CT BL AL PLAS INC X 7 ; NO_ACR
1088403270013; IQUEGO - PARACETAMOL; IQUEGO PARACETAMOL; NOT FOUND; 500 MG COM CX ENV KRAFT POLIET X 500 (EMB. HOSP); NO_ACR
1088403000016; IQUEGO - PIRAZINAMIDA; IQUEGO PIRAZINAMIDA; NOT FOUND; 500 MG COM CX 50 ENV KRAFT POLIET X 10; NO_ACR
1186100240215; INFLAX; INFLAX; NOT FOUND; 40 MG/ 2 ML SOL INJ CT 2 AMP VD AMB X 2 ML; NO_ACR
1186100240207; INFLAX; INFLAX; NOT FOUND; 10 MG / ML SOL OR CT FR PLAS OPC GOT X 10 ML; NO_ACR
1186100240193; INFLAX; INFLAX; NOT FOUND; 0.5 PCC GEL CT BG AL X 30 G; NO_ACR
1186100240101; INFLAX; INFLAX; NOT FOUND; 10 MG COM REV CT 4 ENV AL POLIET X 4; NO_ACR
1186100240142; INFLAX; INFLAX; NOT FOUND; 20 MG COM SOL CT 2 ENV AL POLIET X 5; NO_ACR
1186100240126; INFLAX; INFLAX; NOT FOUND; 20 MG COM REV CT 4 ENV AL POLIET X 4; NO_ACR
1186100240118; INFLAX; INFLAX; NOT FOUND; 20 MG COM REV CT 2 ENV AL POLIET X 4; NO_ACR
1018500400030; IMMUNATE FATOR VIII DA COAGULAÇÃO HUMANA, ALTA PUR; IMMUNATE FATOR VIII COAGULACAO HUMANA ALTA PUR; NOT FOUND; 1000 UI LIOF INJ CT/1 FA + 1 DIL FA X 10 ML + CONJ REC E INJ; NO_ACR
1018500400014; IMMUNATE FATOR VIII DA COAGULAÇÃO HUMANA, ALTA PUR; IMMUNATE FATOR VIII COAGULACAO HUMANA ALTA PUR; NOT FOUND; FR AMP C/ 250 UI LIOF + DILUENTE (5ML); NO_ACR
1018500400022; IMMUNATE FATOR VIII DA COAGULAÇÃO HUMANA, ALTA PUR; IMMUNATE FATOR VIII COAGULACAO HUMANA ALTA PUR; NOT FOUND; FR AMP C/ 500 UI LIOF + DILUENTE (5ML); NO_ACR
1018500020033; IMMUNINE FATOR IX (CHRISTMAS) DA COAGULAÇÃO HUMANA; IMMUNINE FATOR IX CHRISTMAS COAGULACAO HUMANA; NOT FOUND; FR AMP C/ 1200 UI LIOF + DILUENTE (5ML); NO_ACR
1018500020017; IMMUNINE FATOR IX (CHRISTMAS) DA COAGULAÇÃO HUMANA; IMMUNINE FATOR IX CHRISTMAS COAGULACAO HUMANA; NOT FOUND; FR AMP C/ 200 UI LIOF + DILUENTE (5ML); NO_ACR
1018500020025; IMMUNINE FATOR IX (CHRISTMAS) DA COAGULAÇÃO HUMANA; IMMUNINE FATOR IX CHRISTMAS COAGULACAO HUMANA; NOT FOUND; FR AMP C/ 600 UI LIOF + DILUENTE (5ML); NO_ACR
1172900030010; IMUNOPROTEIN; IMUNOPROTEIN; NOT FOUND; 20 UDS/ML SOL INJ CT FA VD AMB X 5 ML; NO_ACR
1172900030029; IMUNOPROTEIN; IMUNOPROTEIN; NOT FOUND; 50 UDS/ML SOL INJ CT FA VD AMB X 5 ML; NO_ACR
1172900120044; INSETIVAC; INSETIVAC; NOT FOUND; 1.25 MCG CX FR VD AMB X 5 ML (1A. SERIE SC); NO_ACR
1172900120060; INSETIVAC; INSETIVAC; NOT FOUND; 125 MCG CX FR VD AMB X 5 ML (3 A. SERIE SC)   ; NO_ACR
1172900120079; INSETIVAC; INSETIVAC; NOT FOUND; 1.25 MCG CX FR VD AMB X 5 ML (1A. SERIE SC - AP); NO_ACR
1172900120087; INSETIVAC; INSETIVAC; NOT FOUND; 12.5 MCG CX FR VD AMB X 5 ML (2A. SERIE SC-AP)   ; NO_ACR
1172900120052; INSETIVAC; INSETIVAC; NOT FOUND; 12.5 MCG CX FR VD AMB X 5 ML  (2 A. SERIE SC) ; NO_ACR
1172900120095; INSETIVAC; INSETIVAC; NOT FOUND; 125 MCG CX FR VD AMB X 5 ML (3A. SERIE SC-AP); NO_ACR
1018300250019; IMUNOPARVUM; IMUNOPARVUM; NOT FOUND; CX. C/5 AMPOLAS X 2 ML; NO_ACR
1064600720030; INTRACEF; INTRACEF; NOT FOUND; 1G - CX COM 50 FR/AMP + DIL; NO_ACR
1064601860014; INSUGEN R; INSUGEN R; NOT FOUND; 100 UI/ML SOL INJ CT FA VD INC X 10 ML; NO_ACR
1064601860057; INSUGEN R; INSUGEN R; NOT FOUND; 100 UI/ML SOL INJ CT 5 CARP VD INC X 3 ML; NO_ACR
1064601860022; INSUGEN R; INSUGEN R; NOT FOUND; 100 UI/ML SOL INJ CT 5 FA VD INC X 10 ML; NO_ACR
1064601860065; INSUGEN R; INSUGEN R; NOT FOUND; 100 UI/ML SOL INJ CT 50 CARP VD INC X 3 ML (EMB HOSP); NO_ACR
1064601860030; INSUGEN R; INSUGEN R; NOT FOUND; 100 UI/ML SOL INJ CT 50 FA VD INC X 10 ML (EMB HOSP); NO_ACR
1064601860049; INSUGEN R; INSUGEN R; NOT FOUND; 100 UI/ML SOL INJ CT CARP VD INC X 3 ML; NO_ACR
1064601870011; INSUGEN 70/30; INSUGEN 70 30; NOT FOUND; 100 UI/ML SUSP INJ CT FA VD INC X 10 ML; NO_ACR
1064601870052; INSUGEN 70/30; INSUGEN 70 30; NOT FOUND; 100 UI/ML SUS INJ CT 5 CARP VD INC X 3 ML; NO_ACR
1064601870028; INSUGEN 70/30; INSUGEN 70 30; NOT FOUND; 100 UI/ML SUS INJ CT 5 FA VD INC X 10 ML; NO_ACR
1064601870060; INSUGEN 70/30; INSUGEN 70 30; NOT FOUND; 100 UI/ML SUS INJ CT 50 CARP VD INC X 3 ML (EMB HOSP); NO_ACR
1064601870044; INSUGEN 70/30; INSUGEN 70 30; NOT FOUND; 100 UI/ML SUS INJ CT CARP VD INC X 3 ML; NO_ACR
1064601870036; INSUGEN 70/30; INSUGEN 70 30; NOT FOUND; 100 UI/ML SUS INJ CT 50 FA VD INC X 10 ML (EMB HOSP); NO_ACR
1121300880043; INTERFERON ALFA-2B RH; INTERFERON ALFA 2B RH; NOT FOUND; 1.000.000 UI PO LIOF INJ CT 5 FA VD INC + 5 AMP DIL X 0.5 ML; NO_ACR
1206900350013; IFOSFAMIDA; IFOSFAMIDA; IFOSFAMIDA; 1 GR PO LIOFILIZADO INJ CT FR/AMP VD INC; NO_ACR
212679; INHADRINA; INHADRINA; NOT FOUND; 60 ML; NO_ACR
1172900120028; INSETIVAC; INSETIVAC; NOT FOUND; 12.5 MCG CX FR PLAS GT X 15 ML (2 A. SERIE SL); NO_ACR
1172900120036; INSETIVAC; INSETIVAC; NOT FOUND; 125 MCG CX FR PLAS GT X 15 ML (3 A. SERIE SL); NO_ACR
1172900120011; INSETIVAC; INSETIVAC; NOT FOUND; 1.25 MCG CX FR PLAS OPC GOT X 15 ML (1A. SERIE - SL); NO_ACR
1041500081176; INFANTICÁLCIO; INFANTICALCIO; NOT FOUND; FRASCO 100G; NO_ACR
SI/NC; IODETO DE POTÁSSIO; IODETO POTASSIO; IODETO POTASSIO; XPE VD 100 ML 20 MG / ML; NO_ACR
1047600380013; IODORGAN; IODORGAN; NOT FOUND; XPE VD 100 ML 20 MG / ML; NO_ACR
SI/NC; IODETO POTÁSSIO; IODETO POTASSIO; IODETO POTASSIO; VD 100ML; NO_ACR
3200170036; ITAIFLEX; ITAIFLEX; NOT FOUND; FR.C/10 ML; NO_ACR
1006100220000; INFLUDO; INFLUDO; NOT FOUND; LIQUIDO 50 ML; NO_ACR
