1002000170021; DIANE 35; DIANE 35; NOT FOUND; 2 MG + 0.035 MG DRG CT BL CALEND AL PLAS INC X 21; NO_ACR
1106500030716; DECADRON; DECADRON; NOT FOUND; SOL.NASAL CT.C/FR. 20 ML; NO_ACR
1106500030630; DECADRON; DECADRON; NOT FOUND; SOL.OFT.FR.GOT.C/ 5 ML; NO_ACR
1018300100021; DEXAMETASONA; DEXAMETASONA; DEXAMETASONA; 0.1 PCC CREM DERM CX 50 BG AL X 10 G; NO_ACR
1106500030664; DECADRON; DECADRON; NOT FOUND; 0.50 MG.COM.CT.C/2 BL X 10; NO_ACR
1106500030680; DECADRON; DECADRON; NOT FOUND; 0.75 MG.COM.CT.C/2 BL X 10; NO_ACR
1106500030591; DECADRON; DECADRON; NOT FOUND; 4.00 MG.COM.CT. C/ 1 BL X 10; NO_ACR
1057700670041; DEXAZONA; DEXAZONA; NOT FOUND; 2 MG / ML SOL INJ CT 2 AMP VD INC X 1 ML; NO_ACR
1057700670058; DEXAZONA; DEXAZONA; NOT FOUND; 1MG/ML + 3.5MG/ML SOL OFT CT FR PLAS CGT X 5ML; NO_ACR
1057700670070; DEXAZONA; DEXAZONA; NOT FOUND; 0.1MG/ML ELIX CT FR VD AMB X 100 ML; NO_ACR
1057700670062; DEXAZONA; DEXAZONA; NOT FOUND; 1MG/G + 5MG/G CREM CT BG AL X 15G; NO_ACR
1057700670010; DEXAZONA; DEXAZONA; NOT FOUND; 0.5 MG COM CT BL AL PLAS INC X 10; NO_ACR
1196100030013; DEXAMITREX OPHTIOLE; DEXAMITREX OPHTIOLE; NOT FOUND; 5.0 MG/ML + 1.0 MG/ML SOL OFT CT FR PLAS OPC X 5 ML; NO_ACR
1196100030021; DEXAMITREX; DEXAMITREX; NOT FOUND; POM OFT- 0.3G; NO_ACR
1092201030038; DEXADERM (DEXAMETAZONA); DEXADERM DEXAMETAZONA; NOT FOUND; CREME BISN C/ 15 G; NO_ACR
1099800230021; DEXCLORGEL; DEXCLORGEL; NOT FOUND; 2MG/5ML SUSP.ORAL CX. C/ 50 FR 100ML; NO_ACR
1099800230013; DEXCLORGEL; DEXCLORGEL; NOT FOUND; 2MG COMP. CX. C/ 50 BL X 10 COMP.; NO_ACR
1196100120020; DEXPANTENOL - EPITEGEL; DEXPANTENOL EPITEGEL; NOT FOUND; 50 MG/G GEL OFT CT BG PLAS OPC 10 G; NO_ACR
1026900110014; DIGESNORMA; DIGESNORMA; NOT FOUND; CX COM 2 BL X 10 COMP; NO_ACR
1040700750015; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG / ML / AMP / CX C/ 50 AMP C/2ML; NO_ACR
1103901650011; DIAZEPAM; DIAZEPAM; DIAZEPAM; 10 MG COM CX BL AL PLAS TRANS X 500 (EMB HOSP); NO_ACR
1040700070021; DIAZEPAM; DIAZEPAM; DIAZEPAM; 10 MG/COMP/ENV - 10 COMP / CX - 20 ENV; NO_ACR
1040700070011; DIAZEPAM; DIAZEPAM; DIAZEPAM; 5 MG / COMP / ENV - 10 COMP / CX C / 20 ENV; NO_ACR
1030800100025; DIALAZE; DIALAZE; NOT FOUND; 10MG CX10 BL X 20 COMP; NO_ACR
1030800100017; DIALAZE; DIALAZE; NOT FOUND; 5MG CX 1 BL X 20 COMP; NO_ACR
1466800410010; DICLOFENACO POTASSICO; DICLOFENACO POTASSICO; DICLOFENACO POTASSICO; COMP. 50MG FR PLASTICO X 20; NO_ACR
1474200040027; DICLOFENACO SÓDICO; DICLOFENACO SODICO; DICLOFENACO SODICO; 50 MG COM REV CT 2 BL AL PLAS INC X 10; NO_ACR
1474200040019; DICLOFENACO SÓDICO; DICLOFENACO SODICO; DICLOFENACO SODICO; 50 MG COMP REV CT 4 BL AL PLAS INC X 10; NO_ACR
1092201790014; DICLOSOD (DICLOF.SÓDICO); DICLOSOD DICLOF SODICO; NOT FOUND; 50 MG COMP CX C/ 20; NO_ACR
1068901200063; DICLONAX; DICLONAX; NOT FOUND; 50 MG COM REV CT BL AL PLAS INC X 20; NO_ACR
1068901190017; DICLONIL; DICLONIL; NOT FOUND; 50 MG COM REV CT BL AL PLAS INC X 20; NO_ACR
1121302800012; DICLOFENACO DIETILAMÔNIO; DICLOFENACO DIETILAMONIO; DICLOFENACO DIETILAMONIO; 10 MG/G GEL CREM CT BG AL X 60 G; NO_ACR
1121302820013; DICLOFENACO POTÁSSICO; DICLOFENACO POTASSICO; DICLOFENACO POTASSICO; 50 MG COM REV CT BL AL PLAS INC X 20; NO_ACR
1096300480024; DICLOFAN; DICLOFAN; NOT FOUND; 50 MG COM REV CT 01 BL AL PVC X 20; NO_ACR
1121302780011; DICLOFENACO RESINATO; DICLOFENACO RESINATO; NOT FOUND; 15 MG/ML SUS OR CT FR PLAS OPC GOT X 20 ML; NO_ACR
1027000870061; DNAREN; DNAREN; NOT FOUND; 25 MG/ML SOL INJ CX 50 AMP VD INC X 3 ML (EMB HOSP); NO_ACR
1027001280012; DICLOFENACO SÓDICO; DICLOFENACO SODICO; DICLOFENACO SODICO; 25 MG/ML SOL INJ CX 5 AMP VD INC X 3 ML (EMB HOSP); NO_ACR
1027001280020; DICLOFENACO SÓDICO; DICLOFENACO SODICO; DICLOFENACO SODICO; 25 MG/ML SOL INJ CX 50 AMP VD INC X 3 ML (EMB HOSP); NO_ACR
1890000330029; DNAREN; DNAREN; NOT FOUND; 25 MG/ML  SOL INJ CX 50  AMP  VD INC  X 3 ML (EMB HOSP); NO_ACR
1890000260012; DICLOFENACO SÓDICO; DICLOFENACO SODICO; DICLOFENACO SODICO; 25 MG/ML SOL INJ CX 5 AMP VD INC X 3 ML (EMB HOSP); NO_ACR
1890000260020; DICLOFENACO SÓDICO; DICLOFENACO SODICO; DICLOFENACO SODICO; 25 MG/ML SOL INJ CX 50 AMP VD INC X 3 ML (EMB HOSP); NO_ACR
1027000870029; DNAREN; DNAREN; NOT FOUND; 50 MG CX C/ 20 COM; NO_ACR
1027000870088; DNAREN; DNAREN; NOT FOUND; 50 MG CX C/ 25 X 4; NO_ACR
1334600170011; DICLOFLOGIL; DICLOFLOGIL; NOT FOUND; 50 MG COM CT BL AL PLAS INC X 20; NO_ACR
1011601880014; DICLOFENACO SÓDICO; DICLOFENACO SODICO; DICLOFENACO SODICO; 50 MG COM REV CT BL AL PLAS INC X 20; NO_ACR
1121302810018; DICLOFENACO SÓDICO; DICLOFENACO SODICO; DICLOFENACO SODICO; 50 MG COM REV CT BL AL PLAS INC X 20; NO_ACR
1294000050012; DICLOFLOGIL; DICLOFLOGIL; NOT FOUND; 50 MG COM CT BL AL PLAS INC X 20; NO_ACR
1121304390024; DICLORIDRATO DE BETAISTINA; DICLORIDRATO BETAISTINA; DICLORIDRATO BETAISTINA; 8 MG COM CT BL AL PLAS INC X 30; NO_ACR
1121304380029; DICLORIDRATO DE BETAISTINA; DICLORIDRATO BETAISTINA; DICLORIDRATO BETAISTINA; 16 MG COM CT BL AL PLAS INC X 30; NO_ACR
1121304380061; DICLORIDRATO DE BETAISTINA; DICLORIDRATO BETAISTINA; DICLORIDRATO BETAISTINA; 24 MG COM CT BL AL PLAS INC X 30; NO_ACR
1121303370011; DICLORIDRATO DE CETIRIZINA; DICLORIDRATO CETIRIZINA; DICLORIDRATO CETIRIZINA; 10 MG COM REV CT BL AL PLAS INC X 6 ; NO_ACR
1121303370021; DICLORIDRATO DE CETIRIZINA; DICLORIDRATO CETIRIZINA; DICLORIDRATO CETIRIZINA; 10 MG COM REV CT BL AL PLAS INC X 12; NO_ACR
1546300020010; DICLORIDRATO DE CETIRIZINA; DICLORIDRATO CETIRIZINA; DICLORIDRATO CETIRIZINA; 10 MG COM REV CT BL AL PLAST INC X 6; NO_ACR
1546300020045; DICLORIDRATO DE CETIRIZINA; DICLORIDRATO CETIRIZINA; DICLORIDRATO CETIRIZINA; 10 MG COM REV CT 1 BL AL PLAS INC X 10; NO_ACR
1546300020037; DICLORIDRATO DE CETIRIZINA; DICLORIDRATO CETIRIZINA; DICLORIDRATO CETIRIZINA; 10 MG COM REV CT 1 BL AL PLAS INC X 7; NO_ACR
1546300020029; DICLORIDRATO DE CETIRIZINA; DICLORIDRATO CETIRIZINA; DICLORIDRATO CETIRIZINA; 10 MG COM REV CT 2 BL AL PLAS INC X 6; NO_ACR
1549800030044; DICLORIDRATO DE CETIRIZINA; DICLORIDRATO CETIRIZINA; DICLORIDRATO CETIRIZINA; 10 MG COM REV CT 1 BL AL PLAS INC X 10; NO_ACR
1549800030036; DICLORIDRATO DE CETIRIZINA; DICLORIDRATO CETIRIZINA; DICLORIDRATO CETIRIZINA; 10 MG COM REV CT 1 BL AL PLAS INC X 7; NO_ACR
1549800030028; DICLORIDRATO DE CETIRIZINA; DICLORIDRATO CETIRIZINA; DICLORIDRATO CETIRIZINA; 10 MG COM REV CT 2 BL AL PLAS INC X 6; NO_ACR
1549800030011; DICLORIDRATO DE CETIRIZINA; DICLORIDRATO CETIRIZINA; DICLORIDRATO CETIRIZINA; 10 MG COM REV CT 1 BL AL PLAS INC X 6; NO_ACR
1103901840242; DICLORIDRATO DE PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; 1 MG COM CT BL AL PLAS OPC X 200 (EMB HOSP); NO_ACR
1103901840234; DICLORIDRATO DE PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; 1 MG COM CT BL AL PLAS OPC X 100 (EMB HOSP); NO_ACR
1103901840226; DICLORIDRATO DE PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; 1 MG COM CT BL AL PLAS OPC X 60; NO_ACR
1103901840218; DICLORIDRATO DE PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; 1 MG COM CT BL AL PLAS OPC X 30; NO_ACR
1103901840201; DICLORIDRATO DE PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; 1 MG COM CT BL AL AL X 200 (EMB HOSP); NO_ACR
1103901840196; DICLORIDRATO DE PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; 1 MG COM CT BL AL AL X 100 (EMB HOSP); NO_ACR
1103901840188; DICLORIDRATO DE PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; 1 MG COM CT BL AL AL X 60; NO_ACR
1103901840171; DICLORIDRATO DE PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; 1 MG COM CT BL AL AL X 30   ; NO_ACR
1103901840161; DICLORIDRATO DE PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; 0.25 MG COM CT BL AL PLAS OPC X 200 (EMB HOSP); NO_ACR
1103901840153; DICLORIDRATO DE PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; 0.25 MG COM CT BL AL PLAS OPC X 100 (EMB HOSP); NO_ACR
1103901840145; DICLORIDRATO DE PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; 0.25 MG COM CT BL AL PLAS OPC X 60; NO_ACR
1103901840137; DICLORIDRATO DE PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; 0.25 MG COM CT BL AL PLAS OPC X 30; NO_ACR
1103901840129; DICLORIDRATO DE PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; 0.25 MG COM CT BL AL AL X 200 (EMB HOSP); NO_ACR
1103901840110; DICLORIDRATO DE PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; 0.25 MG COM CT BL AL AL X 100 (EMB HOSP); NO_ACR
1103901840102; DICLORIDRATO DE PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; 0.25 MG COM CT BL AL AL X 60; NO_ACR
1103901840099; DICLORIDRATO DE PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; 0.25 MG COM CT BL AL AL X 30   ; NO_ACR
1103901840080; DICLORIDRATO DE PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; 0.125 MG COM CT BL AL PLAS OPC X 200 (EMB HOSP) ; NO_ACR
1103901840072; DICLORIDRATO DE PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; 0.125 MG COM CT BL AL PLAS OPC X 100 (EMB HOSP) ; NO_ACR
1103901840064; DICLORIDRATO DE PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; 0.125 MG COM CT BL AL PLAS OPC X 60; NO_ACR
1103901840056; DICLORIDRATO DE PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; 0.125 MG COM CT BL AL PLAS OPC X 30; NO_ACR
1103901840048; DICLORIDRATO DE PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; 0.125 MG COM CT BL AL AL X 200 (EMB HOSP) ; NO_ACR
1103901840031; DICLORIDRATO DE PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; 0.125 MG COM CT BL AL AL X 100 (EMB HOSP); NO_ACR
1103901840021; DICLORIDRATO DE PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; 0.125 MG COM CT BL AL AL X 60; NO_ACR
1103901840013; DICLORIDRATO DE PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; 0.125 MG COM CT BL AL AL X 30  ; NO_ACR
1121304400054; DICLORIDRATO DE PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; 0.125 MG COM CT BL AL/AL X 30; NO_ACR
1121304400100; DICLORIDRATO DE PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; 0.25 MG COM CT BL AL/AL X 30; NO_ACR
1121304400143; DICLORIDRATO DE PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; 1 MG COM CT BL AL/AL X 30; NO_ACR
1106301310018; DICLORIDRATO DE PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; 0.125 MG COM CT BL AL AL X 30 ; NO_ACR
1106301310026; DICLORIDRATO DE PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; 0.250 MG COM CT BL AL AL X 30  ; NO_ACR
1106301310034; DICLORIDRATO DE PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; DICLORIDRATO PRAMIPEXOL; 1 MG COM CT BL AL AL X 30; NO_ACR
1018300750100; DIDANOSINA; DIDANOSINA; DIDANOSINA; CX. C/01 FRASCO 4G; NO_ACR
1376400760031; DIDAXIN; DIDAXIN; NOT FOUND; 100 MG COM FR 60; NO_ACR
1376400760015; DIDAXIN; DIDAXIN; NOT FOUND; 25 MG COM FR 60; NO_ACR
1376400760023; DIDAXIN; DIDAXIN; NOT FOUND; 50 MG COM FR 60; NO_ACR
1040700750031; DIDANOSINA; DIDANOSINA; DIDANOSINA; 100 MG / COMP / FR C/ 60 COMP; NO_ACR
1018300750021; DIDANOSINA; DIDANOSINA; DIDANOSINA; CX. C/6 ENV. X 10 COMP. 100 MG; NO_ACR
1018300750011; DIDANOSINA; DIDANOSINA; DIDANOSINA; FRASCO C/60 COMP. 25 MG; NO_ACR
1319600020016; DIDANOSINA; DIDANOSINA; DIDANOSINA; FRASCOS C/60 CPMS; NO_ACR
SI/NC; DIDANOSINA; DIDANOSINA; DIDANOSINA; FRASCOS C/60 CPMS; NO_ACR
1010702000011; DIGOXINA; DIGOXINA; DIGOXINA; 0.05 MG/ML ELX PED CT FR VD AMB X 60 ML; NO_ACR
1002500790053; DIGOXINA; DIGOXINA; DIGOXINA; SOLUCAO ORAL 10ML; NO_ACR
1376401290020; DIGOXINA; DIGOXINA; DIGOXINA; 0.25 MG COM CT BL AL PLAS INC X 30; NO_ACR
1002500790037; DIGOXINA; DIGOXINA; DIGOXINA; 0.25MG X 100CPDS; NO_ACR
1010702000038; DIGOXINA; DIGOXINA; DIGOXINA; 0.25 MG COM CT BL AL PLAS INC X 25; NO_ACR
1235200240030; DIGIXINA (DIGOXINA); DIGIXINA DIGOXINA; NOT FOUND; 0.25 MG COMP CX C/ 24; NO_ACR
1092201650018; DIGIX; DIGIX; NOT FOUND; 0.25MG COMP CX C/ 24; NO_ACR
1040700180013; DIGOXINA; DIGOXINA; DIGOXINA; 0.25 MG / COMP / ENV - 10 COMP / CX C/ 50 ENV; NO_ACR
1039405290013; DIMETICONA; DIMETICONA; DIMETICONA; 40 MG COM CT BL AL PLAS INC X 10  ; NO_ACR
1039405290021; DIMETICONA; DIMETICONA; DIMETICONA; 40 MG COM CT BL AL PLAS INC X 20; NO_ACR
1039405310014; DIMETICONA; DIMETICONA; DIMETICONA; 150 MG COM CT TB PLAS X 12; NO_ACR
1781700540012; DIMETICONA; DIMETICONA; DIMETICONA; 40 MG COM CT BL AL PLAS INC X 10  ; NO_ACR
1781700540020; DIMETICONA; DIMETICONA; DIMETICONA; 40 MG COM CT BL AL PLAS INC X 20; NO_ACR
1040700220010; DIPIRIDAMOL; DIPIRIDAMOL; DIPIRIDAMOL; 75 MG / COMP /ENV - 10 COMP / CX C/ 50 ENV; NO_ACR
1027000490013; DORPINON; DORPINON; NOT FOUND; 1000 MG INJ CX C/100 AMP X 2 ML; NO_ACR
1027000490048; DORPINON; DORPINON; NOT FOUND; 500 MG INJ CX C/100 AMP X 1 ML; NO_ACR
1013100670031; DIZOLIN; DIZOLIN; NOT FOUND; 500 MG INJ CX C/ 50 AMP 2ML; NO_ACR
1040700150014; DIPIRONA; DIPIRONA; DIPIRONA; 500 MG/ML/AMP - CX C/ 50 AMP C/ 2ML; NO_ACR
1027000490072; DORPINON; DORPINON; NOT FOUND; SOL FR C/ 10 ML; NO_ACR
1252100310037; DORINE GTS; DORINE GTS; NOT FOUND; FR 10 ML; NO_ACR
1252100310045; DORINE GTS; DORINE GTS; NOT FOUND; FR 20 ML; NO_ACR
1099800150022; DIPIGEL; DIPIGEL; NOT FOUND; 500MG/ML SOL.ORAL CONC. GOTAS CX. C/ 50 FR 10ML; NO_ACR
1057701850018; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML ; NO_ACR
1057701850026; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML ; NO_ACR
101310067; DIZOLIN; DIZOLIN; NOT FOUND; 500 MG SOL ORAL GTS 20 ML; NO_ACR
1013100670021; DIZOLIN; DIZOLIN; NOT FOUND; 500MG SOL ORAL GTS FR10ML; NO_ACR
1039405330015; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML ; NO_ACR
1039405330023; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 15 ML ; NO_ACR
1039405330031; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML ; NO_ACR
1039405350016; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 50 MG/ML SOL OR CT FR VD AMB X 100 ML; NO_ACR
1092200750034; DIPIRAN; DIPIRAN; NOT FOUND; 500MG/ML SOL OR GTS FR C/20 ML; NO_ACR
1092200750051; DIPIRAN; DIPIRAN; NOT FOUND; 500 MG/ML SOL ORAL GTS FR C/ 10 ML (DIPIRONA); NO_ACR
1026900120036; DS500; DS500; NOT FOUND; GTS FR COM 10 ML; NO_ACR
1026900120028; DS500; DS500; NOT FOUND; GTS FR COM 20 ML; NO_ACR
1040700150042; DIPIRONA; DIPIRONA; DIPIRONA; 500 MG/ML/FR - CX C/ 50 FR C/10ML; NO_ACR
1090600640036; DIPIROTERM; DIPIROTERM; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML; NO_ACR
1090600640028; DIPIROTERM; DIPIROTERM; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; NO_ACR
1022700090017; DORPIRONA; DORPIRONA; NOT FOUND; 500MG/ML SOL ORAL FR PLASTICO OPACP + GOTEJADOR X; NO_ACR
1123300170018; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 50 FR PLAS OPC X 10 ML; NO_ACR
1121303390039; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 50 MG/ML SOL OR CT FR VD AMB X 100 ML + CP MED; NO_ACR
1121303390012; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR VD AMB GOT X 10 ML; NO_ACR
1121303390020; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR VD AMB GOT X 20 ML; NO_ACR
1096300350015; DIPIDOR; DIPIDOR; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML; NO_ACR
1096300350041; DIPIDOR; DIPIDOR; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; NO_ACR
1096300500025; DIPIRONA SODICA; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR GOT PLAS OPC X 10 ML; NO_ACR
1096300500017; DIPIRONA SODICA; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CT FR GOT PLAS OPC X 20 ML; NO_ACR
1096300500033; DIPIRONA SODICA; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 100 FR PLAS OPC GOT X 10 ML (EMB HOSP); NO_ACR
1096300500041; DIPIRONA SODICA; DIPIRONA SODICA; NOT FOUND; 500 MG/ML SOL OR CX 242 FR PLAS OPC GOT X 20 ML (EMB HOSP); NO_ACR
1781700530017; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 50 MG/ML SOL OR CT FR VD AMB X 100 ML+CP MED; NO_ACR
1252100310029; DORINE; DORINE; NOT FOUND; 500 MG - 25 BL 04 COMP; NO_ACR
1252100310010; DORINE; DORINE; NOT FOUND; 500 MG COM CT 50 BL AL PLAS INC X 4; NO_ACR
1099800150014; DIPIGEL; DIPIGEL; NOT FOUND; 500MG COMP. CX. C/ 50 BL X 10 COMP.; NO_ACR
1013100670041; DIZOLIN; DIZOLIN; NOT FOUND; 500 MG COMP CX COM 200; NO_ACR
1013100670013; DIZOLIN; DIZOLIN; NOT FOUND; 500 MG COMP CX COM 500; NO_ACR
1039405340053; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS AMB X 100 (EMB MULT); NO_ACR
1039405340037; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS AMB X 20; NO_ACR
1039405340061; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS AMB X 200 (EMB MULT); NO_ACR
1039405340010; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS AMB X 4; NO_ACR
1039405340045; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS AMB X 40; NO_ACR
1039405340029; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG COM CT BL AL PLAS AMB X 8; NO_ACR
1092200750043; DIPIRAN; DIPIRAN; NOT FOUND; 500 MG COMP CX C/ 100 (DIPIRONA); NO_ACR
1040700140018; DIPIRONA; DIPIRONA; DIPIRONA; 500 MG /COMP/ENV - 10 COMP/ CX C/ 50 ENV; NO_ACR
1090600640011; DIPIROTERM; DIPIROTERM; NOT FOUND; 500 MG COM CT 50 BL AL PLAS INC X 4; NO_ACR
1521300110014; DIPIROGEN; DIPIROGEN; NOT FOUND; CX C/25BL C/04 COMP 500MG; NO_ACR
1123300170026; DIPIRONA SÓDICA; DIPIRONA SODICA; NOT FOUND; 500 MG COM CX 50 ENV AL POLIET X 10; NO_ACR
1096300350023; DIPIDOR; DIPIDOR; NOT FOUND; 500 MG COM CT 25 ENV AL PLAS X 4; NO_ACR
1018300070023; DIPIRONA; DIPIRONA; DIPIRONA; CX. C/100 AMPOLAS X 2 ML; NO_ACR
1062401000041; DIPIRAL 500MG; DIPIRAL 500MG; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML; NO_ACR
1062401000031; DIPIRAL 500MG; DIPIRAL 500MG; NOT FOUND; 500 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; NO_ACR
1018300070040; DIPIRONA; DIPIRONA; DIPIRONA; CX. C/100 FRASCOS X 10 ML; NO_ACR
1057600900028; DIPIROSIM; DIPIROSIM; NOT FOUND; FR 10 ML; NO_ACR
1057600900036; DIPIROSIM; DIPIROSIM; NOT FOUND; FR 20 ML; NO_ACR
1062401000023; DIPIRAL 500MG; DIPIRAL 500MG; NOT FOUND; 500 MG COM CT 25 BL AL PLAS INC X 4; NO_ACR
1062401000015; DIPIRAL 500MG; DIPIRAL 500MG; NOT FOUND; 500 MG COM CT 50 BL AL PLAS INC X 4; NO_ACR
1018300070015; DIPIRONA; DIPIRONA; DIPIRONA; CX. C/ 50 ENV. X 10 COMP.; NO_ACR
1057600900011; DIPIROSIM; DIPIROSIM; NOT FOUND; CX COM 20 BL X 10; NO_ACR
1057701630018; DIPROBETA; DIPROBETA; NOT FOUND; 5 MG + 2 MG SUS INJ CT AMP VD INC X 1 ML; NO_ACR
1057701690029; DERMOSALIC; DERMOSALIC; NOT FOUND; 0.64 MG + 20 MG SOL TOP CT FR PLAS OPC GOT X 30 ML; NO_ACR
1057701690010; DERMOSALIC; DERMOSALIC; NOT FOUND; 0.64 MG + 30 MG POM DERM CT BG AL X 30 G; NO_ACR
1514300020012; DOCETERE; DOCETERE; NOT FOUND; 20 MG / 0.5 ML SOL INJ CT FA VD INC X 0.5 ML + DIL X 1.5 ML ; NO_ACR
1514300020020; DOCETERE; DOCETERE; NOT FOUND; 80 MG SOL INJ CT FA VD INC X 2 ML + DIL X 6 ML ; NO_ACR
1514300020039; DOCETERE; DOCETERE; NOT FOUND; 120MG SOL INJ CT FA VD INC X 3 ML + DIL X 9 ML ; NO_ACR
1065500290053; DOMPEROL; DOMPEROL; NOT FOUND; 1MG/ML XPE CX C/FRS X 100ML; NO_ACR
1065500290070; DOMPEROL; DOMPEROL; NOT FOUND; 10MG COMP. CX C/2BL X 10; NO_ACR
1123633960013; DORIPREX; DORIPREX; NOT FOUND; 500 MG PO INJ CT FA VD INC X 10; NO_ACR
1121304520033; DROPROPIZINA; DROPROPIZINA; DROPROPIZINA; 1.5 MG/ML XPE CT FR PLAS AMB X 120 ML + SER DOS; NO_ACR
1121304520068; DROPROPIZINA; DROPROPIZINA; DROPROPIZINA; 3 MG/ML XPE CT FR PLAS AMB X 120 COP; NO_ACR
