1002900330017; CANCIDAS; CANCIDAS; NOT FOUND; 50 MG PO LIOF SOL INJ CT FA VD INC; NO_ACR
1092201670035; CAPTOLIN; CAPTOLIN; NOT FOUND; 25 MG COM CT 02 BL AL PLAS INC X 15; NO_ACR
1092201670019; CAPTOLIN; CAPTOLIN; NOT FOUND; 12.5 MG COM CT 02 BL AL PLAS INC X 15; NO_ACR
1092201670027; CAPTOLIN; CAPTOLIN; NOT FOUND; 25 MG COM CT 01 BL AL PLAS INC X 16; NO_ACR
1155700360051; CAPTIL; CAPTIL; NOT FOUND; 12.5 MG COM CT BL AL PLAS INC X 15; NO_ACR
1155700360068; CAPTIL; CAPTIL; NOT FOUND; 12.5 MG COM CT BL AL PLAS INC X 30; NO_ACR
1155700360017; CAPTIL; CAPTIL; NOT FOUND; 25 MG COM CT BL AL PLAS INC X 15; NO_ACR
1155700360025; CAPTIL; CAPTIL; NOT FOUND; 25 MG COM CT BL AL PLAS INC X 30; NO_ACR
1155700360033; CAPTIL; CAPTIL; NOT FOUND; 50 MG COM CT BL AL PLAS INC X 15; NO_ACR
1155700360041; CAPTIL; CAPTIL; NOT FOUND; 50 MG COM CT BL AL PLAS INC X 30; NO_ACR
1602400880011; CAPTOMAX; CAPTOMAX; NOT FOUND; 12.5MG CAIXA COM 15 CPDS; NO_ACR
1062400880021; CAPTOMAX; CAPTOMAX; NOT FOUND; 12.5 MG COM CT BL AL PLAS INC X 30; NO_ACR
1062400880038; CAPTOMAX; CAPTOMAX; NOT FOUND; 25 MG COM CT BL AL PLAS INC X 15; NO_ACR
1062400880046; CAPTOMAX; CAPTOMAX; NOT FOUND; 25 MG COM CT BL AL PLAS INC X 30; NO_ACR
1062400880062; CAPTOMAX; CAPTOMAX; NOT FOUND; 50 MG COM CT BL AL PLAS INC X 30; NO_ACR
1062400880054; CAPTOMAX; CAPTOMAX; NOT FOUND; 50MG CAIXA COM 15 CPDS; NO_ACR
1018301100010; CAPTOPRIL; CAPTOPRIL; CAPTOPRIL; 25 MG COM CX 50 ENV AL POLIET X 10 (EMB. HOSP.); NO_ACR
1121302290014; CAPTOPRIL; CAPTOPRIL; CAPTOPRIL; 12.5 MG COM CT BL AL PLAS INC X 30; NO_ACR
1121302290030; CAPTOPRIL; CAPTOPRIL; CAPTOPRIL; 25 MG COM CT BL AL PLAS INC X 30; NO_ACR
1121302290057; CAPTOPRIL; CAPTOPRIL; CAPTOPRIL; 50 MG COM CT BL AL PLAS INC X 30; NO_ACR
1121302630011; CAPTOPRIL + HIDROCLOROTIAZIDA; CAPTOPRIL HIDROCLOROTIAZIDA; NOT FOUND; 50 MG + 25 MG COM CT 2 BL AL PLAS INC X 15; NO_ACR
1013100130078; CARBAZOL; CARBAZOL; NOT FOUND; 200 MG COMP CX COM 240; NO_ACR
1018300860011; CARBAMAZEPINA; CARBAMAZEPINA; CARBAMAZEPINA; CX. C/20 ENV. X 10 COMP.; NO_ACR
1121302240017; CARBAMAZEPINA; CARBAMAZEPINA; CARBAMAZEPINA; 200 MG COM CT BL AL PLAS INC X 30; NO_ACR
1030220380020; CONVIXEN; CONVIXEN; NOT FOUND; 200MG CX 10BL X 20 COMP; NO_ACR
1030220380012; CONVIXEN; CONVIXEN; NOT FOUND; 200 MG COM CX BL AL PLAS INC X 20; NO_ACR
1121302270013; CARBIDOPA/LEVODOPA; CARBIDOPA LEVODOPA; NOT FOUND; 25 MG + 250 MG COM CT BL AL PLAS INC X 30; NO_ACR
1002900170011; CRONOMET; CRONOMET; NOT FOUND; 50 MG+200 MG COM CT STR X 20; NO_ACR
1057701570015; CARBOFAN; CARBOFAN; NOT FOUND; FR 100 ML; NO_ACR
1057701570023; CARBOFAN PEDIÁTRICO; CARBOFAN PEDIATRICO; NOT FOUND; FR 100 ML; NO_ACR
1121303350010; CARBOCISTEÍNA; CARBOCISTEINA; CARBOCISTEINA; 50 MG/ML XPE CT FR VD INC X 100 ML + CP MED; NO_ACR
1121303350029; CARBOCISTEÍNA; CARBOCISTEINA; CARBOCISTEINA; 20 MG/ML XPE CT FR VD INC X 100 ML + CP MED; NO_ACR
1451700060011; CARBOXIL; CARBOXIL; NOT FOUND; 20MG XPE PED FR 100ML; NO_ACR
1451700060036; CARBOXIL; CARBOXIL; NOT FOUND; 50MG GOT FR 20ML; NO_ACR
1451700060028; CARBOXIL; CARBOXIL; NOT FOUND; 50MG XPE AD FR 100ML; NO_ACR
1068901140011; CALCIODEX; CALCIODEX; NOT FOUND; 500MG COMP MAST FR X 30; NO_ACR
1018301310015; CARBONATO DE CALCIO; CARBONATO CALCIO; CARBONATO CALCIO; FRASCO C/60 COMP.; NO_ACR
ISENTO; CARBONATO DE CÁLCIO; CARBONATO CALCIO; CARBONATO CALCIO; 500 MG COM CX C/ 500 (EMB HOSP); NO_ACR
1211001190052; CALTRATE 600 + D; CALTRATE 600 D; NOT FOUND; 600 MG + 400 UI COM REV CT FR PLAS OPC X 12; NO_ACR
1211001190060; CALTRATE 600 + D; CALTRATE 600 D; NOT FOUND; 600 MG + 400 UI COM REV CT FR PLAS OPC X 30; NO_ACR
1211001190079; CALTRATE 600 + D; CALTRATE 600 D; NOT FOUND; 600 MG + 400 UI COM REV CT FR PLAS OPC X 60; NO_ACR
1211001190028; CALTRATE 600 + D; CALTRATE 600 D; NOT FOUND; 600 MG + 200 UI COM REV CT FR PLAS OPC X 12; NO_ACR
1211002720012; CALTRATE 600 + M; CALTRATE 600 M; NOT FOUND; COM REV CT FR PLAS OPC X 12; NO_ACR
1211002720039; CALTRATE 600 + M; CALTRATE 600 M; NOT FOUND; COM REV CT FR PLAS OPC X 60; NO_ACR
1211002720020; CALTRATE 600 + M; CALTRATE 600 M; NOT FOUND; COM REV CT FR PLAS OPC X 30; NO_ACR
1175700030021; CALCIOLIT; CALCIOLIT; NOT FOUND; 500 MG COM CT FR PLAS X 1000; NO_ACR
SI/NC; CALCIOLIT; CALCIOLIT; NOT FOUND; 500MG FR C/1000 COMP EMB.FRACIONADA 5X200; NO_ACR
1175700030011; CALCIOLIT; CALCIOLIT; NOT FOUND; 500 MG COM CT FR PLAS X 200; NO_ACR
1103901720018; CARVEDILOL; CARVEDILOL; CARVEDILOL; 3.125 MG COM CT BL AL AL X 15; NO_ACR
1103901720026; CARVEDILOL; CARVEDILOL; CARVEDILOL; 3.125 MG COM CT BL AL AL X 30; NO_ACR
1103901720034; CARVEDILOL; CARVEDILOL; CARVEDILOL; 3.125 MG COM CT BL AL AL X 60; NO_ACR
1103901720042; CARVEDILOL; CARVEDILOL; CARVEDILOL; 3.125 MG COM CT BL AL AL X 80 EMB HOSP; NO_ACR
1103901720050; CARVEDILOL; CARVEDILOL; CARVEDILOL; 3.125 MG COM CT BL AL AL X 90 EMB FRAC; NO_ACR
1103901720069; CARVEDILOL; CARVEDILOL; CARVEDILOL; 6.25 MG COM CT BL AL AL X 15; NO_ACR
1103901720077; CARVEDILOL; CARVEDILOL; CARVEDILOL; 6.25 MG COM CT BL AL AL X 30; NO_ACR
1103901720085; CARVEDILOL; CARVEDILOL; CARVEDILOL; 6.25 MG COM CT BL AL AL X 60; NO_ACR
1103901720093; CARVEDILOL; CARVEDILOL; CARVEDILOL; 6.25 MG COM CT BL AL AL X 80 EMB HOSP; NO_ACR
1103901720107; CARVEDILOL; CARVEDILOL; CARVEDILOL; 6.25 MG COM CT BL AL AL X 90 EMB FRAC; NO_ACR
1103901720115; CARVEDILOL; CARVEDILOL; CARVEDILOL; 12.5 MG COM CT BL AL AL X 15; NO_ACR
1103901720123; CARVEDILOL; CARVEDILOL; CARVEDILOL; 12.5 MG COM CT BL AL AL X 30; NO_ACR
1103901720131; CARVEDILOL; CARVEDILOL; CARVEDILOL; 12.5 MG COM CT BL AL AL X 60; NO_ACR
1103901720141; CARVEDILOL; CARVEDILOL; CARVEDILOL; 12.5 MG COM CT BL AL AL X 80 EMB HOSP; NO_ACR
1103901720158; CARVEDILOL; CARVEDILOL; CARVEDILOL; 12.5 MG COM CT BL AL AL X 90 EMB FRAC; NO_ACR
1103901720166; CARVEDILOL; CARVEDILOL; CARVEDILOL; 25 MG COM CT BL AL AL X 15; NO_ACR
1103901720174; CARVEDILOL; CARVEDILOL; CARVEDILOL; 25 MG COM CT BL AL AL X 30; NO_ACR
1103901720182; CARVEDILOL; CARVEDILOL; CARVEDILOL; 25 MG COM CT BL AL AL X 60; NO_ACR
1103901720190; CARVEDILOL; CARVEDILOL; CARVEDILOL; 25 MG COM CT BL AL AL X 80 EMB HOSP; NO_ACR
1103901720204; CARVEDILOL; CARVEDILOL; CARVEDILOL; 25 MG COM CT BL AL AL X 90 EMB FRAC; NO_ACR
1121303420019; CARVEDILOL; CARVEDILOL; CARVEDILOL; 3.125 MG COM BL AL PLAS BCO X 15  ; NO_ACR
1121303420027; CARVEDILOL; CARVEDILOL; CARVEDILOL; 6.25 MG COM BL AL PLAS BCO X 15 ; NO_ACR
1121303420043; CARVEDILOL; CARVEDILOL; CARVEDILOL; 25 MG COM BL AL PLAS BCO X 15  ; NO_ACR
1121303420051; CARVEDILOL; CARVEDILOL; CARVEDILOL; 25 MG COM BL AL PLAS BCO X 30; NO_ACR
1121303420035; CARVEDILOL; CARVEDILOL; CARVEDILOL; 12.5 MG COM BL AL PLAS BCO X 15; NO_ACR
1121303420086; CARVEDILOL; CARVEDILOL; CARVEDILOL; 12.5 MG COM CT BL AL PLAS BCO X 30; NO_ACR
1121303420061; CARVEDILOL; CARVEDILOL; CARVEDILOL; 3.125 MG COM CT BL AL PLAS BCO X 30; NO_ACR
1121303420078; CARVEDILOL; CARVEDILOL; CARVEDILOL; 6.25 MG COM CT BL AL PLAS BCO X 30; NO_ACR
1126000540280; CECLOR; CECLOR; NOT FOUND; CECLOR 250 MG 1 FRASCO COM 80 ML; NO_ACR
1126000540167; CECLOR; CECLOR; NOT FOUND; CECLOR 375 MG 1 FRASCO COM 80 ML; NO_ACR
1466800220017; CEFACLOR; CEFACLOR; CEFACLOR; 250 MG FR PLASTICO X 10; NO_ACR
1126000540256; CECLOR; CECLOR; NOT FOUND; CECLOR 250 MG - 1 CX COM 10 CAPS.; NO_ACR
1126000540213; CECLOR; CECLOR; NOT FOUND; CECLOR 500 MG - 1 CX COM 10 CAPS.; NO_ACR
1126000540175; CECLOR; CECLOR; NOT FOUND; CECLOR 500 MG - 1 CX COM 48 CAPS.; NO_ACR
1126000540140; CECLOR AF; CECLOR AF; NOT FOUND; CECLOR AF 375 MG - 1 CX COM 10 DRGS.; NO_ACR
1126000540108; CECLOR AF; CECLOR AF; NOT FOUND; CECLOR AF 750 MG - 1 CX COM 10 DRGS.; NO_ACR
1126000540272; CECLOR AF; CECLOR AF; NOT FOUND; CECLOR AF 750 MG - 1 CX COM 14 DRGS.; NO_ACR
1121303740031; CEFADROXILA; CEFADROXILA; CEFADROXILA; 100 MG/ML PO P/ SUS OR CT FR VD AMB X 100 ML + SER DOSAD; NO_ACR
1121303740013; CEFADROXILA; CEFADROXILA; CEFADROXILA; 50 MG/ML PO P/ SUS OR CT FR VD AMB X 100 ML + SER DOSAD; NO_ACR
1466800430011; CEFADROXIL; CEFADROXIL; NOT FOUND; CAPS 500MG FR PLASTICO X 20; NO_ACR
1466800430021; CEFADROXIL; CEFADROXIL; NOT FOUND; CAPS 500MG FR PLASTICO X 8; NO_ACR
1057701300077; CEFANAL; CEFANAL; NOT FOUND; 250MG/5ML PO PARA SUSPENSAO FR 100 ML; NO_ACR
1466800490014; CEFALEXINA; CEFALEXINA; CEFALEXINA; COMP.REV. 500MG CX 1 BL X 8; NO_ACR
1466800490022; CEFALEXINA; CEFALEXINA; CEFALEXINA; COMP.REV. 500MG CX 4 BL X 10; NO_ACR
1466800490030; CEFALEXINA; CEFALEXINA; CEFALEXINA; COMP.REV. 500MG X 1BL 10; NO_ACR
1027000900033; CEFAXON; CEFAXON; NOT FOUND; 500 MG CAP GEL DURA CT BL AL PLAS INC X 8; NO_ACR
1027000900076; CEFAXON; CEFAXON; NOT FOUND; 500 MG CAP GEL DURA CX 25 BL AL PLAS INC X 4; NO_ACR
1027000900041; CEFAXON; CEFAXON; NOT FOUND; 500 MG CAP GEL DURA CT  BL AL PLAS INC X 50; NO_ACR
1057701300018; CEFANAL; CEFANAL; NOT FOUND; 500 MG DRG CT BL AL PLAS INC X 8; NO_ACR
1376400260543; CELLEXINA; CELLEXINA; NOT FOUND; 500 MG CAP GEL DURA CT BL AL PLAS X 200; NO_ACR
1376400260527; CELLEXINA; CELLEXINA; NOT FOUND; 500 MG CAP GEL DURA CT BL AL PLAS X 8; NO_ACR
1376400260535; CELLEXINA; CELLEXINA; NOT FOUND; 500 MG CAP GEL DURA  CT BL AL PLAS X 10; NO_ACR
1376400260551; CELLEXINA; CELLEXINA; NOT FOUND; 500 MG CAP GEL DURA CT 50 BL X 10; NO_ACR
1002500130025; CEPOREXIN; CEPOREXIN; NOT FOUND; 500MG X 40CPDS; NO_ACR
1002500130017; CEPOREXIN; CEPOREXIN; NOT FOUND; 500MG X 8CPDS; NO_ACR
1099800220018; CEFAGEL; CEFAGEL; NOT FOUND; 125MG/5ML SUSP.ORAL CX. C/ 50 FR 60ML; NO_ACR
1099800220026; CEFAGEL; CEFAGEL; NOT FOUND; 500MG CAPS. CX. C/ 50 BL X 10 CAPS.; NO_ACR
1018300140017; CEFALEXINA; CEFALEXINA; CEFALEXINA; CX. C/10 ENV. X 10 CAPS.; NO_ACR
1556200210011; CEFALEXINA; CEFALEXINA; CEFALEXINA; 1.5 G PO P/ PREP EXT OR CT FR VD AMB X 15 ML + CGT; NO_ACR
1556200220023; CEFALEXINA; CEFALEXINA; CEFALEXINA; 50 MG/ML SUS OR CT FR VD AMB X 100 ML + COL DOSAD; NO_ACR
1556200220015; CEFALEXINA; CEFALEXINA; CEFALEXINA; 50 MG/ML SUS OR CT FR VD AMB X 60 ML + COL DOSAD ; NO_ACR
1556200220031; CEFALEXINA; CEFALEXINA; CEFALEXINA; 100 MG/ML SUS OR CT FR VD AMB X 100 ML + COL DOSAD; NO_ACR
1556200220041; CEFALEXINA; CEFALEXINA; CEFALEXINA; 100 MG/ML SUS OR CT FR VD AMB X 100 ML + CP MED; NO_ACR
1556200220066; CEFALEXINA; CEFALEXINA; CEFALEXINA; 50 MG/ML SUS OR CT FR VD AMB X 100 ML + CP MED; NO_ACR
1556200220058; CEFALEXINA; CEFALEXINA; CEFALEXINA; 50 MG/ML SUS OR CT FR VD AMB X 60 ML + CP MED; NO_ACR
1064601810017; CEFALEXINA; CEFALEXINA; CEFALEXINA; 250 MG / 5 ML PO P PREP EXT CT FR VD AMB X 60 ML; NO_ACR
1064601810025; CEFALEXINA; CEFALEXINA; CEFALEXINA; 250 MG / 5 ML PO P PREP EXT CX 50 FR VD AMB X 60 ML (EMB HOSP); NO_ACR
1064601810033; CEFALEXINA; CEFALEXINA; CEFALEXINA; 250 MG / 5 ML PO P PREP EXT CT FR PLAS OPC X 60 ML; NO_ACR
1064601810068; CEFALEXINA; CEFALEXINA; CEFALEXINA; 250 MG / 5 ML PO P PREP EXT CX 50 FR PLAS OPC X 100 ML (EMB HOSP); NO_ACR
1064601810041; CEFALEXINA; CEFALEXINA; CEFALEXINA; 250 MG / 5 ML PO P PREP EXT CX 50 FR PLAS OPC X 60 ML  (EMB HOSP); NO_ACR
1064601810051; CEFALEXINA; CEFALEXINA; CEFALEXINA; 250 MG / 5 ML PO P PREP EXT CT FR PLAS OPC X 100 ML; NO_ACR
1556200230053; CEFALEXINA; CEFALEXINA; CEFALEXINA; 1 G DRG CT BL AL PLAS INC X 14; NO_ACR
1556200230045; CEFALEXINA; CEFALEXINA; CEFALEXINA; 1 G DRG CT BL AL PLAS INC X 8; NO_ACR
1556200230061; CEFALEXINA; CEFALEXINA; CEFALEXINA; 1 G DRG CT BL AL PLAS INC X 40; NO_ACR
1556200230029; CEFALEXINA; CEFALEXINA; CEFALEXINA; 500 MG DRG CT BL AL PLAS INC X 28; NO_ACR
1556200230037; CEFALEXINA; CEFALEXINA; CEFALEXINA; 500 MG DRG CT BL AL PLAS INC X 40 ; NO_ACR
1556200230010; CEFALEXINA; CEFALEXINA; CEFALEXINA; 500 MG DRG CT BL AL PLAS INC X 8; NO_ACR
1556200230071; CEFALEXINA; CEFALEXINA; CEFALEXINA; 500 MG DRG CT BL AL PLAS INC X 200 (EMB HOSP); NO_ACR
1064601760028; CEFALEXINA; CEFALEXINA; CEFALEXINA; 500 MG COM REV CT BL AL PLAS INC X 10; NO_ACR
1064601760087; CEFALEXINA; CEFALEXINA; CEFALEXINA; 500 MG COM REV CT BL AL PLAS INC X 500 (EMB HOSP); NO_ACR
1556200280069; CEFALOTINA SÓDICA; CEFALOTINA SODICA; CEFALOTINA SODICA; 1G PO P/ SOL INJ CX  100 FA VD INC X 10ML + 100 DIL AMP PLAS X 10 ML (EMB HOSP); NO_ACR
1556200280026; CEFALOTINA SÓDICA; CEFALOTINA SODICA; CEFALOTINA SODICA; 1G PO P/ SOL INJ CX  100 FA VD INC X 10ML (EMB HOSP) ; NO_ACR
1556200280034; CEFALOTINA SÓDICA; CEFALOTINA SODICA; CEFALOTINA SODICA; 1G PO P/ SOL INJ CX  150 FA VD INC X 10ML (EMB HOSP) ; NO_ACR
1556200280077; CEFALOTINA SÓDICA; CEFALOTINA SODICA; CEFALOTINA SODICA; 1G PO P/ SOL INJ CX  150 FA VD INC X 10ML + 150 DIL AMP PLAS X 10 ML (EMB HOSP); NO_ACR
1556200280042; CEFALOTINA SÓDICA; CEFALOTINA SODICA; CEFALOTINA SODICA; 1G PO P/ SOL INJ CX  200 FA VD INC X 10ML (EMB HOSP) ; NO_ACR
1556200280085; CEFALOTINA SÓDICA; CEFALOTINA SODICA; CEFALOTINA SODICA; 1G PO P/ SOL INJ CX  200 FA VD INC X 10ML + 200 DIL AMP PLAS X 10 ML (EMB HOSP); NO_ACR
1556200280018; CEFALOTINA SÓDICA; CEFALOTINA SODICA; CEFALOTINA SODICA; 1G PO P/ SOL INJ CX  50 FA VD INC X 10ML (EMB HOSP) ; NO_ACR
1556200280050; CEFALOTINA SÓDICA; CEFALOTINA SODICA; CEFALOTINA SODICA; 1G PO P/ SOL INJ CX  50 FA VD INC X 10ML + 50 DIL AMP PLAS X 10 ML (EMB HOSP); NO_ACR
1556200280107; CEFALOTINA SÓDICA; CEFALOTINA SODICA; CEFALOTINA SODICA; 1G PO SOL INJ IV CX 100 FA VD INC X 10ML + 100 BOLS PLAS SIST FECH X 100 ML (EMB HOSP); NO_ACR
1376400110029; CEFLEN; CEFLEN; NOT FOUND; 1G CX. 50FA + 50 DIL 5ML; NO_ACR
1376400110037; CEFLEN; CEFLEN; NOT FOUND; 1 G PO LIOF INJ CT 50  FA VD INC  (REST. HOSP.); NO_ACR
1376400110045; CEFLEN; CEFLEN; NOT FOUND; 1 G PO LIOF INJ CT 1 FA VD INC; NO_ACR
1890000380018; CEFARISTON; CEFARISTON; NOT FOUND; 1000 MG PO INJ CX 50 FA VD INC + 50 AMP DIL VD X 5 ML; NO_ACR
1890000380034; CEFARISTON; CEFARISTON; NOT FOUND; 1000 MG PO INJ CX 100 FA VD INC; NO_ACR
1890000380050; CEFARISTON; CEFARISTON; NOT FOUND; 1000 MG PO INJ CX 50 FA VD INC + 50 AMP DIL PLAS X 5 ML; NO_ACR
1890000380026; CEFARISTON; CEFARISTON; NOT FOUND; 1000 MG PO INJ CT FA VD INC + AMP DIL VD X 5 ML; NO_ACR
1890000380042; CEFARISTON; CEFARISTON; NOT FOUND; 1000 MG PO INJ CT FA VD INC + AMP DIL PLAS X 5 ML; NO_ACR
1890000450016; CEFALOTINA SÓDICA; CEFALOTINA SODICA; CEFALOTINA SODICA; 1000 MG PO INJ CT  FA VD INC +  AMP DIL VD X 5 ML ; NO_ACR
1890000450024; CEFALOTINA SÓDICA; CEFALOTINA SODICA; CEFALOTINA SODICA; 1000 MG PO INJ CT 50 FA VD INC + 50 AMP DIL VD X 5 ML ; NO_ACR
1890000450032; CEFALOTINA SÓDICA; CEFALOTINA SODICA; CEFALOTINA SODICA; 1000 MG PO INJ CT 100 FA VD INC + 100 AMP DIL PLAS X 5 ML ; NO_ACR
1890000450040; CEFALOTINA SÓDICA; CEFALOTINA SODICA; CEFALOTINA SODICA; 1000 MG PO INJ CT 50 FA VD INC + 50 AMP DIL PLAS X 5 ML ; NO_ACR
1890000450059; CEFALOTINA SÓDICA; CEFALOTINA SODICA; CEFALOTINA SODICA; 1000 MG PO INJ CT 100 FA VD INC + 100 AMP DIL VD X 5 ML ; NO_ACR
1890000450067; CEFALOTINA SÓDICA; CEFALOTINA SODICA; CEFALOTINA SODICA; 1000 MG PO INJ CT  FA VD INC; NO_ACR
1890000450083; CEFALOTINA SÓDICA; CEFALOTINA SODICA; CEFALOTINA SODICA; 1000 MG PO INJ CT 100 FA VD INC; NO_ACR
1890000450091; CEFALOTINA SÓDICA; CEFALOTINA SODICA; CEFALOTINA SODICA; 1000 MG PO INJ CT  FA VD INC +  AMP DIL PLAS X 5 ML; NO_ACR
1890000450075; CEFALOTINA SÓDICA; CEFALOTINA SODICA; CEFALOTINA SODICA; 1000 MG PO INJ CT 50 FA VD INC; NO_ACR
1027000560028; CEFARISTON; CEFARISTON; NOT FOUND; 1000 MG CX C/ 1 FA + DIL X 5 ML; NO_ACR
1027000560011; CEFARISTON; CEFARISTON; NOT FOUND; 1000 MG PO INJ CT 50 FA VD INC + DIL X 5 ML; NO_ACR
1027000560046; CEFARISTON; CEFARISTON; NOT FOUND; 1000 MG PO INJ CT 1 FA VD INC + AMP DIL PLAS X 5 ML; NO_ACR
1027000560038; CEFARISTON; CEFARISTON; NOT FOUND; 1000 MG PO INJ CX 100 FA; NO_ACR
1027000560054; CEFARISTON; CEFARISTON; NOT FOUND; 1000 MG PO INJ CX 50 FA VD INC + 50 AMP DIL PLAS X 5 ML; NO_ACR
1556200290013; CEFAZOLINA SÓDICA; CEFAZOLINA SODICA; CEFAZOLINA SODICA; 1 G PO P/ SOL INJ CX 50 FA VD INC X 10 ML (EMB HOSP) ; NO_ACR
1556200290064; CEFAZOLINA SÓDICA; CEFAZOLINA SODICA; CEFAZOLINA SODICA; 1 G PO P/ SOL INJ CX 100 FA VD INC + 100 DIL AMP PLAS INC X 10 ML (EMB HOSP); NO_ACR
1556200290021; CEFAZOLINA SÓDICA; CEFAZOLINA SODICA; CEFAZOLINA SODICA; 1 G PO P/ SOL INJ CX 100 FA VD INC X 10 ML (EMB HOSP); NO_ACR
1556200290072; CEFAZOLINA SÓDICA; CEFAZOLINA SODICA; CEFAZOLINA SODICA; 1 G PO P/ SOL INJ CX 150 FA VD INC + 150 DIL AMP PLAS INC X 10 ML (EMB HOSP); NO_ACR
1556200290031; CEFAZOLINA SÓDICA; CEFAZOLINA SODICA; CEFAZOLINA SODICA; 1 G PO P/ SOL INJ CX 150 FA VD INC X 10 ML (EMB HOSP); NO_ACR
1556200290080; CEFAZOLINA SÓDICA; CEFAZOLINA SODICA; CEFAZOLINA SODICA; 1 G PO P/ SOL INJ CX 200 FA VD INC + 200 DIL AMP PLAS INC X 10 ML (EMB HOSP); NO_ACR
1556200290056; CEFAZOLINA SÓDICA; CEFAZOLINA SODICA; CEFAZOLINA SODICA; 1 G PO P/ SOL INJ CX 50 FA VD INC + 50 DIL AMP PLAS INC X 10 ML (EMB HOSP); NO_ACR
1556200290048; CEFAZOLINA SÓDICA; CEFAZOLINA SODICA; CEFAZOLINA SODICA; 1 G PO P/ SOL INJ CX 200 FA VD INC X 10 ML (EMB HOSP); NO_ACR
1556200290102; CEFAZOLINA SÓDICA; CEFAZOLINA SODICA; CEFAZOLINA SODICA; 1 G PO P/ SOL INJ IV CX 100 FA VD INC + 100 BOLS PLAS SIST FECH X 100 ML (EMB HOSP); NO_ACR
1376400010016; CELLOZINA; CELLOZINA; NOT FOUND; 1G CX. 1 FA; NO_ACR
1376400010024; CELLOZINA; CELLOZINA; NOT FOUND; 1 G PO INJ CX 25  FA VD INC; NO_ACR
1376400060064; CEFOTAMAX; CEFOTAMAX; NOT FOUND; 1G CX. 50 FA + DIL. 4 ML; NO_ACR
SI/NC; CEFOXIMA; CEFOXIMA; NOT FOUND; 1 G INJ CX 1 FR AMP + DIL.; NO_ACR
SI/NC; CEFOXIMA; CEFOXIMA; NOT FOUND; 500 MG INJ CX 1 FR AMP + DIL.; NO_ACR
1890000280102; CLAFORDIL; CLAFORDIL; NOT FOUND; 1000 MG PO INJ CX 20 FA VD INC + 20 AMP DIL VD X 5 ML; NO_ACR
1890000280129; CLAFORDIL; CLAFORDIL; NOT FOUND; 1000 MG PO INJ CX 20 FA VD INC +  AMP DIL PLAS X 5 ML ; NO_ACR
1890000280137; CLAFORDIL; CLAFORDIL; NOT FOUND; 1000 MG PO INJ CX 20 FA VD INC; NO_ACR
1890000280145; CLAFORDIL; CLAFORDIL; NOT FOUND; 1000 MG PO INJ CX 50 FA VD INC; NO_ACR
1890000280153; CLAFORDIL; CLAFORDIL; NOT FOUND; 1000 MG PO INJ CX 100 FA VD INC; NO_ACR
1027000840103; CLAFORDIL; CLAFORDIL; NOT FOUND; 1000 MG PO INJ CX 20 FA VD INC + DIL X 5 ML; NO_ACR
1027000840146; CLAFORDIL; CLAFORDIL; NOT FOUND; 1000 MG PO INJ CX 20 FA VD INC + AMP DIL PLAS X 5 ML ; NO_ACR
1027000850028; CEFTON; CEFTON; NOT FOUND; 1000 MG PO INJ CX 20 FA VD INC + DIL X 10 ML (IV); NO_ACR
1027000850087; CEFTON; CEFTON; NOT FOUND; 1000 MG PO INJ CX 100 FA VD INC (EMB HOSP); NO_ACR
1027000850079; CEFTON; CEFTON; NOT FOUND; 1000 MG PO INJ CX 20 FA VD INC (EMB HOSP); NO_ACR
1890000230083; CEFTON; CEFTON; NOT FOUND; 1000 MG PO INJ CX 100 FA VD INC (EMB HOSP); NO_ACR
1890000230067; CEFTON; CEFTON; NOT FOUND; 1000 MG PO INJ CX 20 FA VD INC + 20 AMP DIL X 2 ML (IM); NO_ACR
1890000230075; CEFTON; CEFTON; NOT FOUND; 1000 MG PO INJ CX 20 FA VD INC (EMB HOSP); NO_ACR
1890000220045; CEFTAZIDON; CEFTAZIDON; NOT FOUND; 1000 MG PO INJ CX 20 FA VD INC  ; NO_ACR
1890000220029; CEFTAZIDON; CEFTAZIDON; NOT FOUND; 1000 MG PO INJ CX 20 FA VD INC + DIL X 10 ML ; NO_ACR
1890000220037; CEFTAZIDON; CEFTAZIDON; NOT FOUND; 1000 MG PO INJ CX 20 FA VD INC + AMP DIL PLAS X 10 ML ; NO_ACR
1890000220053; CEFTAZIDON; CEFTAZIDON; NOT FOUND; 1000 MG PO INJ CX 100 FA VD INC (EMB HOSP); NO_ACR
1027000810026; CEFTAZIDON; CEFTAZIDON; NOT FOUND; 1000 MG PO INJ CX 20 FA VD INC + DIL X 10 ML ; NO_ACR
1027000810034; CEFTAZIDON; CEFTAZIDON; NOT FOUND; 1000 MG PO INJ CX 20 FA VD INC + AMP DIL PLAS X 10 ML ; NO_ACR
1027000810050; CEFTAZIDON; CEFTAZIDON; NOT FOUND; 1000 MG PO INJ CX 100 FA VD INC (EMB HOSP); NO_ACR
1027000810042; CEFTAZIDON; CEFTAZIDON; NOT FOUND; 1000 MG PO INJ CX 20 FA VD INC  ; NO_ACR
1376400080065; CELLTRIAXON; CELLTRIAXON; NOT FOUND; 1G CX. C/ 5 FA + DIL. 3.5 ML; NO_ACR
1376400080049; CELLTRIAXON; CELLTRIAXON; NOT FOUND; 500 MG CX 1FA + DIL. 2 ML; NO_ACR
