1057700540028; MEMORIOGLUTAN; MEMORIOGLUTAN; NOT FOUND; FR 50 DRG; NO_ACR
1190900070015; MULTILITE; MULTILITE; NOT FOUND; CX. C/ 100 AMPOLAS; NO_ACR
1027001010031; METAXON; METAXON; NOT FOUND; 4 MG/ML SOL INJ CX 50 FA VD INC X 2.5 ML ; NO_ACR
1027001010015; METAXON; METAXON; NOT FOUND; 2 MG/ML SOL INJ CX 2 AMP VD INC X 1 ML; NO_ACR
1890000390021; METAXON; METAXON; NOT FOUND; 4 MG/ML SOL INJ CX 50 FA VD INC X 2.5 ML ; NO_ACR
1002000710050; MAGNEVISTAN; MAGNEVISTAN; NOT FOUND; 469 MG/ML SOL INJ CT 10 FA VD INC X 10 ML; NO_ACR
1002000710107; MAGNEVISTAN; MAGNEVISTAN; NOT FOUND; 469 MG/ML SOL INJ CX 10 FA VD INC X 100 ML; NO_ACR
1002000710069; MAGNEVISTAN; MAGNEVISTAN; NOT FOUND; 469 MG/ML SOL INJ CT 10 FA VD INC X 15 ML; NO_ACR
1002000710085; MAGNEVISTAN; MAGNEVISTAN; NOT FOUND; 469 MG/ML SOL INJ CT 10 FA VD INC X 30 ML; NO_ACR
1002000710018; MAGNEVISTAN; MAGNEVISTAN; NOT FOUND; FR C/ 10 ML; NO_ACR
1002000710026; MAGNEVISTAN; MAGNEVISTAN; NOT FOUND; FR C/ 15 ML; NO_ACR
1002000710042; MAGNEVISTAN; MAGNEVISTAN; NOT FOUND; FR C/ 30 ML; NO_ACR
1039404700031; MM EXPECTORANTE; MM EXPECTORANTE; NOT FOUND; XAROPE FR 200ML; NO_ACR
1039404700021; MM EXPECTORANTE; MM EXPECTORANTE; NOT FOUND; XPE 120 ML; NO_ACR
1039400610014; MM EXPECTORANTE; MM EXPECTORANTE; NOT FOUND; EXPECTORANTE 20MG + 3MG + 3MG/ML XPE CT FR VD AMB X 120 ML; NO_ACR
1092201770021; MICTRIN (HIDROCLOROTIAZIDA); MICTRIN HIDROCLOROTIAZIDA; NOT FOUND; 50 MG COM CT 2 BL AL PLAS INC X 10; NO_ACR
1121303010023; MALEATO DE ENALAPRIL + HIDROCLOROTIAZIDA; MALEATO ENALAPRIL HIDROCLOROTIAZIDA; NOT FOUND; 10 MG + 25 MG COM CT STR AL X 30; NO_ACR
1121303010015; MALEATO DE ENALAPRIL + HIDROCLOROTIAZIDA; MALEATO ENALAPRIL HIDROCLOROTIAZIDA; NOT FOUND; 20 MG + 12.5 MG COM CT STR AL X 30; NO_ACR
1781700460019; MM EXPECTORANTE; MM EXPECTORANTE; NOT FOUND; 20 MG/ML  + 3 MG/ML + 3 MG/ML XPE CT FR VD AMB X 120 ML; NO_ACR
1123633530019; MAXIFEN; MAXIFEN; NOT FOUND; 40 MG/ML SUS OR CT FR PLAS TRANS X 15 ML C/ SER DOS SABOR FRUTAS; NO_ACR
1123633530183; MAXIFEN; MAXIFEN; NOT FOUND; 50 MG/ML SUSP OR CT FR PLAS OPC GOT X 30 ML SABOR FRAMBOESA; NO_ACR
1091400100044; MEGALOTECT; MEGALOTECT; NOT FOUND; 50 U/ML SOL INJ CX FR VD INC X 50 ML; NO_ACR
1091400100028; MEGALOTECT; MEGALOTECT; NOT FOUND; 50 U/ML SOL INJ CX AMP VD INC X 10 ML; NO_ACR
1091400100036; MEGALOTECT; MEGALOTECT; NOT FOUND; 50 U/ML SOL INJ CX AMP VD INC X 20 ML; NO_ACR
1015101090025; MATERGAM; MATERGAM; NOT FOUND; 300 MCG - 200 MCG/ML INJETAVEL CARTELA AMPOLA VIDR; NO_ACR
1068900590026; MINOSTOSS; MINOSTOSS; NOT FOUND; 200MG SOL ORAL FR VD X 150ML; NO_ACR
1022700030014; MICOSINA; MICOSINA; NOT FOUND; SOL TOP CT FR VD AMBAR X 60 ML; NO_ACR
1051900350016; MICOPEL; MICOPEL; NOT FOUND; 60ML. LIQ. VD. 12 UN; NO_ACR
1002000870023; MIRENA; MIRENA; NOT FOUND; 52 MG SIU CT BL X 1 + INSERTOR; NO_ACR
1002000870031; MIRENA; MIRENA; NOT FOUND; 52 MG SIU CT BL X 1 + INSERTOR (BL PETG); NO_ACR
1121301710028; MINOR; MINOR; NOT FOUND; 20 MG COM CT BL AL PLAS INC X 30; NO_ACR
1002900060125; MEVACOR; MEVACOR; NOT FOUND; 10 MG CX. 3 BL X 10 CPD; NO_ACR
1002900060011; MEVACOR; MEVACOR; NOT FOUND; 20 MG CX. 1 BL X 10 CPD; NO_ACR
1002900060028; MEVACOR; MEVACOR; NOT FOUND; 20 MG CX. 3 BL X 10 CPD; NO_ACR
1002900060079; MEVACOR; MEVACOR; NOT FOUND; 40 MG CX. 3 BL X 10 CPD; NO_ACR
1121300110035; MALEATO DE ENALAPRIL; MALEATO ENALAPRIL; MALEATO ENALAPRIL; 10 MG COM CT STR AL X 30; NO_ACR
1121300110051; MALEATO DE ENALAPRIL; MALEATO ENALAPRIL; MALEATO ENALAPRIL; 20 MG COM CT STR AL X 30; NO_ACR
1121300110019; MALEATO DE ENALAPRIL; MALEATO ENALAPRIL; MALEATO ENALAPRIL; 5 MG COM CT STR AL X 30; NO_ACR
1055001660066; MEPROZIN; MEPROZIN; NOT FOUND; 40 MG/ML SOL ORAL CT 50 FR PLAS OPC GOT X 20 ML; NO_ACR
1055001660058; MEPROZIN; MEPROZIN; NOT FOUND; 40 MG/ML SOL ORAL CT FR PLAS OPC GOT X 20 ML  ; NO_ACR
1055001660031; MEPROZIN; MEPROZIN; NOT FOUND; 100 MG COM REV CT BL AL PLAS AMB X 20 ; NO_ACR
1055001660041; MEPROZIN; MEPROZIN; NOT FOUND; 100 MG COM CT 20 BL AL PLAS AMB X 10; NO_ACR
1055001660023; MEPROZIN; MEPROZIN; NOT FOUND; 25 MG COM REV CT  BL AL PLAS AMB X 200 (EMB HOSP); NO_ACR
1055001660015; MEPROZIN; MEPROZIN; NOT FOUND; 25 MG COM REV CT BL AL PLAS AMB X 20 ; NO_ACR
1081700500010; MALEATO DE MEPIRAMINA + ASSOCIAÇÕES; MALEATO MEPIRAMINA ASSOCIACOES; NOT FOUND; XPE CT FR VD AMB X 100ML; NO_ACR
1039405040025; MALEATO DE MIDAZOLAM; MALEATO MIDAZOLAM; MALEATO MIDAZOLAM; 15 MG COM REV CT BL AL PLAS INC X 20; NO_ACR
1039405040017; MALEATO DE MIDAZOLAM; MALEATO MIDAZOLAM; MALEATO MIDAZOLAM; 15 MG COM REV CT BL AL PLAS INC X 30 ; NO_ACR
1121303150011; MALEATO DE TIMOLOL; MALEATO TIMOLOL; MALEATO TIMOLOL; 0.5 PCC SOL OF CT FR PLAS OPC GOT X 5 ML; NO_ACR
1121303150021; MALEATO DE TIMOLOL; MALEATO TIMOLOL; MALEATO TIMOLOL; 0.25 PCC SOL OFT CT FR PLAS OPC GOT X 5 ML; NO_ACR
1097100060011; MANITOL; MANITOL; MANITOL; 20% FR 250 ML; NO_ACR
1070400090011; MANITOL; MANITOL; MANITOL; SOL INJ AMP 250 ML; NO_ACR
1121302500019; MANITOL; MANITOL; MANITOL; 20% FR 250 ML; NO_ACR
1651200080014; MANITOL 20%; MANITOL 20; NOT FOUND; 200 MG/ML SOL INJ IV FA PLAS TRANS SIST FECH X 250 ML; NO_ACR
1651200080022; MANITOL 20%; MANITOL 20; NOT FOUND; 200 MG/ML SOL INJ IV BOLS PP TRANS SIST FECH X 250 ML; NO_ACR
1099800170029; MEBENDAGEL; MEBENDAGEL; NOT FOUND; 20MG/ML SUSP.ORAL CX. C/ 50 FR 30ML; NO_ACR
1090600630022; MEBENDAZOLIN; MEBENDAZOLIN; NOT FOUND; 100 MG/5 ML SUS OR CT FR VD AMB X 30 ML; NO_ACR
1018300230012; MEBENDAZOL; MEBENDAZOL; MEBENDAZOL; CX. C/50 FRASCOS X 30 ML 20 MG/ML; NO_ACR
1121303920011; MEBENDAZOL; MEBENDAZOL; MEBENDAZOL; 20 MG/ML SUS OR FR VD AMB X 30 ML+ CP MED; NO_ACR
1171700010018; MEBENDAL; MEBENDAL; NOT FOUND; 20 MG/ML SUS OR CT FR VD AMB X 30 ML; NO_ACR
1096300410026; MENTELMIN; MENTELMIN; NOT FOUND; 20 MG/ML SUS OR CT FR VD AMB X 30 ML; NO_ACR
1096300410042; MENTELMIN; MENTELMIN; NOT FOUND; 20 MG/ML SUS OR CX 200 FR VD AMB X 30 ML (EMB HOSP); NO_ACR
1096300410069; MENTELMIN; MENTELMIN; NOT FOUND; 20 MG/ML SUS OR CX 200 FR PLAS AMB X 30 ML (EMB HOSP); NO_ACR
1096300410050; MENTELMIN; MENTELMIN; NOT FOUND; 20 MG/ML SUS OR CT FR PLAS AMB X 30 ML; NO_ACR
1055000610022; MEBEN; MEBEN; NOT FOUND; SUS FR. C/30 ML; NO_ACR
1099800170010; MEBENDAGEL; MEBENDAGEL; NOT FOUND; 100MG COMP. CX. C/ 50 BL X 6 COMP.; NO_ACR
1040700690020; MEBENDAZOL; MEBENDAZOL; MEBENDAZOL; 100 MG / COMP / ENV - 6 COMP - CX C/ 50 ENV; NO_ACR
1090600630014; MEBENDAZOLIN; MEBENDAZOLIN; NOT FOUND; 100 MG COM CT BL AL PLAS INC X 6; NO_ACR
1018300230039; MEBENDAZOL; MEBENDAZOL; MEBENDAZOL; CX.C/300 COMPRIMIDOS 100 MG; NO_ACR
1433600090016; MEDENDAZOL; MEDENDAZOL; NOT FOUND; 100 MG CX C/50 ENV.X6 COMP.; NO_ACR
1096300410018; MENTELMIN; MENTELMIN; NOT FOUND; 100 MG COM CT ENV KRAFT POLIET X 6; NO_ACR
1096300410107; MENTELMIN; MENTELMIN; NOT FOUND; 100 MG COM CT BL AL POLI X 6 ; NO_ACR
1096300410093; MENTELMIN; MENTELMIN; NOT FOUND; 100 MG COM CT BL AL POLI X 600 (EMB HOSP)  ; NO_ACR
1055000610014; MEBEN; MEBEN; NOT FOUND; COM BL. C/6; NO_ACR
1018300880039; MEBENDAZOL+TIABEND; MEBENDAZOL TIABEND; NOT FOUND; CX. C/50 FRASCOS X 30 ML; NO_ACR
1018300880012; MEBENDAZOL+TIABEND; MEBENDAZOL TIABEND; NOT FOUND; .100+166 MG CX.C/100 ENV.X 6 COMP.; NO_ACR
1186100620115; MELOXIL; MELOXIL; NOT FOUND; 15 MG SOL INJ CT 5 AMP VD AMB X 1.5 ML; NO_ACR
1186102390028; MELOXICAM; MELOXICAM; MELOXICAM; 10 MG/ML SOL INJ CT 5 AMP VD AMB X 1.5 ML ; NO_ACR
1039400020018; MELOXICAM; MELOXICAM; MELOXICAM; 10 MG/ML SOL INJ CT 5 AMP VD INC X 1.5 ML; NO_ACR
1186100620077; MELOXIL; MELOXIL; NOT FOUND; 15 MG COM CT BL AL PLAS INC X 10; NO_ACR
1186100620050; MELOXIL; MELOXIL; NOT FOUND; 7.5 MG COM CT BL AL PLAS INC X 10; NO_ACR
1186100620220; MELOXIL; MELOXIL; NOT FOUND; 15 MG COM CT BL AL PLAS BCO X 10; NO_ACR
1186100620190; MELOXIL; MELOXIL; NOT FOUND; 7.5 MG COM CT BL AL PLAS BCO X 10; NO_ACR
1057701450011; MOVOXICAM; MOVOXICAM; NOT FOUND; 7.5 MG COM CT FR VD AMB X 10; NO_ACR
1057701450028; MOVOXICAM; MOVOXICAM; NOT FOUND; 15 MG COM CT FR VD AMB X 10; NO_ACR
1057701450044; MOVOXICAM; MOVOXICAM; NOT FOUND; 7.5 MG COM CT BL AL PLAS TRANS X 10; NO_ACR
1057701450052; MOVOXICAM; MOVOXICAM; NOT FOUND; 15 MG COM CT BL AL PLAS TRANS X 10; NO_ACR
1376400300022; MELONAX; MELONAX; NOT FOUND; 15 MG COMP. CX. 10; NO_ACR
1376400300014; MELONAX; MELONAX; NOT FOUND; 7.5 MG COMP. CX. 10; NO_ACR
1121303490025; MELOXICAM; MELOXICAM; MELOXICAM; 15 MG COM CT BL AL PLAS INC X 10 ; NO_ACR
1121303490017; MELOXICAM; MELOXICAM; MELOXICAM; 7.5 MG COM CT BL AL PLAS INC X 10 ; NO_ACR
1211002930017; MELOXICAM; MELOXICAM; MELOXICAM; 15 MG COM CT BL AL PVDC INC X 10; NO_ACR
1211002930025; MELOXICAM; MELOXICAM; MELOXICAM; 15 MG COM CT BL AL PVDC INC X 20; NO_ACR
1211002930033; MELOXICAM; MELOXICAM; MELOXICAM; 15 MG COM CT BL AL PVDC INC X 30; NO_ACR
1564900010057; MELOXICAM; MELOXICAM; MELOXICAM; 7.5 MG COM CT BL AL PLAS OPC X 10; NO_ACR
1564900010049; MELOXICAM; MELOXICAM; MELOXICAM; 15 MG COM CT BL AL PLAS OPC X 10; NO_ACR
1564900010030; MELOXICAM; MELOXICAM; MELOXICAM; 15 MG COM CT BL AL PLAS OPC X 20; NO_ACR
1564900010065; MELOXICAM; MELOXICAM; MELOXICAM; 7.5 MG COM CT BL AL PLAS OPC X 20; NO_ACR
1556200190061; MEROPENEM; MEROPENEM; MEROPENEM; 1 G PO P/ SOL INJ IV CT FA VD INC X 30 ML; NO_ACR
1556200190094; MEROPENEM; MEROPENEM; MEROPENEM; 1 G PO P/ SOL INJ IV CX 10 FA VD INC X 30 ML + 10 DIL BOLS FLEX SIST FECH X 100 ML (EMB HOSP); NO_ACR
1556200190078; MEROPENEM; MEROPENEM; MEROPENEM; 1 G PO P/ SOL INJ IV CX 10 FA VD INC X 30 ML (EMB HOSP); NO_ACR
1556200190108; MEROPENEM; MEROPENEM; MEROPENEM; 1 G PO P/ SOL INJ IV CT FA VD INC X 30 ML + 2 DIL AMP PLAS  X 10 ML; NO_ACR
1556200190086; MEROPENEM; MEROPENEM; MEROPENEM; 1 G PO P/ SOL INJ IV CT FA VD INC X 30 ML + DIL BOLS FLEX SIST FECH X 100 ML; NO_ACR
1556200190019; MEROPENEM; MEROPENEM; MEROPENEM; 500 MG PO P/ SOL INJ IV CT FA VD INC X 20 ML ; NO_ACR
1556200190051; MEROPENEM; MEROPENEM; MEROPENEM; 500 MG PO P/ SOL INJ IV CT FA VD INC X 20 ML + DIL AMP PLAS X 10 ML; NO_ACR
1556200190035; MEROPENEM; MEROPENEM; MEROPENEM; 500 MG PO P/ SOL INJ IV CT FA VD INC X 20 ML + DIL BOLS FLEX SIST FECH X 100 ML; NO_ACR
1556200190027; MEROPENEM; MEROPENEM; MEROPENEM; 500 MG PO P/ SOL INJ IV CX 10 FA VD INC X 20 ML (EMB HOSP); NO_ACR
1556200190043; MEROPENEM; MEROPENEM; MEROPENEM; 500 MG PO P/ SOL INJ IV CX 10 FA VD INC X 20 ML + 10 DIL BOLS FLEX SIST FECH X 100 ML (EMB HOSP); NO_ACR
1027001260046; MOEPLAMINA; MOEPLAMINA; NOT FOUND; 1000 MG PO INJ (IV) CX 10 FA + 10 AMP DIL X 20 ML; NO_ACR
1027001260011; MOEPLAMINA; MOEPLAMINA; NOT FOUND; 500 MG PO INJ (IV) CX 10 FA + 10 AMP DIL X 10 ML; NO_ACR
1466800350018; MESILATO DE BROMOCRIPTINA; MESILATO BROMOCRIPTINA; MESILATO BROMOCRIPTINA; COMP. 2.5MG FR PLASTICO X 14; NO_ACR
1121304070011; MESILATO DE CODERGOCRINA; MESILATO CODERGOCRINA; MESILATO CODERGOCRINA; 1MG/ML SOL OR CT FR VD AMB X 30 ML+CGT ; NO_ACR
1121304070038; MESILATO DE CODERGOCRINA; MESILATO CODERGOCRINA; MESILATO CODERGOCRINA; 4.5 MG/1.5 ML SOL OR CT FR VD AMB X 15 ML + CGT; NO_ACR
1040701040011; MESILATO DE IMATINIBE; MESILATO IMATINIBE; MESILATO IMATINIBE; 100 MG COM REV CT BL AL PLAS OPC X 60; NO_ACR
1040701040046; MESILATO DE IMATINIBE; MESILATO IMATINIBE; MESILATO IMATINIBE; 400 MG COM REV CT BL AL PLAS OPC X 30; NO_ACR
1106301320013; MESILATO DE IMATINIBE; MESILATO IMATINIBE; MESILATO IMATINIBE; 100 MG COM REV CT BL AL PLAS TRANS X 30; NO_ACR
1106301320021; MESILATO DE IMATINIBE; MESILATO IMATINIBE; MESILATO IMATINIBE; 100 MG COM REV CT BL AL PLAS TRANS X 60; NO_ACR
1106301320031; MESILATO DE IMATINIBE; MESILATO IMATINIBE; MESILATO IMATINIBE; 100 MG COM REV CT BL AL PLAS TRANS X 200 (EMB HOSP); NO_ACR
1106301320048; MESILATO DE IMATINIBE; MESILATO IMATINIBE; MESILATO IMATINIBE; 100 MG COM REV CT BL AL PLAS TRANS X 600 (EMB HOSP); NO_ACR
1106301320056; MESILATO DE IMATINIBE; MESILATO IMATINIBE; MESILATO IMATINIBE; 400 MG COM REV CT BL AL PLAS TRANS X 30; NO_ACR
1106301320064; MESILATO DE IMATINIBE; MESILATO IMATINIBE; MESILATO IMATINIBE; 400 MG COM REV CT BL AL PLAS TRANS X 60; NO_ACR
1106301320072; MESILATO DE IMATINIBE; MESILATO IMATINIBE; MESILATO IMATINIBE; 400 MG COM REV CT BL AL PLAS TRANS X 200 (EMB HOSP); NO_ACR
1106301320080; MESILATO DE IMATINIBE; MESILATO IMATINIBE; MESILATO IMATINIBE; 400 MG COM REV CT BL AL PLAS TRANS X 600 (EMB HOSP); NO_ACR
1211700520027; MITEXAN; MITEXAN; NOT FOUND; 10 AMP; NO_ACR
1508200370033; MITEXAN; MITEXAN; NOT FOUND; 100 MG / ML SOL INJ CT  10 AMP VD INC  X 4 ML; NO_ACR
1508200370041; MITEXAN; MITEXAN; NOT FOUND; 400 MG COM REVESTIDO CT 2 BL AL PLAS INC X 10; NO_ACR
1508200370051; MITEXAN; MITEXAN; NOT FOUND; 600 MG COM REVESTIDO CT 2 BL AL PLAS INC X 10; NO_ACR
1099800010021; METILGEL; METILGEL; NOT FOUND; 500MG CAPS. CX. C/ 50 BL X 10 CAPS.; NO_ACR
1099800010013; METILGEL; METILGEL; NOT FOUND; 500MG COMP. CX. C/ 50 BL X 10 COMP.; NO_ACR
1018300870017; METILDOPA; METILDOPA; METILDOPA; CX.C/50 ENV.X10 COMP.; NO_ACR
1121302710031; METILDOPA; METILDOPA; METILDOPA; 250 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
1121302710013; METILDOPA; METILDOPA; METILDOPA; 500 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
1040700260016; METOCLOPRAMIDA; METOCLOPRAMIDA; METOCLOPRAMIDA; 5 MG / ML / AMP / CX C/ 50 AMP C/2ML; NO_ACR
1018300240026; METOCLOPRAMIDA; METOCLOPRAMIDA; METOCLOPRAMIDA; CX. C/100 AMPOLA X 2 ML 5 MG; NO_ACR
1018300240038; METOCLOPRAMIDA; METOCLOPRAMIDA; METOCLOPRAMIDA; CX. C/100 FRASCOS X 10 ML 0.4%; NO_ACR
1120900070018; METOCLOPRAMIDA; METOCLOPRAMIDA; METOCLOPRAMIDA; 10 MG CX 50 ENV AL POLIET X 10 (EMB. HOSP.); NO_ACR
1040700260032; METOCLOPRAMIDA; METOCLOPRAMIDA; METOCLOPRAMIDA; 10 MG / COMP / ENV - 10 COMP - CX C/50 ENV; NO_ACR
1018300240018; METOCLOPRAMIDA; METOCLOPRAMIDA; METOCLOPRAMIDA; CX. C/ 50 ENV. X 10 COMP. 10 MG; NO_ACR
1097100160016; METRONIDAZOL (ASTERGYL); METRONIDAZOL ASTERGYL; NOT FOUND; FR 100 ML; NO_ACR
1376400320015; METRIZOL; METRIZOL; NOT FOUND; 500 MG CX. 1SC. PLASTICO 100ML; NO_ACR
1376400320023; METRIZOL; METRIZOL; NOT FOUND; 500 MG CX. 8SC. PLASTICO 100ML; NO_ACR
1517000210015; METRONIDAZOL; METRONIDAZOL; METRONIDAZOL; 5MG/ML SOL INJ IV ENV AL BOLS PLAS TRANS (SIST FECH) X 100 ML; NO_ACR
1517000210023; METRONIDAZOL; METRONIDAZOL; METRONIDAZOL; 5 MG/ML SOL INJ BOLS FLEX PP TRANS SIST FECH X 100 ML + ENV AL; NO_ACR
1099800210047; METRONIGEL; METRONIGEL; NOT FOUND; 200 MG/5ML CT C/ 100 FR 30ML; NO_ACR
1120900290028; METRONIDAZOL; METRONIDAZOL; METRONIDAZOL; 40 MG/ML SUS OR CX 50 FR VD AMB X 100 ML; NO_ACR
1040700130038; METRONIDAZOL; METRONIDAZOL; METRONIDAZOL; 4 % FR - CX C/50 FR C/ 100 ML; NO_ACR
1018300990012; METRONIDAZOL BENZ; METRONIDAZOL BENZ; NOT FOUND; CX.C50 FRASCO X 100ML; NO_ACR
1171700130013; METRONIDAN; METRONIDAN; NOT FOUND; 40 MG/ML SUS OR CT FR VD AMB X 100 ML; NO_ACR
1376400320031; METRIZOL; METRIZOL; NOT FOUND; 100 MG/G GEL VAG CT BG AL REV X 50G + 10 APLIC; NO_ACR
1018300990039; METRONIDAZOL; METRONIDAZOL; METRONIDAZOL; 100 MG/G GEL VAG CX 50 BG AL X 50 G + 50 APLIC (EMB HOSP); NO_ACR
1096300540019; METRONIDAZOL; METRONIDAZOL; METRONIDAZOL; 100 MG/G GEL VAG CT BG AL X 50G + 10 APLIC ; NO_ACR
1096300540027; METRONIDAZOL; METRONIDAZOL; METRONIDAZOL; 100 MG/G GEL VAG CX 50 BG AL X 50G + 500 APLIC (EMB HOSP); NO_ACR
1096300540035; METRONIDAZOL; METRONIDAZOL; METRONIDAZOL; 100 MG/G GEL VAG CX 100 BG AL X 50G + 1000 APLIC (EMB HOSP)  ; NO_ACR
1099800210039; METRONIGEL; METRONIGEL; NOT FOUND; 250MG COMP. CX. C/ 50 BL X 10 COMP.; NO_ACR
1120900290011; METRONIDAZOL; METRONIDAZOL; METRONIDAZOL; 250 MG COM CX 50 ENV KRAFT POLIET X 10 (EMB HOSP); NO_ACR
1040700130011; METRONIDAZOL; METRONIDAZOL; METRONIDAZOL; 250 MG / COMP / ENV - 10 COMP - CX C/50 ENV; NO_ACR
1433600120012; METRONIDAZOL; METRONIDAZOL; METRONIDAZOL; 250 MG CX C/50 ENV.X10 COMP.; NO_ACR
1171700130012; METRONIDAN; METRONIDAN; NOT FOUND; 20 COMP.; NO_ACR
1376400830013; MICOFENOLATO MOF G; MICOFENOLATO MOF G; NOT FOUND; 500 MG COM.REV. 5BLX10; NO_ACR
1103901820012; MICOFENOLATO DE MOFETILA; MICOFENOLATO MOFETILA; MICOFENOLATO MOFETILA; 500 MG COM REV CT BL AL PLAS LEIT X 10; NO_ACR
1103901820020; MICOFENOLATO DE MOFETILA; MICOFENOLATO MOFETILA; MICOFENOLATO MOFETILA; 500 MG COM REV CT BL AL PLAS LEIT X 20; NO_ACR
1103901820039; MICOFENOLATO DE MOFETILA; MICOFENOLATO MOFETILA; MICOFENOLATO MOFETILA; 500 MG COM REV CT BL AL PLAS LEIT X 30; NO_ACR
1103901820047; MICOFENOLATO DE MOFETILA; MICOFENOLATO MOFETILA; MICOFENOLATO MOFETILA; 500 MG COM REV CT BL AL PLAS LEIT X 40; NO_ACR
1103901820055; MICOFENOLATO DE MOFETILA; MICOFENOLATO MOFETILA; MICOFENOLATO MOFETILA; 500 MG COM REV CT BL AL PLAS LEIT X 50 (EMB HOSP); NO_ACR
1103901820071; MICOFENOLATO DE MOFETILA; MICOFENOLATO MOFETILA; MICOFENOLATO MOFETILA; 500 MG COM REV CT BL AL PLAS LEIT X 60 (EMB FRAC); NO_ACR
1103901820081; MICOFENOLATO DE MOFETILA; MICOFENOLATO MOFETILA; MICOFENOLATO MOFETILA; 500 MG COM REV CT BL AL PLAS LEIT X 90 (EMB FRAC); NO_ACR
1103901820063; MICOFENOLATO DE MOFETILA; MICOFENOLATO MOFETILA; MICOFENOLATO MOFETILA; 500 MG COM REV CT BL AL PLAS LEIT X 500 (EMB HOSP); NO_ACR
1103901680016; MICOFENOLATO DE SODIO; MICOFENOLATO SODIO; MICOFENOLATO SODIO; 180 MG COM REV CT BL AL/AL X 120 (EMB HOSP); NO_ACR
1103901680024; MICOFENOLATO DE SODIO; MICOFENOLATO SODIO; MICOFENOLATO SODIO; 360 MG COM REV CT BL AL/AL X 120 (EMB HOSP); NO_ACR
1508200290013; MILTEX; MILTEX; NOT FOUND; 60 MG/ML SOL TOP CT FR VD AMB CGT X 10 ML + 20 LUVAS; NO_ACR
1466800370027; MINOXIDIL; MINOXIDIL; MINOXIDIL; SOL.TOP. 20MG/ML FR PLASTICO X 60ML; NO_ACR
1466800370019; MINOXIDIL; MINOXIDIL; MINOXIDIL; SOL.TOP. 20MG/ML FR PLASTICO X 60ML +DOSIFICADOR; NO_ACR
1466800540011; MOCLOBEMIDA; MOCLOBEMIDA; MOCLOBEMIDA; 300MG 30 COMP REV; NO_ACR
1121303400018; MONONITRATO DE ISOSSORBIDA; MONONITRATO ISOSSORBIDA; MONONITRATO ISOSSORBIDA; 20 MG COM CT BL AL PLAS INC X 20 ; NO_ACR
1121303400026; MONONITRATO DE ISOSSORBIDA; MONONITRATO ISOSSORBIDA; MONONITRATO ISOSSORBIDA; 20 MG COM CT BL AL PLAS INC X 30; NO_ACR
1121303400069; MONONITRATO DE ISOSSORBIDA; MONONITRATO ISOSSORBIDA; MONONITRATO ISOSSORBIDA; 40 MG COM CT BL AL PLAS INC X 30; NO_ACR
1121303400050; MONONITRATO DE ISOSSORBIDA; MONONITRATO ISOSSORBIDA; MONONITRATO ISOSSORBIDA; 40 MG COM CT BL AL PLAS INC X 20 ; NO_ACR
1121304310012; MONTELUCASTE DE SODIO; MONTELUCASTE SODIO; MONTELUCASTE SODIO; 4 MG GRAN CT 10 SACH X 350 MG; NO_ACR
1121304310020; MONTELUCASTE DE SODIO; MONTELUCASTE SODIO; MONTELUCASTE SODIO; 4 MG GRAN CT 30 SACH X 350 MG; NO_ACR
1121304220013; MONTELUCASTE DE SÓDIO; MONTELUCASTE SODIO; MONTELUCASTE SODIO; 10 MG COM REV CT BL AL AL X 10; NO_ACR
1121304220048; MONTELUCASTE DE SÓDIO; MONTELUCASTE SODIO; MONTELUCASTE SODIO; 10 MG COM REV CT BL AL AL X 30; NO_ACR
1211003150015; MONTELUCASTE DE SODIO; MONTELUCASTE SODIO; MONTELUCASTE SODIO; 10 MG COM REV CT BL AL/AL X 7 ; NO_ACR
1211003150023; MONTELUCASTE DE SODIO; MONTELUCASTE SODIO; MONTELUCASTE SODIO; 10 MG COM REV CT BL AL/AL X 10; NO_ACR
1211003150031; MONTELUCASTE DE SODIO; MONTELUCASTE SODIO; MONTELUCASTE SODIO; 10 MG COM REV CT BL AL/AL X 14; NO_ACR
1211003150041; MONTELUCASTE DE SODIO; MONTELUCASTE SODIO; MONTELUCASTE SODIO; 10 MG COM REV CT BL AL/AL X 30; NO_ACR
1211003150058; MONTELUCASTE DE SODIO; MONTELUCASTE SODIO; MONTELUCASTE SODIO; 10 MG COM REV CT BL AL/AL X 60; NO_ACR
1211003150066; MONTELUCASTE DE SODIO; MONTELUCASTE SODIO; MONTELUCASTE SODIO; 10 MG COM REV CT BL AL/AL X 70 (EMB HOSP); NO_ACR
1211003150074; MONTELUCASTE DE SODIO; MONTELUCASTE SODIO; MONTELUCASTE SODIO; 10 MG COM REV CT BL AL/AL X 100 (EMB HOSP); NO_ACR
1211003150082; MONTELUCASTE DE SODIO; MONTELUCASTE SODIO; MONTELUCASTE SODIO; 10 MG COM REV CT BL AL/AL X 140 (EMB HOSP); NO_ACR
1211003150090; MONTELUCASTE DE SODIO; MONTELUCASTE SODIO; MONTELUCASTE SODIO; 10 MG COM REV CT BL AL/AL X 300 (EMB HOSP); NO_ACR
1468200120042; MESALGIN; MESALGIN; NOT FOUND; 100 MG COM CT BL AL PLAS INC X 10 ; NO_ACR
1468200120018; MESALGIN; MESALGIN; NOT FOUND; 100 MG COM CT 30 BL AL PLAS INC X 10; NO_ACR
