1039405320109; ACEBROFILINA; ACEBROFILINA; ACEBROFILINA; 10 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED ; NO_ACR
1121304610032; AMOXICILINA + CLAVULANATO DE POTÁSSIO; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 875 MG + 125 MG COM REV CT FR VD AMB X 20; NO_ACR
1099800050027; AMOXIGEL; AMOXIGEL; NOT FOUND; 250MG/5ML SUSP.ORAL CX C/ 50 FR 60ML; NO_ACR
1010700030479; AMOXIL; AMOXIL; NOT FOUND; 125 MG/5 ML PO PREP EXT CT FR VD AMB X 150 ML; NO_ACR
1010700030681; AMOXIL; AMOXIL; NOT FOUND; 250 MG/5ML PO EXT CT FR VD AMB X 150 ML; NO_ACR
1010700030495; AMOXIL; AMOXIL; NOT FOUND;  500 MG/5 ML PO EXT CT FR VD AMB X 150 ML; NO_ACR
1010702250018; AMOXIL BD; AMOXIL BD; NOT FOUND; 200MG / 5ML PO SUS OR CT FR VD AMB X 100 ML; NO_ACR
1010702250026; AMOXIL BD; AMOXIL BD; NOT FOUND; 400MG / 5ML PO SUS OR CT FR VD AMB X 100 ML; NO_ACR
1121304050010; AMOXICILINA TRIIDRATADA; AMOXICILINA TRIIDRATADA; NOT FOUND; 400 MG/ 5 ML PO SUS EXTEMP OR CT FR VD AMB X 100 ML + SER DOSAD X 10 ML; NO_ACR
1121304060016; AMOXICILINA TRIIDRATADA; AMOXICILINA TRIIDRATADA; NOT FOUND; 250 MG/5ML PO PREP EXT SUS OR CT FR VD AMB X 150 ML + SER DOS X 10 ML; NO_ACR
1099800050019; AMOXIGEL; AMOXIGEL; NOT FOUND; 500MG CAPS. CX C/ 500 CAPS.; NO_ACR
1376400660037; AXEPEN; AXEPEN; NOT FOUND; 500 MG CAP GEL DURA CT BL AL PLAS INC X 200 (EMB HOSP); NO_ACR
1376400660029; AXEPEN; AXEPEN; NOT FOUND; 500 MG CAP CX BL X 15; NO_ACR
1376400660010; AXEPEN; AXEPEN; NOT FOUND; 500 MG CAP CX BL X 8; NO_ACR
1010700030673; AMOXIL; AMOXIL; NOT FOUND; 500 MG CAP GEL DURA CT BL AL PLAS INC X 30; NO_ACR
1010700030371; AMOXIL; AMOXIL; NOT FOUND; 500 MG CAP GEL DURA CT BL AL PLAS INC X 15; NO_ACR
1010700030665; AMOXIL; AMOXIL; NOT FOUND; 500 MG CAP GEL DURA CT BL AL PLAS INC X 21; NO_ACR
1010702250042; AMOXIL BD; AMOXIL BD; NOT FOUND;  875 MG COM REV CT FR VD AMB X 20; NO_ACR
1010702250034; AMOXIL BD; AMOXIL BD; NOT FOUND; 875 MG COM REV CT FR VD AMB X 14; NO_ACR
1121304140011; AMOXICILINA; AMOXICILINA; AMOXICILINA; 875 MG COM CT BL AL PLAS TRANS X 14; NO_ACR
1121304150031; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500 MG CAP GEL DURA CT BL AL PLAS INC X 15; NO_ACR
1121304150058; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500 MG CAP GEL DURA CT BL AL PLAS INC X 21; NO_ACR
1121304150074; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500 MG CAP GEL DURA CT BL AL PLAS INC X 30; NO_ACR
1121304090012; AMOXICILINA TRIIDRATADA + CLAVULANATO DE POTÁSSIO; AMOXICILINA TRIIDRATADA CLAVULANATO POTASSIO; NOT FOUND; 400 MG + 57 MG/5 ML PO SUS OR CT FR VD AMB X 70 ML; NO_ACR
1121304090020; AMOXICILINA TRIIDRATADA + CLAVULANATO DE POTÁSSIO; AMOXICILINA TRIIDRATADA CLAVULANATO POTASSIO; NOT FOUND;  400 MG + 57 MG/5 ML PO SUS OR CT FR VD AMB X 100 ML; NO_ACR
1055001370025; ANZOPAC; ANZOPAC; NOT FOUND; COM. CX C/10 ENV; NO_ACR
1055001370017; ANZOPAC; ANZOPAC; NOT FOUND; COM. CX C/7 ENV; NO_ACR
1376401000014; AMOXICILINA + CLAVULANATO DE POTÁSSIO; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 1 G + 0.2 G PO P/SOL INJ IV CT FA VD INC + DIL AMP PLAS X 20 ML; NO_ACR
1376401000138; AMOXICILINA + CLAVULANATO DE POTÁSSIO; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 500 MG + 100 MG PO P/SOL INJ IV CX 20 FA VD INC + 20 DIL AMP PLAS X 10 ML (EMB HOSP); NO_ACR
1376401000146; AMOXICILINA + CLAVULANATO DE POTÁSSIO; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 500 MG + 100 MG PO P/SOL INJ IV CX 20 FA VD INC X 10 ML (EMB HOSP); NO_ACR
1376401000154; AMOXICILINA + CLAVULANATO DE POTÁSSIO; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 500 MG + 100 MG PO P/SOL INJ IV CX 50 FA VD INC + 50 DIL AMP PLAS X 10 ML (EMB HOSP); NO_ACR
1376401000162; AMOXICILINA + CLAVULANATO DE POTÁSSIO; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 500 MG + 100 MG PO P/ SOL INJ IV CX 50 FA VD INC  X 10 ML (EMB HOSP); NO_ACR
1376401000022; AMOXICILINA + CLAVULANATO DE POTÁSSIO; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 1 G + 0.2 G PO P/SOL INJ IV CT FA VD INC X 20 ML; NO_ACR
1376401000030; AMOXICILINA + CLAVULANATO DE POTÁSSIO; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 1 G + 0.2 G PO P/SOL INJ IV CX 10 FA VD INC + 10 DIL AMP PLAS X 20 ML; NO_ACR
1376401000049; AMOXICILINA + CLAVULANATO DE POTÁSSIO; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 1 G + 0.2 G PO P/SOL INJ IV CX 10 FA VD INC X 20 ML; NO_ACR
1376401000057; AMOXICILINA + CLAVULANATO DE POTÁSSIO; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 1 G + 0.2 G PO P/SOL INJ IV CX 20 FA VD INC + 20 DIL AMP PLAS X 20 ML (EMB HOSP); NO_ACR
1376401000065; AMOXICILINA + CLAVULANATO DE POTÁSSIO; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 1 G + 0.2 G PO P/SOL INJ IV CX 20 FA VD INC X 20 ML (EMB HOSP); NO_ACR
1376401000073; AMOXICILINA + CLAVULANATO DE POTÁSSIO; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 1 G + 0.2 G PO P/SOL INJ IV CX 50 FA VD INC + 50 DIL AMP PLAS X 20 ML (EMB HOSP); NO_ACR
1376401000081; AMOXICILINA + CLAVULANATO DE POTÁSSIO; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 1 G + 0.2 G PO P/ SOL INJ IV CX 50 FA VD INC X 20 ML (EMB HOSP); NO_ACR
1376401000091; AMOXICILINA + CLAVULANATO DE POTÁSSIO; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 500 MG + 100 MG PO P/SOL INJ IV CT FA VD INC + DIL AMP PLAS X 10 ML; NO_ACR
1376401000103; AMOXICILINA + CLAVULANATO DE POTÁSSIO; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 500 MG + 100 MG PO P/SOL INJ IV CT FA VD INC X 10 ML; NO_ACR
1376401000111; AMOXICILINA + CLAVULANATO DE POTÁSSIO; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 500 MG + 100 MG PO P/SOL INJ IV CX 10 FA VD INC + 10 DIL AMP PLAS X 10 ML; NO_ACR
1376401000121; AMOXICILINA + CLAVULANATO DE POTÁSSIO; AMOXICILINA CLAVULANATO POTASSIO; NOT FOUND; 500 MG + 100 MG PO P/SOL INJ IV CX 10 FA VD INC X 10 ML; NO_ACR
1085802200081; AMIPICILINA; AMIPICILINA; NOT FOUND; CX 100 FR/AMP INCOLOR+DIL 5ML SOD INJ 1G; NO_ACR
1085800440026; AMIPICILINA; AMIPICILINA; NOT FOUND; CX 50 FR/AMP 1G; NO_ACR
1085800440042; AMIPICILINA; AMIPICILINA; NOT FOUND; CX 50 FR/AMP 500MG; NO_ACR
1252100230025; AMPIICIKLYNA; AMPIICIKLYNA; NOT FOUND; 250 MG FR 150 ML; NO_ACR
1252100230041; AMPIICIKLYNA; AMPIICIKLYNA; NOT FOUND; 250 MG FR 60 ML; NO_ACR
1057700040031; AMPICIFLAN; AMPICIFLAN; NOT FOUND; 250 MG PO PARA SUSPENSAO FR 60 ML; NO_ACR
1085800440077; AMIPICILINA; AMIPICILINA; NOT FOUND; VD 60ML SUSP ORAL 250MG; NO_ACR
1252100230068; AMPIICIKLYNA; AMPIICIKLYNA; NOT FOUND; 500 MG BL 10 CAPS.; NO_ACR
1252100230076; AMPIICIKLYNA; AMPIICIKLYNA; NOT FOUND; 500 MG BL 21 CAPS; NO_ACR
1057700040056; AMPICIFLAN; AMPICIFLAN; NOT FOUND; 500 MG CX 12 CAPS; NO_ACR
1057700040064; AMPICIFLAN; AMPICIFLAN; NOT FOUND; 500 MG CAP CT 1 BL AL PLAS INC X 6; NO_ACR
1376401100078; AMPICILINA; AMPICILINA; AMPICILINA; 500 MG CAP GEL DURA CT BL AL PLAS INC X 100 (EMB HOSP); NO_ACR
1040700110019; AMPICILINA; AMPICILINA; AMPICILINA; 500 MG/COMP/ENV - 10 COMP - CX - C/ 50 ENV; NO_ACR
1018300790013; AMPICILINA; AMPICILINA; AMPICILINA; CX. C/50 ENV. X 10 COMP.; NO_ACR
1123300190019; AMPICILINA; AMPICILINA; AMPICILINA; 500 MG COM CX 50 ENV AL X 10; NO_ACR
1294000090014; AMPLIXILINA; AMPLIXILINA; NOT FOUND; 500 MG CAP GEL DURA CT BL AL PLAS INC X 10; NO_ACR
1085800440085; AMIPICILINA; AMIPICILINA; NOT FOUND; CX C/ 8 CAPS 500MG; NO_ACR
1376401040016; AMPICILINA SÓDICA; AMPICILINA SODICA; AMPICILINA SODICA; 1 G PO P/ SOL INJ CX 50 FA VD INC + 50 DIL AMP PLAS INC X 5 ML (EMB HOSP); NO_ACR
1376401040105; AMPICILINA SÓDICA; AMPICILINA SODICA; AMPICILINA SODICA; 1 G PO P/ SOL INJ CT 50 FA VD INC X 10 ML (EMB HOSP); NO_ACR
1556200320011; AMPICILINA SÓDICA + SULBACTAM SÓDICA; AMPICILINA SODICA SULBACTAM SODICA; NOT FOUND; 1 G + 0.5 G PO SOL INJ CT FA VD INC X 30 ML; NO_ACR
1556200320028; AMPICILINA SÓDICA + SULBACTAM SÓDICA; AMPICILINA SODICA SULBACTAM SODICA; NOT FOUND; 1 G + 0.5 G PO SOL INJ IV CX 10 FA VD INC X 30; NO_ACR
1556200320052; AMPICILINA SÓDICA + SULBACTAM SÓDICA; AMPICILINA SODICA SULBACTAM SODICA; NOT FOUND; 1 G + 0.5 G PO SOL INJ IV CX 100 FA VD INC X 30; NO_ACR
1556200320036; AMPICILINA SÓDICA + SULBACTAM SÓDICA; AMPICILINA SODICA SULBACTAM SODICA; NOT FOUND; 1 G + 0.5 G PO SOL INJ IV CX 25 FA VD INC X 30; NO_ACR
1556200320044; AMPICILINA SÓDICA + SULBACTAM SÓDICA; AMPICILINA SODICA SULBACTAM SODICA; NOT FOUND; 1 G + 0.5 G PO SOL INJ CX 50 FA VD INC X 30 ML (EMB HOSP); NO_ACR
1556200320079; AMPICILINA SÓDICA + SULBACTAM SÓDICA; AMPICILINA SODICA SULBACTAM SODICA; NOT FOUND; 2 G + 1 G PO P SOL INJ CX 10 FA VD INC X 30 ML (EMB HOSP); NO_ACR
1556200320060; AMPICILINA SÓDICA + SULBACTAM SÓDICA; AMPICILINA SODICA SULBACTAM SODICA; NOT FOUND; 2 G + 1 G PO P SOL INJ CT FA VD INC X 30 ML; NO_ACR
1556200320109; AMPICILINA SÓDICA + SULBACTAM SÓDICA; AMPICILINA SODICA SULBACTAM SODICA; NOT FOUND; 2 G + 1 G PO P SOL INJ CX 100 FA VD INC X 30 ML (EMB HOSP); NO_ACR
1556200320087; AMPICILINA SÓDICA + SULBACTAM SÓDICA; AMPICILINA SODICA SULBACTAM SODICA; NOT FOUND; 2 G + 1 G PO P SOL INJ CX 25 FA VD INC X 30 ML (EMB HOSP); NO_ACR
1556200320095; AMPICILINA SÓDICA + SULBACTAM SÓDICA; AMPICILINA SODICA SULBACTAM SODICA; NOT FOUND; 2 G + 1 G PO P SOL INJ CX 50 FA VD INC X 30 ML (EMB HOSP); NO_ACR
1376401090013; AMPICILINA SÓDICA + SULBACTAM SÓDICA; AMPICILINA SODICA SULBACTAM SODICA; NOT FOUND; 1G + 0.5G PO P/ SOL INJ CT 20 FA VD INC X 20 ML (EMB HOSP); NO_ACR
1376401090021; AMPICILINA SÓDICA + SULBACTAM SÓDICA; AMPICILINA SODICA SULBACTAM SODICA; NOT FOUND; 1G + 0.5G PO P/ SOL INJ CT 30 FA VD INC X 20 ML (EMB HOSP); NO_ACR
1376401090031; AMPICILINA SÓDICA + SULBACTAM SÓDICA; AMPICILINA SODICA SULBACTAM SODICA; NOT FOUND; 2G + 1G PO P/ SOL INJ CT 20 FA VD INC X 20 ML (EMB HOSP); NO_ACR
1376401090048; AMPICILINA SÓDICA + SULBACTAM SÓDICA; AMPICILINA SODICA SULBACTAM SODICA; NOT FOUND; 2G + 1G PO P/ SOL INJ CT 30 FA VD INC X 20 ML (EMB HOSP); NO_ACR
1092200030051; AMPICLER (AMPICILINA); AMPICLER AMPICILINA; NOT FOUND; 500 MG CAPS CX C/ 12; NO_ACR
1099800090041; AMPIGEL; AMPIGEL; NOT FOUND; 250MG/5ML SUSP.ORAL CX. C/ 50 FR 60ML; NO_ACR
1099800090014; AMPIGEL; AMPIGEL; NOT FOUND; 500MG CAPS. CX. C/ 50 BL X 10 CAPS.; NO_ACR
1099800090022; AMPIGEL; AMPIGEL; NOT FOUND; 500MG COMP. CX. C/ 50 BL X 10 COMP.; NO_ACR
1013100350108; AMPLITOR; AMPLITOR; NOT FOUND; 1 G INJ CX 1 FR AMP + DIL.; NO_ACR
1013100350094; AMPLITOR; AMPLITOR; NOT FOUND; 500 MG INJ CX 1 FR AMP + DIL.; NO_ACR
1013100350060; AMPLITOR; AMPLITOR; NOT FOUND; 250 MG/5ML SUSP CX 1FR 60ML; NO_ACR
1013100350035; AMPLITOR; AMPLITOR; NOT FOUND; 500 MG CAPS CX COM 18; NO_ACR
1013100350043; AMPLITOR; AMPLITOR; NOT FOUND; 500 MG CAPS VD COM 100; NO_ACR
1376400210066; AMPLOCILIN; AMPLOCILIN; NOT FOUND; 1000 MG PO LIOF INJ CT 50 FA VD INC; NO_ACR
1376400210058; AMPLOCILIN; AMPLOCILIN; NOT FOUND; 1G CX. 50 FA+DIL. 5ML; NO_ACR
1376400210041; AMPLOCILIN; AMPLOCILIN; NOT FOUND; 500 MG CX. 50 FA; NO_ACR
1376400210031; AMPLOCILIN; AMPLOCILIN; NOT FOUND; 500 MG CX. 50 FA+DIL.5ML; NO_ACR
1376400210023; AMPLOCILIN; AMPLOCILIN; NOT FOUND; 500 MG CAP GEL DURA CT BL AL PLAS INC X 100; NO_ACR
1376400210015; AMPLOCILIN; AMPLOCILIN; NOT FOUND; 500 MG CAP GEL DURA CT BL AL PLAS INC X 12; NO_ACR
1010700040016; AGENERASE; AGENERASE; NOT FOUND; 15 MG/ML SOL OR CT FR PLAS OPC X 240 ML; NO_ACR
1010700040024; AGENERASE; AGENERASE; NOT FOUND; 150 MG CAP GEL MOLE CT FR PLAS OPC X 240; NO_ACR
1002501060016; AGENERASE; AGENERASE; NOT FOUND; 50MG X 480CAPSULAS VD / MS; NO_ACR
1257600070011; AMBISOME; AMBISOME; NOT FOUND; 50 MG PO LIOF INJ CT 10 FA VD INC; NO_ACR
1211002980014; ANIDULAFUNGINA; ANIDULAFUNGINA; ANIDULAFUNGINA; 100 MG PO LIOF SOL INJ IV CT 1 FA VD TRANS; NO_ACR
1211002980022; ANIDULAFUNGINA; ANIDULAFUNGINA; ANIDULAFUNGINA; 100 MG PO LIOF SOL INJ IV CT 2 FA VD TRANS; NO_ACR
1211002980030; ANIDULAFUNGINA; ANIDULAFUNGINA; ANIDULAFUNGINA; 100 MG PO LIOF SOL INJ IV CT 15 FA VD TRANS; NO_ACR
1018500410028; AT III IMMUNO CONCENTRADO DE ANTITROMBINA III; AT III IMMUNO CONCENTRADO ANTITROMBINA III; NOT FOUND; FR AMP C/ 1000 UI LIOF + DILUENTE (20ML); NO_ACR
1018500410011; AT III IMMUNO CONCENTRADO DE ANTITROMBINA III; AT III IMMUNO CONCENTRADO ANTITROMBINA III; NOT FOUND; FR AMP C/ 500 UI LIOF + DILUENTE (10ML); NO_ACR
1121304360011; ARIPIPRAZOL; ARIPIPRAZOL; ARIPIPRAZOL; 10 MG COM CT BL AL/AL X10 ; NO_ACR
1121304360028; ARIPIPRAZOL; ARIPIPRAZOL; ARIPIPRAZOL; 15 MG COM CT BL AL/AL X 10; NO_ACR
1121304360036; ARIPIPRAZOL; ARIPIPRAZOL; ARIPIPRAZOL; 20 MG COM CT BL AL/AL X 10 ; NO_ACR
1121304360044; ARIPIPRAZOL; ARIPIPRAZOL; ARIPIPRAZOL; 30 MG COM CT BL AL/AL X 10; NO_ACR
1186102710022; ARGIX; ARGIX; NOT FOUND; 500 MG COM REV CT BL AL PLAS BCO X 60; NO_ACR
1466800880017; ATENOLOL; ATENOLOL; ATENOLOL; 50 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
1466800880025; ATENOLOL; ATENOLOL; ATENOLOL; 100 MG CVOM REV CT BL AL PLAS INC X 30; NO_ACR
1474200090040; ATENOLOL; ATENOLOL; ATENOLOL; 100 MG COM CT  BL AL PLAS INC X 30; NO_ACR
1474200090016; ATENOLOL; ATENOLOL; ATENOLOL; 50 MG COM CT  BL AL PLAS INC X 30; NO_ACR
1011601890060; ATENOLOL; ATENOLOL; ATENOLOL; 100 MG COM CT 2 BL AL PLAS INC X 14; NO_ACR
1011601890052; ATENOLOL; ATENOLOL; ATENOLOL; 50 MG COM CT 2 BL AL PLAS INC X 14; NO_ACR
1121300240087; ANGIPRESS; ANGIPRESS; NOT FOUND; 100 MG COM CT BL AL PLAS INC X 28 ; NO_ACR
1121300240060; ANGIPRESS; ANGIPRESS; NOT FOUND; 25 MG COM CT BL AL PLAS INC X 28 ; NO_ACR
1121300240079; ANGIPRESS; ANGIPRESS; NOT FOUND; 50 MG COM CT BL AL PLAS INC X 28 ; NO_ACR
1121302550067; ATENOLOL; ATENOLOL; ATENOLOL; 100 MG COM CT BL AL PLAS INC X 30; NO_ACR
1121302550016; ATENOLOL; ATENOLOL; ATENOLOL; 25 MG COM CT BL AL PLAS  INC X 30; NO_ACR
1121302550016; ATENOLOL; ATENOLOL; ATENOLOL; 25 MG COM CT 3 BL AL PLAS INC X 10; NO_ACR
1121302550083; ATENOLOL; ATENOLOL; ATENOLOL; 50 MG COM CT 2 BL AL PLAS INC X 15; NO_ACR
1121302550032; ATENOLOL; ATENOLOL; ATENOLOL; 50 MG COM CT BL AL PLAS INC X 30; NO_ACR
1121300240192; ANGIPRESS; ANGIPRESS; NOT FOUND; 25 MG COM CT BL AL PLAS TRANS X 30; NO_ACR
1121300240214; ANGIPRESS; ANGIPRESS; NOT FOUND; 50 MG COM CT BL AL PLAS TRANS X 30; NO_ACR
1121300240230; ANGIPRESS; ANGIPRESS; NOT FOUND; 100 MG COM CT BL AL PLAS TRANS X 30; NO_ACR
1546300040038; ATENOLOL; ATENOLOL; ATENOLOL; 50 MG COM REV CT BL AL PLAST INC X 14; NO_ACR
1546300040054; ATENOLOL; ATENOLOL; ATENOLOL; 100 MG COM REV CT 1 BL AL PLAS INC X 14; NO_ACR
1546300040062; ATENOLOL; ATENOLOL; ATENOLOL; 100 MG COM REV CT 2 BL AL PLAS INC X 14; NO_ACR
1546300040011; ATENOLOL; ATENOLOL; ATENOLOL; 25 MG COM REV CT 1 BL AL PLAS INC X 14; NO_ACR
1546300040021; ATENOLOL; ATENOLOL; ATENOLOL; 25 MG COM REV CT 2 BL AL PLAS INC X 14; NO_ACR
1546300040046; ATENOLOL; ATENOLOL; ATENOLOL; 50 MG COM REV CT 2 BL AL PLAS INC X 14; NO_ACR
1549800050010; ATENOLOL; ATENOLOL; ATENOLOL; 25 MG COM REV CT 1 BL AL PLAS INC X 14; NO_ACR
1549800050053; ATENOLOL; ATENOLOL; ATENOLOL; 100 MG COM REV CT 1 BL AL PLAS INC X 14; NO_ACR
1549800050061; ATENOLOL; ATENOLOL; ATENOLOL; 100 MG COM REV CT 2 BL AL PLAS INC X 14; NO_ACR
1549800050029; ATENOLOL; ATENOLOL; ATENOLOL; 25 MG COM REV CT 2 BL AL PLAS INC X 14; NO_ACR
1549800050037; ATENOLOL; ATENOLOL; ATENOLOL; 50 MG COM REV CT 1 BL AL PLAS INC X 14; NO_ACR
1549800050045; ATENOLOL; ATENOLOL; ATENOLOL; 50 MG COM REV CT 2 BL AL PLAS INC X 14; NO_ACR
1121301880039; ANGIPRESS CD; ANGIPRESS CD; NOT FOUND; 100 MG + 25 MG COM CT BL AL PLAS INC X 28; NO_ACR
1121301880047; ANGIPRESS CD; ANGIPRESS CD; NOT FOUND; 25 MG + 12.5 MG COM CT BL AL PLAS INC X 28; NO_ACR
1121301880020; ANGIPRESS CD; ANGIPRESS CD; NOT FOUND; 50 MG + 12.5 MG COM CT BL AL PLAS INC X 28; NO_ACR
1121301880144; ANGIPRESS CD; ANGIPRESS CD; NOT FOUND; 100 MG + 25 MG COM CT BL AL PLAS INC X 30; NO_ACR
1121301880128; ANGIPRESS CD; ANGIPRESS CD; NOT FOUND; 50 MG + 12.5 MG COM CT BL AL PLAS INC X 30; NO_ACR
1121301880101; ANGIPRESS CD; ANGIPRESS CD; NOT FOUND; 25 MG + 12.5 MG COM CT BL AL PLAS INC X 30; NO_ACR
1121301880098; ANGIPRESS CD; ANGIPRESS CD; NOT FOUND; 25 MG + 12.5 MG COM CT BL AL PLAS INC X 15; NO_ACR
1121301880111; ANGIPRESS CD; ANGIPRESS CD; NOT FOUND; 50 MG + 12.5 MG COM CT BL AL PLAS INC X 15; NO_ACR
1121301880136; ANGIPRESS CD; ANGIPRESS CD; NOT FOUND; 100 MG + 25 MG COM CT BL AL PLAS INC X 15; NO_ACR
1121303450058; ATENOLOL + CLORTALIDONA; ATENOLOL CLORTALIDONA; NOT FOUND; 100 MG + 25 MG COM CT BL AL PLAS INC X 30; NO_ACR
1121303450023; ATENOLOL + CLORTALIDONA; ATENOLOL CLORTALIDONA; NOT FOUND; 50 MG + 12.5 MG COM CT BL AL PLAS INC X 30; NO_ACR
1211003130030; ATENOLOL+CLORTALIDONA; ATENOLOL CLORTALIDONA; NOT FOUND; 50 MG + 12.5 MG COM CT BL AL PLAS INC X 60 (EMB HOSP); NO_ACR
1211003130057; ATENOLOL+CLORTALIDONA; ATENOLOL CLORTALIDONA; NOT FOUND; 100 MG + 25 MG COM CT BL AL PLAS INC X 28 ; NO_ACR
1211003130065; ATENOLOL+CLORTALIDONA; ATENOLOL CLORTALIDONA; NOT FOUND; 100 MG + 25 MG COM CT BL AL PLAS INC X 30; NO_ACR
1211003130073; ATENOLOL+CLORTALIDONA; ATENOLOL CLORTALIDONA; NOT FOUND; 100 MG + 25 MG COM CT BL AL PLAS INC X 60 (EMB HOSP); NO_ACR
1211003130049; ATENOLOL+CLORTALIDONA; ATENOLOL CLORTALIDONA; NOT FOUND; 50 MG + 12.5 MG COM CT BL AL PLAS INC X 90 (EMB FRAC); NO_ACR
1211003130081; ATENOLOL+CLORTALIDONA; ATENOLOL CLORTALIDONA; NOT FOUND; 100 MG + 25 MG COM CT BL AL PLAS INC X 90 (EMB FRAC); NO_ACR
1211003130014; ATENOLOL+CLORTALIDONA; ATENOLOL CLORTALIDONA; NOT FOUND; 50 MG + 12.5 MG COM CT BL AL PLAS INC X 28; NO_ACR
1211003130022; ATENOLOL+CLORTALIDONA; ATENOLOL CLORTALIDONA; NOT FOUND; 50 MG + 12.5 MG COM CT BL AL PLAS INC X 30; NO_ACR
1211003120019; ATEPLUS; ATEPLUS; NOT FOUND; 50 MG + 12.5 MG COM CT BL AL PLAS INC X 30; NO_ACR
1211003120027; ATEPLUS; ATEPLUS; NOT FOUND; 50 MG + 12.5 MG COM CT BL AL PLAS INC X 60; NO_ACR
1211003120035; ATEPLUS; ATEPLUS; NOT FOUND; 100 MG + 25 MG COM CT BL AL PLAS INC X 30; NO_ACR
1211003120043; ATEPLUS; ATEPLUS; NOT FOUND; 100 MG + 25 MG COM CT BL AL PLAS INC X 60; NO_ACR
1121304040023; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 10 MG COM REV CT BL AL/AL X 30; NO_ACR
1121304040066; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 20 MG COM REV CT BL AL/AL X 30; NO_ACR
1121304040104; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 40 MG COM REV CT BL AL/AL X 30; NO_ACR
1121304040147; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 80 MG COM REV CT BL AL/AL X 30; NO_ACR
1211002820017; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 10 MG COM REV CT BL AL/AL X 10; NO_ACR
1211002820025; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 10 MG COM REV CT BL AL/AL X 20; NO_ACR
1211002820033; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 10 MG COM REV CT BL AL/AL X 30; NO_ACR
1211002820041; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 10 MG COM REV CT BL AL/AL X 60; NO_ACR
1211002820051; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 10 MG COM REV CT BL AL/AL X 90; NO_ACR
1211002820068; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 20 MG COM REV CT BL AL/AL X 10; NO_ACR
1211002820076; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 20 MG COM REV CT BL AL/AL X 20; NO_ACR
1211002820084; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 20 MG COM REV CT BL AL/AL X 30; NO_ACR
1211002820092; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 20 MG COM REV CT BL AL/AL X 60; NO_ACR
1211002820106; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 20 MG COM REV CT BL AL/AL X 90; NO_ACR
1211002820114; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 40 MG COM REV CT BL AL/AL X 10; NO_ACR
1211002820122; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 40 MG COM REV CT BL AL/AL X 20; NO_ACR
1211002820130; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 40 MG COM REV CT BL AL/AL X 30; NO_ACR
1211002820149; ATORVASTATINA CÁLCICA; ATORVASTATINA CALCICA; ATORVASTATINA CALCICA; 40 MG COM REV CT BL AL/AL X 60; NO_ACR
