1121302850011; SOMATULINE LP; SOMATULINE LP; NOT FOUND; 30 MG PO LIOF INJ CT FA + AMP DIL 2 ML + SER + 2 AGULHAS; NO_ACR
1055001730031; SINEDOL; SINEDOL; NOT FOUND; 50 MG CAP GEL DURA CT 01 BL AL PLAS AMB X 10; NO_ACR
1055001730013; SINEDOL; SINEDOL; NOT FOUND; 100 MG COM AB RETARD CT 01 BL AL PLAS AMB X 10; NO_ACR
1010701500037; STELAZINE; STELAZINE; NOT FOUND; 2 MG COM REV CT BL AL PLAS INC X 20; NO_ACR
1010701500045; STELAZINE; STELAZINE; NOT FOUND; 5 MG COM REV CT BL AL PLAS INC X 20; NO_ACR
1121303910032; SIMETICONA; SIMETICONA; SIMETICONA; 75 MG/ML EMU OR CT FR PLAS OPC GOT X 15 ML; NO_ACR
1121303910016; SIMETICONA; SIMETICONA; SIMETICONA; 75 MG/ML EMU OR CT FR PLAS OPC GOT X 10 ML ; NO_ACR
1121303870014; SIMETICONA; SIMETICONA; SIMETICONA; 40 MG COM CT BL AL PLAS INC X 20; NO_ACR
1002900180023; STOCRIN; STOCRIN; NOT FOUND; 100 MG CAP GEL DURA CT FR PLAS OPC X 30; NO_ACR
1002900180041; STOCRIN; STOCRIN; NOT FOUND; 200 MG CAP GEL DURA CT FR PLAS OPC X 90; NO_ACR
1002900180015; STOCRIN; STOCRIN; NOT FOUND; 50 MG CAP GEL DURA CT FR PLAS OPC X 30; NO_ACR
1002900180074; STOCRIN; STOCRIN; NOT FOUND; 600 MG COM REV CT FR PLAS BCO OPC HPDE X 30; NO_ACR
1047600310023; SUPLENCIOL; SUPLENCIOL; NOT FOUND; SUSP VD 200 ML; NO_ACR
1468200260014; SOMPRAZ IV; SOMPRAZ IV; NOT FOUND; 40 MG PO LIOF SOL INJ CT FA VD TRANS ; NO_ACR
1468200260022; SOMPRAZ IV; SOMPRAZ IV; NOT FOUND; 40 MG PO LIOF SOL INJ CT 10 FA VD TRANS ; NO_ACR
1376400720013; STAVIX; STAVIX; NOT FOUND; 15 MG CAPS FR 60; NO_ACR
1376400720021; STAVIX; STAVIX; NOT FOUND; 20 MG CAPS FR 60; NO_ACR
1376400720031; STAVIX; STAVIX; NOT FOUND; 30 MG CAPS FR 60; NO_ACR
1376400720048; STAVIX; STAVIX; NOT FOUND; 40 MG CAPS FR 60; NO_ACR
1017100840043; SANDRENA; SANDRENA; NOT FOUND; 0.1 PCC GEL CT 28 SACH X 0.5 G; NO_ACR
1017100840027; SANDRENA; SANDRENA; NOT FOUND; 0.1 PCC GEL CT 28 SACH X 1.0 G; NO_ACR
1123633360059; SYSTEN; SYSTEN; NOT FOUND; 6.4 MG ADES TRANSD CT X 8 SACHE X 1; NO_ACR
1123633360024; SYSTEN; SYSTEN; NOT FOUND; 1.6 MG ADES TRANSD CT X 8 SACHE X 1; NO_ACR
1123633360083; SYSTEN; SYSTEN; NOT FOUND; 3.2 MG ADES TRANSD CT X 8 SACHE X 1; NO_ACR
1123633360040; SYSTEN; SYSTEN; NOT FOUND; 50 MCG - ADES - ENV - 6 ENV; NO_ACR
1123633170012; SYSTEN; SYSTEN; NOT FOUND; 3.2 MG + 11.2 MG ADES TRANSD CT 8 SACHE X 1; NO_ACR
1123633150011; SYSTEN; SYSTEN; NOT FOUND; 3.2 MG ADES CT 4 ENV X 1 / 3.2 MG + 11.2 MG ADES CT 4 ENV X 1; NO_ACR
1002901860011; STEZZA; STEZZA; NOT FOUND; 2.5 MG + 1.5 MG COM REV CT BL AL PVC CALEND X 24 + 4 PLACEBO; NO_ACR
1002901860028; STEZZA; STEZZA; NOT FOUND; 2.5 MG + 1.5 MG COM REV CT BL AL PVC CALEND X 72 + 12 PLACEBO ; NO_ACR
1015101160023; STREPTASE; STREPTASE; NOT FOUND; 1500000 UI PO LIOF INJ CT FA VD INC; NO_ACR
1015101160015; STREPTASE; STREPTASE; NOT FOUND; 250.000 UI PO LIOF INJ CT FA VD INC; NO_ACR
1015101160031; STREPTASE; STREPTASE; NOT FOUND; 750000 UI PO LIOF INJ CT FA VD INC; NO_ACR
1123600190030; SIBELIUM; SIBELIUM; NOT FOUND; 10 MG COM CT BL PLAS INC X 30; NO_ACR
1739000030061; STREPSILS; STREPSILS; NOT FOUND; 8.75 MG PAST CT BL AL PLAS OPC X 36 (MEL E LIMAO) (EMB. MULT.); NO_ACR
1739000030037; STREPSILS; STREPSILS; NOT FOUND; 8.75 MG PAST CT BL AL PLAS OPC X 12 (MEL E LIMAO); NO_ACR
1739000030045; STREPSILS; STREPSILS; NOT FOUND; 8.75 MG PAST CT BL AL PLAS OPC X 16 (MEL E LIMAO); NO_ACR
1739000030053; STREPSILS; STREPSILS; NOT FOUND; 8.75 MG PAST CT BL AL PLAS OPC X 24 (MEL E LIMAO) (EMB. MULT.); NO_ACR
1739000030010; STREPSILS; STREPSILS; NOT FOUND; 8.75 MG PAST CT BL AL PLAS OPC X 4 (MEL E LIMAO); NO_ACR
1739000030071; STREPSILS; STREPSILS; NOT FOUND; 8.75 MG PAST CT BL AL PLAS OPC X 48 (MEL E LIMAO) (EMB. MULT.); NO_ACR
1739000030029; STREPSILS; STREPSILS; NOT FOUND; 8.75 MG PAST CT BL AL PLAS OPC X 8 (MEL E LIMAO); NO_ACR
1068900760019; SUPRAVIT; SUPRAVIT; NOT FOUND; POLIVIT DRG FR VD X 30; NO_ACR
1119900030019; SUPOSIT CLICERINA; SUPOSIT CLICERINA; NOT FOUND; CART. C/ 1 STRIP C/ 5 SUP.RETAL ; 9.0G DE CLICEROL ADULTO; NO_ACR
1119900030029; SUPOSIT CLICERINA; SUPOSIT CLICERINA; NOT FOUND; CART. C/ 1 STRIP C/ 5 SUP.RETAL ; 7.28G DE CLICEROL INFANTIL; NO_ACR
1517000010121; SOLUÇÃO DE GLICOSE; SOLUCAO GLICOSE; NOT FOUND; 500 MG/ML SOL INJ IV CX 50 AMP PLAS INC PE X 20 ML; NO_ACR
1517000010105; SOLUÇÃO DE GLICOSE; SOLUCAO GLICOSE; NOT FOUND; 250 MG/ML SOL INJ IV CX 100 AMP PLAS INC PE X 20 ML; NO_ACR
1517000010091; SOLUÇÃO DE GLICOSE; SOLUCAO GLICOSE; NOT FOUND; 250 MG/ML SOL INJ IV CX 50 AMP PLAS INC PE X 20 ML; NO_ACR
1517000010131; SOLUÇÃO DE GLICOSE; SOLUCAO GLICOSE; NOT FOUND; 500 MG/ML SOL INJ IV CX 100 AMP PLAS INC PE X 20 ML; NO_ACR
1022700050041; SOLUÇÃO GLICOSADA; SOLUCAO GLICOSADA; NOT FOUND; 5 G/100 SOL INJ FR PLASTICO TRANSPARENTE X 1000ML; NO_ACR
1022700050015; SOLUÇÃO GLICOSADA; SOLUCAO GLICOSADA; NOT FOUND; 5 G/100 SOL INJ FR PLASTICO TRANSPARENTE X 100ML; NO_ACR
1022700050023; SOLUÇÃO GLICOSADA; SOLUCAO GLICOSADA; NOT FOUND; 5 G/100 SOL INJ FR PLASTICO TRANSPARENTE X 250ML; NO_ACR
1022700050031; SOLUÇÃO GLICOSADA; SOLUCAO GLICOSADA; NOT FOUND; 5 G/100 SOL INJ FR PLASTICO TRANSPARENTE X 500ML; NO_ACR
1064601210036; SOLUSTREP; SOLUSTREP; NOT FOUND; 1.500.000 UI PO LIOF CT FA VD INC; NO_ACR
1064601210028; SOLUSTREP; SOLUSTREP; NOT FOUND; 750.000 UI PO LIOF CT FA VD INC; NO_ACR
1123634050010; SIMPONI; SIMPONI; NOT FOUND; 50 MG SOL INJ CT 1 SER PREENC X 0.5 ML; NO_ACR
1123634050029; SIMPONI; SIMPONI; NOT FOUND; 50 MG SOL INJ CT 1 SER PREENC X 0.5 ML ACOPLADA EM CAN APLIC; NO_ACR
1123634050037; SIMPONI; SIMPONI; NOT FOUND; 50 MG SOL INJ CT 1 SER PREENC X 0.5 ML ACOP CAN APLIC C/ MANGA SEG; NO_ACR
1017101840012; SIMPONI; SIMPONI; NOT FOUND; 50 MG SOL INJ CT 1 SER PREENC X 0.5 ML; NO_ACR
1017101840020; SIMPONI; SIMPONI; NOT FOUND; 50 MG SOL INJ CT 1 SER PREENC X 0.5 ML ACOPLADA EM CANETA APLICADORA; NO_ACR
1171700040014; SPECTOSAN; SPECTOSAN; NOT FOUND; (5.0 + 2.5 + 0.1) MG/ML XPE CT FR VD AMB X 100 ML; NO_ACR
1171700040022; SPECTOSAN; SPECTOSAN; NOT FOUND; (6.60 + 3.30 + 0.12) MG/ML XPE CT FR VD AMB X 150 ML; NO_ACR
1171700040073; SPECTOSAN; SPECTOSAN; NOT FOUND; (5.0 + 2.5 + 0.1) MG/ML XPE CT FR VD AMB X 100 ML SABOR MEL; NO_ACR
1171700040081; SPECTOSAN; SPECTOSAN; NOT FOUND; (6.60 + 3.30 + 0.12) MG/ML XPE CT FR VD AMB X 150 ML SABOR MEL; NO_ACR
1121303470040; SEROQUEL; SEROQUEL; NOT FOUND; 100 MG COM REV CT 2 BL PVC OPC AL X 14; NO_ACR
1121303470032; SEROQUEL; SEROQUEL; NOT FOUND; 100 MG COM REV CT BL PVC OPC AL X 14; NO_ACR
1121303470024; SEROQUEL; SEROQUEL; NOT FOUND; 200 MG COM REV CT 2 BL PVC OPC AL X 14; NO_ACR
1121303470016; SEROQUEL; SEROQUEL; NOT FOUND; 200 MG COM REV CT PVC OPC AL X 14; NO_ACR
1121303470067; SEROQUEL; SEROQUEL; NOT FOUND; 25 MG COM REV CT 2 BL PVC OPC AL X 14; NO_ACR
1121303470059; SEROQUEL; SEROQUEL; NOT FOUND; 25 MG COM REV CT BL PVC OPC AL X 14; NO_ACR
1803700060015; SONOVUE; SONOVUE; NOT FOUND; 25 MG PO LIOF INJ C GAS 8uL / ML CX DIL 5 ML C APLIC; NO_ACR
1015101200157; SANDOGLOBULINA PRIVIGEN; SANDOGLOBULINA PRIVIGEN; NOT FOUND; 0.1 G/ML SOL INJ CT FA VD TRANS X 25 ML; NO_ACR
1015101200165; SANDOGLOBULINA PRIVIGEN; SANDOGLOBULINA PRIVIGEN; NOT FOUND; 0.1 G/ML SOL INJ CT FA VD TRANS X 50 ML; NO_ACR
1015101200173; SANDOGLOBULINA PRIVIGEN; SANDOGLOBULINA PRIVIGEN; NOT FOUND; 0.1 G/ML SOL INJ CT FA VD TRANS X 100 ML; NO_ACR
1015101200181; SANDOGLOBULINA PRIVIGEN; SANDOGLOBULINA PRIVIGEN; NOT FOUND; 0.1 G/ML SOL INJ CT FA VD TRANS X 200 ML; NO_ACR
1015101200017; SANDOGLOBULINA; SANDOGLOBULINA; NOT FOUND; 1 G PO LIOF INJ CT FA VD INC + FA VD INC DIL X 33 ML + EQP INFUS; NO_ACR
1015101200041; SANDOGLOBULINA; SANDOGLOBULINA; NOT FOUND; 12 G PO LIOF INJ CT FA VD INC + FA VD INC DIL X 200 ML + EQP INFUS; NO_ACR
1015101200025; SANDOGLOBULINA; SANDOGLOBULINA; NOT FOUND; 3 G PO LIOF INJ CT FA VD INC + FA VD INC DIL X 100 ML + EQP INFUS; NO_ACR
1015101200033; SANDOGLOBULINA; SANDOGLOBULINA; NOT FOUND; 6 G PO LIOF INJ CT FA VD INC + FA VD INC DIL X 200 ML + EQP INFUS; NO_ACR
1123600280031; SPORANOX; SPORANOX; NOT FOUND; 100 MG CAP GEL CT BL AL PLAS INC X 10; NO_ACR
1123600280048; SPORANOX; SPORANOX; NOT FOUND; 100 MG CAP GEL CT BL AL PLAS INC X 15; NO_ACR
1123600280013; SPORANOX; SPORANOX; NOT FOUND; 100 MG CAP GEL CT BL AL PLAS INC X 4; NO_ACR
1123600280072; SPORANOX; SPORANOX; NOT FOUND; 100 MG CAP GEL CT 7 BL AL PLAS INC X 4; NO_ACR
1105200020032; SALONPAS PAIN RELIEF PATCH; SALONPAS PAIN RELIEF PATCH; NOT FOUND; PATCH 05 UNID; NO_ACR
1105200020024; SALONPAS PAIN RELIEF PATCH; SALONPAS PAIN RELIEF PATCH; NOT FOUND; PATCH 03 UNID; NO_ACR
1017101880022; SAPHRIS; SAPHRIS; NOT FOUND; 5 MG COM SUBL CT BL AL X 60; NO_ACR
1017101880014; SAPHRIS; SAPHRIS; NOT FOUND; 5 MG COM SUBL CT BL AL X 20 ; NO_ACR
1017101880049; SAPHRIS; SAPHRIS; NOT FOUND; 10 MG COM SUBL CT BL AL X 20  ; NO_ACR
1017101880065; SAPHRIS; SAPHRIS; NOT FOUND; 10 MG COM SUBL CT BL AL X 60; NO_ACR
1211700420013; SONIN; SONIN; NOT FOUND; XPE FR 120 ML; NO_ACR
1013900220039; SOLUÇÃO DE MANITOL 20%; SOLUCAO MANITOL 20; NOT FOUND; 200 MG/ML SOL INJ IV CX 40 FR PLAS TRANS SIST FECH X 250 ML; NO_ACR
1105200010101; SALONPAS; SALONPAS; NOT FOUND; (30 + 38.5 + 38.5 + 19) MG/ML AER TB AL X 80 ML; NO_ACR
1105200010045; SALONPAS; SALONPAS; NOT FOUND; 0.15 G/G + 0.07 G/G GEL CT TB AL X 40 G; NO_ACR
1105200010071; SALONPAS; SALONPAS; NOT FOUND; 52.8 MG/ML + 54.0 MG/ML + 30.0 MG/ML + 5.0 MG/ML LIN CT FR PLAS OPC X 30 ML; NO_ACR
1105200010061; SALONPAS; SALONPAS; NOT FOUND; 0.15 G + 0.07 G / G GEL CT TB AL X 20 G; NO_ACR
1105200010118; SALONPAS; SALONPAS; NOT FOUND; (12.5 + 10 + 10 + 3) MG / G EMP CT ENV AL POLIET X 3 UNID; NO_ACR
1058200060012; SANVERME; SANVERME; NOT FOUND; 250 MG COM CX 2 ENV KRAFT X 10; NO_ACR
1002900050081; SINGULAIR; SINGULAIR; NOT FOUND; 10 MG CX. 1 BL X 10 CPD; NO_ACR
1002900050022; SINGULAIR; SINGULAIR; NOT FOUND; 10 MG CX. 3 BL X 10 CPD; NO_ACR
1002900050057; SINGULAIR; SINGULAIR; NOT FOUND; 4 MG CX. 1 BL X 10 CPD; NO_ACR
1002900050065; SINGULAIR; SINGULAIR; NOT FOUND; 4 MG CX. 3 BL X 10 CPD; NO_ACR
1002900050073; SINGULAIR; SINGULAIR; NOT FOUND; 5 MG CX. 1 BL X 10 CPD; NO_ACR
1002900050014; SINGULAIR; SINGULAIR; NOT FOUND; 5 MG CX. 3 BL X 10 CPD; NO_ACR
1002900050121; SINGULAIR; SINGULAIR; NOT FOUND; 4 MG GRAN OR CT 10 SACH AL/POLIET X 500 MG  ; NO_ACR
1002900050111; SINGULAIR; SINGULAIR; NOT FOUND; 4 MG GRAN OR CT 30 SACH AL/POLIET X 500 MG ; NO_ACR
1211000960016; STRESSTABS 600 ZINCO; STRESSTABS 600 ZINCO; NOT FOUND; CARTUCHO CONTENDO 1 FRASCO PLASTICO COM 30 COMPRIMIDOS; NO_ACR
1046200340021; SENOPHILE; SENOPHILE; NOT FOUND; FRASCO COM 150 G; NO_ACR
1046200340011; SENOPHILE; SENOPHILE; NOT FOUND; BISNAGA COM 20 G POMADA; NO_ACR
1026900640013; STAFLOX; STAFLOX; NOT FOUND; CX COM 1 BL X 14 COMP; NO_ACR
1376401260016; SEDOPAN; SEDOPAN; NOT FOUND; 10 MG COM REV CT BL AL/AL X 10; NO_ACR
1376401260040; SEDOPAN; SEDOPAN; NOT FOUND; 10 MG COM REV CT BL AL/AL X 30; NO_ACR
1010701690154; SONRIDOR; SONRIDOR; NOT FOUND; 3G EFERV COMP 12X2; NO_ACR
1010701690057; SONRIDOR; SONRIDOR; NOT FOUND; 3G EFERV COMP 5X2; NO_ACR
1010701690138; SONRIDOR; SONRIDOR; NOT FOUND; 500 MG COM  EFERV CT 15 STR AL/PE X 4; NO_ACR
1010701690121; SONRIDOR; SONRIDOR; NOT FOUND; 500 MG COM EFERV CT 2 STR AL/PE X 2 ; NO_ACR
1123600180019; SEMAP; SEMAP; NOT FOUND; 20 MG - COMP - BL - 6 COMP; NO_ACR
1026600510025; SENNA ALMEIDA PRADO 46; SENNA ALMEIDA PRADO 46; NOT FOUND; 0.005+0.02G+0.015G COM CT TB PLAS X 60; NO_ACR
1211700440016; SELVIGON; SELVIGON; NOT FOUND; GTS FR X 10 ML; NO_ACR
1211700440032; SELVIGON; SELVIGON; NOT FOUND; XPE FR X 100 ML; NO_ACR
1211000220021; SORCAL; SORCAL; NOT FOUND; 900 MG/G PO OR CX 60 ENV X 30 G; NO_ACR
1127000210017; SYNCRO; SYNCRO; NOT FOUND; CAP FR PLAS OPC X 30; NO_ACR
1010702300015; SERETIDE SPRAY; SERETIDE SPRAY; NOT FOUND;  25 MCG/DOSE + 125 MCG/DOSE SUS OR PROP TB AL X 120 DOSES + VAL DOS; NO_ACR
1010702300023; SERETIDE SPRAY; SERETIDE SPRAY; NOT FOUND; 25 MCG/DOSE + 250 MCG/DOSE SUS OR PROP AER TB AL X 120 DOSES + VALV DOS; NO_ACR
1010702300031; SERETIDE SPRAY; SERETIDE SPRAY; NOT FOUND; 25 MCG/DOSE + 50 MCG/DOSE SUS OR PROP AER TB AL X 120 DOSES + VALV DOS; NO_ACR
1010702300066; SERETIDE DISKUS; SERETIDE DISKUS; NOT FOUND; 50 MCG + 250 MCG PO INAL CT STR X 28 DOSES; NO_ACR
1010702300082; SERETIDE DISKUS; SERETIDE DISKUS; NOT FOUND; 50 MCG + 500 MCG PO INAL CT STR X 28 DOSES; NO_ACR
1010702300058; SERETIDE; SERETIDE; NOT FOUND; 50 MCG + 100 MCG PO INAL CT STR X 60 DOSES; NO_ACR
1010702300074; SERETIDE; SERETIDE; NOT FOUND; 50 MCG + 250 MCG PO INAL CT STR X 60 DOSES; NO_ACR
1010702300090; SERETIDE; SERETIDE; NOT FOUND; 50 MCG + 500 MCG PO INAL CT STR X 60 DOSES; NO_ACR
1097100110027; SOL. PARA DIÁLISE PERITONEAL; SOL PARA DIALISE PERITONEAL; NOT FOUND; BOLSA 1000 ML; NO_ACR
1097100110035; SOL. PARA DIÁLISE PERITONEAL; SOL PARA DIALISE PERITONEAL; NOT FOUND; BOLSA 2000 ML; NO_ACR
1097100110019; SOL. PARA DIÁLISE PERITONEAL; SOL PARA DIALISE PERITONEAL; NOT FOUND; FR 1000 ML; NO_ACR
1097100110043; SOL. PARA DIÁLISE PERITONEAL; SOL PARA DIALISE PERITONEAL; NOT FOUND; BOLSA 3000 ML; NO_ACR
1097100110051; SOL. PARA DIÁLISE PERITONEAL; SOL PARA DIALISE PERITONEAL; NOT FOUND; BOLSA 5000 ML; NO_ACR
1017700200029; SCANDICAINE; SCANDICAINE; NOT FOUND; 2% ESPECIAL CAIXA COM 50 TUBETES; NO_ACR
1017700190023; SCANDICAINE; SCANDICAINE; NOT FOUND; 2% NOR CAIXA COM 50 TUBETES; NO_ACR
1017700140018; SCANDICAINE; SCANDICAINE; NOT FOUND; 3% S/V CAIXA COM 50 TUBETES; NO_ACR
1017700210016; SEPTANEST; SEPTANEST; NOT FOUND; 100 CAIXA COM 50 TUBETES; NO_ACR
1017700210024; SEPTANEST; SEPTANEST; NOT FOUND; 200 CAIXA COM 50 TUBETES; NO_ACR
SI/NC; S. DEXTRAN; S DEXTRAN; NOT FOUND; SOL; NO_ACR
1134400100010; S. DEXTRAN; S DEXTRAN; NOT FOUND; SOL; NO_ACR
SI/NC; SOL. ELET. BALANCEADA; SOL ELET BALANCEADA; NOT FOUND; SOL; NO_ACR
SI/NC; SOL. METRONIDAZOL; SOL METRONIDAZOL; NOT FOUND; SOL; NO_ACR
SI/NC; SOL. P/DIÁLISE PERIT.; SOL P DIALISE PERIT; NOT FOUND; SOL; NO_ACR
SI/NC; SOL. P/DIÁLISE PERIT.; SOL P DIALISE PERIT; NOT FOUND; SOL; NO_ACR
SI/NC; SOL. P/DIÁLISE PERIT.; SOL P DIALISE PERIT; NOT FOUND; SOL; NO_ACR
SI/NC; SOL.BICARBONATO; SOL BICARBONATO; NOT FOUND; SOL; NO_ACR
SI/NC; SOLUÇÃO DE CLORETO DE SÓDIO; SOLUCAO CLORETO SODIO; NOT FOUND; SOL; NO_ACR
SI/NC; SOLUÇÃO DE CLORETO DE SÓDIO; SOLUCAO CLORETO SODIO; NOT FOUND; SOL; NO_ACR
SI/NC; SOLUÇÃO DE CLORETO DE SÓDIO; SOLUCAO CLORETO SODIO; NOT FOUND; SOL; NO_ACR
SI/NC; SOLUÇÃO DE CLORETO DE SÓDIO; SOLUCAO CLORETO SODIO; NOT FOUND; SOL; NO_ACR
SI/NC; SOLUÇÃO DE CLORETO DE SÓDIO; SOLUCAO CLORETO SODIO; NOT FOUND; SOL; NO_ACR
SI/NC; SOLUÇÃO DE GLICOSE; SOLUCAO GLICOSE; NOT FOUND; SOL; NO_ACR
SI/NC; SOLUÇÃO DE GLICOSE; SOLUCAO GLICOSE; NOT FOUND; SOL; NO_ACR
SI/NC; SOLUÇÃO DE GLICOSE; SOLUCAO GLICOSE; NOT FOUND; SOL; NO_ACR
SI/NC; SOLUÇÃO DE GLICOSE; SOLUCAO GLICOSE; NOT FOUND; SOL; NO_ACR
SI/NC; SOLUÇÃO DE GLICOSE HIPERTONICA; SOLUCAO GLICOSE HIPERTONICA; NOT FOUND; SOL; NO_ACR
SI/NC; SOLUÇÃO DE GLICOSE HIPERTONICA; SOLUCAO GLICOSE HIPERTONICA; NOT FOUND; SOL; NO_ACR
SI/NC; SOLUÇÃO DE GLICOSE HIPERTONICA; SOLUCAO GLICOSE HIPERTONICA; NOT FOUND; SOL; NO_ACR
SI/NC; SOLUÇÃO DE GLICOSE HIPERTONICA; SOLUCAO GLICOSE HIPERTONICA; NOT FOUND; SOL; NO_ACR
SI/NC; SOLUÇÃO DE GLICOSE HIPERTONICA; SOLUCAO GLICOSE HIPERTONICA; NOT FOUND; SOL; NO_ACR
SI/NC; SOLUÇÃO DE MANITOL; SOLUCAO MANITOL; NOT FOUND; SOL; NO_ACR
SI/NC; SOLUÇÃO GLICOFISIOLÓGICA; SOLUCAO GLICOFISIOLOGICA; NOT FOUND; SOL; NO_ACR
SI/NC; SOLUÇÃO GLICOFISIOLÓGICA; SOLUCAO GLICOFISIOLOGICA; NOT FOUND; SOL; NO_ACR
SI/NC; SOLUÇÃO GLICOFISIOLÓGICA; SOLUCAO GLICOFISIOLOGICA; NOT FOUND; SOL; NO_ACR
SI/NC; SOLUÇÃO GLICOFISIOLÓGICA; SOLUCAO GLICOFISIOLOGICA; NOT FOUND; SOL; NO_ACR
SI/NC; SOLUÇÃO GLICOFISIOLÓGICA; SOLUCAO GLICOFISIOLOGICA; NOT FOUND; SOL; NO_ACR
SI/NC; SOLUÇÃO GLICOFISIOLÓGICA; SOLUCAO GLICOFISIOLOGICA; NOT FOUND; SOL; NO_ACR
SI/NC; SOLUÇÃO GLICOFISIOLÓGICA; SOLUCAO GLICOFISIOLOGICA; NOT FOUND; SOL; NO_ACR
SI/NC; SOLUÇÃO GLICOFISIOLÓGICA; SOLUCAO GLICOFISIOLOGICA; NOT FOUND; SOL; NO_ACR
SI/NC; SOLUÇÃO RINGER C/LACTATO; SOLUCAO RINGER C LACTATO; NOT FOUND; SOL; NO_ACR
SI/NC; SOLUÇÃO RINGER C/LACTATO; SOLUCAO RINGER C LACTATO; NOT FOUND; SOL; NO_ACR
SI/NC; SOLUÇÃO RINGER SIMPLES; SOLUCAO RINGER SIMPLES; NOT FOUND; SOL; NO_ACR
1022700130043; SOL. RINGER COMPOSTA; SOL RINGER COMPOSTA; NOT FOUND; SOL INJ FR PLASTICO TRANSPARENTE X 500ML; NO_ACR
1022700160031; SOLUÇÃO GLICOFISIOLÓGICA; SOLUCAO GLICOFISIOLOGICA; NOT FOUND; 0.9%+5% SOL INJETAVEL FR PLASTICO TRANSPARENTE X 500ML; NO_ACR
1022700160023; SOLUÇÃO GLICOFISIOLÓGICA; SOLUCAO GLICOFISIOLOGICA; NOT FOUND; 0.9%+5% SOL INJETAVEL FR PLASTICO TRANSPARENTE X 250ML; NO_ACR
1022700160181; SOLUÇÃO GLICOFISIOLÓGICA; SOLUCAO GLICOFISIOLOGICA; NOT FOUND; 0.9+20% SOL INJETAVEL FR PLASTICO TRANSPARENTE X 5; NO_ACR
1022700160171; SOLUÇÃO GLICOFISIOLÓGICA; SOLUCAO GLICOFISIOLOGICA; NOT FOUND; 0.9+20% SSOL INJETAVEL FR PLASTICO TRANSPARENTE X 250ML; NO_ACR
1206900210025; SULBACTAM SÓDICO + AMPICILINA SÓDICA; SULBACTAM SODICO AMPICILINA SODICA; NOT FOUND; 500 MG + 1000 MG PO INJ CX C/ 1 FR/AMP 1.5 GR; NO_ACR
1206900210051; SULBACTAM SÓDICO + AMPICILINA SÓDICA; SULBACTAM SODICO AMPICILINA SODICA; NOT FOUND; 1 G + 2 G CT FR AMP VD INC; NO_ACR
1085802310014; SULFATO GENTAMICINA; SULFATO GENTAMICINA; SULFATO GENTAMICINA; CT 2 AMP/VD INC; NO_ACR
1085802310022; SULFATO GENTAMICINA; SULFATO GENTAMICINA; SULFATO GENTAMICINA; CT 5 AMP/VD INC; NO_ACR
1085802310057; SULFATO GENTAMICINA; SULFATO GENTAMICINA; SULFATO GENTAMICINA; CX 100 AMP/VD INC; NO_ACR
1085802310030; SULFATO GENTAMICINA; SULFATO GENTAMICINA; SULFATO GENTAMICINA; CX 25 AMP/VD INC; NO_ACR
1085802310049; SULFATO GENTAMICINA; SULFATO GENTAMICINA; SULFATO GENTAMICINA; CX 50 AMP/VD INC; NO_ACR
1211700690019; SELECTOCALCIO; SELECTOCALCIO; NOT FOUND; FR 150 ML; NO_ACR
1007700250010; SALSAPARRILHA; SALSAPARRILHA; NOT FOUND; ELIXIR 200 ML; NO_ACR
1039404750037; SOLVOBIL; SOLVOBIL; NOT FOUND; ELIXIR VD C/ 150 ML; NO_ACR
1155700110013; SALBUTALIN; SALBUTALIN; NOT FOUND; XAROPE VC. C/ 120ML; NO_ACR
SI/NC; SANADIAR; SANADIAR; NOT FOUND; 100 ML; NO_ACR
1119300030018; STENOSARA; STENOSARA; NOT FOUND; 120 ML; NO_ACR
1041500380010; STOMAX; STOMAX; NOT FOUND; FRASCO 100ML; NO_ACR
2501600034394; SAL AMARGO; SAL AMARGO; NOT FOUND; ENVELOPE X 30 G; NO_ACR
1022700450013; SANOVERME; SANOVERME; NOT FOUND; XPE FR VD X 120 ML; NO_ACR
1022700360103; SPALT; SPALT; NOT FOUND; 200MG/ML SOL OR FR PLASTICO OPACO GOTEJADOR X 15ML; NO_ACR
1022700480011; SUPERTONICO; SUPERTONICO; NOT FOUND; 0.022G+0.020G+0.020G+0.000051G ELX FR PLASTICO TRA; NO_ACR
ISENTO; SAL AMARGO; SAL AMARGO; NOT FOUND; 20 GRS.PO.CX. 12 UN; NO_ACR
ISENTO; SENE FOLHAS; SENE FOLHAS; NOT FOUND; 05 GRS.FLS. CX.12 UN; NO_ACR
SI/NC; SOL. EXT. HEPÁTICO B12; SOL EXT HEPATICO B12; NOT FOUND; LIQ. FR. 50 ML; NO_ACR
SI/NC; SUSP. CÁLCIO VITAMINADO; SUSP CALCIO VITAMINADO; NOT FOUND; LIQ. VD. 100 ML; NO_ACR
1046200300014; STAPHYLASE; STAPHYLASE; NOT FOUND; FRASCO COM 200 ML; NO_ACR
1120600060019; SALBUTAMOL; SALBUTAMOL; SALBUTAMOL; CX. C/50 FR. X 120 ML.; NO_ACR
1120600150018; SULFATO FERROSO; SULFATO FERROSO; NOT FOUND; CX. C/50 FR. X 30ML.; NO_ACR
1085801340041; SEDALIN; SEDALIN; NOT FOUND; FR 10ML; NO_ACR
1006100550041; SINUDORON; SINUDORON; NOT FOUND; (0.2+0.2+0.2+0.2+0.2 ) G/G SOL OR CT FR VD AMB X 50 ML; NO_ACR
