9965400350063; PRODUTO DE MEDICAMENTO PARA TESTE; PRODUTO MEDICAMENTO PARA TESTE; NOT FOUND; APRESENTACAO 01 02; NO_ACR
1068900950014; PULMOL; PULMOL; NOT FOUND; 5MG/50MG POM DERM LT X 20G MENTOL POMADA; NO_ACR
1123633970061; PRILIGY; PRILIGY; NOT FOUND; 60 MG COM REV CT BL AL PLAS INC X 3; NO_ACR
1123633970027; PRILIGY; PRILIGY; NOT FOUND; 30 MG COM REV CT BL AL PLAS INC X 3; NO_ACR
1123633970035; PRILIGY; PRILIGY; NOT FOUND; 30 MG COM REV CT BL AL PLAS INC X 6; NO_ACR
1123633970078; PRILIGY; PRILIGY; NOT FOUND; 60 MG COM REV CT BL AL PLAS INC X 6; NO_ACR
1123633870022; PREZISTA; PREZISTA; NOT FOUND; 300 MG COM REV CT FR PLAS OPC X 120; NO_ACR
1123633870073; PREZISTA; PREZISTA; NOT FOUND; 75 MG COM REV CT FR PLAS OPC X 480; NO_ACR
1123633870081; PREZISTA; PREZISTA; NOT FOUND; 150 MG COM REV CT FR PLAS OPC X 240; NO_ACR
1123633870091; PREZISTA; PREZISTA; NOT FOUND; 600 MG COM REV CT FR PLAS OPC X 60 (BRANCO); NO_ACR
1010702880011; PROLIA; PROLIA; NOT FOUND; 60 MG SOL INJ CT SER PREENC VD INCL X 1ML; NO_ACR
1803700040057; PIELOGRAF; PIELOGRAF; NOT FOUND; 76 PCC SOL INJ CX 25 FA X 20 ML; NO_ACR
1803700040073; PIELOGRAF; PIELOGRAF; NOT FOUND; 76 PCC SOL INJ CX 25 FA X 50 ML; NO_ACR
1803700040081; PIELOGRAF; PIELOGRAF; NOT FOUND; 76 PCC SOL INJ CX 25 FA X 100 ML; NO_ACR
1451700120012; PROFENAC; PROFENAC; NOT FOUND; 15MG/ML SUS OR 20ML; NO_ACR
1055001400021; PERIDONA; PERIDONA; NOT FOUND; 1 MG/ML SUS OR CT FR VD AMB X 100 ML + MEDIDOR; NO_ACR
1055001400013; PERIDONA; PERIDONA; NOT FOUND; 10 MG COM CT BL AL PLAS INC X 20; NO_ACR
1055000350047; PYR-PAM; PYR PAM; NOT FOUND; 10 MG/ML SUS OR CT FR VD AMB X 40 ML; NO_ACR
1055000350039; PYR-PAM; PYR PAM; NOT FOUND; 100 MG DRG CT BL AL PLAST INC X 6; NO_ACR
1021500030012; PEDRIM; PEDRIM; NOT FOUND; 20.8MG+0.111ML CAP 3 FR X 18; NO_ACR
1081700300041; POLVILHO ANTISSÉPTICO GRANADO FRESH; POLVILHO ANTISSEPTICO GRANADO FRESH; NOT FOUND; 3.0G+0.352G+17.602G+11.735G PO TOP FR PLAS OPC 100 G; NO_ACR
1081700300025; POLVILHO ANTISSÉPTICO GRANADO; POLVILHO ANTISSEPTICO GRANADO; NOT FOUND; 3.0G+0.352G+17.602G+11.735G PO TOP FR PLAS OPC 100 G; NO_ACR
1081700300033; POLVILHO ANTISSÉPTICO GRANADO; POLVILHO ANTISSEPTICO GRANADO; NOT FOUND; 3.0G+0.352G+17.602G+11.735G PO TOP FR PLAS OPC 200 G; NO_ACR
1081700300068; POLVILHO ANTISSÉPTICO GRANADO SPORT; POLVILHO ANTISSEPTICO GRANADO SPORT; NOT FOUND; 3.0G+0.352G+17.602G+11.735G PO TOP FR PLAS OPC 100 G; NO_ACR
1081700300084; POLVILHO ANTISSÉPTICO GRANADO PINK; POLVILHO ANTISSEPTICO GRANADO PINK; NOT FOUND; 3.0 G + 0.325 G + 17.602 G + 11.735 G PO TOP FR PLAS OPC 100 G; NO_ACR
1013100160260; PLENOMICINA; PLENOMICINA; NOT FOUND; 125 MG/5ML SUSP CX 1FR60ML; NO_ACR
1013100160279; PLENOMICINA; PLENOMICINA; NOT FOUND; 250 MG/5ML SUSP CX 1 FR60ML; NO_ACR
1013100160211; PLENOMICINA; PLENOMICINA; NOT FOUND; 250 MG CAPS CX COM 12; NO_ACR
1013100160309; PLENOMICINA; PLENOMICINA; NOT FOUND; 500 MG COMP CX COM 8; NO_ACR
1123633490017; PREFEST; PREFEST; NOT FOUND; 1 MG COM COR ROSA / 1 MG + 90 MCG COM COR BRANCA CT BL AL PLAS INC X 30; NO_ACR
1211000150162; PREMARIN; PREMARIN; NOT FOUND; CARTUCHO COM FRASCO AMPOLA DE 25 MG LIOFILO INJET; NO_ACR
1211000150092; PREMARIN; PREMARIN; NOT FOUND; CARTUCHO COM BISNAGA COM 25 G DE CREME VAGINAL + A; NO_ACR
1211000150162; PREMARIN; PREMARIN; NOT FOUND; 0.625 MG/G CREM VAG CT BG X 26 G + APLIC; NO_ACR
1211000150033; PREMARIN; PREMARIN; NOT FOUND; 0.3 MG DRG CT BL AL PLAS INC X 28; NO_ACR
1211000150051; PREMARIN; PREMARIN; NOT FOUND; CARTUCHO COM BLISTER COM 21 DRAGEAS MARRONS DE 0.625 MG; NO_ACR
1211000150068; PREMARIN; PREMARIN; NOT FOUND; 0.625 MG DRG CT BL AL PLAS INC X 28; NO_ACR
1211000150154; PREMARIN; PREMARIN; NOT FOUND; CARTUCHO COM BLISTER COM 28 DRAGEAS AMARELAS DE 1; NO_ACR
1211000850016; PREMELLE; PREMELLE; NOT FOUND; 0.625 MG + 2.5 MG DRG CT BL AL PLAS INC X 28; NO_ACR
1211000850032; PREMELLE CICLO; PREMELLE CICLO; NOT FOUND; CARTUCHO COM BLISTER ALUMINIO PLASTICO INCOLOR X; NO_ACR
1014300270039; PENETRO; PENETRO; NOT FOUND; 33MG/ML+22MG/ML+ 22 MG/ML + 5.5MG/ML SOL INAL CT FR VD AMB X 45 ML; NO_ACR
1018500230016; PROTHROMPLEX-T COMPLEXO PROTROMBÍNICO HUMANO TOTAL; PROTHROMPLEX T COMPLEXO PROTROMBINICO HUMANO TOTAL; NOT FOUND; FR AMP C/ 200 UI LIOF + DILUENTE (20ML); NO_ACR
1018500230021; PROTHROMPLEX-T COMPLEXO PROTROMBÍNICO HUMANO TOTAL; PROTHROMPLEX T COMPLEXO PROTROMBINICO HUMANO TOTAL; NOT FOUND; FR AMP C/ 600 UI LIOF + DILUENTE (20ML); NO_ACR
1002900190029; PROPECIA; PROPECIA; NOT FOUND; 1 MG COM REV CT BL AL/AL X 14 ; NO_ACR
1002900190010; PROPECIA; PROPECIA; NOT FOUND; 1 MG COM REV CT BL AL/AL X 30; NO_ACR
1002900280011; PROSCAR; PROSCAR; NOT FOUND; 5 MG CX. 1 BL X 15 CPD; NO_ACR
1002900280044; PROSCAR; PROSCAR; NOT FOUND; 5 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
1037202350023; PRÓS-HP; PROS HP; NOT FOUND; 2 MG COMP + 5 MG COMP REV CAP GEL DURA CT BL AL/PLAS INC X 20; NO_ACR
1037202350031; PRÓS-HP; PROS HP; NOT FOUND; 2 MG COMP + 5 MG COMP REV CAP GEL DURA CT BL AL/PLAS INC X 30; NO_ACR
1046200110010; PRIMAFLÚOR; PRIMAFLUOR; NOT FOUND; FRASCO COM 20 ML; NO_ACR
1121300950044; PREVAX; PREVAX; NOT FOUND; 3 MG SOL INJ CX 6 AMP VD INC X 1 ML; NO_ACR
1121300950051; PREVAX; PREVAX; NOT FOUND; 50 MG PO LIOF INJ CT  FA + AMP DIL X 5 ML; NO_ACR
1121300950036; PREVAX; PREVAX; NOT FOUND; 15 MG COM CT BL AL PLAS INC X 10; NO_ACR
1010702940030; PREDIPED; PREDIPED; NOT FOUND; 3 MG/ML SOL OR CT FR PLAS OPC X 100 ML + CP MED; NO_ACR
1010702940049; PREDIPED; PREDIPED; NOT FOUND; 3 MG/ML SOL OR CX 50 FR PLAS OPC X 100 ML + 50 CP MED (EMB HOSP); NO_ACR
1010702940057; PREDIPED; PREDIPED; NOT FOUND; 3 MG/ML SOL OR CT FR PLAS OPC X 120 ML + CP MED; NO_ACR
1010702940065; PREDIPED; PREDIPED; NOT FOUND; 3 MG/ML SOL OR CX 50 FR PLAS OPC X 120 ML + 50 CP MED (EMB HOSP); NO_ACR
1010702940014; PREDIPED; PREDIPED; NOT FOUND; 3 MG/ML SOL OR CT FR PLAS OPC X 60 ML + CP MED ; NO_ACR
1010702940022; PREDIPED; PREDIPED; NOT FOUND; 3 MG/ML SOL OR CX 50 FR PLAS OPC X 60 ML + 50 CP MED  (EMB HOSP); NO_ACR
1010702940091; PREDIPED; PREDIPED; NOT FOUND; 3 MG/ML SOL OR CT FR PLAS OPC X 100 ML + SER DOSAD; NO_ACR
1010702940103; PREDIPED; PREDIPED; NOT FOUND; 3 MG/ML SOL OR CX 50 FR PLAS OPC X 100 ML + 50 SER DOSAD (EMB HOSP); NO_ACR
1010702940111; PREDIPED; PREDIPED; NOT FOUND; 3 MG/ML SOL OR CT FR PLAS OPC X 120 ML + SER DOSAD; NO_ACR
1010702940121; PREDIPED; PREDIPED; NOT FOUND; 3 MG/ML SOL OR CX 50 FR PLAS OPC X 120 ML + 50 SER DOSAD (EMB HOSP); NO_ACR
1010702940073; PREDIPED; PREDIPED; NOT FOUND; 3 MG/ML SOL OR CT FR PLAS OPC X 60 ML + SER DOSAD; NO_ACR
1010702940081; PREDIPED; PREDIPED; NOT FOUND; 3 MG/ML SOL OR CX 50 FR PLAS OPC X 60 ML + 50 SER DOSAD (EMB HOSP); NO_ACR
1121302060019; PROGRESSE; PROGRESSE; NOT FOUND; 300 MG CAP GEL DURA CT FR PLAS OPC X 30; NO_ACR
1121302060035; PROGRESSE; PROGRESSE; NOT FOUND; 400 MG CAP GEL DURA CT FR PLAS OPC X 30; NO_ACR
1803700020031; PROHANCE; PROHANCE; NOT FOUND; 279.3 MG/ML SOL INJ IV CT FA VD INC X 50 ML; NO_ACR
1803700020013; PROHANCE; PROHANCE; NOT FOUND; 279.3 MG/ML SOL INJ IV CT FA VD INC X 10 ML; NO_ACR
1803700020021; PROHANCE; PROHANCE; NOT FOUND; 279.3 MG/ML SOL INJ IV CT FA VD INC X 15 ML; NO_ACR
8858585858585; PASTA D'AGUA; PASTA D AGUA; NOT FOUND; TOBO COM 80 GRAMAS; NO_ACR
1017100320036; PREGNYL; PREGNYL; NOT FOUND; 1500 UI PO LIOFILO INJ CX X 3 AMP PO + 3 AMP DILUE; NO_ACR
1017100320010; PREGNYL; PREGNYL; NOT FOUND; 5000 UI PO LIOFILO INJ CX X 2 AMP PO + 2 AMP DILUE; NO_ACR
1112400020322; PROFASI HP; PROFASI HP; NOT FOUND; 10000 UI CX C/1 AMP PO LIOFILIZADO P/INJ + 1 AMP S; NO_ACR
1112400020111; PROFASI HP; PROFASI HP; NOT FOUND; 2000 UI CX C/1 AMP PO LIOFILIZADO P/INJ + 1 AMP SO; NO_ACR
1112400020160; PROFASI HP; PROFASI HP; NOT FOUND; 5000 UI CX C/1 AMP PO LIOFILIZADO P/INJ + 1 AMP SO; NO_ACR
1112400010068; PERGONAL; PERGONAL; NOT FOUND; 150 UI CX C/1 AMP PO LIOFILIZADO P/INJ + 1 AMP SOL; NO_ACR
1112400010017; PERGONAL; PERGONAL; NOT FOUND; 75 UI CX C/1 AMP PO LIOFILIZADO P/INJ + 1 AMP SOLV; NO_ACR
1068900930017; PEITORAL MARTEL; PEITORAL MARTEL; NOT FOUND; 6.666MG SOL ORAL FR VD X 150ML; NO_ACR
1168000050018; PEITORAL MARTEL; PEITORAL MARTEL; NOT FOUND; 6.666MG SOL ORAL FR VD X 150ML; NO_ACR
1002901310028; PRINZIDE; PRINZIDE; NOT FOUND; 10 MG / 12.5 MG COM CT 3 BL AL PLAS INC X 10; NO_ACR
1002901310011; PRINZIDE; PRINZIDE; NOT FOUND; 20 MG / 12.5 MG COM CT 3 BL AL PLAS INC X 10; NO_ACR
1106502020106; PRINZIDE; PRINZIDE; NOT FOUND; 10/12.5 MG.COM.CT. 3 BL X 10; NO_ACR
1106502020061; PRINZIDE; PRINZIDE; NOT FOUND; 20/12.5 MG.COM.CT. 3 BL X 10; NO_ACR
1002501140011; PRITOR HCT; PRITOR HCT; NOT FOUND; 40MG/12.5MG X 14 CPDS; NO_ACR
1002501140028; PRITOR HCT; PRITOR HCT; NOT FOUND; 40MG/12.5MG X 28 CPDS; NO_ACR
1002500140036; PRITOR HCT; PRITOR HCT; NOT FOUND; 80MG/12.5MG X 14CPDS; NO_ACR
1018500210010; PARTOGAMA IMUNOGLOBULINA HUMANA ANTI-D; PARTOGAMA IMUNOGLOBULINA HUMANA ANTI D; NOT FOUND; FR AMP C/ 250 MCG LIOF + DILUENTE (2ML); NO_ACR
1018500210029; PARTOGAMA IMUNOGLOBULINA HUMANA ANTI-D; PARTOGAMA IMUNOGLOBULINA HUMANA ANTI D; NOT FOUND; FR AMP C/ 300 MCG LIOF + DILUENTE (2ML); NO_ACR
1018500440024; PARTOGAMA IMUNOGLOBULINA HUMANA ANTI-D; PARTOGAMA IMUNOGLOBULINA HUMANA ANTI D; NOT FOUND; 330 MCG SOLUCAO INJETAVEL CARTUCHO SERINGA PRE-ENCHIDA DE 1.32 ML ANTI-RHO (D); NO_ACR
1018500440016; PARTOGAMA IMUNOGLOBULINA HUMANA ANTI-D; PARTOGAMA IMUNOGLOBULINA HUMANA ANTI D; NOT FOUND; 250 MCG SOLUCAO INJETAVEL CARTUCHO SERINGA PRE-ENCHIDA DE 1.0 ML ANTI-RHO (D); NO_ACR
1091400180013; PENTAGLOBIN; PENTAGLOBIN; NOT FOUND; 50 MG/ML SOL INJ CT 1 AMP VD INC X 10 ML; NO_ACR
1091400180048; PENTAGLOBIN; PENTAGLOBIN; NOT FOUND; 50 MG/ML SOL INJ CT FR VD INC X 100 ML; NO_ACR
1091400180021; PENTAGLOBIN; PENTAGLOBIN; NOT FOUND; AMPOLA 20 ML. IMUNOGLOBULINA INTRAVENOSA; NO_ACR
1091400180031; PENTAGLOBIN; PENTAGLOBIN; NOT FOUND; FRASCO 50 ML. IMUNOGLOBULINA INTRAVENOSA; NO_ACR
1064804350029; PHOSPHO CALCINA IODADA; PHOSPHO CALCINA IODADA; NOT FOUND; FR VD AMB X 140 ML; NO_ACR
1120800220028; POLIVINEX DEGERMANTE; POLIVINEX DEGERMANTE; NOT FOUND; CX. C/70FR DE 500ML; NO_ACR
1120800220011; POLIVINEX AQUOSO; POLIVINEX AQUOSO; NOT FOUND; 100 MG/ML SOL TOP CX FR PLAS OPC X 500 ML; NO_ACR
1064601730080; PAMIGRAF; PAMIGRAF; NOT FOUND; 755 MG/ML SOL INJ CT 10 FA VD INC X 100 ML; NO_ACR
1064601730031; PAMIGRAF; PAMIGRAF; NOT FOUND; 612 MG/ML SOL INJ CT 1 FA VD INC X 100 ML; NO_ACR
1064601730013; PAMIGRAF; PAMIGRAF; NOT FOUND; 612 MG/ML SOL INJ CT 1 FA VD INC X 50 ML; NO_ACR
1064601730048; PAMIGRAF; PAMIGRAF; NOT FOUND; 612 MG/ML SOL INJ CT 10 FA VD INC X 100 ML; NO_ACR
1064601730021; PAMIGRAF; PAMIGRAF; NOT FOUND; 612 MG/ML SOL INJ CT 10 FA VD INC X 50 ML; NO_ACR
1064601730072; PAMIGRAF; PAMIGRAF; NOT FOUND; 755 MG/ML SOL INJ CT 1 FA VD INC X 100 ML; NO_ACR
1064601730056; PAMIGRAF; PAMIGRAF; NOT FOUND; 755 MG/ML SOL INJ CT 1 FA VD INC X 50 ML; NO_ACR
1064601730064; PAMIGRAF; PAMIGRAF; NOT FOUND; 755 MG/ML SOL INJ CT 10 FA VD INC X 50 ML; NO_ACR
1055001040017; PENTALAC; PENTALAC; NOT FOUND; 667 MG/ML XPE CT FR VD AMB X 120 ML; NO_ACR
1294000100011; PERZOPRAZOL; PERZOPRAZOL; NOT FOUND; 30 MG CAP CT BL AL PLAS INC X 7; NO_ACR
1211000080016; POSTOVAL; POSTOVAL; NOT FOUND; CARTUCHO COM BLISTER COM 11 DRAGEAS DE 2.0 MG DE VALERATO DE ESTRADIOL + 10 DRAGEAS COM 2.0/0.25 DE VALERATO DE ESTRADIOL + LEVONORGESTREL; NO_ACR
1002901360025; PRINIVIL; PRINIVIL; NOT FOUND; 5 MG COM CT BL AL PLAS INC X 30; NO_ACR
1002901360017; PRINIVIL; PRINIVIL; NOT FOUND; 10 MG COM CT BL AL PLAS INC X 30 ; NO_ACR
1002901360033; PRINIVIL; PRINIVIL; NOT FOUND; 20 MG COM CT BL AL PLAS INC X 30 ; NO_ACR
1106501980157; PRINIVIL; PRINIVIL; NOT FOUND; 05 MG. COM. CT. C/ 3 BL X 10; NO_ACR
1106501980100; PRINIVIL; PRINIVIL; NOT FOUND; 10 MG. COM. CT. C/ 3 BL X 10; NO_ACR
1106501980165; PRINIVIL; PRINIVIL; NOT FOUND; 20 MG. COM. CT. C/ 3 BL X 10; NO_ACR
1252100130020; POLIDAZOL; POLIDAZOL; NOT FOUND; 100 MG/5 ML SUS OR CT FR VD AMB X 30 ML; NO_ACR
1123633330028; PANTELMIN; PANTELMIN; NOT FOUND; 20 MG/ML SUS OR CT FR VD AMB X 30 ML; NO_ACR
1068900310013; PARAVERM; PARAVERM; NOT FOUND; 200MG/ML SUSP ORAL FR VD X 30ML; NO_ACR
1043400130029; PENTAZOLE; PENTAZOLE; NOT FOUND; SUSP FR C/ 30 ML; NO_ACR
1261400090015; POLIHELMIN; POLIHELMIN; NOT FOUND; 20 MG/ML SUS OR FR VD AMB X 30 ML; NO_ACR
1261400090031; POLIHELMIN; POLIHELMIN; NOT FOUND; 20 MG/ML SUS OR CX 200 FR VD AMB X 30 ML; NO_ACR
1252100130012; POLIDAZOL; POLIDAZOL; NOT FOUND; 100 MG COM CT BL AL PLAS INC X 6; NO_ACR
1123633330011; PANTELMIN; PANTELMIN; NOT FOUND; 100 MG - COMP - BL - 6 COMP; NO_ACR
1123633330036; PANTELMIN; PANTELMIN; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 1; NO_ACR
1068900310021; PARAVERM; PARAVERM; NOT FOUND; 100MG COMP BL AL X 6; NO_ACR
1043400130010; PENTAZOLE; PENTAZOLE; NOT FOUND; COMP CX C/ 6; NO_ACR
1058200020010; PARAVERME; PARAVERME; NOT FOUND; 100 MG COM CX ENV KRAFT X 6; NO_ACR
1856900050014; PICATO; PICATO; NOT FOUND; 150 MCG/G GEL CT 3 BG PLAS LAM X 0.47G ; NO_ACR
1856900050022; PICATO; PICATO; NOT FOUND; 500 MCG/G GEL CT 2 BG PLAS LAM X 0.47G ; NO_ACR
1376401330014; PURINETHOL; PURINETHOL; NOT FOUND; 50 MG COM CT FR VD AMB X 25; NO_ACR
1010702110011; PURINETHOL; PURINETHOL; NOT FOUND; 50 MG COM CT FR VD AMB X 25; NO_ACR
1039404300015; PRODIL; PRODIL; NOT FOUND; 1 MG COMP CT BL AL PLAST INC X 10; NO_ACR
1039404300031; PRODIL; PRODIL; NOT FOUND; 2 MG COMP CT BL AL PLAST INC X 10; NO_ACR
1039404300058; PRODIL; PRODIL; NOT FOUND; 4 MG COMP CT BL AL PLAST INC X 10; NO_ACR
1002000430010; PROVIRON; PROVIRON; NOT FOUND; 25 MG COM CT FR VD AMB X 20; NO_ACR
1026900430019; PASMODRON; PASMODRON; NOT FOUND; FR CT GTS 15 ML SOL OR; NO_ACR
1252100290011; PRESSODOPA; PRESSODOPA; NOT FOUND; 250 MG COM CT FR PLAS OPC X 30; NO_ACR
1155700440010; PROSTOKOS; PROSTOKOS; NOT FOUND; 25 MCG COM VAG CT 10 STR AL X 10; NO_ACR
1155700440045; PROSTOKOS; PROSTOKOS; NOT FOUND; 100MCG COMPRIMIDOS VAGINAL CX. C/ 50; NO_ACR
1155700440053; PROSTOKOS; PROSTOKOS; NOT FOUND; 200 MCG COM VAG CT BL AL PLAS INC X 50; NO_ACR
1068901130014; PEPSICAPS; PEPSICAPS; NOT FOUND; 10MG CAPS GEL DURA FR X 14; NO_ACR
1068901130030; PEPSICAPS; PEPSICAPS; NOT FOUND; 20MG CAPS GEL DURA FR X 14; NO_ACR
1068901130022; PEPSICAPS; PEPSICAPS; NOT FOUND; 20MG CAPS GEL DURA FR X 7; NO_ACR
1064601750073; PLAQUEMAX; PLAQUEMAX; NOT FOUND; 5 MG PO LIOF INJ CT 1 FA VD INC + 1 AMP DIL X 1 ML; NO_ACR
1064601750057; PLAQUEMAX; PLAQUEMAX; NOT FOUND; 5 MG PO LIOF INJ CT 1 FA VD INC  ; NO_ACR
1085800700011; PRODOXACILINA; PRODOXACILINA; NOT FOUND; CX 50 FR/AMP; NO_ACR
1211003190033; PLENITUS; PLENITUS; NOT FOUND; 10MG COM REV CT BL AL PVC TRANS X 14; NO_ACR
1211003190068; PLENITUS; PLENITUS; NOT FOUND; 10MG COM REV CT BL AL PVC TRANS X 28; NO_ACR
1211003190084; PLENITUS; PLENITUS; NOT FOUND; 10MG COM REV CT BL AL PVC TRANS X 56; NO_ACR
1211003190106; PLENITUS; PLENITUS; NOT FOUND; 10MG COM REV CT BL AL PVDC TRANS X 7; NO_ACR
1211003190122; PLENITUS; PLENITUS; NOT FOUND; 10MG COM REV CT BL AL PVDC TRANS X 14; NO_ACR
1211003190157; PLENITUS; PLENITUS; NOT FOUND; 10MG COM REV CT BL AL PVDC TRANS X 28; NO_ACR
1211003190173; PLENITUS; PLENITUS; NOT FOUND; 10MG COM REV CT BL AL PVDC TRANS X 56; NO_ACR
1211003190191; PLENITUS; PLENITUS; NOT FOUND; 20MG COM REV CT BL AL PVC TRANS X 7 ; NO_ACR
1211003190211; PLENITUS; PLENITUS; NOT FOUND; 20MG COM REV CT BL AL PVC TRANS X 14; NO_ACR
1211003190246; PLENITUS; PLENITUS; NOT FOUND; 20MG COM REV CT BL AL PVC TRANS X 28; NO_ACR
1211003190262; PLENITUS; PLENITUS; NOT FOUND; 20MG COM REV CT BL AL PVC TRANS X 56; NO_ACR
1211003190289; PLENITUS; PLENITUS; NOT FOUND; 20MG COM REV CT BL AL PVDC TRANS X 7; NO_ACR
1211003190300; PLENITUS; PLENITUS; NOT FOUND; 20MG COM REV CT BL AL PVDC TRANS X 14; NO_ACR
1211003190335; PLENITUS; PLENITUS; NOT FOUND; 20MG COM REV CT BL AL PVDC TRANS X 28; NO_ACR
1211003190351; PLENITUS; PLENITUS; NOT FOUND; 20MG COM REV CT BL AL PVDC TRANS X 56; NO_ACR
1211003190017; PLENITUS; PLENITUS; NOT FOUND; 10MG COM REV CT BL AL PVC TRANS X 7 ; NO_ACR
1514300030026; PACLIRED; PACLIRED; NOT FOUND; 6 MG / ML SOL INJ CT FA VD INC X 16.7 ML ; NO_ACR
1514300030034; PACLIRED; PACLIRED; NOT FOUND; 6 MG / ML SOL INJ CT FA VD INC X 41.7 ML ; NO_ACR
1514300030018; PACLIRED; PACLIRED; NOT FOUND; 6 MG / ML SOL INJ CT FA VD INC X 5 ML; NO_ACR
1514300070079; PACLIRED; PACLIRED; NOT FOUND; CAIXA COM 1 FRASCO AMPOLA COM 60 MG; NO_ACR
1514300070052; PACLIRED; PACLIRED; NOT FOUND; CAIXA COM 2 FRASCOS AMPOLA COM 30 MG; NO_ACR
1252100150011; PROVIDEX; PROVIDEX; NOT FOUND; FR 10 ML; NO_ACR
1514300070079; PAMIRED; PAMIRED; NOT FOUND; 60 MG PO LIOF INJ CX FA VD INC ; NO_ACR
1514300070052; PAMIRED; PAMIRED; NOT FOUND; 30 MG PO LIOF INJ CX 02 FA VD INC; NO_ACR
1468200210017; PANTASUN; PANTASUN; NOT FOUND; 40 MG/ML PO LIOF INJ CT FA VD INC; NO_ACR
1468200210025; PANTASUN; PANTASUN; NOT FOUND; 40 MG/ML PO LIOF INJ CT X 5 FA VD INC ; NO_ACR
1468200210033; PANTASUN; PANTASUN; NOT FOUND; 40 MG/ML PO LIOF INJ CT  X 25 FA VD INC ; NO_ACR
1468200210041; PANTASUN; PANTASUN; NOT FOUND; 40 MG/ML PO LIOF INJ CT X 50 FA VD INC ; NO_ACR
1468200210051; PANTASUN; PANTASUN; NOT FOUND; 40 MG/ML PO LIOF INJ CT FA VD INC + AMP DIL X 10 ML ; NO_ACR
1468200210068; PANTASUN; PANTASUN; NOT FOUND; 40 MG/ML PO LIOF INJ CT X 5 FA VD INC + 5 AMP DIL X 10 ML ; NO_ACR
1468200210084; PANTASUN; PANTASUN; NOT FOUND; 40 MG/ML PO LIOF INJ CTX 50 FA VD INC +50 AMP DIL X 10 ML ; NO_ACR
1468200210076; PANTASUN; PANTASUN; NOT FOUND; 40 MG/ML PO LIOF INJ CT X 25 FA VD INC + 25  AMP DIL X 10 ML ; NO_ACR
1547100060041; PANTASUN; PANTASUN; NOT FOUND; 40 MG/ML PO LIOF INJ CT X 50 FA VD INC ; NO_ACR
1547100060017; PANTASUN; PANTASUN; NOT FOUND; 40 MG/ML PO LIOF INJ CT FA VD INC; NO_ACR
1547100060051; PANTASUN; PANTASUN; NOT FOUND; 40 MG/ML PO LIOF INJ CT FA VD INC + AMP DIL X 10 ML ; NO_ACR
1547100060033; PANTASUN; PANTASUN; NOT FOUND; 40 MG/ML PO LIOF INJ CT  X 25 FA VD INC ; NO_ACR
1547100060076; PANTASUN; PANTASUN; NOT FOUND; 40 MG/ML PO LIOF INJ CT X 25 FA VD INC + 25  AMP DIL X 10 ML ; NO_ACR
1547100060025; PANTASUN; PANTASUN; NOT FOUND; 40 MG/ML PO LIOF INJ CT X 5 FA VD INC ; NO_ACR
1547100060068; PANTASUN; PANTASUN; NOT FOUND; 40 MG/ML PO LIOF INJ CT X 5 FA VD INC + 5 AMP DIL X 10 ML ; NO_ACR
1547100060084; PANTASUN; PANTASUN; NOT FOUND; 40 MG/ML PO LIOF INJ CTX 50 FA VD INC +50 AMP DIL X 10 ML ; NO_ACR
1092201880056; PYLOPRAZOL; PYLOPRAZOL; NOT FOUND; 40 MG COM REV CT 2 BL AL PLAS INC X 7; NO_ACR
1121304350022; PANTOPRAZOL; PANTOPRAZOL; PANTOPRAZOL; 20 MG COM REV CT BL AL AL X 14; NO_ACR
1121304350030; PANTOPRAZOL; PANTOPRAZOL; PANTOPRAZOL; 20 MG COM REV CT BL AL AL X 28; NO_ACR
1121304350049; PANTOPRAZOL; PANTOPRAZOL; PANTOPRAZOL; 20 MG COM REV CT BL AL AL X 42; NO_ACR
1121304350073; PANTOPRAZOL; PANTOPRAZOL; PANTOPRAZOL; 40 MG COM REV CT BL AL AL X 14; NO_ACR
1121304350081; PANTOPRAZOL; PANTOPRAZOL; PANTOPRAZOL; 40 MG COM REV CT BL AL AL X 28; NO_ACR
1121304350091; PANTOPRAZOL; PANTOPRAZOL; PANTOPRAZOL; 40 MG COM REV CT BL AL AL X 42; NO_ACR
1039405030011; PARACETAMOL; PARACETAMOL; PARACETAMOL; 200 MG/ML SOL OR CT FR PLAS OPC X 15 ML; NO_ACR
1026900610106; PARATERMOL; PARATERMOL; NOT FOUND; GOTAS FR COM SOL 20 ML; NO_ACR
1018301040042; PARACETAMOL; PARACETAMOL; PARACETAMOL; CX.C/50 FRASCOS X 10 ML 100 MG; NO_ACR
1018301040034; PARACETAMOL; PARACETAMOL; PARACETAMOL; CX.C/50 FRASCOS X 10 ML 200 MG; NO_ACR
1121303320014; PARACETAMOL; PARACETAMOL; PARACETAMOL; 200 MG/ML SOL OR CT FR PLAS OPC GOT X 15 ML; NO_ACR
1028500400016; PACEMOL; PACEMOL; NOT FOUND; 200MG CX. FR. GTS. 15ML; NO_ACR
1096300490011; PARACETAMOL; PARACETAMOL; PARACETAMOL; 200 MG/ML SOL OR CT FR PLAS OPC GOT X 15 ML; NO_ACR
1096300490021; PARACETAMOL; PARACETAMOL; PARACETAMOL; 200 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML; NO_ACR
