1057700160046; GEROTREX H3; GEROTREX H3; NOT FOUND; FR 30 DRG; NO_ACR
1121302670011; GLIBENCLAMIDA; GLIBENCLAMIDA; GLIBENCLAMIDA; 5 MG COM CT BL AL PLAS INC X 30 ; NO_ACR
1294000170018; GLIBEMIDA; GLIBEMIDA; NOT FOUND; 5 MG COM CT BL AL PLAS INC X 30; NO_ACR
124250006003; GLICOCONTROL; GLICOCONTROL; NOT FOUND; 5MG COM CT 2 BL AL PLAS INC X 15; NO_ACR
124250006002; GLICOCONTROL; GLICOCONTROL; NOT FOUND; 5MG COM CT 3 BL AL PLAS INC X 10; NO_ACR
124250006001; GLICOCONTROL; GLICOCONTROL; NOT FOUND; 5MG COM CT FR PLA OPC X 30; NO_ACR
124250006004; GLICOCONTROL; GLICOCONTROL; NOT FOUND; 5MG COOM CT PT PLAS X 100; NO_ACR
ISENTO; GLICERINA; GLICERINA; NOT FOUND; 1000ML.LIQ.FR.12 UN; NO_ACR
ISENTO; GLICERINA; GLICERINA; NOT FOUND; 100ML.LIQ.VD. 12 UN; NO_ACR
1121302470012; GLICERINA; GLICERINA; NOT FOUND; 12% 500 ML COM SONDA; NO_ACR
1651200050018; GLICERINA 12 %; GLICERINA 12; NOT FOUND; 120 MG/ML SOL RET CT FR PLAS TRANS X 500 ML + SR; NO_ACR
1081700450019; GLICEROL; GLICEROL; GLICEROL; SUP RET CT STR X 6 (ADULTO); NO_ACR
1081700450043; GLICEROL; GLICEROL; GLICEROL; SUP RET CT STR X 6 (INFANTIL); NO_ACR
1171700480022; GLYCELAX ADULTO; GLYCELAX ADULTO; NOT FOUND; 6 SUPOSITORIOS; NO_ACR
1171700480014; GLYCELAX INFANTIL; GLYCELAX INFANTIL; NOT FOUND; 6 SUPOSITORIOS; NO_ACR
1026600890030; GLICEROLAXO; GLICEROLAXO; NOT FOUND; SUP RET ADULTO CT STR X 13; NO_ACR
1026600890014; GLICEROLAXO; GLICEROLAXO; NOT FOUND; SUP RET INFANTIL CT STR X 12; NO_ACR
1027000360033; GLUCONATO DE CÁLCIO; GLUCONATO CALCIO; NOT FOUND; 100 MG/ML SOL INJ CX 100 AMP VD INC X 10 ML; NO_ACR
1027000170013; GLICOSE; GLICOSE; GLICOSE; 25 % INJ CX C/ 100 AMP X 10 ML; NO_ACR
1027000170072; GLICOSE; GLICOSE; GLICOSE; 25 % INJ CX C/ 50 AMP X 10 ML; NO_ACR
1027000170030; GLICOSE; GLICOSE; GLICOSE; 50 % INJ CX C/ 100 AMP X 10 ML; NO_ACR
1027000170048; GLICOSE; GLICOSE; GLICOSE; 50 % INJ CX C/ 100 AMP X 20 ML; NO_ACR
1027000170056; GLICOSE; GLICOSE; GLICOSE; 50 % INJ CX C/ 50 AMP X 10 ML; NO_ACR
1070400010034; GLICOSE; GLICOSE; GLICOSE; SOL INJ AMP 1000 ML 10%; NO_ACR
1070400010018; GLICOSE; GLICOSE; GLICOSE; SOL INJ AMP 250 ML 10%; NO_ACR
1070400010026; GLICOSE; GLICOSE; GLICOSE; SOL INJ AMP 500 ML 10%; NO_ACR
1070400050036; GLICOSE; GLICOSE; GLICOSE; SOL INJ 5% AMP 1000ML 5%; NO_ACR
1070400050028; GLICOSE; GLICOSE; GLICOSE; SOL INJ 5% AMP 250 ML 5%; NO_ACR
1070400050011; GLICOSE; GLICOSE; GLICOSE; SOL INJ 5% AMP 500 ML 5%; NO_ACR
1040700280027; GLICOSE; GLICOSE; GLICOSE; 25 % /AMP - CX C/50 AMP C/10ML; NO_ACR
1018300080037; GLICOSE; GLICOSE; GLICOSE; CX. C/20 AMPOLAS X 500 ML; NO_ACR
1018300080010; GLICOSE; GLICOSE; GLICOSE; 50% SOL INJ CX 100 AMP VD INC X 10 ML; NO_ACR
1121302690020; GLICOSE; GLICOSE; GLICOSE; 10 PCC SOL INJ FR PLAST TRANS X 1000 ML; NO_ACR
1121302690012; GLICOSE; GLICOSE; GLICOSE; 10 PCC SOL INJ 40 FR PLAST TRANS X 250 ML; NO_ACR
1121302690101; GLICOSE; GLICOSE; GLICOSE; 10 PCC SOL INJ 20 FR PLAST TRANS X 500 ML; NO_ACR
1038800020122; GLICOSE; GLICOSE; GLICOSE; 5 PCC SOL INJ BOLSA PLAST TRANS X 1000 ML; NO_ACR
1038800020106; GLICOSE; GLICOSE; GLICOSE; 5 PCC SOL INJ BOLSA PLAST TRANS X 250 ML; NO_ACR
1038800020114; GLICOSE; GLICOSE; GLICOSE; 5 PCC SOL INJ BOLSA PLAST TRANS X 500 ML; NO_ACR
1121302690081; GLICOSE; GLICOSE; GLICOSE; 5 PCC SOL INJ 10 FR PLAST TRANS X 1000 ML; NO_ACR
1121302690039; GLICOSE; GLICOSE; GLICOSE; 5 PCC SOL INJ 40 FR PLAST TRANS X 250 ML; NO_ACR
1121302690071; GLICOSE; GLICOSE; GLICOSE; 5 PCC SOL INJ 20 FR PLAST TRANS X 500 ML; NO_ACR
1651200070061; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; 50 MG/ML SOL INJ CX 40 FR PLAS TRANS X 250 ML; NO_ACR
1651200070078; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; 50 MG/ML SOL INJ CX 20 FR PLAS TRANS X 500 ML; NO_ACR
1651200070086; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; 50 MG/ML SOL INJ CX 10 FR PLAS TRANS X 1000 ML; NO_ACR
1651200070191; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; 100 MG/ML SOL INJ CX 40 FR PLAS TRANS X 250 ML; NO_ACR
1651200070175; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; 100 MG/ML SOL INJ CX 20 FR PLAS TRANS X 500 ML; NO_ACR
1651200070183; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; 100 MG/ML SOL INJ X 10 FR PLAS TRANS X 1000 ML; NO_ACR
1651200070140; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; 100 MG/ML SOL INJ CX 20 BOLS PVC X 500 ML; NO_ACR
1651200070019; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; 50 MG/ML SOL INJ CX 20 BOLS PVC X 500 ML; NO_ACR
1651200070329; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; 100 MG/ML SOL INJ IV BOLS PP TRANS SIST FECH X 1000 ML; NO_ACR
1651200070302; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; 100 MG/ML SOL INJ IV BOLS PP TRANS SIST FECH X 250 ML; NO_ACR
1651200070310; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; 100 MG/ML SOL INJ IV BOLS PP TRANS SIST FECH X 500 ML; NO_ACR
1651200070272; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; 100 MG/ML SOL INJ IV FA PLAS TRANS SIST FECH X 1000 ML; NO_ACR
1651200070256; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; 100 MG/ML SOL INJ IV FA PLAS TRANS SIST FECH X 250 ML; NO_ACR
1651200070264; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; 100 MG/ML SOL INJ IV FA PLAS TRANS SIST FECH X 500 ML; NO_ACR
1651200070345; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; 50 MG/ML SOL INJ IV BOLS PP TRANS SIST FECH X 100 ML; NO_ACR
1651200070299; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; 50 MG/ML SOL INJ IV BOLS PP TRANS SIST FECH X 1000 ML; NO_ACR
1651200070248; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; 50 MG/ML SOL INJ IV BOLS PP TRANS SIST FECH X 250 ML; NO_ACR
1651200070280; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; 50 MG/ML SOL INJ IV BOLS PP TRANS SIST FECH X 500 ML; NO_ACR
1651200070337; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; 50 MG/ML SOL INJ IV FA PLAS TRANS SIST FECH X 100 ML; NO_ACR
1651200070231; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; 50 MG/ML SOL INJ IV FA PLAS TRANS SIST FECH X 1000 ML; NO_ACR
1651200070213; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; 50 MG/ML SOL INJ IV FA PLAS TRANS SIST FECH X 250 ML; NO_ACR
1651200070221; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; 50 MG/ML SOL INJ IV FA PLAS TRANS SIST FECH X 500 ML; NO_ACR
1651200070361; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; 50 MG/ML SOL INJ IV BOLS PP TRANS SIST FECH X 100 ML (CONT 50 ML); NO_ACR
1651200070353; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; GLICOSE MONOIDRATADA; 50 MG/ML SOL INJ IV FA PLAS TRANS SIST FECH X 100 ML (CONT 50 ML); NO_ACR
1651200070205; GLICOSE 5%; GLICOSE 5; NOT FOUND; 50 MG/ML SOL INJ CX 60 FR PLAS TRANS X 125 ML; NO_ACR
1097100040058; GLICOSE; GLICOSE; GLICOSE; 10% FR 1000 ML; NO_ACR
1097100040079; GLICOSE; GLICOSE; GLICOSE; 10% FR 125 ML; NO_ACR
1097100040040; GLICOSE; GLICOSE; GLICOSE; 10% FR 250 ML; NO_ACR
1097100040066; GLICOSE; GLICOSE; GLICOSE; 10% FR 500 ML; NO_ACR
1097100040169; GLICOSE; GLICOSE; GLICOSE; 25% AMP 10 ML; NO_ACR
1097100040142; GLICOSE; GLICOSE; GLICOSE; 25% AMP 20 ML; NO_ACR
1097100040185; GLICOSE; GLICOSE; GLICOSE; 5% BOLSA 100 ML; NO_ACR
1097100040215; GLICOSE; GLICOSE; GLICOSE; 5% BOLSA 1000 ML; NO_ACR
1097100040193; GLICOSE; GLICOSE; GLICOSE; 5% BOLSA 250 ML; NO_ACR
1097100040207; GLICOSE; GLICOSE; GLICOSE; 5% BOLSA 500 ML; NO_ACR
1097100040031; GLICOSE; GLICOSE; GLICOSE; 5% FR 1000 ML; NO_ACR
1097100040011; GLICOSE; GLICOSE; GLICOSE; 5% FR 125 ML; NO_ACR
1097100040015; GLICOSE; GLICOSE; GLICOSE; 5% FR 250 ML; NO_ACR
1097100040023; GLICOSE; GLICOSE; GLICOSE; 5% FR 500 ML; NO_ACR
1097100040126; GLICOSE; GLICOSE; GLICOSE; 50% AMP 10 ML; NO_ACR
1097100040134; GLICOSE; GLICOSE; GLICOSE; 50% AMP 20 ML; NO_ACR
1097100310212; GLICOSE; GLICOSE; GLICOSE; 50% FR 250 ML; NO_ACR
1097100310220; GLICOSE; GLICOSE; GLICOSE; 50% FR 500 ML; NO_ACR
1097100310131; GLICOSE; GLICOSE; GLICOSE; 10% BOLSA 100 ML; NO_ACR
1097100310166; GLICOSE; GLICOSE; GLICOSE; 10% BOLSA 1000 ML; NO_ACR
1097100310141; GLICOSE; GLICOSE; GLICOSE; 10% BOLSA 250 ML; NO_ACR
1097100310158; GLICOSE; GLICOSE; GLICOSE; 10% BOLSA 500 ML; NO_ACR
1057701910029; GLIMEPIRIDA; GLIMEPIRIDA; GLIMEPIRIDA; 1 MG COM CT BL AL PLAS INC X 30; NO_ACR
1057701910053; GLIMEPIRIDA; GLIMEPIRIDA; GLIMEPIRIDA; 2 MG COM CT BL AL PLAS INC X 30; NO_ACR
1057701910088; GLIMEPIRIDA; GLIMEPIRIDA; GLIMEPIRIDA; 4 MG COM CT BL AL PLAS INC X 30; NO_ACR
1121303280071; GLIMEPIRIDA; GLIMEPIRIDA; GLIMEPIRIDA; 4 MG COM CT BL AL PLAS INC X 30   ; NO_ACR
1121303280047; GLIMEPIRIDA; GLIMEPIRIDA; GLIMEPIRIDA; 2 MG COM CT BL AL PLAS INC X 30  ; NO_ACR
1121303280012; GLIMEPIRIDA; GLIMEPIRIDA; GLIMEPIRIDA; 1 MG COM CT BL AL PLAS INC X 30; NO_ACR
1455400010011; GLIMEPIRIDA; GLIMEPIRIDA; GLIMEPIRIDA; 1 MG 3 BL X10 COMP; NO_ACR
1455400010028; GLIMEPIRIDA; GLIMEPIRIDA; GLIMEPIRIDA; 2 MG 3 BL X 10 COMP; NO_ACR
1455400010036; GLIMEPIRIDA; GLIMEPIRIDA; GLIMEPIRIDA; 4 MG 3 BL X 10 COMP; NO_ACR
1890000410014; GLUCONATO DE CALCIO; GLUCONATO CALCIO; NOT FOUND; 100 MG/ML SOL INJ CX 100 AMP VD INC X 10 ML; NO_ACR
1068901590031; GLYTEOL; GLYTEOL; NOT FOUND; 13.333 MG/ML XPE CT FR VD AMB X 150 ML + CP MED (SAB. BAUNILHA); NO_ACR
1068901590023; GLYTEOL; GLYTEOL; NOT FOUND; 13.333 MG/ML XPE CT FR VD AMB X 100 ML + CP MED (SAB. BAUNILHA); NO_ACR
1068901590015; GLYTEOL; GLYTEOL; NOT FOUND; 13.333 MG/ML XPE CT FR VD AMB X 100 ML + CP MED (SAB. MORANGO); NO_ACR
1068901590058; GLYTEOL; GLYTEOL; NOT FOUND; 13.333 MG/ML XPE CT FR VD AMB X 120 ML + CP MED (SBR BAUNILHA); NO_ACR
1068901590041; GLYTEOL; GLYTEOL; NOT FOUND; 13.333 MG/ML XPE CT FR VD AMB X 120 ML + CP MED (SBR MORANGO); NO_ACR
1068900510033; GLYTEOL BALSÂMICO; GLYTEOL BALSAMICO; NOT FOUND; ADULTO 6.60MG SOL ORAL FR VD X 150ML; NO_ACR
1068900510058; GLYTEOL BALSÂMICO; GLYTEOL BALSAMICO; NOT FOUND; ADULTO 6.60MG SOL ORAL FR VD X 100ML; NO_ACR
1068900510041; GLYTEOL BALSÂMICO; GLYTEOL BALSAMICO; NOT FOUND; PED. 5.00MG SOL ORAL FR VD X 100ML; NO_ACR
1090600880045; GASTRONOL; GASTRONOL; NOT FOUND; 62 MG/ML SUS OR CT FR VD AMB X 100 ML; NO_ACR
1090600880037; GASTRONOL; GASTRONOL; NOT FOUND; 62 MG/ML SUS OR CT FR VD AMB X 200 ML ; NO_ACR
1171700230026; GASTROPEPT; GASTROPEPT; NOT FOUND; SUSP. ORAL 150 ML; NO_ACR
1171700230018; GASTROPEPT; GASTROPEPT; NOT FOUND; 20 COMP.; NO_ACR
1168000110018; GALENOGAL; GALENOGAL; NOT FOUND; 0.006G SOL ORAL FR VD X 150ML; NO_ACR
1186100290042; GINOTRAX; GINOTRAX; NOT FOUND; 600 MG 1 AP. DESC PRE-ENV 5 G - CREME; NO_ACR
1186100290034; GINOTRAX; GINOTRAX; NOT FOUND; 7 APLIC DESC PRE-ENV DE 5 G - CREME; NO_ACR
1186100290018; GINOTRAX; GINOTRAX; NOT FOUND; BISN 40 G + 7 APLICADORES - CREME; NO_ACR
1186100290026; GINOTRAX; GINOTRAX; NOT FOUND; 600 MG 1 OVULO + 2 DEDEIRAS; NO_ACR
1521300010044; GENALAPRIL; GENALAPRIL; NOT FOUND; CX C/01BL C/30 COMP 10MG; NO_ACR
1521300010011; GENALAPRIL; GENALAPRIL; NOT FOUND; CX C/01BL C/30 COMP 5MG; NO_ACR
1521300010052; GENALAPRIL; GENALAPRIL; NOT FOUND; CX C/01BL C/30 COMP 20MG; NO_ACR
1026400370025; GELLODEX; GELLODEX; NOT FOUND; 0.033 ML + 0.033 G + 0.008 G + 0.083 ML/ML AER TB AL X 60 ML; NO_ACR
1026400370033; GELLODEX; GELLODEX; NOT FOUND; TUBO AEROSOL C/150 ML; NO_ACR
1026400370017; GELLODEX; GELLODEX; NOT FOUND; BISNAGA C/20 GR; NO_ACR
1521300230011; GENDOMET; GENDOMET; NOT FOUND; CX C/3BL B/10 COMP. 250MG; NO_ACR
1521300230044; GENDOMET; GENDOMET; NOT FOUND; CX C/3BL B/10 COMP. 500MG; NO_ACR
1521300290012; GEFLIL; GEFLIL; NOT FOUND; 500 MG / G GEL VAG CT O1 BG AL X 50 G + APLIC; NO_ACR
1211000980017; GEVRAL SUPER; GEVRAL SUPER; NOT FOUND; CARTUCHO CONTENDO 1 FRASCO COM 120 ML; NO_ACR
1521300120011; GENOSULID; GENOSULID; NOT FOUND; CX C/01BL C/12 COMP 100MG; NO_ACR
1002000240054; GYNO ICADEN; GYNO ICADEN; NOT FOUND; 10 MG/G CREM VAG CT BG X 40 G + 7 APLIC; NO_ACR
1002000240054; GYNO ICADEN; GYNO ICADEN; NOT FOUND; CREME PV BISN C/ 40 GR C/ 7 APLICADORES; NO_ACR
1002000240161; GYNO-ICADEN; GYNO ICADEN; NOT FOUND; 600 MG/OVULO CT 1 STRIP X 1 + LUVA; NO_ACR
1002000240089; GYNO ICADEN; GYNO ICADEN; NOT FOUND; 600 MG OVL CT STRIP  X 1 + DEDEIRA; NO_ACR
1057700170034; GINOTARIN; GINOTARIN; NOT FOUND; 20 MG-ML LOC TOP CT FR PLAS OPC X 30 ML; NO_ACR
1057700170026; GINOTARIN; GINOTARIN; NOT FOUND; 20 MG/G CREM DERM BG CT X 28 G; NO_ACR
1057700170018; GINOTARIN; GINOTARIN; NOT FOUND; 20 MG/G CREM VAG CT BG AL X 50 + APLIC; NO_ACR
1123600170013; GYNO-DAKTARIN; GYNO DAKTARIN; NOT FOUND; 20MG - CREME - BISN - 80 GRAMAS; NO_ACR
1017100630030; GINEDAK; GINEDAK; NOT FOUND; 25 MG/G CREME VAG CARTUCHO BISN X 80 G + APLICADOR; NO_ACR
1057700170042; GINOTARIN; GINOTARIN; NOT FOUND; 20 MG/G PO POTE CT 30 G; NO_ACR
1017100660010; GINOSUTIN M; GINOSUTIN M; NOT FOUND; 30 MG/G + 20 MG/G CREME VAGINAL CARTUCHO BISN ALUM; NO_ACR
1521300040016; GENOSEPT; GENOSEPT; NOT FOUND; CX C/02BL C/07 COMP 400MG; NO_ACR
1521300180012; GENOPRAZOL; GENOPRAZOL; NOT FOUND; FRAS C/ 14 CAPS 10MG; NO_ACR
1521300180047; GENOPRAZOL; GENOPRAZOL; NOT FOUND; FRAS C/ 14 CAPS 20MG; NO_ACR
1521300180039; GENOPRAZOL; GENOPRAZOL; NOT FOUND; FRAS C/07 CAPS 20MG; NO_ACR
1105700450011; GASTROSEC; GASTROSEC; NOT FOUND; 40 MG CAP GEL DURA CT 01 FR PLAS OPC X 07; NO_ACR
1105700450044; GASTROSEC; GASTROSEC; NOT FOUND; 10 MG CAP GEL DURA CT 01 FR PLAS OPC X 14; NO_ACR
1105700450036; GASTROSEC; GASTROSEC; NOT FOUND; 20 MG CAP GEL DURA CT 01 FR PLAS OPC X 07; NO_ACR
1105700450028; GASTROSEC; GASTROSEC; NOT FOUND; 20 MG CAP GEL DURA CT 01 FR PLAS OPC X 14; NO_ACR
1008100300010; GADUOL; GADUOL; NOT FOUND; FR C/ 10 ML; NO_ACR
1521300130015; GENOPRIN; GENOPRIN; NOT FOUND; CX C/25BL C/04 COMP 500MG; NO_ACR
1521300130031; GENOPRIN; GENOPRIN; NOT FOUND; CX C/25BL C/04 COMP 750MG; NO_ACR
1110200040013; GREEN ALFA; GREEN ALFA; NOT FOUND; 3.000.000 UI FR-AMPOLA +DILUENTE; NO_ACR
1172900040016; GLUCAN; GLUCAN; NOT FOUND; SUSP.INJ. VD AMBAR 5ML; NO_ACR
1064601240059; GLICOCEF; GLICOCEF; NOT FOUND; 1G I/M - CX COM 1 FR/AMP + DIL; NO_ACR
1064601240121; GLICOCEF; GLICOCEF; NOT FOUND; 1G I/V - CX COM 50 FR/AMP; NO_ACR
1064601240091; GLICOCEF; GLICOCEF; NOT FOUND; 1G I/V - CX COM 50 FR/AMP + DIL; NO_ACR
1085800530026; GARAMIN; GARAMIN; NOT FOUND; CX 50 AMP 2ML; NO_ACR
1006100600012; GENCYDO D1; GENCYDO D1; NOT FOUND; (0.3+0.1) G/ML SOL INJ CX CT AMP VD INC X 10; NO_ACR
1006100600020; GENCYDO D1; GENCYDO D1; NOT FOUND; ( 0.5 + 0.1 ) G/ ML SOL INJ CX CT AMP VD INC X 10; NO_ACR
1057700490012; GOTAS DIGESTIVAS; GOTAS DIGESTIVAS; NOT FOUND; FR 20 ML; NO_ACR
1155700500021; GIAMEBIL; GIAMEBIL; NOT FOUND; GOTAS FR. C/ 10ML; NO_ACR
1155700500013; GIAMEBIL; GIAMEBIL; NOT FOUND; XAROPE FR. C/ 60ML; NO_ACR
1155700410022; GINOFLORAX; GINOFLORAX; NOT FOUND; 100 MILHOES/ML SUS GINEC CT 7 FLAC X 5 ML + 7 APLIC GINEC; NO_ACR
255180; GARGOTAN; GARGOTAN; NOT FOUND; 60 ML; NO_ACR
1046700240037; GUARANÁ; GUARANA; NOT FOUND; GUARANA 1G/G PO FR.C/50G; NO_ACR
1046700240037; GUARANÁ; GUARANA; NOT FOUND; EXTR.FL.DE GUARANA 0.025ML. XAROPE FR/500ML.; NO_ACR
SI/NC; GOTAS ANTIGRIPAIS; GOTAS ANTIGRIPAIS; NOT FOUND; FRASCO 15ML; NO_ACR
1041500100028; GOTAS TÔNICAS; GOTAS TONICAS; NOT FOUND; FRASCO 30ML; NO_ACR
1041500110015; GRIPERINA; GRIPERINA; NOT FOUND; FRASCO 15ML; NO_ACR
1041500270014; GT.VER.ESTOMACAIS; GT VER ESTOMACAIS; NOT FOUND; FRASCO 20ML; NO_ACR
1041500013194; GT.VER.ESTOMACAIS; GT VER ESTOMACAIS; NOT FOUND; FRASCO 60ML; NO_ACR
SI/NC; GRANULADO TAMARIN; GRANULADO TAMARIN; NOT FOUND; 500GRS.PO.PT. 12UN; NO_ACR
1047600220040; GLINUTROL; GLINUTROL; NOT FOUND; SOL VD 100 ML; NO_ACR
1085800140013; GRIPOTERMON; GRIPOTERMON; NOT FOUND; FR 10ML GOTAS; NO_ACR
1043400040011; GASTROGENOL; GASTROGENOL; NOT FOUND; SOLUCAO FR C/ 100 ML; NO_ACR
ISENTO; GOTTAS ARTHUR DE CARVALHO; GOTTAS ARTHUR CARVALHO; NOT FOUND; VD C/30ML; NO_ACR
