1781701290011; LYDIAN; LYDIAN; NOT FOUND; 2.0 MG + 0.035 MG COM REV CT BL AL PLAS INC X 21 ; NO_ACR
1123300430060; LAQFA - FLUORETO DE SÓDIO; LAQFA FLUORETO SODIO; NOT FOUND; 12.3 MG/ML GEL CX 12 PT PLAS X 250 ML; NO_ACR
1014300550011; LAXOL; LAXOL; NOT FOUND; 933.3MG/ML SOL OR FR AMB X 60 ML; NO_ACR
1014300550036; LAXOL; LAXOL; NOT FOUND; 933.3 MG/ML SOL OR FR PLAS AMB X 60 ML; NO_ACR
9135213333322; LAXOL; LAXOL; NOT FOUND; 100% OLEO DE RICINO SOL OR CT FR PET INCOLOR X 60 ML; NO_ACR
1120800130029; LQFEX FUROSEMIDA; LQFEX FUROSEMIDA; NOT FOUND; 10MG/ML SOL INJ - CX. C/50 AMP DE 2 ML; NO_ACR
1262500030012; LFM-FUROSEMIDA; LFM FUROSEMIDA; NOT FOUND; 10 MG/ML CX 50 AMP VD AMB X 2 ML; NO_ACR
1105000140018; LIFAL-FUROSEMIDA; LIFAL FUROSEMIDA; NOT FOUND; 40 MG COM CX ENV AL X 500; NO_ACR
1123300090014; LAQFA - FUROSEMIDA; LAQFA FUROSEMIDA; NOT FOUND; 40 MG COM CX 50 ENV KRAFT X 10; NO_ACR
1120800130013; LQFEX FUROSEMIDA; LQFEX FUROSEMIDA; NOT FOUND; 40 MG COM CX CT 50 ENV AL PLAS X 10; NO_ACR
1262500030048; LFM-FUROSEMIDA; LFM FUROSEMIDA; NOT FOUND; 40 MG COM CX ENV KRAFT X 500; NO_ACR
1039400490030; LISAGLUCON; LISAGLUCON; NOT FOUND; 5 MG COMP CT BL AL PLAST INC X 20; NO_ACR
1120800440011; LQFEX GLIBENCLAMIDA; LQFEX GLIBENCLAMIDA; NOT FOUND; 5 MG COM CX ENV KRAF X 500 (EMB HOSP); NO_ACR
1120800610012; LQFEX GLICOSE; LQFEX GLICOSE; NOT FOUND; 25% SOL INJ CX 50 AMP VD INC X 10 ML; NO_ACR
1120800480011; LQFEX GLICOSE; LQFEX GLICOSE; NOT FOUND; 50% SOL. INJ. CX. C/50 AMP DE 10 ML; NO_ACR
1120800350010; LQFEX HIDROCLOROTIAZIDA; LQFEX HIDROCLOROTIAZIDA; NOT FOUND; 50 MG CX. C/50 ENV. X 10 COMP; NO_ACR
1262500200015; LFM-HIDROCLOROTIAZIDA; LFM HIDROCLOROTIAZIDA; NOT FOUND; 50 MG COM CX 50 ENV X 10 (EMB. HOSP.) ; NO_ACR
1017900020016; LAFESC - HIDROCLOROTIAZIDA; LAFESC HIDROCLOROTIAZIDA; NOT FOUND; 25 MG COM CX 50 ENV. X 10; NO_ACR
1121302920018; LISINOPRIL + HIDROCLOROTIAZIDA; LISINOPRIL HIDROCLOROTIAZIDA; NOT FOUND; 20 MG + 12.5 MG COM CT 3 BL AL PLAS INC X 10; NO_ACR
1546300080013; LISINOPRIL + HIDROCLOROTIAZIDA; LISINOPRIL HIDROCLOROTIAZIDA; NOT FOUND; 10 MG + 12.5 MG COM CT BL AL PLAS INC X 30; NO_ACR
1546300080021; LISINOPRIL + HIDROCLOROTIAZIDA; LISINOPRIL HIDROCLOROTIAZIDA; NOT FOUND; 20 MG + 12.5 MG COM CT BL AL PLAS INC X 30; NO_ACR
1120800470016; LQFEX HIDRÓXIDO DE ALUMÍNIO; LQFEX HIDROXIDO ALUMINIO; NOT FOUND; 300 MG CX. C/50 ENV. X 10 COMP; NO_ACR
1010701440042; LEITE DE MAGNÉSIA PHILLIPS; LEITE MAGNESIA PHILLIPS; NOT FOUND; 80.95 MG/ML SUS OR CX FR PLAS OPC X 120 ML; NO_ACR
1010701440050; LEITE DE MAGNÉSIA PHILLIPS; LEITE MAGNESIA PHILLIPS; NOT FOUND; 80.95 MG/ML SUS OR CX FR PLAS OPC X 350 ML; NO_ACR
1010701440026; LEITE DE MAGNÉSIA PHILLIPS; LEITE MAGNESIA PHILLIPS; NOT FOUND; 85.5 MG/ML SUS OR CX FR PLAS OPC X 120 ML; NO_ACR
1010701440034; LEITE DE MAGNÉSIA PHILLIPS; LEITE MAGNESIA PHILLIPS; NOT FOUND; 85.5 MG/ML SUS OR CX FR PLAS OPC X 350 ML; NO_ACR
1022700400040; LEITE DE MAGNESIA; LEITE MAGNESIA; NOT FOUND; 80.95MG/ML SUS OR FR PLASTICO X 100 ML; NO_ACR
1171700080024; LEITE MAGNESIA; LEITE MAGNESIA; NOT FOUND; 120 ML; NO_ACR
1171700080040; LEITE MAGNESIA; LEITE MAGNESIA; NOT FOUND; 120 ML MENTA; NO_ACR
1171700080032; LEITE MAGNESIA; LEITE MAGNESIA; NOT FOUND; 350 ML MENTA; NO_ACR
1171700080016; LEITE MAGNESIA; LEITE MAGNESIA; NOT FOUND; 350 ML NATURAL; NO_ACR
2501600025706; LEITE DE MAGNÉSIA; LEITE MAGNESIA; NOT FOUND; 120ML.LIQ. FR. 12 UN; NO_ACR
SI/NC; LÍQUIDO DAKIN; LIQUIDO DAKIN; NOT FOUND; FR PLAST LIQ X 500 ML; NO_ACR
1262500860015; LFM-IODETO DE POTÁSSIO; LFM IODETO POTASSIO; NOT FOUND; 2% XPE CX 50 FR VD AMB X 150 ML; NO_ACR
9529999995555; LFM- TINTURA DE IODO; LFM TINTURA IODO; NOT FOUND; 2% SOL TOP CX 50 FR VD AMB 60 ML; NO_ACR
ISENTO; LABORIODINE TINTURA; LABORIODINE TINTURA; NOT FOUND; SOL HIROALC FR PLAS OPC X 1000 ML; NO_ACR
1123300330041; LAQFA POLIVINILPIRROLIDONA IODO; LAQFA POLIVINILPIRROLIDONA IODO; NOT FOUND; 0.1 G/ML SOL TOP CX 12 FR PLAS OPC X 1000 ML (ALCOOLICO); NO_ACR
1123300330023; LAQFA POLIVINILPIRROLIDONA IODO; LAQFA POLIVINILPIRROLIDONA IODO; NOT FOUND; 0.1 G/ML SOL TOP CX 12 FR PLAS OPC X 1000 ML (AQUOSO); NO_ACR
1123300330015; LAQFA POLIVINILPIRROLIDONA IODO; LAQFA POLIVINILPIRROLIDONA IODO; NOT FOUND; 0.1 G/ML SOL TOP CX 12 FR PLAS OPC X 100 ML (AQUOSA); NO_ACR
1121302750015; LABORIODINE DEGERMANTE; LABORIODINE DEGERMANTE; NOT FOUND; 10% SOL TOP CX 12 FR PLAST OPC X 1000 ML CX 12 FR; NO_ACR
1038800140012; LABORIODINE DEGERMANTE; LABORIODINE DEGERMANTE; NOT FOUND; FR 1000 ML COM DISPENSADOR; NO_ACR
1121302860023; LABORIODINE; LABORIODINE; NOT FOUND; FR PLAS OPC X 1000 ML CX 12 FR; NO_ACR
1121302860015; LABORIODINE; LABORIODINE; NOT FOUND; 10% SOL TOP FR PLAST OPC X 1000 ML; NO_ACR
ISENTO; LABORIODINE TÓPICO; LABORIODINE TOPICO; NOT FOUND; IODOPOLIVIDONA 10% (SOLUCAO AQUOSA) FRASCO DE PLASTICO OPACO 100 ML; NO_ACR
ISENTO; LABORIODINE TÓPICO; LABORIODINE TOPICO; NOT FOUND; IODOPOLIVIDONA 10% (SOLUCAO AQUOSA) FRASCO DE PLASTICO OPACO 1000 ML; NO_ACR
ISENTO; LABORIODINE DEGERMANTE; LABORIODINE DEGERMANTE; NOT FOUND; IODOPOLIVIDONA 10% (SOLUCAO COM TENSOATIVO) FRASCO DE PLASTICO OPACO 1000 ML; NO_ACR
ISENTO; LABORIODINE DEGERMANTE; LABORIODINE DEGERMANTE; NOT FOUND; IODOPOLIVIDONA 10% (SOLUCAO COM TENSOATIVO) FRASCO DE PLASTICO OPACO 100 ML; NO_ACR
ISENTO; LABORIODINE DEGERMANTE; LABORIODINE DEGERMANTE; NOT FOUND; IODOPOLIVIDONA 10% (SOLUCAO COM TENSOATIVO) FRASCO DE PLASTICO OPACO 1000 ML (FRASCO DISPENSADOR); NO_ACR
ISENTO; LABORIODINE TINTURA; LABORIODINE TINTURA; NOT FOUND; IODOPOLIVIDONA 10% (SOLUCAO HIDROALCOOLICA) FRASCO DE PLASTICO OPACO 100 ML; NO_ACR
1123300360011; LAQFA-ISONIAZIDA; LAQFA ISONIAZIDA; NOT FOUND; 100 MG COM CX 50 ENV AL X 10; NO_ACR
1262500290014; LFM-ISONIAZIDA; LFM ISONIAZIDA; NOT FOUND; 100 MG COM CX 50 ENV AL POLIET X 10; NO_ACR
1120800650014; LQFEX ISONIAZIDA + RIFAMPICINA; LQFEX ISONIAZIDA RIFAMPICINA; NOT FOUND; 100 MG + 150 MG CAP GEL DURA CX 50 ENV AL/POLIET X 10; NO_ACR
1120800010015; LQFEX - ISONIAZIDA + RIFAMPICINA; LQFEX ISONIAZIDA RIFAMPICINA; NOT FOUND; 200 MG + 300 MG CAP GEL DURA CX 50 ENV AL POLIET X 10; NO_ACR
1002000940080; LURANTAL; LURANTAL; NOT FOUND; 20MG 1BL C/ 30 CAPS; NO_ACR
1010701790015; LACIPIL; LACIPIL; NOT FOUND; 4 MG COM REV CT BL AL/AL X 14; NO_ACR
1045400430078; LACTULONA; LACTULONA; NOT FOUND; SACHE 15ML C/1 UNIDADE; NO_ACR
1045400430051; LACTULONA; LACTULONA; NOT FOUND; XAROPE - FRASCO DE VIDRO COM 120 ML; NO_ACR
1045400430229; LACTULONA; LACTULONA; NOT FOUND; XAROPE - FRASCO DE VIDRO COM 120 ML SABOR AMEIXA; NO_ACR
1045400430078; LACTULONA; LACTULONA; NOT FOUND; CAIXA COM 10 UNIDADES COM 15 ML SACHE; NO_ACR
1045400430245; LACTULONA; LACTULONA; NOT FOUND; XAROPE - FRASCO DE VIDRO COM 120 ML SALADA DE FRUTAS; NO_ACR
1045400430377; LACTULONA; LACTULONA; NOT FOUND; 667 MG/ML  XPE CT FR PLAST (PET) AMB X 120 ML (SABOR AMEIXA); NO_ACR
1045400430369; LACTULONA; LACTULONA; NOT FOUND; 667 MG/ML  XPE CT FR PLAST (PET) AMB X 120 ML (SABOR SALADA DE FRUTAS); NO_ACR
1045400430342; LACTULONA; LACTULONA; NOT FOUND; 667 MG /ML XPE CT 10 SACH X 15 ML (SABOR AMEIXA); NO_ACR
1045400430334; LACTULONA; LACTULONA; NOT FOUND; 667 MG / ML XPE CT 10 SACH X 15 ML (SABOR SALADA DE FRUTAS); NO_ACR
1319600030038; LAMIVUDINA; LAMIVUDINA; LAMIVUDINA; FRASCOS C/ 240 ML; NO_ACR
1040700810026; LAMIVUDINA; LAMIVUDINA; LAMIVUDINA; 150 MG / COMP / FR C/ 60 COMP; NO_ACR
1018300910027; LAMIVUDINA; LAMIVUDINA; LAMIVUDINA; FRASCO C/ 60 COMPRIMIDO; NO_ACR
1319600030021; LAMIRAX; LAMIRAX; NOT FOUND; FRASCOS C/60 CPMS (150MG); NO_ACR
1010700060033; LAMICTAL; LAMICTAL; NOT FOUND; 100 MG COM CT BL AL PLAS INC X 30; NO_ACR
1010700060017; LAMICTAL; LAMICTAL; NOT FOUND; 25 MG COM CT BL AL PLAS INC X 30; NO_ACR
1010700060025; LAMICTAL; LAMICTAL; NOT FOUND; 50 MG COM CT BL AL PLAS INC X 30; NO_ACR
1010700060106; LAMICTAL; LAMICTAL; NOT FOUND; 100 MG COM DISP BL AL PLAS INC X 30 ; NO_ACR
1010700060114; LAMICTAL; LAMICTAL; NOT FOUND; 200 MG COM DISP BL AL PLAS INC X 30 ; NO_ACR
1010700060084; LAMICTAL; LAMICTAL; NOT FOUND; 25 MG COM DISP BL AL PLAS INC X 30 ; NO_ACR
1010700060092; LAMICTAL; LAMICTAL; NOT FOUND; 50 MG COM DISP BL AL PLAS INC X 30 ; NO_ACR
1010700060076; LAMICTAL; LAMICTAL; NOT FOUND; 5 MG COM DISP BL AL PLAS INC X 30; NO_ACR
1105000450041; LIFALLAMOTRIGINA; LIFALLAMOTRIGINA; NOT FOUND; 100 MG COM CX 09 BL AL PLAS INC X 10; NO_ACR
1105000450051; LIFALLAMOTRIGINA; LIFALLAMOTRIGINA; NOT FOUND; 100 MG COM CX 50 BL AL PLAS INC X 10; NO_ACR
1105000450017; LIFALLAMOTRIGINA; LIFALLAMOTRIGINA; NOT FOUND; 25 MG COM CX 03 BL AL PLAS INC X 10; NO_ACR
1105000450025; LIFALLAMOTRIGINA; LIFALLAMOTRIGINA; NOT FOUND; 25 MG COM CX 50 BL AL PLAS INC X 10; NO_ACR
1105000450033; LIFALLAMOTRIGINA; LIFALLAMOTRIGINA; NOT FOUND; 50 MG COM CX 03 BL AL PLAS INC X 10; NO_ACR
1105000450068; LIFALLAMOTRIGINA; LIFALLAMOTRIGINA; NOT FOUND; 50 MG COM CX 50 BL AL PLAS INC X 10; NO_ACR
1376400030025; LAMPROX; LAMPROX; NOT FOUND; 30 MG COM CX 2 BL X 7; NO_ACR
1376400030033; LAMPROX; LAMPROX; NOT FOUND; 30 MG COM CX 4 BL X 7; NO_ACR
1376400030017; LAMPROX; LAMPROX; NOT FOUND; 30 MG COM CX BL X 7; NO_ACR
1018300700014; LAPACHOL; LAPACHOL; LAPACHOL; CX. C/10 ENV. X 10 CAPS.; NO_ACR
1127000010034; LECITINA DE SOJA; LECITINA SOJA; LECITINA SOJA; 1000 MG CAP FR PLAS X 30; NO_ACR
1127000010012; LECITINA DE SOJA; LECITINA SOJA; LECITINA SOJA; FR C/100 CAPS.-500 MG; NO_ACR
1121304290011; LEFLUNOMIDA; LEFLUNOMIDA; LEFLUNOMIDA; 20 MG COM REV CT BL AL/AL X 30; NO_ACR
1517000160018; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 5 MG/ML SOL INJ IV ENV AL BOLS PLAS TRANS X 100 ML (SIST FECH); NO_ACR
1517000160026; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 5 MG/ML SOL INJ BOLS PLAS FLEX PP TRANS SIST FECH X 100 ML + ENV AL ; NO_ACR
1517000160034; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 5 MG/ML SOL INJ CX 60 BOLS PLAS TRANS SIST FECH X 100 ML + 60 ENV AL ; NO_ACR
1123633160051; LEVAQUIN; LEVAQUIN; NOT FOUND; 500MG - INJ - FR.AMP. - 20 ML; NO_ACR
1123633160041; LEVAQUIN; LEVAQUIN; NOT FOUND; 5 MG/ML SOL INJ BOLS FLEX PLAS OPC  X 100 ML; NO_ACR
1123633160084; LEVAQUIN; LEVAQUIN; NOT FOUND; 250MG - COMP - BL - 3 COMP; NO_ACR
1123633160068; LEVAQUIN; LEVAQUIN; NOT FOUND; 250MG - COMP - BL - 7 COMP; NO_ACR
1123633160114; LEVAQUIN; LEVAQUIN; NOT FOUND; 500 MG - COMP - BL - 50 COMP; NO_ACR
1123633160076; LEVAQUIN; LEVAQUIN; NOT FOUND; 500 MG COM REV CT 01 BL AL PLAS INC X 10; NO_ACR
1123633160025; LEVAQUIN; LEVAQUIN; NOT FOUND; 500 MG COM REV CT 01 BL AL PLAS INC X 7; NO_ACR
1123633160165; LEVAQUIN; LEVAQUIN; NOT FOUND; 750 MG - COMP - BL - 5 COMP; NO_ACR
1123633160149; LEVAQUIN; LEVAQUIN; NOT FOUND; 750 MG - COMP - MINI BAG - 150 ML; NO_ACR
1121304550031; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG COM REV CT BL AL PLAS TRANS X 7; NO_ACR
1121304550048; LEVOFLOXACINO; LEVOFLOXACINO; LEVOFLOXACINO; 500 MG COM REV CT BL AL PLAS TRANS X 10; NO_ACR
1040700100012; LIDOCAINA; LIDOCAINA; LIDOCAINA; 2% / AMP - CX C/50 AMP C/5ML; NO_ACR
1057701270011; LIDIAL; LIDIAL; NOT FOUND; 50 MG/G POM DERM CT BG PLAS OPC X 25 G; NO_ACR
1474200110033; LISINOPRIL; LISINOPRIL; LISINOPRIL; 20 MG COM CT BL AL PLAS INC X 30 ; NO_ACR
1474200110025; LISINOPRIL; LISINOPRIL; LISINOPRIL; 5 MG COM CT BL AL PLAS INC X 30; NO_ACR
1121302870037; LISINOPRIL; LISINOPRIL; LISINOPRIL; 20 MG COM CT 2 BL AL PLAS INC X 15; NO_ACR
1121302870010; LISINOPRIL; LISINOPRIL; LISINOPRIL; 5 MG COM CT 2 BL AL PLAS INC X 15; NO_ACR
1121303440036; LISINOPRIL; LISINOPRIL; LISINOPRIL; 10 MG COM CT BL AL PVC X 30; NO_ACR
1546300060071; LISINOPRIL; LISINOPRIL; LISINOPRIL; 10 MG COM CT BL AL PLAS INC X 30; NO_ACR
1546300060111; LISINOPRIL; LISINOPRIL; LISINOPRIL; 20 MG COM CT BL AL PLAS INC X 30; NO_ACR
1546300060039; LISINOPRIL; LISINOPRIL; LISINOPRIL; 5 MG COM CT BL AL PLAS INC X 30; NO_ACR
1186101040015; LORATADINA; LORATADINA; LORATADINA; 1 MG/ML XPE CT FR VD AMB X 100 ML + DOSAD ; NO_ACR
1186100380033; LOREMIX; LOREMIX; NOT FOUND; 1 MG/ML XPE CT FR VD AMB X 100 ML + DOSADOR; NO_ACR
1186100380165; LOREMIX; LOREMIX; NOT FOUND; 1 MG/ML XPE CT FR PLAS AMB X 100 ML + COP; NO_ACR
1186100380157; LOREMIX; LOREMIX; NOT FOUND; 1 MG/ML XPE CT FR PLAS AMB X 30 ML + COP; NO_ACR
1039404070036; LORALERG; LORALERG; NOT FOUND; 1 MG/ML XPE CT FR VD AMB X 60 ML; NO_ACR
1039405270020; LORATADINA; LORATADINA; LORATADINA; 1 MG/ML XPE CT FR VD AMB X 100 ML ; NO_ACR
1039405270012; LORATADINA; LORATADINA; LORATADINA; 1 MG/ML XPE CT FR VD AMB X 60 ML ; NO_ACR
1121303540014; LORATADINA; LORATADINA; LORATADINA; 1 MG/ML XPE CT FR VD AMB X 100 ML + CP MED; NO_ACR
1781700520038; LORALERG; LORALERG; NOT FOUND; 1 MG/ML XPE CT FR VD AMB X 60 ML; NO_ACR
1466800110017; LORATADINA; LORATADINA; LORATADINA; COMP. 10MG FR PLASTICO X 12; NO_ACR
1186100380084; LOREMIX; LOREMIX; NOT FOUND; 10 MG COM CT BL AL PLAS INC X 12; NO_ACR
1039404070011; LORALERG; LORALERG; NOT FOUND; 10 MG COM CT BL AL PLAS INC X 10 ; NO_ACR
1121302910039; LORATADINA; LORATADINA; LORATADINA; 10 MG COM REV CT BL AL PLAS AMB X 12; NO_ACR
1781700520011; LORALERG; LORALERG; NOT FOUND; 10 MG COM CT BL AL PLAST INC X 10; NO_ACR
1121303480011; LORATADINA + SULFATO DE PSEUDOEFEDRINA; LORATADINA SULFATO PSEUDOEFEDRINA; NOT FOUND; 1 MG/ML + 12 MG/ML XPE CT FR VD AMB X 60 ML + CP MED; NO_ACR
1466800930022; LORAZEPAM; LORAZEPAM; LORAZEPAM; 2 MG COM CT BL AL PLAST INC X 20; NO_ACR
1466800930014; LORAZEPAM; LORAZEPAM; LORAZEPAM; 1 MG COM CT BL AL PLAS INC X 20; NO_ACR
1211000350077; LORAX; LORAX; NOT FOUND; 1 MG COM CT BL AL PLAS INC X 20; NO_ACR
1211000350085; LORAX; LORAX; NOT FOUND; 2 MG COM CT BL AL PLAS INC X 20.; NO_ACR
1211000350110; LORAX; LORAX; NOT FOUND; 1 MG COM CT BL AL PLAS INC X 30; NO_ACR
1211000350129; LORAX; LORAX; NOT FOUND; 2 MG COM CT BL AL PLAS INC X 30; NO_ACR
1039405000023; LOSARTANA POTÁSSICA; LOSARTANA POTASSICA; LOSARTANA POTASSICA; 50 MG COM REV CT BL AL PLAS LEIT X 15; NO_ACR
1039405000041; LOSARTANA POTÁSSICA; LOSARTANA POTASSICA; LOSARTANA POTASSICA; 50 MG COM REV CT BL AL PLAS LEIT X 30; NO_ACR
1474200210011; LOSARTANA POTÁSSICA; LOSARTANA POTASSICA; LOSARTANA POTASSICA; 50 MG COM REV CT BL AL PVC X 30; NO_ACR
1155700270018; LOSATAL; LOSATAL; NOT FOUND; 50 MG COM REV CT BL AL PLAS INC X 14; NO_ACR
1155700270026; LOSATAL; LOSATAL; NOT FOUND; 50 MG COM REV CT BL AL PLAS INC X 28; NO_ACR
1121303210014; LOSARTANA POTÁSSICA; LOSARTANA POTASSICA; LOSARTANA POTASSICA; 50 MG COM REV CT BL AL PLAS INC X 14 ; NO_ACR
1121303210022; LOSARTANA POTÁSSICA; LOSARTANA POTASSICA; LOSARTANA POTASSICA; 50 MG COM REV CT BL AL PLAS INC X 28; NO_ACR
1121303210030; LOSARTANA POTÁSSICA; LOSARTANA POTASSICA; LOSARTANA POTASSICA; 50 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
1466800640016; LOVASTATINA; LOVASTATINA; LOVASTATINA; 20 MG COM CT BL AL PLAS INC X 30; NO_ACR
1376400330010; LOVAX; LOVAX; NOT FOUND; 10 MG COMP. CX. 30; NO_ACR
1376400330037; LOVAX; LOVAX; NOT FOUND; 20 MG COMP. CX. 10; NO_ACR
1376400330029; LOVAX; LOVAX; NOT FOUND; 20 MG COMP. CX. 30; NO_ACR
1474200070015; LOVASTATINA; LOVASTATINA; LOVASTATINA; 20 MG COM CT 2 BL AL PLAS INC X 14; NO_ACR
1474200070031; LOVASTATINA; LOVASTATINA; LOVASTATINA; 20 MG COM CT 3 BL AL PLAS INC X 10; NO_ACR
1092201760026; LOVASTEROL; LOVASTEROL; NOT FOUND; 20 MG COM CT 3 BL AL PLAS INC X 10; NO_ACR
1045401590051; LOXONIN; LOXONIN; NOT FOUND; 60 MG COM CT BL AL PLAS INC X 15 ; NO_ACR
1045401590017; LOXONIN; LOXONIN; NOT FOUND; 60 MG COM CT  BL AL PLAS INC X 30 ; NO_ACR
1045401590084; LOXONIN; LOXONIN; NOT FOUND; 60 MG COM CT  BL AL/AL X 15; NO_ACR
1045401590092; LOXONIN; LOXONIN; NOT FOUND; 60 MG COM CT  BL AL/AL X 30; NO_ACR
1045401590106; LOXONIN; LOXONIN; NOT FOUND; 60 MG COM CT BL AL/AL X 60; NO_ACR
1045401590076; LOXONIN; LOXONIN; NOT FOUND; 60 MG COM CT  BL AL /AL X 8; NO_ACR
1045401590068; LOXONIN; LOXONIN; NOT FOUND; 60 MG COM CT BL AL PLAS INC X 8; NO_ACR
1262500330016; LFM-MEBENDAZOL; LFM MEBENDAZOL; NOT FOUND; 20 MG/ML SUS OR CX 50 FR VD AMB X 30 ML; NO_ACR
1781700080011; LICOR DE CACAU XAVIER; LICOR CACAU XAVIER; NOT FOUND; 20MG/ML SUSP OR CT FR VD AMB X 30 ML; NO_ACR
1123300470011; LAQFA - MEBENDAZOL; LAQFA MEBENDAZOL; NOT FOUND; 100 MG COM CX 50 ENV KRAFT POLIET X 6; NO_ACR
1120800190013; LQFEX MEBENDAZOL; LQFEX MEBENDAZOL; NOT FOUND; 100 MG COM CX 50 ENV KRAFT POLIET X 6; NO_ACR
1262500330024; LFM-MEBENDAZOL; LFM MEBENDAZOL; NOT FOUND; 100 MG COM CX 50 ENV KRAFT POLIET X 6; NO_ACR
1781700080038; LICOR DE CACAU XAVIER; LICOR CACAU XAVIER; NOT FOUND; 100 MG COM CT BL AL PLAS INC X 6; NO_ACR
1781700080021; LICOR DE CACAU XAVIER; LICOR CACAU XAVIER; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 1 ; NO_ACR
1105000300023; LIFALMEBENDAZOL; LIFALMEBENDAZOL; NOT FOUND; CX 50 FR 30 ML SUSP; NO_ACR
1105000300015; LIFALMEBENDAZOL; LIFALMEBENDAZOL; NOT FOUND; CX 50 ENV 6 COMP; NO_ACR
1228300970011; LICOR DE CACAU XAVIER; LICOR CACAU XAVIER; NOT FOUND; FR VD X 100 ML; NO_ACR
1228300970021; LICOR DE CACAU XAVIER; LICOR CACAU XAVIER; NOT FOUND; 20 MG/ML SUSP OR CT FR VD AMB X 30 ML; NO_ACR
1228300970038; LICOR DE CACAU XAVIER; LICOR CACAU XAVIER; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 1; NO_ACR
1228300970046; LICOR DE CACAU XAVIER; LICOR CACAU XAVIER; NOT FOUND; 100 MG COM CT BL AL PLAS INC X 6; NO_ACR
1039404410015; LOXIFLAN; LOXIFLAN; NOT FOUND; 15 MG COMP CT BL AL PLAST INC X 10; NO_ACR
1039404410023; LOXIFLAN; LOXIFLAN; NOT FOUND; 7.5 MG COMP CT BL AL PLAST INC X 10; NO_ACR
1009200470018; LUXASAN GEL; LUXASAN GEL; NOT FOUND; 20 G; NO_ACR
1057600290038; LENIDOR; LENIDOR; NOT FOUND; BISN 30 G; NO_ACR
1211700220039; LANITOP; LANITOP; NOT FOUND; 30 COMP; NO_ACR
1218900030012; LEPEMC METOCLOP; LEPEMC METOCLOP; NOT FOUND; GTS.CX. 50 FR 10 ML; NO_ACR
1105000080015; LIFALMETRONIDAZOL; LIFALMETRONIDAZOL; NOT FOUND; CX 50 FR 100 ML SUSP; NO_ACR
1105000080023; LIFALMETRONIDAZOL; LIFALMETRONIDAZOL; NOT FOUND; CX 50 ENV 10 COMP; NO_ACR
1120800540014; LQFEX METRONIDAZOL; LQFEX METRONIDAZOL; NOT FOUND; 250 MG COM CX 50 ENV KRAFT X 10; NO_ACR
1262500070014; LFM-METRONIDAZOL; LFM METRONIDAZOL; NOT FOUND; 250 MG COM CX 50 ENV KRAFT POLIET X 10 ( EMB HOSP); NO_ACR
1064601710063; LEUMOSTIN; LEUMOSTIN; NOT FOUND; 400 MCG PO LIOF INJ CT 5 FA VD INC; NO_ACR
1064601710020; LEUMOSTIN; LEUMOSTIN; NOT FOUND; 300 MCG PO LIOF INJ CT 5 FA VD INC; NO_ACR
1064601710055; LEUMOSTIN; LEUMOSTIN; NOT FOUND; 400 MCG PO LIOF INJ CT 1 FA VD INC; NO_ACR
1064601710012; LEUMOSTIN; LEUMOSTIN; NOT FOUND; 300 MCG PO LIOF INJ CT 1 FA VD INC; NO_ACR
1262500450021; LFM-MONONITRATO DE ISOSSORBIDA; LFM MONONITRATO ISOSSORBIDA; NOT FOUND; 40 MG COM CX ENV AL PLAS X 500; NO_ACR
1105000360018; LIFAL - NEVIRAPINA; LIFAL NEVIRAPINA; NOT FOUND; 200 MG COM CT FR PLAS OPC X 60; NO_ACR
1105000360018; LIFAL - NEVIRAPINA; LIFAL NEVIRAPINA; NOT FOUND; 200 MG COM CT FR PLAS OPC X 60; NO_ACR
1059700250049; LIMPELE; LIMPELE; NOT FOUND; FR C/ 50 ML EMULSAO; NO_ACR
1059700250034; LIMPELE; LIMPELE; NOT FOUND; BR C/ 70 G SABONETE; NO_ACR
1059700250018; LIMPELE; LIMPELE; NOT FOUND; BISN C/ 35 G CREME; NO_ACR
1120800690016; LQFEX NITRATO MICONAZOL; LQFEX NITRATO MICONAZOL; NOT FOUND; CX. C/50 BGX25G 20MG CREME; NO_ACR
1120800690011; LQFEX OFLOXACINO; LQFEX OFLOXACINO; NOT FOUND; 400 MG CX. C/5O ENV. X 10 COMP; NO_ACR
1262500610019; LFM-OFLOXACINO; LFM OFLOXACINO; NOT FOUND; 400 MG COM REV CX ENV AL PE X 500; NO_ACR
1376400220029; LOSIX; LOSIX; NOT FOUND; 20 MG CAPS. CX. 14; NO_ACR
1376400220010; LOSIX; LOSIX; NOT FOUND; 20 MG CAPS. CX. 7; NO_ACR
1376400220071; LOZIX; LOZIX; NOT FOUND; 20 MG CAP GEL DURA CT FR PLAS OPC X 28; NO_ACR
1376400220088; LOZIX; LOZIX; NOT FOUND; 20 MG CAP GEL DURA CT FR PLAS OPC X 56; NO_ACR
1376400220101; LOZIX; LOZIX; NOT FOUND; 20 MG CAP GEL DURA CT FR PLAS OPC X 14; NO_ACR
