1121302100029; BIOTERONA; BIOTERONA; NOT FOUND; 50 MG COM CT FR VD AMB X 20; NO_ACR
1121300030055; BIOPLATINO; BIOPLATINO; NOT FOUND; 10 MG PO LIOF INJ CT FA; NO_ACR
1211000370029; BESEDAN; BESEDAN; NOT FOUND; CARTUCHO COM FRASCO COM 120 ML DE XAROPE (10 MG/5; NO_ACR
1211000370010; BESEDAN; BESEDAN; NOT FOUND; CARTUCHO COM FRASCO COM 15 ML DE SOLUCAO ORAL + C; NO_ACR
1781700920036; BENEGRIP; BENEGRIP; NOT FOUND; 250 MG + 30 MG (VERDE) / 250 MG + 2 MG (AMARELO) COM REV CT 25 BL AL PLAS INC X 3 VERD + 3 AMAR; NO_ACR
1121300770019; BIOXIFENO; BIOXIFENO; NOT FOUND; 10 MG COM REV CT 3 BL AL PLAS OPC X 10; NO_ACR
1121300770027; BIOXIFENO; BIOXIFENO; NOT FOUND; 20 MG COM REV CT 3 BL AL PLAS OPC X 10; NO_ACR
1010702330011; BETNOVATE; BETNOVATE; NOT FOUND; 1 MG/ML SOL TOP CAPILAR CT FR PLAS OPC X 50 ML; NO_ACR
1010702330054; BETNOVATE; BETNOVATE; NOT FOUND; 1 MG/G CREM CT BG AL X 15 G; NO_ACR
1010702330046; BETNOVATE; BETNOVATE; NOT FOUND; 1 MG/G CREM CT BG AL X 30 G; NO_ACR
1010702330062; BETNOVATE; BETNOVATE; NOT FOUND; 1 MG/ML LOC CREM CT FR PLAS OPC X 50 ML; NO_ACR
1010702330038; BETNOVATE; BETNOVATE; NOT FOUND; 1 MG/G POM CT BG AL X 15 G; NO_ACR
1010702330021; BETNOVATE; BETNOVATE; NOT FOUND; 1 MG/G POM CT BG AL X 30 G; NO_ACR
1010702150013; BETNOVATE; BETNOVATE; NOT FOUND; 1 MG/G + 30 MG/G CREM CT BG AL X 30 G; NO_ACR
1010702150021; BETNOVATE; BETNOVATE; NOT FOUND; 1MG/G +30MG/G POM CT BG AL X 30G; NO_ACR
1010702160019; BETNOVATE; BETNOVATE; NOT FOUND; 1MG/G + 5MG/G CREM CT BG AL X 30G; NO_ACR
1010702160019; BETNOVATE; BETNOVATE; NOT FOUND; 1MG/G + 5MG/G POM CT BG AL X 30G; NO_ACR
1002000880053; BONEFOS; BONEFOS; NOT FOUND; 300 MG / 5 ML C/ 5 AMP; NO_ACR
1002000880071; BONEFOS; BONEFOS; NOT FOUND; 60 MG/ML SOL INJ CT AMP VD INC X 25 ML; NO_ACR
1002000880029; BONEFOS; BONEFOS; NOT FOUND; 400 MG FR C/ 30 CAPS; NO_ACR
1002000880061; BONEFOS; BONEFOS; NOT FOUND; 800 MG COM REV CT 6 BL AL PLAST INC X 10; NO_ACR
1005300010016; BACTERIAN; BACTERIAN; NOT FOUND; FRASCO DE PLASTICO COM APLICADOR COM 50ML; NO_ACR
1005300010024; BACTERIAN; BACTERIAN; NOT FOUND; FRASCO DE PLASTICO COM SPRAY COM 50ML; NO_ACR
1014300250038; B-VESIL; B VESIL; NOT FOUND; 44MG/ML+1.6MG/ML SOL OR CT FR PLAS OPC GOT X 20ML; NO_ACR
1014300250011; B-VESIL; B VESIL; NOT FOUND; 54.9MG+27.6MG DRG CT 4ENV AL X 4; NO_ACR
1490100100011; BIOCAINA; BIOCAINA; NOT FOUND; CX. C/ 50 TUBETES 1.8ML; NO_ACR
1490100020018; BIOPRESSIN; BIOPRESSIN; NOT FOUND; CX. C/ 50 TUBETES 1.8ML; NO_ACR
1039404520023; BRONCOFLUX; BRONCOFLUX; NOT FOUND; 3.0 MG/ML XPE CT FR VD AMB X 120 ML; NO_ACR
1039404520015; BRONCOFLUX; BRONCOFLUX; NOT FOUND; 6.0 MG/ML XPE CT FR VD AMB X 120 ML; NO_ACR
9959595522123; BENETOSS (AMBROXOL); BENETOSS AMBROXOL; NOT FOUND; 3 MG / ML XPE INF FR C/ 100 ML; NO_ACR
1092200070020; BENETOSS (AMBROXOL); BENETOSS AMBROXOL; NOT FOUND; 6 MG / ML XPE ADU FR C/ 100 ML; NO_ACR
1781700660026; BRONCOFLUX; BRONCOFLUX; NOT FOUND; 3.0 MG/ML XPE CT FR VD AMB X 120 ML ; NO_ACR
1781700660018; BRONCOFLUX; BRONCOFLUX; NOT FOUND; 6.0 MG/ML XPE CT FR VD AMB X 120 ML ; NO_ACR
1211700030018; BENFLOGIN; BENFLOGIN; NOT FOUND; GTS FR X 20 ML; NO_ACR
1211700030021; BENFLOGIN; BENFLOGIN; NOT FOUND; 50 MG DRG CT 02 BL AL PLAS INC X 10; NO_ACR
1196100170011; BESIVANCE; BESIVANCE; NOT FOUND; 0.6 % SUS OFT CT FR PLAS OPC GOT X 5 ML; NO_ACR
1055001600047; BISPECT; BISPECT; NOT FOUND; 0.8 MG/ ML XPE INF CT 50 FR VD AMB X 120 ML + 50 CP MED - EMB HOSP; NO_ACR
1055001600063; BISPECT; BISPECT; NOT FOUND; 2MG/ML SOL OR CT 50 FR VD AMB GOT X 50ML - EMB HOSP; NO_ACR
1055001600055; BISPECT; BISPECT; NOT FOUND; 2 MG/ML SOL CT FR VD AMB GOT X 50 ML; NO_ACR
1055001600012; BISPECT; BISPECT; NOT FOUND; 1.6 MG/ ML XPE ADULTO CT FR VD AMB X 120 ML  + CP MED; NO_ACR
1055001600020; BISPECT; BISPECT; NOT FOUND; 1.6MG/ML XPE ADULTO CX 50 FR AMB X 120ML + 50 CP MED -EMB HOSP; NO_ACR
1055001600039; BISPECT; BISPECT; NOT FOUND; 0.8 MG/ ML XPE INF CT FR VD AMB X 120 ML + CP MED; NO_ACR
1043400020010; BUCLIFEN-VIT; BUCLIFEN VIT; NOT FOUND; SUSP FR C/ 100 ML; NO_ACR
1043400020029; BUCLIFEN-VIT; BUCLIFEN VIT; NOT FOUND; COMP FR C/ 20; NO_ACR
1121301720015; BIODOBUTIN; BIODOBUTIN; NOT FOUND; 50 MG/ML SOL INJ CT 5 AMP VD INC X 5 ML; NO_ACR
1121301550012; BIORRUB; BIORRUB; NOT FOUND; 10 MG PO LIOF INJ CT FA VD INC + AMP DIL X 5 ML; NO_ACR
1121301550039; BIORRUB; BIORRUB; NOT FOUND; 50 MG PO LIOF INJ CT FA VD INC X 25 ML; NO_ACR
1781707680014; BENEGRIP MULTI; BENEGRIP MULTI; NOT FOUND; (13.30 + 0.33 + 0.13) MG/ML SOL OR FR PLAS TRANS X 240 ML; NO_ACR
1334600060011; BIOGRIPE; BIOGRIPE; NOT FOUND; 40MG/ML + 4MG/ML + 4MG/ML XPE CT FR VD AMB X 100 ML; NO_ACR
1334600060021; BIOGRIPE; BIOGRIPE; NOT FOUND; 100MG/ML + 2MG/ML + 2MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; NO_ACR
1334600060038; BIOGRIPE; BIOGRIPE; NOT FOUND; 400MG + 4MG + 4MG CAP GEL DURA CT FR PLAS OPC X 20; NO_ACR
1334600060046; BIOGRIPE; BIOGRIPE; NOT FOUND; 400 MG  + 4 MG + 4MG CAP GEL DURA CT DISPLAY X 25 BL X 4 CART ; NO_ACR
1121303630013; BIOTECAN; BIOTECAN; NOT FOUND; 20 MG/ML SOL INJ CT FA VD AMB X 2 ML; NO_ACR
1121303630021; BIOTECAN; BIOTECAN; NOT FOUND; 20 MG/ML SOL INJ CT FA VD AMB X 5 ML ; NO_ACR
1196100020018; BETA OPHTIOLE; BETA OPHTIOLE; NOT FOUND; 3 MG/ML SOL OFT CT FR PLAS OPC GOT X 5ML; NO_ACR
1027000340024; BEPLEXARON; BEPLEXARON; NOT FOUND; INJ CX C/ 100 AMP X 2 ML; NO_ACR
1027000340040; BEPLEXARON; BEPLEXARON; NOT FOUND; DRG CX C/ 100; NO_ACR
1027000340032; BEPLEXARON; BEPLEXARON; NOT FOUND; DRG CX C/ 20; NO_ACR
1057700030106; BIOFRUCTOSE; BIOFRUCTOSE; NOT FOUND; SOL INJ CX CT 100 AMP X 10 ML; NO_ACR
1057700030076; BIOFRUCTOSE; BIOFRUCTOSE; NOT FOUND; SOL INJ CX CT 3 AMP X 10 ML ; NO_ACR
1057700030084; BIOFRUCTOSE; BIOFRUCTOSE; NOT FOUND; SOL INJ CX CT 3 AMP X 20 ML ; NO_ACR
1057700030092; BIOFRUCTOSE; BIOFRUCTOSE; NOT FOUND; CX 50 AMP 20 ML; NO_ACR
1092200540019; BECEVIT; BECEVIT; NOT FOUND; DRG CT 2 BL AL PLAS INC X 1O ; NO_ACR
1026900040032; BEVICOMPLEX; BEVICOMPLEX; NOT FOUND; FR COM SOL 100 ML; NO_ACR
1026900040016; BEVICOMPLEX; BEVICOMPLEX; NOT FOUND; FR COM 20 DRG; NO_ACR
1026900040024; BEVICOMPLEX; BEVICOMPLEX; NOT FOUND; FR COM 50 DRG; NO_ACR
1121301700014; BIOVANCOMIN; BIOVANCOMIN; NOT FOUND; 0.5 G PO LIOF INJ CT FA VD INC; NO_ACR
1002901830021; BRINAVESS; BRINAVESS; NOT FOUND; 20 MG/ML SOL INJ CT FR VD INC X 25 ML; NO_ACR
1002000110023; BI-NERISONA; BI NERISONA; NOT FOUND; 1.0 MG + 10 MG CREAM DERM CT BG AL X 15 G; NO_ACR
1043400280018; BROMOCAL; BROMOCAL; NOT FOUND; FR C/ 150 ML; NO_ACR
1008100110024; BROMALGINA; BROMALGINA; NOT FOUND; CX C/ 5 AMP DE 2 ML; NO_ACR
1008100110032; BROMALGINA; BROMALGINA; NOT FOUND; GOTAS (*) FR C/ 10 ML; NO_ACR
1008100080010; BELACODID; BELACODID; NOT FOUND; CX C/ 5 AMP DE 2 ML; NO_ACR
1008100080028; BELACODID; BELACODID; NOT FOUND; GOTAS (*) FR C/ 10 ML; NO_ACR
1008100930035; BELACODID; BELACODID; NOT FOUND; XPE CT FR VD AMB X 120 ML; NO_ACR
1171700750011; BABYTOL; BABYTOL; NOT FOUND; 50 MG/G POM DERM CT BG AL X 30 G; NO_ACR
1252100030050; BALDAFLAM; BALDAFLAM; NOT FOUND; 15 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; NO_ACR
1252100030042; BALDAFLAM; BALDAFLAM; NOT FOUND; 15 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML; NO_ACR
1252100030034; BALDAFLAM; BALDAFLAM; NOT FOUND; 50 MG BL 20 COMP; NO_ACR
1252100020039; BALDAREN; BALDAREN; NOT FOUND; 50 MG COM CT FR PLAS X 20; NO_ACR
1002500990036; BARALGIN; BARALGIN; NOT FOUND; INJETAVEL 50 AMPOLAS X 5ML; NO_ACR
1002500990044; BARALGIN; BARALGIN; NOT FOUND; GOTAS 10ML; NO_ACR
1002500990052; BARALGIN; BARALGIN; NOT FOUND; GOTAS 20ML; NO_ACR
1002500990060; BARALGIN; BARALGIN; NOT FOUND; SUPOSITORIO CX C/5 CAPS.; NO_ACR
1002500990011; BARALGIN; BARALGIN; NOT FOUND; 500 MG 20CPDS; NO_ACR
1010701880018; BECLOSOL; BECLOSOL; NOT FOUND; 50 MCG/MG SUS TOP CT FR PLAS X 200 DOSES; NO_ACR
1002500050114; BECLOSOL; BECLOSOL; NOT FOUND; 250MCG SPRAY C/200DS; NO_ACR
1002500050054; BECLOSOL; BECLOSOL; NOT FOUND; 50 MCG SPRAY C/200DS; NO_ACR
1002500050011; BECLOSOL; BECLOSOL; NOT FOUND; 50MCG NASAL SPRAY C/200DS; NO_ACR
1126001820015; BYETTA; BYETTA; NOT FOUND; 250 MCG/ML SOL INJ CT CARP VD INC X 1.2 ML X SIST APLIC PLAS; NO_ACR
1126001820023; BYETTA; BYETTA; NOT FOUND; 250 MCG/ML SOL INJ CT CARP VD INC X 2.4 ML X SIST APLIC PLAS ; NO_ACR
1015101230013; BIOSTATE; BIOSTATE; NOT FOUND; 250 UI + 500 UI PO LIOF INJ CT FA VD INC + FA VD INC DIL X 5 ML + DISP TRANSF COM FLTR; NO_ACR
1015101230021; BIOSTATE; BIOSTATE; NOT FOUND; 500 UI + 1000 UI PO LIOF INJ CT FA VD INC + FA VD INC DIL X 10 ML + DISP TRANSF COM FLTR; NO_ACR
1015101170010; BERIPLEX P/N; BERIPLEX P N; NOT FOUND; 250 UI PO LIOF INJ CT FA VD INC + DIL X 10 ML + DISP. TRANSF.; NO_ACR
1015101170029; BERIPLEX P/N; BERIPLEX P N; NOT FOUND; 500 UI PO LIOF INJ CT FA VD INC + DIL X 20 ML + DISP. TRANSF.; NO_ACR
1015101170037; BERIPLEX P/N; BERIPLEX P N; NOT FOUND; 250 UI PO LIOF INJ CT FA VD INC + DIL X 10 ML + DISP. TRANSF. COM FILTRO; NO_ACR
1015101170045; BERIPLEX P/N; BERIPLEX P N; NOT FOUND; 500 UI PO LIOF INJ CT FA VD INC + DIL X 20 ML + DISP. TRANSF. COM FILTRO; NO_ACR
1015101140049; BERININ P; BERININ P; NOT FOUND; 120 UI/ML  PO LIOF INJ FA VD INC + DIL X 2.5ML + DISP. TRANSF. COM FLTR; NO_ACR
1015101140057; BERININ P; BERININ P; NOT FOUND; 120 UI/ML PO LIOF INJ FA VD INC + DIL X 5ML + DISP. TRANSF. COM FLTR; NO_ACR
1015101140065; BERININ P; BERININ P; NOT FOUND; 120 UI/ML PO LIOF INJ FA VD INC + DIL X 10ML + DISP. TRANSF. COM FLTR; NO_ACR
1211001180030; BENEFIX; BENEFIX; NOT FOUND; CARTUCHO COM 1 FRASCO COM PO LIOFILO COM 1000 UI.; NO_ACR
1211001180014; BENEFIX; BENEFIX; NOT FOUND; CARTUCHO COM 1 FRASCO COM PO LIOFILO COM 250 UI.; NO_ACR
1211001180022; BENEFIX; BENEFIX; NOT FOUND; CARTUCHO COM 1 FRASCO COM PO LIOFILO COM 500 UI.; NO_ACR
1015101120031; BERIATE P; BERIATE P; NOT FOUND; 100 UI/ML LIOF INJ FA + DIL X 10 ML + EQP TRANSF + FLTR DESC; NO_ACR
1015101120013; BERIATE P; BERIATE P; NOT FOUND; 100 UI/ML LIOF INJ FA + DIL X 2.5 ML + EQP TRANSF + FLTR DESC; NO_ACR
1015101120021; BERIATE P; BERIATE P; NOT FOUND; 100 UI/ML LIOF INJ FA + DIL X 5 ML + EQP TRANSF + FLTR DESC; NO_ACR
1015101120099; BERIATE P; BERIATE P; NOT FOUND; 100 UI/ML LIOF INJ FA + DIL X 10.0 ML + DISP TRANSF COM FLTR; NO_ACR
1015101120072; BERIATE P; BERIATE P; NOT FOUND; 100 UI/ML LIOF INJ FA + DIL X 2.5 ML + DISP TRANSF COM FLTR; NO_ACR
1015101120080; BERIATE P; BERIATE P; NOT FOUND; 100 UI/ML LIOF INJ FA + DIL X 5.0 ML + DISP TRANSF COM FLTR; NO_ACR
1015101120102; BERIATE P; BERIATE P; NOT FOUND; 250 UI PO LIOF INJ FA + DIL X 2.5 ML + DISP TRANF COM FLTR + SER X 5 ML + EQP; NO_ACR
1015101120110; BERIATE P; BERIATE P; NOT FOUND; 500 UI PO LIOF INJ FA + DIL X 5.0 ML + DISP TRANF COM FLTR + SER X 5 ML + EQP; NO_ACR
1015101120129; BERIATE P; BERIATE P; NOT FOUND; 1000 UI PO LIOF INJ FA + DIL X 10.0 ML + DISP TRANF COM FLTR + SER X 10 ML + EQP ; NO_ACR
1121300960039; BIOMIDA; BIOMIDA; NOT FOUND; 250 MG COM CT 2 BL AL PLAS AMB X 10; NO_ACR
1065500320033; BRONCOTEN; BRONCOTEN; NOT FOUND; XPE. VD X 100ML; NO_ACR
1065500320017; BRONCOTEN; BRONCOTEN; NOT FOUND; COMP. BL C/2 X 10; NO_ACR
1021500020017; BRONQUELIN; BRONQUELIN; NOT FOUND; SOL ORAL FR 10 ML; NO_ACR
1045401730064; BENICAR HCT; BENICAR HCT; NOT FOUND; 40 MG + 12.5 MG COM REV CT BL AL  AL X 30   ; NO_ACR
1045401730013; BENICAR HCT; BENICAR HCT; NOT FOUND; 20 MG + 12.5 MG COM REV CT BL AL AL X 10; NO_ACR
1045401730021; BENICAR HCT; BENICAR HCT; NOT FOUND; 20 MG + 12.5 MG COM REV CT BL AL  AL X 20; NO_ACR
1045401730031; BENICAR HCT; BENICAR HCT; NOT FOUND; 20 MG + 12.5 MG COM REV CT BL AL  AL X 30 ; NO_ACR
1045401730048; BENICAR HCT; BENICAR HCT; NOT FOUND; 40 MG + 12.5 MG COM REV CT BL AL AL X 10; NO_ACR
1045401730056; BENICAR HCT; BENICAR HCT; NOT FOUND; 40 MG + 12.5 MG COM REV CT BL AL  AL X 20  ; NO_ACR
1045401730072; BENICAR HCT; BENICAR HCT; NOT FOUND; 40 MG + 25 MG COM REV CT BL AL AL X 10; NO_ACR
1045401730080; BENICAR HCT; BENICAR HCT; NOT FOUND; 40 MG + 25 MG COM REV CT BL AL AL X 20 ; NO_ACR
1045401730099; BENICAR HCT; BENICAR HCT; NOT FOUND; 40 MG + 25 MG COM REV CT BL AL  AL X 30   ; NO_ACR
1045401730145; BENICAR HCT; BENICAR HCT; NOT FOUND; 40 MG + 12.5 MG COM REV CT BL AL AL X 7; NO_ACR
1045401730137; BENICAR HCT; BENICAR HCT; NOT FOUND; 20 MG + 12.5 MG COM REV CT BL AL AL X 7; NO_ACR
1045401730153; BENICAR HCT; BENICAR HCT; NOT FOUND; 40 MG + 25 MG COM REV CT BL AL AL X 7; NO_ACR
1015101050015; BERIGLOBINA; BERIGLOBINA; NOT FOUND; 160 MG/ML INJ CT AMP VD INC X 2 ML; NO_ACR
1015101050082; BERIGLOBINA; BERIGLOBINA; NOT FOUND; 160 MG/ML SOL INJ CT AMP VD INC X 2 ML; NO_ACR
1015101250014; BERINERT; BERINERT; NOT FOUND; 500 UI LIOF INJ CT FA VD INC + FA VD INC DIL X 10ML + DISP TRANSF; NO_ACR
1010702140026; BIOVIR; BIOVIR; NOT FOUND; 150 MG + 300 MG COM REV CT FR PLAS OPC X 60; NO_ACR
1112400210029; BAGREN; BAGREN; NOT FOUND; 2.5 MG CX C/15 COMP X 02 BL; NO_ACR
1121300970020; BIOMETROX; BIOMETROX; NOT FOUND; 25 MG/ML SOL INJ CT FA VD INC X 2 ML; NO_ACR
1121300970042; BIOMETROX; BIOMETROX; NOT FOUND; 25 MG/ML SOL INJ CT FA VD INC X 20 ML; NO_ACR
1121300970012; BIOMETROX; BIOMETROX; NOT FOUND; 2.5 MG COM CT BL AL PLAS INC X 20; NO_ACR
1211003180011; BRONSECUR; BRONSECUR; NOT FOUND; 10 MG COM REV CT BL AL/AL X 10 ; NO_ACR
1211003180021; BRONSECUR; BRONSECUR; NOT FOUND; 10 MG COM REV CT BL AL/AL X 30; NO_ACR
1211003180038; BRONSECUR; BRONSECUR; NOT FOUND; 10 MG COM REV CT BL AL/AL X 60; NO_ACR
1057701810016; BACTOCIN; BACTOCIN; NOT FOUND; 20 MG/G CREM DERM CT BG AL X 15 G; NO_ACR
1010700780117; BACTROBAN; BACTROBAN; NOT FOUND; 20 MG/G POM DERM CT TB AL X 15 G; NO_ACR
1010700780109; BACTROBAN; BACTROBAN; NOT FOUND; 20 MG/G POM DERM CT TB AL X 10 G; NO_ACR
1890000030017; BROMUC; BROMUC; NOT FOUND; 100 MG/ML SOL INJ CT 5 AMP VD AMB X 3 ML; NO_ACR
1890000030025; BROMUC; BROMUC; NOT FOUND; 100 MG/ML SOL INJ CX 100 AMP VD AMB X 3 ML; NO_ACR
1058200080013; BIOFORTE; BIOFORTE; NOT FOUND; 60 MG ELIXIR FR PLAS TRANS X 400 ML; NO_ACR
1045401720018; BENICAR; BENICAR; NOT FOUND; 20 MG COM REV CT BL AL/AL X 10; NO_ACR
1045401720026; BENICAR; BENICAR; NOT FOUND; 20 MG CAIXA COM 20 COMPRIMIDOS; NO_ACR
1045401720034; BENICAR; BENICAR; NOT FOUND; 20 MG COM REV CT BL AL/AL X 30  ; NO_ACR
1045401720042; BENICAR; BENICAR; NOT FOUND; 40 MG COM REV CT BL AL/AL X 10; NO_ACR
1045401720050; BENICAR; BENICAR; NOT FOUND; 40 MG CAIXA COM 20 COMPRIMIDOS; NO_ACR
1045401720069; BENICAR; BENICAR; NOT FOUND; 40 MG COM REV CT  BL AL/AL X 30  ; NO_ACR
1376400160026; BACTOCILIN; BACTOCILIN; NOT FOUND; 500 MG CX. 50FA+DIL. 3ML; NO_ACR
1376400160034; BACTOCILIN; BACTOCILIN; NOT FOUND; 500 MG PO INJ CT FA VD INC; NO_ACR
1376400160042; BACTOCILIN; BACTOCILIN; NOT FOUND; 500 MG PO INJ CT 50 FA VD INC; NO_ACR
1121302150026; BIOEZULEN; BIOEZULEN; NOT FOUND; 100 MG PO LIOF INJ CT FA VD AMB; NO_ACR
1121302150034; BIOEZULEN; BIOEZULEN; NOT FOUND; 50 MG PO LIOF INJ CT FA VD AMB; NO_ACR
1121302990016; BIOPAXEL; BIOPAXEL; NOT FOUND; 6 MG/ML SOL INJ CT FA VD IND X 16.7 ML; NO_ACR
1121302990024; BIOPAXEL; BIOPAXEL; NOT FOUND; 6 MG/ML SOL INJ CX FA VD INC X 5 ML; NO_ACR
1047600160030; B-ORGAN; B ORGAN; NOT FOUND; ELX VD 100 ML; NO_ACR
1047600160013; B-ORGAN; B ORGAN; NOT FOUND; DRG VD 100 UN; NO_ACR
1064600830022; BECORTEM; BECORTEM; NOT FOUND; 20MG - CX COM 20 COMPRIMIDOS; NO_ACR
1064600830065; BECORTEM; BECORTEM; NOT FOUND; 20 MG COM CT BL AL PLAS INC X 400 (EMB HOSP); NO_ACR
1064600830057; BECORTEM; BECORTEM; NOT FOUND; 5 MG COM CT BL AL PLAS INC X 400 (EMB HOSP); NO_ACR
1064600830014; BECORTEM; BECORTEM; NOT FOUND; 5MG - CX COM 20 COMPRIMIDOS; NO_ACR
1121301780018; BIOPROFOL; BIOPROFOL; NOT FOUND; 10 MG/ML EMU INJ CT 5 AMP VD AMB X 20 ML; NO_ACR
1508200210011; BAXCARBAS; BAXCARBAS; NOT FOUND; 100 MG PO LIOF INJ CT FA VD AMB; NO_ACR
1508200210133; BAXCARBAS; BAXCARBAS; NOT FOUND; 200 MG PO LIOF INJ CTFA VD AMB; NO_ACR
1508200280158; BAXMICIN; BAXMICIN; NOT FOUND; 5 MG PO LIOF INJ CT FA VD AMB + 10 ML DIL; NO_ACR
1206900160011; BESILATO DE ATRACÚRIO; BESILATO ATRACURIO; BESILATO ATRACURIO; 10 MG/ML SOL INJ CX C/ 5 AMP C/ 2.5 ML; NO_ACR
1206900160028; BESILATO DE ATRACÚRIO; BESILATO ATRACURIO; BESILATO ATRACURIO; 10 MG/ML SOL INJ CX C/ 5 AMP C/ 5 ML; NO_ACR
1085802340010; BENZILPENICILINA; BENZILPENICILINA; BENZILPENICILINA; CX 1 FR/AMP INCOLOR+DIL 2ML POT 1.000.00UI; NO_ACR
1085802340053; BENZILPENICILINA; BENZILPENICILINA; BENZILPENICILINA; CX 100 FR/AMP INCOLOR+DIL 2ML EMB HOSP POT 1.000.00UI; NO_ACR
1085802340037; BENZILPENICILINA; BENZILPENICILINA; BENZILPENICILINA; CX 25 FR/AMP INCOLOR+DIL 2ML POT 1.000.00UI; NO_ACR
1085802340029; BENZILPENICILINA; BENZILPENICILINA; BENZILPENICILINA; CX 5 FR/AMP INCOLOR+DIL 2ML POT 1.000.00UI; NO_ACR
1085802340045; BENZILPENICILINA; BENZILPENICILINA; BENZILPENICILINA; CX 50 FR/AMP INCOLOR+DIL 2ML EMB HOSP POT 1.000.00UI; NO_ACR
1085802340118; BENZILPENICILINA; BENZILPENICILINA; BENZILPENICILINA; CX 1 FR/AMP INCOLOR+DIL 10ML POT 10.000.00UI; NO_ACR
1085802340169; BENZILPENICILINA; BENZILPENICILINA; BENZILPENICILINA; CX 1 FR/AMP INCOLOR+DIL 5ML POT 10.000.00UI; NO_ACR
1085802340150; BENZILPENICILINA; BENZILPENICILINA; BENZILPENICILINA; CX 100 FR/AMP INCOLOR+DIL 10ML EMB HOSP POT 10.000.00UI; NO_ACR
1085802340207; BENZILPENICILINA; BENZILPENICILINA; BENZILPENICILINA; CX 100 FR/AMP INCOLOR+DIL 5ML EMB HOSP POT 10.000.00UI; NO_ACR
1085802340134; BENZILPENICILINA; BENZILPENICILINA; BENZILPENICILINA; CX 25 FR/AMP INCOLOR+DIL 10ML POT 10.000.00UI; NO_ACR
1085802340185; BENZILPENICILINA; BENZILPENICILINA; BENZILPENICILINA; CX 25 FR/AMP INCOLOR+DIL 5ML POT 10.000.00UI; NO_ACR
1085802340126; BENZILPENICILINA; BENZILPENICILINA; BENZILPENICILINA; CX 5 FR/AMP INCOLOR+DIL 10ML POT 10.000.00UI; NO_ACR
1085802340177; BENZILPENICILINA; BENZILPENICILINA; BENZILPENICILINA; CX 5 FR/AMP INCOLOR+DIL 5ML POT 10.000.00UI; NO_ACR
1085802340142; BENZILPENICILINA; BENZILPENICILINA; BENZILPENICILINA; CX 50 FR/AMP INCOLOR+DIL 10ML EMB HOSP POT 10.000.00UI; NO_ACR
1085802340193; BENZILPENICILINA; BENZILPENICILINA; BENZILPENICILINA; CX 50 FR/AMP INCOLOR+DIL 5ML EMB HOSP POT 10.000.00UI; NO_ACR
1085802340061; BENZILPENICILINA; BENZILPENICILINA; BENZILPENICILINA; CX 1 FR/AMP INCOLOR+DIL 5ML POT 5.000.00UI; NO_ACR
1085802340101; BENZILPENICILINA; BENZILPENICILINA; BENZILPENICILINA; CX 100 FR/AMP INCOLOR+DIL 5ML EMB HOSP POT 5.000.00UI; NO_ACR
1085802340088; BENZILPENICILINA; BENZILPENICILINA; BENZILPENICILINA; CX 25 FR/AMP INCOLOR+DIL 5ML POT 5.000.00UI; NO_ACR
1085802340071; BENZILPENICILINA; BENZILPENICILINA; BENZILPENICILINA; CX 5 FR/AMP INCOLOR+DIL 5ML POT 5.000.00UI; NO_ACR
1085802340096; BENZILPENICILINA; BENZILPENICILINA; BENZILPENICILINA; CX 50 FR/AMP INCOLOR+DIL 5ML EMB HOSP POT 5.000.00UI; NO_ACR
1006100710020; BRYOPHYLLUM WELEDA D2; BRYOPHYLLUM WELEDA D2; NOT FOUND; 100 MG/G D2 ARGENTO CULTUM SOL INJ CT 10 AMP VD INC X 1 ML; NO_ACR
1252100240047; BILIPATINA; BILIPATINA; NOT FOUND; 12 FLAC 10 ML; NO_ACR
1252100240039; BILIPATINA; BILIPATINA; NOT FOUND; 60 FLAC 10 ML; NO_ACR
1252100240012; BILIPATINA; BILIPATINA; NOT FOUND; SOL OR CT FR PLAS OPC X 100 ML; NO_ACR
1064800190013; BERMACIA TEOFILINA; BERMACIA TEOFILINA; NOT FOUND; FR 210 ML; NO_ACR
1155700390013; BREFUS; BREFUS; NOT FOUND; XR. AD. C/ 100ML; NO_ACR
1155700530011; BROMELIN; BROMELIN; NOT FOUND; SUSP. FR. C/ 100ML; NO_ACR
1155700530039; BIOFLORIN; BIOFLORIN; NOT FOUND; AD. CX. C/ 5 FLACTE.; NO_ACR
1155700590012; BIOFLORIN; BIOFLORIN; NOT FOUND; 50 MILHOES/ML SUS OR CT 5 FLAC X 5 ML ; NO_ACR
1186000400016; BIOFLAVIN; BIOFLAVIN; NOT FOUND; GOTAS; NO_ACR
1119300070010; BROMIDRASTINA; BROMIDRASTINA; NOT FOUND; 30 ML; NO_ACR
1046700010015; BRONCHISERUM; BRONCHISERUM; NOT FOUND; SULFAGUAIOCOLATO DE POTASSIO 0.30G/ML+ASSOCIACOES; NO_ACR
1041530000076; BIOVERITAS; BIOVERITAS; NOT FOUND; FRASCO 100ML; NO_ACR
SI/NC; BOLDO; BOLDO; NOT FOUND; FRASCO 60ML; NO_ACR
SI/NC; BALSAMO ESTOMAQUIC; BALSAMO ESTOMAQUIC; NOT FOUND; 60ML.LIQ.VD.12UN; NO_ACR
