1126000100027; REOPRO; REOPRO; NOT FOUND; 2 MG/ML SOL INJ CT FA VD INC X 5 ML; NO_ACR
1017100770134; REMERON; REMERON; NOT FOUND; 15 MG COM ORODISPERSIVEIS CT BL AL X 6; NO_ACR
1017100770150; REMERON; REMERON; NOT FOUND; 30 MG COM ORODISPERSIVEIS CT BL AL X 6; NO_ACR
1121302140039; REVANGE; REVANGE; NOT FOUND; 20 MG COM CT 2 BL AL PLAS AMB X 15; NO_ACR
1121302140071; REVANGE SR; REVANGE SR; NOT FOUND; 50 MG CAP GEL COM MICROGRANULOS CT 2 BL AL PLAS AMB X 15; NO_ACR
1010700770030; RELIFEX; RELIFEX; NOT FOUND; 500MG COMP REV 2 BL 10; NO_ACR
1010700770049; RELIFEX; RELIFEX; NOT FOUND; 500MG COMP REV BL 10; NO_ACR
1002901480055; RESPEXIL; RESPEXIL; NOT FOUND; 400 MG COM REV CT BL AL/AL X 14  ; NO_ACR
1002901480063; RESPEXIL; RESPEXIL; NOT FOUND; 400 MG COM REV CT BL AL/AL X6  ; NO_ACR
1106501950037; RESPEXIL; RESPEXIL; NOT FOUND; 400 MG. COM.REV.CT. C/STRIP X 14; NO_ACR
1106501950045; RESPEXIL; RESPEXIL; NOT FOUND; 400 MG. COM.REV.CT. C/STRIP X 6; NO_ACR
1068901650018; RESFENOL THERMUS; RESFENOL THERMUS; NOT FOUND; 100 MG/G PO PREP EXTEMP CT 50 SACH AL/PE X 5 G; NO_ACR
1068901650026; RESFENOL THERMUS; RESFENOL THERMUS; NOT FOUND; 100 MG/ML SUS OR CT FR PLAS X 15 ML + SER DOS; NO_ACR
1068901650034; RESFENOL THERMUS; RESFENOL THERMUS; NOT FOUND; 200 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; NO_ACR
1068900700032; RAPILAX; RAPILAX; NOT FOUND; 7.5 MG/ML SOL ORAL CT FR PLAS OPACO GOT X 20 ML; NO_ACR
1068900700097; RAPILAX; RAPILAX; NOT FOUND; 7.5 MG/ML SOL ORAL CT FR PLAS OPACO GOT X 30 ML; NO_ACR
1057701680015; REDSAI STRESS; REDSAI STRESS; NOT FOUND; COM REV CT FR PLAS OPC X 30; NO_ACR
1057701680031; REDSAI STRESS; REDSAI STRESS; NOT FOUND; COM REV CT FR PLAS OPC X 60; NO_ACR
1123634040015; RESOLOR; RESOLOR; NOT FOUND; 1 MG COM REV CT BL AL AL X 14 ; NO_ACR
1123634040023; RESOLOR; RESOLOR; NOT FOUND; 1 MG COM REV CT BL AL AL X 28; NO_ACR
1123634040031; RESOLOR; RESOLOR; NOT FOUND; 2 MG COM REV CT BL AL AL X 14 ; NO_ACR
1123634040041; RESOLOR; RESOLOR; NOT FOUND; 2 MG COM REV CT BL AL AL X 28; NO_ACR
1211700400010; RUMALON; RUMALON; NOT FOUND; SOL INJ 5 AMP X 1 ML; NO_ACR
1211700270012; RONVAN; RONVAN; NOT FOUND; 10 FR AMP; NO_ACR
1024800270013; RHEUMOFLORA; RHEUMOFLORA; NOT FOUND; SOL. ORAL 80 ML.; NO_ACR
SI/NC; RELAMPAGO; RELAMPAGO; NOT FOUND; 5 ML; NO_ACR
ISENTO; REUMATEL; REUMATEL; NOT FOUND; SOL OR CT FR VD AMB X 150 ML; NO_ACR
1000121182181; RAUWOLFIA SELLOWI; RAUWOLFIA SELLOWI; NOT FOUND; FR. 100ML; NO_ACR
1006100390042; RHEUMODORON 1; RHEUMODORON 1; NOT FOUND; 0.33+0.33+0.34 ML/ML SOL OR CT FR VD AMB CGT X 50ML; NO_ACR
1006100680016; RINIDON; RINIDON; NOT FOUND; (500 +500) MG/G SOL OR CT FR AMB GOT X 50 ML; NO_ACR
1064800350010; RENDELL'S PESS PROFILAT; RENDELL S PESS PROFILAT; NOT FOUND; CX 10 PESSARIOS; NO_ACR
