1103901150033; FURP-DESMOPRESSINA; FURP DESMOPRESSINA; NOT FOUND; 0.1 MG/ML SOL NAS CT FR VD AMB X 5ML + CAN; NO_ACR
1055001340037; FEXODANE; FEXODANE; NOT FOUND; 60 MG CAP GEL DURA CT STR AL/AL X 10; NO_ACR
1055001340045; FEXODANE; FEXODANE; NOT FOUND; 60 MG CAP. C/20; NO_ACR
1055001740027; FEXO D; FEXO D; NOT FOUND; 60 MG + 120 MG COM REV CT BL AL AL X 10 ; NO_ACR
1211003160010; FLOZURA; FLOZURA; NOT FOUND; 20 MG CAP DURA CT BL AL PLAS TRANS X 10; NO_ACR
1211003160029; FLOZURA; FLOZURA; NOT FOUND; 20 MG CAP DURA CT BL AL PLAS TRANS X 15; NO_ACR
1211003160037; FLOZURA; FLOZURA; NOT FOUND; 20 MG CAP DURA CT BL AL PLAS TRANS X 20; NO_ACR
1211003160045; FLOZURA; FLOZURA; NOT FOUND; 20 MG CAP DURA CT BL AL PLAS TRANS X 30; NO_ACR
1211003160053; FLOZURA; FLOZURA; NOT FOUND; 20 MG CAP DURA CT BL AL PLAS TRANS X 60; NO_ACR
1120901000015; FUNED CLORIDRATO DE IMIPRAMINA; FUNED CLORIDRATO IMIPRAMINA; NOT FOUND; 25 MG COM REV CX 20 ENV AL POLIET X 10 (EMB HOSP); NO_ACR
1026900160011; FURALEINA; FURALEINA; NOT FOUND; CX COM 1 BL X 12 COMP; NO_ACR
1026900160038; FURALEINA; FURALEINA; NOT FOUND; CX COM 25 BL X 4; NO_ACR
1376400290019; FORMET; FORMET; NOT FOUND; 500 MG COMP. VER. CX. 30; NO_ACR
1376400290027; FORMET; FORMET; NOT FOUND; 850 MG COMP. VER. CX. 30; NO_ACR
1376400290035; FORMET; FORMET; NOT FOUND; 500 MG COM REV CT BL AL PLAS INC X 200 ( EMB HOSP); NO_ACR
1376400290043; FORMET; FORMET; NOT FOUND; 850 MG COM REV CT BL AL PLAS  INC X 200 ( EMB HOSP); NO_ACR
1376400290061; FORMET; FORMET; NOT FOUND; 500 MG COM REV CT BL AL PLAS INC X 20; NO_ACR
1376400290078; FORMET; FORMET; NOT FOUND; 850 MG COM REV CT BL AL PLAS INC X 20; NO_ACR
1376400290086; FORMET XR; FORMET XR; NOT FOUND; 500 MG COM LIB PROL CT BL AL/AL X 10; NO_ACR
1376400290094; FORMET XR; FORMET XR; NOT FOUND; 500 MG COM LIB PROL CT BL AL/AL X 20; NO_ACR
1376400290108; FORMET XR; FORMET XR; NOT FOUND; 500 MG COM LIB PROL CT BL AL/AL X 30; NO_ACR
1376400290116; FORMET XR; FORMET XR; NOT FOUND; 500 MG COM LIB PROL CT BL AL/AL X 60; NO_ACR
1103900630074; FURP - METOCLOPRAMIDA; FURP METOCLOPRAMIDA; NOT FOUND; 10 MG COM CX BL AL PLAS AMB X 500 (EMB HOSP); NO_ACR
1055001190035; FRENURIN; FRENURIN; NOT FOUND; 1 MG/ML XPE CT FR VD AMB X 120 ML; NO_ACR
1055001190019; FRENURIN; FRENURIN; NOT FOUND; 5 MG COM CT BL AL PLAS INC X 30; NO_ACR
1055001190027; FRENURIN; FRENURIN; NOT FOUND; 5 MG COM CT BL AL PLAS INC X 60; NO_ACR
1127000100051; FONTO-VIT; FONTO VIT; NOT FOUND; FR C/50 COMP REV 40 MG; NO_ACR
1120900300015; FUNED-PROPRANOLOL; FUNED PROPRANOLOL; NOT FOUND; 40 MG COMP CX 50 ENV KRAFT POLIET X 10 (EMB. HOSP ); NO_ACR
1103901110041; FURP - PROPRANOLOL; FURP PROPRANOLOL; NOT FOUND; 40 MG COM CX BL AL PLAS MARROM X 500 (EMB HOSP); NO_ACR
1106300820012; FARMANGUINHOS - PROPRANOLOL; FARMANGUINHOS PROPRANOLOL; NOT FOUND; 40 MG COM CX ENV KRAFT POLIET X 500; NO_ACR
1468200160011; FONTI B1; FONTI B1; NOT FOUND; 300 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
1468200160036; FONTI B1; FONTI B1; NOT FOUND; 300 MG COM REV CT BL AL PLAS INC X 200; NO_ACR
1468200160044; FONTI B1; FONTI B1; NOT FOUND; 300 MG COM REV CT BL AL PLAS INC X 500; NO_ACR
1468200160052; FONTI B1; FONTI B1; NOT FOUND; 300 MG COM REV CT BL AL PLAS INC X 1000; NO_ACR
1103900450016; FURP-POLIVITAMÍNICO; FURP POLIVITAMINICO; NOT FOUND; SOL OR CX 50 FR VD AMB CGT X 30ML; NO_ACR
1103900450025; FURP-POLIVITAMÍNICO; FURP POLIVITAMINICO; NOT FOUND; SOL OR CX 50 FR VD AMB CGT X 30 ML; NO_ACR
1313900060014; FAULDVANCO; FAULDVANCO; NOT FOUND; PO LIOF. CX. FA. VD. INC. - 1G; NO_ACR
1313900060022; FAULDVANCO; FAULDVANCO; NOT FOUND; PO LIOF. CX. FA. VD. INC. - 500MG; NO_ACR
1103900760032; FURP-CLORPROMAZINA; FURP CLORPROMAZINA; NOT FOUND; 100 MG CX C/ 50 ENVELOPES DE ALUMINIO C/ 10 COMPRIMIDOS; NO_ACR
1103900760016; FURP-CLORPROMAZINA; FURP CLORPROMAZINA; NOT FOUND; 25 MG CX C/ 50 ENVELOPES DE ALUMINIO C/ 10 COMPRIMIDOS; NO_ACR
1103901320060; FURP-CLORPROPAMIDA; FURP CLORPROPAMIDA; NOT FOUND; 250 MG CX C/ 50 BLISTERES INCOLOR C/ 10 COMPRIMIDOS; NO_ACR
1186102740010; FOSTEO D; FOSTEO D; NOT FOUND; 600 MG + 400 UI COM REV CT BL AL PLAS BCO X 30; NO_ACR
1186102740029; FOSTEO D; FOSTEO D; NOT FOUND; 600 MG + 400 UI COM REV CT BL AL PLAS BCO X 60; NO_ACR
1313900040013; FAULDACAR; FAULDACAR; NOT FOUND; PO LIOF. CT. FA. VD. AMB. - 100MG; NO_ACR
1313900040021; FAULDACAR; FAULDACAR; NOT FOUND; PO LIOF. CT. FA. VD. AMB. - 200MG; NO_ACR
1313900040031; FAULDACAR; FAULDACAR; NOT FOUND; PO LIOF. CT. FA. VD. AMB. - 600MG; NO_ACR
1103900610091; FURP-DAPSONA; FURP DAPSONA; NOT FOUND; 100 MG COM CX BL AL PLAS INC X 500 (EMB HOSP); NO_ACR
1103900610103; FURP-DAPSONA; FURP DAPSONA; NOT FOUND; 100 MG COM CX BL AL PLAS AMB X 500 (EMB HOSP); NO_ACR
1120901080019; FUNED-DEXAMETASONA; FUNED DEXAMETASONA; NOT FOUND; 10 MG CREM CX 50 BG AL X 10 G (EMB HOSP); NO_ACR
1103900050051; FURP-DEXAMETASONA; FURP DEXAMETASONA; NOT FOUND; 0.1 PCC CR DERM CX 50 BG AL X 10 G (EMB. HOSP.); NO_ACR
1008100260018; FILOGASTER; FILOGASTER; NOT FOUND; CX C/ 30 DRAGEAS; NO_ACR
1120900160027; FUNED-DIAZEPAM; FUNED DIAZEPAM; NOT FOUND; 10 MG COM CX BL AL PLAS INC X 200 (EMB HOSP); NO_ACR
1103900070192; FURP-DIAZEPAM; FURP DIAZEPAM; NOT FOUND; 10 MG COM CX BL AL PLAS INC X 500 (EMB. HOSP.); NO_ACR
1103901630019; FURP-DIAZEPAM; FURP DIAZEPAM; NOT FOUND; 10 MG COM CX BL AL PLAS INC X 500 (EMB HOSP); NO_ACR
1103901630027; FURP-DIAZEPAM; FURP DIAZEPAM; NOT FOUND; 5 MG COM CX BL AL PLAS TRANS X 500 (EMB HOSP) ; NO_ACR
1103901240032; FURP-DICLOFENACO; FURP DICLOFENACO; NOT FOUND; 25 MG/ML SOL INJ CX 50 AMP VD INC X 3 ML (EMB HOSP); NO_ACR
1008100280030; FLEXAMINA; FLEXAMINA; NOT FOUND; CX C/ 50 AMP DE 3 ML; NO_ACR
1103901530030; FURP-DICLOFENACO; FURP DICLOFENACO; NOT FOUND; 15 MG/ML SUS OR 50 FR PLAS OPC GOT X 10 ML (EMB HOSP); NO_ACR
1103901530049; FURP-DICLOFENACO; FURP DICLOFENACO; NOT FOUND; 15 MG/ML SUS OR PACK 50 FR PLAS OPC GOT X 10 ML (EMB HOSP); NO_ACR
1103901240016; FURP-DICLOFENACO; FURP DICLOFENACO; NOT FOUND; 50 MG COM REV CX BL AL PLAS INC X 500 (EMB.HOSP.); NO_ACR
1014300590046; FLADON; FLADON; NOT FOUND; 50MG COM VER CT 2 BL AL PLAS INC X 10; NO_ACR
1103901020032; FURP - ETAMBUTOL; FURP ETAMBUTOL; NOT FOUND; 25 MG/ML SOL OR CX 30 FR VD AMB X 200 ML (EMB HOSP); NO_ACR
1211700320034; FLUNARIN; FLUNARIN; NOT FOUND; SOL OR FR X 30 ML; NO_ACR
1211700320026; FLUNARIN; FLUNARIN; NOT FOUND; CAP 4 BL X 15; NO_ACR
1103901460037; FURP-DIDANOSINA; FURP DIDANOSINA; NOT FOUND; 100 MG FRASCOS DE POLIETILENO COM 60 COMPRIMIDOS; NO_ACR
1106300940018; FARMANGUINHOS CLOROQUINA; FARMANGUINHOS CLOROQUINA; NOT FOUND; 150 MG COM CT 50 ENV KRAFT POLIET X 10; NO_ACR
1120900850015; FUNED-DIGOXINA; FUNED DIGOXINA; NOT FOUND; 0.25 MG COM CX ENV KRAFT POLIET X 200 (EMB HOSP); NO_ACR
1103900270043; FURP-DIGOXINA; FURP DIGOXINA; NOT FOUND; 0.25 MG COM CX 25 BL AL PLAS INC X 20 (EMB HOSP); NO_ACR
1039404670270; FLATEX; FLATEX; NOT FOUND; 150 MG/ML EMU OR CT FR PLAS OPC GOT X 10 ML ; NO_ACR
1039404670041; FLATEX; FLATEX; NOT FOUND; 75MG/ML GTS PED FR 15ML; NO_ACR
1039404670084; FLATEX; FLATEX; NOT FOUND; 125MG 1 BL X 10 CPR; NO_ACR
1039404670262; FLATEX; FLATEX; NOT FOUND; 150 MG COM CT TB PLAS X 12 ; NO_ACR
1039404670025; FLATEX; FLATEX; NOT FOUND; 40MG 2 BL X 10 CPR; NO_ACR
1039404670221; FLATEX; FLATEX; NOT FOUND; 80 MG COM CT 2 BL AL PLAS INC X 10; NO_ACR
1039404670343; FLATEX; FLATEX; NOT FOUND; 125 MG CAP GEL MOLE CT  BL AL PLAS INC X 10 ; NO_ACR
1068901320050; FLUCOLIC; FLUCOLIC; NOT FOUND; 75 MG/ML EMUL OR CT FR PLAS OPC GOT X 15 ML; NO_ACR
1068901320093; FLUCOLIC; FLUCOLIC; NOT FOUND; 125 MG CAP GEL MOLE CT BL AL PLAS INC X 80; NO_ACR
1068901320077; FLUCOLIC; FLUCOLIC; NOT FOUND; 125 MG CAP GEL MOLE CT BL AL PLAS INC X 12; NO_ACR
1068901320026; FLUCOLIC; FLUCOLIC; NOT FOUND; 40 MG COM CT BL AL PLAS LEITOSO X 20; NO_ACR
1068901320107; FLUCOLIC; FLUCOLIC; NOT FOUND; 125 MG CAP GEL MOLE CT BL AL PLAS INC X 120; NO_ACR
1008100780127; FINDOR; FINDOR; NOT FOUND; CX C/ 50 AMP DE 2 ML; NO_ACR
1120900110021; FUNED-DIPIRONA; FUNED DIPIRONA; NOT FOUND; 500 MG/ML SOL OR CX 50 FR PLAS OPC GOT X 10 ML (EMB. HOSP.); NO_ACR
1008100780038; FINDOR; FINDOR; NOT FOUND; FR C/ 10 ML; NO_ACR
1120900110015; FUNED-DIPIRONA; FUNED DIPIRONA; NOT FOUND; 500 MG CX C/ 50 ENVELOPES X 10 COMP; NO_ACR
1008100780070; FINDOR; FINDOR; NOT FOUND; CX C/ 200 COMPRIMIDOS; NO_ACR
1103900340030; FURP-DIPIRONA; FURP DIPIRONA; NOT FOUND; 500 MG CX C/ 50 AMP AMBAR C/ 1 ML; NO_ACR
1103900340049; FURP-DIPIRONA; FURP DIPIRONA; NOT FOUND; 500 MG/ML CX C/ 50 FRASCOS POLIETILENO C/ 10 ML - GOTAS; NO_ACR
1103900340083; FURP-DIPIRONA; FURP DIPIRONA; NOT FOUND; 500 MG/ML SOL OR CX 50 FR PET GOT X 10 ML (EMB HOSP); NO_ACR
1103900340051; FURP-DIPIRONA; FURP DIPIRONA; NOT FOUND; 500 MG COM CX 50 BL AL PLAS INC X 10 (EMB HOSP)  ; NO_ACR
1103900340092; FURP-DIPIRONA; FURP DIPIRONA; NOT FOUND; 500 MG COM CX  BL AL PLAS AMB X 500 (EMB HOSP); NO_ACR
1027001220011; FERROTRON; FERROTRON; NOT FOUND; 100 MG/ML SOL INJ CT SER PLAS X 0.2 ML; NO_ACR
1027000400060; FERROTRON; FERROTRON; NOT FOUND; 300 MG CX C/ 1000 DRG; NO_ACR
1027000400043; FERROTRON; FERROTRON; NOT FOUND; 300 MG CX C/ 50 DRG; NO_ACR
1103900090010; FURP-ERITROMICINA; FURP ERITROMICINA; NOT FOUND; 125 MG/ML CX C/ 50 FRASCOS DE VIDRO C/ 60 ML - SUSP. ORAL; NO_ACR
1103900090071; FURP-ERITROMICINA; FURP ERITROMICINA; NOT FOUND; 250 MG COM REV CX 50 BL AL PLAS INC X 10 (EMB HOSP); NO_ACR
1103901440066; FURP-ESTAVUDINA; FURP ESTAVUDINA; NOT FOUND; 40 MG CAP GEL DURA FR PLAS OPC X 60 (EMB HOSP); NO_ACR
1103901440058; FURP-ESTAVUDINA; FURP ESTAVUDINA; NOT FOUND; 30 MG CAP GEL DURA FR PLAS OPC X 60 (EMB HOSP); NO_ACR
1120900020024; FUNED-ERITROMICINA; FUNED ERITROMICINA; NOT FOUND; 25MG CAIXA COM 50 FRASCOS X 60 ML; NO_ACR
1120900020012; FUNED-ERITROMICINA; FUNED ERITROMICINA; NOT FOUND; 250 MG COM REV CX 50 ENV AL POLIET X 10 (EMB. HOSP.); NO_ACR
1103901020016; FURP-ETAMBUTOL; FURP ETAMBUTOL; NOT FOUND; 400 MG COM REV CX 50 ENV AL POLIET X 10 (EMB HOSP); NO_ACR
1002000810012; FEMIANE; FEMIANE; NOT FOUND; 0.075 MG + 0.020 MG DRG CT ENV BL CALEND X 21; NO_ACR
1002000810012; FEMIANE; FEMIANE; NOT FOUND; 0.075 MG + 0.020 MG DRG CT ENV BL CALEND X 21; NO_ACR
1106300780010; FARMANGUINHOS - ETIONAMIDA; FARMANGUINHOS ETIONAMIDA; NOT FOUND; 250 MG COM REV CT ENV AL POLIET X 500; NO_ACR
1039401910017; FAMODINE; FAMODINE; NOT FOUND; 20 MG COMP REV CT BL AL PLAST INC X 10; NO_ACR
1039401910033; FAMODINE; FAMODINE; NOT FOUND; 40 MG COMP REV CT BL AL PLAST INC X 10; NO_ACR
1065500430012; FAMOTIL; FAMOTIL; NOT FOUND; 20MG COMP CX BL C/10; NO_ACR
1065500430020; FAMOTIL; FAMOTIL; NOT FOUND; 20MG COMP CX BL C/30; NO_ACR
1065500430039; FAMOTIL; FAMOTIL; NOT FOUND; 40MG COMP CX BL C/10; NO_ACR
1065500430047; FAMOTIL; FAMOTIL; NOT FOUND; 40MG COMP CX BL C/30; NO_ACR
1155700280013; FAMOXIL; FAMOXIL; NOT FOUND; 20 MG BL. C/ 10 COMPR.; NO_ACR
1155700280021; FAMOXIL; FAMOXIL; NOT FOUND; 20 MG BL. C/ 30 COMPR.; NO_ACR
1155700280031; FAMOXIL; FAMOXIL; NOT FOUND; 40 MG BL. C/ 10 COMPR.; NO_ACR
1155700280048; FAMOXIL; FAMOXIL; NOT FOUND; 40 MG BL. C/ 30 COMPR.; NO_ACR
1015101040011; FIBROGAMMIN-P; FIBROGAMMIN P; NOT FOUND; 62.5 UI/ML PO LIOF INJ CT FA VD INC + DIL X 4 ML; NO_ACR
1057601030017; FLUXO SEDATINA; FLUXO SEDATINA; NOT FOUND; FR 90 ML; NO_ACR
1120900230013; FUNED-FENITOÍNA; FUNED FENITOINA; NOT FOUND; 100 MG COM CX ENV KRAFT POLIET X 200 (EMB HOSP); NO_ACR
1103900360069; FURP-FENITOINA; FURP FENITOINA; NOT FOUND; 100 MG COM CX BL AL PLAS INC X 500 (EMB. HOSP.); NO_ACR
1120900140018; FUNED-FENOBARBITAL; FUNED FENOBARBITAL; NOT FOUND; 100 MG COM CX 20 ENV KRAFT POLIET X 10; NO_ACR
1103900370145; FURP-FENOBARBITAL; FURP FENOBARBITAL; NOT FOUND; 100 MG COM CX 25 BL AL PLAS INC X 20 (EMB HOSP); NO_ACR
1040700090030; FENOBARBITAL; FENOBARBITAL; FENOBARBITAL; 100 MG/COMP/ENV - 10 COMP / CX C/ 20 ENV; NO_ACR
1466800470013; FENOFIBRATO; FENOFIBRATO; FENOFIBRATO; CAPS 200MG FR PLASTICO X 30; NO_ACR
1103901730013; FENOFIBRATO; FENOFIBRATO; FENOFIBRATO; 200MG CAP GEL DURA CT BL AL PLAS OPC X 10 ; NO_ACR
1103901730021; FENOFIBRATO; FENOFIBRATO; FENOFIBRATO; 200MG CAP GEL DURA CT BL AL PLAS OPC X 30; NO_ACR
1103901730031; FENOFIBRATO; FENOFIBRATO; FENOFIBRATO; 200 MG CAP GEL DURA CT BL AL PLAS OPC X 60; NO_ACR
1186102540054; FERRINI; FERRINI; NOT FOUND; 15 MG/ML SOL OR CT FR VD AMB X 100 ML + DOSAD; NO_ACR
1186102540070; FERRINI; FERRINI; NOT FOUND; 30 MG/ML SOL OR CT FR VD AMB X 30 ML + CGT; NO_ACR
1186102540038; FERRINI; FERRINI; NOT FOUND; 150 MG COM REV CT BL AL PVDC INC X 30; NO_ACR
1103901590025; FURP-FERRO AMINOÁCIDO QUELATO + ÁCIDO FÓLICO; FURP FERRO AMINOACIDO QUELATO ACIDO FOLICO; NOT FOUND; 15 MG/ML + 0.5 MG/ML SOL OR CX 50 FR VD AMB X 30 ML + COP X 10 ML (EMB HOSP); NO_ACR
1103901590051; FURP-FERRO AMINOÁCIDO QUELATO + ÁCIDO FÓLICO; FURP FERRO AMINOACIDO QUELATO ACIDO FOLICO; NOT FOUND; 150 MG + 5 MG COM REV CX BL AL PLAS INC X 500 (EMB HOSP); NO_ACR
1186000880018; FERROKIDS; FERROKIDS; NOT FOUND; 44.90 MG COM MAST CT FR PLAS OPC X 30; NO_ACR
1186000880026; FERROKIDS; FERROKIDS; NOT FOUND; 44.90 MG COM MAST CT FR PLAS OPC X 50 ; NO_ACR
1186000880034; FERROKIDS; FERROKIDS; NOT FOUND; 44.90 MG COM MAST CT FR PLAS OPC X 60 ; NO_ACR
1186000880042; FERROKIDS; FERROKIDS; NOT FOUND; 44.90 MG COM MAST CT FR PLAS OPC X 90; NO_ACR
1186102580137; FELATO; FELATO; NOT FOUND; 250 MG/ML SUS OR CT FR PET AMB X 30 ML + CGT; NO_ACR
1186102580056; FELATO; FELATO; NOT FOUND; 500 MG COM MAST CT BL AL PVDC INC X 30; NO_ACR
1186102580021; FELATO; FELATO; NOT FOUND; 250 MG COM MAST CT BL AL PVDC INC X 30; NO_ACR
1186102580080; FELATO; FELATO; NOT FOUND; 300 MG COM REV CT BL AL PVC INC X 30; NO_ACR
1186101260031; FERRINI FÓLICO; FERRINI FOLICO; NOT FOUND; 30 MG/ML + 0.2 MG/ML SOL OR CT FR VD AMB CGT X 30 ML ; NO_ACR
1186101260023; FERRINI FÓLICO; FERRINI FOLICO; NOT FOUND; 15 MG/ML + 0.5 MG/ML SOL OR CT FR VD AMB X 100 ML ; NO_ACR
1186100560023; FOLIFER; FOLIFER; NOT FOUND; 30 MG/ML + 0.2 MG/ML SOL OR CT FR VD AMB CGT X 30 ML ; NO_ACR
1186100560015; FOLIFER; FOLIFER; NOT FOUND; 15 MG/ML + 0.5 MG/ML SOL OR CT FR VD AMB X 100 ML ; NO_ACR
1186100560155; FOLIFER; FOLIFER; NOT FOUND; 15 MG/ML + 0.5 MG/ML SOL OR CT FR PET AMB X 30 ML; NO_ACR
1186100560163; FOLIFER; FOLIFER; NOT FOUND; 15 MG/ML + 0.5 MG/ML SOL OR CT FR PET AMB X 100 ML; NO_ACR
1186100560171; FOLIFER; FOLIFER; NOT FOUND; 30 MG/ML + 0.2 MG/ML SOL OR CT FR PET AMB CGT X 15 ML; NO_ACR
1186100560181; FOLIFER; FOLIFER; NOT FOUND; 30 MG/ML + 0.2 MG/ML SOL OR CT FR PET AMB CGT X 30 ML; NO_ACR
1186101260015; FERRINI FÓLICO; FERRINI FOLICO; NOT FOUND; 150 MG + 5 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
1186100560066; FOLIFER; FOLIFER; NOT FOUND; 150 MG + 5 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
1121301760025; FILGRASTIM; FILGRASTIM; FILGRASTIM; 30 MU (300 MCG) SOL INJ CT 5 FA VD INC X 1 ML; NO_ACR
1103901960019; FINASTERIDA; FINASTERIDA; FINASTERIDA; 5 MG COM REV CT BL AL PLAS BCO LEIT X 15 ; NO_ACR
1103901960027; FINASTERIDA; FINASTERIDA; FINASTERIDA; 5 MG COM REV CT BL AL PLAS BCO LEIT X 30; NO_ACR
1103901960035; FINASTERIDA; FINASTERIDA; FINASTERIDA; 5 MG COM REV CT BL AL PLAS BCO LEIT X 300; NO_ACR
1103901960043; FINASTERIDA; FINASTERIDA; FINASTERIDA; 5 MG COM REV CT BL AL PLAS BCO LEIT X 60 (EMB FRAC); NO_ACR
1103901960051; FINASTERIDA; FINASTERIDA; FINASTERIDA; 5 MG COM REV CT BL AL PLAS BCO LEIT X 90 (EMB FRAC) ; NO_ACR
1103901960061; FINASTERIDA; FINASTERIDA; FINASTERIDA; 5 MG COM REV CT BL AL PLAS BCO LEIT X 75 (EMB HOSP) ; NO_ACR
1121303410013; FINASTERIDA; FINASTERIDA; FINASTERIDA; 1 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
1121303530019; FINASTERIDA; FINASTERIDA; FINASTERIDA; 5 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
1468200100025; FINAPÉCIA; FINAPECIA; NOT FOUND; 1 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
1055001540011; FENDICAL; FENDICAL; NOT FOUND; 1 MG COM REV CT BL AL PLAS INC X 15; NO_ACR
1055001540028; FENDICAL; FENDICAL; NOT FOUND; 1 MG COM REV CT  BL AL PLAS INC X 30; NO_ACR
1027000970041; FUNGNON; FUNGNON; NOT FOUND; 2 MG/ML SOL INJ (IV) FR C/ 100 ML; NO_ACR
1517000180019; FLUCONAZOL; FLUCONAZOL; FLUCONAZOL; 2MG/ML SOL INJ IV ENV AL BOLS PLAS TRANS X 100 ML (SIST FECH); NO_ACR
1517000180027; FLUCONAZOL; FLUCONAZOL; FLUCONAZOL; 2MG/ML SOL INJ BOLS PLAS FLEX TRANS SIST FECH X 100 ML + ENV AL; NO_ACR
1013900240013; FLUCONAZOL; FLUCONAZOL; FLUCONAZOL; 2 MG/ML SOL INJ INFUS IV CT 06 BOLS PLAS TRILAM TRANS SIST FECH X 100 ML; NO_ACR
1890000210023; FUNGICIDEN; FUNGICIDEN; NOT FOUND; 2 MG/ML SOL INJ INFUS IV CT FR PLAS TRANS SIST FECH X 100 ML ; NO_ACR
1121302770016; FLUCONAZOL; FLUCONAZOL; FLUCONAZOL; 150 MG CAP GEL DURA CT BL AL PLAS INC X 1; NO_ACR
1121302770024; FLUCONAZOL; FLUCONAZOL; FLUCONAZOL; 150 MG CAP GEL DURA CT BL AL PLAS INC X 2; NO_ACR
1171700340042; FLUCONAN; FLUCONAN; NOT FOUND; 150 MG CAP GEL DURA CT BL AL PLAS INC X 1; NO_ACR
1171700340056; FLUCONAN; FLUCONAN; NOT FOUND; 150 MG CAP GEL DURA CT BL AL PLAS INC X 2; NO_ACR
1313900090045; FAULDFLUOR; FAULDFLUOR; NOT FOUND; SOL. INJ. CX. 5 FA. VD. INC. - 2.5G/50ML; NO_ACR
1313900090010; FAULDFLUOR; FAULDFLUOR; NOT FOUND; SOL. INJ. CX. 5 FA. VD. INC. - 250MG/5ML; NO_ACR
1313900090029; FAULDFLUOR; FAULDFLUOR; NOT FOUND; SOL. INJ. CX. 5 FA. VD. INC. - 500MG/10ML; NO_ACR
1064601770023; FLUORURACILA; FLUORURACILA; FLUORURACILA; 25 MG/ML SOL INJ CT 5 FA VD INC X 10 ML; NO_ACR
1064601770031; FLUORURACILA; FLUORURACILA; FLUORURACILA; 25 MG/ML SOL INJ CT 10 FA VD INC X 10 ML; NO_ACR
1064601770041; FLUORURACILA; FLUORURACILA; FLUORURACILA; 25 MG/ML SOL INJ CT 20 FA VD INC X 10 ML; NO_ACR
1064601770015; FLUORURACILA; FLUORURACILA; FLUORURACILA; 25 MG/ML SOL INJ CT FA VD INC X 10 ML; NO_ACR
1064601770090; FLUORURACILA; FLUORURACILA; FLUORURACILA; 25 MG/ML SOL INJ CT 10 FA VD INC X 20 ML; NO_ACR
1064601770120; FLUORURACILA; FLUORURACILA; FLUORURACILA; 25 MG/ML SOL INJ CT 10 FA VD INC X 40 ML; NO_ACR
1064601770112; FLUORURACILA; FLUORURACILA; FLUORURACILA; 25 MG/ML SOL INJ CT FA VD INC X 40 ML; NO_ACR
1064601770139; FLUORURACILA; FLUORURACILA; FLUORURACILA; 25 MG/ML SOL INJ CX 50 FA VD INC X 40 ML; NO_ACR
1064601770074; FLUORURACILA; FLUORURACILA; FLUORURACILA; 25 MG/ML SOL INJ CT FA VD INC X 20 ML; NO_ACR
1064601770082; FLUORURACILA; FLUORURACILA; FLUORURACILA; 25 MG/ML SOL INJ CT 5 FA VD INC X 20 ML; NO_ACR
1064601770058; FLUORURACILA; FLUORURACILA; FLUORURACILA; 25 MG/ML SOL INJ CT 50 FA VD INC X 10 ML; NO_ACR
1064601770104; FLUORURACILA; FLUORURACILA; FLUORURACILA; 25 MG/ML SOL INJ CX 50 FA VD INC X 20 ML; NO_ACR
1466800520010; FLUTAMIDA; FLUTAMIDA; FLUTAMIDA; 250 MG COM REV CT FR PLAS OPC X 20; NO_ACR
1508200420014; FLUTAMID; FLUTAMID; NOT FOUND; 250 MG COM CT 2 BL AL PLAS INC X 10; NO_ACR
1055001060026; FLUVASTAT; FLUVASTAT; NOT FOUND; 20 MG CAP GEL DURA CT 2 STR AL X 14; NO_ACR
1055001060042; FLUVASTAT; FLUVASTAT; NOT FOUND; 40 MG CAP GEL DURA CT 2 STR AL X 14; NO_ACR
1313900100040; FAULDLEUCO; FAULDLEUCO; NOT FOUND; SOL. INJ. CX. 1 FA. VD. AMB. - 300MG/30ML; NO_ACR
1313900100032; FAULDLEUCO; FAULDLEUCO; NOT FOUND; SOL. INJ. CX. 1 FA. VD. AMB. - 50MG/5ML; NO_ACR
1002000790021; FLUDARA; FLUDARA; NOT FOUND; 50 MG PO LIOF CT 5 FRS VD INC; NO_ACR
1002000790046; FLUDARA; FLUDARA; NOT FOUND; 10 MG 3 BL C/ 5 COMP ORAL; NO_ACR
1517000220010; FOSFATO DE POTÁSSIO; FOSFATO POTASSIO; NOT FOUND; 2 MEQ/ML SOL INJ IV CX 100 AMP PLAS TRANS PE X 10 ML (EMB HOSP); NO_ACR
1517000220029; FOSFATO DE POTÁSSIO; FOSFATO POTASSIO; NOT FOUND; 2 MEQ/ML SOL INJ IV CX 200 AMP PLAS TRANS PE X 10 ML (EMB HOSP); NO_ACR
1097100140015; FOSFATO DE POTÁSSIO; FOSFATO POTASSIO; NOT FOUND; AMP 10 ML; NO_ACR
1211000420014; FLEET ENEMA; FLEET ENEMA; NOT FOUND; CARTUCHO CONTENDO 1 FRASCO PLASTICO COM 130 ML; NO_ACR
9; FLEET ENEMA; FLEET ENEMA; NOT FOUND; 0.06G/ML + 1.6G/ML FR PLAS INC X 133 ML; NO_ACR
1284700010016; FLEET ENEMA; FLEET ENEMA; NOT FOUND; 0.06G/ML + 1.6G/ML FR PLAS INC X 133 ML; NO_ACR
