512400401164313, CALMINEX, CALMINEX, NOT FOUND, ATLETA BISN C/ 20 G, MQF
512400903119314, CLARITIN, CLARITIN, NOT FOUND, D 24 HS BLISTER C/6 COM, MQF
512400904115312, CLARITIN, CLARITIN, NOT FOUND, D CT C/12 DRG, MQF
512400905138316, CLARITIN, CLARITIN, NOT FOUND, D XPE FR C/ 60 ML, MQF
512400906134314, CLARITIN, CLARITIN, NOT FOUND, XPE FR C/ 100 ML, MQF
512400907130411, CLARITIN D, CLARITIN D, NOT FOUND, 1.0 MG/ML + 12.0 MG/ML XPE CT FR VD AMB X 30 ML, MQF
512400703136312, CELESTONE SOLUSPAN, CELESTONE SOLUSPAN, NOT FOUND, 0.1 MG/ML ELX CT FR VD AMB X 120 ML , MQF
512400708138313, CELESTONE SOLUSPAN, CELESTONE SOLUSPAN, NOT FOUND, 0.1 MG/ML ELX CT FR VD AMB X 30 ML, MQF
512400707115311, CELESTONE SOLUSPAN, CELESTONE SOLUSPAN, NOT FOUND, 0.5 MG COM CT BL AL PLAS INC X 10, MQF
512400701117310, CELESTONE SOLUSPAN, CELESTONE SOLUSPAN, NOT FOUND, 0.5 MG COM CT BL AL PLAS INC X 20, MQF
512400702113319, CELESTONE SOLUSPAN, CELESTONE SOLUSPAN, NOT FOUND, 2 MG COM CT BL AL PLAS INC X 10, MQF
512400704132310, CELESTONE SOLUSPAN, CELESTONE SOLUSPAN, NOT FOUND, GTS FR C/ 15 ML, MQF
512406301110415, CIBRATO, CIBRATO, NOT FOUND, 100 MG COM CT BL AL PLAS INC X 10, MQF
512406302117413, CIBRATO, CIBRATO, NOT FOUND, 100 MG COM CT BL AL PLAS INC X 30, MQF
512405502112417, CIZAX, CIZAX, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 10, MQF
512405501116419, CIZAX, CIZAX, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 30, MQF
512405505111411, CIZAX, CIZAX, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 4, MQF
512405504115413, CIZAX, CIZAX, NOT FOUND, 5 MG COM CT BL AL PLAS INC X 10, MQF
512405503119415, CIZAX, CIZAX, NOT FOUND, 5 MG COM CT BL AL PLAS INC X 30, MQF
512405506118411, CIZAX, CIZAX, NOT FOUND, 5 MG COM CT BL AL PLAS INC X 4, MQF
512407101174418, CORISTINA DESCONGESTIONANTE NASAL, CORISTINA DESCONGESTIONANTE NASAL, NOT FOUND, 0.5 MG/ML CT FRAS PLAS GOT X 30 ML, MQF
512400705155314, CELESTONE SOLUSPAN, CELESTONE SOLUSPAN, NOT FOUND, 4 MG/ML SOL INJ CT CAMA AMP VD INC X 1 ML, MQF
512400706151312, CELESTONE SOLUSPAN, CELESTONE SOLUSPAN, NOT FOUND, 3.0 MG/ML + 3.945 MG/ML SUS INJ CT 1 AMP VD INC X 1 ML , MQF
512400909133319, CLARITIN, CLARITIN, NOT FOUND, 1 MG/ML SOL OR CT FR PLAS OPC X 60 ML, MQF
512400906134314, CLARITIN, CLARITIN, NOT FOUND, 1 MG/ML XPE CT FR VD AMB X 100 ML, MQF
512400901116318, CLARITIN, CLARITIN, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 12, MQF
512400606130313, CELESTAMINE, CELESTAMINE, NOT FOUND, 0.05 MG/ML + 0.4 MG/ML XPE CT FR PLAS AMB X 30 ML + DOSAD, MQF
512400602135310, CELESTAMINE, CELESTAMINE, NOT FOUND, 0.05 MG/ML + 0.4 MG/ML XPE CX 6 CT FR PLAS AMB X 120 ML + DOSAD, MQF
512400605118311, CELESTAMINE, CELESTAMINE, NOT FOUND, 0.25 MG + 2 MG COM CT BL AL PLAS INC X 10, MQF
512400601112317, CELESTAMINE, CELESTAMINE, NOT FOUND, 0.25 MG + 2 MG COM CT BL AL PLAS INC X 20, MQF
512400603131319, CELESTAMINE, CELESTAMINE, NOT FOUND, 0.25 MG/ML + 2 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML , MQF
512400401164313, CALMINEX, CALMINEX, NOT FOUND, ATLETA BISN C/ 20 G, MQF
512400402160311, CALMINEX, CALMINEX, NOT FOUND, HUMANO 20 G BG, MQF
512400907130411, CLARITIN D, CLARITIN D, NOT FOUND, 1.0 MG/ML + 12.0 MG/ML XPE CT FR VD AMB X 30 ML, MQF
512400905138316, CLARITIN D, CLARITIN D, NOT FOUND, 1.0 MG/ML + 12.0 MG/ML XPE CT FR VD AMB X 60 ML, MQF
512400903119314, CLARITIN D, CLARITIN D, NOT FOUND, 10 MG + 240 MG COM REV CT BL AL PLAS INC X 06, MQF
512400904115312, CLARITIN D, CLARITIN D, NOT FOUND, 5 MG + 120 MG DRG CT BL AL PLAS INC X 12, MQF
512400703136312, CELESTONE SOLUSPAN, CELESTONE SOLUSPAN, NOT FOUND, 0.1 MG/ML ELX CT FR VD AMB X 120 ML , MQF
512400708138313, CELESTONE SOLUSPAN, CELESTONE SOLUSPAN, NOT FOUND, 0.1 MG/ML ELX CT FR VD AMB X 30 ML, MQF
512400707115311, CELESTONE SOLUSPAN, CELESTONE SOLUSPAN, NOT FOUND, 0.5 MG COM CT BL AL PLAS INC X 10, MQF
512400701117310, CELESTONE SOLUSPAN, CELESTONE SOLUSPAN, NOT FOUND, 0.5 MG COM CT BL AL PLAS INC X 20, MQF
512400702113319, CELESTONE SOLUSPAN, CELESTONE SOLUSPAN, NOT FOUND, 2 MG COM CT BL AL PLAS INC X 10, MQF
512400704132310, CELESTONE SOLUSPAN, CELESTONE SOLUSPAN, NOT FOUND, GTS FR C/ 15 ML, MQF
512406301110415, CIBRATO, CIBRATO, NOT FOUND, 100 MG COM CT BL AL PLAS INC X 10, MQF
512406302117413, CIBRATO, CIBRATO, NOT FOUND, 100 MG COM CT BL AL PLAS INC X 30, MQF
512405502112417, CIZAX, CIZAX, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 10, MQF
512405501116419, CIZAX, CIZAX, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 30, MQF
512405505111411, CIZAX, CIZAX, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 4, MQF
512405504115413, CIZAX, CIZAX, NOT FOUND, 5 MG COM CT BL AL PLAS INC X 10, MQF
512405503119415, CIZAX, CIZAX, NOT FOUND, 5 MG COM CT BL AL PLAS INC X 30, MQF
512405506118411, CIZAX, CIZAX, NOT FOUND, 5 MG COM CT BL AL PLAS INC X 4, MQF
512407101174418, CORISTINA DESCONGESTIONANTE NASAL, CORISTINA DESCONGESTIONANTE NASAL, NOT FOUND, 0.5 MG/ML CT FRAS PLAS GOT X 30 ML, MQF
512400705155314, CELESTONE SOLUSPAN, CELESTONE SOLUSPAN, NOT FOUND, 4 MG/ML SOL INJ CT CAMA AMP VD INC X 1 ML, MQF
512400706151312, CELESTONE SOLUSPAN, CELESTONE SOLUSPAN, NOT FOUND, 3.0 MG/ML + 3.945 MG/ML SUS INJ CT 1 AMP VD INC X 1 ML , MQF
512400909133319, CLARITIN, CLARITIN, NOT FOUND, 1 MG/ML SOL OR CT FR PLAS OPC X 60 ML, MQF
512400906134314, CLARITIN, CLARITIN, NOT FOUND, 1 MG/ML XPE CT FR VD AMB X 100 ML, MQF
512400901116318, CLARITIN, CLARITIN, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 12, MQF
512400606130313, CELESTAMINE, CELESTAMINE, NOT FOUND, 0.05 MG/ML + 0.4 MG/ML XPE CT FR PLAS AMB X 30 ML + DOSAD, MQF
512400602135310, CELESTAMINE, CELESTAMINE, NOT FOUND, 0.05 MG/ML + 0.4 MG/ML XPE CX 6 CT FR PLAS AMB X 120 ML + DOSAD, MQF
512400605118311, CELESTAMINE, CELESTAMINE, NOT FOUND, 0.25 MG + 2 MG COM CT BL AL PLAS INC X 10, MQF
512400601112317, CELESTAMINE, CELESTAMINE, NOT FOUND, 0.25 MG + 2 MG COM CT BL AL PLAS INC X 20, MQF
512400603131319, CELESTAMINE, CELESTAMINE, NOT FOUND, 0.25 MG/ML + 2 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML , MQF
512400401164313, CALMINEX, CALMINEX, NOT FOUND, ATLETA BISN C/ 20 G, MQF
512400402160311, CALMINEX, CALMINEX, NOT FOUND, HUMANO 20 G BG, MQF
512400907130411, CLARITIN D, CLARITIN D, NOT FOUND, 1.0 MG/ML + 12.0 MG/ML XPE CT FR VD AMB X 30 ML, MQF
512400905138316, CLARITIN D, CLARITIN D, NOT FOUND, 1.0 MG/ML + 12.0 MG/ML XPE CT FR VD AMB X 60 ML, MQF
512400903119314, CLARITIN D, CLARITIN D, NOT FOUND, 10 MG + 240 MG COM REV CT BL AL PLAS INC X 06, MQF
512400904115312, CLARITIN D, CLARITIN D, NOT FOUND, 5 MG + 120 MG DRG CT BL AL PLAS INC X 12, MQF
