527314050013203; PEGINTRON; PEGINTRON; NOT FOUND; 67.5 MCG PO LIOF INJ CT SER VD INC DUPLO COMPART + DIL X 0.66 ML; NO_ACR
521122102112118; PARACETAMOL; PARACETAMOL; PARACETAMOL; 750 MG COM REV DISPLAY CT BL AL PLAS AMB X 200 (EMB MULT); NO_ACR
513901801112421; PARATERMOL; PARATERMOL; NOT FOUND; DISPLAY CX COM BL 50 X 4 COMP 750 MG; NO_ACR
540912030005514; PARAPSYL; PARAPSYL; NOT FOUND; 3.33 G/3.33 G GRAN CT 10 SACH X 10 G ; NO_ACR
505206601118410; PENTRAL; PENTRAL; NOT FOUND; 400 MG COM REV CT BL AL PLAS INC X 10; NO_ACR
505206703174417; PIODREX; PIODREX; NOT FOUND; 10 MG/G SAB CT SACO CELOF X 100 G; NO_ACR
505206702178419; PIODREX; PIODREX; NOT FOUND; 10 MG/ML LOC CREM CT FR PLAS OPC X 60 ML; NO_ACR
505206701171410; PIODREX; PIODREX; NOT FOUND; 50 MG/ML LOC CREM CT FR PLAS OPC X 60 ML; NO_ACR
501312090018106; PIPERACILINA SÓDICA+TAZOBACTAM SÓDICO; PIPERACILINA SODICA TAZOBACTAM SODICO; NOT FOUND; 2 G+ 0.25 G PO SOL INJ CT FA VD INC; NO_ACR
501312090018206; PIPERACILINA SÓDICA+TAZOBACTAM SÓDICO; PIPERACILINA SODICA TAZOBACTAM SODICO; NOT FOUND; 2 G+ 0.25 G PO SOL INJ CT 10 FA VD INC ; NO_ACR
501312090018306; PIPERACILINA SÓDICA+TAZOBACTAM SÓDICO; PIPERACILINA SODICA TAZOBACTAM SODICO; NOT FOUND; 2 G+ 0.25 G PO SOL INJ CT 25 FA VD INC; NO_ACR
501312090018406; PIPERACILINA SÓDICA+TAZOBACTAM SÓDICO; PIPERACILINA SODICA TAZOBACTAM SODICO; NOT FOUND; 2 G+ 0.25 G PO SOL INJ CT 50 FA VD INC; NO_ACR
501312090018506; PIPERACILINA SÓDICA+TAZOBACTAM SÓDICO; PIPERACILINA SODICA TAZOBACTAM SODICO; NOT FOUND; 2 G+ 0.25 G PO SOL INJ CT 100 FA VD INC  ; NO_ACR
501312090017606; PIPERACILINA SÓDICA+TAZOBACTAM SÓDICO; PIPERACILINA SODICA TAZOBACTAM SODICO; NOT FOUND; 4 G+ 0.5 G PO SOL INJ CT FA VD INC; NO_ACR
501312090017706; PIPERACILINA SÓDICA+TAZOBACTAM SÓDICO; PIPERACILINA SODICA TAZOBACTAM SODICO; NOT FOUND; 4 G+ 0.5 G PO SOL INJ CT 10 FA VD INC; NO_ACR
501312090017806; PIPERACILINA SÓDICA+TAZOBACTAM SÓDICO; PIPERACILINA SODICA TAZOBACTAM SODICO; NOT FOUND; 4 G+ 0.5 G PO SOL INJ CT 25 FA VD INC; NO_ACR
501312090017906; PIPERACILINA SÓDICA+TAZOBACTAM SÓDICO; PIPERACILINA SODICA TAZOBACTAM SODICO; NOT FOUND; 4 G+ 0.5 G PO SOL INJ CT 50 FA VD INC; NO_ACR
501312090018006; PIPERACILINA SÓDICA+TAZOBACTAM SÓDICO; PIPERACILINA SODICA TAZOBACTAM SODICO; NOT FOUND; 4 G+ 0.5 G PO SOL INJ CT 100 FA VD INC; NO_ACR
517004801136419; PIRAZINAMIDA; PIRAZINAMIDA; PIRAZINAMIDA; CX. C/50 FRASCOS X 150 ML 3%; NO_ACR
517004802116411; PIRAZINAMIDA; PIRAZINAMIDA; PIRAZINAMIDA; CX. C/50 ENV. X 10 COMP. 500 MG; NO_ACR
517004901130412; POLIVITAMINAS; POLIVITAMINAS; NOT FOUND; CX. C/50 FRASCOS X 150 ML; NO_ACR
502404402151116; PIROXICAM; PIROXICAM; PIROXICAM; 20 MG/ML SOL INJ CT 2 AMP VD AMB X 2 ML ; NO_ACR
502404401161118; PIROXICAM; PIROXICAM; PIROXICAM; 5 MG/G GEL CT BG AL X 30 G; NO_ACR
521113110059706; PREDNISOLONA; PREDNISOLONA; PREDNISOLONA; 20 MG COM CT BL AL/AL X 10; NO_ACR
521113110059606; PREDNISOLONA; PREDNISOLONA; PREDNISOLONA; 5 MG COM CT BL AL/AL X 20; NO_ACR
522712100028106; PREGABALINA; PREGABALINA; PREGABALINA; 150 MG CAP GEL DURA CT BL AL PLAS TRANS X 10 ; NO_ACR
522712100028006; PREGABALINA; PREGABALINA; PREGABALINA; 150 MG CAP GEL DURA CT BL AL PLAS TRANS X 14; NO_ACR
522712100028306; PREGABALINA; PREGABALINA; PREGABALINA; 150 MG CAP GEL DURA CT BL AL PLAS TRANS X 20; NO_ACR
522712100028406; PREGABALINA; PREGABALINA; PREGABALINA; 150 MG CAP GEL DURA CT BL AL PLAS TRANS X 28; NO_ACR
522712100028506; PREGABALINA; PREGABALINA; PREGABALINA; 150 MG CAP GEL DURA CT BL AL PLAS TRANS X 56; NO_ACR
522712100027606; PREGABALINA; PREGABALINA; PREGABALINA; 75 MG CAP GEL DURA CT BL AL PLAS TRANS X 10 ; NO_ACR
522712100027706; PREGABALINA; PREGABALINA; PREGABALINA; 75 MG CAP GEL DURA CT BL AL PLAS TRANS X 14; NO_ACR
522712100028206; PREGABALINA; PREGABALINA; PREGABALINA; 75 MG CAP GEL DURA CT BL AL PLAS TRANS X 20; NO_ACR
522712100027806; PREGABALINA; PREGABALINA; PREGABALINA; 75 MG CAP GEL DURA CT BL AL PLAS TRANS X 28; NO_ACR
521113120059806; PREGABALINA; PREGABALINA; PREGABALINA; 75 MG CAP GEL DURA CT BL AL PLAS TRANS X 30 ; NO_ACR
522712100027906; PREGABALINA; PREGABALINA; PREGABALINA; 75 MG CAP GEL DURA CT BL AL PLAS TRANS X 56; NO_ACR
542614030000704; PROMIM; PROMIM; NOT FOUND; 10 MG/G CREM VAG CT BG AL X 30 G + 20 APLIC; NO_ACR
510606002161311; PSOREX; PSOREX; NOT FOUND;  0.5 MG/G CREM CT BG AL X 30G; NO_ACR
510606003168311; PSOREX; PSOREX; NOT FOUND; 0.5 MG/G POM CT BG AL X 30 G; NO_ACR
502404501166111; PROPINATO DE CLOBETASOL; PROPINATO CLOBETASOL; NOT FOUND; 0.5 MG/G CREM DERM CT BG AL X 30 G; NO_ACR
502404502162111; PROPINATO DE CLOBETASOL; PROPINATO CLOBETASOL; NOT FOUND; 0.5 MG/G POM DERM CT BG AL X 30 G; NO_ACR
510606001173316; PSOREX; PSOREX; NOT FOUND; 0.5 MG/G SOL TOP CT FR PLAS OPC X 50 G; NO_ACR
516501301133412; POLIPEPTÍDEO DIALIZÁVEL DE EXTRATO DE LEUCÓCITO; POLIPEPTIDEO DIALIZAVEL EXTRATO LEUCOCITO; NOT FOUND; 2 MG/ML SOL ORAL CX FR PLAST OPC GOT X 10 ML; NO_ACR
516500701359411; PARVULAN; PARVULAN; NOT FOUND; 2 MG/ML SUS INJ CX FR VD AMB X 5 ML; NO_ACR
516501001334412; PLUSVAC SL; PLUSVAC SL; NOT FOUND; 5 MCG/ML SOL OR CX FR PLAS GOT X 15 ML; NO_ACR
516500801353413; PLUSVAC; PLUSVAC; NOT FOUND; 5 MCG/ML SOL INJ CX FA VD AMB X 5 ML; NO_ACR
516500901358417; PLUSVAC SC-AP; PLUSVAC SC AP; NOT FOUND; 5 MCG/ML SUS INJ CT FA VD AMB X 5 ML; NO_ACR
516501002330410; PLUSVAC SL; PLUSVAC SL; NOT FOUND; 50 MCG/ML SOL OR CX FR PLAS GOT X 15 ML; NO_ACR
516500802351414; PLUSVAC; PLUSVAC; NOT FOUND; 50 MCG/ML SOL INJ CX FA VD AMB X 5 ML; NO_ACR
516500902354415; PLUSVAC SC-AP; PLUSVAC SC AP; NOT FOUND; 50 MCG/ML SUS INJ CT FA VD AMB X 5 ML; NO_ACR
516501003337419; PLUSVAC SL; PLUSVAC SL; NOT FOUND; 500 MCG/ML SOL OR CX FR PLAS GOT X 15 ML; NO_ACR
516500803356411; PLUSVAC; PLUSVAC; NOT FOUND; 500 MCG/ML SOL INJ CX FA VD AMB X 5 ML; NO_ACR
516500903350413; PLUSVAC SC-AP; PLUSVAC SC AP; NOT FOUND; 500 MCG/ML SUS INJ CT FA VD AMB X 5 ML; NO_ACR
540901101134411; PEPTOZIL; PEPTOZIL; NOT FOUND; 17.46 MG/ML SUS OR FR PLAS TRANS X 120 ML; NO_ACR
540901102114414; PEPTOZIL; PEPTOZIL; NOT FOUND; 262.4 MG COM MAST CT TB PLAS X 12; NO_ACR
522710303117214; PRISTIQ; PRISTIQ; NOT FOUND; 100 MG COM REV LIB CONT CT BL PVC/ACLAR/AL X 14 (PORT 344/98); NO_ACR
522710305111213; PRISTIQ; PRISTIQ; NOT FOUND; 100 MG COM REV LIB CONT CT BL PVC/PVDC/AL X 14; NO_ACR
522710309115213; PRISTIQ; PRISTIQ; NOT FOUND; 100 MG COM REV LIB CONT CT BL PVC/ACLAR/AL X 28; NO_ACR
522710310113210; PRISTIQ; PRISTIQ; NOT FOUND; 100 MG COM REV LIB CONT CT BL PVC/PVDC/AL X 28; NO_ACR
522710301114218; PRISTIQ; PRISTIQ; NOT FOUND; 50 MG COM REV LIB CONT CT BL PVC/ACLAR/AL X 14 (PORT 344/98); NO_ACR
522710306116219; PRISTIQ; PRISTIQ; NOT FOUND; 50 MG COM REV LIB CONT CT BL PVC/PVDC/AL X 14; NO_ACR
522710302110216; PRISTIQ; PRISTIQ; NOT FOUND; 50 MG COM REV LIB CONT CT BL PVC/ACLAR/AL X 28 (PORT 344/98); NO_ACR
522710307112217; PRISTIQ; PRISTIQ; NOT FOUND; 50 MG COM REV LIB CONT CT BL PVC/PVDC/AL X 28; NO_ACR
522710304113212; PRISTIQ; PRISTIQ; NOT FOUND; 50 MG COM REV LIB CONT CT BL PVC/ACLAR/AL X 7 (PORT 344/98); NO_ACR
522710308119215; PRISTIQ; PRISTIQ; NOT FOUND; 50 MG COM REV LIB CONT CT BL PVC/PVDC/AL X 7; NO_ACR
514800701161413; PRATAZINE; PRATAZINE; NOT FOUND; 10 MG/G CREM CT FR PLAS OPC X 100 G ; NO_ACR
514800702168411; PRATAZINE; PRATAZINE; NOT FOUND; 10 MG/G CREM CT BG AL X 20 G ; NO_ACR
514800703164411; PRATAZINE; PRATAZINE; NOT FOUND; 10 MG/G CREM CT FR PLAS OPC X 400 G ; NO_ACR
514800704160418; PRATAZINE; PRATAZINE; NOT FOUND; 10 MG/G CREM CT BG AL X 50 G ; NO_ACR
510605501113411; PARNATE; PARNATE; NOT FOUND; 10 MG COM REV CT BL AL PLAS INC X 20; NO_ACR
510612110048403; PARNATE; PARNATE; NOT FOUND; 10 MG COM REV CT BL AL AL X 20 ; NO_ACR
515800301161411; PASTA PARISIENSE; PASTA PARISIENSE; NOT FOUND; 0.28 G/G PASTA CT BG AL X 5 G; NO_ACR
