505208801114415; VIETA; VIETA; NOT FOUND; CX 30 CAPS; NO_ACR
510612505153410; VACINA POLIOMIELITE 1, 2 E 3 INATIVADA; VACINA POLIOMIELITE 1 2 E 3 INATIVADA; VACINA POLIOMIELITE 1, 2 E 3 INATIVADA; SOL INJ CT 100 FA VD INC MULTIDOSE X 2 DOSES X 1 ML; NO_ACR
510605701155312; VACINA SARAMPO, CAXUMBA, RUBÉOLA; VACINA SARAMPO CAXUMBA RUBEOLA; VACINA SARAMPO, CAXUMBA, RUBEOLA; PO LIOF INJ CT FA VD INC MONODOSE + SER DIL 0.5 ML; NO_ACR
510611701153411; VACINA SARAMPO, CAXUMBA, RUBÉOLA E VARICELA (ATENUADA); VACINA SARAMPO CAXUMBA RUBEOLA E VARICELA ATENUADA; NOT FOUND; PO LIOF INJ CT FA VD INC + SER PREENC VD INC DIL X 0.5 ML; NO_ACR
510611702151412; VACINA SARAMPO, CAXUMBA, RUBÉOLA E VARICELA (ATENUADA); VACINA SARAMPO CAXUMBA RUBEOLA E VARICELA ATENUADA; NOT FOUND; PO LIOF INJ CT 10 FA VD INC + 10 AMP VD INC DIL X 0.5 ML; NO_ACR
510611703156418; VACINA SARAMPO, CAXUMBA, RUBÉOLA E VARICELA (ATENUADA); VACINA SARAMPO CAXUMBA RUBEOLA E VARICELA ATENUADA; NOT FOUND; PO LIOF INJ CT 10 FA VD INC + 10 SER PREENC VD INC DIL X 0.5 ML; NO_ACR
510611704152416; VACINA SARAMPO, CAXUMBA, RUBÉOLA E VARICELA (ATENUADA); VACINA SARAMPO CAXUMBA RUBEOLA E VARICELA ATENUADA; NOT FOUND; PO LIOF INJ CT 100 FA VD INC + 100 AMP VD INC DIL X 0.5 ML; NO_ACR
510611705159414; VACINA SARAMPO, CAXUMBA, RUBÉOLA E VARICELA (ATENUADA); VACINA SARAMPO CAXUMBA RUBEOLA E VARICELA ATENUADA; NOT FOUND; PO LIOF INJ CT 100 FA VD INC + 100 SER PREENC VD INC DIL X 0.5 ML; NO_ACR
510611706155412; VACINA SARAMPO, CAXUMBA, RUBÉOLA E VARICELA (ATENUADA); VACINA SARAMPO CAXUMBA RUBEOLA E VARICELA ATENUADA; NOT FOUND; PO LIOF INJ CT FA VD INC + AMP VD INC DIL X 0.5 ML; NO_ACR
510608501157316; VACINA VARICELA (ATENUADA); VACINA VARICELA ATENUADA; VACINA VARICELA ATENUADA; PO LIOF INJ CT FA VD INC + SER DIL X 0.5 ML; NO_ACR
510608502153411; VACINA VARICELA (ATENUADA); VACINA VARICELA ATENUADA; VACINA VARICELA ATENUADA; PO LIOF INJ CT FA VD INC + AMP DIL X 0.5 ML; NO_ACR
525502702157417; VACINA VARICELA (ATENUADA); VACINA VARICELA ATENUADA; VACINA VARICELA ATENUADA; 1350 UFP PO LIOF INJ CT FA VD INC + CT FA DIL X 0.7 ML; NO_ACR
510603201155317; VACINA INFLUENZA TRIVALENTE (FRAGMENTADA, INATIVADA); VACINA INFLUENZA TRIVALENTE FRAGMENTADA INATIVADA; VACINA INFLUENZA TRIVALENTE FRAGMENTADA, INATIVADA; SUS INJ CT 10 AMP VD INC X 0.5 ML; NO_ACR
510603203158313; VACINA INFLUENZA TRIVALENTE (FRAGMENTADA, INATIVADA); VACINA INFLUENZA TRIVALENTE FRAGMENTADA INATIVADA; VACINA INFLUENZA TRIVALENTE FRAGMENTADA, INATIVADA; SUS INJ CT SER PREENCHIDA X 0.5 ML; NO_ACR
510603206157415; VACINA INFLUENZA TRIVALENTE (FRAGMENTADA, INATIVADA); VACINA INFLUENZA TRIVALENTE FRAGMENTADA INATIVADA; VACINA INFLUENZA TRIVALENTE FRAGMENTADA, INATIVADA; SUS INJ CT 10 SER PREENCHIDA X 0.5 ML; NO_ACR
525503601151314; VACINA PAPILOMAVÍRUS HUMANO 6, 11, 16 E 18 (RECOMBINANTE); VACINA PAPILOMAVIRUS HUMANO 6 11 16 E 18 RECOMBINANTE; VACINA PAPILOMAVIRUS HUMANO 6, 11, 16 E 18 RECOMBINANTE; SUS INJ CT 01 SER PREENCH VD INC X 0.5 ML; NO_ACR
525513090015903; VACINA PAPILOMAVÍRUS HUMANO 6, 11, 16 E 18 (RECOMBINANTE); VACINA PAPILOMAVIRUS HUMANO 6 11 16 E 18 RECOMBINANTE; VACINA PAPILOMAVIRUS HUMANO 6, 11, 16 E 18 RECOMBINANTE; SUS INJ CT 10 FA VD INC TAMPA FLUROTEC X 0.5 ML ; NO_ACR
510611001151319; VACINA CONTRA HPV ONCOGÊNICO (16 E 18, RECOMBINANTE, COM ADJUVANTE AS04); VACINA CONTRA HPV ONCOGENICO 16 E 18 RECOMBINANTE ADJUVANTE AS04; NOT FOUND; 20 MCG SUS INJ CT 100 SER PREENCH VD INC X 0.5 ML  ; NO_ACR
510611002158317; VACINA CONTRA HPV ONCOGÊNICO (16 E 18, RECOMBINANTE, COM ADJUVANTE AS04); VACINA CONTRA HPV ONCOGENICO 16 E 18 RECOMBINANTE ADJUVANTE AS04; NOT FOUND; 20 MCG SUS INJ CT 02 SER PREENCH VD INC X 0.5 ML ; NO_ACR
510611003154315; VACINA CONTRA HPV ONCOGÊNICO (16 E 18, RECOMBINANTE, COM ADJUVANTE AS04); VACINA CONTRA HPV ONCOGENICO 16 E 18 RECOMBINANTE ADJUVANTE AS04; NOT FOUND; 20 MCG SUS INJ CT 05 SER PREENCH VD INC X 0.5 ML ; NO_ACR
510611004150313; VACINA CONTRA HPV ONCOGÊNICO (16 E 18, RECOMBINANTE, COM ADJUVANTE AS04); VACINA CONTRA HPV ONCOGENICO 16 E 18 RECOMBINANTE ADJUVANTE AS04; NOT FOUND; 20 MCG SUS INJ CT 10 FA VD INC MONODOSE X 0.5 ML ; NO_ACR
510611005157311; VACINA CONTRA HPV ONCOGÊNICO (16 E 18, RECOMBINANTE, COM ADJUVANTE AS04); VACINA CONTRA HPV ONCOGENICO 16 E 18 RECOMBINANTE ADJUVANTE AS04; NOT FOUND; 20 MCG SUS INJ CT 10 SER PREENCH VD INC X 0.5 ML ; NO_ACR
510611006153311; VACINA CONTRA HPV ONCOGÊNICO (16 E 18, RECOMBINANTE, COM ADJUVANTE AS04); VACINA CONTRA HPV ONCOGENICO 16 E 18 RECOMBINANTE ADJUVANTE AS04; NOT FOUND; 20 MCG SUS INJ CT 100 FA VD INC MONODOSE X 0.5 ML ; NO_ACR
510611007151310; VACINA CONTRA HPV ONCOGÊNICO (16 E 18, RECOMBINANTE, COM ADJUVANTE AS04); VACINA CONTRA HPV ONCOGENICO 16 E 18 RECOMBINANTE ADJUVANTE AS04; NOT FOUND; 20 MCG SUS INJ CT 20 SER PREENCH VD INC X 0.5 ML ; NO_ACR
510611008156316; VACINA CONTRA HPV ONCOGÊNICO (16 E 18, RECOMBINANTE, COM ADJUVANTE AS04); VACINA CONTRA HPV ONCOGENICO 16 E 18 RECOMBINANTE ADJUVANTE AS04; NOT FOUND; 20 MCG SUS INJ CT 50 SER PREENCH VD INC X 0.5 ML  ; NO_ACR
510611009152314; VACINA CONTRA HPV ONCOGÊNICO (16 E 18, RECOMBINANTE, COM ADJUVANTE AS04); VACINA CONTRA HPV ONCOGENICO 16 E 18 RECOMBINANTE ADJUVANTE AS04; NOT FOUND; 20 MCG SUS INJ CT FA VD INC MONODOSE X 0.5 ML ; NO_ACR
510611010150311; VACINA CONTRA HPV ONCOGÊNICO (16 E 18, RECOMBINANTE, COM ADJUVANTE AS04); VACINA CONTRA HPV ONCOGENICO 16 E 18 RECOMBINANTE ADJUVANTE AS04; NOT FOUND; 20 MCG SUS INJ CT SER PREENCH VD INC X 0.5 ML ; NO_ACR
525504401138411; VACINA CONTRA ROTAVÍRUS, VIVO, ORAL, PENTAVALENTE; VACINA CONTRA ROTAVIRUS VIVO ORAL PENTAVALENTE; NOT FOUND; SOL ORAL X TUBO PLAS INC X 2 ML; NO_ACR
525504402134418; VACINA CONTRA ROTAVÍRUS, VIVO, ORAL, PENTAVALENTE; VACINA CONTRA ROTAVIRUS VIVO ORAL PENTAVALENTE; NOT FOUND; SOL ORAL X 10 TUBO PLAS INC X 2 ML; NO_ACR
510608401111314; VALTREX; VALTREX; NOT FOUND; 500 MG COM REV CT BL AL PLAS INC X 10; NO_ACR
510608402116311; VALTREX; VALTREX; NOT FOUND; 500 MG COM REV CT 07 BL AL PLAS INC X 06; NO_ACR
502407101169118; VALERATO DE BETAMETASONA; VALERATO BETAMETASONA; VALERATO BETAMETASONA; 1 MG/G CREM CT BG AL X 15 G; NO_ACR
502407102165116; VALERATO DE BETAMETASONA; VALERATO BETAMETASONA; VALERATO BETAMETASONA; 1 MG/G CREM CT BG AL X 30 G; NO_ACR
541100102165317; VERUTEX B; VERUTEX B; NOT FOUND; 20 MG/G + 1 MG/G BG CREM CT DERM AL X 15 G; NO_ACR
541100101169319; VERUTEX B; VERUTEX B; NOT FOUND; 20 MG/G + 1 MG/G BG CREM CT DERM AL X 5 G; NO_ACR
521112070056006; VALSARTANA; VALSARTANA; VALSARTANA; 160 MG COM REV CT BL AL/AL X 30; NO_ACR
521112070056106; VALSARTANA; VALSARTANA; VALSARTANA; 320 MG COM REV CT BL AL/AL X 30; NO_ACR
521112070055906; VALSARTANA; VALSARTANA; VALSARTANA; 80 MG COM REV CT BL AL/AL X 30; NO_ACR
541312030011104; VANCOSON; VANCOSON; NOT FOUND; 500 MG PO INJ CX 100 FA VD INC (EMB HOSP); NO_ACR
541312030010804; VANCOSON; VANCOSON; NOT FOUND; 500 MG PO INJ CX 20 FA VD INC + 20 AMP  DIL X 10 ML  ; NO_ACR
541312030010904; VANCOSON; VANCOSON; NOT FOUND; 500 MG PO INJ CX 20 FA VD INC +  20 DIL AMP PLAS X 10 ML ; NO_ACR
541312030011004; VANCOSON; VANCOSON; NOT FOUND; 500 MG PO INJ CX 20 FA VD INC (EMB HOSP); NO_ACR
525513100016003; VACINA ADSORVIDA HEPATITE A (INATIVADA); VACINA ADSORVIDA HEPATITE A INATIVADA; NOT FOUND; 25 U SUS INJ IM CT 10 FA VD INC X 0.5 ML; NO_ACR
525513100016103; VACINA ADSORVIDA HEPATITE A (INATIVADA); VACINA ADSORVIDA HEPATITE A INATIVADA; NOT FOUND; 50 U SUS INJ IM CT 10 FA VD INC X 1.0 ML; NO_ACR
525514020016502; VACINA HERPES ZOSTER (ATENUADA); VACINA HERPES ZOSTER ATENUADA; NOT FOUND; PO LIOF INJ CT FA VD INC + FA VD INC DIL X 3 ML; NO_ACR
505209303169410; VOLTRIX; VOLTRIX; NOT FOUND; 10 MG/G GEL TOP CT BG X 30 G; NO_ACR
541312030003204; VITARISTON C; VITARISTON C; NOT FOUND; 100 MG/ML SOL INJ IM/IV CX 50 AMP VD AMB X 5ML; NO_ACR
501801502152411; VITARISTON C; VITARISTON C; NOT FOUND; 100 MG/ML SOL INJ IM/IV CX 50 AMP VD INC X 5 ML ; NO_ACR
501801504155418; VITARISTON C; VITARISTON C; NOT FOUND; 100 MG/ML SOL INJ IM/IV CX 50 AMP VD AMB X 5ML; NO_ACR
541312030003304; VITARISTON C; VITARISTON C; NOT FOUND; 200 MG/ML SOL INJ IM/IV CX 50 AMP VD AMB X 5ML; NO_ACR
501801501156413; VITARISTON C; VITARISTON C; NOT FOUND; 200 MG/ML SOL INJ IM/IV CX 50 AMP VD INC X 5 ML ; NO_ACR
501801503159411; VITARISTON C; VITARISTON C; NOT FOUND; 200 MG/ML SOL INJ IM/IV CX 50 AMP VD AMB X 5ML; NO_ACR
541100202161313; VERUTEX; VERUTEX; NOT FOUND; 20 MG/G CREM DERM CT BG AL X 10G; NO_ACR
541100201163312; VERUTEX; VERUTEX; NOT FOUND; 20MG/G CREM DERM CT BG AL X 15G; NO_ACR
503100701163411; VIDISIC GEL; VIDISIC GEL; NOT FOUND; 2 MG/G GEL OFT CT TB PLAS X 10G; NO_ACR
