526507901164411, LACRIGEL A, LACRIGEL A, NOT FOUND, 12 MG/G GEL OFT CT TB AL X 10 G, NVR
526508011162314, LAMISIL CREME, LAMISIL CREME, NOT FOUND, 10 MG/G CREME CT TB AL X 15 G, NVR
526508001167313, LAMISIL CREME, LAMISIL CREME, NOT FOUND, 10 MG/G CREME CT TB AL X 20 G , NVR
526508010166316, LAMISIL CREME, LAMISIL CREME, NOT FOUND, 10 MG/G CREME CT TB AL X 7.5 G, NVR
526508012169312, LAMISIL GEL, LAMISIL GEL, NOT FOUND, 10 MG/G GEL CT BG AL X 15 G, NVR
526508009168319, LAMISIL GEL, LAMISIL GEL, NOT FOUND, 10 MG/G GEL CT BG AL X 20 G, NVR
526508003178312, LAMISIL SPRAY, LAMISIL SPRAY, NOT FOUND, 10 MG/G SOL TOP CT FR PLAS OPC SPRAY X 30 ML, NVR
526529101160313, LAMISIL UMA VEZ, LAMISIL UMA VEZ, NOT FOUND, 10 MG/G SOL DERM LIB PROL CT BG AL X 4 G, NVR
526531701161312, LAMISILATE, LAMISILATE, NOT FOUND, 10 MG/G CREME CT TB AL X 15 G, NVR
526531702168310, LAMISILATE, LAMISILATE, NOT FOUND, 10 MG/G CREME CT TB AL X 30 G, NVR
526531703164319, LAMISILATE, LAMISILATE, NOT FOUND, 10 MG/G CREME CT TB AL X 7.5 G, NVR
526531704160317, LAMISILATE, LAMISILATE, NOT FOUND, 10 MG/G GEL CT BG AL X 20 G, NVR
526531705175318, LAMISILATE, LAMISILATE, NOT FOUND, 10 MG/G SOL TOP CT FR PLAS OPC SPRAY X 30 ML, NVR
526531601175311, LAMISILATE UMA VEZ, LAMISILATE UMA VEZ, NOT FOUND, 10 MG/G SOL FORM FILME CT BG AL X 4 G, NVR
526508301111410, LEPONEX, LEPONEX, NOT FOUND, 100 MG COM CT BL AL PLAS INC X 30, NVR
526508302116416, LEPONEX, LEPONEX, NOT FOUND, 100 MG COM CT BL AL PLAS INC X 450 (EMB HOSP), NVR
526508305115410, LEPONEX, LEPONEX, NOT FOUND, 25 MG COM CT BL AL PLAS INC X 20, NVR
526508401114411, LESCOL, LESCOL, NOT FOUND, 20 MG CAP GEL DURA CT BL AL/AL X 14, NVR
526508402110411, LESCOL, LESCOL, NOT FOUND, 20 MG CAP GEL DURA CT BL AL/AL X 28 , NVR
526508403117418, LESCOL, LESCOL, NOT FOUND, 40 MG CAP GEL DURA CT BL AL/AL X 14, NVR
526508404113416, LESCOL, LESCOL, NOT FOUND, 40 MG CAP GEL DURA CT BL AL/AL X 28, NVR
526527601115310, LESCOL XL, LESCOL XL, NOT FOUND, 80 MG COM REV LIB PROL CT BL AL/AL X 30, NVR
526508601113419, LIORESAL, LIORESAL, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 20, NVR
526527701160415, LOCORTEN, LOCORTEN, NOT FOUND, 0.2 MG/G + 5 MG/G CREM DERM CT BG AL X 15 G , NVR
526508903160411, LOCORTEN VIOFORMIO, LOCORTEN VIOFORMIO, NOT FOUND, 0.2 MG/G + 30MG/G CREM DERM CT BG AL X 15 G , NVR
526508904167418, LOCORTEN VIOFORMIO, LOCORTEN VIOFORMIO, NOT FOUND, 0.2 MG/G + 30MG/G POM DERM CT BG AL X 15 G , NVR
526527801114415, LOMIR SRO, LOMIR SRO, NOT FOUND, 5.0 MG CAP CT BL AL/AL X 14, NVR
526509101114317, LOPRESSOR, LOPRESSOR, NOT FOUND, 100 MG COM REV CT 2 BL AL PLAS INC X 10, NVR
526509301164415, LOSALEN, LOSALEN, NOT FOUND, 0.2 MG/G + 30 MG/G POM DERM CT BG AL X 30 G, NVR
526509401118318, LOTENSIN, LOTENSIN, NOT FOUND, 10 MG COM REV CT BL AL/AL X 14, NVR
526509402114316, LOTENSIN, LOTENSIN, NOT FOUND, 10 MG COM REV CT BL AL/AL X 30, NVR
526509405113310, LOTENSIN, LOTENSIN, NOT FOUND, 5 MG COM REV CT BL AL/AL X 30, NVR
526527101112312, LOTENSIN H, LOTENSIN H, NOT FOUND, 10 MG + 12.5 MG COM REV CT BL AL / AL X 30, NVR
526527102119310, LOTENSIN H, LOTENSIN H, NOT FOUND, 5 MG + 6.25 MG COM REV CT BL AL / AL X 30, NVR
526529502157216, LUCENTIS, LUCENTIS, NOT FOUND, 10 MG/ML SOL INJ CT 1 FA VD INC X 0.23 ML + SER + AGULHA + FILTRO P/INJ, NVR
526529501150218, LUCENTIS, LUCENTIS, NOT FOUND, 10 MG/ML SOL INJ CT 1 FA X 0.3 ML + SER + AGULHA + FILTRO PARA INJECAO, NVR
526509601117315, LUDIOMIL, LUDIOMIL, NOT FOUND, 25 MG COM REV CT BL AL PLAS INC X 20, NVR
526509602156314, LUDIOMIL, LUDIOMIL, NOT FOUND, 5 MG/ML SOL INJ CT 5 AMP VD INC X 5 ML, NVR
526509603111314, LUDIOMIL, LUDIOMIL, NOT FOUND, 75 MG COM REV CT BL AL PLAS INC X 20, NVR
526507901164411, LACRIGEL A, LACRIGEL A, NOT FOUND, 12 MG/G GEL OFT CT TB AL X 10 G, NVR
526508005111312, LAMISIL, LAMISIL, NOT FOUND, 125 MG COM CT BL AL PLAS INC X 14, NVR
526508007114319, LAMISIL, LAMISIL, NOT FOUND, 250 MG COM CT BL AL PLAS INC X 14, NVR
526508006118310, LAMISIL, LAMISIL, NOT FOUND, 250 MG COM CT BL AL PLAS INC X 28, NVR
526508008110317, LAMISIL, LAMISIL, NOT FOUND, 250 MG COM CT BL AL PLAS INC X 7, NVR
526508011162314, LAMISIL CREME, LAMISIL CREME, NOT FOUND, 10 MG/G CREME CT TB AL X 15 G, NVR
526508001167313, LAMISIL CREME, LAMISIL CREME, NOT FOUND, 10 MG/G CREME CT TB AL X 20 G , NVR
526508010166316, LAMISIL CREME, LAMISIL CREME, NOT FOUND, 10 MG/G CREME CT TB AL X 7.5 G, NVR
526508012169312, LAMISIL GEL, LAMISIL GEL, NOT FOUND, 10 MG/G GEL CT BG AL X 15 G, NVR
526508009168319, LAMISIL GEL, LAMISIL GEL, NOT FOUND, 10 MG/G GEL CT BG AL X 20 G, NVR
526508003178312, LAMISIL SPRAY, LAMISIL SPRAY, NOT FOUND, 10 MG/G SOL TOP CT FR PLAS OPC SPRAY X 30 ML, NVR
526529101160313, LAMISIL UMA VEZ, LAMISIL UMA VEZ, NOT FOUND, 10 MG/G SOL DERM LIB PROL CT BG AL X 4 G, NVR
526531701161312, LAMISILATE, LAMISILATE, NOT FOUND, 10 MG/G CREME CT TB AL X 15 G, NVR
526531702168310, LAMISILATE, LAMISILATE, NOT FOUND, 10 MG/G CREME CT TB AL X 30 G, NVR
526531703164319, LAMISILATE, LAMISILATE, NOT FOUND, 10 MG/G CREME CT TB AL X 7.5 G, NVR
526531704160317, LAMISILATE, LAMISILATE, NOT FOUND, 10 MG/G GEL CT BG AL X 20 G, NVR
526531705175318, LAMISILATE, LAMISILATE, NOT FOUND, 10 MG/G SOL TOP CT FR PLAS OPC SPRAY X 30 ML, NVR
526531601175311, LAMISILATE UMA VEZ, LAMISILATE UMA VEZ, NOT FOUND, 10 MG/G SOL FORM FILME CT BG AL X 4 G, NVR
526508301111410, LEPONEX, LEPONEX, NOT FOUND, 100 MG COM CT BL AL PLAS INC X 30, NVR
526508302116416, LEPONEX, LEPONEX, NOT FOUND, 100 MG COM CT BL AL PLAS INC X 450 (EMB HOSP), NVR
526508305115410, LEPONEX, LEPONEX, NOT FOUND, 25 MG COM CT BL AL PLAS INC X 20, NVR
526508401114411, LESCOL, LESCOL, NOT FOUND, 20 MG CAP GEL DURA CT BL AL/AL X 14, NVR
526508402110411, LESCOL, LESCOL, NOT FOUND, 20 MG CAP GEL DURA CT BL AL/AL X 28 , NVR
526508403117418, LESCOL, LESCOL, NOT FOUND, 40 MG CAP GEL DURA CT BL AL/AL X 14, NVR
526508404113416, LESCOL, LESCOL, NOT FOUND, 40 MG CAP GEL DURA CT BL AL/AL X 28, NVR
526527601115310, LESCOL XL, LESCOL XL, NOT FOUND, 80 MG COM REV LIB PROL CT BL AL/AL X 30, NVR
526508601113419, LIORESAL, LIORESAL, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 20, NVR
526527701160415, LOCORTEN, LOCORTEN, NOT FOUND, 0.2 MG/G + 5 MG/G CREM DERM CT BG AL X 15 G , NVR
526508903160411, LOCORTEN VIOFORMIO, LOCORTEN VIOFORMIO, NOT FOUND, 0.2 MG/G + 30MG/G CREM DERM CT BG AL X 15 G , NVR
526508904167418, LOCORTEN VIOFORMIO, LOCORTEN VIOFORMIO, NOT FOUND, 0.2 MG/G + 30MG/G POM DERM CT BG AL X 15 G , NVR
526527801114415, LOMIR SRO, LOMIR SRO, NOT FOUND, 5.0 MG CAP CT BL AL/AL X 14, NVR
526509101114317, LOPRESSOR, LOPRESSOR, NOT FOUND, 100 MG COM REV CT 2 BL AL PLAS INC X 10, NVR
526509301164415, LOSALEN, LOSALEN, NOT FOUND, 0.2 MG/G + 30 MG/G POM DERM CT BG AL X 30 G, NVR
526509401118318, LOTENSIN, LOTENSIN, NOT FOUND, 10 MG COM REV CT BL AL/AL X 14, NVR
526509402114316, LOTENSIN, LOTENSIN, NOT FOUND, 10 MG COM REV CT BL AL/AL X 30, NVR
526509405113310, LOTENSIN, LOTENSIN, NOT FOUND, 5 MG COM REV CT BL AL/AL X 30, NVR
526527101112312, LOTENSIN H, LOTENSIN H, NOT FOUND, 10 MG + 12.5 MG COM REV CT BL AL / AL X 30, NVR
526527102119310, LOTENSIN H, LOTENSIN H, NOT FOUND, 5 MG + 6.25 MG COM REV CT BL AL / AL X 30, NVR
526529502157216, LUCENTIS, LUCENTIS, NOT FOUND, 10 MG/ML SOL INJ CT 1 FA VD INC X 0.23 ML + SER + AGULHA + FILTRO P/INJ, NVR
526529501150218, LUCENTIS, LUCENTIS, NOT FOUND, 10 MG/ML SOL INJ CT 1 FA X 0.3 ML + SER + AGULHA + FILTRO PARA INJECAO, NVR
526509601117315, LUDIOMIL, LUDIOMIL, NOT FOUND, 25 MG COM REV CT BL AL PLAS INC X 20, NVR
526509602156314, LUDIOMIL, LUDIOMIL, NOT FOUND, 5 MG/ML SOL INJ CT 5 AMP VD INC X 5 ML, NVR
526509603111314, LUDIOMIL, LUDIOMIL, NOT FOUND, 75 MG COM REV CT BL AL PLAS INC X 20, NVR
526507901164411, LACRIGEL A, LACRIGEL A, NOT FOUND, 12 MG/G GEL OFT CT TB AL X 10 G, NVR
526508005111312, LAMISIL, LAMISIL, NOT FOUND, 125 MG COM CT BL AL PLAS INC X 14, NVR
526508007114319, LAMISIL, LAMISIL, NOT FOUND, 250 MG COM CT BL AL PLAS INC X 14, NVR
526508006118310, LAMISIL, LAMISIL, NOT FOUND, 250 MG COM CT BL AL PLAS INC X 28, NVR
526508008110317, LAMISIL, LAMISIL, NOT FOUND, 250 MG COM CT BL AL PLAS INC X 7, NVR
526508011162314, LAMISIL CREME, LAMISIL CREME, NOT FOUND, 10 MG/G CREME CT TB AL X 15 G, NVR
526508001167313, LAMISIL CREME, LAMISIL CREME, NOT FOUND, 10 MG/G CREME CT TB AL X 20 G , NVR
526508010166316, LAMISIL CREME, LAMISIL CREME, NOT FOUND, 10 MG/G CREME CT TB AL X 7.5 G, NVR
526508012169312, LAMISIL GEL, LAMISIL GEL, NOT FOUND, 10 MG/G GEL CT BG AL X 15 G, NVR
526508009168319, LAMISIL GEL, LAMISIL GEL, NOT FOUND, 10 MG/G GEL CT BG AL X 20 G, NVR
526508003178312, LAMISIL SPRAY, LAMISIL SPRAY, NOT FOUND, 10 MG/G SOL TOP CT FR PLAS OPC SPRAY X 30 ML, NVR
526529101160313, LAMISIL UMA VEZ, LAMISIL UMA VEZ, NOT FOUND, 10 MG/G SOL DERM LIB PROL CT BG AL X 4 G, NVR
526531701161312, LAMISILATE, LAMISILATE, NOT FOUND, 10 MG/G CREME CT TB AL X 15 G, NVR
526531702168310, LAMISILATE, LAMISILATE, NOT FOUND, 10 MG/G CREME CT TB AL X 30 G, NVR
526531703164319, LAMISILATE, LAMISILATE, NOT FOUND, 10 MG/G CREME CT TB AL X 7.5 G, NVR
526531704160317, LAMISILATE, LAMISILATE, NOT FOUND, 10 MG/G GEL CT BG AL X 20 G, NVR
526531705175318, LAMISILATE, LAMISILATE, NOT FOUND, 10 MG/G SOL TOP CT FR PLAS OPC SPRAY X 30 ML, NVR
526531601175311, LAMISILATE UMA VEZ, LAMISILATE UMA VEZ, NOT FOUND, 10 MG/G SOL FORM FILME CT BG AL X 4 G, NVR
526508301111410, LEPONEX, LEPONEX, NOT FOUND, 100 MG COM CT BL AL PLAS INC X 30, NVR
526508302116416, LEPONEX, LEPONEX, NOT FOUND, 100 MG COM CT BL AL PLAS INC X 450 (EMB HOSP), NVR
526508305115410, LEPONEX, LEPONEX, NOT FOUND, 25 MG COM CT BL AL PLAS INC X 20, NVR
526508401114411, LESCOL, LESCOL, NOT FOUND, 20 MG CAP GEL DURA CT BL AL/AL X 14, NVR
526508402110411, LESCOL, LESCOL, NOT FOUND, 20 MG CAP GEL DURA CT BL AL/AL X 28 , NVR
526508403117418, LESCOL, LESCOL, NOT FOUND, 40 MG CAP GEL DURA CT BL AL/AL X 14, NVR
526508404113416, LESCOL, LESCOL, NOT FOUND, 40 MG CAP GEL DURA CT BL AL/AL X 28, NVR
526527601115310, LESCOL XL, LESCOL XL, NOT FOUND, 80 MG COM REV LIB PROL CT BL AL/AL X 30, NVR
526508601113419, LIORESAL, LIORESAL, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 20, NVR
526527701160415, LOCORTEN, LOCORTEN, NOT FOUND, 0.2 MG/G + 5 MG/G CREM DERM CT BG AL X 15 G , NVR
526508903160411, LOCORTEN VIOFORMIO, LOCORTEN VIOFORMIO, NOT FOUND, 0.2 MG/G + 30MG/G CREM DERM CT BG AL X 15 G , NVR
526508904167418, LOCORTEN VIOFORMIO, LOCORTEN VIOFORMIO, NOT FOUND, 0.2 MG/G + 30MG/G POM DERM CT BG AL X 15 G , NVR
526527801114415, LOMIR SRO, LOMIR SRO, NOT FOUND, 5.0 MG CAP CT BL AL/AL X 14, NVR
526509101114317, LOPRESSOR, LOPRESSOR, NOT FOUND, 100 MG COM REV CT 2 BL AL PLAS INC X 10, NVR
526509301164415, LOSALEN, LOSALEN, NOT FOUND, 0.2 MG/G + 30 MG/G POM DERM CT BG AL X 30 G, NVR
526509401118318, LOTENSIN, LOTENSIN, NOT FOUND, 10 MG COM REV CT BL AL/AL X 14, NVR
526509402114316, LOTENSIN, LOTENSIN, NOT FOUND, 10 MG COM REV CT BL AL/AL X 30, NVR
526509405113310, LOTENSIN, LOTENSIN, NOT FOUND, 5 MG COM REV CT BL AL/AL X 30, NVR
526527101112312, LOTENSIN H, LOTENSIN H, NOT FOUND, 10 MG + 12.5 MG COM REV CT BL AL / AL X 30, NVR
526527102119310, LOTENSIN H, LOTENSIN H, NOT FOUND, 5 MG + 6.25 MG COM REV CT BL AL / AL X 30, NVR
526529502157216, LUCENTIS, LUCENTIS, NOT FOUND, 10 MG/ML SOL INJ CT 1 FA VD INC X 0.23 ML + SER + AGULHA + FILTRO P/INJ, NVR
526529501150218, LUCENTIS, LUCENTIS, NOT FOUND, 10 MG/ML SOL INJ CT 1 FA X 0.3 ML + SER + AGULHA + FILTRO PARA INJECAO, NVR
526509601117315, LUDIOMIL, LUDIOMIL, NOT FOUND, 25 MG COM REV CT BL AL PLAS INC X 20, NVR
526509602156314, LUDIOMIL, LUDIOMIL, NOT FOUND, 5 MG/ML SOL INJ CT 5 AMP VD INC X 5 ML, NVR
526509603111314, LUDIOMIL, LUDIOMIL, NOT FOUND, 75 MG COM REV CT BL AL PLAS INC X 20, NVR
526507901164411, LACRIGEL A, LACRIGEL A, NOT FOUND, 12 MG/G GEL OFT CT TB AL X 10 G, NVR
526508005111312, LAMISIL, LAMISIL, NOT FOUND, 125 MG COM CT BL AL PLAS INC X 14, NVR
526508007114319, LAMISIL, LAMISIL, NOT FOUND, 250 MG COM CT BL AL PLAS INC X 14, NVR
526508006118310, LAMISIL, LAMISIL, NOT FOUND, 250 MG COM CT BL AL PLAS INC X 28, NVR
526508008110317, LAMISIL, LAMISIL, NOT FOUND, 250 MG COM CT BL AL PLAS INC X 7, NVR
526508011162314, LAMISIL CREME, LAMISIL CREME, NOT FOUND, 10 MG/G CREME CT TB AL X 15 G, NVR
526508001167313, LAMISIL CREME, LAMISIL CREME, NOT FOUND, 10 MG/G CREME CT TB AL X 20 G , NVR
526508010166316, LAMISIL CREME, LAMISIL CREME, NOT FOUND, 10 MG/G CREME CT TB AL X 7.5 G, NVR
526508012169312, LAMISIL GEL, LAMISIL GEL, NOT FOUND, 10 MG/G GEL CT BG AL X 15 G, NVR
526508009168319, LAMISIL GEL, LAMISIL GEL, NOT FOUND, 10 MG/G GEL CT BG AL X 20 G, NVR
526508003178312, LAMISIL SPRAY, LAMISIL SPRAY, NOT FOUND, 10 MG/G SOL TOP CT FR PLAS OPC SPRAY X 30 ML, NVR
526529101160313, LAMISIL UMA VEZ, LAMISIL UMA VEZ, NOT FOUND, 10 MG/G SOL DERM LIB PROL CT BG AL X 4 G, NVR
526531701161312, LAMISILATE, LAMISILATE, NOT FOUND, 10 MG/G CREME CT TB AL X 15 G, NVR
526531702168310, LAMISILATE, LAMISILATE, NOT FOUND, 10 MG/G CREME CT TB AL X 30 G, NVR
526531703164319, LAMISILATE, LAMISILATE, NOT FOUND, 10 MG/G CREME CT TB AL X 7.5 G, NVR
526531704160317, LAMISILATE, LAMISILATE, NOT FOUND, 10 MG/G GEL CT BG AL X 20 G, NVR
526531705175318, LAMISILATE, LAMISILATE, NOT FOUND, 10 MG/G SOL TOP CT FR PLAS OPC SPRAY X 30 ML, NVR
526531601175311, LAMISILATE UMA VEZ, LAMISILATE UMA VEZ, NOT FOUND, 10 MG/G SOL FORM FILME CT BG AL X 4 G, NVR
526508301111410, LEPONEX, LEPONEX, NOT FOUND, 100 MG COM CT BL AL PLAS INC X 30, NVR
526508302116416, LEPONEX, LEPONEX, NOT FOUND, 100 MG COM CT BL AL PLAS INC X 450 (EMB HOSP), NVR
526508305115410, LEPONEX, LEPONEX, NOT FOUND, 25 MG COM CT BL AL PLAS INC X 20, NVR
526508401114411, LESCOL, LESCOL, NOT FOUND, 20 MG CAP GEL DURA CT BL AL/AL X 14, NVR
526508402110411, LESCOL, LESCOL, NOT FOUND, 20 MG CAP GEL DURA CT BL AL/AL X 28 , NVR
526508403117418, LESCOL, LESCOL, NOT FOUND, 40 MG CAP GEL DURA CT BL AL/AL X 14, NVR
526508404113416, LESCOL, LESCOL, NOT FOUND, 40 MG CAP GEL DURA CT BL AL/AL X 28, NVR
526527601115310, LESCOL XL, LESCOL XL, NOT FOUND, 80 MG COM REV LIB PROL CT BL AL/AL X 30, NVR
526508601113419, LIORESAL, LIORESAL, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 20, NVR
526527701160415, LOCORTEN, LOCORTEN, NOT FOUND, 0.2 MG/G + 5 MG/G CREM DERM CT BG AL X 15 G , NVR
526508903160411, LOCORTEN VIOFORMIO, LOCORTEN VIOFORMIO, NOT FOUND, 0.2 MG/G + 30MG/G CREM DERM CT BG AL X 15 G , NVR
526508904167418, LOCORTEN VIOFORMIO, LOCORTEN VIOFORMIO, NOT FOUND, 0.2 MG/G + 30MG/G POM DERM CT BG AL X 15 G , NVR
526527801114415, LOMIR SRO, LOMIR SRO, NOT FOUND, 5.0 MG CAP CT BL AL/AL X 14, NVR
526509101114317, LOPRESSOR, LOPRESSOR, NOT FOUND, 100 MG COM REV CT 2 BL AL PLAS INC X 10, NVR
526509301164415, LOSALEN, LOSALEN, NOT FOUND, 0.2 MG/G + 30 MG/G POM DERM CT BG AL X 30 G, NVR
526509401118318, LOTENSIN, LOTENSIN, NOT FOUND, 10 MG COM REV CT BL AL/AL X 14, NVR
526509402114316, LOTENSIN, LOTENSIN, NOT FOUND, 10 MG COM REV CT BL AL/AL X 30, NVR
526509405113310, LOTENSIN, LOTENSIN, NOT FOUND, 5 MG COM REV CT BL AL/AL X 30, NVR
526527101112312, LOTENSIN H, LOTENSIN H, NOT FOUND, 10 MG + 12.5 MG COM REV CT BL AL / AL X 30, NVR
526527102119310, LOTENSIN H, LOTENSIN H, NOT FOUND, 5 MG + 6.25 MG COM REV CT BL AL / AL X 30, NVR
526529502157216, LUCENTIS, LUCENTIS, NOT FOUND, 10 MG/ML SOL INJ CT 1 FA VD INC X 0.23 ML + SER + AGULHA + FILTRO P/INJ, NVR
526529501150218, LUCENTIS, LUCENTIS, NOT FOUND, 10 MG/ML SOL INJ CT 1 FA X 0.3 ML + SER + AGULHA + FILTRO PARA INJECAO, NVR
526509601117315, LUDIOMIL, LUDIOMIL, NOT FOUND, 25 MG COM REV CT BL AL PLAS INC X 20, NVR
526509602156314, LUDIOMIL, LUDIOMIL, NOT FOUND, 5 MG/ML SOL INJ CT 5 AMP VD INC X 5 ML, NVR
526509603111314, LUDIOMIL, LUDIOMIL, NOT FOUND, 75 MG COM REV CT BL AL PLAS INC X 20, NVR
526508601113419, LIORESAL, LIORESAL, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 20, NVR
526508903160411, LOCORTEN VIOFORMIO, LOCORTEN VIOFORMIO, NOT FOUND, 0.2 MG/G + 30MG/G CREM DERM CT BG AL X 15 G , NVR
526508904167418, LOCORTEN VIOFORMIO, LOCORTEN VIOFORMIO, NOT FOUND, 0.2 MG/G + 30MG/G POM DERM CT BG AL X 15 G , NVR
526509401118318, LOTENSIN, LOTENSIN, NOT FOUND, 10 MG COM REV CT BL AL/AL X 14, NVR
526509402114316, LOTENSIN, LOTENSIN, NOT FOUND, 10 MG COM REV CT BL AL/AL X 30, NVR
526509405113310, LOTENSIN, LOTENSIN, NOT FOUND, 5 MG COM REV CT BL AL/AL X 30, NVR
526509601117315, LUDIOMIL, LUDIOMIL, NOT FOUND, 25 MG COM REV CT BL AL PLAS INC X 20, NVR
526509603111314, LUDIOMIL, LUDIOMIL, NOT FOUND, 75 MG COM REV CT BL AL PLAS INC X 20, NVR
526508011162314, LAMISIL CREME, LAMISIL CREME, NOT FOUND, 10 MG/G CREME CT TB AL X 15 G, NVR
526531701161312, LAMISILATE, LAMISILATE, NOT FOUND, 10 MG/G CREME CT TB AL X 15 G, NVR
526508001167313, LAMISIL CREME, LAMISIL CREME, NOT FOUND, 10 MG/G CREME CT TB AL X 20 G , NVR
526531702168310, LAMISILATE, LAMISILATE, NOT FOUND, 10 MG/G CREME CT TB AL X 30 G, NVR
526508010166316, LAMISIL CREME, LAMISIL CREME, NOT FOUND, 10 MG/G CREME CT TB AL X 7.5 G, NVR
526531703164319, LAMISILATE, LAMISILATE, NOT FOUND, 10 MG/G CREME CT TB AL X 7.5 G, NVR
526508012169312, LAMISIL GEL, LAMISIL GEL, NOT FOUND, 10 MG/G GEL CT BG AL X 15 G, NVR
526529101160313, LAMISIL UMA VEZ, LAMISIL UMA VEZ, NOT FOUND, 10 MG/G SOL DERM LIB PROL CT BG AL X 4 G, NVR
526531601175311, LAMISILATE UMA VEZ, LAMISILATE UMA VEZ, NOT FOUND, 10 MG/G SOL FORM FILME CT BG AL X 4 G, NVR
526531705175318, LAMISILATE, LAMISILATE, NOT FOUND, 10 MG/G SOL TOP CT FR PLAS OPC SPRAY X 30 ML, NVR
526508005111312, LAMISIL, LAMISIL, NOT FOUND, 125 MG COM CT BL AL PLAS INC X 14, NVR
526508007114319, LAMISIL, LAMISIL, NOT FOUND, 250 MG COM CT BL AL PLAS INC X 14, NVR
526508006118310, LAMISIL, LAMISIL, NOT FOUND, 250 MG COM CT BL AL PLAS INC X 28, NVR
526508008110317, LAMISIL, LAMISIL, NOT FOUND, 250 MG COM CT BL AL PLAS INC X 7, NVR
526508301111410, LEPONEX, LEPONEX, NOT FOUND, 100 MG COM CT BL AL PLAS INC X 30, NVR
526508302116416, LEPONEX, LEPONEX, NOT FOUND, 100 MG COM CT BL AL PLAS INC X 450 (EMB HOSP), NVR
526508305115410, LEPONEX, LEPONEX, NOT FOUND, 25 MG COM CT BL AL PLAS INC X 20, NVR
526527601115310, LESCOL XL, LESCOL XL, NOT FOUND, 80 MG COM REV LIB PROL CT BL AL/AL X 30, NVR
526527101112312, LOTENSIN H, LOTENSIN H, NOT FOUND, 10 MG + 12.5 MG COM REV CT BL AL / AL X 30, NVR
526527102119310, LOTENSIN H, LOTENSIN H, NOT FOUND, 5 MG + 6.25 MG COM REV CT BL AL / AL X 30, NVR
526527801114415, LOMIR SRO, LOMIR SRO, NOT FOUND, 5.0 MG CAP CT BL AL/AL X 14, NVR
526507901164411, LACRIGEL A, LACRIGEL A, NOT FOUND, 12 MG/G GEL OFT CT TB AL X 10 G, NVR
526509301164415, LOSALEN, LOSALEN, NOT FOUND, 0.2 MG/G + 30 MG/G POM DERM CT BG AL X 30 G, NVR
526529502157216, LUCENTIS, LUCENTIS, NOT FOUND, 10 MG/ML SOL INJ CT 1 FA VD INC X 0.23 ML + SER + AGULHA + FILTRO P/INJ, NVR
526509101114317, LOPRESSOR, LOPRESSOR, NOT FOUND, 100 MG COM REV CT 2 BL AL PLAS INC X 10, NVR
526531704160317, LAMISILATE, LAMISILATE, NOT FOUND, 10 MG/G GEL CT BG AL X 20 G, NVR
526508601113419, LIORESAL, LIORESAL, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 20, NVR
526508903160411, LOCORTEN VIOFORMIO, LOCORTEN VIOFORMIO, NOT FOUND, 0.2 MG/G + 30MG/G CREM DERM CT BG AL X 15 G , NVR
526508904167418, LOCORTEN VIOFORMIO, LOCORTEN VIOFORMIO, NOT FOUND, 0.2 MG/G + 30MG/G POM DERM CT BG AL X 15 G , NVR
526509401118318, LOTENSIN, LOTENSIN, NOT FOUND, 10 MG COM REV CT BL AL/AL X 14, NVR
526509402114316, LOTENSIN, LOTENSIN, NOT FOUND, 10 MG COM REV CT BL AL/AL X 30, NVR
526509405113310, LOTENSIN, LOTENSIN, NOT FOUND, 5 MG COM REV CT BL AL/AL X 30, NVR
526509601117315, LUDIOMIL, LUDIOMIL, NOT FOUND, 25 MG COM REV CT BL AL PLAS INC X 20, NVR
526509603111314, LUDIOMIL, LUDIOMIL, NOT FOUND, 75 MG COM REV CT BL AL PLAS INC X 20, NVR
526508011162314, LAMISIL CREME, LAMISIL CREME, NOT FOUND, 10 MG/G CREME CT TB AL X 15 G, NVR
526531701161312, LAMISILATE, LAMISILATE, NOT FOUND, 10 MG/G CREME CT TB AL X 15 G, NVR
526508001167313, LAMISIL CREME, LAMISIL CREME, NOT FOUND, 10 MG/G CREME CT TB AL X 20 G , NVR
526531702168310, LAMISILATE, LAMISILATE, NOT FOUND, 10 MG/G CREME CT TB AL X 30 G, NVR
526508010166316, LAMISIL CREME, LAMISIL CREME, NOT FOUND, 10 MG/G CREME CT TB AL X 7.5 G, NVR
526531703164319, LAMISILATE, LAMISILATE, NOT FOUND, 10 MG/G CREME CT TB AL X 7.5 G, NVR
526508012169312, LAMISIL GEL, LAMISIL GEL, NOT FOUND, 10 MG/G GEL CT BG AL X 15 G, NVR
526529101160313, LAMISIL UMA VEZ, LAMISIL UMA VEZ, NOT FOUND, 10 MG/G SOL DERM LIB PROL CT BG AL X 4 G, NVR
526531601175311, LAMISILATE UMA VEZ, LAMISILATE UMA VEZ, NOT FOUND, 10 MG/G SOL FORM FILME CT BG AL X 4 G, NVR
526531705175318, LAMISILATE, LAMISILATE, NOT FOUND, 10 MG/G SOL TOP CT FR PLAS OPC SPRAY X 30 ML, NVR
526508005111312, LAMISIL, LAMISIL, NOT FOUND, 125 MG COM CT BL AL PLAS INC X 14, NVR
