513400901157419, CEFAZIMA, CEFAZIMA, NOT FOUND, CX. C/ 1 FR. + 1 AMP., I_B
513401011155410, CEMAX, CEMAX, NOT FOUND, 1.0 G PO LIOF CX 10 FA VD INC + 10 BOLSAS PLAS FLEX X 100ML (SIST FECH) (EMB HOSP), I_B
513401004159414, CEMAX, CEMAX, NOT FOUND, 1.0 G PO LIOF CX 50 FA VD INC, I_B
513401005155412, CEMAX, CEMAX, NOT FOUND, 1.0 G PO LIOF CX 50 FA VD INC + 50 AMP DIL X 3.0 ML, I_B
513401008154417, CEMAX, CEMAX, NOT FOUND, 1.0 G PO LIOF CX 50 FA VD INC + 50 BOLSAS PLAS FLEX X 100ML (SIST FECH) (EMB HOSP), I_B
513401009150415, CEMAX, CEMAX, NOT FOUND, 2.0 G PO LIOF CT FA VD INC + BOLSA PLAS FLEX X 100ML (SIST FECH) (EMB HOSP), I_B
513401010159412, CEMAX, CEMAX, NOT FOUND, 2.0 G PO LIOF CX 10 FA VD INC + 10 BOLSAS PLAS FLEX X 100ML (SIST FECH) (EMB HOSP), I_B
513401006151410, CEMAX, CEMAX, NOT FOUND, 2.0 G PO LIOF CX 50 FA VD INC, I_B
513401012151419, CEMAX, CEMAX, NOT FOUND, 2.0 G PO LIOF CX 50 FA VD INC + 50 BOLSAS PLAS FLEX X 100ML (SIST FECH) (EMB HOSP) , I_B
513401001151412, CEMAX, CEMAX, NOT FOUND, CX. C/ 1 FA + DIL 1 G, I_B
513401003152416, CEMAX, CEMAX, NOT FOUND, CX. C/ 1 FA + DIL 500 MG, I_B
513401002156418, CEMAX, CEMAX, NOT FOUND, CX. C/ 1 FA 2 G, I_B
513401103157411, CEZOLIN, CEZOLIN, NOT FOUND, 1000 MG PO P/ SOL INJ CX 50 FA VD INC (EMB HOSP), I_B
513401102150411, CEZOLIN, CEZOLIN, NOT FOUND, CX. C/ 50 FR., I_B
513401101154413, CEZOLIN, CEZOLIN, NOT FOUND, PO P/ SOL INJ FA 1 G (IM/IV) , I_B
513406102159118, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 1G PO P/ SOL INJ CT 01 FA VD INC, I_B
513406103155116, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 1G PO P/ SOL INJ CT 01 FA VD INC + 9 MG/ML SOL INJ IV 01 BOLS PLAS PVC SIST FECH X 100 ML, I_B
513406104151114, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 1G PO P/ SOL INJ CT 10 FA VD INC + 9 MG/ML SOL INJ IV 10 BOLS PLAS PVC SIST FECH X 100 ML (EMB HOSP), I_B
513406105158112, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 1G PO P/ SOL INJ CT 50 FA VD INC (EMB HOSP), I_B
513406106154110, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 1G PO P/ SOL INJ CT 50 FA VD INC + 9 MG/ML SOL INJ IV 50 BOLS PLAS PVC SIST FECH X 100 ML (EMB HOSP), I_B
513406107150119, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 2 G PO P/ SOL INJ CT 01 FR VD INC, I_B
513406108157117, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 2 G PO P/ SOL INJ CT 01 FR VD INC + 9 MG/ML SOL INJ IV 01 BOLS PLAS PVC SIST FECH X 100 ML, I_B
513406109153115, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 2 G PO P/ SOL INJ CT 10 FR VD INC + 9 MG/ML SOL INJ IV 10 BOLS PLAS PVC SIST FECH X 100 ML (EMB HOSP), I_B
513406101152111, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 2 G PO P/ SOL INJ CT 50 FR VD INC (EMB HOSP), I_B
513406110151112, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 2 G PO P/ SOL INJ CT 50 FR VD INC + 9 MG/ML SOL INJ IV 50 BOLS PLAS PVC SIST FECH X 100 ML (EMB HOSP), I_B
513404101155112, CLORIDRATO DE IRINOTECANA, CLORIDRATO IRINOTECANA, NOT FOUND, 20 MG/ML SOL INJ IV CT FA VD AMB X 5 ML, I_B
513403501151418, CLORTAMINA, CLORTAMINA, NOT FOUND, 50 MG/ML SOL INJ CX 05 FA VD INC X 10 ML(REST HOSP), I_B
513401301153410, CUTENOX, CUTENOX, NOT FOUND, CX. C/ 10 SER. PRE ENCH. 20 MG, I_B
513401302151411, CUTENOX, CUTENOX, NOT FOUND, CX. C/ 10 SER. PRE ENCH. 40 MG, I_B
513401303156417, CUTENOX, CUTENOX, NOT FOUND, CX. C/ 2 SER. PRE ENCH. 60 MG, I_B
513401304152415, CUTENOX, CUTENOX, NOT FOUND, CX. C/ 2 SER. PRE ENCH. 80 MG, I_B
513400901157419, CEFAZIMA, CEFAZIMA, NOT FOUND, CX. C/ 1 FR. + 1 AMP., I_B
513400902153417, CEFAZIMA, CEFAZIMA, NOT FOUND, CX. C/ 50 FR., I_B
513401007158419, CEMAX, CEMAX, NOT FOUND, 1.0 G PO LIOF CT FA VD INC + 01 BOLSA PLAS FLEX X 100ML (SIST FECH) (EMB HOSP), I_B
513401011155410, CEMAX, CEMAX, NOT FOUND, 1.0 G PO LIOF CX 10 FA VD INC + 10 BOLSAS PLAS FLEX X 100ML (SIST FECH) (EMB HOSP), I_B
513401004159414, CEMAX, CEMAX, NOT FOUND, 1.0 G PO LIOF CX 50 FA VD INC, I_B
513401005155412, CEMAX, CEMAX, NOT FOUND, 1.0 G PO LIOF CX 50 FA VD INC + 50 AMP DIL X 3.0 ML, I_B
513401008154417, CEMAX, CEMAX, NOT FOUND, 1.0 G PO LIOF CX 50 FA VD INC + 50 BOLSAS PLAS FLEX X 100ML (SIST FECH) (EMB HOSP), I_B
513401009150415, CEMAX, CEMAX, NOT FOUND, 2.0 G PO LIOF CT FA VD INC + BOLSA PLAS FLEX X 100ML (SIST FECH) (EMB HOSP), I_B
513401010159412, CEMAX, CEMAX, NOT FOUND, 2.0 G PO LIOF CX 10 FA VD INC + 10 BOLSAS PLAS FLEX X 100ML (SIST FECH) (EMB HOSP), I_B
513401006151410, CEMAX, CEMAX, NOT FOUND, 2.0 G PO LIOF CX 50 FA VD INC, I_B
513401012151419, CEMAX, CEMAX, NOT FOUND, 2.0 G PO LIOF CX 50 FA VD INC + 50 BOLSAS PLAS FLEX X 100ML (SIST FECH) (EMB HOSP) , I_B
513401001151412, CEMAX, CEMAX, NOT FOUND, CX. C/ 1 FA + DIL 1 G, I_B
513401003152416, CEMAX, CEMAX, NOT FOUND, CX. C/ 1 FA + DIL 500 MG, I_B
513401002156418, CEMAX, CEMAX, NOT FOUND, CX. C/ 1 FA 2 G, I_B
513401103157411, CEZOLIN, CEZOLIN, NOT FOUND, 1000 MG PO P/ SOL INJ CX 50 FA VD INC (EMB HOSP), I_B
513401102150411, CEZOLIN, CEZOLIN, NOT FOUND, CX. C/ 50 FR., I_B
513401101154413, CEZOLIN, CEZOLIN, NOT FOUND, PO P/ SOL INJ FA 1 G (IM/IV) , I_B
513406102159118, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 1G PO P/ SOL INJ CT 01 FA VD INC, I_B
513406103155116, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 1G PO P/ SOL INJ CT 01 FA VD INC + 9 MG/ML SOL INJ IV 01 BOLS PLAS PVC SIST FECH X 100 ML, I_B
513406104151114, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 1G PO P/ SOL INJ CT 10 FA VD INC + 9 MG/ML SOL INJ IV 10 BOLS PLAS PVC SIST FECH X 100 ML (EMB HOSP), I_B
513406105158112, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 1G PO P/ SOL INJ CT 50 FA VD INC (EMB HOSP), I_B
513406106154110, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 1G PO P/ SOL INJ CT 50 FA VD INC + 9 MG/ML SOL INJ IV 50 BOLS PLAS PVC SIST FECH X 100 ML (EMB HOSP), I_B
513406107150119, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 2 G PO P/ SOL INJ CT 01 FR VD INC, I_B
513406108157117, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 2 G PO P/ SOL INJ CT 01 FR VD INC + 9 MG/ML SOL INJ IV 01 BOLS PLAS PVC SIST FECH X 100 ML, I_B
513406109153115, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 2 G PO P/ SOL INJ CT 10 FR VD INC + 9 MG/ML SOL INJ IV 10 BOLS PLAS PVC SIST FECH X 100 ML (EMB HOSP), I_B
513406101152111, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 2 G PO P/ SOL INJ CT 50 FR VD INC (EMB HOSP), I_B
513406110151112, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 2 G PO P/ SOL INJ CT 50 FR VD INC + 9 MG/ML SOL INJ IV 50 BOLS PLAS PVC SIST FECH X 100 ML (EMB HOSP), I_B
513404101155112, CLORIDRATO DE IRINOTECANA, CLORIDRATO IRINOTECANA, NOT FOUND, 20 MG/ML SOL INJ IV CT FA VD AMB X 5 ML, I_B
513403501151418, CLORTAMINA, CLORTAMINA, NOT FOUND, 50 MG/ML SOL INJ CX 05 FA VD INC X 10 ML(REST HOSP), I_B
513401301153410, CUTENOX, CUTENOX, NOT FOUND, CX. C/ 10 SER. PRE ENCH. 20 MG, I_B
513401302151411, CUTENOX, CUTENOX, NOT FOUND, CX. C/ 10 SER. PRE ENCH. 40 MG, I_B
513401303156417, CUTENOX, CUTENOX, NOT FOUND, CX. C/ 2 SER. PRE ENCH. 60 MG, I_B
513401304152415, CUTENOX, CUTENOX, NOT FOUND, CX. C/ 2 SER. PRE ENCH. 80 MG, I_B
513400901157419, CEFAZIMA, CEFAZIMA, NOT FOUND, CX. C/ 1 FR. + 1 AMP., I_B
513400902153417, CEFAZIMA, CEFAZIMA, NOT FOUND, CX. C/ 50 FR., I_B
513401007158419, CEMAX, CEMAX, NOT FOUND, 1.0 G PO LIOF CT FA VD INC + 01 BOLSA PLAS FLEX X 100ML (SIST FECH) (EMB HOSP), I_B
513401011155410, CEMAX, CEMAX, NOT FOUND, 1.0 G PO LIOF CX 10 FA VD INC + 10 BOLSAS PLAS FLEX X 100ML (SIST FECH) (EMB HOSP), I_B
513401004159414, CEMAX, CEMAX, NOT FOUND, 1.0 G PO LIOF CX 50 FA VD INC, I_B
513401005155412, CEMAX, CEMAX, NOT FOUND, 1.0 G PO LIOF CX 50 FA VD INC + 50 AMP DIL X 3.0 ML, I_B
513401008154417, CEMAX, CEMAX, NOT FOUND, 1.0 G PO LIOF CX 50 FA VD INC + 50 BOLSAS PLAS FLEX X 100ML (SIST FECH) (EMB HOSP), I_B
513401009150415, CEMAX, CEMAX, NOT FOUND, 2.0 G PO LIOF CT FA VD INC + BOLSA PLAS FLEX X 100ML (SIST FECH) (EMB HOSP), I_B
513401010159412, CEMAX, CEMAX, NOT FOUND, 2.0 G PO LIOF CX 10 FA VD INC + 10 BOLSAS PLAS FLEX X 100ML (SIST FECH) (EMB HOSP), I_B
513401006151410, CEMAX, CEMAX, NOT FOUND, 2.0 G PO LIOF CX 50 FA VD INC, I_B
513401012151419, CEMAX, CEMAX, NOT FOUND, 2.0 G PO LIOF CX 50 FA VD INC + 50 BOLSAS PLAS FLEX X 100ML (SIST FECH) (EMB HOSP) , I_B
513401001151412, CEMAX, CEMAX, NOT FOUND, CX. C/ 1 FA + DIL 1 G, I_B
513401003152416, CEMAX, CEMAX, NOT FOUND, CX. C/ 1 FA + DIL 500 MG, I_B
513401002156418, CEMAX, CEMAX, NOT FOUND, CX. C/ 1 FA 2 G, I_B
513401103157411, CEZOLIN, CEZOLIN, NOT FOUND, 1000 MG PO P/ SOL INJ CX 50 FA VD INC (EMB HOSP), I_B
513401102150411, CEZOLIN, CEZOLIN, NOT FOUND, CX. C/ 50 FR., I_B
513401101154413, CEZOLIN, CEZOLIN, NOT FOUND, PO P/ SOL INJ FA 1 G (IM/IV) , I_B
513406102159118, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 1G PO P/ SOL INJ CT 01 FA VD INC, I_B
513406103155116, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 1G PO P/ SOL INJ CT 01 FA VD INC + 9 MG/ML SOL INJ IV 01 BOLS PLAS PVC SIST FECH X 100 ML, I_B
513406104151114, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 1G PO P/ SOL INJ CT 10 FA VD INC + 9 MG/ML SOL INJ IV 10 BOLS PLAS PVC SIST FECH X 100 ML (EMB HOSP), I_B
513406105158112, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 1G PO P/ SOL INJ CT 50 FA VD INC (EMB HOSP), I_B
513406106154110, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 1G PO P/ SOL INJ CT 50 FA VD INC + 9 MG/ML SOL INJ IV 50 BOLS PLAS PVC SIST FECH X 100 ML (EMB HOSP), I_B
513406107150119, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 2 G PO P/ SOL INJ CT 01 FR VD INC, I_B
513406108157117, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 2 G PO P/ SOL INJ CT 01 FR VD INC + 9 MG/ML SOL INJ IV 01 BOLS PLAS PVC SIST FECH X 100 ML, I_B
513406109153115, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 2 G PO P/ SOL INJ CT 10 FR VD INC + 9 MG/ML SOL INJ IV 10 BOLS PLAS PVC SIST FECH X 100 ML (EMB HOSP), I_B
513406101152111, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 2 G PO P/ SOL INJ CT 50 FR VD INC (EMB HOSP), I_B
513406110151112, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 2 G PO P/ SOL INJ CT 50 FR VD INC + 9 MG/ML SOL INJ IV 50 BOLS PLAS PVC SIST FECH X 100 ML (EMB HOSP), I_B
513404101155112, CLORIDRATO DE IRINOTECANA, CLORIDRATO IRINOTECANA, NOT FOUND, 20 MG/ML SOL INJ IV CT FA VD AMB X 5 ML, I_B
513403501151418, CLORTAMINA, CLORTAMINA, NOT FOUND, 50 MG/ML SOL INJ CX 05 FA VD INC X 10 ML(REST HOSP), I_B
513401301153410, CUTENOX, CUTENOX, NOT FOUND, CX. C/ 10 SER. PRE ENCH. 20 MG, I_B
513401302151411, CUTENOX, CUTENOX, NOT FOUND, CX. C/ 10 SER. PRE ENCH. 40 MG, I_B
513401303156417, CUTENOX, CUTENOX, NOT FOUND, CX. C/ 2 SER. PRE ENCH. 60 MG, I_B
513401304152415, CUTENOX, CUTENOX, NOT FOUND, CX. C/ 2 SER. PRE ENCH. 80 MG, I_B
513400901157419, CEFAZIMA, CEFAZIMA, NOT FOUND, CX. C/ 1 FR. + 1 AMP., I_B
513400902153417, CEFAZIMA, CEFAZIMA, NOT FOUND, CX. C/ 50 FR., I_B
513401007158419, CEMAX, CEMAX, NOT FOUND, 1.0 G PO LIOF CT FA VD INC + 01 BOLSA PLAS FLEX X 100ML (SIST FECH) (EMB HOSP), I_B
513401011155410, CEMAX, CEMAX, NOT FOUND, 1.0 G PO LIOF CX 10 FA VD INC + 10 BOLSAS PLAS FLEX X 100ML (SIST FECH) (EMB HOSP), I_B
513401004159414, CEMAX, CEMAX, NOT FOUND, 1.0 G PO LIOF CX 50 FA VD INC, I_B
513401005155412, CEMAX, CEMAX, NOT FOUND, 1.0 G PO LIOF CX 50 FA VD INC + 50 AMP DIL X 3.0 ML, I_B
513401008154417, CEMAX, CEMAX, NOT FOUND, 1.0 G PO LIOF CX 50 FA VD INC + 50 BOLSAS PLAS FLEX X 100ML (SIST FECH) (EMB HOSP), I_B
513401009150415, CEMAX, CEMAX, NOT FOUND, 2.0 G PO LIOF CT FA VD INC + BOLSA PLAS FLEX X 100ML (SIST FECH) (EMB HOSP), I_B
513401010159412, CEMAX, CEMAX, NOT FOUND, 2.0 G PO LIOF CX 10 FA VD INC + 10 BOLSAS PLAS FLEX X 100ML (SIST FECH) (EMB HOSP), I_B
513401006151410, CEMAX, CEMAX, NOT FOUND, 2.0 G PO LIOF CX 50 FA VD INC, I_B
513401012151419, CEMAX, CEMAX, NOT FOUND, 2.0 G PO LIOF CX 50 FA VD INC + 50 BOLSAS PLAS FLEX X 100ML (SIST FECH) (EMB HOSP) , I_B
513401001151412, CEMAX, CEMAX, NOT FOUND, CX. C/ 1 FA + DIL 1 G, I_B
513401003152416, CEMAX, CEMAX, NOT FOUND, CX. C/ 1 FA + DIL 500 MG, I_B
513401002156418, CEMAX, CEMAX, NOT FOUND, CX. C/ 1 FA 2 G, I_B
513401103157411, CEZOLIN, CEZOLIN, NOT FOUND, 1000 MG PO P/ SOL INJ CX 50 FA VD INC (EMB HOSP), I_B
513401102150411, CEZOLIN, CEZOLIN, NOT FOUND, CX. C/ 50 FR., I_B
513401101154413, CEZOLIN, CEZOLIN, NOT FOUND, PO P/ SOL INJ FA 1 G (IM/IV) , I_B
513406102159118, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 1G PO P/ SOL INJ CT 01 FA VD INC, I_B
513406103155116, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 1G PO P/ SOL INJ CT 01 FA VD INC + 9 MG/ML SOL INJ IV 01 BOLS PLAS PVC SIST FECH X 100 ML, I_B
513406104151114, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 1G PO P/ SOL INJ CT 10 FA VD INC + 9 MG/ML SOL INJ IV 10 BOLS PLAS PVC SIST FECH X 100 ML (EMB HOSP), I_B
513406105158112, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 1G PO P/ SOL INJ CT 50 FA VD INC (EMB HOSP), I_B
513406106154110, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 1G PO P/ SOL INJ CT 50 FA VD INC + 9 MG/ML SOL INJ IV 50 BOLS PLAS PVC SIST FECH X 100 ML (EMB HOSP), I_B
513406107150119, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 2 G PO P/ SOL INJ CT 01 FR VD INC, I_B
513406108157117, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 2 G PO P/ SOL INJ CT 01 FR VD INC + 9 MG/ML SOL INJ IV 01 BOLS PLAS PVC SIST FECH X 100 ML, I_B
513406109153115, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 2 G PO P/ SOL INJ CT 10 FR VD INC + 9 MG/ML SOL INJ IV 10 BOLS PLAS PVC SIST FECH X 100 ML (EMB HOSP), I_B
513406101152111, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 2 G PO P/ SOL INJ CT 50 FR VD INC (EMB HOSP), I_B
513406110151112, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 2 G PO P/ SOL INJ CT 50 FR VD INC + 9 MG/ML SOL INJ IV 50 BOLS PLAS PVC SIST FECH X 100 ML (EMB HOSP), I_B
513404101155112, CLORIDRATO DE IRINOTECANA, CLORIDRATO IRINOTECANA, NOT FOUND, 20 MG/ML SOL INJ IV CT FA VD AMB X 5 ML, I_B
513403501151418, CLORTAMINA, CLORTAMINA, NOT FOUND, 50 MG/ML SOL INJ CX 05 FA VD INC X 10 ML(REST HOSP), I_B
513401301153410, CUTENOX, CUTENOX, NOT FOUND, CX. C/ 10 SER. PRE ENCH. 20 MG, I_B
513401302151411, CUTENOX, CUTENOX, NOT FOUND, CX. C/ 10 SER. PRE ENCH. 40 MG, I_B
513401303156417, CUTENOX, CUTENOX, NOT FOUND, CX. C/ 2 SER. PRE ENCH. 60 MG, I_B
513401304152415, CUTENOX, CUTENOX, NOT FOUND, CX. C/ 2 SER. PRE ENCH. 80 MG, I_B
513401103157411, CEZOLIN, CEZOLIN, NOT FOUND, 1 G PO SOL INJ CX 50 FA VD INC (EMB HOSP), I_B
513401102150411, CEZOLIN, CEZOLIN, NOT FOUND, CX. C/ 50 FR., I_B
513401101154413, CEZOLIN, CEZOLIN, NOT FOUND, PO P/ SOL INJ FA 1 G (IM/IV) , I_B
513401007158419, CEMAX, CEMAX, NOT FOUND, 1.0 G PO LIOF CT FA VD INC + 01 BOLSA PLAS FLEX X 100ML (SIST FECH) (EMB HOSP), I_B
513401011155410, CEMAX, CEMAX, NOT FOUND, 1.0 G PO LIOF CX 10 FA VD INC + 10 BOLSAS PLAS FLEX X 100ML (SIST FECH) (EMB HOSP), I_B
513401008154417, CEMAX, CEMAX, NOT FOUND, 1.0 G PO LIOF CX 50 FA VD INC + 50 BOLSAS PLAS FLEX X 100ML (SIST FECH) (EMB HOSP), I_B
513401009150415, CEMAX, CEMAX, NOT FOUND, 2.0 G PO LIOF CT FA VD INC + BOLSA PLAS FLEX X 100ML (SIST FECH) (EMB HOSP), I_B
513401010159412, CEMAX, CEMAX, NOT FOUND, 2.0 G PO LIOF CX 10 FA VD INC + 10 BOLSAS PLAS FLEX X 100ML (SIST FECH) (EMB HOSP), I_B
513401012151419, CEMAX, CEMAX, NOT FOUND, 2.0 G PO LIOF CX 50 FA VD INC + 50 BOLSAS PLAS FLEX X 100ML (SIST FECH) (EMB HOSP) , I_B
513400901157419, CEFAZIMA, CEFAZIMA, NOT FOUND, CX. C/ 1 FR. + 1 AMP., I_B
513400902153417, CEFAZIMA, CEFAZIMA, NOT FOUND, CX. C/ 50 FR., I_B
513401004159414, CEMAX, CEMAX, NOT FOUND, 1.0 G PO LIOF CX 50 FA VD INC, I_B
513401005155412, CEMAX, CEMAX, NOT FOUND, 1.0 G PO LIOF CX 50 FA VD INC + 50 AMP DIL X 3.0 ML, I_B
513406102159118, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 1G PO P/ SOL INJ CT 01 FA VD INC, I_B
513406103155116, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 1G PO P/ SOL INJ CT 01 FA VD INC + 9 MG/ML SOL INJ IV 01 BOLS PLAS PVC SIST FECH X 100 ML, I_B
513406104151114, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 1G PO P/ SOL INJ CT 10 FA VD INC + 9 MG/ML SOL INJ IV 10 BOLS PLAS PVC SIST FECH X 100 ML (EMB HOSP), I_B
513406105158112, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 1G PO P/ SOL INJ CT 50 FA VD INC (EMB HOSP), I_B
513406106154110, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 1G PO P/ SOL INJ CT 50 FA VD INC + 9 MG/ML SOL INJ IV 50 BOLS PLAS PVC SIST FECH X 100 ML (EMB HOSP), I_B
513406107150119, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 2 G PO P/ SOL INJ CT 01 FR VD INC, I_B
513406108157117, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 2 G PO P/ SOL INJ CT 01 FR VD INC + 9 MG/ML SOL INJ IV 01 BOLS PLAS PVC SIST FECH X 100 ML, I_B
513406109153115, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 2 G PO P/ SOL INJ CT 10 FR VD INC + 9 MG/ML SOL INJ IV 10 BOLS PLAS PVC SIST FECH X 100 ML (EMB HOSP), I_B
513406101152111, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 2 G PO P/ SOL INJ CT 50 FR VD INC (EMB HOSP), I_B
513406110151112, CLORIDRATO DE CEFEPIMA, CLORIDRATO CEFEPIMA, CLORIDRATO CEFEPIMA, 2 G PO P/ SOL INJ CT 50 FR VD INC + 9 MG/ML SOL INJ IV 50 BOLS PLAS PVC SIST FECH X 100 ML (EMB HOSP), I_B
513401006151410, CEMAX, CEMAX, NOT FOUND, 2.0 G PO LIOF CX 50 FA VD INC, I_B
513401001151412, CEMAX, CEMAX, NOT FOUND, CX. C/ 1 FA + DIL 1 G, I_B
513401003152416, CEMAX, CEMAX, NOT FOUND, CX. C/ 1 FA + DIL 500 MG, I_B
513401002156418, CEMAX, CEMAX, NOT FOUND, CX. C/ 1 FA 2 G, I_B
513403501151418, CLORTAMINA, CLORTAMINA, NOT FOUND, 50 MG/ML SOL INJ CX 05 FA VD INC X 10 ML(REST HOSP), I_B
513404101155112, CLORIDRATO DE IRINOTECANA, CLORIDRATO IRINOTECANA, NOT FOUND, 20 MG/ML SOL INJ IV CT FA VD AMB X 5 ML, I_B
513401301153410, CUTENOX, CUTENOX, NOT FOUND, 20 MG SOL INJ CT 10 SER VD INC PREENCHIDA X 0.2 ML, I_B
513401302151411, CUTENOX, CUTENOX, NOT FOUND, CX. C/ 10 SER. PRE ENCH. 40 MG, I_B
513401303156417, CUTENOX, CUTENOX, NOT FOUND, CX. C/ 2 SER. PRE ENCH. 60 MG, I_B
513401304152415, CUTENOX, CUTENOX, NOT FOUND, CX. C/ 2 SER. PRE ENCH. 80 MG, I_B
513401103157411, CEZOLIN, CEZOLIN, NOT FOUND, 1 G PO SOL INJ CX 50 FA VD INC (EMB HOSP), I_B
513401102150411, CEZOLIN, CEZOLIN, NOT FOUND, CX. C/ 50 FR., I_B
513401101154413, CEZOLIN, CEZOLIN, NOT FOUND, PO P/ SOL INJ FA 1 G (IM/IV) , I_B
513401007158419, CEMAX, CEMAX, NOT FOUND, 1.0 G PO LIOF CT FA VD INC + 01 BOLSA PLAS FLEX X 100ML (SIST FECH) (EMB HOSP), I_B
513401011155410, CEMAX, CEMAX, NOT FOUND, 1.0 G PO LIOF CX 10 FA VD INC + 10 BOLSAS PLAS FLEX X 100ML (SIST FECH) (EMB HOSP), I_B
