511505301110418, LANSOHEXAL, LANSOHEXAL, NOT FOUND, 30 MG CAP LIB RET CT FR PLAS OPC X 14, SDZ
511506201111119, LOVASTATINA, LOVASTATINA, LOVASTATINA, 10 MG COM CT 3 BL AL PLAS BRANC OPC X 10, SDZ
511506202116114, LOVASTATINA, LOVASTATINA, LOVASTATINA, 20 MG COM CT 3 BL AL PLAS BRANC OPC X 10, SDZ
511506203112112, LOVASTATINA, LOVASTATINA, LOVASTATINA, 40 MG COM CT 1 BL AL PLAS BRANC OPC X 10, SDZ
511515801116412, LUFISAN, LUFISAN, NOT FOUND, 40 MG COM CT BL AL PLAS INC X 20, SDZ
511515802139416, LUFISAN, LUFISAN, NOT FOUND, 75 MG/ML EMU OR CT FR PLAS OPC GOT X 15 ML, SDZ
511513501158415, LECTRUM, LECTRUM, NOT FOUND, 3.75 MG PO LIOF INJ CT 1 FA VD INC AMP DIL X 1.5 ML + SER + 2 AGU, SDZ
511513502154413, LECTRUM, LECTRUM, NOT FOUND, 7.50 MG PO LIOF INJ CT 1 FA VD INC AMP DIL X 1.5 ML + SER + 2 AGU, SDZ
511511703111413, LEVCIN, LEVCIN, NOT FOUND, 250 MG COM REV CT BL AL PLAS INC X 7, SDZ
511511702113412, LEVCIN, LEVCIN, NOT FOUND, 500 MG COM REV CT BL AL PLAS INC X 10, SDZ
511511704116419, LEVCIN, LEVCIN, NOT FOUND, 500 MG COM REV CT BL AL PLAS INC X 3, SDZ
511511701117414, LEVCIN, LEVCIN, NOT FOUND, 500 MG COM REV CT BL AL PLAS INC X 7, SDZ
511511901116111, LEVOFLOXACINO, LEVOFLOXACINO, LEVOFLOXACINO, 250 MG COM REV CT BL AL PLAS INC X 7, SDZ
511511902112118, LEVOFLOXACINO, LEVOFLOXACINO, LEVOFLOXACINO, 500 MG COM REV CT BL AL PLAS INC X 10, SDZ
511511903119116, LEVOFLOXACINO, LEVOFLOXACINO, LEVOFLOXACINO, 500 MG COM REV CT BL AL PLAS INC X 3, SDZ
511511904115114, LEVOFLOXACINO, LEVOFLOXACINO, LEVOFLOXACINO, 500 MG COM REV CT BL AL PLAS INC X 7, SDZ
511505404114114, LISINOPRIL, LISINOPRIL, LISINOPRIL, 10 MG COM CT BL AL PLAS INC X 30, SDZ
511505405110112, LISINOPRIL, LISINOPRIL, LISINOPRIL, 20 MG COM CT BL AL PLAS INC X 30, SDZ
511505406117110, LISINOPRIL, LISINOPRIL, LISINOPRIL, 5 MG COM CT BL AL PLAS INC X 30, SDZ
511505601114419, LISINOVIL, LISINOVIL, NOT FOUND, 10 MG COM CT 3 BL AL PLAS INC X 10, SDZ
511505602110417, LISINOVIL, LISINOVIL, NOT FOUND, 20 MG COM CT 3 BL AL PLAS INC X 10, SDZ
511505603117415, LISINOVIL, LISINOVIL, NOT FOUND, 5 MG COM CT 3 BL AL PLAS INC X 10, SDZ
511505901118118, LORATADINA, LORATADINA, LORATADINA, 10 MG COM CT BL AL PLAS INC X 10, SDZ
511506002117419, LORSACOR, LORSACOR, NOT FOUND, 50 MG COM REV CT 2 BL AL PLAS INC X 14 , SDZ
511506001110410, LORSACOR, LORSACOR, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 14 , SDZ
511506004111418, LORSACOR, LORSACOR, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 30, SDZ
511506003113417, LORSACOR, LORSACOR, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 60, SDZ
511506101115414, LORSAR HCT, LORSAR HCT, NOT FOUND, 50 MG + 12.5 MG COM REV CT BL AL PLAS AMB X 30, SDZ
511506102111412, LORSAR HCT, LORSAR HCT, NOT FOUND, 50 MG+12.5 MG COM REV CT BL AL PLAS AMB X 28, SDZ
511512702117114, LOSARTANA POTASSICA, LOSARTANA POTASSICA, LOSARTANA POTASSICA, 50 MG COM REV CT BL AL PLAS INC X 28, SDZ
511506201111119, LOVASTATINA, LOVASTATINA, LOVASTATINA, 10 MG COM CT 3 BL AL PLAS BRANC OPC X 10, SDZ
511506202116114, LOVASTATINA, LOVASTATINA, LOVASTATINA, 20 MG COM CT 3 BL AL PLAS BRANC OPC X 10, SDZ
511506203112112, LOVASTATINA, LOVASTATINA, LOVASTATINA, 40 MG COM CT 1 BL AL PLAS BRANC OPC X 10, SDZ
511515801116412, LUFISAN, LUFISAN, NOT FOUND, 40 MG COM CT BL AL PLAS INC X 20, SDZ
511515802139416, LUFISAN, LUFISAN, NOT FOUND, 75 MG/ML EMU OR CT FR PLAS OPC GOT X 15 ML, SDZ
511513501158415, LECTRUM, LECTRUM, NOT FOUND, 3.75 MG PO LIOF INJ CT 1 FA VD INC AMP DIL X 1.5 ML + SER + 2 AGU, SDZ
511513502154413, LECTRUM, LECTRUM, NOT FOUND, 7.50 MG PO LIOF INJ CT 1 FA VD INC AMP DIL X 1.5 ML + SER + 2 AGU, SDZ
511511703111413, LEVCIN, LEVCIN, NOT FOUND, 250 MG COM REV CT BL AL PLAS INC X 7, SDZ
511511702113412, LEVCIN, LEVCIN, NOT FOUND, 500 MG COM REV CT BL AL PLAS INC X 10, SDZ
511511704116419, LEVCIN, LEVCIN, NOT FOUND, 500 MG COM REV CT BL AL PLAS INC X 3, SDZ
511511701117414, LEVCIN, LEVCIN, NOT FOUND, 500 MG COM REV CT BL AL PLAS INC X 7, SDZ
511511901116111, LEVOFLOXACINO, LEVOFLOXACINO, LEVOFLOXACINO, 250 MG COM REV CT BL AL PLAS INC X 7, SDZ
511511902112118, LEVOFLOXACINO, LEVOFLOXACINO, LEVOFLOXACINO, 500 MG COM REV CT BL AL PLAS INC X 10, SDZ
511511903119116, LEVOFLOXACINO, LEVOFLOXACINO, LEVOFLOXACINO, 500 MG COM REV CT BL AL PLAS INC X 3, SDZ
511511904115114, LEVOFLOXACINO, LEVOFLOXACINO, LEVOFLOXACINO, 500 MG COM REV CT BL AL PLAS INC X 7, SDZ
511505404114114, LISINOPRIL, LISINOPRIL, LISINOPRIL, 10 MG COM CT BL AL PLAS INC X 30, SDZ
511505405110112, LISINOPRIL, LISINOPRIL, LISINOPRIL, 20 MG COM CT BL AL PLAS INC X 30, SDZ
511505406117110, LISINOPRIL, LISINOPRIL, LISINOPRIL, 5 MG COM CT BL AL PLAS INC X 30, SDZ
511505601114419, LISINOVIL, LISINOVIL, NOT FOUND, 10 MG COM CT 3 BL AL PLAS INC X 10, SDZ
511505602110417, LISINOVIL, LISINOVIL, NOT FOUND, 20 MG COM CT 3 BL AL PLAS INC X 10, SDZ
511505603117415, LISINOVIL, LISINOVIL, NOT FOUND, 5 MG COM CT 3 BL AL PLAS INC X 10, SDZ
511505901118118, LORATADINA, LORATADINA, LORATADINA, 10 MG COM CT BL AL PLAS INC X 10, SDZ
511506002117419, LORSACOR, LORSACOR, NOT FOUND, 50 MG COM REV CT 2 BL AL PLAS INC X 14 , SDZ
511506001110410, LORSACOR, LORSACOR, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 14 , SDZ
511506004111418, LORSACOR, LORSACOR, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 30, SDZ
511506003113417, LORSACOR, LORSACOR, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 60, SDZ
511506101115414, LORSAR HCT, LORSAR HCT, NOT FOUND, 50 MG + 12.5 MG COM REV CT BL AL PLAS AMB X 30, SDZ
511506102111412, LORSAR HCT, LORSAR HCT, NOT FOUND, 50 MG+12.5 MG COM REV CT BL AL PLAS AMB X 28, SDZ
511512702117114, LOSARTANA POTASSICA, LOSARTANA POTASSICA, LOSARTANA POTASSICA, 50 MG COM REV CT BL AL PLAS INC X 28, SDZ
511506201111119, LOVASTATINA, LOVASTATINA, LOVASTATINA, 10 MG COM CT 3 BL AL PLAS BRANC OPC X 10, SDZ
511506202116114, LOVASTATINA, LOVASTATINA, LOVASTATINA, 20 MG COM CT 3 BL AL PLAS BRANC OPC X 10, SDZ
511506203112112, LOVASTATINA, LOVASTATINA, LOVASTATINA, 40 MG COM CT 1 BL AL PLAS BRANC OPC X 10, SDZ
511515801116412, LUFISAN, LUFISAN, NOT FOUND, 40 MG COM CT BL AL PLAS INC X 20, SDZ
511515802139416, LUFISAN, LUFISAN, NOT FOUND, 75 MG/ML EMU OR CT FR PLAS OPC GOT X 15 ML, SDZ
511513501158415, LECTRUM, LECTRUM, NOT FOUND, 3.75 MG PO LIOF INJ CT 1 FA VD INC AMP DIL X 1.5 ML + SER + 2 AGU, SDZ
511513502154413, LECTRUM, LECTRUM, NOT FOUND, 7.50 MG PO LIOF INJ CT 1 FA VD INC AMP DIL X 1.5 ML + SER + 2 AGU, SDZ
511517302117411, LIVIPARK, LIVIPARK, NOT FOUND, 0.125 MG COM CT BL AL/AL X 30, SDZ
511517303113418, LIVIPARK, LIVIPARK, NOT FOUND, 0.250 MG COM CT BL AL/AL X 30, SDZ
511517301110411, LIVIPARK, LIVIPARK, NOT FOUND, 1 MG COM CT BL AL/AL X 30 , SDZ
511517201116418, LIZZY, LIZZY, NOT FOUND, 0.06 MG + 0.015 MG COM REV CT BL AL PLAS INC X 24, SDZ
511511703111413, LEVCIN, LEVCIN, NOT FOUND, 250 MG COM REV CT BL AL PLAS INC X 7, SDZ
511511901116111, LEVOFLOXACINO, LEVOFLOXACINO, LEVOFLOXACINO, 250 MG COM REV CT BL AL PLAS INC X 7, SDZ
511511702113412, LEVCIN, LEVCIN, NOT FOUND, 500 MG COM REV CT BL AL PLAS INC X 10, SDZ
511511902112118, LEVOFLOXACINO, LEVOFLOXACINO, LEVOFLOXACINO, 500 MG COM REV CT BL AL PLAS INC X 10, SDZ
511511704116419, LEVCIN, LEVCIN, NOT FOUND, 500 MG COM REV CT BL AL PLAS INC X 3, SDZ
511511903119116, LEVOFLOXACINO, LEVOFLOXACINO, LEVOFLOXACINO, 500 MG COM REV CT BL AL PLAS INC X 3, SDZ
511511701117414, LEVCIN, LEVCIN, NOT FOUND, 500 MG COM REV CT BL AL PLAS INC X 7, SDZ
511511904115114, LEVOFLOXACINO, LEVOFLOXACINO, LEVOFLOXACINO, 500 MG COM REV CT BL AL PLAS INC X 7, SDZ
511505601114419, LISINOVIL, LISINOVIL, NOT FOUND, 10 MG COM CT 3 BL AL PLAS INC X 10, SDZ
511505404114114, LISINOPRIL, LISINOPRIL, LISINOPRIL, 10 MG COM CT BL AL PLAS INC X 30, SDZ
511505602110417, LISINOVIL, LISINOVIL, NOT FOUND, 20 MG COM CT 3 BL AL PLAS INC X 10, SDZ
511505405110112, LISINOPRIL, LISINOPRIL, LISINOPRIL, 20 MG COM CT BL AL PLAS INC X 30, SDZ
511505603117415, LISINOVIL, LISINOVIL, NOT FOUND, 5 MG COM CT 3 BL AL PLAS INC X 10, SDZ
511505406117110, LISINOPRIL, LISINOPRIL, LISINOPRIL, 5 MG COM CT BL AL PLAS INC X 30, SDZ
511505901118118, LORATADINA, LORATADINA, LORATADINA, 10 MG COM CT BL AL PLAS INC X 10, SDZ
511506001110410, LORSACOR, LORSACOR, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 14 , SDZ
511506002117419, LORSACOR, LORSACOR, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 28, SDZ
511512702117114, LOSARTANA POTÁSSICA, LOSARTANA POTASSICA, LOSARTANA POTASSICA, 50 MG COM REV CT BL AL PLAS INC X 28, SDZ
511506004111418, LORSACOR, LORSACOR, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 30, SDZ
511506003113417, LORSACOR, LORSACOR, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 60, SDZ
511506101115414, LORSAR HCT, LORSAR HCT, NOT FOUND, 50 MG + 12.5 MG COM REV CT BL AL PLAS AMB X 30, SDZ
511506102111412, LORSAR HCT, LORSAR HCT, NOT FOUND, 50 MG+12.5 MG COM REV CT BL AL PLAS AMB X 28, SDZ
511506201111119, LOVASTATINA, LOVASTATINA, LOVASTATINA, 10 MG COM CT 3 BL AL PLAS BRANC OPC X 10, SDZ
511506202116114, LOVASTATINA, LOVASTATINA, LOVASTATINA, 20 MG COM CT 3 BL AL PLAS BRANC OPC X 10, SDZ
511506203112112, LOVASTATINA, LOVASTATINA, LOVASTATINA, 40 MG COM CT 1 BL AL PLAS BRANC OPC X 10, SDZ
511515801116412, LUFISAN, LUFISAN, NOT FOUND, 40 MG COM CT BL AL PLAS INC X 20, SDZ
511515802139416, LUFISAN, LUFISAN, NOT FOUND, 75 MG/ML EMU OR CT FR PLAS OPC GOT X 15 ML, SDZ
511513501158415, LECTRUM, LECTRUM, NOT FOUND, 3.75 MG PO LIOF INJ CT 1 FA VD INC AMP DIL X 1.5 ML + SER + 2 AGU, SDZ
511513502154413, LECTRUM, LECTRUM, NOT FOUND, 7.50 MG PO LIOF INJ CT 1 FA VD INC AMP DIL X 1.5 ML + SER + 2 AGU, SDZ
511517302117411, LIVIPARK, LIVIPARK, NOT FOUND, 0.125 MG COM CT BL AL/AL X 30, SDZ
511517303113418, LIVIPARK, LIVIPARK, NOT FOUND, 0.250 MG COM CT BL AL/AL X 30, SDZ
511517301110411, LIVIPARK, LIVIPARK, NOT FOUND, 1 MG COM CT BL AL/AL X 30 , SDZ
511517201116418, LIZZY, LIZZY, NOT FOUND, 0.06 MG + 0.015 MG COM REV CT BL AL PLAS INC X 24, SDZ
511511703111413, LEVCIN, LEVCIN, NOT FOUND, 250 MG COM REV CT BL AL PLAS INC X 7, SDZ
511511901116111, LEVOFLOXACINO, LEVOFLOXACINO, LEVOFLOXACINO, 250 MG COM REV CT BL AL PLAS INC X 7, SDZ
511511702113412, LEVCIN, LEVCIN, NOT FOUND, 500 MG COM REV CT BL AL PLAS INC X 10, SDZ
511511902112118, LEVOFLOXACINO, LEVOFLOXACINO, LEVOFLOXACINO, 500 MG COM REV CT BL AL PLAS INC X 10, SDZ
511511704116419, LEVCIN, LEVCIN, NOT FOUND, 500 MG COM REV CT BL AL PLAS INC X 3, SDZ
511511903119116, LEVOFLOXACINO, LEVOFLOXACINO, LEVOFLOXACINO, 500 MG COM REV CT BL AL PLAS INC X 3, SDZ
511511701117414, LEVCIN, LEVCIN, NOT FOUND, 500 MG COM REV CT BL AL PLAS INC X 7, SDZ
511511904115114, LEVOFLOXACINO, LEVOFLOXACINO, LEVOFLOXACINO, 500 MG COM REV CT BL AL PLAS INC X 7, SDZ
511505601114419, LISINOVIL, LISINOVIL, NOT FOUND, 10 MG COM CT 3 BL AL PLAS INC X 10, SDZ
511505404114114, LISINOPRIL, LISINOPRIL, LISINOPRIL, 10 MG COM CT BL AL PLAS INC X 30, SDZ
511505602110417, LISINOVIL, LISINOVIL, NOT FOUND, 20 MG COM CT 3 BL AL PLAS INC X 10, SDZ
511505405110112, LISINOPRIL, LISINOPRIL, LISINOPRIL, 20 MG COM CT BL AL PLAS INC X 30, SDZ
511505603117415, LISINOVIL, LISINOVIL, NOT FOUND, 5 MG COM CT 3 BL AL PLAS INC X 10, SDZ
511505406117110, LISINOPRIL, LISINOPRIL, LISINOPRIL, 5 MG COM CT BL AL PLAS INC X 30, SDZ
511505901118118, LORATADINA, LORATADINA, LORATADINA, 10 MG COM CT BL AL PLAS INC X 10, SDZ
511506001110410, LORSACOR, LORSACOR, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 14 , SDZ
511506002117419, LORSACOR, LORSACOR, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 28, SDZ
511512702117114, LOSARTANA POTÁSSICA, LOSARTANA POTASSICA, LOSARTANA POTASSICA, 50 MG COM REV CT BL AL PLAS INC X 28, SDZ
511506004111418, LORSACOR, LORSACOR, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 30, SDZ
511506003113417, LORSACOR, LORSACOR, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 60, SDZ
511506101115414, LORSAR HCT, LORSAR HCT, NOT FOUND, 50 MG + 12.5 MG COM REV CT BL AL PLAS AMB X 30, SDZ
511506102111412, LORSAR HCT, LORSAR HCT, NOT FOUND, 50 MG+12.5 MG COM REV CT BL AL PLAS AMB X 28, SDZ
511506201111119, LOVASTATINA, LOVASTATINA, LOVASTATINA, 10 MG COM CT 3 BL AL PLAS BRANC OPC X 10, SDZ
511506202116114, LOVASTATINA, LOVASTATINA, LOVASTATINA, 20 MG COM CT 3 BL AL PLAS BRANC OPC X 10, SDZ
511506203112112, LOVASTATINA, LOVASTATINA, LOVASTATINA, 40 MG COM CT 1 BL AL PLAS BRANC OPC X 10, SDZ
511515801116412, LUFISAN, LUFISAN, NOT FOUND, 40 MG COM CT BL AL PLAS INC X 20, SDZ
511515802139416, LUFISAN, LUFISAN, NOT FOUND, 75 MG/ML EMU OR CT FR PLAS OPC GOT X 15 ML, SDZ
