511201603151417, HALEX ISTAR FRUTOSE, HALEX ISTAR FRUTOSE, NOT FOUND, 50 MG/ML SOL INJ IV CX 20 BOLS PE TRANS SIST FECH X 500 ML, H_I
511206004157419, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (37.50 + 2.25) MG/ML SOL INJ IV CX 20 BOLS PVC TRANS SIST FECH X 500 ML, H_I
511206005153417, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (37.50 + 2.25) MG/ML SOL INJ IV CX 40 BOLS PVC TRANS SIST FECH X 250 ML, H_I
511206006151418, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (40.0 + 1.8) MG/ML SOL INJ IV CX 10 BOLS PVC TRANS SIST FECH X 1000 ML, H_I
511206007156413, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (40.0 + 1.8) MG/ML SOL INJ IV CX 20 BOLS PE TRANS SIST FECH X 500 ML, H_I
511206008152411, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (40.0 + 1.8) MG/ML SOL INJ IV CX 20 BOLS PVC TRANS SIST FECH X 500 ML, H_I
511206009159411, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (40.0 + 1.8) MG/ML SOL INJ IV CX 40 BOLS PVC TRANS SIST FECH X 250 ML, H_I
511206010157417, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (50.0 + 9.0) MG/ML SOL INJ IV CX 10 BOLS PE TRANS SIST FECH X 1000 ML, H_I
511206001158414, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (50.0 + 9.0) MG/ML SOL INJ IV CX 40 BOLS PVC TRANS SIST FECH X 250 ML, H_I
511206011153415, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, 50.0 + 9.0) MG/ML SOL INJ IV CX 10 BOLS PVC TRANS SIST FECH X 1000 ML, H_I
511202703158411, HIBUTAN, HIBUTAN, NOT FOUND, 2 MG/ML SOL INJ CT BOLS PLAS TRANS X 250 ML, H_I
511202701155415, HIBUTAN, HIBUTAN, NOT FOUND, BOLSA 250ML, H_I
511202803152415, HICACINA, HICACINA, NOT FOUND, AMP 2ML (AMICACINA 100 MG), H_I
511202801151411, HICACINA, HICACINA, NOT FOUND, AMP 2ML (AMICACINA 100 MG), H_I
511202901154412, HICLOFEN, HICLOFEN, NOT FOUND, AMP 3ML, H_I
511203002153411, HICONAZOL, HICONAZOL, NOT FOUND, BOLSA 100ML (FLUCONAZOL 100MG), H_I
511203103154413, HIDAZOL, HIDAZOL, NOT FOUND, 5 MG/ML SOL INJ CX 60 BOLS PE TRANS X 100 ML (SIST FECH), H_I
511203201156410, HIFLOXAN, HIFLOXAN, NOT FOUND, BOLSA 100ML (CIPROFLOXACINA 200MG) SOLUFLEX(r)-SIST.FEC, H_I
511203202152419, HIFLOXAN, HIFLOXAN, NOT FOUND, BOLSA 200ML (CIPROFLOXACINA 400MG) SOLUFLEX(r)-SIST.FE, H_I
511201603151417, HALEX ISTAR FRUTOSE, HALEX ISTAR FRUTOSE, NOT FOUND, 50 MG/ML SOL INJ IV CX 20 BOLS PE TRANS SIST FECH X 500 ML, H_I
511201604156412, HALEX ISTAR FRUTOSE, HALEX ISTAR FRUTOSE, NOT FOUND, 50 MG/ML SOL INJ IV CX 20 BOLS PVC TRANS SIST FECH X 500 ML, H_I
511206002154412, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (37.50 + 2.25) MG/ML SOL INJ IV CX 10 BOLS PVC TRANS SIST FECH X 1000 ML, H_I
511206003150410, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (37.50 + 2.25) MG/ML SOL INJ IV CX 20 BOLS PE TRANS SIST FECH X 500 ML, H_I
511206004157419, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (37.50 + 2.25) MG/ML SOL INJ IV CX 20 BOLS PVC TRANS SIST FECH X 500 ML, H_I
511206005153417, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (37.50 + 2.25) MG/ML SOL INJ IV CX 40 BOLS PVC TRANS SIST FECH X 250 ML, H_I
511206006151418, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (40.0 + 1.8) MG/ML SOL INJ IV CX 10 BOLS PVC TRANS SIST FECH X 1000 ML, H_I
511206007156413, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (40.0 + 1.8) MG/ML SOL INJ IV CX 20 BOLS PE TRANS SIST FECH X 500 ML, H_I
511206008152411, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (40.0 + 1.8) MG/ML SOL INJ IV CX 20 BOLS PVC TRANS SIST FECH X 500 ML, H_I
511206009159411, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (40.0 + 1.8) MG/ML SOL INJ IV CX 40 BOLS PVC TRANS SIST FECH X 250 ML, H_I
511206010157417, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (50.0 + 9.0) MG/ML SOL INJ IV CX 10 BOLS PE TRANS SIST FECH X 1000 ML, H_I
511206001158414, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (50.0 + 9.0) MG/ML SOL INJ IV CX 40 BOLS PVC TRANS SIST FECH X 250 ML, H_I
511206011153415, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, 50.0 + 9.0) MG/ML SOL INJ IV CX 10 BOLS PVC TRANS SIST FECH X 1000 ML, H_I
511202703158411, HIBUTAN, HIBUTAN, NOT FOUND, 2 MG/ML SOL INJ CT BOLS PLAS TRANS X 250 ML, H_I
511202701155415, HIBUTAN, HIBUTAN, NOT FOUND, BOLSA 250ML, H_I
511202801151411, HICACINA, HICACINA, NOT FOUND, AMP 2ML (AMICACINA 100 MG), H_I
511202803152415, HICACINA, HICACINA, NOT FOUND, AMP 2ML (AMICACINA 100 MG), H_I
511202901154412, HICLOFEN, HICLOFEN, NOT FOUND, AMP 3ML, H_I
511203002153411, HICONAZOL, HICONAZOL, NOT FOUND, BOLSA 100ML (FLUCONAZOL 100MG), H_I
511203103154413, HIDAZOL, HIDAZOL, NOT FOUND, 5 MG/ML SOL INJ CX 60 BOLS PE TRANS X 100 ML (SIST FECH), H_I
511203201156410, HIFLOXAN, HIFLOXAN, NOT FOUND, BOLSA 100ML (CIPROFLOXACINA 200MG) SOLUFLEX(r)-SIST.FEC, H_I
511203202152419, HIFLOXAN, HIFLOXAN, NOT FOUND, BOLSA 200ML (CIPROFLOXACINA 400MG) SOLUFLEX(r)-SIST.FE, H_I
511201603151417, HALEX ISTAR FRUTOSE, HALEX ISTAR FRUTOSE, NOT FOUND, 50 MG/ML SOL INJ IV CX 20 BOLS PE TRANS SIST FECH X 500 ML, H_I
511201604156412, HALEX ISTAR FRUTOSE, HALEX ISTAR FRUTOSE, NOT FOUND, 50 MG/ML SOL INJ IV CX 20 BOLS PVC TRANS SIST FECH X 500 ML, H_I
511206002154412, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (37.50 + 2.25) MG/ML SOL INJ IV CX 10 BOLS PVC TRANS SIST FECH X 1000 ML, H_I
511206003150410, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (37.50 + 2.25) MG/ML SOL INJ IV CX 20 BOLS PE TRANS SIST FECH X 500 ML, H_I
511206004157419, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (37.50 + 2.25) MG/ML SOL INJ IV CX 20 BOLS PVC TRANS SIST FECH X 500 ML, H_I
511206005153417, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (37.50 + 2.25) MG/ML SOL INJ IV CX 40 BOLS PVC TRANS SIST FECH X 250 ML, H_I
511206006151418, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (40.0 + 1.8) MG/ML SOL INJ IV CX 10 BOLS PVC TRANS SIST FECH X 1000 ML, H_I
511206007156413, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (40.0 + 1.8) MG/ML SOL INJ IV CX 20 BOLS PE TRANS SIST FECH X 500 ML, H_I
511206008152411, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (40.0 + 1.8) MG/ML SOL INJ IV CX 20 BOLS PVC TRANS SIST FECH X 500 ML, H_I
511206009159411, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (40.0 + 1.8) MG/ML SOL INJ IV CX 40 BOLS PVC TRANS SIST FECH X 250 ML, H_I
511206010157417, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (50.0 + 9.0) MG/ML SOL INJ IV CX 10 BOLS PE TRANS SIST FECH X 1000 ML, H_I
511206001158414, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (50.0 + 9.0) MG/ML SOL INJ IV CX 40 BOLS PVC TRANS SIST FECH X 250 ML, H_I
511206011153415, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, 50.0 + 9.0) MG/ML SOL INJ IV CX 10 BOLS PVC TRANS SIST FECH X 1000 ML, H_I
511202703158411, HIBUTAN, HIBUTAN, NOT FOUND, 2 MG/ML SOL INJ CT BOLS PLAS TRANS X 250 ML, H_I
511202701155415, HIBUTAN, HIBUTAN, NOT FOUND, BOLSA 250ML, H_I
511202803152415, HICACINA, HICACINA, NOT FOUND, AMP 2ML (AMICACINA 100 MG), H_I
511202801151411, HICACINA, HICACINA, NOT FOUND, AMP 2ML (AMICACINA 100 MG), H_I
511202901154412, HICLOFEN, HICLOFEN, NOT FOUND, AMP 3ML, H_I
511203002153411, HICONAZOL, HICONAZOL, NOT FOUND, BOLSA 100ML (FLUCONAZOL 100MG), H_I
511203103154413, HIDAZOL, HIDAZOL, NOT FOUND, 5 MG/ML SOL INJ CX 60 BOLS PE TRANS X 100 ML (SIST FECH), H_I
511203201156410, HIFLOXAN, HIFLOXAN, NOT FOUND, BOLSA 100ML (CIPROFLOXACINA 200MG) SOLUFLEX(r)-SIST.FEC, H_I
511203202152419, HIFLOXAN, HIFLOXAN, NOT FOUND, BOLSA 200ML (CIPROFLOXACINA 400MG) SOLUFLEX(r)-SIST.FE, H_I
511203201156410, HIFLOXAN, HIFLOXAN, NOT FOUND, BOLSA 100ML (CIPROFLOXACINA 200MG) SOLUFLEX(r)-SIST.FEC, H_I
511203202152419, HIFLOXAN, HIFLOXAN, NOT FOUND, BOLSA 200ML (CIPROFLOXACINA 400MG) SOLUFLEX(r)-SIST.FE, H_I
511202703158411, HIBUTAN, HIBUTAN, NOT FOUND, 2 MG/ML SOL INJ CT BOLS PLAS TRANS X 250 ML, H_I
511202701155415, HIBUTAN, HIBUTAN, NOT FOUND, BOLSA 250ML, H_I
511202901154412, HICLOFEN, HICLOFEN, NOT FOUND, AMP 3ML, H_I
511203002153411, HICONAZOL, HICONAZOL, NOT FOUND, BOLSA 100ML (FLUCONAZOL 100MG), H_I
511201603151417, HALEX ISTAR FRUTOSE, HALEX ISTAR FRUTOSE, NOT FOUND, 50 MG/ML SOL INJ IV CX 20 BOLS PE TRANS SIST FECH X 500 ML, H_I
511201604156412, HALEX ISTAR FRUTOSE, HALEX ISTAR FRUTOSE, NOT FOUND, 50 MG/ML SOL INJ IV CX 20 BOLS PVC TRANS SIST FECH X 500 ML, H_I
511206002154412, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (37.50 + 2.25) MG/ML SOL INJ IV CX 10 BOLS PVC TRANS SIST FECH X 1000 ML, H_I
511206003150410, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (37.50 + 2.25) MG/ML SOL INJ IV CX 20 BOLS PE TRANS SIST FECH X 500 ML, H_I
511206004157419, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (37.50 + 2.25) MG/ML SOL INJ IV CX 20 BOLS PVC TRANS SIST FECH X 500 ML, H_I
511206005153417, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (37.50 + 2.25) MG/ML SOL INJ IV CX 40 BOLS PVC TRANS SIST FECH X 250 ML, H_I
511206006151418, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (40.0 + 1.8) MG/ML SOL INJ IV CX 10 BOLS PVC TRANS SIST FECH X 1000 ML, H_I
511206007156413, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (40.0 + 1.8) MG/ML SOL INJ IV CX 20 BOLS PE TRANS SIST FECH X 500 ML, H_I
511206008152411, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (40.0 + 1.8) MG/ML SOL INJ IV CX 20 BOLS PVC TRANS SIST FECH X 500 ML, H_I
511206009159411, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (40.0 + 1.8) MG/ML SOL INJ IV CX 40 BOLS PVC TRANS SIST FECH X 250 ML, H_I
511206010157417, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (50.0 + 9.0) MG/ML SOL INJ IV CX 10 BOLS PE TRANS SIST FECH X 1000 ML, H_I
511206001158414, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (50.0 + 9.0) MG/ML SOL INJ IV CX 40 BOLS PVC TRANS SIST FECH X 250 ML, H_I
511206011153415, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, 50.0 + 9.0) MG/ML SOL INJ IV CX 10 BOLS PVC TRANS SIST FECH X 1000 ML, H_I
511203103154413, HIDAZOL, HIDAZOL, NOT FOUND, 5 MG/ML SOL INJ CX 60 BOLS PE TRANS X 100 ML (SIST FECH), H_I
511202801151411, HICACINA, HICACINA, NOT FOUND, AMP 2ML (AMICACINA 100 MG), H_I
511202803152415, HICACINA, HICACINA, NOT FOUND, AMP 2ML (AMICACINA 100 MG), H_I
511203201156410, HIFLOXAN, HIFLOXAN, NOT FOUND, BOLSA 100ML (CIPROFLOXACINA 200MG) SOLUFLEX(r)-SIST.FEC, H_I
511203202152419, HIFLOXAN, HIFLOXAN, NOT FOUND, BOLSA 200ML (CIPROFLOXACINA 400MG) SOLUFLEX(r)-SIST.FE, H_I
511202703158411, HIBUTAN, HIBUTAN, NOT FOUND, 2 MG/ML SOL INJ CT BOLS PLAS TRANS X 250 ML, H_I
511202701155415, HIBUTAN, HIBUTAN, NOT FOUND, BOLSA 250ML, H_I
511202901154412, HICLOFEN, HICLOFEN, NOT FOUND, AMP 3ML, H_I
511203002153411, HICONAZOL, HICONAZOL, NOT FOUND, BOLSA 100ML (FLUCONAZOL 100MG), H_I
511201603151417, HALEX ISTAR FRUTOSE, HALEX ISTAR FRUTOSE, NOT FOUND, 50 MG/ML SOL INJ IV CX 20 BOLS PE TRANS SIST FECH X 500 ML, H_I
511201604156412, HALEX ISTAR FRUTOSE, HALEX ISTAR FRUTOSE, NOT FOUND, 50 MG/ML SOL INJ IV CX 20 BOLS PVC TRANS SIST FECH X 500 ML, H_I
511206002154412, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (37.50 + 2.25) MG/ML SOL INJ IV CX 10 BOLS PVC TRANS SIST FECH X 1000 ML, H_I
511206003150410, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (37.50 + 2.25) MG/ML SOL INJ IV CX 20 BOLS PE TRANS SIST FECH X 500 ML, H_I
511206004157419, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (37.50 + 2.25) MG/ML SOL INJ IV CX 20 BOLS PVC TRANS SIST FECH X 500 ML, H_I
511206005153417, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (37.50 + 2.25) MG/ML SOL INJ IV CX 40 BOLS PVC TRANS SIST FECH X 250 ML, H_I
511206006151418, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (40.0 + 1.8) MG/ML SOL INJ IV CX 10 BOLS PVC TRANS SIST FECH X 1000 ML, H_I
511206007156413, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (40.0 + 1.8) MG/ML SOL INJ IV CX 20 BOLS PE TRANS SIST FECH X 500 ML, H_I
511206008152411, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (40.0 + 1.8) MG/ML SOL INJ IV CX 20 BOLS PVC TRANS SIST FECH X 500 ML, H_I
511206009159411, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (40.0 + 1.8) MG/ML SOL INJ IV CX 40 BOLS PVC TRANS SIST FECH X 250 ML, H_I
511206010157417, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (50.0 + 9.0) MG/ML SOL INJ IV CX 10 BOLS PE TRANS SIST FECH X 1000 ML, H_I
511206001158414, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, (50.0 + 9.0) MG/ML SOL INJ IV CX 40 BOLS PVC TRANS SIST FECH X 250 ML, H_I
511206011153415, HALEX ISTAR SOLUÇÃO GLICOFISIOLÓGICA, HALEX ISTAR SOLUCAO GLICOFISIOLOGICA, NOT FOUND, 50.0 + 9.0) MG/ML SOL INJ IV CX 10 BOLS PVC TRANS SIST FECH X 1000 ML, H_I
511203103154413, HIDAZOL, HIDAZOL, NOT FOUND, 5 MG/ML SOL INJ CX 60 BOLS PE TRANS X 100 ML (SIST FECH), H_I
511202801151411, HICACINA, HICACINA, NOT FOUND, AMP 2ML (AMICACINA 100 MG), H_I
511202803152415, HICACINA, HICACINA, NOT FOUND, AMP 2ML (AMICACINA 100 MG), H_I
