507736301118411, C CALCIO, C CALCIO, NOT FOUND, 10 COMP EFERV, E3S
507734003111410, CORONARIL, CORONARIL, NOT FOUND, 80MG X 30 COMP REV, E3S
507708802159415, CORTIZOL, CORTIZOL, NOT FOUND, 100MG INJ C/50 FR C/2ML (HOSP), E3S
507708804151411, CORTIZOL, CORTIZOL, NOT FOUND, 500MG INJC/50FR C/5ML (HOSP), E3S
507708901114411, CYSTEX, CYSTEX, NOT FOUND, FR C/24 DRG, E3S
507736301118411, C CALCIO, C CALCIO, NOT FOUND, 10 COMP EFERV, E3S
507734101138410, CALCINOL COMPLEXO, CALCINOL COMPLEXO, NOT FOUND, SUSP 240 ML, E3S
507732304171416, CANDERM, CANDERM, NOT FOUND, 100MG/G GEL VAG BISN C/ 50G + APLIC, E3S
507732302111416, CANDERM, CANDERM, NOT FOUND, 250MG 2 BLT C/ 10 COMP, E3S
507732303116411, CANDERM, CANDERM, NOT FOUND, 400MG 2 BLT C/ 10 COMP, E3S
507730311111117, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 12.5 MG COM CT BL AL PLAS INC X 30, E3S
507730308110113, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 12.5 MG COM CT BL AL PLAS INC X 90 (EMB FRAC), E3S
507730307114115, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 25 MG COM CT BL AL PLAS INC X 60 (EMB HOSP), E3S
507730309117111, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 25 MG COM CT BL AL PLAS INC X 90 (EMB FRAC), E3S
507730302112114, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 25MG 2 BL X 15 COMP, E3S
507730306118117, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 50 MG COM CT BL AL PLAS INC X 60 (EMB HOSP), E3S
507730310115119, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 50 MG COM CT BL AL PLAS INC X 90 (EMB FRAC), E3S
507730305111119, CAPTOPRIL, CAPTOPRIL, CAPTOPRIL, 50MG 2 BL X 15 COMP, E3S
507703804110110, CAPTOPRIL + HIDROCLOROTIAZIDA, CAPTOPRIL HIDROCLOROTIAZIDA, NOT FOUND, 50 MG + 25 MG COM CT BL AL PLAS LEIT X 90 (EMB FRAC), E3S
507703803114112, CAPTOPRIL + HIDROCLOROTIAZIDA, CAPTOPRIL HIDROCLOROTIAZIDA, NOT FOUND, 50/25MG 1BL X 15 COMP, E3S
507703801111116, CAPTOPRIL + HIDROCLOROTIAZIDA, CAPTOPRIL HIDROCLOROTIAZIDA, NOT FOUND, 50/25MG 2BL X 15 COMP, E3S
507703901116411, CAPYLA-HAIR, CAPYLA HAIR, NOT FOUND, 1MG 2 BL X 15 COMP, E3S
507704001119110, CARBAMAZEPINA, CARBAMAZEPINA, CARBAMAZEPINA, (C1) 200MG 2 BL X 10COMP, E3S
507704003111117, CARBAMAZEPINA, CARBAMAZEPINA, CARBAMAZEPINA, (C1) 400MG 2 BL X 10COMP, E3S
507704004215420, CARBAMAZEPINA, CARBAMAZEPINA, CARBAMAZEPINA, 120 MG COM REV CT BL AL PLAS INC X 30, E3S
507704103132116, CARBOCISTEINA, CARBOCISTEINA, CARBOCISTEINA, 50MG/ML SOL ORAL FR C/ 20ML, E3S
507704201118411, CEDROXIL, CEDROXIL, NOT FOUND, 500MG 1 BL X 8 CAPS, E3S
507704302135115, CEFACLOR, CEFACLOR, CEFACLOR, 250MG/5ML SUSP ORAL FR 80ML, E3S
507704303131113, CEFACLOR, CEFACLOR, CEFACLOR, 375MG/5ML SUSP ORAL FR 80ML, E3S
507704305118114, CEFACLOR, CEFACLOR, CEFACLOR, 500 MG CAP GEL DURA CT BL AL PLAS INC X 30 (EMB FRAC), E3S
507704304111116, CEFACLOR, CEFACLOR, CEFACLOR, 500MG 1 BL X 10 CAPS, E3S
507704401117115, CEFADROXIL, CEFADROXIL, NOT FOUND, 500MG 1 BL X 8 CAPS, E3S
507704402131111, CEFADROXIL, CEFADROXIL, NOT FOUND, SUSP 250MG/5ML FR C/ 100ML, E3S
507704403136117, CEFADROXIL, CEFADROXIL, NOT FOUND, SUSP 500MG/5ML 100ML, E3S
507733901114119, CEFADROXILA, CEFADROXILA, CEFADROXILA, 500 MG X 60 CAPS (EMB FRAC), E3S
507704501111410, CEFAGRAN, CEFAGRAN, NOT FOUND, 500MG 1 BL X 8 COMP, E3S
507704503130412, CEFAGRAN, CEFAGRAN, NOT FOUND, SUSP 250MG FR PO 100ML, E3S
507704604115117, CEFALEXINA, CEFALEXINA, CEFALEXINA, 1 G COM REV CT BL AL PLAS INC X 8 , E3S
507704605111115, CEFALEXINA, CEFALEXINA, CEFALEXINA, 1G X 45 COMP REV (EMB FRAC), E3S
507704601116112, CEFALEXINA, CEFALEXINA, CEFALEXINA, 500MG 1 BL X 10 COMP, E3S
507704602112110, CEFALEXINA, CEFALEXINA, CEFALEXINA, 500MG BL X 8 COMP, E3S
507704606118113, CEFALEXINA, CEFALEXINA, CEFALEXINA, 500MG X 60 COMP REV (EMB FRAC), E3S
507704603135114, CEFALEXINA, CEFALEXINA, CEFALEXINA, SUSP 250MG FR 100ML, E3S
507704902159414, CEFATRIL, CEFATRIL, NOT FOUND, INJ C/ 50 FR/A+DIL10ML, E3S
507705101151413, CEFTRIAX, CEFTRIAX, NOT FOUND, IM 1G C/ 1 X 3.5ML, E3S
507705102156419, CEFTRIAX, CEFTRIAX, NOT FOUND, IM 250MG C/ 1 2ML, E3S
507705103152417, CEFTRIAX, CEFTRIAX, NOT FOUND, IM 500MG C/ 1 2ML, E3S
507705201154112, CEFTRIAXONA SOD, CEFTRIAXONA SOD, CEFTRIAXONA SODICA, 1G IM C/ 1 FR/DIL INJ, E3S
507705203157119, CEFTRIAXONA SOD, CEFTRIAXONA SOD, CEFTRIAXONA SODICA, 500MG IM C/ 1 FR/DIL INJ, E3S
507705301116417, CELERG, CELERG, NOT FOUND, 0.25 MG + 2 MG 2 BL X 10 COMP, E3S
507705302139410, CELERG, CELERG, NOT FOUND, XAROPE 120ML 0.25MG+2MG/5ML, E3S
507705401137416, CELERGIN, CELERGIN, NOT FOUND, 0.25 MG + 2 MG / 5 ML XPE 120ML, E3S
507705402117419, CELERGIN, CELERGIN, NOT FOUND, 0.25 MG + 2 MG COMP 2 BL X 10 COMP-E, E3S
507705501166418, CELOCORT, CELOCORT, NOT FOUND, CREME BISN C/ 30 G, E3S
507705602116416, CENEVIT, CENEVIT, NOT FOUND, 2G COMP EFERV C/ 10, E3S
507705701165113, CETOC.+BETAM.+SULF. NEO., CETOC BETAM SULF NEO, NOT FOUND, CREME 20 + 0.5 + 2.5 MG/G BISN, E3S
507705702161111, CETOC.+BETAM.+SULF. NEO., CETOC BETAM SULF NEO, NOT FOUND, POMADA 20 + 0.5 + 2.5 MG/G, E3S
507705801161111, CETOC.+DIPROP. BETA., CETOC DIPROP BETA, NOT FOUND, CREME BISN 30G, E3S
507705802166115, CETOC.+DIPROP. BETA., CETOC DIPROP BETA, NOT FOUND, POMADA BISN 30G, E3S
507705905119111, CETOCONAZOL, CETOCONAZOL, CETOCONAZOL, 200 MG COM CT BL AL PLAS BCO LEIT X 60 (EMB FRAC), E3S
507705901113117, CETOCONAZOL, CETOCONAZOL, CETOCONAZOL, 200MG 1 BL X 10 COMP, E3S
507705902111118, CETOCONAZOL, CETOCONAZOL, CETOCONAZOL, 200MG 3 BL X 10 COMP, E3S
507705903167117, CETOCONAZOL, CETOCONAZOL, CETOCONAZOL, CREME BISN C/ 30G, E3S
507705904171118, CETOCONAZOL, CETOCONAZOL, CETOCONAZOL, SHAMPOO FR C/ 100ML, E3S
507737501161112, CETOCONAZOL + DIPROPIONATO DE BETAMETASONA, CETOCONAZOL DIPROPIONATO BETAMETASONA, NOT FOUND, 20 MG/G + 0.5 MG/G CREM DERM CT BG AL X 10 G, E3S
507735201160114, CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA, CETOCONAZOL DIPROPIONATO BETAMETASONA SULFATO NEOMICINA, NOT FOUND, 20 MG/G + 0.5 MG/G + 2.5 MG/G CREM DERM CT BG AL X 10 G, E3S
507735202167112, CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA, CETOCONAZOL DIPROPIONATO BETAMETASONA SULFATO NEOMICINA, NOT FOUND, 20 MG/G + 0.5 MG/G + 2.5 MG/G POM DERM CT BG AL X 10 G, E3S
507706005111110, CETOPROFENO, CETOPROFENO, CETOPROFENO, 50 MG CAP GEL DURA CT BL AL PLAS INC X 60 (EMB FRAC), E3S
507706004158113, CETOPROFENO, CETOPROFENO, CETOPROFENO, 50 MG/ML SOL INJ CT 50 AMP VD AMB X 2 ML (EMB HOSP), E3S
507706001116118, CETOPROFENO, CETOPROFENO, CETOPROFENO, 50MG 1 BL X 24 CAPS, E3S
507706002163111, CETOPROFENO, CETOPROFENO, CETOPROFENO, GEL BISN C/ 30 G, E3S
507706103156119, CETOROLACO DE TROMETAMINA, CETOROLACO TROMETAMINA, NOT FOUND, 30 MG/ML SOL INJ CT 3 AMP VD AMB X 1 ML, E3S
507706102151113, CETOROLACO DE TROMETAMINA, CETOROLACO TROMETAMINA, NOT FOUND, 30 MG/ML SOL INJ CT 3 AMP VD AMB X 2 ML, E3S
507706101171110, CETOROLACO DE TROMETAMINA, CETOROLACO TROMETAMINA, NOT FOUND, SOL OT 0.5% 5ML, E3S
507727101179416, CHRON-ASA 5, CHRON ASA 5, NOT FOUND, 3 G PO EXT CT ENV AL + DIL X 100 ML, E3S
507727102116418, CHRON-ASA 5, CHRON ASA 5, NOT FOUND, 400 MG COM REVE CT 3 BL AL PLAS INC X 10, E3S
507727103112416, CHRON-ASA 5, CHRON ASA 5, NOT FOUND, 800 MG COM REVE CT 2 BL AL PLAS INC X 10, E3S
507739801170113, CICLOPIROX OLAMINA, CICLOPIROX OLAMINA, CICLOPIROX OLAMINA, 10 MG/ML SOL TOP CT FR GOT PLAS TRANS X 15 ML, E3S
507706303112417, CIPROCILIN, CIPROCILIN, NOT FOUND, 500MG 1 BL X 6 COMP, E3S
507706304119415, CIPROCILIN, CIPROCILIN, NOT FOUND, 500MG 2 BL X 7 COMP, E3S
507732401134112, CITRATO DE ORFENADINA +DIPIRONA SÓDICA + CAFEÍNA ANIDRA, CITRATO ORFENADINA DIPIRONA SODICA CAFEINA ANIDRA, NOT FOUND, 35 MG/ML + 300 MG/ML + 50 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML, E3S
507706403176115, CLARITROMICINA, CLARITROMICINA, CLARITROMICINA, 25MG/ML GRAN SUSP 60ML + DIL, E3S
507706405111118, CLARITROMICINA, CLARITROMICINA, CLARITROMICINA, 500 MG COM REV CT BL AL PLAS LEIT X 30 (EMB FRAC), E3S
507706401114112, CLARITROMICINA, CLARITROMICINA, CLARITROMICINA, 500MG 1 BL X 10 COMP, E3S
507706402110110, CLARITROMICINA, CLARITROMICINA, CLARITROMICINA, 500MG 2 BL X 7 COMP, E3S
507706404172113, CLARITROMICINA, CLARITROMICINA, CLARITROMICINA, 50MG/ML GRAN SUSP 60ML + DIL, E3S
507706701118415, CLO, CLO, NOT FOUND, (C1) 10MG 2 BL X 10 COMP REV HOSP, E3S
507706702114413, CLO, CLO, NOT FOUND, (C1) 25MG 2 BL X 10 COMP REV HOSP, E3S
507706703110411, CLO, CLO, NOT FOUND, 75MG 2 BLT C/ 10 COMP, E3S
507730802115112, CLONAZEPAM, CLONAZEPAM, CLONAZEPAM, 2 MG COM CT BL AL PLAS LEIT X 30, E3S
507730801135111, CLONAZEPAM, CLONAZEPAM, CLONAZEPAM, 2.5 MG/ML SOL OR CT FR VD AMB CGT X 20 ML, E3S
507727901116117, CLOR. ANFEPRAMONA, CLOR ANFEPRAMONA, CLORIDRATO ANFEPRAMONA, 25MG C/20 COMP, E3S
507727902112115, CLOR. ANFEPRAMONA, CLOR ANFEPRAMONA, CLORIDRATO ANFEPRAMONA, 75 MG COM LIB LENTA CT BL AL PLAS LEIT X 20, E3S
507706901176117, CLOR. AZELASTINA, CLOR AZELASTINA, CLORIDRATO AZELASTINA, SOL NASAL 10ML, E3S
507707001111114, CLOR. CIPROFLOXACIN0, CLOR CIPROFLOXACIN0, NOT FOUND, 250MG 2 BL X 7, E3S
507707002116111, CLOR. CIPROFLOXACIN0, CLOR CIPROFLOXACIN0, NOT FOUND, 250MG1 BL X 6, E3S
507707006170119, CLOR. CIPROFLOXACIN0, CLOR CIPROFLOXACIN0, NOT FOUND, 3 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML, E3S
507707005166118, CLOR. CIPROFLOXACIN0, CLOR CIPROFLOXACIN0, NOT FOUND, 3.5 MG/G POM OFT CT BG AL X 3.5G, E3S
507707007118110, CLOR. CIPROFLOXACIN0, CLOR CIPROFLOXACIN0, NOT FOUND, 500 MG COM REV CT BL AL PLAS OPC X 10, E3S
507707004119116, CLOR. CIPROFLOXACIN0, CLOR CIPROFLOXACIN0, NOT FOUND, 500MG 2BL X 7, E3S
507707003112118, CLOR. CIPROFLOXACIN0, CLOR CIPROFLOXACIN0, NOT FOUND, 500MG1BL X 6, E3S
507707205114111, CLOR. DILTIAZEN, CLOR DILTIAZEN, NOT FOUND, 30MG FR C/ 50 COMP, E3S
507707206110111, CLOR. DILTIAZEN, CLOR DILTIAZEN, NOT FOUND, 60 MG COM CT FR PLAS OPC X 25, E3S
507707207117118, CLOR. DILTIAZEN, CLOR DILTIAZEN, NOT FOUND, 60 MG COM CT FR PLAS OPC X 50, E3S
507707201119119, CLOR. DILTIAZEN, CLOR DILTIAZEN, NOT FOUND, 60MG FR C/25 COMP, E3S
507707202115117, CLOR. DILTIAZEN, CLOR DILTIAZEN, NOT FOUND, 60MG FR C/50 COMP, E3S
507707302111113, CLOR. DOXICICLINA, CLOR DOXICICLINA, CLORIDRATO DOXICICLINA, 100 MG COM REV CT BL AL PLAS INC X 60 (EMB FRAC), E3S
507707301113112, CLOR. DOXICICLINA, CLOR DOXICICLINA, CLORIDRATO DOXICICLINA, 100MG 1BL X 15 COMP, E3S
507728001135113, CLOR. METOCLOPRAMIDA, CLOR METOCLOPRAMIDA, CLORIDRATO METOCLOPRAMIDA MONOIDRATADO, 4MG/ML SOL ORAL FR C/ 10ML, E3S
507728101131111, CLOR. NAFAZOLINA, CLOR NAFAZOLINA, CLORIDRATO NAFAZOLINA, 0.5MG/ML SOL NASAL FR C/ 30ML, E3S
507707605163111, CLOR. TERBINAFINA, CLOR TERBINAFINA, CLORIDRATO TERBINAFINA, 10 MG/G CREM DERM CT BG AL X 20 G, E3S
507707606135111, CLOR. TERBINAFINA, CLOR TERBINAFINA, CLORIDRATO TERBINAFINA, 10 MG/G SOL TOP CT FR PLAS OPC GOT X 30 ML, E3S
507707607131118, CLOR. TERBINAFINA, CLOR TERBINAFINA, CLORIDRATO TERBINAFINA, 10 MG/G SOL TOP CT FR PLAS OPC SPRAY X 30 ML, E3S
507707608111110, CLOR. TERBINAFINA, CLOR TERBINAFINA, CLORIDRATO TERBINAFINA, 125 MG COM CT BL AL PLAS INC X 90 (EMB FRAC), E3S
507707609118119, CLOR. TERBINAFINA, CLOR TERBINAFINA, CLORIDRATO TERBINAFINA, 250 MG COM CT BL AL PLAS INC X 90 (EMB FRAC), E3S
507707603111112, CLOR. TERBINAFINA, CLOR TERBINAFINA, CLORIDRATO TERBINAFINA, 250MG 2 BL X 7 COMP, E3S
507707604116118, CLOR. TERBINAFINA, CLOR TERBINAFINA, CLORIDRATO TERBINAFINA, 250MG 4 BL X 7 COMP, E3S
507707702118115, CLOR. TRAMADOL, CLOR TRAMADOL, CLORIDRATO TRAMADOL, 50MG 1 BLT C/ 10 CAPS, E3S
507728202114113, CLOR. VERAPAMIL, CLOR VERAPAMIL, CLORIDRATO VERAPAMIL, 80 MG COM REV CT BL AL PLAS LEIT X 90 (EMB FRAC), E3S
507728201118115, CLOR. VERAPAMIL, CLOR VERAPAMIL, CLORIDRATO VERAPAMIL, 80MG 2 BLT C/ 15 COMP, E3S
507708001113417, CLORATADD, CLORATADD, NOT FOUND, 10MG 1BL X 12 COMP, E3S
507708002136410, CLORATADD, CLORATADD, NOT FOUND, 5MG/5ML XPE FR C/100ML, E3S
507708102114419, CLORATADD D, CLORATADD D, NOT FOUND, (D1) BL X 12 DRG, E3S
507708101134416, CLORATADD D, CLORATADD D, NOT FOUND, (D1) XPE FR C/60 ML, E3S
507708201163116, CLORID.TETRAMICINA + ANFOTERICINA, CLORID TETRAMICINA ANFOTERICINA, NOT FOUND, CR VAG 45G C/10 APL, E3S
507729003115118, CLORIDRATO DE AMILORIDA + HIDROCLOROTIAZIDA, CLORIDRATO AMILORIDA HIDROCLOROTIAZIDA, NOT FOUND, 2.5 MG + 25 MG COM CT BL AL PLAS LEIT X 90 (EMB FRAC), E3S
507729002119111, CLORIDRATO DE AMILORIDA + HIDROCLOROTIAZIDA, CLORIDRATO AMILORIDA HIDROCLOROTIAZIDA, NOT FOUND, 2.5MG + 25MG 2 BLT C/ 15 COMP, E3S
507729004111116, CLORIDRATO DE AMILORIDA + HIDROCLOROTIAZIDA, CLORIDRATO AMILORIDA HIDROCLOROTIAZIDA, NOT FOUND, 5 MG + 50 MG COM CT BL AL PLAS LEIT X 90 (EMB FRAC), E3S
507729001112111, CLORIDRATO DE AMILORIDA + HIDROCLOROTIAZIDA, CLORIDRATO AMILORIDA HIDROCLOROTIAZIDA, NOT FOUND, 5.0+50 MG COM 30 COMP, E3S
507738801118113, CLORIDRATO DE AMITRIPTILINA, CLORIDRATO AMITRIPTILINA, CLORIDRATO AMITRIPTILINA, 25 MG COM REV CT BL AL PLAS OPC X 30, E3S
507738802114111, CLORIDRATO DE AMITRIPTILINA, CLORIDRATO AMITRIPTILINA, CLORIDRATO AMITRIPTILINA, 75 MG COM REV CT BL AL PLAS OPC X 30, E3S
507731601172117, CLORIDRATO DE BETAXOLOL, CLORIDRATO BETAXOLOL, CLORIDRATO BETAXOLOL, 5 MG/ML SOL OFT CT FR PLAS TRANS GOT X 5 ML, E3S
507737101139111, CLORIDRATO DE BROMEXINA, CLORIDRATO BROMEXINA, CLORIDRATO BROMEXINA, 0.8 MG/ML XPE CT FR VD AMB X 120 ML + CP MED, E3S
507740701117117, CLORIDRATO DE CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, 10MG COM REV CT BL AL PLAS OPC X 10, E3S
507740702113115, CLORIDRATO DE CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, 10MG COM REV CT BL AL PLAS OPC X 15, E3S
507740703111116, CLORIDRATO DE CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, CLORIDRATO CICLOBENZAPRINA, 10MG COM REV CT BL AL PLAS OPC X 30, E3S
507738501173119, CLORIDRATO DE CIPROFLOXACINO + DEXAMETASONA, CLORIDRATO CIPROFLOXACINO DEXAMETASONA, NOT FOUND, 3.5 MG + 1 MG SOL OFT CT FR PLAS OPC GOT X 5 ML, E3S
507735702119117, CLORIDRATO DE CLINDAMICINA, CLORIDRATO CLINDAMICINA, CLORIDRATO CLINDAMICINA MONOIDRATADO, 300 MG CAP GEL DURA CT BL AL PLAS LEIT X 16, E3S
507735701112119, CLORIDRATO DE CLINDAMICINA, CLORIDRATO CLINDAMICINA, CLORIDRATO CLINDAMICINA MONOIDRATADO, 300 MG CAP GEL DURA CT BL AL PLAS LEIT X 72 (EMB FRAC), E3S
507737001134116, CLORIDRATO DE CLOBUTINOL, CLORIDRATO CLOBUTINOL, CLORIDRATO CLOBUTINOL, 4 MG/ML XPE CT FR VD AMB X 120 ML + CP MED, E3S
507707102110113, CLORIDRATO DE CLOMIPRAMINA, CLORIDRATO CLOMIPRAMINA, CLORIDRATO CLOMIPRAMINA, 10MG COM REVES CT BL AL PLAS INC X 20, E3S
507707101114115, CLORIDRATO DE CLOMIPRAMINA, CLORIDRATO CLOMIPRAMINA, CLORIDRATO CLOMIPRAMINA, 25MG 1BL X 20 COMP, E3S
507707103117111, CLORIDRATO DE CLOMIPRAMINA, CLORIDRATO CLOMIPRAMINA, CLORIDRATO CLOMIPRAMINA, 25MG COM REVES CT BL AL PLAS INC X 20, E3S
507730901156119, CLORIDRATO DE DOBUTAMINA, CLORIDRATO DOBUTAMINA, CLORIDRATO DOBUTAMINA, 12.5 MG/ML SOL INJ CT 50 AMP VD INC X 20 ML (EMB HOSP), E3S
507739901175117, CLORIDRATO DE DORZOLAMIDA, CLORIDRATO DORZOLAMIDA, CLORIDRATO DORZOLAMIDA, 20 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML , E3S
507736601170115, CLORIDRATO DE FENOXAZOLINA, CLORIDRATO FENOXAZOLINA, CLORIDRATO FENOXAZOLINA, 0.5 MG/ML SOL NAS CT FR PLAS TRANS GOT X 10 ML, E3S
507736602177113, CLORIDRATO DE FENOXAZOLINA, CLORIDRATO FENOXAZOLINA, CLORIDRATO FENOXAZOLINA, 1 MG/ML SOL NAS CT FR PLAS TRANS GOT X 10 ML, E3S
507714008116114, CLORIDRATO DE FLUOXETINA, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, 10 MG CAP GEL DURA CT BL AL PLAS INC X 20, E3S
507714007111119, CLORIDRATO DE FLUOXETINA, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, 10 MG CAP GEL DURA CT BL AL PLAS INC X 28, E3S
507714003114113, CLORIDRATO DE FLUOXETINA, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, 20 MG COM REV CT BL AL PLAS LEIT X 20, E3S
507714005117111, CLORIDRATO DE FLUOXETINA, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, 20 MG COM REV CT BL AL PLAS LEIT X 30, E3S
507714006131116, CLORIDRATO DE FLUOXETINA, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, 20 MG/ML SOL OR CT FR PLAS TRANS GOT X 20 ML, E3S
507714001111117, CLORIDRATO DE FLUOXETINA, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, 20MG 2BL X 7 CAPS, E3S
507714002118115, CLORIDRATO DE FLUOXETINA, CLORIDRATO FLUOXETINA, CLORIDRATO FLUOXETINA, 20MG 4BL X 7 CAPS, E3S
507740901132111, CLORIDRATO DE HIDROXIZINA, CLORIDRATO HIDROXIZINA, NOT FOUND, 2 MG/ ML SOL OR CT FR PLAS OPC X 120 ML + CP MED, E3S
507733201163117, CLORIDRATO DE LIDOCAÍNA, CLORIDRATO LIDOCAINA, CLORIDRATO LIDOCAINA, 20 MG/ML GEL TOP CT BG AL X 30 G, E3S
507729106119116, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 1 G COM REV CT BL AL/AL X 90 (EMB FRAC), E3S
507729102113113, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 1G 3 BLT C/ 10 COMP, E3S
507729104116111, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 500 MG COM REV CT BL AL PLAS INC X 60, E3S
507729107115114, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 500 MG COM REV CT BL AL PLAS LEIT X 90 (EMB FRAC), E3S
507729103111114, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 500MG 3 BLT C/ 10 COMP, E3S
507729101117115, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 850 MG COM REV CT BL AL PLAS INC X 30, E3S
507729105112118, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 850 MG COM REV CT BL AL PLAS INC X 60, E3S
507729108111112, CLORIDRATO DE METFORMINA, CLORIDRATO METFORMINA, CLORIDRATO METFORMINA, 850 MG COM REV CT BL AL PLAS LEIT X 90 (EMB FRAC), E3S
507734301110110, CLORIDRATO DE ONDANSETRONA, CLORIDRATO ONDANSETRONA, CLORIDRATO ONDANSETRONA, 8 MG COM REV CT BL AL PLAS LEIT X 10, E3S
507735101131112, CLORIDRATO DE OXIBUTININA, CLORIDRATO OXIBUTININA, CLORIDRATO OXIBUTININA, 1 MG/ML XPE CT FR VD AMB X 120 ML + CP MED, E3S
507732501171117, CLORIDRATO DE OXIMETAZOLINA, CLORIDRATO OXIMETAZOLINA, CLORIDRATO OXIMETAZOLINA, 0.25 MG/ML SOL NASAL CT FR PLAS OPC GOT X 20 ML, E3S
507732502178115, CLORIDRATO DE OXIMETAZOLINA, CLORIDRATO OXIMETAZOLINA, CLORIDRATO OXIMETAZOLINA, 0.5 MG/ML SOL NAS CT FR PLAS OPC GOT X 30 ML, E3S
507707406136112, CLORIDRATO DE RANITIDINA, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 15 MG/ML XPE CT FR VD AMB X 120 ML + CP MED, E3S
507707405113119, CLORIDRATO DE RANITIDINA, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 150 MG COM REV CT BL AL/AL X 60 (EMB FRAC), E3S
507707401118116, CLORIDRATO DE RANITIDINA, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 150MG 5 STP C/4 COMP, E3S
507707403110112, CLORIDRATO DE RANITIDINA, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 150MG X 10 COMP REV, E3S
507707801116110, CLORIDRATO DE RANITIDINA, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 300MG 5STP C/4 COMP, E3S
507707404117110, CLORIDRATO DE RANITIDINA, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 300MG X 10 COMP REV, E3S
507707402157115, CLORIDRATO DE RANITIDINA, CLORIDRATO RANITIDINA, CLORIDRATO RANITIDINA, 50MG INJ C/100 AMP X 2ML, E3S
507734401115114, CLORIDRATO DE SERTRALINA, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 100 MG COM REV CT BL AL PLAS LEIT X 14, E3S
507734402111112, CLORIDRATO DE SERTRALINA, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 50 MG COM REV CT BL AL PLAS LEIT X 10, E3S
507734404114119, CLORIDRATO DE SERTRALINA, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 50 MG COM REV CT BL AL PLAS LEIT X 20, E3S
507734403118110, CLORIDRATO DE SERTRALINA, CLORIDRATO SERTRALINA, CLORIDRATO SERTRALINA, 50 MG COM REV CT BL AL PLAS LEIT X 28, E3S
507740001115111, CLORIDRATO DE SIBUTRAMINA, CLORIDRATO SIBUTRAMINA, CLORIDRATO SIBUTRAMINA MONOIDRATADO, 10 MG CAP GEL DURA CT BL AL PLAS OPC X 30, E3S
507740002111111, CLORIDRATO DE SIBUTRAMINA, CLORIDRATO SIBUTRAMINA, CLORIDRATO SIBUTRAMINA MONOIDRATADO, 15 MG CAP GEL DURA CT BL AL PLAS OPC X 30, E3S
507737701111119, CLORIDRATO DE TICLOPIDINA, CLORIDRATO TICLOPIDINA, CLORIDRATO TICLOPIDINA, 250 MG COM REV CT BL AL PLAS INC X 20, E3S
507737702116114, CLORIDRATO DE TICLOPIDINA, CLORIDRATO TICLOPIDINA, CLORIDRATO TICLOPIDINA, 250 MG COM REV CT BL AL PLAS INC X 30, E3S
507739301119119, CLORIDRATO DE VENLAFAXINA, CLORIDRATO VENLAFAXINA, CLORIDRATO VENLAFAXINA, 150 MG CAP GEL DURA LIB PROL CT BL AL PLAS OPC X 14, E3S
