1997, DERMOSALIC, DERMOSALIC 
1998, DERMOXIN, DERMOXIN 
1999, DEXAZONA, DEXAZONA 
2000, DEXAZONA, DEXAZONA 
2001, DEXAZONA, DEXAZONA 
2002, DEXAZONA, DEXAZONA 
2003, DEXAZONA, DEXAZONA 
2004, DIPROBETA, DIPROBETA 
2006, DORIDINA, DORIDINA 
2007, ESTOMEPE, ESTOMEPE 
2008, EXPECTIL, EXPECTIL 
2009, FASULIDE, FASULIDE GEL 
2010, FASULIDE, FASULIDE 
2011, FASULIDE, FASULIDE 
2012, FASULIDE, FASULIDE 
2013, FLEXDOR, FLEXDOR 
2014, FLEXDOR, FLEXDOR 
2015, FLEXDOR, FLEXDOR 
2016, FUROZIX, FUROZIX 
2017, GASTROFLAT, GASTROFLAT 
2018, GASTROFLAT, GASTROFLAT 
2019, GASTROFLAT MAX, GASTROFLAT MAX 
2020, GELFLEX, GELFLEX 
2023, GINOTARIN, GINOTARIN 
2024, GINOTARIN, GINOTARIN 
2025, GINOTARIN, GINOTARIN 
2026, GINOTARIN, GINOTARIN CREME 
2027, HIPODEX, HIPODEX 
2028, IBUPROFAN, IBUPROFAN 
2029, KETONAZOL, KETONAZOL COMPRIMI 
2030, KETONAZOL, KETONAZOL 
2031, KETONAZOL, KETONAZOL 
2032, LEVEGLUTAN, LEVEGLUTAN 
2033, LIDIAL, LIDIAL 
2034, LINCOFLAN, LINCOFLAN 
2035, LINCOFLAN, LINCOFLAN 
2037, MOVOXICAM, MOVOXICAM 
2038, MOVOXICAM, MOVOXICAM 
2039, NECRO B6, NECRO B6 
2040, NECRO B6, NECRO B6 
2041, NEMICINA, NEMICINA 
2042, NEOCETRIN, NEOCETRIN 
2043, NIDAZOLIN, NIDAZOLIN 
2044, NIDAZOLIN, NIDAZOLIN 
2045, NOVO RINO, NOVO RINO 
2046, NOVO RINO, NOVO RINO 
2047, PENTRAL, PENTRAL 
2048, PIODREX, PIODREX 
2049, PIODREX, PIODREX 
2050, PIODREX, PIODREX 
2051, PLAMIVON, PLAMIVON 
2052, PLAMIVON, PLAMIVON 
2053, PLAMIVON, PLAMIVON 
2054, PROPACOR, PROPACOR 
2055, PROPACOR, PROPACOR 
2056, REDSAI STRESS, REDSAI STRESS 
2057, REDSAI STRESS, REDSAI STRESS 
2058, REDVIT, REDVIT 
2059, REDVIT, REDVIT 
2060, RETINAR, RETINAR 
2061, RICONAZOL, RICONAZOL 
2062, SALBUTAM, SALBUTAM 
2063, SARNODEX, SARNODEX 
2064, SARNODEX, SARNODEX 
2065, SARNODEX, SARNODEX 
2066, SOLARDRIL, SOLARDRIL COMPOS 
2067, SOLARDRIL, SOLARDRIL 
2068, SULFERROL, SULFERROL 
2069, SULFERROL, SULFERROL 
2070, SULFERROL, SULFERROL 
2071, TANDENE, TANDENE 
2072, TETRACINA, TETRACINA 
2073, TIADOL, TIADOL 
2074, TIADOL, TIADOL 
2075, TOSSILERG, TOSSILERG 
2078, VAGITRIN N, VAGITRIN N 
2079, VIETA, VIETA 
2080, VISALMIN, VISALMIN 
2081, VISIPLEX, VISIPLEX 
2082, VITATONUS, VITATONUS DEXA 
2083, VITATONUS, VITATONUS 5000 
2084, VITATONUS, VITATONUS 5000 
2085, VITATONUS, VITATONUS DEXA 
2086, VOLTAFLAN, VOLTAFLAN 
2087, VOLTAFLAN, VOLTAFLAN 
2088, VOLTAFLAN, VOLTAFLAN 
2090, VOLTAFLAN, VOLTAFLAN GEL 
2091, VOLTRIX, VOLTRIX 
2092, VOLTRIX, VOLTRIX 
2093, PARACETAMOL, PARACETAMOL 
2094, PARACETAMOL, PARACETAMOL 
2095, BACTOCIN, BACTOCIN 
2097, DIPIRONA SODICA, DIPIRONA SODICA 
2098, DIPIRONA SODICA, DIPIRONA SODICA 
2099, TECOMAX, TECOMAX 
2100, CLORIDRATO AMBROXOL, CLOR AMBROXOL 
2101, CLORIDRATO AMBROXOL, CLOR AMBROXOL 
2102, CLORIDRATO METFORMINA, CLOR METFORMINA 
2106, NEMICINA, NEMICINA 
2107, MOVOXICAM, MOVOXICAM 
2108, MOVOXICAM, MOVOXICAM 
2109, RHEUMAFIM, RHEUMAFIM 
2110, ACETICIL, ACETICIL 
2111, ACETICIL, ACETICIL 
2112, ACFOL, ACFOL 
2113, ACFOL, ACFOL 
2114, AEROTRAT, AEROTRAT 
2116, ALBISTIN, ALBISTIN 
2117, ALBISTIN, ALBISTIN 
2118, ALBISTIN, ALBISTIN 
2119, ALIVIAN, ALIVIAN 
2120, ANFLAT, ANFLAT 
2121, ANFLAT, ANFLAT 
2122, ASMAFIN, ASMAFIN 
2123, ASMANON, ASMANON 
2124, ASMANON, ASMANON 
2126, BACIGEN, BACIGEN 
2127, B SUPRIN, B SUPRIN 
2128, BINOSPAN, BINOSPAN 
2129, B VIT, B VIT 
2130, B VIT, B VIT 
2131, CASPACIL, CASPACIL 
2132, CAZIDERM, CAZIDERM POMADA 
2134, CAZIDERM, CAZIDERM 
2135, CAZIGERAN, CAZIGERAN 
2136, CAZIGERAN, CAZIGERAN 
2137, CEFABEN, CEFABEN 
2138, CETOZOL, CETOZOL 
2139, CETOZOL, CETOZOL 
2140, CIRLEG, CIRLEG 
2141, CLOVIR, CLOVIR 
2142, CLOVIR, CLOVIR 
2143, DANTALIN, DANTALIN 
2144, DERMOBAN, DERMOBAN 
2145, DIUREZIN, DIUREZIN 
2146, DIUREZIN, DIUREZIN 
2147, DORFEN, DORFEN 
2148, DORFEN, DORFEN 
2149, DORFEN, DORFEN 
2150, DORFLAN, DORFLAN GEL 
2151, DORGEN, DORGEN 
2152, ENXAK, ENXAK 
2153, FLOXINA, FLOXINA 
2156, FLUZIX, FLUZIX 
2157, HOMATROPIN, HOMATROPIN 
2158, IODETON, IODETON 
2159, LARINGEX, LARINGEX 
2160, LIMA C, LIMA C 
2161, MEPRAZAN, MEPRAZAN 
2162, MICLONAZOL, MICLONAZOL 
2163, MICOPLEX, MICOPLEX 
2164, MICOTIAZOL, MICOTIAZOL 
2165, NALURIL, NALURIL 
2166, NASOGRIP, NASOGRIP 
2167, NEURI B6, NEURI B6 
2168, NEURIVIT, NEURIVIT 
2169, NISUFLEX, NISUFLEX 
2170, NORMAPRIL, NORMAPRIL 
2171, OLEO MINERAL, OLEO MINERAL 
2172, PARARTRIN, PARARTRIN 
2173, PRANOLAL, PRANOLAL 
2174, PRURIDOL, PRURIDOL 
2175, RECALPLEX, RECALPLEX 
2177, RELAPAX, RELAPAX 
2178, RELAPAX, RELAPAX 
2180, RENIPRESS, RENIPRESS 
2181, RENIPRESS, RENIPRESS 
2182, RINOBEN, RINOBEN 
2183, RUBIDEX, RUBI DEX 
2184, SALAZOPRIN, SALAZOPRIN 
2185, SEDOL, SEDOL 
2186, SEDOL, SEDOL 
2187, SEDOL, SEDOL 
2188, STONGEL, STONGEL 
2189, STONGEL VS, STONGEL 
2190, TEGREZIN, TEGREZIN 
2191, TERMOPRIN, TERMOPRIN 
2192, TERMOPRIN, TERMOPRIN 
2193, TERMOPRIN, TERMOPRIN 
2194, THIANAX, THIANAX 
2195, TIONAZEN, TIONAZEN 
2196, TIONAZEN, TIONAZEN 
2197, TIONAZEN, TIONAZEN 
2198, TRICOMAX, TRICOMAX 
2199, ZOLAMOX, ZOLAMOX 
2200, SALAZOPRIN, SALAZOPRIN 
2201, AMOXACIN, AMOXACIN 
2202, AMOXACIN, AMOXACIN 
2204, ALIVBABY, ALIVBABY 
2205, FENITOINA, FENITOINA 
2206, VOLNAC, VOLNAC 
2207, VOLNAC, VOLNAC 
2208, ALDOSTERIN, ALDOSTERIN 
2209, ALDOSTERIN, ALDOSTERIN 
2210, ALDOSTERIN, ALDOSTERIN 
2211, ALDOSTERIN, ALDOSTERIN 
2212, AMPLOCILIN, AMPLOCILIN 
2213, AMPLOCILIN, AMPLOCILIN 
2214, AXEPEN, AXEPEN 
2215, CEFLEN, CEFLEN 
2216, CELLEXINA, CELLEXINA 
2217, CELLEXINA, CELLEXINA 
2218, CELLTRIAXON, CELLTRIAXON 
2219, CELLTRIAXON, CELLTRIAXON 
2220, CELOVAN, CELOVAN 
2222, CLAVICIN, CLAVICIN 
2223, CLAVICIN, CLAVICIN 
2224, FLOGIRAX, FLOGIRAX 
2225, FLOGIRAX, FLOGIRAX 
2226, FLOXEN, FLOXEN 
2227, FORMET, FORMET 
2228, HEPTRON, HEPTRON 
2229, HEPTRON, HEPTRON 
2230, HEPTRON, HEPTRON 
2231, HEPTRON, HEPTRON 
2232, HIDROSONE, HIDROSONE 
2233, HIDROSONE, HIDROSONE 
2234, HIDROSONE, HIDROSONE 
2235, NORFLURIN, NORFLURIN 
2236, OSTRIOL, OSTRIOL 
2237, SETRONAX, SETRONAX 
2238, TAZPEN, TAZPEN 
2239, VIROTIN, VIROTIN 
2240, VIROTIN, VIROTIN 
2241, ZYLPEN, ZYLPEN 
2243, AMICOZOL, AMICOZOL 
2245, AG DERM, AG DERM 
2246, CLORIDRATO RANITIDINA, CLOR RANITIDINA 
2247, CLARITROMICINA, CLARITROMICINA 
2248, ALDOMET, ALDOMET 
2249, ALDOMET, ALDOMET 
2250, AGRASTAT, AGRASTAT 
2252, INDOCID, INDOCID 
2253, ZYLORIC, ZYLORIC 
2254, ZYLORIC, ZYLORIC 
2256, IMURAN, IMURAN 
2257, ALDOSTERIN, ALDOSTERIN 
2259, FORMET XR, FORMET 
2260, EUTROPIN, EUTROPIN 
2261, EUTROPIN, EUTROPIN 
2262, DOSATAXEL, DOSATAXEL 
2263, VILNE, VILNE 
2264, VILNE, VILNE 
2265, ACIVIRAX, ACIVIRAX 
2266, AFTINE, AFTINE 
2267, ALIVIOL, ALIVIOL 
2268, AMOXADENE, AMOXADENE 
2269, AMOXADENE, AMOXADENE 
2270, APETIVITON BC, APETIVITON BC 
2271, BRONCONAL, BRONCONAL 
2272, BRONXOL, BRONXOL 
2274, CEFADRIN, CEFADRIN DC 
2277, CETONIN, CETONIN 
2278, CINATREX, CINATREX 
2279, CLOMAZOL, CLOMAZOL 
2280, CLORIZIN, CLORIZIN 
2281, CLORIZIN, CLORIZIN 
2282, COBAVIT, COBAVIT 
2283, CYFENOL, CYFENOL 
2284, CYFENOL, CYFENOL 
2285, CYFENOL, CYFENOL 
2286, DEXADEN, DEXADEN 
2287, DEXTAMINE, DEXTAMINE 
2288, DIFEBRIL, DIFEBRIL 
2289, DIFEBRIL, DIFEBRIL 
2290, DIFEBRIL, DIFEBRIL 
2291, DIFEBRIL, DIFEBRIL 
2292, DORCIFLEXIN, DORCIFLEXIN 
2293, DORILESS, DORILESS 
2294, DORILESS, DORILESS 
2295, DORILESS, DORILESS 
2296, FLORENT, FLORENT 
2297, FLORENT, FLORENT 
2298, GASTROMAX, GASTROMAX 
2299, GAZYME, GAZYME 
2300, GERILON, GERILON 
2301, GERILON, GERILON 
2302, GINO DACZOL, GINO DACZOL 
2303, GRIPEOL, GRIPEOL 
2304, GRIPEOL, GRIPEOL 
2305, GRIPEOL, GRIPEOL 
2307, HEPATOX, HEPATOX 
2308, HEPATOX, HEPATOX 
2309, IKAFLUX, IKAFLUX 
2310, MUCOLIX, MUCOLIX 
2311, MUCOLIX, MUCOLIX 
2312, MUCOLIX, MUCOLIX 
2313, NARIFLUX, NARIFLUX 
2314, NAUSILON B6, NAUSILON B6 
2315, NEOMICON, NEOMICON 
2316, NIMOPAX, NIMOPAX 
2317, NISTOMIC, NISTOMIC 
2318, NISTOMIC, NISTOMIC 
2319, PEDIDERM, PEDIDERM 
2320, PEDIDERM, PEDIDERM 
2321, POLAREN, POLAREN 
2322, POLAREN, POLAREN 
2323, PYVERM, PYVERM 
2324, PYVERM, PYVERM 
2325, QUEIMALIVE, QUEIMALIVE 
2326, TRESSLIV, TRESSLIV 
2327, VERMIBEN, VERMIBEN 
2328, VERMICLASE, VERMICLASE 
2329, CALCIFIX B12, CALCIFIX B12 
2330, BRONXOL, BRONXOL 
2331, COBAVIT, COBAVIT 
2332, POLAREN, POLAREN 
2333, BRONCONAL, BRONCONAL 
2334, APETIVITON BC, APETIVITON BC 
2335, BENATUX, BENATUX 
2336, EUPEPT, EUPEPT 
2337, EUPEPT, EUPEPT 
2338, EUPEPT, EUPEPT 
2339, PARACETAMOL, PARACETAMOL 
2340, EUPEPT, EUPEPT 
2341, GLICARON, GLICARON 
2342, GLICARON, GLICARON 
2343, PYRISEPT, PYRISEPT 
2344, PYRISEPT, PYRISEPT 
2345, OXYDERME, OXYDERME 
2346, BENATUX, BENATUX 
2347, BENATUX, BENATUX 
2349, VARICOSS, VARICOSS 
2350, VARICOSS, VARICOSS 
2352, GASTROLIV, GASTROLIV 
2353, GASTROLIV, GASTROLIV 
2354, GASTROLIV, GASTROLIV 
2355, NERALGYN, NERALGYN 
2356, DORCIFLEXIN, DORCIFLEXIN 
2358, DIMETICONA, DIMETICONA 
2360, CARBOCISTEINA, CARBOCISTEINA 
2362, NISTATINA, NISTATINA 
2363, CALCIFIX IRRADIADO, CALCIFIX IRRADIADO 
2364, VITERGYL C, VITERGYL C 
2365, VITERGYL C, VITERGYL C 
2366, VITERGYL C, VITERGYL C 
2368, VITERGYL C, VITERGYL C 
2369, NASOFLUID, NASOFLUID 
2370, AZITROMICINA DIIDRATADA, AZITROMICINA 
2371, ACICLOMED, ACICLOMED 
2372, ALGEXIN, ALGEXIN COMPOSTO 
2375, AMOXIMED, AMOXIMED 
2376, AMOXIMED, AMOXIMED 
2377, AMOXIMED, AMOXIMED 
2378, AMOXIMED, AMOXIMED 
2379, AMPLAVIT, AMPLAVIT 
2380, BABYMED, BABYMED 
2381, BACTROPIN, BACTROPIN 
2382, BACTROPIN, BACTROPIN 
2383, CALAMED, CALAMED 
2384, CALAMED, CALAMED 
2385, CALAMED, CALAMED 
2386, CAPTOMED, CAPTOMED 
2387, CAPTOMED, CAPTOMED 
2388, CAPTOMED, CAPTOMED 
2389, CAPTOMED, CAPTOMED 
2390, CAPTOMED, CAPTOMED 
2391, CAPTOMED, CAPTOMED 
2392, CAPTOMED, CAPTOMED 
2393, CARBOCIN, CARBOCIN 
2394, CARBOCIN, CARBOCIN 
2395, CEFACIMED, CEFACIMED 
2397, CEFACIMED, CEFACIMED 
2398, CETOMED, CETOMED 
2399, CETOMED, CETOMED 
2400, CICONAZOL, CICONAZOL 
2401, CICONAZOL, CICONAZOL 
2402, CIFLOGEX, CIFLOGEX 
2406, CIFLOGEX, CIFLOGEX 
2407, CIFLOGEX, CIFLOGEX 
2408, CIFLOGEX, CIFLOGEX 
2409, CIFLOGEX, CIFLOGEX 
2410, CIFLOGEX, CIFLOGEX 
2412, CIMECORT, CIMECORT 
2413, CIMECORT, CIMECORT 
2414, CIMEGRIPE, CIMEGRIPE 
2415, CIMEGRIPE, CIMEGRIPE 
2416, CIMEGRIPE, CIMEGRIPE 
2417, CIMELIDE, CIMELIDE 
2418, CIMELIDE, CIMELIDE 
2419, CIMELIDE, CIMELIDE GEL 
2420, CIMELIDE, CIMELIDE GEL 
2421, COLUTOIDE, COLUTOIDE 
2422, DIAD, DIAD 
2423, DILTIN, DILTIN 
2424, ENALAMED, ENALAMED 
2425, ENALAMED, ENALAMED 
2426, EPATIVAN B6, EPATIVAN B6 
2427, EPATIVAN B6, EPATIVAN B6 
2428, EPATIVAN B6, EPATIVAN B6 
2429, FLAMOSTAT, FLAMOSTAT 
2430, FLUCOMED, FLUCOMED 
2431, FLUCOMED, FLUCOMED 
2433, FRENOTOSSE, FRENOTOSSE 
2434, HIDROMED, HIDROMED 
2435, HIDROMED, HIDROMED 
2436, HIDROMED, HIDROMED 
2438, LORATAMED, LORATAMED 
2439, LORATAMED, LORATAMED 
2440, MEBENIX, MEBENIX 
2441, MEBENIX, MEBENIX 
2442, METFORMED, METFORMED 
2443, METFORMED, METFORMED 
2444, NARIX, NARIX 
2445, NARIX, NARIX 
2446, NARIX, NARIX 
2447, NEOMED, NEOMED 
2449, NEVRALGEX, NEVRALGEX 
2451, OMEPRAMED, OMEPRAMED 
2453, OMEPRAMED, OMEPRAMED 
2454, OTOLOIDE, OTOLOIDE 
2455, PARASIMED, PARASIMED 
2456, PARASIMED, PARASIMED 
2457, PROBENXIL, PROBENXIL GEL 
2458, PROBENXIL, PROBENXIL 
2459, PROBENXIL, PROBENXIL 
2460, PROBENXIL, PROBENXIL 
2461, PROBENXIL, PROBENXIL 
2462, PROPRAMED, PROPRAMED 
2465, ULCEROCIN, ULCEROCIN 
2467, VIGAMED, VIGAMED 
2468, VIGAMED, VIGAMED 
2469, APMED, APMED 
2470, AZIMED, AZIMED 
2471, AZIMED, AZIMED 
2472, NEBACIMED, NEBACIMED 
2473, SINVASTAMED, SINVASTAMED 
2475, SINVASTAMED, SINVASTAMED 
2476, SORONAL, SORONAL 
2477, ACICLOVIR, ACICLOVIR 
2478, CARBOCISTEINA, CARBOCISTEINA 
2479, CARBOCISTEINA, CARBOCISTEINA 
2480, CLORIDRATO AMBROXOL, CLOR AMBROXOL 
2481, LORATADINA, LORATADINA 
2483, MEBENDAZOL, MEBENDAZOL 
2486, CETOCONAZOL, CETOCONAZOL 
2487, CETOCONAZOL, CETOCONAZOL 
2488, PARACETAMOL, PARACETAMOL 
2489, PARACETAMOL, PARACETAMOL 
2490, PARACETAMOL, PARACETAMOL 
2491, PARACETAMOL, PARACETAMOL 
2492, NITRATO MICONAZOL, NITRA MICONAZOL 
2493, NITRATO MICONAZOL, NITRA MICONAZOL 
2494, DICLOFENACO DIETILAMONIO, DICLOFEN DIETIL 
2495, CLEARTOP, CLEARTOP 
2496, CLEARTOP, CLEARTOP CREME 
2497, AMOXICILINA, AMOXICILINA 
2498, AMOXICILINA, AMOXICILINA 
2499, FLUCONAZOL, FLUCONAZOL 
2500, FLUCONAZOL, FLUCONAZOL 
2503, CIMEGRIPE BEBE, CIMEGRIPE BEBE 
2504, DIPROZIL, DIPROZIL 
2505, SEDAMED, SEDAMED 
2506, CLORIDRATO CIPROFLOXACINO, CLOR CIPROFLOXA 
2507, CLORIDRATO CIPROFLOXACINO, CLOR CIPROFLOXA 
2509, VALERATO BETAMETASONA SULFATO GENTAMICINA TOLNAFATO CLIOQUINOL, V BE SU G TO CL 
2510, ACEBROFILINA, ACEBROFILINA 
2511, ACEBROFILINA, ACEBROFILINA 
2512, CLORIDRATO PROPRANOLOL, CLO PROPRANOLOL 
2513, METRONIDAZOL, METRONIDAZOL 
2514, ACETATO DEXAMETASONA, AC DEXAMETASONA 
2515, CLORIDRATO METFORMINA, CLOR METFORMINA 
2516, GLIMEPIRIDA, GLIMEPIRIDA 
2517, GLIMEPIRIDA, GLIMEPIRIDA 
2518, IBUPROFENO, IBUPROFENO 
2519, MALEATO ENALAPRIL, MALEA ENALAPRIL 
2520, MALEATO ENALAPRIL, MALEA ENALAPRIL 
2521, NIMESULIDA, NIMESULIDA 
2522, NIMESULIDA, NIMESULIDA GOTA 
2523, SULFAMETOXAZOL TRIMETOPRIMA, SULFAMET TRIMET 
2524, BEFOLIK, BEFOLIK 
2525, HIDROCLOROTIAZIDA, HIDROCLOROTIAZI 
2526, HIDROCLOROTIAZIDA, HIDROCLOROTIAZI 
2527, PIROXICAM, PIROXICAM 
2528, ALERGOMINE, ALERGOMINE 
2529, ALERGOMINE, ALERGOMINE 
2531, PLAVOM, PLAVOM 
2532, CAPTOPRIL, CAPTOPRIL 
2534, QUADRITOP, QUADRITOP 
2535, COLUJET, COLUJET 
2536, DIPROPIONATO BETAMETASONA SULFATO GENTAMICINA, DIP BET SUL GEN 
2537, BEPANTRIZ, BEPANTRIZ 
2538, CIMEGRIPE, CIMEGRIPE 
2539, CARBOCISTEINA, CARBOCISTEINA 
2540, CARBOCISTEINA, CARBOCISTEINA 
2541, CLORIDRATO AMBROXOL, CLOR AMBROXOL 
2543, MEBENIX, MEBENIX 
2544, ENALAMED, ENALAMED 
2545, ENALAMED, ENALAMED 
2546, ULCEROCIN, ULCEROCIN 
2547, BACTROPIN, BACTROPIN 
2548, AMBROXMEL, AMBROXMEL 
2549, DEXMINE, DEXMINE 
2550, AMBROXMEL, AMBROXMEL 
2551, NEVRALGEX, NEVRALGEX 
2552, AMOXICILINA, AMOXICILINA 
2553, ENALAMED, ENALAMED 
2554, ENALAMED, ENALAMED 
2555, ENALAMED, ENALAMED 
2556, PEDILETAN, PEDILETAN 
2557, MEBENDAZOL, MEBENDAZOL 
2558, ACICLOVIR, ACICLOVIR 
2559, ALFAST, ALFAST 
2560, AMYTRIL, AMYTRIL 
2561, AMYTRIL, AMYTRIL 
2562, ANFORICIN B, ANFORICIN B 
2563, BACTOMAX, BACTOMAX 
2564, BACTOMAX, BACTOMAX 
2565, BACTOMAX, BACTOMAX 
2566, BARIOGEL, BARIOGEL 
2567, BARIOGEL, BARIOGEL 
2568, BARIOGEL, BARIOGEL 
2569, BARIOGEL, BARIOGEL 
2570, BIOFLAC, BIOFLAC 
2571, BIOFLAC, BIOFLAC 
2572, BIOFLAC, BIOFLAC 
2573, BREVIBLOC, BREVIBLOC 
2577, CETOCONAZOL, CETOCONAZOL 
2578, CETOCONAZOL, CETOCONAZOL 
2579, CETOPROFENO, CETOPROFENO 
2580, CETOPROFENO, CETOPROFENO 
2581, CETOPROFENO, CETOPROFENO 
2582, CETOROLACO TROMETAMOL, CETORO TROMETAM 
2583, CINETOL, CINETOL 
2584, CINETOL, CINETOL 
2585, CINETOL, CINETOL 
2586, CLONIDIN, CLONIDIN 
2587, CLONIDIN, CLONIDIN 
2588, CLOPAM, CLOPAM 
2589, CLOPAM, CLOPAM 
2590, CLOPAM, CLOPAM 
2591, CLOPAM, CLOPAM 
2592, CLOPAM, CLOPAM 
2593, CLOR AMBROXOL, CLOR AMBROXOL 
2594, CLOR AMBROXOL, CLOR AMBROXOL 
2595, CLORIDRATO BETAXOLOL, CLOR BETAXOLOL 
2596, CLOR LIDOCAINA, CLOR LIDOCAINA 
2597, CODEIN, CODEIN 
2598, CODEIN, CODEIN 
2599, CODEIN, CODEIN 
2600, COMPAZ, COMPAZ 
2601, COMPAZ, COMPAZ 
2602, COMPAZ, COMPAZ 
2603, DANTROLEN, DANTROLEN 
2604, DENYL, DENYL 
2605, DENYL, DENYL 
2606, DEXAMETASONA, DEXAMETASONA 
2607, DICLOFENACO DIETILAMONIO, DICLOFEN DIETIL 
2608, DIFENIDRIN, DIFENIDRIN 
2609, DIMORF, DIMORF 
2610, DIMORF, DIMORF 
2611, DIMORF, DIMORF 
2612, DIMORF, DIMORF 
2613, DIMORF, DIMORF 
2614, DIMORF, DIMORF 
2615, DIMORF, DIMORF 
2616, DIMORF, DIMORF 
2617, DIMORF LC, DIMORF LC 
2618, DIMORF LC, DIMORF LC 
2619, DIMORF LC, DIMORF LC 
2620, DOLOSAL, DOLOSAL 
2621, DOPACRIS, DOPACRIS 
2622, DORMIRE, DORMIRE 
2623, DORMIRE, DORMIRE 
2624, DORMIRE, DORMIRE 
2625, DORMIRE, DORMIRE 
2626, DORMIRE, DORMIRE 
2627, DUOFLAM, DUOFLAM 
2628, EFEDRIN, EFEDRIN 
2629, ETOMIDATO, ETOMIDATO 
2630, FENITAL, FENITAL 
2631, FENOCRIS, FENOCRIS 
2632, FENTANEST, FENTANEST 
2633, FLUCAZOL, FLUCAZOL 
2634, FLUFENAN, FLUFENAN 
2635, FLUMAZIL, FLUMAZIL 
2636, FRUTOVITAM, FRUTOVITAM 
2637, FUNTYL, FUNTYL 
2638, FUNTYL, FUNTYL 
2639, FUNTYL, FUNTYL 
2641, HALO, HALO 
2642, HALO, HALO 
2643, HALO, HALO 
2644, HALO, HALO 
2645, HALO DECANOATO, HALO DECANOATO 
2646, HEPARIN, HEPARIN 
2647, IMIPRA, IMIPRA 
2648, ISOFORINE, ISOFORINE 
2649, ISOFORINE, ISOFORINE 
2650, KAVIT, KAVIT 
2651, KETAMIN, KETAMIN S 
2652, KETAMIN, KETAMIN S 
2653, KOLLAGENASE CLORANFENICOL, KOLLAGENASE 
2654, KOLLAGENASE CLORANFENICOL, KOLLAGENASE 
2655, KOLLAGENASE CLORANFENICOL, KOLLAGENASE 
2656, KOLLAGENASE CLORANFENICOL, KOLLAGENASE 
2657, KOLLAGENASE, KOLLAGENASE 
2658, KOLLAGENASE, KOLLAGENASE 
2660, LEVOTAC, LEVOTAC 
2661, LEVOZINE, LEVOZINE 
2662, LEVOZINE, LEVOZINE 
2663, LISINOPRIL, LISINOPRIL 
2664, LISINOPRIL, LISINOPRIL 
2665, LISINOPRIL, LISINOPRIL 
2666, LONGACTIL, LONGACTIL 
2667, LONGACTIL, LONGACTIL 
2668, LONGACTIL, LONGACTIL 
2669, LONGACTIL, LONGACTIL 
2670, MAL DEXCLORF BETAMETASONA, MAL DEXCLO BETA 
2671, MAL DEXCLORFENIRAMINA, MALEAT DEXCLORF 
2672, MALEATO TIMOLOL, MALEATO TIMOLOL 
2673, MALEATO TIMOLOL, MALEATO TIMOLOL 
2675, MALEATO ENALAPRIL, MALEA ENALAPRIL 
2676, MEBENDAZOL, MEBENDAZOL 
2677, MEBENDAZOL, MEBENDAZOL 
2678, MYTEDOM, MYTEDOM 
2679, MYTEDOM, MYTEDOM 
2680, MYTEDOM, MYTEDOM 
2681, MUPIROCINA, MUPIROCINA 
2682, NARCAN, NARCAN 
2683, NAUSEDRON, NAUSEDRON 
2684, NAUSEDRON, NAUSEDRON 
2685, NAUSEDRON, NAUSEDRON 
2686, NAUSEDRON, NAUSEDRON 
2687, NAUSEDRON, NAUSEDRON 
2688, NEOCAINA VASOCONSTRICTOR, NEOCAINA 
2689, NEOCAINA VASOCONSTRICTOR, NEOCAINA 
2690, NEOCAINA VASOCONSTRICTOR, NEOCAINA 
2691, NEOCAINA VASOCONSTRICTOR, NEOCAINA 
2692, NEOCAINA 0 25 VASOCONSTRITOR, NEOCAINA 
2693, NEOCAINA 0 25 VASOCONSTRITOR, NEOCAINA 
2694, NEOCAINA 0 25 VASOCONSTRITOR, NEOCAINA 
2695, NEOCAINA 0 25 VASOCONSTRITOR, NEOCAINA 
2696, NEOCAINA ISOBARICA, NEOCAINA 
2697, NEOCAINA PESADA, NEOCAINA 
2698, NEPRESOL, NEPRESOL 
2699, NEURAL, NEURAL 
2700, NEURAL, NEURAL 
2701, NEURAL, NEURAL 
2702, NEURAL, NEURAL 
2703, NILPERIDOL, NILPERIDOL 
2704, NISTATINA, NISTATINA 
2705, NISTATINA, NISTATINA 
2706, NITRAPAN, NITRAPAN 
2707, NITRATO ISOCONAZOL, NITR ISOCONAZOL 
2708, NITRATO ISOCONAZOL, NITR ISOCONAZOL 
2709, NITROPRUS, NITROPRUS 
2710, NOVABUPI VASOCONSTRITOR, NOVABUPI 
2711, NOVABUPI VASOCONSTRITOR, NOVABUPI 
2712, NOVABUPI VASOCONSTRITOR, NOVABUPI 
2713, NOVABUPI VASOCONSTRITOR, NOVABUPI 
2714, NOVABUPI VASOCONSTRITOR, NOVABUPI 
2715, MYTEDOM, MYTEDOM 
2716, DIMORF, DIMORF 
2717, DIMORF, DIMORF 
2718, LABREA, LABREA 
2719, LABREA, LABREA 
2720, DIMORF, DIMORF 
2721, KOLLAGENASE, KOLLAGENASE 
2722, NUBAIN, NUBAIN 
2724, LEVOTAC, LEVOTAC 
2726, PAMERGAN, PAMERGAN 
2727, PAMERGAN, PAMERGAN 
2730, PANCURON, PANCURON 
2731, PARKIDOPA, PARKIDOPA 
2732, PHOSFOENEMA, PHOSFOENEMA 
2733, PHOSFOENEMA, PHOSFOENEMA 
2734, CRISPRED, CRISPRED 
2735, CRISPRED, CRISPRED 
2736, MYTEDOM, MYTEDOM 
2737, LEVOZINE, LEVOZINE 
2739, PROPOVAN, PROPOVAN 
2740, PROPOVAN, PROPOVAN 
