510005601133416; FURP-DESMOPRESSINA; FURP DESMOPRESSINA; NOT FOUND; 0.1 MG/ML SOL NAS CT FR VD AMB X 5ML + CAN; NO_ACR
519512030019906; FLUORURACILA; FLUORURACILA; FLUORURACILA; 25 MG/ML SOL INJ CT 50 FA VD INC X 10 ML; NO_ACR
519508405151119; FLUORURACILA; FLUORURACILA; FLUORURACILA; 25 MG/ML SOL INJ CT 10 FA VD INC X 20 ML; NO_ACR
519512030019706; FLUORURACILA; FLUORURACILA; FLUORURACILA; 25 MG/ML SOL INJ CT FA VD INC X 20 ML; NO_ACR
519512030019806; FLUORURACILA; FLUORURACILA; FLUORURACILA; 25 MG/ML SOL INJ CT 5 FA VD INC X 20 ML; NO_ACR
519512030020006; FLUORURACILA; FLUORURACILA; FLUORURACILA; 25 MG/ML SOL INJ CX 50 FA VD INC X 20 ML; NO_ACR
519508406156114; FLUORURACILA; FLUORURACILA; FLUORURACILA; 25 MG/ML SOL INJ CT 10 FA VD INC X 40 ML; NO_ACR
519512030019506; FLUORURACILA; FLUORURACILA; FLUORURACILA; 25 MG/ML SOL INJ CT FA VD INC X 40 ML; NO_ACR
519512030019606; FLUORURACILA; FLUORURACILA; FLUORURACILA; 25 MG/ML SOL INJ CX 50 FA VD INC X 40 ML; NO_ACR
540600301150413; FOSFATO DE POTÁSSIO; FOSFATO POTASSIO; NOT FOUND; 2 MEQ/ML SOL INJ IV CX 50 AMP VD INC X 10 ML; NO_ACR
539900101137417; FLEET ENEMA; FLEET ENEMA; NOT FOUND; 0.06G/ML + 1.6G/ML FR PLAS INC X 133 ML; NO_ACR
521126302132115; FOSFATO SÓDICO DE PREDNISOLONA; FOSFATO SODICO PREDNISOLONA; NOT FOUND; 3 MG/ML SOL OR CT FR PET AMB X 120 ML + PIPET DOSAD; NO_ACR
521126301136117; FOSFATO SÓDICO DE PREDNISOLONA; FOSFATO SODICO PREDNISOLONA; NOT FOUND; 3 MG/ML SOL OR CT FR PET AMB X 60 ML + PIPET DOSAD; NO_ACR
527301001115319; FLUDILAT; FLUDILAT; NOT FOUND; 100 MG COM REV CT BL AL PLAS AMB X 24; NO_ACR
527301101111315; FLUDILAT RETARD; FLUDILAT RETARD; NOT FOUND; 200 MG COM REV CT BL AL PLAS AMB X 24; NO_ACR
521123501134113; FUMARATO DE CETOTIFENO; FUMARATO CETOTIFENO; FUMARATO CETOTIFENO; 0.2 MG/ML XPE CT FR PLAS AMB X 100 ML + CP MED  ; NO_ACR
502402202137113; FUMARATO CETOTIFENO; FUMARATO CETOTIFENO; FUMARATO CETOTIFENO; 0.2 MG/ML XPE CT FR VD AMB X 100 ML + CP MED ; NO_ACR
521123502130111; FUMARATO DE CETOTIFENO; FUMARATO CETOTIFENO; FUMARATO CETOTIFENO; 0.2 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED  ; NO_ACR
521124201134116; FUMARATO DE CETOTIFENO; FUMARATO CETOTIFENO; FUMARATO CETOTIFENO; 1 MG/ML SOL OR CT FR VD AMB GOT X 30 ML; NO_ACR
502402201130115; FUMARATO CETOTIFENO; FUMARATO CETOTIFENO; FUMARATO CETOTIFENO; 1 MG/ML SOL OR CT FR VD AMB X 30 ML + CGT; NO_ACR
521106605172410; FORMOCAPS; FORMOCAPS; NOT FOUND; 12 MCG CAP GEL DURA PO INAL CT FR PLAS OPC X 15; NO_ACR
521106606179419; FORMOCAPS; FORMOCAPS; NOT FOUND; 12 MCG CAP GEL DURA PO INAL CT FR PLAS OPC X 15 C/ INALADOR; NO_ACR
521106601118411; FORMOCAPS; FORMOCAPS; NOT FOUND; 12 MCG CAP GEL DURA PO INAL CT FR PLAS OPC X 30; NO_ACR
521106602114411; FORMOCAPS; FORMOCAPS; NOT FOUND; 12 MCG CAP GEL DURA PO INAL CT FR PLAS OPC X 30 C/ INALADOR; NO_ACR
521106603110418; FORMOCAPS; FORMOCAPS; NOT FOUND; 12 MCG CAP GEL DURA PO INAL CT FR PLAS OPC X 60; NO_ACR
521106604117416; FORMOCAPS; FORMOCAPS; NOT FOUND; 12 MCG CAP GEL DURA PO INAL CT FR PLAS OPC X 60 C/ INALADOR; NO_ACR
541000101116111; FUMARATO DE TENOFOVIR DESOPROXILA; FUMARATO TENOFOVIR DESOPROXILA; FUMARATO TENOFOVIR DESOPROXILA; 300 MG COM REV CX 60 FRAS OPC X 30 (EMB HOSP); NO_ACR
521124501162115; FUROATO DE MOMETASONA; FUROATO MOMETASONA; FUROATO MOMETASONA; 1 MG/G POM DERM CT BG AL X 20 G; NO_ACR
521124502169113; FUROATO DE MOMETASONA; FUROATO MOMETASONA; FUROATO MOMETASONA; 1 MG/G CREM DERM CT BG AL X 20 G; NO_ACR
541312030007904; FUROSETRON; FUROSETRON; NOT FOUND; 10 MG/ML SOL INJ CX 50 AMP VD AMB X 2 ML ; NO_ACR
510003001155412; FURP-FUROSEMIDA; FURP FUROSEMIDA; NOT FOUND; 10 MG/ML SOL INJ CX C/ 50 AMP VD AMB X 2 ML (EMB. HOSP.); NO_ACR
501803801157411; FUROSETRON; FUROSETRON; NOT FOUND; 10 MG/ML SOL INJ CX 50 AMP VD AMB X 2 ML ; NO_ACR
510012110012103; FURP- FUROSEMIDA; FURP FUROSEMIDA; NOT FOUND; 40 MG COM CX 25 BL AL PLAS MARROM X 500 (EMB HOSP); NO_ACR
505203801116417; FUROZIX; FUROZIX; NOT FOUND; 40 MG COM CT  BL AL PLAS INC X 20 ; NO_ACR
506500901113118; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG COM CT BL AL PLAS BCO X 30; NO_ACR
521106701112113; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; 40 MG COM CT BL AL PLAS AMB X 30; NO_ACR
517002601113419; FUROSEMIDA; FUROSEMIDA; FUROSEMIDA; CX. C/50 ENV. X 10 COMP. 40 MG; NO_ACR
509901901119418; FUNED-FUROSEMIDA; FUNED FUROSEMIDA; NOT FOUND; 40 MG COM CX 50 ENV KRAFT POLIET X 10 (EMB HOSP); NO_ACR
510003002119411; FURP-FUROSEMIDA; FURP FUROSEMIDA; NOT FOUND; 40 MG COM CX BL AL PLAS AMB X 500 (EMB HOSP); NO_ACR
510003102113413; FURP-GLIBENCLAMIDA; FURP GLIBENCLAMIDA; NOT FOUND; 5 MG COM CX BL AL PLAS INC X 500 (EMB HOSP); NO_ACR
510012090011903; FURP - GLIBENCLAMIDA; FURP GLIBENCLAMIDA; NOT FOUND; 5 MG COM CX BL AL PLAS AMBX 500 (EMB HOSP); NO_ACR
510003201111419; FURP-HALOPERIDOL; FURP HALOPERIDOL; NOT FOUND; 1 MG COM CX 25 BL AL PLAS INC X 20 (EMB HOSP); NO_ACR
510003202118417; FURP-HALOPERIDOL; FURP HALOPERIDOL; NOT FOUND; 5 MG COM CX 25 BL AL PLAS INC X 20 (EMB HOSP); NO_ACR
510612030044906; FUMARATO DE QUETIAPINA; FUMARATO QUETIAPINA; NOT FOUND; 100 MG COM REV CT BL AL PLAS BR X 10; NO_ACR
510612030045006; FUMARATO DE QUETIAPINA; FUMARATO QUETIAPINA; NOT FOUND; 100 MG COM REV CT BL AL PLAS BR X 14; NO_ACR
510612030045106; FUMARATO DE QUETIAPINA; FUMARATO QUETIAPINA; NOT FOUND; 100 MG COM REV CT BL AL PLAS BR X 20; NO_ACR
510612030045206; FUMARATO DE QUETIAPINA; FUMARATO QUETIAPINA; NOT FOUND; 100 MG COM REV CT BL AL PLAS BR X 28; NO_ACR
510612030045306; FUMARATO DE QUETIAPINA; FUMARATO QUETIAPINA; NOT FOUND; 100 MG COM REV CT BL AL PLAS BR X 30; NO_ACR
521126702114114; FUMARATO DE QUETIAPINA; FUMARATO QUETIAPINA; NOT FOUND; 100 MG COM REV CT BL AL PLAS OPC X 30; NO_ACR
510612030044806; FUMARATO DE QUETIAPINA; FUMARATO QUETIAPINA; NOT FOUND; 100 MG COM REV CT BL AL PLAS BR X 7 ; NO_ACR
510612030045506; FUMARATO DE QUETIAPINA; FUMARATO QUETIAPINA; NOT FOUND; 200 MG COM REV CT BL AL PLAS BR X 10 ; NO_ACR
510612030045606; FUMARATO DE QUETIAPINA; FUMARATO QUETIAPINA; NOT FOUND; 200 MG COM REV CT BL AL PLAS BR X 14; NO_ACR
510612030045906; FUMARATO DE QUETIAPINA; FUMARATO QUETIAPINA; NOT FOUND; 200 MG COM REV CT BL AL PLAS BR X 20; NO_ACR
510612030044206; FUMARATO DE QUETIAPINA; FUMARATO QUETIAPINA; NOT FOUND; 200 MG COM REV CT BL AL PLAS BR X 28; NO_ACR
510612030045706; FUMARATO DE QUETIAPINA; FUMARATO QUETIAPINA; NOT FOUND; 200 MG COM REV CT BL AL PLAS BR X 30; NO_ACR
521126703110112; FUMARATO DE QUETIAPINA; FUMARATO QUETIAPINA; NOT FOUND; 200 MG COM REV CT BL AL PLAS OPC X 30; NO_ACR
510612030045406; FUMARATO DE QUETIAPINA; FUMARATO QUETIAPINA; NOT FOUND; 200 MG COM REV CT BL AL PLAS BR X 7; NO_ACR
510612030044306; FUMARATO DE QUETIAPINA; FUMARATO QUETIAPINA; NOT FOUND; 25 MG COM REV CT BL AL PLAS BR X 10; NO_ACR
510612030044406; FUMARATO DE QUETIAPINA; FUMARATO QUETIAPINA; NOT FOUND; 25 MG COM REV CT BL AL PLAS BR X 14; NO_ACR
521126701118116; FUMARATO DE QUETIAPINA; FUMARATO QUETIAPINA; NOT FOUND; 25 MG COM REV CT BL AL PLAS OPC X 15; NO_ACR
510612030044506; FUMARATO DE QUETIAPINA; FUMARATO QUETIAPINA; NOT FOUND; 25 MG COM REV CT BL AL PLAS BR X 20; NO_ACR
510612030044606; FUMARATO DE QUETIAPINA; FUMARATO QUETIAPINA; NOT FOUND; 25 MG COM REV CT BL AL PLAS BR X 28; NO_ACR
510612030044706; FUMARATO DE QUETIAPINA; FUMARATO QUETIAPINA; NOT FOUND; 25 MG COM REV CT BL AL PLAS BR X 30; NO_ACR
510612030045806; FUMARATO DE QUETIAPINA; FUMARATO QUETIAPINA; NOT FOUND; 25 MG COM REV CT BL AL PLAS BR X 7 ; NO_ACR
541914070004904; FARMANGUINHOS - HIDROCLOROTIAZIDA; FARMANGUINHOS HIDROCLOROTIAZIDA; NOT FOUND; 25 MG COM CT BL AL PLAS AMB X 500; NO_ACR
509902102112410; FUNED - HIDROCLOROTIAZIDA; FUNED HIDROCLOROTIAZIDA; NOT FOUND; 25 MG COM CX 50 BL AL PLAS INC X 10 (EMB HOSP); NO_ACR
510003301116412; FURP-HIDROCLOROTIAZIDA; FURP HIDROCLOROTIAZIDA; NOT FOUND; 25 MG COM CX 25 BL AL PLAS INC X 20 ( EMB HOSP); NO_ACR
510013020012603; FURP-HIDROCLOROTIAZIDA; FURP HIDROCLOROTIAZIDA; NOT FOUND; 25 MG COM CX BL AL PLAS AMB X 500 (EMB HOSP); NO_ACR
510003302112410; FURP-HIDROCLOROTIAZIDA; FURP HIDROCLOROTIAZIDA; NOT FOUND; 50 MG COM CX BL AL PLAS INC X 500 (EMB HOSP); NO_ACR
510003401137411; FURP-HIDROXÍDO DE ALUMÍNIO; FURP HIDROXIDO ALUMINIO; NOT FOUND; 60 MG/ML SUS OR CX 50 FR VD AMB X 150 ML; NO_ACR
510003601111416; FURP-ISONIAZIDA; FURP ISONIAZIDA; NOT FOUND; 100 MG COM CX BL AL PLAS AMB X 500 (EMB HOSP); NO_ACR
540901701131413; FARLAC; FARLAC; NOT FOUND; 667 MG/ML XPE CT FR VD AMB X 120 ML; NO_ACR
541913070002204; FARMANGUINHOS -LAMIVUDINA; FARMANGUINHOS LAMIVUDINA; NOT FOUND; 150 MG COM REV CT 36 FR PLAS OPC X 60; NO_ACR
510003801119410; FURP-LAMIVUDINA; FURP LAMIVUDINA; NOT FOUND; 150 MG COM REV FR PLAS OPC X 60; NO_ACR
510003701114417; FURP-LAMIVUDINA+ZIDOVUDINA.; FURP LAMIVUDINA ZIDOVUDINA; NOT FOUND; 150 MG + 300 MG COM REV FR PLAS OPC X 60 (EMB HOSP); NO_ACR
541913070002504; FAR-MANGUINHOS-LAMIVUDINA+ZIDOVUDINA; FAR MANGUINHOS LAMIVUDINA ZIDOVUDINA; NOT FOUND; (150 + 300)MG COM REV CX 35 FR PLAS OPC X 60; NO_ACR
510003901113414; FURP-MEBENDAZOL; FURP MEBENDAZOL; NOT FOUND; 100 MG COM CX 50 BL AL PLAS INC X 6 (EMB HOSP); NO_ACR
509902401111416; FUNED MEBENDAZOL; FUNED MEBENDAZOL; NOT FOUND; 100 MG COM CX 50 ENV KRAFT POLIET X 6 (EMB. HOSP.); NO_ACR
509902402132417; FUNED MEBENDAZOL; FUNED MEBENDAZOL; NOT FOUND; 20 MG/ML SUS OR CX 50 FR VD AMB X 30 ML (EMB. HOSP.); NO_ACR
510003902136418; FURP-MEBENDAZOL; FURP MEBENDAZOL; NOT FOUND; 20 MG/ML SUS OR CX 50 FR VD AMB X 30 ML(EMB HOSP); NO_ACR
510004002112413; FURP-METILDOPA; FURP METILDOPA; NOT FOUND; 250 MG COM REV CX 50 ENV AL POLIET X 10 (EMB. HOSP.); NO_ACR
509902501114417; FUNED METILDOPA; FUNED METILDOPA; NOT FOUND; 500 MG COM REV CX ENV AL POLIET X 500 (EMB HOSP); NO_ACR
510004101110419; FURP-METOCLOPRAMIDA; FURP METOCLOPRAMIDA; NOT FOUND; 10 MG CX C/ 25 BLISTERES INCOLOR C/ 20 COMPRIMIDOS; NO_ACR
510004102133412; FURP-METOCLOPRAMIDA; FURP METOCLOPRAMIDA; NOT FOUND; 4 MG/ML SOL OR CX 50 FR PLAS OPC GOT X 10 ML (EMB HOSP); NO_ACR
510004203169412; FURP-METRONIDAZOL; FURP METRONIDAZOL; NOT FOUND; 100 MG/G GEL VAG CX 50 BG AL X 50 G + APLIC (EMB HOSP); NO_ACR
510004204165410; FURP-METRONIDAZOL; FURP METRONIDAZOL; NOT FOUND; 100 MG/G GEL VAG CX 50 CT BG AL X 50 G + 10 APLIC (EMB HOSP); NO_ACR
510004201115412; FURP-METRONIDAZOL; FURP METRONIDAZOL; NOT FOUND; 250 MG COM CX 50 BL AL PLAS INC X 10 (EMB HOSP); NO_ACR
510004202138416; FURP-METRONIDAZOL; FURP METRONIDAZOL; NOT FOUND; 40 MG/ML SUS OR CX 50 FR VD AMB X 100 ML (EMB. HOSP); NO_ACR
510004205110415; FURP-METRONIDAZOL; FURP METRONIDAZOL; NOT FOUND; 250 MG COM CX 50 BL AL PLAS AMB X 10 (EMB HOSP); NO_ACR
510611102152418; FRAXIPARINA; FRAXIPARINA; NOT FOUND; 11400 UI AXA SOL INJ CT 02 SER PREENCHIDA X 0.6ML ; NO_ACR
510611103159416; FRAXIPARINA; FRAXIPARINA; NOT FOUND; 11400 UI AXA SOL INJ CT 10 SER PREENCHIDA X 0.6ML ; NO_ACR
510611104155414; FRAXIPARINA; FRAXIPARINA; NOT FOUND; 15200 UI AXA SOL INJ CT 02 SER PREENCHIDA X 0.8ML ; NO_ACR
510611105151412; FRAXIPARINA; FRAXIPARINA; NOT FOUND; 15200 UI AXA SOL INJ CT 10 SER PREENCHIDA X 0.8ML; NO_ACR
510611106158410; FRAXIPARINA; FRAXIPARINA; NOT FOUND; 19000 UI AXA SOL INJ CT 02 SER PREENCHIDA X 1.0ML ; NO_ACR
510611110155315; FRAXIPARINA; FRAXIPARINA; NOT FOUND; 19000 UI AXA SOL INJ CT 10 SER PREENCHIDA X 1.0ML; NO_ACR
510611111151313; FRAXIPARINA; FRAXIPARINA; NOT FOUND; 2850 UI AXA SOL INJ CT 10 SER PREENCHIDA X 0.3ML ; NO_ACR
510611107154419; FRAXIPARINA; FRAXIPARINA; NOT FOUND; 3800 UI AXA SOL INJ CT 05 SER PREENCHIDA X 0.4ML ; NO_ACR
510611108150417; FRAXIPARINA; FRAXIPARINA; NOT FOUND; 5700 UI AXA SOL INJ CT 05 SER PREENCHIDA X 0.6ML ; NO_ACR
510611101156411; FRAXIPARINA; FRAXIPARINA; NOT FOUND; 7600 UI AXA SOL INJ CT 05 SER PREENCHIDA X 0.8ML ; NO_ACR
510611109157415; FRAXIPARINA; FRAXIPARINA; NOT FOUND; 9500 UI AXA SOL INJ CT 05 SER PREENCHIDA X 1.0ML; NO_ACR
510004301160411; FURP-NEOMICINA + BACITRACINA; FURP NEOMICINA BACITRACINA; NOT FOUND; 5 MG/G + 250 UI/G POM DERM CX 50 BG AL X 10 G (EMB HOSP); NO_ACR
541913070002304; FARMANGUINHOS - NEVIRAPINA; FARMANGUINHOS NEVIRAPINA; NOT FOUND; 200 MG COM CX 35 FR PLAS OPC X 60; NO_ACR
509902901112411; FUNED-NIFEDIPINA; FUNED NIFEDIPINA; NOT FOUND; 20 MG COM CX BL AL PLAS INC X 500 (EMB. HOSP.); NO_ACR
510004401114411; FURP-NIFEDIPINA; FURP NIFEDIPINA; NOT FOUND; 20 MG COM REV CX 25 BL AL PLAS AMB X 20 (EMB. HOSP.); NO_ACR
505203603136411; FASULIDE; FASULIDE; NOT FOUND; 10 MG/ML SUS OR CT FR VD AMB X 60 ML; NO_ACR
505203604116414; FASULIDE; FASULIDE; NOT FOUND; 100 MG COM CT BL AL PLAS INC X 12; NO_ACR
505203601168413; FASULIDE; FASULIDE; NOT FOUND; 2 PCC GEL CT BG AL X 40 G; NO_ACR
505203602131416; FASULIDE; FASULIDE; NOT FOUND; 50 MG/ML SUS OR CT FR PLAS OPC GOT X 15 ML; NO_ACR
510005701162418; FURP-NISTATINA; FURP NISTATINA; NOT FOUND; 25.000 UI/G CREM VAG CX 50 BG AL X 60 G + APLIC ( EMB HOSP); NO_ACR
510005702169416; FURP-NISTATINA; FURP NISTATINA; NOT FOUND; 25000 UI/G CREM VAG CX 50 CT BG AL X 60 G + 14 APLIC (EMB HOSP); NO_ACR
510005801132413; FURP-NITRATO DE PRATA; FURP NITRATO PRATA; NOT FOUND; 10 MG/ML SOL OCU CT FR VD AMB X 3 ML (EMB. HOSP.); NO_ACR
525501001112311; FLOXACIN; FLOXACIN; NOT FOUND; 400 MG COM REV CT STR AL X 14; NO_ACR
525501002119311; FLOXACIN; FLOXACIN; NOT FOUND; 400 MG COM REV CT STR AL X 6; NO_ACR
505602802116418; FLOGIRAX; FLOGIRAX; NOT FOUND; 200 MG COM REV CT 2 BL AL PLAS INC X 10; NO_ACR
505602804119414; FLOGIRAX; FLOGIRAX; NOT FOUND; 400 MG COM REV CT 2 BL AL PLAS INC X 10; NO_ACR
509400701117411; FONTO-VIT A; FONTO VIT A; NOT FOUND; FR C/50 CAPS.-10.000 UI; NO_ACR
515101201133411; FERVEX; FERVEX; NOT FOUND; 100MG/G PO ORAL 50 SACHE X 5G; NO_ACR
510005901137417; FURP-PARACETAMOL; FURP PARACETAMOL; NOT FOUND; 200 MG/ML SOL OR PACK 50 FR PLAS OPC GOT X 15 ML (EMB HOSP); NO_ACR
510005902133415; FURP-PARACETAMOL; FURP PARACETAMOL; NOT FOUND; 200 MG/ML SOL OR CX 50 FR PLAS OPC GOT X 15 ML (EMB HOSP); NO_ACR
509903001115412; FUNED PARACETAMOL; FUNED PARACETAMOL; NOT FOUND; 500 MG COM CX 50 ENV KRAFT POLIET X 10 (EMB HOSP); NO_ACR
510004501119413; FURP-PIRAZINAMIDA; FURP PIRAZINAMIDA; NOT FOUND; 500 MG COM CX BL AL PLAS INC X 500 (EMB HOSP); NO_ACR
513900901113413; FELDEXICAM; FELDEXICAM; NOT FOUND; 10 MG CAP CT 2 BL AL PLAS INC X 10; NO_ACR
513900903132415; FELDEXICAM; FELDEXICAM; NOT FOUND; FR COM 10 ML SUSP; NO_ACR
513900902111414; FELDEXICAM; FELDEXICAM; NOT FOUND; 20 MG CAP CT 2 BL X 10; NO_ACR
502401601119420; FEMINVIT; FEMINVIT; NOT FOUND; COM REV CT BL AL PLAS INC X 30; NO_ACR
510603303160311; FLUTIVATE; FLUTIVATE; NOT FOUND; 0.05 MG/G POM DERM CT BG AL X 15 G; NO_ACR
510603301168313; FLUTIVATE; FLUTIVATE; NOT FOUND;  0.5 MG/G CREM DERM CT BG AL X 15 G; NO_ACR
521106506174415; FLUTICAPS; FLUTICAPS; NOT FOUND; 250 MCG CAP GEL DURA PO INAL CT FR PLAS OPC X 15; NO_ACR
521106507170413; FLUTICAPS; FLUTICAPS; NOT FOUND; 250 MCG CAP GEL DURA PO INAL CT FR PLAS OPC X 15 C/INALADOR; NO_ACR
510603103171318; FLIXOTIDE; FLIXOTIDE; NOT FOUND; 250 MCG AER CT LT X 60 DOSES C/APLIC; NO_ACR
521106501172414; FLUTICAPS; FLUTICAPS; NOT FOUND; 250 MCG  CAP GEL DURA PO INAL CT FR PLAS OPC X 60; NO_ACR
521106505178417; FLUTICAPS; FLUTICAPS; NOT FOUND; 250 MCG CAP GEL DURA PO INAL CT FR PLAS OPC X 60 C/INALADOR; NO_ACR
510603101177319; FLIXOTIDE; FLIXOTIDE; NOT FOUND; 250 MCG PO INAL CT DISKUS STR X 60 DOSES; NO_ACR
510603105121415; FLIXOTIDE; FLIXOTIDE; NOT FOUND; 50 MCG AER CT LT X 120 DOSES C/APLIC; NO_ACR
521106503175410; FLUTICAPS; FLUTICAPS; NOT FOUND; 50 MCG CAP GEL DURA PO INAL CT FR PLAS OPC X 60; NO_ACR
521106504171419; FLUTICAPS; FLUTICAPS; NOT FOUND; 50 MCG CAP GEL DURA PO INAL CT FR PLAS OPC X 60 C/INALADOR; NO_ACR
510603102173317; FLIXOTIDE; FLIXOTIDE; NOT FOUND; 50 MCG PO INAL CT DISKUS STR X 60 DOSES; NO_ACR
510603001172315; FLIXONASE; FLIXONASE; NOT FOUND; 50 MCG/DOSE SUS TOP CT FR VD AMB X 120 DOSES; NO_ACR
510603002179313; FLIXONASE; FLIXONASE; NOT FOUND; 50 MCG/DOSE SUS TOP CT FR VD AMB X 60 DOSES; NO_ACR
510004701118410; FURP-PROPRANOLOL; FURP PROPRANOLOL; NOT FOUND; 40 MG COM CX 25 BL AL PLAS AMB X 20 (EMB. HOSP.); NO_ACR
511301801131419; FLORAX; FLORAX; NOT FOUND; 100 MILHOES/ML SUS OR CT 5 FLAC X 5 ML; NO_ACR
511301802138417; FLORAX; FLORAX; NOT FOUND; 100 MILHOES/ML SUS OR CT 100 FLAC X 5 ML; NO_ACR
511301805137411; FLORAX; FLORAX; NOT FOUND; 100 MILHOES/ML SUS OR CT 3 FLAC X 5 ML; NO_ACR
511301803134415; FLORAX; FLORAX; NOT FOUND; 50 MILHOES/ML SUS OR CT 100 FLAC X 5 ML; NO_ACR
511301804130413; FLORAX; FLORAX; NOT FOUND; 50 MILHOES/ML SUS OR CT 5 FLAC X 5 ML ; NO_ACR
511301806133411; FLORAX; FLORAX; NOT FOUND; 50 MILHOES/ML SUS OR CT 3 FLAC X 5 ML; NO_ACR
510004801139411; FURP-RIFAMPICINA; FURP RIFAMPICINA; NOT FOUND; 20 MG/ML SUS OR CX  50 FR VD AMB X 50 ML (EMB. HOSP.); NO_ACR
510004802119412; FURP-RIFAMPICINA; FURP RIFAMPICINA; NOT FOUND; 300 MG CAP GEL DURA CX 50 BL AL PLAS INC X 10 (EMB. HOSP); NO_ACR
509903201130415; FUNED-SALBUTAMOL; FUNED SALBUTAMOL; NOT FOUND; 0.40 MG/ML XPE CX 50 FR VD AMB X 120 ML (EMB HOSP); NO_ACR
510004902131414; FURP-SALBUTAMOL; FURP SALBUTAMOL; NOT FOUND; 0.4 MG/ML SOL OR CX 50 FR VD AMB X 120 ML (EMB HOSP); NO_ACR
540915010014307; FLATEX; FLATEX; NOT FOUND; 150 MG/ML EMUL OR CT FR PLAST OPC GOT X 10 ML; NO_ACR
540915010014207; FLATEX; FLATEX; NOT FOUND; 150 MG COM CT TB PLAST X 12; NO_ACR
540915010014407; FLATEX; FLATEX; NOT FOUND; 80 MG COM CT BL AL PLAST INC X 20; NO_ACR
510005101114412; FURP-SULFADIAZINA; FURP SULFADIAZINA; NOT FOUND; 500 MG COM CX BL AL PLAS INC X 500 (EMB HOSP); NO_ACR
510012110012203; FURP - SULFADIAZINA; FURP SULFADIAZINA; NOT FOUND; 500 MG COM CX BL AL PLAS AMB X 500 (EMB HOSP) ; NO_ACR
509903301135419; FUNED SULFAMETOXAZOL + TRIMETOPRIMA; FUNED SULFAMETOXAZOL TRIMETOPRIMA; NOT FOUND; 40 MG/ML + 8 MG/ML SUS OR CX 50 FR VD AMB X 50 ML; NO_ACR
509903302115411; FUNED SULFAMETOXAZOL + TRIMETOPRIMA; FUNED SULFAMETOXAZOL TRIMETOPRIMA; NOT FOUND; 400 MG + 80 MG COM CX ENV KRAFT POLIET X 500; NO_ACR
510005302136413; FURP-SULMETAZOL + TRIMETOPRINA; FURP SULMETAZOL TRIMETOPRINA; NOT FOUND; (40+08) MG/ML SUS OR CX 50 FR VD AMB X 100 ML (EMB HOSP); NO_ACR
510005301113411; FURP-SULMETAZOL + TRIMETOPRINA; FURP SULMETAZOL TRIMETOPRINA; NOT FOUND; 400:80 MG CX C/ 50 BLISTERES INCOLOR C/ 10 COMPRIMIDOS; NO_ACR
510013010012503; FURP-SULFAMETOXAZOL + TRIMETOPRIMA; FURP SULFAMETOXAZOL TRIMETOPRIMA; NOT FOUND; 400MG + 80MG COM CX BL AL PLAS AMB X 500 (EMB HOSP); NO_ACR
510015010024603; FURP-ESTREPTOMICINA; FURP ESTREPTOMICINA; NOT FOUND; 200 MG/ ML PO INJ CX 50 FA VD TRANS (EMB. HOSP.); NO_ACR
510002601159410; FURP-ESTREPTOMICINA; FURP ESTREPTOMICINA; NOT FOUND; 200 MG/ML PO INJ CX 50 FA VD INC + DIL CX 50 AMP VD INC X 5 ML (EMB HOSP); NO_ACR
510005202115414; FURP-SULFATO FERROSO; FURP SULFATO FERROSO; NOT FOUND; 40 MG COM REV CX FR PE X 1000 (EMB HOSP); NO_ACR
510005203111412; FURP-SULFATO FERROSO; FURP SULFATO FERROSO; NOT FOUND; 40 MG COM REV CX FR PE X 600 (EMB HOSP); NO_ACR
510005201135411; FURP-SULFATO FERROSO; FURP SULFATO FERROSO; NOT FOUND; 68 MG/ML SOL OR CX 50 FR VD AMB X 30 ML (EMB HOSP); NO_ACR
509903401131415; FUNED-SULFATO FERROSO; FUNED SULFATO FERROSO; NOT FOUND; 25 MG/ML SOL OR CX 50 FR VD AMB X 30 ML (EMB HOSP); NO_ACR
528104601134419; FORTONICO; FORTONICO; NOT FOUND; (0.83 + 4.67) MG/ML SOL OR FR PLAS AMB X 400 ML; NO_ACR
509903501118410; FUNED - TALIDOMIDA; FUNED TALIDOMIDA; NOT FOUND; 100 MG COM CT ENV AL POLIET X 30; NO_ACR
507612110017403; FORTEO; FORTEO; NOT FOUND; 250 MCG /ML SOL INJ CT CARP VD INC X 2.4 ML X SIST APLIC PLAS; NO_ACR
507603501159214; FORTÉO; FORTEO; NOT FOUND; 250 MCG/ML SOL INJ CT CARP VD INC X 3 ML X SIST APLIC PLAS; NO_ACR
510005501139412; FURP-ZIDOVUDINA; FURP ZIDOVUDINA; NOT FOUND; 10 MG/ML XPE CT FR VD AMB X 200 ML + CP MED X 10 ML; NO_ACR
541913070002604; FAR-MANGUINHOS ZIDOVUDINA; FAR MANGUINHOS ZIDOVUDINA; NOT FOUND; 100 MG CAP GEL DURA CX 35 FR PLAS OPC X 100; NO_ACR
510005502119415; FURP-ZIDOVUDINA; FURP ZIDOVUDINA; NOT FOUND; 100 MG CAP GEL DURA FR PLAS OPC X 90 (EMB HOSP); NO_ACR
