507723503132411; SUPLEVIT; SUPLEVIT; NOT FOUND; SOL FR C/120ML; NO_ACR
525502005111210; SINGULAIR; SINGULAIR; NOT FOUND; 5 MG CX. 1 BL X 10 CPD; NO_ACR
525502006118219; SINGULAIR; SINGULAIR; NOT FOUND; 5 MG CX. 3 BL X 10 CPD; NO_ACR
522709001110426; STRESSTABS 600 ZINCO; STRESSTABS 600 ZINCO; NOT FOUND; CARTUCHO CONTENDO 1 FRASCO PLASTICO COM 30 COMPRIMIDOS; NO_ACR
531625701110415; SONEBON; SONEBON; NOT FOUND; 5 MG COM CT BL AL PLAS INC X 20; NO_ACR
505609901111411; SEDOPAN; SEDOPAN; NOT FOUND; 10 MG COM REV CT BL AL/AL X 10; NO_ACR
505609902116417; SEDOPAN; SEDOPAN; NOT FOUND; 10 MG COM REV CT BL AL/AL X 30; NO_ACR
510607202131422; SONRIDOR; SONRIDOR; NOT FOUND; 3G EFERV COMP 5X2; NO_ACR
510607201133421; SONRIDOR; SONRIDOR; NOT FOUND; 3G EFERV COMP 12X2; NO_ACR
510607204116412; SONRIDOR; SONRIDOR; NOT FOUND; 500 MG COM EFERV CT 2 STR AL/PE X 2 ; NO_ACR
510607203111417; SONRIDOR; SONRIDOR; NOT FOUND; 500 MG COM  EFERV CT 15 STR AL/PE X 4; NO_ACR
538014100015404; SYLETYV; SYLETYV; NOT FOUND; 5 MCG/ML SOL INJ CT 1 AMP VD INC X 1ML ; NO_ACR
538014100015504; SYLETYV; SYLETYV; NOT FOUND; 5 MCG/ML SOL INJ CT 5 AMP VD INC X 1ML ; NO_ACR
538014100015604; SYLETYV; SYLETYV; NOT FOUND; 5 MCG/ML SOL INJ CT 10 AMP VD INC X 1ML ; NO_ACR
538014100015704; SYLETYV; SYLETYV; NOT FOUND; 5 MCG/ML SOL INJ CT 20 AMP VD INC X 1ML (EMB HOSP); NO_ACR
538014100015804; SYLETYV; SYLETYV; NOT FOUND; 5 MCG/ML SOL INJ CT 100 AMP VD INC X 1ML (EMB HOSP); NO_ACR
538014100015904; SYLETYV; SYLETYV; NOT FOUND; 5 MCG/ML SOL INJ CT 1 AMP VD INC X 2ML ; NO_ACR
538014100016004; SYLETYV; SYLETYV; NOT FOUND; 5 MCG/ML SOL INJ CT 5 AMP VD INC X 2ML ; NO_ACR
538014100016104; SYLETYV; SYLETYV; NOT FOUND; 5 MCG/ML SOL INJ CT 10 AMP VD INC X 2ML ; NO_ACR
538014100016204; SYLETYV; SYLETYV; NOT FOUND; 5 MCG/ML SOL INJ CT 20 AMP VD INC X 2ML (EMB HOSP); NO_ACR
538014100016304; SYLETYV; SYLETYV; NOT FOUND; 5 MCG/ML SOL INJ CT 100 AMP VD INC X 2ML (EMB HOSP); NO_ACR
535123101111414; SENNA ALMEIDA PRADO 46; SENNA ALMEIDA PRADO 46; NOT FOUND; 0.005+0.02G+0.015G COM CT TB PLAS X 60; NO_ACR
522703301139412; SORCAL; SORCAL; NOT FOUND; 900 MG/G PO OR CX 60 ENV X 30 G; NO_ACR
510607001177311; SERETIDE; SERETIDE; NOT FOUND; 50 MCG + 100 MCG PO INAL CT STR X 60 DOSES; NO_ACR
510607004176314; SERETIDE SPRAY; SERETIDE SPRAY; NOT FOUND;  25 MCG/DOSE + 125 MCG/DOSE SUS OR PROP TB AL X 120 DOSES + VAL DOS; NO_ACR
510607005172312; SERETIDE SPRAY; SERETIDE SPRAY; NOT FOUND; 25 MCG/DOSE + 250 MCG/DOSE SUS OR PROP AER TB AL X 120 DOSES + VALV DOS; NO_ACR
510611801174313; SERETIDE DISKUS; SERETIDE DISKUS; NOT FOUND; 50 MCG + 250 MCG PO INAL CT STR X 28 DOSES; NO_ACR
510607002173318; SERETIDE; SERETIDE; NOT FOUND; 50 MCG + 250 MCG PO INAL CT STR X 60 DOSES; NO_ACR
510607006179310; SERETIDE SPRAY; SERETIDE SPRAY; NOT FOUND; 25 MCG/DOSE + 50 MCG/DOSE SUS OR PROP AER TB AL X 120 DOSES + VALV DOS; NO_ACR
510611802170311; SERETIDE DISKUS; SERETIDE DISKUS; NOT FOUND; 50 MCG + 500 MCG PO INAL CT STR X 28 DOSES; NO_ACR
510607003171319; SERETIDE; SERETIDE; NOT FOUND; 50 MCG + 500 MCG PO INAL CT STR X 60 DOSES; NO_ACR
517005301137414; SALBUTAMOL; SALBUTAMOL; SALBUTAMOL; CX. C/50 FRASCOS X 150 ML; NO_ACR
507722401115412; SECNAXIDOL; SECNAXIDOL; NOT FOUND; 1 G COM REV CT BL AL PLAS INC X 2; NO_ACR
532904001113413; SECNIZOL; SECNIZOL; NOT FOUND; 1000 MG COM REV CT BL AL PLAS INC X 2; NO_ACR
532904002111414; SECNIZOL; SECNIZOL; NOT FOUND; 1000 MG COM REV CT BL AL PLAS INC X 4; NO_ACR
531612601139118; SECNIDAZOL; SECNIDAZOL; SECNIDAZOL; 30 MG/ML PO SUS OR CT FR VR AMB X 15 ML + CP MED; NO_ACR
532904003132415; SECNIZOL; SECNIZOL; NOT FOUND; 30 MG/ML PO PREP EXTEMP CT FR VD AMB X 15 ML; NO_ACR
507728701137119; SECNIDAZOL; SECNIDAZOL; SECNIDAZOL; 30 MG/ML PO P/ SUS OR CT FR VD AMB X 15 ML + CP MED; NO_ACR
531612602135116; SECNIDAZOL; SECNIDAZOL; SECNIDAZOL; 30 MG/ML PO SUS OR CT FR VR AMB X 30 ML + CP MED; NO_ACR
532904006131411; SECNIZOL; SECNIZOL; NOT FOUND; 30 MG/ML PO P/PREP EXTEMP CT FR VD AMB X 30 ML; NO_ACR
507728702133117; SECNIDAZOL; SECNIDAZOL; SECNIDAZOL; 30 MG/ML PO P/ SUS OR CT FR VD AMB X 30 ML + CP MED; NO_ACR
532904004112418; SECNIZOL; SECNIZOL; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 4; NO_ACR
532904005119416; SECNIZOL; SECNIZOL; NOT FOUND; 500 MG COM CT BL AL PLAS INC X 8; NO_ACR
537114080011906; SIMETICONA; SIMETICONA; SIMETICONA; 75 MG /ML EMULSAO OR CT FR PLAS OPC X 15 ML; NO_ACR
537114080012006; SIMETICONA; SIMETICONA; SIMETICONA; 75 MG /ML EMULSAO OR CX 24 CT FR PLAS OPC X 15 ML (EMB HOSP); NO_ACR
537114080012106; SIMETICONA; SIMETICONA; SIMETICONA; 75 MG /ML EMULSAO OR CX 48 CT FR PLAS OPC X 15 ML (EMB HOSP); NO_ACR
537114080012206; SIMETICONA; SIMETICONA; SIMETICONA; 75 MG /ML EMULSAO OR CX 96 CT FR PLAS OPC X 15 ML (EMB HOSP); NO_ACR
521112070056206; SIMETICONA; SIMETICONA; SIMETICONA; 125 MG CAP GEL MOLE CT BL AL PLAS INC X 10; NO_ACR
531614070075103; SINVALIP; SINVALIP; NOT FOUND; 10 MG COM REV CT BL AL PLAS LEIT X 30; NO_ACR
531614070075203; SINVALIP; SINVALIP; NOT FOUND; 40 MG COM REV CT BL AL PLAS LEIT X 30; NO_ACR
531614080075606; SINVASTATINA; SINVASTATINA; SINVASTATINA; 10MG COM REV CT BL AL PLAS OPC X 30; NO_ACR
531614080075706; SINVASTATINA; SINVASTATINA; SINVASTATINA; 20MG COM REV CT BL AL PLAS OPC X 30; NO_ACR
531614080075806; SINVASTATINA; SINVASTATINA; SINVASTATINA; 20MG COM REV CT BL AL PLAS OPC X 60; NO_ACR
531614080075906; SINVASTATINA; SINVASTATINA; SINVASTATINA; 40 MG COM REV CT BL AL PLAS OPC X 30; NO_ACR
531614090076503; SINVALIP; SINVALIP; NOT FOUND; 20 MG COM REV CT BL AL PLAS LEIT X 30; NO_ACR
510015010028206; SINVASTATINA; SINVASTATINA; SINVASTATINA; 10 MG COM REV CT BL AL PLAS OPC X 10; NO_ACR
510015010028306; SINVASTATINA; SINVASTATINA; SINVASTATINA; 10 MG COM REV CT BL AL PLAS OPC X 20; NO_ACR
510015010028406; SINVASTATINA; SINVASTATINA; SINVASTATINA; 10 MG COM REV CT BL AL PLAS OPC X 30; NO_ACR
510015010028506; SINVASTATINA; SINVASTATINA; SINVASTATINA; 10 MG COM REV CT BL AL PLAS OPC X 60 (EMB FRAC); NO_ACR
510015010028606; SINVASTATINA; SINVASTATINA; SINVASTATINA; 10 MG COM REV CT BL AL PLAS OPC X 90 (EMB FRAC); NO_ACR
510015010028706; SINVASTATINA; SINVASTATINA; SINVASTATINA; 10 MG COM REV CT BL AL PLAS OPC X 450 (EMB HOSP); NO_ACR
510015010028806; SINVASTATINA; SINVASTATINA; SINVASTATINA; 10 MG COM REV CT BL AL PLAS OPC X 500 (EMB HOSP); NO_ACR
510015010028906; SINVASTATINA; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS OPC X 10; NO_ACR
510015010029006; SINVASTATINA; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS OPC X 20; NO_ACR
510015010029106; SINVASTATINA; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS OPC X 30; NO_ACR
510015010029206; SINVASTATINA; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS OPC X 40; NO_ACR
510015010029306; SINVASTATINA; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS OPC X 60; NO_ACR
510015010029406; SINVASTATINA; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS OPC X 450 (EMB HOSP); NO_ACR
510015010029506; SINVASTATINA; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS OPC X 500 (EMB HOSP); NO_ACR
510015010029606; SINVASTATINA; SINVASTATINA; SINVASTATINA; 40 MG COM REV CT BL AL PLAS OPC X 10; NO_ACR
510015010029706; SINVASTATINA; SINVASTATINA; SINVASTATINA; 40 MG COM REV CT BL AL PLAS OPC X 20; NO_ACR
510015010029806; SINVASTATINA; SINVASTATINA; SINVASTATINA; 40 MG COM REV CT BL AL PLAS OPC X 30; NO_ACR
510015010029906; SINVASTATINA; SINVASTATINA; SINVASTATINA; 40 MG COM REV CT BL AL PLAS OPC X 40; NO_ACR
510015010030006; SINVASTATINA; SINVASTATINA; SINVASTATINA; 40 MG COM REV CT BL AL PLAS OPC X 60; NO_ACR
510015010030106; SINVASTATINA; SINVASTATINA; SINVASTATINA; 80 MG COM REV CT BL AL PLAS OPC X 10; NO_ACR
510015010030206; SINVASTATINA; SINVASTATINA; SINVASTATINA; 80 MG COM REV CT BL AL PLAS OPC X 20; NO_ACR
510015010030306; SINVASTATINA; SINVASTATINA; SINVASTATINA; 80 MG COM REV CT BL AL PLAS OPC X 30; NO_ACR
510015010030406; SINVASTATINA; SINVASTATINA; SINVASTATINA; 80 MG COM REV CT BL AL PLAS OPC X 40; NO_ACR
510015010030506; SINVASTATINA; SINVASTATINA; SINVASTATINA; 80 MG COM REV CT BL AL PLAS OPC X 60; NO_ACR
531603807110418; SINVALIP; SINVALIP; NOT FOUND; 10 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
506902401115113; SINVASTATINA; SINVASTATINA; SINVASTATINA; 10 MG COM REV CT BL AL PLAS INC X 30 ; NO_ACR
521124001119113; SINVASTATINA; SINVASTATINA; SINVASTATINA; 10 MG COM REV CT BL AL PVC/PVDC X 30; NO_ACR
507722502116112; SINVASTATINA; SINVASTATINA; SINVASTATINA; 10 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
507722505115117; SINVASTATINA; SINVASTATINA; SINVASTATINA; 10 MG COM REV CT BL AL PLAS INC X 90 (EMB FRAC); NO_ACR
507722603117416; SINVATROX; SINVATROX; NOT FOUND; 20 MG COM REV CT 3 BL AL PLAS INC X 10; NO_ACR
531603801112419; SINVALIP; SINVALIP; NOT FOUND; 20 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
506902402111111; SINVASTATINA; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
521124002115111; SINVASTATINA; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PVC/PVDC X 30; NO_ACR
507722508114111; SINVASTATINA; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS OPC X 30; NO_ACR
507722506111115; SINVASTATINA; SINVASTATINA; SINVASTATINA; 20 MG COM REV CT BL AL PLAS OPC X 60; NO_ACR
531603805118411; SINVALIP; SINVALIP; NOT FOUND; 20 MG COM REV CT BL AL PLAS LEIT X 70 (EMB FRAC); NO_ACR
506902404114118; SINVASTATINA; SINVASTATINA; SINVASTATINA; 40 MG COM REV CT BL AL PLAS INC X 10 ; NO_ACR
521124003111111; SINVASTATINA; SINVASTATINA; SINVASTATINA; 40 MG COM REV CT BL AL PVC/PVDC X 10    ; NO_ACR
531603802119417; SINVALIP; SINVALIP; NOT FOUND; 40 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
506902405110116; SINVASTATINA; SINVASTATINA; SINVASTATINA; 40 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
521124004118118; SINVASTATINA; SINVASTATINA; SINVASTATINA; 40 MG COM REV CT BL AL PVC/PVDC X 30; NO_ACR
507722509110111; SINVASTATINA; SINVASTATINA; SINVASTATINA; 40 MG COM REV CT BL AL PLAS OPC X 30; NO_ACR
531603806114411; SINVALIP; SINVALIP; NOT FOUND; 40 MG COM REV CT BL AL PLAS LEIT X 70 (EMB FRAC); NO_ACR
506902403118111; SINVASTATINA; SINVASTATINA; SINVASTATINA; 5 MG COM REV CT BL AL PLAS INC X 30 ; NO_ACR
507722507118113; SINVASTATINA; SINVASTATINA; SINVASTATINA; 80 MG COM REV CT BL AL PLAS OPC X 10; NO_ACR
531603803115415; SINVALIP; SINVALIP; NOT FOUND; 80 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
521124005114116; SINVASTATINA; SINVASTATINA; SINVASTATINA; 80 MG COM REV CT BL AL PVC/PVDC X 10     ; NO_ACR
531603804111413; SINVALIP; SINVALIP; NOT FOUND; 80 MG COM REV CT BL AL PLAS LEIT X 72 (EMB FRAC); NO_ACR
531201501157318; STILAMIN; STILAMIN; NOT FOUND; 3 MG/ML PO LIOF INJ CT AMP VD INC + SOL DIL X 1 ML; NO_ACR
506903101115116; SUCCINATO DE SUMATRIPTANA; SUCCINATO SUMATRIPTANA; NOT FOUND; 100 MG COM REV CT BL AL/AL X 02 ; NO_ACR
506904302114417; SUTRIPTAN; SUTRIPTAN; NOT FOUND; 100 MG COM REV CT BL AL AL X 02 ; NO_ACR
506903102111114; SUCCINATO DE SUMATRIPTANA; SUCCINATO SUMATRIPTANA; NOT FOUND; 50 MG COM REV CT BL AL/AL X 02 ; NO_ACR
506904301118419; SUTRIPTAN; SUTRIPTAN; NOT FOUND; 50 MG COM REV CT BL AL AL X 2; NO_ACR
541313030013606; SUCCINATO SODICO DE HIDROCORTISONA; SUCCINATO SODICO HIDROCORTISONA; SUCCINATO SODICO HIDROCORTISONA; 100 MG PO LIOF INJ FA VD TRANS X 50; NO_ACR
541313030013706; SUCCINATO SODICO DE HIDROCORTISONA; SUCCINATO SODICO HIDROCORTISONA; SUCCINATO SODICO HIDROCORTISONA; 100 MG PO LIOF INJ FA VD TRANS X 100; NO_ACR
541313030013806; SUCCINATO SODICO DE HIDROCORTISONA; SUCCINATO SODICO HIDROCORTISONA; SUCCINATO SODICO HIDROCORTISONA; 500 MG PO LIOF INJ FA VD TRANS X 50; NO_ACR
541313030013906; SUCCINATO SODICO DE HIDROCORTISONA; SUCCINATO SODICO HIDROCORTISONA; SUCCINATO SODICO HIDROCORTISONA; 500 MG PO LIOF INJ FA VD TRANS X 100; NO_ACR
505606001150416; SOLU-PRED; SOLU PRED; NOT FOUND; 1 G PO LIOF INJ CT FA VD INC + DIL ; NO_ACR
505606004151413; SOLU-PRED; SOLU PRED; NOT FOUND; 1 G PO LIOF INJ CT FA VD INC; NO_ACR
519502802157416; SOLUPREN; SOLUPREN; NOT FOUND; 125 MG PO LIOF INJ CX 25 FA VD INC X + 25 AMP DIL X 2 ML; NO_ACR
519502805156410; SOLUPREN; SOLUPREN; NOT FOUND; 125 MG PO LIOF INJ CT 25 FA INC (EMB HOSP); NO_ACR
519502806152419; SOLUPREN; SOLUPREN; NOT FOUND; 125 MG PO LIOF INJ CT 50 FA INC (EMB HOSP); NO_ACR
519502807159417; SOLUPREN; SOLUPREN; NOT FOUND; 125 MG PO LIOF INJ CX 50 FA VD INC + 50 AMP DIL X 2 ML (EMB HOSP); NO_ACR
505606002157414; SOLU-PRED; SOLU PRED; NOT FOUND; 500 MG PO LIOF INJ CT FA VD INC + DIL ; NO_ACR
505606003153412; SOLU-PRED; SOLU PRED; NOT FOUND; 500 MG PO LIOF INJ CT FA VD INC; NO_ACR
519502804151415; SOLUPREN; SOLUPREN; NOT FOUND; 500 MG PO LIOF INJ CX 25 FA VD INC X + 25 AMP DIL X 8 ML; NO_ACR
519502808155415; SOLUPREN; SOLUPREN; NOT FOUND; 500 MG PO LIOF INJ CT 25 FA VD INC (EMB HOSP); NO_ACR
519502809151413; SOLUPREN; SOLUPREN; NOT FOUND; 500 MG PO LIOF INJ CT 50 FA VD INC (EMB HOSP); NO_ACR
519502810151413; SOLUPREN; SOLUPREN; NOT FOUND; 500 MG PO LIOF INJ CX 50 FA VD INC + 50 AMP DIL X 8 ML (EMB HOSP); NO_ACR
531626902111417; SUCRAFILM; SUCRAFILM; NOT FOUND; 1G COM MAST CT BL AL PVDC BCO LEIT X 30; NO_ACR
531626901131414; SUCRAFILM; SUCRAFILM; NOT FOUND; 200 MG/ML SUS OR CT 20 FLAC X 10 ML; NO_ACR
532315020008403; SULFAZINA; SULFAZINA; NOT FOUND; 500 MG COM CX ENV KRAFT X 1000 (EMB HOSP); NO_ACR
532301301115419; SULFAZINA; SULFAZINA; NOT FOUND; 500 MG COM CT ENV KRAFT X 100; NO_ACR
532312100005203; SULFAZINA; SULFAZINA; NOT FOUND; 500 MG COM CT ENV KRAFT X 100 (EMB FRAC) ; NO_ACR
532301302111417; SULFAZINA; SULFAZINA; NOT FOUND; 500 MG COM CT ENV KRAFT X 250; NO_ACR
532312100005303; SULFAZINA; SULFAZINA; NOT FOUND; 500 MG COM CT ENV KRAFT X 250 (EMB FRAC); NO_ACR
532301303118415; SULFAZINA; SULFAZINA; NOT FOUND; 500 MG COM CX ENV KRAFT X 500 (EMB HOSP); NO_ACR
541815020009706; SULFAMETOXAZOL + TRIMETOPRIMA; SULFAMETOXAZOL TRIMETOPRIMA; NOT FOUND; 40 MG/ML + 8 MG/ML SUS OR CT FR PLAS AMB X 100 ML + COP; NO_ACR
513902202131419; ST400; ST400; NOT FOUND; FR COM SUSP 100 ML; NO_ACR
513902201119415; ST400; ST400; NOT FOUND; CX COM 2 BL COM 10; NO_ACR
517005401131418; SULFAMETOXAZOL+TRIMETOPRIMA; SULFAMETOXAZOL TRIMETOPRIMA; NOT FOUND; 40 + 8MG CX. C/50 FRASCOS X 50 ML; NO_ACR
513902203138417; ST400; ST400; NOT FOUND; FR COM SUSP 60 ML; NO_ACR
519602301117418; SULFAMETOXAZOL+TRIMETROPRIMA; SULFAMETOXAZOL TRIMETROPRIMA; NOT FOUND; 400 MG + 80 MG COM CX 50 ENV AL POLIET X 10; NO_ACR
517005402111410; SULFAMETOXAZOL+TRIMETOPRIMA; SULFAMETOXAZOL TRIMETOPRIMA; NOT FOUND; 400 + 80MG CX. C/50 ENV. X 10 COMP.; NO_ACR
531614080075306; SULFATO DE GLICOSAMINA; SULFATO GLICOSAMINA; SULFATO GLICOSAMINA; 1.5 G PO SOL OR CT 30 ENV AL PE X 3.95 G; NO_ACR
507744901137416; SULGLIC; SULGLIC; NOT FOUND; 1.5 G PO P/ SOL OR CT 30 ENV AL PLAS X 3.95 G; NO_ACR
540600201156411; SULFATO DE MAGNÉSIO HEPTAIDRATADO; SULFATO MAGNESIO HEPTAIDRATADO; SULFATO MAGNESIO HEPTAIDRATADO; 100 MG/ML SOL INJ IV CX 50 AMP VD INC X 10 ML; NO_ACR
540600202152418; SULFATO DE MAGNÉSIO HEPTAIDRATADO; SULFATO MAGNESIO HEPTAIDRATADO; SULFATO MAGNESIO HEPTAIDRATADO; 500 MG/ML SOL INJ IV CX 50 AMP VD INC X 10 ML; NO_ACR
531615001159112; SULFATO DE MORFINA; SULFATO MORFINA; NOT FOUND; 0.2 MG/ML SOL INJ CT 50 AMP VD AMB X 1 ML (EMB HOSP); NO_ACR
507732801159112; SULFATO DE MORFINA; SULFATO MORFINA; NOT FOUND; 0.2 MG/ML SOL INJ CT 50 AMP VD AMB X 1 ML (EMB HOSP); NO_ACR
531615002155110; SULFATO DE MORFINA; SULFATO MORFINA; NOT FOUND; 1 MG/ML SOL INJ CT 50 AMP VD AMB X 2 ML (EMB HOSP); NO_ACR
507732802155110; SULFATO DE MORFINA; SULFATO MORFINA; NOT FOUND; 1 MG/ML SOL INJ CT 50 AMP VD AMB X 2 ML (EMB HOSP); NO_ACR
531615003151119; SULFATO DE MORFINA; SULFATO MORFINA; NOT FOUND; 10 MG/ML SOL INJ CT 50 AMP VD AMB X 1 ML (EMB HOSP); NO_ACR
507732803151119; SULFATO DE MORFINA; SULFATO MORFINA; NOT FOUND; 10 MG/ML SOL INJ CT 50 AMP VD AMB X 1 ML (EMB HOSP); NO_ACR
507732804131111; SULFATO DE MORFINA; SULFATO MORFINA; NOT FOUND; 10 MG/ML SOL OR CT FR VD AMB X 60 ML + CGT; NO_ACR
537112020008606; SULFATO DE SALBUTAMOL; SULFATO SALBUTAMOL; SULFATO SALBUTAMOL; 0.4 MG/ML XPE CT FR PET AMB X 100 ML + CP MED ; NO_ACR
537112020008806; SULFATO DE SALBUTAMOL; SULFATO SALBUTAMOL; SULFATO SALBUTAMOL; 0.4 MG/ML XPE CX 48 FR PET AMB X 100 ML + 48 CP MED (EMB HOSP); NO_ACR
537112020009006; SULFATO DE SALBUTAMOL; SULFATO SALBUTAMOL; SULFATO SALBUTAMOL; 0.4 MG/ML XPE CX 96 FR PET AMB X 100 ML + 96  CP MED  (EMB HOSP); NO_ACR
532312100006106; SULFATO DE SALBUTAMOL; SULFATO SALBUTAMOL; SULFATO SALBUTAMOL; 0.4 MG/ML XPE CT FR PLAS AMB X 100 ML + CP MED; NO_ACR
532312100006206; SULFATO DE SALBUTAMOL; SULFATO SALBUTAMOL; SULFATO SALBUTAMOL; 0.4 MG/ML XPE CX 60 FR PLAS AMB X 100 ML + CP MED (EMB HOSP); NO_ACR
505207601138411; SALBUTAM; SALBUTAM; NOT FOUND; 0.4 MG/ML XPE CT FR VD AMB X 100 ML; NO_ACR
505209601135115; SULFATO DE SALBUTAMOL; SULFATO SALBUTAMOL; SULFATO SALBUTAMOL; 0.4 MG/ML XPE CT FR VD AMB X 100 ML; NO_ACR
537112020008706; SULFATO DE SALBUTAMOL; SULFATO SALBUTAMOL; SULFATO SALBUTAMOL; 0.4 MG/ML XPE CT FR PET AMB X 120 ML + CP MED ; NO_ACR
537112020008906; SULFATO DE SALBUTAMOL; SULFATO SALBUTAMOL; SULFATO SALBUTAMOL; 0.4 MG/ML XPE CX 48 FR PET AMB X 120 ML + 48 CP MED (EMB HOSP); NO_ACR
537112020009106; SULFATO DE SALBUTAMOL; SULFATO SALBUTAMOL; SULFATO SALBUTAMOL; 0.4 MG/ML XPE CX 96 FR PET AMB X 120 ML + 96 CP MED (EMB HOSP); NO_ACR
532301201137119; SULFATO DE SALBUTAMOL; SULFATO SALBUTAMOL; SULFATO SALBUTAMOL; 0.4 MG/ML XPE CT FR PLAS AMB X 120 ML + CP MED X 10 ML; NO_ACR
507723301130116; SULFATO SALBUTAMOL; SULFATO SALBUTAMOL; SULFATO SALBUTAMOL; 0.4 MG/ML SOL OR CT FR VD AMB X 120 ML + CP MED; NO_ACR
507738101132113; SULFATO DE TERBUTALINA; SULFATO TERBUTALINA; SULFATO TERBUTALINA; 0.3 MG/ML XPE CT FR VD AMB X 100 ML + CP MED ; NO_ACR
538001601155118; SULFATO DE VINCRISTINA; SULFATO VINCRISTINA; SULFATO VINCRISTINA; 1 MG/ML SOL INJ CT FA VD INC X 2 ML; NO_ACR
540600501151316; SULFATO DE ZINCO; SULFATO ZINCO; NOT FOUND; 200 MCG/ML SOL INJ IV CX 50 AMP VD INC X 5 ML; NO_ACR
509401701110415; SULFERRO; SULFERRO; NOT FOUND; FR C/50 CAPS.-200 MG; NO_ACR
505207903134417; SULFERROL; SULFERROL; NOT FOUND; 25 MG/ML XPE CT FR VD AMB X 120 ML; NO_ACR
505207901115415; SULFERROL; SULFERROL; NOT FOUND; 250 MG DRG CT FR VD AMB X 50; NO_ACR
505207902138419; SULFERROL; SULFERROL; NOT FOUND; 68 MG/ML SOL OR GTS CT FR PLAS OPC X 30 ML; NO_ACR
525505101138315; SAFLUTAN; SAFLUTAN; NOT FOUND; 15 MCG/ML SOL OFT CT 30 FLAC X 0.3 ML; NO_ACR
525505102134313; SAFLUTAN; SAFLUTAN; NOT FOUND; 15 MCG/ML SOL OFT CT 90 FLAC X 0.3 ML; NO_ACR
531619601118411; SIGMAX; SIGMAX; NOT FOUND; 100 MG COM REV BL AL PVDC  LEIT X 60; NO_ACR
531612020065403; SIGMAX; SIGMAX; NOT FOUND; 25 MG COM REV BL AL PVDC  LEIT X 20; NO_ACR
531612020065603; SIGMAX; SIGMAX; NOT FOUND; 25 MG COM REV BL AL PVDC  LEIT X 60; NO_ACR
531612020065503; SIGMAX; SIGMAX; NOT FOUND; 50 MG COM REV BL AL PVDC  LEIT X 60; NO_ACR
510607104170318; SEREVENT; SEREVENT; NOT FOUND; 50 MCG/DOSE PO INAL CT BL AL/PVC X 60 DOSES; NO_ACR
