507731401130410; BRONCOLEX; BRONCOLEX; NOT FOUND; 10 MG/ML XPE AD CT FR VD AMB X 120 ML + CP MED X 10 ML; NO_ACR
537114080011206; BUTILBROMETO DE ESCOPOLAMINA; BUTILBROMETO ESCOPOLAMINA; BUTILBROMETO ESCOPOLAMINA; 10 MG / ML SOL OR CT FR PET AMB X 20 ML ; NO_ACR
537114080011306; BUTILBROMETO DE ESCOPOLAMINA; BUTILBROMETO ESCOPOLAMINA; BUTILBROMETO ESCOPOLAMINA; 10 MG / ML SOL OR CX 48 FR PET AMB X 20 ML (EMB HOSP); NO_ACR
537114080011406; BUTILBROMETO DE ESCOPOLAMINA; BUTILBROMETO ESCOPOLAMINA; BUTILBROMETO ESCOPOLAMINA; 10 MG / ML SOL OR CX 96 FR PET AMB X 20 ML (EMB HOSP); NO_ACR
531606501136112; BUTILBROMETO DE ESCOPOLAMINA; BUTILBROMETO ESCOPOLAMINA; BUTILBROMETO ESCOPOLAMINA; 10 MG/ML SOL OR CT FR VD AMB GOT X 20 ML ; NO_ACR
507726301131117; BUTILBROMETO DE ESCOPOLAMINA; BUTILBROMETO ESCOPOLAMINA; BUTILBROMETO ESCOPOLAMINA; 10 MG/ML SOL OR CT FR VD AMB GOT X 20 ML ; NO_ACR
507736201131112; BROMETO DE N- BUTIL ESCOPOLAMINA + DIPIRONA SÓDICA; BROMETO N BUTIL ESCOPOLAMINA DIPIRONA SODICA; NOT FOUND; 6.67 MG/ML + 333.4 MG/ML SOL OR CT FR VD CGT X 20 ML; NO_ACR
505212080019603; BUSCOVERAN COMPOSTO; BUSCOVERAN COMPOSTO; NOT FOUND; 6.67 MG/ML + 333.4 MG/ML SOL OR GOT CT FR PLAS GOT X 20 ML ; NO_ACR
531618801131111; BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA SÓDICA; BUTILBROMETO ESCOPOLAMINA DIPIRONA SODICA; NOT FOUND; 6.67 MG/ML + 333.4 MG/ML SOL OR CT FR VD AMB GOT X 20 ML; NO_ACR
505201301116411; BUSCOVERAN COMPOSTO; BUSCOVERAN COMPOSTO; NOT FOUND; 10 MG + 250 MG DRG CT BL AL PLAS INC X 20; NO_ACR
505201302139415; BUSCOVERAN COMPOSTO; BUSCOVERAN COMPOSTO; NOT FOUND; 6.67 MG/ML + 333.4 MG/ML SOL OR CT FR VD AMB X 20 ML; NO_ACR
540912050005703; BENEGRIP; BENEGRIP; NOT FOUND; 250 MG + 30 MG (VERDE) / 250 MG + 2 MG (AMARELO) COM REV BL AL PLAS IN C X 20; NO_ACR
513900302139415; BRONCOFAN; BRONCOFAN; NOT FOUND; INFANTIL FR SOL COM 100 ML; NO_ACR
513900301132417; BRONCOFAN; BRONCOFAN; NOT FOUND; ADULTO FR SOL COM 100 ML; NO_ACR
521101503150417; BIOCARBO; BIOCARBO; NOT FOUND; 10 MG/ML SOL INJ CT FA VD AMB X 15 ML ; NO_ACR
521101505153413; BIOCARBO; BIOCARBO; NOT FOUND; 10 MG/ML SOL INJ CT FA VD AMB X 45 ML ; NO_ACR
521101504157415; BIOCARBO; BIOCARBO; NOT FOUND; 10 MG/ML SOL INJ CT FA VD AMB X 5 ML; NO_ACR
507703701151418; BIOPREVENT; BIOPREVENT; NOT FOUND; 1G INJ 50 FR/AMP S/ DIL; NO_ACR
541512030000714; BETAZIDIM; BETAZIDIM; NOT FOUND; 1 G PO INJ CT 50 FA VD INC; NO_ACR
505201103152411; BEDOZIL; BEDOZIL; NOT FOUND; 2500 MCG/ML SOL INJ CT 10 AMP VD INC X 2 ML; NO_ACR
505201104159411; BEDOZIL; BEDOZIL; NOT FOUND; 2500 MCG/ML SOL INJ CX 50 AMP VD INC X 2 ML; NO_ACR
505201101151418; BEDOZIL; BEDOZIL; NOT FOUND; 500 MCG/ML SOL INJ CT 10 AMP VD INC X 2 ML; NO_ACR
505201102156413; BEDOZIL; BEDOZIL; NOT FOUND; 500 MCG/ML SOL INJ CX 50 AMP VD INC X 2 ML; NO_ACR
540912030004903; BENEGRIP; BENEGRIP; NOT FOUND; 250 MG + 30 MG (VERDE) / 250 MG + 2 MG (AMARELO) COM REV CT 25 BL AL PLAS INC X 3 VERD + 3 AMAR; NO_ACR
539600502111312; BENALET; BENALET; NOT FOUND; 5 MG + 50 MG + 10 MG PAS CART DISPLAY ENV AL X 100 (SABOR FRAMBOESA)  ; NO_ACR
539600503116318; BENALET; BENALET; NOT FOUND; 5 MG + 50 MG + 10 MG PAS CART DISPLAY ENV AL X 100 (SABOR MEL LIMAO) ; NO_ACR
539600506115312; BENALET; BENALET; NOT FOUND; 5 MG + 50 MG + 10 MG PAS CART DISPLAY ENV AL X 100 (SABOR MENTA) ; NO_ACR
539600501113311; BENALET; BENALET; NOT FOUND; 5 MG + 50 MG + 10 MG PAS CT ENV AL X 12 (SABOR FRAMBOESA) ; NO_ACR
539600504112316; BENALET; BENALET; NOT FOUND; 5 MG + 50 MG + 10 MG PAS CT ENV AL X 12 (SABOR MEL LIMAO) ; NO_ACR
539600505119314; BENALET; BENALET; NOT FOUND; 5 MG + 50 MG + 10 MG PAS CT ENV AL X 12 (SABOR MENTA) ; NO_ACR
539600507111310; BENALET; BENALET; NOT FOUND; 5 MG + 50 MG + 10 MG PAS CART DISPLAY ENV AL X 52 (SABOR MEL LIMAO); NO_ACR
539600509114317; BENALET; BENALET; NOT FOUND; 5 MG + 50 MG + 10 MG PAS CART DISPLAY ENV AL X 52(SABOR MENTA); NO_ACR
539600508118319; BENALET; BENALET; NOT FOUND; 5 MG + 50 MG + 10 MG PAS CART DISPLAY ENV AL X 52(SABOR FRAMBOESA); NO_ACR
510601609165312; BETNOVATE; BETNOVATE; NOT FOUND; 1MG/G + 5MG/G CREM CT BG AL X 30G; NO_ACR
510601610163311; BETNOVATE; BETNOVATE; NOT FOUND; 1MG/G + 5MG/G POM CT BG AL X 30G; NO_ACR
510601608177317; BETNOVATE; BETNOVATE; NOT FOUND; 1 MG/ML SOL TOP CAPILAR CT FR PLAS OPC X 50 ML; NO_ACR
510601603175316; BETNOVATE; BETNOVATE; NOT FOUND; 1 MG/ML LOC CREM CT FR PLAS OPC X 50 ML; NO_ACR
510601601164317; BETNOVATE; BETNOVATE; NOT FOUND; 1 MG/G CREM CT BG AL X 15 G; NO_ACR
510601602160315; BETNOVATE; BETNOVATE; NOT FOUND; 1 MG/G CREM CT BG AL X 30 G; NO_ACR
510601605161312; BETNOVATE; BETNOVATE; NOT FOUND; 1 MG/G POM CT BG AL X 30 G; NO_ACR
510601604163311; BETNOVATE; BETNOVATE; NOT FOUND; 1 MG/G POM CT BG AL X 15 G; NO_ACR
510601606166318; BETNOVATE; BETNOVATE; NOT FOUND; 1 MG/G + 30 MG/G CREM CT BG AL X 30 G; NO_ACR
540913040011214; BRONCOFLUX; BRONCOFLUX; NOT FOUND; 3.0 MG/ML XPE CT FR VD AMB X 120 ML ; NO_ACR
540913040011314; BRONCOFLUX; BRONCOFLUX; NOT FOUND; 6.0 MG/ML XPE CT FR VD AMB X 120 ML ; NO_ACR
508500701110418; BAMIFIX; BAMIFIX; NOT FOUND; 300 MG DRG CT BL AL PLAS INC X 20; NO_ACR
508500702117416; BAMIFIX; BAMIFIX; NOT FOUND; 600 MG DRG CT BL AL PLAS INC X 20; NO_ACR
503101301134315; BESIVANCE; BESIVANCE; NOT FOUND; 0.6 % SUS OFT CT FR PLAS OPC GOT X 5 ML; NO_ACR
532900501138412; BISPECT; BISPECT; NOT FOUND; 0.8 MG/ ML XPE INF CT 50 FR VD AMB X 120 ML + 50 CP MED - EMB HOSP; NO_ACR
532900506131416; BISPECT; BISPECT; NOT FOUND; 0.8 MG/ ML XPE INF CT FR VD AMB X 120 ML + CP MED; NO_ACR
507741801131411; BISURAN; BISURAN; NOT FOUND; 0.8 MG/ML XPE CT FR VD AMB X 120 ML + CP MED ; NO_ACR
532900504137417; BISPECT; BISPECT; NOT FOUND; 1.6 MG/ ML XPE ADULTO CT FR VD AMB X 120 ML  + CP MED; NO_ACR
507741802138411; BISURAN; BISURAN; NOT FOUND; 1.6 MG/ML XPE CT FR VD AMB X 120 ML + CP MED; NO_ACR
532900503130419; BISPECT; BISPECT; NOT FOUND; 2 MG/ML SOL CT FR VD AMB GOT X 50 ML; NO_ACR
531627501119415; BUPIUM; BUPIUM; NOT FOUND; 150 MG COM REV LIB PROL CT BL AL AL X 10; NO_ACR
531627502115413; BUPIUM; BUPIUM; NOT FOUND; 150 MG COM REV LIB PROL CT BL AL AL X 30; NO_ACR
531627503111411; BUPIUM; BUPIUM; NOT FOUND; 150 MG COM REV LIB PROL CT BL AL AL X 60; NO_ACR
507742902111414; BENZIFLEX; BENZIFLEX; NOT FOUND; 10 MG COM REV CT BL AL PLAS OPC X 15; NO_ACR
507742901113413; BENZIFLEX; BENZIFLEX; NOT FOUND; 10 MG COM REV CT BL AL PLAS OPC X 30; NO_ACR
541813110006203; BENZIFLEX; BENZIFLEX; NOT FOUND; 5MG COM REV CT BL AL PLAS OPC X 15; NO_ACR
541813110006303; BENZIFLEX; BENZIFLEX; NOT FOUND; 5MG COM REV CT BL AL PLAS OPC X 30; NO_ACR
521102301152417; BIORRUB; BIORRUB; NOT FOUND; 10 MG PO LIOF INJ CT FA VD INC + AMP DIL X 5 ML; NO_ACR
521102302159415; BIORRUB; BIORRUB; NOT FOUND; 50 MG PO LIOF INJ CT FA VD INC X 25 ML; NO_ACR
538002002158411; BRECILA; BRECILA; NOT FOUND; 2 MG/ML SOL INJ IM CT FR VD INC X 10 ML; NO_ACR
538002003154418; BRECILA; BRECILA; NOT FOUND; 2 MG/ML SOL INJ IM CT FR VD INC X 25 ML; NO_ACR
538002001151411; BRECILA; BRECILA; NOT FOUND; 2 MG/ML SOL INJ IM CT FR VD INC X 5 ML; NO_ACR
540915010014504; BENEGRIP MULTI; BENEGRIP MULTI; NOT FOUND; (13.30 + 0.33 + 0.13) MG/ML SOL OR FR PLAS TRANS X 240 ML; NO_ACR
503600101130417; BIOGRIPE; BIOGRIPE; NOT FOUND; 40MG/ML + 4MG/ML + 4MG/ML XPE CT FR VD AMB X 100 ML; NO_ACR
503600103133413; BIOGRIPE; BIOGRIPE; NOT FOUND; 100MG/ML + 2MG/ML + 2MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML; NO_ACR
503600104113416; BIOGRIPE; BIOGRIPE; NOT FOUND; 400 MG  + 4 MG + 4MG CAP GEL DURA CT DISPLAY X 25 BL X 4 CART ; NO_ACR
503600102110411; BIOGRIPE; BIOGRIPE; NOT FOUND; 400MG + 4MG + 4MG CAP GEL DURA CT FR PLAS OPC X 20; NO_ACR
521122702152412; BIOTECAN; BIOTECAN; NOT FOUND; 20 MG/ML SOL INJ CT FA VD AMB X 5 ML ; NO_ACR
503100201179319; BETA OPHTIOLE; BETA OPHTIOLE; NOT FOUND; 3 MG/ML SOL OFT CT FR PLAS OPC GOT X 5ML; NO_ACR
505201204153413; BIOFRUCTOSE; BIOFRUCTOSE; NOT FOUND; CX 50 AMP 20 ML; NO_ACR
505201201154419; BIOFRUCTOSE; BIOFRUCTOSE; NOT FOUND; SOL INJ CX CT 100 AMP X 10 ML; NO_ACR
505201202150417; BIOFRUCTOSE; BIOFRUCTOSE; NOT FOUND; SOL INJ CX CT 3 AMP X 10 ML ; NO_ACR
505201203157415; BIOFRUCTOSE; BIOFRUCTOSE; NOT FOUND; SOL INJ CX CT 3 AMP X 20 ML ; NO_ACR
513900203130411; BEVICOMPLEX; BEVICOMPLEX; NOT FOUND; FR COM SOL 100 ML; NO_ACR
513900201111418; BEVICOMPLEX; BEVICOMPLEX; NOT FOUND; FR COM 20 DRG; NO_ACR
513900202118416; BEVICOMPLEX; BEVICOMPLEX; NOT FOUND; FR COM 50 DRG; NO_ACR
525512030015002; BRINAVESS; BRINAVESS; NOT FOUND; 20 MG/ML SOL INJ CT FR VD INC X 25 ML; NO_ACR
531626601111418; BONECAL D; BONECAL D; NOT FOUND; 600 MG + 400 UI COM REV CT FR PLAS OPC X 30; NO_ACR
531626602116413; BONECAL D; BONECAL D; NOT FOUND; 600 MG + 400 UI COM REV CT FR PLAS OPC X 60; NO_ACR
528105501168417; BABYTOL; BABYTOL; NOT FOUND; 50 MG/G POM DERM CT BG AL X 30 G; NO_ACR
507746501179411; BIOFLADEX; BIOFLADEX; NOT FOUND; 11.6 MG/G SOL AER DERM FILME PLAS CIL AL X 85 ML; NO_ACR
510601503170312; BECLOSOL; BECLOSOL; NOT FOUND; 50 MCG/MG SUS TOP CT FR PLAS X 200 DOSES; NO_ACR
507604001151311; BYETTA; BYETTA; NOT FOUND; 250 MCG/ML SOL INJ CT CARP VD INC X 1.2 ML X SIST APLIC PLAS; NO_ACR
507604002156315; BYETTA; BYETTA; NOT FOUND; 250 MCG/ML SOL INJ CT CARP VD INC X 2.4 ML X SIST APLIC PLAS ; NO_ACR
502602001151413; BIOSTATE; BIOSTATE; NOT FOUND; 250 UI + 500 UI PO LIOF INJ CT FA VD INC + FA VD INC DIL X 5 ML + DISP TRANSF COM FLTR; NO_ACR
502602002158411; BIOSTATE; BIOSTATE; NOT FOUND; 500 UI + 1000 UI PO LIOF INJ CT FA VD INC + FA VD INC DIL X 10 ML + DISP TRANSF COM FLTR; NO_ACR
502600701156411; BERIPLEX P/N; BERIPLEX P N; NOT FOUND; 250 UI PO LIOF INJ CT FA VD INC + DIL X 10 ML + DISP. TRANSF.; NO_ACR
502600703159418; BERIPLEX P/N; BERIPLEX P N; NOT FOUND; 250 UI PO LIOF INJ CT FA VD INC + DIL X 10 ML + DISP. TRANSF. COM FILTRO; NO_ACR
502600702152411; BERIPLEX P/N; BERIPLEX P N; NOT FOUND; 500 UI PO LIOF INJ CT FA VD INC + DIL X 20 ML + DISP. TRANSF.; NO_ACR
502600704155416; BERIPLEX P/N; BERIPLEX P N; NOT FOUND; 500 UI PO LIOF INJ CT FA VD INC + DIL X 20 ML + DISP. TRANSF. COM FILTRO; NO_ACR
502612120006403; BERININ P; BERININ P; NOT FOUND; 120 UI/ML PO LIOF INJ FA VD INC + DIL X 10ML + DISP. TRANSF. COM FLTR; NO_ACR
502612120006203; BERININ P; BERININ P; NOT FOUND; 120 UI/ML  PO LIOF INJ FA VD INC + DIL X 2.5ML + DISP. TRANSF. COM FLTR; NO_ACR
502612120006303; BERININ P; BERININ P; NOT FOUND; 120 UI/ML PO LIOF INJ FA VD INC + DIL X 5ML + DISP. TRANSF. COM FLTR; NO_ACR
502614100007003; BERIATE P; BERIATE P; NOT FOUND; 250 UI PO LIOF INJ FA + DIL X 2.5 ML + DISP TRANF COM FLTR + SER X 5 ML + EQP; NO_ACR
502614100007103; BERIATE P; BERIATE P; NOT FOUND; 500 UI PO LIOF INJ FA + DIL X 5.0 ML + DISP TRANF COM FLTR + SER X 5 ML + EQP; NO_ACR
502614100007203; BERIATE P; BERIATE P; NOT FOUND; 1000 UI PO LIOF INJ FA + DIL X 10.0 ML + DISP TRANF COM FLTR + SER X 10 ML + EQP ; NO_ACR
502600301158417; BERIATE P; BERIATE P; NOT FOUND; 100 UI/ML LIOF INJ FA + DIL X 10 ML + EQP TRANSF + FLTR DESC; NO_ACR
502600304157411; BERIATE P; BERIATE P; NOT FOUND; 100 UI/ML LIOF INJ FA + DIL X 10.0 ML + DISP TRANSF COM FLTR; NO_ACR
502600302154415; BERIATE P; BERIATE P; NOT FOUND; 100 UI/ML LIOF INJ FA + DIL X 2.5 ML + EQP TRANSF + FLTR DESC; NO_ACR
502600305153411; BERIATE P; BERIATE P; NOT FOUND; 100 UI/ML LIOF INJ FA + DIL X 2.5 ML + DISP TRANSF COM FLTR; NO_ACR
502600306151410; BERIATE P; BERIATE P; NOT FOUND; 100 UI/ML LIOF INJ FA + DIL X 5.0 ML + DISP TRANSF COM FLTR; NO_ACR
502600303150413; BERIATE P; BERIATE P; NOT FOUND; 100 UI/ML LIOF INJ FA + DIL X 5 ML + EQP TRANSF + FLTR DESC; NO_ACR
534300202136429; BRONCOFENIL; BRONCOFENIL; NOT FOUND; FRASCO COM 100 ML XAROPE; NO_ACR
530402003113314; BENICAR HCT; BENICAR HCT; NOT FOUND; 20 MG + 12.5 MG COM REV CT BL AL  AL X 20; NO_ACR
530402006112319; BENICAR HCT; BENICAR HCT; NOT FOUND; 40 MG + 12.5 MG COM REV CT BL AL  AL X 20  ; NO_ACR
530402001110318; BENICAR HCT; BENICAR HCT; NOT FOUND; 40 MG + 12.5 MG COM REV CT BL AL  AL X 30   ; NO_ACR
530402004111315; BENICAR HCT; BENICAR HCT; NOT FOUND; 20 MG + 12.5 MG COM REV CT BL AL  AL X 30 ; NO_ACR
530402010111313; BENICAR HCT; BENICAR HCT; NOT FOUND; 40 MG + 12.5 MG COM REV CT BL AL AL X 7; NO_ACR
530402011116319; BENICAR HCT; BENICAR HCT; NOT FOUND; 20 MG + 12.5 MG COM REV CT BL AL AL X 7; NO_ACR
530402008115315; BENICAR HCT; BENICAR HCT; NOT FOUND; 40 MG + 25 MG COM REV CT BL AL AL X 20 ; NO_ACR
530402009111313; BENICAR HCT; BENICAR HCT; NOT FOUND; 40 MG + 25 MG COM REV CT BL AL  AL X 30   ; NO_ACR
530402012112317; BENICAR HCT; BENICAR HCT; NOT FOUND; 40 MG + 25 MG COM REV CT BL AL AL X 7; NO_ACR
531612060066804; BRASART HCT; BRASART HCT; NOT FOUND; 80 MG + 12.5 COM REV CT BL AL AL X 30; NO_ACR
531612060066904; BRASART HCT; BRASART HCT; NOT FOUND; 160 MG + 12.5 MG COM REV CT BL AL AL X 30; NO_ACR
531612060067104; BRASART HCT; BRASART HCT; NOT FOUND; 320 MG + 25 MG COM REV CT BL AL AL X 30; NO_ACR
531612060067004; BRASART HCT; BRASART HCT; NOT FOUND; 160 MG + 25 MG COM REV CT BL AL AL X 30; NO_ACR
502600502153412; BERIGLOBINA; BERIGLOBINA; NOT FOUND; 160 MG/ML SOL INJ CT AMP VD INC X 2 ML; NO_ACR
502614070006902; BERINERT; BERINERT; NOT FOUND; 500 UI LIOF INJ CT FA VD INC + FA VD INC DIL X 10ML + DISP TRANSF; NO_ACR
510601701118317; BIOVIR; BIOVIR; NOT FOUND; 150 MG + 300 MG COM REV CT FR PLAS OPC X 60; NO_ACR
541815020010103; BALSAMO BENGUE; BALSAMO BENGUE; NOT FOUND; 0.100 G+0.150 G/G GEL CT BG AL X 60 G; NO_ACR
541815020010203; BALSAMO BENGUE; BALSAMO BENGUE; NOT FOUND; 0.250 G+0.250 G/G POM DERM CT BG AL X 60 G; NO_ACR
521101802158411; BIOMETROX; BIOMETROX; NOT FOUND; 25 MG/ML SOL INJ CT FA VD INC X 2 ML; NO_ACR
521101803154418; BIOMETROX; BIOMETROX; NOT FOUND; 25 MG/ML SOL INJ CT FA VD INC X 20 ML; NO_ACR
522714090041903; BRONSECUR; BRONSECUR; NOT FOUND; 10 MG COM REV CT BL AL/AL X 10 ; NO_ACR
522714090042003; BRONSECUR; BRONSECUR; NOT FOUND; 10 MG COM REV CT BL AL/AL X 30; NO_ACR
522714090042103; BRONSECUR; BRONSECUR; NOT FOUND; 10 MG COM REV CT BL AL/AL X 60; NO_ACR
510614020051403; BACTROBAN; BACTROBAN; NOT FOUND; 20 MG/G POM DERM CT TB AL X 10 G; NO_ACR
510601301160316; BACTROBAN; BACTROBAN; NOT FOUND; 20 MG/G POM DERM CT TB AL X 15 G; NO_ACR
505209501165411; BACTOCIN; BACTOCIN; NOT FOUND; 20 MG/G CREM DERM CT BG AL X 15 G; NO_ACR
541312030007504; BROMUC; BROMUC; NOT FOUND; 100 MG/ML SOL INJ CT 5 AMP VD AMB X 3 ML; NO_ACR
541312030007604; BROMUC; BROMUC; NOT FOUND; 100 MG/ML SOL INJ CX 100 AMP VD AMB X 3 ML; NO_ACR
530400201112318; BENICAR; BENICAR; NOT FOUND; 20 MG COM REV CT BL AL/AL X 10; NO_ACR
530400203115314; BENICAR; BENICAR; NOT FOUND; 20 MG COM REV CT BL AL/AL X 30  ; NO_ACR
530400204111118; BENICAR; BENICAR; NOT FOUND; 40 MG COM REV CT BL AL/AL X 10; NO_ACR
530400206114319; BENICAR; BENICAR; NOT FOUND; 40 MG COM REV CT  BL AL/AL X 30  ; NO_ACR
541512030001504; BACTOCILIN; BACTOCILIN; NOT FOUND; 500 MG PO INJ CT 50 FA VD INC; NO_ACR
521106101158414; BIOEZULEN; BIOEZULEN; NOT FOUND; 100 MG PO LIOF INJ CT FA VD AMB; NO_ACR
521106102154412; BIOEZULEN; BIOEZULEN; NOT FOUND; 50 MG PO LIOF INJ CT FA VD AMB; NO_ACR
521102001159416; BIOPAXEL; BIOPAXEL; NOT FOUND; 6 MG/ML SOL INJ CT FA VD IND X 16.7 ML; NO_ACR
521102002155414; BIOPAXEL; BIOPAXEL; NOT FOUND; 6 MG/ML SOL INJ CX FA VD INC X 5 ML; NO_ACR
541512030000014; BENZILPEN; BENZILPEN; NOT FOUND; 5000000 UI PO SOL INJ CT 50 FA VD INC; NO_ACR
508500901179314; BUTOVENT PULVINAL; BUTOVENT PULVINAL; NOT FOUND; 200 MCG/DOSE PO INAL CT DISP INAL CT X 100 DOSES; NO_ACR
521114100060803; BIOMATROP; BIOMATROP; NOT FOUND; 16 UI PO LIOF INJ CT FA + AMP DIL 1 ML; NO_ACR
521114020060004; BIOMATROP; BIOMATROP; NOT FOUND; 4 UI PO LIOF INJ CT FA + AMP DIL 1 ML; NO_ACR
537701002159212; BRIDION; BRIDION; NOT FOUND; 100 MG/ML SOL INJ CT 10 FA VD INC X 2 ML; NO_ACR
537701001152214; BRIDION; BRIDION; NOT FOUND; 100 MG/ML SOL INJ CT 10 FA VD INC X 5 ML; NO_ACR
532315020007803; BACSULFAPRIM; BACSULFAPRIM; NOT FOUND; 40.0 MG/ML + 8.0 MG/ML SUS OR CT FR PLAS OPC X 50 ML + COP 15 ML; NO_ACR
532315020007903; BACSULFAPRIM; BACSULFAPRIM; NOT FOUND; 40 MG/ML + 08 MG/ML SUS OR CT 01 FR PLAS OPC X 60 ML + COP 15 ML; NO_ACR
532315020008003; BACSULFAPRIM; BACSULFAPRIM; NOT FOUND; 40.0 MG/ML + 8.0 MG/ML SUS OR CT 01 FR PLAS OPC X 100 ML + COP 15 ML; NO_ACR
532315020008103; BACSULFAPRIM; BACSULFAPRIM; NOT FOUND; 40.0 MG/ML + 8.0 MG/ML SUS OR CT 100 FR PLAS OPC X 50 ML + COP 15 ML; NO_ACR
532315020008203; BACSULFAPRIM; BACSULFAPRIM; NOT FOUND; 40 MG/ML + 08 MG/ML SUS OR CT 100 FR PLAS OPC X 60 ML  + COP 15 ML; NO_ACR
532315020008303; BACSULFAPRIM; BACSULFAPRIM; NOT FOUND; 40.0 MG/ML + 8.0 MG/ML SUS OR CT 60 FR PLAS OPC X 100 ML + COP 15 ML; NO_ACR
521102701150314; BONAR; BONAR; NOT FOUND; 15 UI PO LIOF INJ CT FA VD INC + AMP DIL VD INC X 5 ML; NO_ACR
535400601154317; BEDFORDPOLY B; BEDFORDPOLY B; NOT FOUND; 500.000 UI PO LIOF CT 10 FA VD INC; NO_ACR
508503901137314; BRAMITOB; BRAMITOB; NOT FOUND; 75 MG/ML SOL INAL CT 16 FLAC PLAS X 4 ML; NO_ACR
508503902133312; BRAMITOB; BRAMITOB; NOT FOUND; 75 MG/ML SOL INAL CT 28 FLAC PLAS X 4 ML; NO_ACR
508503903131313; BRAMITOB; BRAMITOB; NOT FOUND; 75 MG/ML SOL INAL CT 56 FLAC PLAS X 4 ML; NO_ACR
519508601153412; BOTULIFT; BOTULIFT; NOT FOUND; 100 U PO LIOF INJ CT 1 FA VD INC; NO_ACR
519508602151413; BOTULIFT; BOTULIFT; NOT FOUND; 100 U PO LIOF INJ CT 5 FA VD INC; NO_ACR
519513070020703; BOTULIFT; BOTULIFT; NOT FOUND; 200 U PO LIOF INJ CT 1 FA VD INC  ; NO_ACR
519513070020803; BOTULIFT; BOTULIFT; NOT FOUND; 200 U PO LIOF INJ CT 5 FA VD INC  ; NO_ACR
519513070020503; BOTULIFT; BOTULIFT; NOT FOUND; 50 U PO LIOF INJ CT 1 FA VD INC  ; NO_ACR
519513070020603; BOTULIFT; BOTULIFT; NOT FOUND; 50 U PO LIOF INJ CT 5 FA VD INC  ; NO_ACR
531623502110419; BRASART; BRASART; NOT FOUND; 160 MG COM REV CT BL AL AL X 30; NO_ACR
506912120025603; BLOSSOM; BLOSSOM; NOT FOUND; 160 MG COM REV CT BL AL AL X 30; NO_ACR
531623503117417; BRASART; BRASART; NOT FOUND; 320 MG COM REV CT BL AL AL X 30; NO_ACR
506912120025703; BLOSSOM; BLOSSOM; NOT FOUND; 320 MG COM REV CT BL AL AL X 30; NO_ACR
531623501114410; BRASART; BRASART; NOT FOUND; 80 MG COM REV CT BL AL AL X 30; NO_ACR
506912120025503; BLOSSOM; BLOSSOM; NOT FOUND; 80 MG COM REV CT BL AL AL X 30; NO_ACR
507501201156314; BLAZTERE; BLAZTERE; NOT FOUND; 4MG PO LIOF INJ IV CT FA VD INC; NO_ACR
507501202152312; BLAZTERE; BLAZTERE; NOT FOUND; 4MG PO LIOF INJ IV CT 10 FA VD INC; NO_ACR
507501203159310; BLAZTERE; BLAZTERE; NOT FOUND; 4MG PO LIOF INJ IV CT 4 FA VD INC; NO_ACR
