527314050013203, PEGINTRON, PEGINTRON, NOT FOUND, 67.5 MCG PO LIOF INJ CT SER VD INC DUPLO COMPART + DIL X 0.66 ML, NO_ACR
506913040026306, PARACETAMOL + FOSFATO DE CODEÍNA, PARACETAMOL FOSFATO CODEINA, NOT FOUND, 500 + 30 MG COM CT BL AL PLAS INC X 60 (EMB HOSP), NO_ACR
531614100077204, PREDSIGMA, PREDSIGMA, NOT FOUND, 3 MG/ML SOL OR CT FR PLAS AMB X 60 ML + SER DOSAD, NO_ACR
510612120048504, PREDIPED, PREDIPED, NOT FOUND, 3 MG/ML SOL OR CT FR PLAS OPC X 100 ML + CP MED, NO_ACR
510612120048604, PREDIPED, PREDIPED, NOT FOUND, 3 MG/ML SOL OR CX 50 FR PLAS OPC X 100 ML + 50 CP MED (EMB HOSP), NO_ACR
510612120049104, PREDIPED, PREDIPED, NOT FOUND, 3 MG/ML SOL OR CT FR PLAS OPC X 100 ML + SER DOSAD, NO_ACR
510612120049204, PREDIPED, PREDIPED, NOT FOUND, 3 MG/ML SOL OR CX 50 FR PLAS OPC X 100 ML + 50 SER DOSAD (EMB HOSP), NO_ACR
510612120048704, PREDIPED, PREDIPED, NOT FOUND, 3 MG/ML SOL OR CT FR PLAS OPC X 120 ML + CP MED, NO_ACR
510612120048804, PREDIPED, PREDIPED, NOT FOUND, 3 MG/ML SOL OR CX 50 FR PLAS OPC X 120 ML + 50 CP MED (EMB HOSP), NO_ACR
510612120049304, PREDIPED, PREDIPED, NOT FOUND, 3 MG/ML SOL OR CT FR PLAS OPC X 120 ML + SER DOSAD, NO_ACR
510612120049404, PREDIPED, PREDIPED, NOT FOUND, 3 MG/ML SOL OR CX 50 FR PLAS OPC X 120 ML + 50 SER DOSAD (EMB HOSP), NO_ACR
510612120048904, PREDIPED, PREDIPED, NOT FOUND, 3 MG/ML SOL OR CT FR PLAS OPC X 60 ML + CP MED , NO_ACR
510612120049004, PREDIPED, PREDIPED, NOT FOUND, 3 MG/ML SOL OR CX 50 FR PLAS OPC X 60 ML + 50 CP MED  (EMB HOSP), NO_ACR
510612120049504, PREDIPED, PREDIPED, NOT FOUND, 3 MG/ML SOL OR CT FR PLAS OPC X 60 ML + SER DOSAD, NO_ACR
510612120049604, PREDIPED, PREDIPED, NOT FOUND, 3 MG/ML SOL OR CX 50 FR PLAS OPC X 60 ML + 50 SER DOSAD (EMB HOSP), NO_ACR
540700202154417, PROHANCE, PROHANCE, NOT FOUND, 279.3 MG/ML SOL INJ IV CT FA VD INC X 10 ML, NO_ACR
540700203150415, PROHANCE, PROHANCE, NOT FOUND, 279.3 MG/ML SOL INJ IV CT FA VD INC X 15 ML, NO_ACR
540700201158419, PROHANCE, PROHANCE, NOT FOUND, 279.3 MG/ML SOL INJ IV CT FA VD INC X 50 ML, NO_ACR
531612010065305, PATZ SL, PATZ SL, NOT FOUND, 5 MG COM SUBL CT FR VD AMB X 20, NO_ACR
531613020068903, PATZ SL, PATZ SL, NOT FOUND, 5 MG COM SUBL CT FR VD AMB X 30, NO_ACR
525503301113311, PRINZIDE, PRINZIDE, NOT FOUND, 10 MG / 12.5 MG COM CT 3 BL AL PLAS INC X 10, NO_ACR
525503302111310, PRINZIDE, PRINZIDE, NOT FOUND, 20 MG / 12.5 MG COM CT 3 BL AL PLAS INC X 10, NO_ACR
524600501158410, PENTAGLOBIN, PENTAGLOBIN, NOT FOUND, 50 MG/ML SOL INJ CT 1 AMP VD INC X 10 ML, NO_ACR
524600502154419, PENTAGLOBIN, PENTAGLOBIN, NOT FOUND, 50 MG/ML SOL INJ CT FR VD INC X 100 ML, NO_ACR
519509002156412, PAMIGRAF, PAMIGRAF, NOT FOUND, 612 MG/ML SOL INJ CT 1 FA VD INC X 100 ML, NO_ACR
519509004159419, PAMIGRAF, PAMIGRAF, NOT FOUND, 612 MG/ML SOL INJ CT 10 FA VD INC X 100 ML, NO_ACR
519509003152410, PAMIGRAF, PAMIGRAF, NOT FOUND, 612 MG/ML SOL INJ CT 1 FA VD INC X 50 ML, NO_ACR
519509005155417, PAMIGRAF, PAMIGRAF, NOT FOUND, 612 MG/ML SOL INJ CT 10 FA VD INC X 50 ML, NO_ACR
519509001151417, PAMIGRAF, PAMIGRAF, NOT FOUND, 755 MG/ML SOL INJ CT 10 FA VD INC X 100 ML, NO_ACR
519509006151415, PAMIGRAF, PAMIGRAF, NOT FOUND, 755 MG/ML SOL INJ CT 1 FA VD INC X 100 ML, NO_ACR
519509007158413, PAMIGRAF, PAMIGRAF, NOT FOUND, 755 MG/ML SOL INJ CT 1 FA VD INC X 50 ML, NO_ACR
519509008154411, PAMIGRAF, PAMIGRAF, NOT FOUND, 755 MG/ML SOL INJ CT 10 FA VD INC X 50 ML, NO_ACR
532903201135412, PENTALAC, PENTALAC, NOT FOUND, 667 MG/ML XPE CT FR VD AMB X 120 ML, NO_ACR
507721101118418, PREVYOL-2, PREVYOL 2, NOT FOUND, 0.75 MG COM CT BL AL PLAS INC X 2, NO_ACR
507727601112418, PREVIDEZ - 2, PREVIDEZ 2, NOT FOUND, 0.75 MG COM CT BL AL PLAS INC X 2, NO_ACR
531603101110413, PRILCOR, PRILCOR, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 30, NO_ACR
525503802112413, PRINIVIL, PRINIVIL, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 30 , NO_ACR
531603102117411, PRILCOR, PRILCOR, NOT FOUND, 20 MG COM CT BL AL PLAS INC X 30, NO_ACR
525503803119411, PRINIVIL, PRINIVIL, NOT FOUND, 20 MG COM CT BL AL PLAS INC X 30 , NO_ACR
531603103113411, PRILCOR, PRILCOR, NOT FOUND, 30 MG COM CT BL AL PLAS INC X 20, NO_ACR
531603105116416, PRILCOR, PRILCOR, NOT FOUND, 5 MG COM CT BL AL PLAS INC X 30, NO_ACR
525503801116415, PRINIVIL, PRINIVIL, NOT FOUND, 5 MG COM CT BL AL PLAS INC X 30, NO_ACR
537114030010603, POLARAX, POLARAX, NOT FOUND, 2MG/ 5ML SOL OR CT FR PLAS AMB X 100 ML + COP, NO_ACR
537114030010803, POLARAX, POLARAX, NOT FOUND, 2MG/ 5ML SOL OR CX 48 FR PLAS AMB X 100 ML + 48 COP (EMB HOSP), NO_ACR
537114030010903, POLARAX, POLARAX, NOT FOUND, 2MG/ 5ML SOL OR CX 96 FR PLAS AMB X 100 ML + 96 COP (EMB HOSP), NO_ACR
537114030010703, POLARAX, POLARAX, NOT FOUND, 2MG/ 5ML SOL OR CT FR PLAS AMB X 120 ML + COP, NO_ACR
537114030011003, POLARAX, POLARAX, NOT FOUND, 2MG/ 5ML SOL OR CX 48 FR PLAS AMB X 120 ML + 48 COP (EMB HOSP), NO_ACR
537114030011103, POLARAX, POLARAX, NOT FOUND, 2MG/ 5ML SOL OR CX 96 FR PLAS AMB X 120 ML + 96 COP (EMB HOSP), NO_ACR
507720902117411, PRESSEL, PRESSEL, NOT FOUND, 10 MG COM CT 3 STR X 10, NO_ACR
507720903113411, PRESSEL, PRESSEL, NOT FOUND, 20 MG COM CT 3 STR X 10, NO_ACR
507720901110413, PRESSEL, PRESSEL, NOT FOUND, 5.0 MG COM CT 3 STR X 10, NO_ACR
541112120001002, PICATO, PICATO, NOT FOUND, 150 MCG/G GEL CT 3 BG PLAS LAM X 0.47G , NO_ACR
541112120001102, PICATO, PICATO, NOT FOUND, 500 MCG/G GEL CT 2 BG PLAS LAM X 0.47G , NO_ACR
505613040037614, PURINETHOL, PURINETHOL, NOT FOUND, 50 MG COM CT FR VD AMB X 25, NO_ACR
513901901133412, PASMODRON, PASMODRON, NOT FOUND, FR CT GTS 15 ML SOL OR, NO_ACR
511303603116312, PROSTOKOS, PROSTOKOS, NOT FOUND, 200 MCG COM VAG CT BL AL PLAS INC X 50, NO_ACR
511303601113413, PROSTOKOS, PROSTOKOS, NOT FOUND, 25 MCG COM VAG CT 10 STR AL X 10, NO_ACR
519508202151416, PLAQUEMAX, PLAQUEMAX, NOT FOUND, 5 MG PO LIOF INJ CT 1 FA VD INC  , NO_ACR
522714090042204, PLENITUS, PLENITUS, NOT FOUND, 10MG COM REV CT BL AL PVC TRANS X 14, NO_ACR
522714090042304, PLENITUS, PLENITUS, NOT FOUND, 10MG COM REV CT BL AL PVC TRANS X 28, NO_ACR
522714090042404, PLENITUS, PLENITUS, NOT FOUND, 10MG COM REV CT BL AL PVC TRANS X 56, NO_ACR
522714090042504, PLENITUS, PLENITUS, NOT FOUND, 10MG COM REV CT BL AL PVDC TRANS X 7, NO_ACR
522714090042604, PLENITUS, PLENITUS, NOT FOUND, 10MG COM REV CT BL AL PVDC TRANS X 14, NO_ACR
522714090042704, PLENITUS, PLENITUS, NOT FOUND, 10MG COM REV CT BL AL PVDC TRANS X 28, NO_ACR
522714090042804, PLENITUS, PLENITUS, NOT FOUND, 10MG COM REV CT BL AL PVDC TRANS X 56, NO_ACR
522714090042904, PLENITUS, PLENITUS, NOT FOUND, 20MG COM REV CT BL AL PVC TRANS X 7 , NO_ACR
522714090043004, PLENITUS, PLENITUS, NOT FOUND, 20MG COM REV CT BL AL PVC TRANS X 14, NO_ACR
522714090043104, PLENITUS, PLENITUS, NOT FOUND, 20MG COM REV CT BL AL PVC TRANS X 28, NO_ACR
522714090043204, PLENITUS, PLENITUS, NOT FOUND, 20MG COM REV CT BL AL PVC TRANS X 56, NO_ACR
522714090043304, PLENITUS, PLENITUS, NOT FOUND, 20MG COM REV CT BL AL PVDC TRANS X 7, NO_ACR
522714090043404, PLENITUS, PLENITUS, NOT FOUND, 20MG COM REV CT BL AL PVDC TRANS X 14, NO_ACR
522714090043504, PLENITUS, PLENITUS, NOT FOUND, 20MG COM REV CT BL AL PVDC TRANS X 28, NO_ACR
522714090043604, PLENITUS, PLENITUS, NOT FOUND, 20MG COM REV CT BL AL PVDC TRANS X 56, NO_ACR
522714090043704, PLENITUS, PLENITUS, NOT FOUND, 10MG COM REV CT BL AL PVC TRANS X 7 , NO_ACR
538000102155416, PANTIUM, PANTIUM, NOT FOUND, 6 MG/ML SOL INJ IV CT FA VD INC X 16.7 ML, NO_ACR
538000401152117, PACLITAXEL, PACLITAXEL, PACLITAXEL, 6 MG/ ML SOL INJ IV CT FA VD INC X 16.7 ML, NO_ACR
538000103151414, PANTIUM, PANTIUM, NOT FOUND, 6 MG/ML SOL INJ IV CT FA VD INC X 5 ML, NO_ACR
538000402159115, PACLITAXEL, PACLITAXEL, PACLITAXEL, 6 MG/ ML SOL INJ IV CT FA VD INC X 5 ML, NO_ACR
538000101159418, PANTIUM, PANTIUM, NOT FOUND, 6 MG/ML SOL INJ IV CT FA VD INC X 50 ML, NO_ACR
538000403155113, PACLITAXEL, PACLITAXEL, PACLITAXEL, 6 MG/ ML SOL INJ IV CT FA VD INC X 50 ML, NO_ACR
507500401151415, PACLIRED, PACLIRED, NOT FOUND, 6 MG / ML SOL INJ CT FA VD INC X 16.7 ML , NO_ACR
507500402158413, PACLIRED, PACLIRED, NOT FOUND, 6 MG / ML SOL INJ CT FA VD INC X 41.7 ML , NO_ACR
507500403154411, PACLIRED, PACLIRED, NOT FOUND, 6 MG / ML SOL INJ CT FA VD INC X 5 ML, NO_ACR
507500602157410, PAMIRED, PAMIRED, NOT FOUND, 30 MG PO LIOF INJ CX 02 FA VD INC, NO_ACR
507500601150412, PAMIRED, PAMIRED, NOT FOUND, 60 MG PO LIOF INJ CX FA VD INC , NO_ACR
531613100071106, PANTOPRAZOL, PANTOPRAZOL, PANTOPRAZOL, 20 MG COM REV CT BL AL/AL X 14, NO_ACR
507719801116114, PANTOPRAZOL, PANTOPRAZOL, PANTOPRAZOL, 20 MG COM REV CT BL AL PLAS BRANCO LEITOSO X 14, NO_ACR
538001201114112, PANTOPRAZOL, PANTOPRAZOL, PANTOPRAZOL, 20 MG COM REV CT BL AL/AL X 14, NO_ACR
531613100071206, PANTOPRAZOL, PANTOPRAZOL, PANTOPRAZOL, 20 MG COM REV CT BL AL/AL X 28, NO_ACR
507719803119110, PANTOPRAZOL, PANTOPRAZOL, PANTOPRAZOL, 20 MG COM REV CT BL AL PLAS BRANCO LEITOSO X 28, NO_ACR
538001202110110, PANTOPRAZOL, PANTOPRAZOL, PANTOPRAZOL, 20 MG COM REV CT BL AL/AL X 28, NO_ACR
538001203117119, PANTOPRAZOL, PANTOPRAZOL, PANTOPRAZOL, 20 MG COM REV CT BL AL/AL X 280 (EMB HOSP), NO_ACR
507719807114113, PANTOPRAZOL, PANTOPRAZOL, PANTOPRAZOL, 20 MG COM REV CT BL AL PLAS BCO LEIT X 60 (EMB FRAC) , NO_ACR
507719802112112, PANTOPRAZOL, PANTOPRAZOL, PANTOPRAZOL, 20 MG COM REV CT BL AL PLAS BRANCO LEITOSO X 7, NO_ACR
538001204113117, PANTOPRAZOL, PANTOPRAZOL, PANTOPRAZOL, 20 MG COM REV CT BL AL/AL X 7, NO_ACR
531613100071306, PANTOPRAZOL, PANTOPRAZOL, PANTOPRAZOL, 40 MG COM REV CT BL AL/AL X 14, NO_ACR
507719804115119, PANTOPRAZOL, PANTOPRAZOL, PANTOPRAZOL, 40 MG COM REV CT BL AL PLAS BRANCO LEITOSO X 14, NO_ACR
538001205111118, PANTOPRAZOL, PANTOPRAZOL, PANTOPRAZOL, 40 MG COM REV CT BL AL/AL X 14, NO_ACR
531613100071406, PANTOPRAZOL, PANTOPRAZOL, PANTOPRAZOL, 40 MG COM REV CT BL AL/AL X 28, NO_ACR
507719806118115, PANTOPRAZOL, PANTOPRAZOL, PANTOPRAZOL, 40 MG 2BL X 14 COMP, NO_ACR
538001206116113, PANTOPRAZOL, PANTOPRAZOL, PANTOPRAZOL, 40 MG COM REV CT BL AL/AL X 28, NO_ACR
538001207112111, PANTOPRAZOL, PANTOPRAZOL, PANTOPRAZOL, 40 MG COM REV CT BL AL/AL X 280 (EMB HOSP), NO_ACR
507719808110111, PANTOPRAZOL, PANTOPRAZOL, PANTOPRAZOL, 40 MG COM REV CT BL AL PLAS BCO LEIT X 60 (EMB FRAC) , NO_ACR
507719805111117, PANTOPRAZOL, PANTOPRAZOL, PANTOPRAZOL, 40 MG COM REV CT BL AL PLAS BRANCO LEITOSO X 28, NO_ACR
538001208119111, PANTOPRAZOL, PANTOPRAZOL, PANTOPRAZOL, 40 MG COM REV CT BL AL/AL X 7, NO_ACR
531614010072606, PANTOPRAZOL, PANTOPRAZOL, PANTOPRAZOL, 20 MG COM REV CT BL AL/AL X 42, NO_ACR
541814010006806, PANTOPRAZOL, PANTOPRAZOL, PANTOPRAZOL, 20 MG COM REV CT BL AL AL X 42, NO_ACR
531614010072706, PANTOPRAZOL, PANTOPRAZOL, PANTOPRAZOL, 40 MG COM REV CT BL AL/AL X 42, NO_ACR
541814010006706, PANTOPRAZOL, PANTOPRAZOL, PANTOPRAZOL, 40 MG COM REV CT BL AL AL X 42, NO_ACR
541814120009406, PANTOPRAZOL, PANTOPRAZOL, PANTOPRAZOL, 20 MG COM REV CT BL AL AL X 14, NO_ACR
541814120009506, PANTOPRAZOL, PANTOPRAZOL, PANTOPRAZOL, 20 MG COM REV CT BL AL AL X 28, NO_ACR
521112040053306, PANTOPRAZOL, PANTOPRAZOL, PANTOPRAZOL, 20 MG COM REV CT BL AL AL X 14, NO_ACR
521112040053406, PANTOPRAZOL, PANTOPRAZOL, PANTOPRAZOL, 20 MG COM REV CT BL AL AL X 28, NO_ACR
521112040053506, PANTOPRAZOL, PANTOPRAZOL, PANTOPRAZOL, 20 MG COM REV CT BL AL AL X 42, NO_ACR
521112040053606, PANTOPRAZOL, PANTOPRAZOL, PANTOPRAZOL, 40 MG COM REV CT BL AL AL X 14, NO_ACR
521112040053706, PANTOPRAZOL, PANTOPRAZOL, PANTOPRAZOL, 40 MG COM REV CT BL AL AL X 28, NO_ACR
521112040053806, PANTOPRAZOL, PANTOPRAZOL, PANTOPRAZOL, 40 MG COM REV CT BL AL AL X 42, NO_ACR
507742801119411, PRAZY, PRAZY, NOT FOUND, 20 MG COM REV CT BL AL/AL X 28, NO_ACR
507742802115418, PRAZY, PRAZY, NOT FOUND, 40 MG COM REV CT BL AL/AL X 28, NO_ACR
537115010012306, PARACETAMOL, PARACETAMOL, PARACETAMOL, 500 MG COM DISP 25 BL AL PLAS LAR X 4 (EMB HOSP), NO_ACR
537115010012406, PARACETAMOL, PARACETAMOL, PARACETAMOL, 500 MG COM DISP 25 BL AL PLAS LAR X 8 (EMB HOSP), NO_ACR
537115010012506, PARACETAMOL, PARACETAMOL, PARACETAMOL, 500 MG COM CX 250 BL AL PLAS LAR X 4 (EMB HOSP), NO_ACR
537115010012606, PARACETAMOL, PARACETAMOL, PARACETAMOL, 500 MG COM CX 250 BL AL PLAS LAR X 4, NO_ACR
537115010012706, PARACETAMOL, PARACETAMOL, PARACETAMOL, 500 MG COM CX 250 BL AL PLAS LAR X 8 (EMB HOSP), NO_ACR
537115010012806, PARACETAMOL, PARACETAMOL, PARACETAMOL, 500 MG COM CX 250 BL AL PLAS LAR X 8, NO_ACR
537115010012906, PARACETAMOL, PARACETAMOL, PARACETAMOL, 500 MG COM DISP 250 BL AL PLAS LAR X 4 (EMB HOSP), NO_ACR
537115010013006, PARACETAMOL, PARACETAMOL, PARACETAMOL, 500 MG COM DISP 250 BL AL PLAS LAR X 4, NO_ACR
537115010013106, PARACETAMOL, PARACETAMOL, PARACETAMOL, 500 MG COM DISP 250 BL AL PLAS LAR X 8 (EMB HOSP), NO_ACR
537115010013206, PARACETAMOL, PARACETAMOL, PARACETAMOL, 500 MG COM DISP 250 BL AL PLAS LAR X 8, NO_ACR
537115010013306, PARACETAMOL, PARACETAMOL, PARACETAMOL, 750 MG COM DISP 25 BL AL PLAS LAR X 4 (EMB HOSP), NO_ACR
537115010013406, PARACETAMOL, PARACETAMOL, PARACETAMOL, 750 MG COM DISP 25 BL AL PLAS LAR X 8 (EMB HOSP), NO_ACR
537115010013506, PARACETAMOL, PARACETAMOL, PARACETAMOL, 750 MG COM CX 250 BL AL PLAS LAR X 4 (EMB HOSP), NO_ACR
537115010013606, PARACETAMOL, PARACETAMOL, PARACETAMOL, 750 MG COM CX 250 BL AL PLAS LAR X 4, NO_ACR
537115010013706, PARACETAMOL, PARACETAMOL, PARACETAMOL, 750 MG COM CX 250 BL AL PLAS LAR X 8 (EMB HOSP), NO_ACR
537115010013806, PARACETAMOL, PARACETAMOL, PARACETAMOL, 750 MG COM CX 250 BL AL PLAS LAR X 8, NO_ACR
537115010013906, PARACETAMOL, PARACETAMOL, PARACETAMOL, 750 MG COM DISP 250 BL AL PLAS X 4 (EMB HOSP), NO_ACR
537115010014006, PARACETAMOL, PARACETAMOL, PARACETAMOL, 750 MG COM DISP 250 BL AL PLAS LAR X 4, NO_ACR
537115010014106, PARACETAMOL, PARACETAMOL, PARACETAMOL, 750 MG COM DISP 250 BL AL PLAS LAR X 8 (EMB HOSP), NO_ACR
537115010014206, PARACETAMOL, PARACETAMOL, PARACETAMOL, 750 MG COM DISP 250 BL AL PLAS LAR X 8, NO_ACR
517004701131423, PARACETAMOL, PARACETAMOL, PARACETAMOL, CX.C/50 FRASCOS X 10 ML 100 MG, NO_ACR
531614903132112, PARACETAMOL, PARACETAMOL, PARACETAMOL, 100 MG/G PO P/ PREP EXT CT 25 SACH AL PE X 5 G (EMB FRAC), NO_ACR
507719909138119, PARACETAMOL, PARACETAMOL, PARACETAMOL, 100 MG/G PO P/ PRE EXT CT 25 SACH AL PE X 5 G (EMB FRAC), NO_ACR
507719904136118, PARACETAMOL, PARACETAMOL, PARACETAMOL, 100 MG/G PO P/ PRE EXT CT 50 SACH AL PE X 5 G, NO_ACR
507719905132116, PARACETAMOL, PARACETAMOL, PARACETAMOL, 100 MG/ML SUS OR CT FR PLAS TRANS X 15 ML + SER DOSAD , NO_ACR
517004702138413, PARACETAMOL, PARACETAMOL, PARACETAMOL, CX.C/50 FRASCOS X 10 ML 200 MG, NO_ACR
521601601135422, PACEMOL, PACEMOL, NOT FOUND, 200MG CX. FR. GTS. 15ML, NO_ACR
537100507132110, PARACETAMOL, PARACETAMOL, PARACETAMOL, 200 MG/ ML SOL OR CX 48 FR PLAS OPC GOT X 10 ML (EMB HOSP), NO_ACR
537100510133114, PARACETAMOL, PARACETAMOL, PARACETAMOL, 200 MG/ ML SOL OR CX 96 FR PLAS OPC GOT X 10 ML (EMB HOSP), NO_ACR
537100513132119, PARACETAMOL, PARACETAMOL, PARACETAMOL, 200 MG/ ML SOL OR CT FR PLAS OPC GOT X 10 ML, NO_ACR
532312100004906, PARACETAMOL, PARACETAMOL, PARACETAMOL, 200 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML, NO_ACR
532312100005006, PARACETAMOL, PARACETAMOL, PARACETAMOL, 200 MG/ML SOL OR CX 100 FR PLAS OPC GOT X 10 ML (EMB HOSP), NO_ACR
537100508139119, PARACETAMOL, PARACETAMOL, PARACETAMOL, 200 MG/ ML SOL OR CX 48 FR PLAS OPC GOT X 15 ML (EMB HOSP), NO_ACR
537100511131115, PARACETAMOL, PARACETAMOL, PARACETAMOL, 200 MG/ ML SOL OR CX 96 FR PLAS OPC GOT X 15 ML (EMB HOSP), NO_ACR
537100514139117, PARACETAMOL, PARACETAMOL, PARACETAMOL, 200 MG/ ML SOL OR CT FR PLAS OPC GOT X 15 ML, NO_ACR
532301001138111, PARACETAMOL, PARACETAMOL, PARACETAMOL, 200 MG/ML SOL OR CT FR PLAS OPC GOT X 15 ML, NO_ACR
532312100005106, PARACETAMOL, PARACETAMOL, PARACETAMOL, 200 MG/ML SOL OR CX 242 FR PLAS OPC GOT X 15 ML (EMB HOSP), NO_ACR
522102902138112, PARACETAMOL, PARACETAMOL, PARACETAMOL, 200 MG/ML SOL OR CT FR PLAS OPC GOT X 15 ML, NO_ACR
522102904130119, PARACETAMOL, PARACETAMOL, PARACETAMOL, 200 MG/ML SOL OR CX 50 FR PLAS OPC GOT X 15 ML (EMB HOSP), NO_ACR
521122101132123, PARACETAMOL, PARACETAMOL, PARACETAMOL, 200 MG/ML SOL OR CT FR PLAS OPC GOT X 15 ML, NO_ACR
507719903131120, PARACETAMOL, PARACETAMOL, PARACETAMOL, 200 MG/ML SOL OR CT FR PLAS OPC GOT X 15 ML, NO_ACR
507720003139420, PARALGEN, PARALGEN, NOT FOUND, GOTAS FR C/15ML, NO_ACR
537100506136112, PARACETAMOL, PARACETAMOL, PARACETAMOL, 200 MG/ ML SOL OR CT FR PLAS OPC GOT X 20 ML, NO_ACR
537100509135117, PARACETAMOL, PARACETAMOL, PARACETAMOL, 200 MG/ ML SOL OR CX 48 FR PLAS OPC GOT X 20 ML (EMB HOSP), NO_ACR
537100512136110, PARACETAMOL, PARACETAMOL, PARACETAMOL, 200 MG/ ML SOL OR CX 96 FR PLAS OPC GOT X 20 ML (EMB HOSP), NO_ACR
513901802135425, PARATERMOL, PARATERMOL, NOT FOUND, GOTAS FR COM SOL 20 ML, NO_ACR
507719906139114, PARACETAMOL, PARACETAMOL, PARACETAMOL, 32 MG/ML SUS OR CT FR PLAS TRANS X 60 ML + CP MED , NO_ACR
531614902179123, PARACETAMOL, PARACETAMOL, PARACETAMOL, PO LIMAO MEL 50 SACHE X 5G, NO_ACR
522102903118115, PARACETAMOL, PARACETAMOL, PARACETAMOL, 750 MG COM CT BL AL PLAS LAR X 20, NO_ACR
522102901115119, PARACETAMOL, PARACETAMOL, PARACETAMOL, 750 MG COM CT BL AL PLAS LAR X 200 (EMB MULT), NO_ACR
531614904112115, PARACETAMOL, PARACETAMOL, PARACETAMOL, 500 MG COM REV CT BL AL PLAS LEIT X 100 (EMB HOSP), NO_ACR
537100518118114, PARACETAMOL, PARACETAMOL, PARACETAMOL, 500 MG COM DISPLAY 25 BL AL PLAS LAR X 4, NO_ACR
507719907119117, PARACETAMOL, PARACETAMOL, PARACETAMOL, 500 MG COM REV CT BL AL PLAS LEIT X 100 (EMB HOSP), NO_ACR
521601602115425, PACEMOL, PACEMOL, NOT FOUND, 500MG CX. STRIP C/ 100 COMP., NO_ACR
538100202119116, PARACETAMOL, PARACETAMOL, PARACETAMOL, 500 MG COM CT BL AL PLAS INC X 20, NO_ACR
521601603111423, PACEMOL, PACEMOL, NOT FOUND, 500MG CX. STRIP C/ 20 COMP., NO_ACR
531614905119113, PARACETAMOL, PARACETAMOL, PARACETAMOL, 500 MG COM REV CT BL AL PLAS LEIT X 200 (EMB HOSP), NO_ACR
537100519114112, PARACETAMOL, PARACETAMOL, PARACETAMOL, 500 MG COM DISPLAY 25 BL AL PLAS LAR X 8, NO_ACR
538100201112118, PARACETAMOL, PARACETAMOL, PARACETAMOL, 500 MG COM CT BL AL PLAS INC X 200 (EMB HOSP), NO_ACR
507719908115115, PARACETAMOL, PARACETAMOL, PARACETAMOL, 500 MG COM REV CT BL AL PLAS LEIT X 200 (EMB HOSP), NO_ACR
537100515119111, PARACETAMOL, PARACETAMOL, PARACETAMOL, 500 MG COM CT BL AL PLAS LAR X 4, NO_ACR
537100517111116, PARACETAMOL, PARACETAMOL, PARACETAMOL, 500 MG COM DISPLAY 125 BL AL PLAS LAR X 4, NO_ACR
538100203115114, PARACETAMOL, PARACETAMOL, PARACETAMOL, 500 MG COM CT BL AL PLAS INC X 500 (EMB HOSP), NO_ACR
537100516115118, PARACETAMOL, PARACETAMOL, PARACETAMOL, 500 MG COM CT BL AL PLAS LAR X 8, NO_ACR
537100503110112, PARACETAMOL, PARACETAMOL, PARACETAMOL, 750 MG COM DISP 25 BL AL PLAS LAR X 4 (EMB MULT), NO_ACR
521601604118421, PACEMOL, PACEMOL, NOT FOUND, 750MG CX. STRIP C/ 100 COMP., NO_ACR
521601605114421, PACEMOL, PACEMOL, NOT FOUND, 750MG CX. STRIP C/ 12 COMP., NO_ACR
506502501112110, PARACETAMOL, PARACETAMOL, PARACETAMOL, 750 MG COM CT BL AL PLAS INC X 20 , NO_ACR
506903601118122, PARACETAMOL, PARACETAMOL, PARACETAMOL, 750 MG COM CT BL AL PLAS INC X 20, NO_ACR
505209401111115, PARACETAMOL, PARACETAMOL, PARACETAMOL, 750 MG COM CT BL AL PLAS INC X 20  , NO_ACR
521122103119116, PARACETAMOL, PARACETAMOL, PARACETAMOL, 750 MG COM REV CT BL AL PLAS AMB X 20, NO_ACR
507719901110126, PARACETAMOL, PARACETAMOL, PARACETAMOL, 750MG 2 BL X 10 COMP, NO_ACR
507720001111421, PARALGEN, PARALGEN, NOT FOUND, 750MG 2 BL X 10 COMP, NO_ACR
506502502119119, PARACETAMOL, PARACETAMOL, PARACETAMOL, 750 MG COM   CT BL AL PLAS INC X 200 (EMB HOSP), NO_ACR
537100504117110, PARACETAMOL, PARACETAMOL, PARACETAMOL, 750 MG COM DISP 25 BL AL PLAS LAR X 8 (EMB MULT), NO_ACR
537100505113119, PARACETAMOL, PARACETAMOL, PARACETAMOL, 750 MG COM DISP 50 BL AL PLAS LAR X 4 (EMB MULT), NO_ACR
505209402116110, PARACETAMOL, PARACETAMOL, PARACETAMOL, 750 MG COM CT BL AL PLAS INC X 200 (EMB HOSP), NO_ACR
521122102112118, PARACETAMOL, PARACETAMOL, PARACETAMOL, 750 MG COM REV DISPLAY CT BL AL PLAS AMB X 200 (EMB MULT), NO_ACR
507719902117124, PARACETAMOL, PARACETAMOL, PARACETAMOL, 50 BL X 4 COMP, NO_ACR
513901801112421, PARATERMOL, PARATERMOL, NOT FOUND, DISPLAY CX COM BL 50 X 4 COMP 750 MG, NO_ACR
537100501118116, PARACETAMOL, PARACETAMOL, PARACETAMOL, 750 MG COM CT BL AL PLAS LAR X 4, NO_ACR
