522101202167413; METADEX; METADEX; NOT FOUND; 1 MG/G CREM CT BG AL X 10 G; NO_ACR
531614302171113; MALEATO DE TIMOLOL; MALEATO TIMOLOL; MALEATO TIMOLOL; 5 MG/ML SOL OFT CT FR PLAS TRANS GOT X 5 ML; NO_ACR
517003901110413; MEBENDAZOL; MEBENDAZOL; MEBENDAZOL; CX.C/300 COMPRIMIDOS 100 MG; NO_ACR
522101303117411; MULTIELMIN; MULTIELMIN; NOT FOUND; 100 MG COM DISPLAY 50 ENV X 6 (EMB MULT); NO_ACR
522101305111410; MULTIELMIN; MULTIELMIN; NOT FOUND; 100 MG COM CX BL AL PVC X 300 (EMB HOSP); NO_ACR
532300901119417; MENTELMIN; MENTELMIN; NOT FOUND; 100 MG COM CT ENV KRAFT POLIET X 6; NO_ACR
532312120006603; MENTELMIN; MENTELMIN; NOT FOUND; 100 MG COM CT BL AL POLI X 6 ; NO_ACR
522101301114415; MULTIELMIN; MULTIELMIN; NOT FOUND; 100 MG COM CT ENV X 6; NO_ACR
522101306116416; MULTIELMIN; MULTIELMIN; NOT FOUND; 100 MG COM CT BL AL PVC X 6; NO_ACR
507717201111115; MEBENDAZOL; MEBENDAZOL; MEBENDAZOL; 100 MG COM CT BL AL PLAS INC X 6; NO_ACR
514600901116419; MEBENDAZOLIN; MEBENDAZOLIN; NOT FOUND; 100 MG COM CT BL AL PLAS INC X 6; NO_ACR
532312120006703; MENTELMIN; MENTELMIN; NOT FOUND; 100 MG COM CT BL AL POLI X 600 (EMB HOSP)  ; NO_ACR
531619301130112; MEBENDAZOL; MEBENDAZOL; MEBENDAZOL; 20 MG/ML SUS OR CT FR VD AMB X 30 ML + CP MED ; NO_ACR
537100901132116; MEBENDAZOL; MEBENDAZOL; MEBENDAZOL; 20 MG/ML SUS OR CX 48 FR PLAS OPC X 30 ML + 48 CP MED (EMB HOSP); NO_ACR
537100902139114; MEBENDAZOL; MEBENDAZOL; MEBENDAZOL; 20 MG/ML SUS OR CT 48 FR PLAS AMB X 30 ML + 48 CP MED (EMB HOSP); NO_ACR
537100903135112; MEBENDAZOL; MEBENDAZOL; MEBENDAZOL; 20 MG/ML SUS OR CT 96 FR PLAS AMB X 30 ML + 96 CP MED (EMB HOSP); NO_ACR
537100904131110; MEBENDAZOL; MEBENDAZOL; MEBENDAZOL; 20 MG/ML SUS OR CT FR PLAS AMB X 30 ML + CP MED ; NO_ACR
537100905138119; MEBENDAZOL; MEBENDAZOL; MEBENDAZOL; 20 MG/ML SUS OR CX 100 FR PLAS OPC X 30 ML + 100 CP MED (EMB HOSP); NO_ACR
537100906134117; MEBENDAZOL; MEBENDAZOL; MEBENDAZOL; 20 MG/ML SUS OR CX 50 FR PLAS OPC X 30 ML + 50 CP MED (EMB HOSP); NO_ACR
537100907130115; MEBENDAZOL; MEBENDAZOL; MEBENDAZOL; 20 MG/ML SUS OR CX 96 FR PLAS OPC X 30 ML + 96 CP MED (EMB HOSP); NO_ACR
532300902131410; MENTELMIN; MENTELMIN; NOT FOUND; 20 MG/ML SUS OR CT FR VD AMB X 30 ML; NO_ACR
532313100007403; MENTELMIN; MENTELMIN; NOT FOUND; 20 MG/ML SUS OR CX 200 FR PLAS AMB X 30 ML (EMB HOSP); NO_ACR
532313100007503; MENTELMIN; MENTELMIN; NOT FOUND; 20 MG/ML SUS OR CT FR PLAS AMB X 30 ML; NO_ACR
517003902117411; MEBENDAZOL; MEBENDAZOL; MEBENDAZOL; CX. C/50 FRASCOS X 30 ML 20 MG/ML; NO_ACR
522101302137419; MULTIELMIN; MULTIELMIN; NOT FOUND; 20 MG/ML SUS OR CT FR VD AMB X 30 ML; NO_ACR
522101304131418; MULTIELMIN; MULTIELMIN; NOT FOUND; 20 MG/ML SUS OR CX 50 FR VD AMB X 30 ML (EMB HOSP); NO_ACR
521124701137114; MEBENDAZOL; MEBENDAZOL; MEBENDAZOL; 20 MG/ML SUS OR FR VD AMB X 30 ML+ CP MED; NO_ACR
507717202134119; MEBENDAZOL; MEBENDAZOL; MEBENDAZOL; 20 MG/ML SUS OR CT FR VD AMB X 30 ML; NO_ACR
514600902139412; MEBENDAZOLIN; MEBENDAZOLIN; NOT FOUND; 100 MG/5 ML SUS OR CT FR VD AMB X 30 ML; NO_ACR
531609701111118; MEBENDAZOL + TIABENDAZOL; MEBENDAZOL TIABENDAZOL; NOT FOUND; 200 + 332 MG COM MAST CT BL AL PLAS LEIT X 6; NO_ACR
507728501111116; MEBENDAZOL + TIABENDAZOL; MEBENDAZOL TIABENDAZOL; NOT FOUND; 200MG + 332MG COM MAST CT BL AL PLAS LEIT X 6 ; NO_ACR
502403303158416; MELOXIL; MELOXIL; NOT FOUND; 15 MG SOL INJ CT 5 AMP VD AMB X 1.5 ML; NO_ACR
502408401158111; MELOXICAM; MELOXICAM; MELOXICAM; 10 MG/ML SOL INJ CT 5 AMP VD AMB X 1.5 ML ; NO_ACR
531625202114415; MELOTEC; MELOTEC; NOT FOUND; 15 MG COM CT FR PLAS OPC X 10; NO_ACR
538600202118111; MELOXICAM; MELOXICAM; MELOXICAM; 15 MG COM CT BL AL PLAS OPC X 10; NO_ACR
505205802111415; MOVOXICAM; MOVOXICAM; NOT FOUND; 15 MG COM CT FR VD AMB X 10; NO_ACR
505213060020103; MOVOXICAM; MOVOXICAM; NOT FOUND; 15 MG COM CT BL AL PLAS TRANS X 10; NO_ACR
521121301111113; MELOXICAM; MELOXICAM; MELOXICAM; 15 MG COM CT BL AL PLAS INC X 10 ; NO_ACR
507717302112117; MELOXICAM; MELOXICAM; MELOXICAM; 15 MG COM CT BL AL PLAS OPC X 10 ; NO_ACR
507717401110414; MELOXIGRAN; MELOXIGRAN; NOT FOUND; 15 MG COM CT FR VD AMB X 10; NO_ACR
522712080026206; MELOXICAM; MELOXICAM; MELOXICAM; 15 MG COM CT BL AL PVDC INC X 10; NO_ACR
502403301112419; MELOXIL; MELOXIL; NOT FOUND; 15 MG COM CT BL AL PLAS INC X 10; NO_ACR
502403304111413; MELOXIL; MELOXIL; NOT FOUND; 15 MG COM CT BL AL PLAS BCO X 10; NO_ACR
538600203114111; MELOXICAM; MELOXICAM; MELOXICAM; 15 MG COM CT BL AL PLAS OPC X 20; NO_ACR
522712080026306; MELOXICAM; MELOXICAM; MELOXICAM; 15 MG COM CT BL AL PVDC INC X 20; NO_ACR
522712080026406; MELOXICAM; MELOXICAM; MELOXICAM; 15 MG COM CT BL AL PVDC INC X 30; NO_ACR
507717303119115; MELOXICAM; MELOXICAM; MELOXICAM; 15 MG COM CT BL AL PLAS OPC X 60 (EMB FRAC); NO_ACR
531625201118417; MELOTEC; MELOTEC; NOT FOUND; 7.5 MG COM CT FR PLAS OPC X 10; NO_ACR
538600201111113; MELOXICAM; MELOXICAM; MELOXICAM; 7.5 MG COM CT BL AL PLAS OPC X 10; NO_ACR
505205801113414; MOVOXICAM; MOVOXICAM; NOT FOUND; 7.5 MG COM CT FR VD AMB X 10; NO_ACR
505213060020003; MOVOXICAM; MOVOXICAM; NOT FOUND; 7.5 MG COM CT BL AL PLAS TRANS X 10; NO_ACR
521121302118111; MELOXICAM; MELOXICAM; MELOXICAM; 7.5 MG COM CT BL AL PLAS INC X 10 ; NO_ACR
507717301116119; MELOXICAM; MELOXICAM; MELOXICAM; 7.5 MG COM CT FR PLAS OPC X 10; NO_ACR
502403302119417; MELOXIL; MELOXIL; NOT FOUND; 7.5 MG COM CT BL AL PLAS INC X 10; NO_ACR
502403305118411; MELOXIL; MELOXIL; NOT FOUND; 7.5 MG COM CT BL AL PLAS BCO X 10; NO_ACR
538600204110118; MELOXICAM; MELOXICAM; MELOXICAM; 7.5 MG COM CT BL AL PLAS OPC X 20; NO_ACR
507717304115113; MELOXICAM; MELOXICAM; MELOXICAM; 7.5 MG COM CT BL AL PLAS OPC X 60 (EMB FRAC); NO_ACR
501301701156113; MEROPENEM; MEROPENEM; MEROPENEM; 1 G PO P/ SOL INJ IV CT FA VD INC X 30 ML; NO_ACR
501301702152111; MEROPENEM; MEROPENEM; MEROPENEM; 1 G PO P/ SOL INJ IV CX 10 FA VD INC X 30 ML + 10 DIL BOLS FLEX SIST FECH X 100 ML (EMB HOSP); NO_ACR
501301703159111; MEROPENEM; MEROPENEM; MEROPENEM; 1 G PO P/ SOL INJ IV CX 10 FA VD INC X 30 ML (EMB HOSP); NO_ACR
501301704155118; MEROPENEM; MEROPENEM; MEROPENEM; 1 G PO P/ SOL INJ IV CT FA VD INC X 30 ML + 2 DIL AMP PLAS  X 10 ML; NO_ACR
501301705151116; MEROPENEM; MEROPENEM; MEROPENEM; 1 G PO P/ SOL INJ IV CT FA VD INC X 30 ML + DIL BOLS FLEX SIST FECH X 100 ML; NO_ACR
501301706158114; MEROPENEM; MEROPENEM; MEROPENEM; 500 MG PO P/ SOL INJ IV CT FA VD INC X 20 ML ; NO_ACR
501301707154112; MEROPENEM; MEROPENEM; MEROPENEM; 500 MG PO P/ SOL INJ IV CT FA VD INC X 20 ML + DIL AMP PLAS X 10 ML; NO_ACR
501301708150110; MEROPENEM; MEROPENEM; MEROPENEM; 500 MG PO P/ SOL INJ IV CT FA VD INC X 20 ML + DIL BOLS FLEX SIST FECH X 100 ML; NO_ACR
501301709157119; MEROPENEM; MEROPENEM; MEROPENEM; 500 MG PO P/ SOL INJ IV CX 10 FA VD INC X 20 ML (EMB HOSP); NO_ACR
501301710155116; MEROPENEM; MEROPENEM; MEROPENEM; 500 MG PO P/ SOL INJ IV CX 10 FA VD INC X 20 ML + 10 DIL BOLS FLEX SIST FECH X 100 ML (EMB HOSP); NO_ACR
531614501174112; MESALAZINA; MESALAZINA; MESALAZINA; 3 G ENEMA CT SACH AL POLIET X 3 G + DIL FR PLAS TRANS X 100 ML; NO_ACR
507731901176118; MESALAZINA; MESALAZINA; MESALAZINA; 3 G ENEMA CT SACH AL POLIET X 3 G + DIL FR PLAS TRANS X 100 ML; NO_ACR
507731902113111; MESALAZINA; MESALAZINA; MESALAZINA; 800 MG COM REV CT BL AL PLAS LEIT X 30; NO_ACR
521125901131118; MESILATO DE CODERGOCRINA; MESILATO CODERGOCRINA; MESILATO CODERGOCRINA; 1MG/ML SOL OR CT FR VD AMB X 30 ML+CGT ; NO_ACR
521125902136113; MESILATO DE CODERGOCRINA; MESILATO CODERGOCRINA; MESILATO CODERGOCRINA; 4.5 MG/1.5 ML SOL OR CT FR VD AMB X 15 ML + CGT; NO_ACR
507732001111115; MESILATO DE DOXAZOSINA; MESILATO DOXAZOSINA; MESILATO DOXAZOSINA; 2 MG COM CT BL AL PLAS LEIT X 30; NO_ACR
541913090003106; MESILATO DE IMATINIBE; MESILATO IMATINIBE; MESILATO IMATINIBE; 100 MG COM REV CT BL AL PLAS TRANS X 200 (EMB HOSP); NO_ACR
541913090002906; MESILATO DE IMATINIBE; MESILATO IMATINIBE; MESILATO IMATINIBE; 100 MG COM REV CT BL AL PLAS TRANS X 30; NO_ACR
514113080005606; MESILATO DE IMATINIBE; MESILATO IMATINIBE; MESILATO IMATINIBE; 100 MG COM REV CT BL AL PLAS OPC X 60; NO_ACR
541913090003006; MESILATO DE IMATINIBE; MESILATO IMATINIBE; MESILATO IMATINIBE; 100 MG COM REV CT BL AL PLAS TRANS X 60; NO_ACR
541913090003206; MESILATO DE IMATINIBE; MESILATO IMATINIBE; MESILATO IMATINIBE; 100 MG COM REV CT BL AL PLAS TRANS X 600 (EMB HOSP); NO_ACR
541913090003506; MESILATO DE IMATINIBE; MESILATO IMATINIBE; MESILATO IMATINIBE; 400 MG COM REV CT BL AL PLAS TRANS X 200 (EMB HOSP); NO_ACR
514113080005706; MESILATO DE IMATINIBE; MESILATO IMATINIBE; MESILATO IMATINIBE; 400 MG COM REV CT BL AL PLAS OPC X 30; NO_ACR
541913090003306; MESILATO DE IMATINIBE; MESILATO IMATINIBE; MESILATO IMATINIBE; 400 MG COM REV CT BL AL PLAS TRANS X 30; NO_ACR
541913090003406; MESILATO DE IMATINIBE; MESILATO IMATINIBE; MESILATO IMATINIBE; 400 MG COM REV CT BL AL PLAS TRANS X 60; NO_ACR
541913090003606; MESILATO DE IMATINIBE; MESILATO IMATINIBE; MESILATO IMATINIBE; 400 MG COM REV CT BL AL PLAS TRANS X 600 (EMB HOSP); NO_ACR
521109701113114; METILDOPA; METILDOPA; METILDOPA; 250 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
507717601111112; METILDOPA; METILDOPA; METILDOPA; 250 MG COM REV CT BL AL PLAS INC X 30 ; NO_ACR
507717701114415; METILPRESS; METILPRESS; NOT FOUND; 250 MG COM REV CT 3 BL AL PLAS INC X 10; NO_ACR
507717603112116; METILDOPA; METILDOPA; METILDOPA; 250 MG COM REV CT BL AL PLAS INC X 90 (EMB FRAC); NO_ACR
521109702111115; METILDOPA; METILDOPA; METILDOPA; 500 MG COM REV CT BL AL PLAS INC X 30; NO_ACR
507717602116118; METILDOPA; METILDOPA; METILDOPA; 500 MG COM REV CT BL AL PLAS INC X 30 ; NO_ACR
507717702110413; METILPRESS; METILPRESS; NOT FOUND; 500 MG COM REV CT 3 BL AL PLAS INC X 10; NO_ACR
507717604119114; METILDOPA; METILDOPA; METILDOPA; 500 MG COM REV CT BL AL PLAS INC X 90 (EMB FRAC); NO_ACR
517004201139417; METOCLOPRAMIDA; METOCLOPRAMIDA; METOCLOPRAMIDA; CX. C/100 FRASCOS X 10 ML 0.4%; NO_ACR
517004202119411; METOCLOPRAMIDA; METOCLOPRAMIDA; METOCLOPRAMIDA; CX. C/ 50 ENV. X 10 COMP. 10 MG; NO_ACR
532315010007706; METRONIDAZOL; METRONIDAZOL; METRONIDAZOL; 100 MG/G GEL VAG CX 100 BG AL X 50G + 1000 APLIC (EMB HOSP)  ; NO_ACR
531617301168113; METRONIDAZOL; METRONIDAZOL; METRONIDAZOL; 100 MG/G GEL VAG CT BG AL X 50 G + 10 APLIC ; NO_ACR
505604603161411; METRIZOL; METRIZOL; NOT FOUND; 100 MG/G GEL VAG CT BG AL REV X 50G + 10 APLIC; NO_ACR
532301801169119; METRONIDAZOL; METRONIDAZOL; METRONIDAZOL; 100 MG/G GEL VAG CT BG AL X 50G + 10 APLIC ; NO_ACR
532301802165117; METRONIDAZOL; METRONIDAZOL; METRONIDAZOL; 100 MG/G GEL VAG CX 50 BG AL X 50G + 500 APLIC (EMB HOSP); NO_ACR
517004401162412; METRONIDAZOL; METRONIDAZOL; METRONIDAZOL; 100 MG/G GEL VAG CX 50 BG AL X 50 G + 50 APLIC (EMB HOSP); NO_ACR
507717903167110; METRONIDAZOL; METRONIDAZOL; METRONIDAZOL; 100 MG/G GEL VAG CT BG AL X 50 G + APLIC; NO_ACR
509902701113414; METRONIDAZOL; METRONIDAZOL; METRONIDAZOL; 250 MG COM CX 50 ENV KRAFT POLIET X 10 (EMB HOSP); NO_ACR
517004301133410; METRONIDAZOL BENZ; METRONIDAZOL BENZ; NOT FOUND; CX.C50 FRASCO X 100ML; NO_ACR
509902702136418; METRONIDAZOL; METRONIDAZOL; METRONIDAZOL; 40 MG/ML SUS OR CX 50 FR VD AMB X 100 ML; NO_ACR
510015010024906; MICOFENOLATO DE MOFETILA; MICOFENOLATO MOFETILA; MICOFENOLATO MOFETILA; 500 MG COM REV CT BL AL PLAS LEIT X 10; NO_ACR
510015010025006; MICOFENOLATO DE MOFETILA; MICOFENOLATO MOFETILA; MICOFENOLATO MOFETILA; 500 MG COM REV CT BL AL PLAS LEIT X 20; NO_ACR
510015010025106; MICOFENOLATO DE MOFETILA; MICOFENOLATO MOFETILA; MICOFENOLATO MOFETILA; 500 MG COM REV CT BL AL PLAS LEIT X 30; NO_ACR
510015010025206; MICOFENOLATO DE MOFETILA; MICOFENOLATO MOFETILA; MICOFENOLATO MOFETILA; 500 MG COM REV CT BL AL PLAS LEIT X 40; NO_ACR
510015010025306; MICOFENOLATO DE MOFETILA; MICOFENOLATO MOFETILA; MICOFENOLATO MOFETILA; 500 MG COM REV CT BL AL PLAS LEIT X 50 (EMB HOSP); NO_ACR
510015010025406; MICOFENOLATO DE MOFETILA; MICOFENOLATO MOFETILA; MICOFENOLATO MOFETILA; 500 MG COM REV CT BL AL PLAS LEIT X 60 (EMB FRAC); NO_ACR
510015010025506; MICOFENOLATO DE MOFETILA; MICOFENOLATO MOFETILA; MICOFENOLATO MOFETILA; 500 MG COM REV CT BL AL PLAS LEIT X 90 (EMB FRAC); NO_ACR
510015010025606; MICOFENOLATO DE MOFETILA; MICOFENOLATO MOFETILA; MICOFENOLATO MOFETILA; 500 MG COM REV CT BL AL PLAS LEIT X 500 (EMB HOSP); NO_ACR
531620301114110; MICOFENOLATO DE MOFETILA; MICOFENOLATO MOFETILA; MICOFENOLATO MOFETILA; 500 MG COM REV CT BL AL PLAS LEIT X 50 (EMB HOSP); NO_ACR
507737401116115; MICOFENOLATO DE MOFETILA; MICOFENOLATO MOFETILA; MICOFENOLATO MOFETILA; 500 MG COM REV CT BL AL PLAS LEIT X 50 (EMB HOSP); NO_ACR
538001501118113; MICOFENOLATO DE MOFETILA; MICOFENOLATO MOFETILA; MICOFENOLATO MOFETILA; 500 MG COM REV CT BL AL PLAS OPC X 50; NO_ACR
538001502114111; MICOFENOLATO DE MOFETILA; MICOFENOLATO MOFETILA; MICOFENOLATO MOFETILA; 500 MG COM REV CT BL AL PLAS OPC X 500 (EMB HOSP); NO_ACR
510014040013206; MICOFENOLATO DE SODIO; MICOFENOLATO SODIO; MICOFENOLATO SODIO; 180 MG COM REV CT BL AL/AL X 120 (EMB HOSP); NO_ACR
510014040013306; MICOFENOLATO DE SODIO; MICOFENOLATO SODIO; MICOFENOLATO SODIO; 360 MG COM REV CT BL AL/AL X 120 (EMB HOSP); NO_ACR
500103802111113; MIRTAZAPINA; MIRTAZAPINA; MIRTAZAPINA; 15 MG COM ORODISP CT BL AL/AL X 10; NO_ACR
500103801113112; MIRTAZAPINA; MIRTAZAPINA; MIRTAZAPINA; 15 MG COM ORODISP CT BL AL/AL X 6; NO_ACR
500103803116119; MIRTAZAPINA; MIRTAZAPINA; MIRTAZAPINA; 30 MG COM ORODISP CT BL AL/AL X 10; NO_ACR
500103804112117; MIRTAZAPINA; MIRTAZAPINA; MIRTAZAPINA; 30 MG COM ORODISP CT BL AL/AL X 6; NO_ACR
500103805119115; MIRTAZAPINA; MIRTAZAPINA; MIRTAZAPINA; 45 MG COM ORODISP CT BL AL/AL X 10; NO_ACR
500103806115113; MIRTAZAPINA; MIRTAZAPINA; MIRTAZAPINA; 45 MG COM ORODISP CT BL AL/AL X 6; NO_ACR
521122001111116; MONONITRATO DE ISOSSORBIDA; MONONITRATO ISOSSORBIDA; MONONITRATO ISOSSORBIDA; 20 MG COM CT BL AL PLAS INC X 20 ; NO_ACR
521122002118114; MONONITRATO DE ISOSSORBIDA; MONONITRATO ISOSSORBIDA; MONONITRATO ISOSSORBIDA; 20 MG COM CT BL AL PLAS INC X 30; NO_ACR
521122004110110; MONONITRATO DE ISOSSORBIDA; MONONITRATO ISOSSORBIDA; MONONITRATO ISOSSORBIDA; 40 MG COM CT BL AL PLAS INC X 20 ; NO_ACR
521122003114112; MONONITRATO DE ISOSSORBIDA; MONONITRATO ISOSSORBIDA; MONONITRATO ISOSSORBIDA; 40 MG COM CT BL AL PLAS INC X 30; NO_ACR
522714070039606; MONTELUCASTE DE SODIO; MONTELUCASTE SODIO; MONTELUCASTE SODIO; 10 MG COM REV CT BL AL/AL X 7 ; NO_ACR
522714070039706; MONTELUCASTE DE SODIO; MONTELUCASTE SODIO; MONTELUCASTE SODIO; 10 MG COM REV CT BL AL/AL X 10; NO_ACR
522714070039806; MONTELUCASTE DE SODIO; MONTELUCASTE SODIO; MONTELUCASTE SODIO; 10 MG COM REV CT BL AL/AL X 14; NO_ACR
522714070039906; MONTELUCASTE DE SODIO; MONTELUCASTE SODIO; MONTELUCASTE SODIO; 10 MG COM REV CT BL AL/AL X 30; NO_ACR
522714070040006; MONTELUCASTE DE SODIO; MONTELUCASTE SODIO; MONTELUCASTE SODIO; 10 MG COM REV CT BL AL/AL X 60; NO_ACR
522714070040106; MONTELUCASTE DE SODIO; MONTELUCASTE SODIO; MONTELUCASTE SODIO; 10 MG COM REV CT BL AL/AL X 70 (EMB HOSP); NO_ACR
522714070040206; MONTELUCASTE DE SODIO; MONTELUCASTE SODIO; MONTELUCASTE SODIO; 10 MG COM REV CT BL AL/AL X 100 (EMB HOSP); NO_ACR
522714070040306; MONTELUCASTE DE SODIO; MONTELUCASTE SODIO; MONTELUCASTE SODIO; 10 MG COM REV CT BL AL/AL X 140 (EMB HOSP); NO_ACR
522714070040406; MONTELUCASTE DE SODIO; MONTELUCASTE SODIO; MONTELUCASTE SODIO; 10 MG COM REV CT BL AL/AL X 300 (EMB HOSP); NO_ACR
521126801112111; MONTELUCASTE DE SÓDIO; MONTELUCASTE SODIO; MONTELUCASTE SODIO; 10 MG COM REV CT BL AL AL X 10; NO_ACR
521126802119118; MONTELUCASTE DE SÓDIO; MONTELUCASTE SODIO; MONTELUCASTE SODIO; 10 MG COM REV CT BL AL AL X 30; NO_ACR
521112040054106; MONTELUCASTE DE SODIO; MONTELUCASTE SODIO; MONTELUCASTE SODIO; 4 MG GRAN CT 10 SACH X 350 MG; NO_ACR
521112040054206; MONTELUCASTE DE SODIO; MONTELUCASTE SODIO; MONTELUCASTE SODIO; 4 MG GRAN CT 30 SACH X 350 MG; NO_ACR
528101701170412; MICONIL; MICONIL; NOT FOUND; 20 MG/ML LOC CT FR PLAST OPC X 30 ML; NO_ACR
522701701113317; MATERNA; MATERNA; NOT FOUND; COM REV CT FR PLAS OPC X 30; NO_ACR
516312030002603; MALVATRICIN; MALVATRICIN; NOT FOUND; 0.1 MG / ML + 1 MG / ML SOL TOP CT FR PLAS OPC X 100 ML; NO_ACR
505205702131414; METOPRIN; METOPRIN; NOT FOUND; FR 100 ML SUSPENSAO; NO_ACR
505205701119410; METOPRIN; METOPRIN; NOT FOUND; CX 12 COMP; NO_ACR
501804601151418; MAGNOSTON; MAGNOSTON; NOT FOUND; 100 MG/ML SOL INJ IV CX 100 AMP VD INC X 10 ML; NO_ACR
501804602158416; MAGNOSTON; MAGNOSTON; NOT FOUND; 500 MG/ML SOL INJ IV CX 100 AMP VD INC X 10 ML; NO_ACR
541312030007104; MAGNOSTON; MAGNOSTON; NOT FOUND; 100 MG/ML SOL INJ IV CX 100 AMP VD INC X 10 ML (EMB HOSP); NO_ACR
541312030007204; MAGNOSTON; MAGNOSTON; NOT FOUND; 500 MG/ML SOL INJ IV CX 100 AMP VD INC X 10 ML (EMB HOSP); NO_ACR
540912100008614; MELHORAL; MELHORAL; NOT FOUND; 85 MG COM CT STRIP X 200 (EMB MULT); NO_ACR
540912100007814; MELHORAL C; MELHORAL C; NOT FOUND; 400 MG + 200 MG COM CT BL AL PLAS AMB X 100 (EMB MULT); NO_ACR
540912100007914; MELHORAL C; MELHORAL C; NOT FOUND; 400 MG + 240 MG COM EFERV CT ENV AL POLIET X 60 (EMB MULT) ; NO_ACR
