502813030064504, VECLESA, VECLESA, NOT FOUND, 2 MG + 0.03 MG COM REV CT BL AL PLAS TRANS X 21, NO_ACR
521112070056406, VALERATO DE BETAMETASONA + SULFATO DE GENTAMICINA + TOLNAFTATO + CLIOQUINOL, VALERATO BETAMETASONA SULFATO GENTAMICINA TOLNAFTATO CLIOQUINOL, NOT FOUND, 0.5 MG/G + 1.0 MG/G + 10.0 MG/G + 10.0 MG/G POM DERM CT BG AL X 20 G , NO_ACR
526516201110413, VISKALDIX, VISKALDIX, NOT FOUND, 10 MG + 5 MG COM CT 2 BL AL PLAS INC X 10, NO_ACR
533015301158416, VIXMICINA, VIXMICINA, NOT FOUND, 1 G PO INJ CX 50 FA VD INC + 50 AMP DIL, NO_ACR
505208901178415, VISALMIN, VISALMIN, NOT FOUND, 5 MG/ML SOL OFT CT FR PLAS GOT X 10ML, NO_ACR
533014901178411, VISIONOM, VISIONOM, NOT FOUND, 0.1 MG/ML + 17 MG/ML SOL OFT CT FR PLAS TRANS X 10 ML, NO_ACR
510414702173418, VISOPTIC, VISOPTIC, NOT FOUND, 5 MG/ML SOL OFT CT FR PLAS OPC GOT X 10 ML, NO_ACR
510414703171419, VISOPTIC, VISOPTIC, NOT FOUND, 5 MG/ML SOL OFT CX 50 FR PLAS OPC GOT X 10 ML (EMB HOSP), NO_ACR
510414701177411, VISOPTIC, VISOPTIC, NOT FOUND, 5 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML, NO_ACR
510414704176414, VISOPTIC, VISOPTIC, NOT FOUND, 5 MG/ML SOL OFT CX 50 FR PLAS OPC GOT X 5 ML (EMB HOSP), NO_ACR
522204201112314, VIBRAMICINA, VIBRAMICINA, NOT FOUND, 100 MG DRG CT BL AL PLAS INC X 15, NO_ACR
522204202119312, VIBRAMICINA, VIBRAMICINA, NOT FOUND, 100 MG COM SOL CT BL AL PLAS INC X 20, NO_ACR
522204203115310, VIBRAMICINA, VIBRAMICINA, NOT FOUND, 100 MG DRG CT BL AL PLAS INC X 3, NO_ACR
523712110026604, VELIJA, VELIJA, NOT FOUND, 30 MG CAP DURA LIB RETARD FR PLAS OPC X 10, NO_ACR
523712120026704, VELIJA, VELIJA, NOT FOUND, 30 MG CAP DURA LIB RETARD FR PLAS OPC X 30, NO_ACR
523712110026504, VELIJA, VELIJA, NOT FOUND, 60 MG CAP DURA LIB RETARD FR PLAS OPC X 30, NO_ACR
523705302114415, VEROTINA, VEROTINA, NOT FOUND, 20 MG COM REV CT BL AL PLAS INC X 28, NO_ACR
523705303137419, VEROTINA, VEROTINA, NOT FOUND, 20 MG/ML SOL OR CT FR PLAS OPC GOT X 20 ML, NO_ACR
523705301118417, VEROTINA, VEROTINA, NOT FOUND, 20 MG COM REV CT BL AL PLAS INC X 14, NO_ACR
525112030017403, VOMISTOP, VOMISTOP, NOT FOUND, 4 MG/ML SOL OR CT FR PLAS OPC X 10 ML., NO_ACR
525112100017503, VOMISTOP, VOMISTOP, NOT FOUND, 4 MG/ML SOL OR CT 300 FR PLAS OPC X 10 ML (EMB HOSP), NO_ACR
500904201130317, VIGAMOX, VIGAMOX, NOT FOUND, 5 MG/ML CT FR PLAS TRANS GOT X 5 ML, NO_ACR
538509101177411, VISAZUL, VISAZUL, NOT FOUND, 0.5 MG/ML + 1.0 MG/ML + 0.025 MG/ML SOL OFT CT FR PLAS TRANS GOT X 20 ML, NO_ACR
533507501177415, VITAL COLIRIO, VITAL COLIRIO, NOT FOUND, 0.30 MG + 0.150 MG/ML SOL OFT CT FR PLAS OPC GT X 20 ML, NO_ACR
511509902178419, VISUAL, VISUAL, NOT FOUND, 0.15 MG/ML + 0.30 MG/ML SOL OFT CT FR PLAS TRANS GOT X 20 ML, NO_ACR
504110501114411, VONAU, VONAU, NOT FOUND, 4 MG COM DESINT ORAL CT BL AL PLAS INC X 10, NO_ACR
504110601119413, VONAU, VONAU, NOT FOUND, 8 MG COM DESINT ORAL CT BL AL PLAS INC X 10, NO_ACR
510612301116215, VOTRIENT, VOTRIENT, NOT FOUND, 200 MG COM REV CT FR PLAS OPC X 30, NO_ACR
510612302112213, VOTRIENT, VOTRIENT, NOT FOUND, 200 MG COM REV CT FR PLAS OPC X 90, NO_ACR
510612303119211, VOTRIENT, VOTRIENT, NOT FOUND, 400 MG COM REV CT FR PLAS OPC X 30, NO_ACR
510612304115211, VOTRIENT, VOTRIENT, NOT FOUND, 400 MG COM REV CT FR PLAS OPC X 60, NO_ACR
501005601177414, VISONEST, VISONEST, NOT FOUND, 5 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML, NO_ACR
531627402110411, VAZY, VAZY, NOT FOUND, 10 MG CAP GEL DURA CT BL AL PLAS OPC X 30, NO_ACR
531627403117418, VAZY, VAZY, NOT FOUND, 10 MG CAP GEL DURA CT BL AL PLAS OPC X 60, NO_ACR
531627404113416, VAZY, VAZY, NOT FOUND, 15 MG CAP GEL DURA CT BL AL PLAS OPC X 30, NO_ACR
531627401114411, VAZY, VAZY, NOT FOUND, 15 MG CAP GEL DURA CT BL AL PLAS OPC X 60, NO_ACR
540315010002405, VESOMNI, VESOMNI, NOT FOUND, 6MG + 0.4 MG  COM REV LIB PROL CT BL AL AL X 10 , NO_ACR
540315010002505, VESOMNI, VESOMNI, NOT FOUND, 6MG + 0.4 MG  COM REV LIB PROL CT BL AL AL X 30, NO_ACR
510411001115417, VITAUM, VITAUM, NOT FOUND, 300 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
519030601110416, VITAMINA B1 NEO QUÍMICA, VITAMINA B1 NEO QUIMICA, NOT FOUND, 300 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
501300601158310, VANCOCINA CP, VANCOCINA CP, NOT FOUND, 1 G PO LIOF INJ CT FA VD INC, NO_ACR
501312010017403, VANCOCINA CP, VANCOCINA CP, NOT FOUND, 1 G PO LIOF INJ CX 25 FA VD INC, NO_ACR
504414010042218, VANCOSON, VANCOSON, NOT FOUND, 500 MG PO SOL INJ IV CX 100 FA VD INC TIPO 1 (EMB HOSP), NO_ACR
504414010049618, VANCOSON, VANCOSON, NOT FOUND, 500 MG PO SOL INJ IV CX 20 FA VD INC (EMB HOSP), NO_ACR
504414010049718, VANCOSON, VANCOSON, NOT FOUND, 500 MG PO SOL INJ IV CX 20 FA VD INC + 20 AMP  DIL X 10 ML (EMB HOSP), NO_ACR
504414010049818, VANCOSON, VANCOSON, NOT FOUND, 500 MG PO SOL INJ IV CX 20 FA VD INC +  20 DIL AMP PLAS X 10 ML (EMB HOSP), NO_ACR
504414010049918, VANCOSON, VANCOSON, NOT FOUND, 500 MG PO SOL INJ IV CX 100 FA VD INC (EMB HOSP), NO_ACR
504414010050018, VANCOSON, VANCOSON, NOT FOUND, 500 MG PO SOL INJ IV CT FA VD INC TIPO 1 + AMP DIL X 10 ML , NO_ACR
504414010050118, VANCOSON, VANCOSON, NOT FOUND, 500 MG PO SOL INJ IV CX 20 FA VD INC TIPO 1 + 20 AMP DIL X 10 ML (EMB HOSP), NO_ACR
504414010050218, VANCOSON, VANCOSON, NOT FOUND, 500 MG PO SOL INJ IV CX 20 FA VD INC TIPO 1 + 20 AMP DIL PLAS X 10 ML (EMB HOSP), NO_ACR
504414010050318, VANCOSON, VANCOSON, NOT FOUND, 500 MG PO SOL INJ IV CX 20 FA VD INC TIPO 1 (EMB HOSP), NO_ACR
501300602154319, VANCOCINA CP, VANCOCINA CP, NOT FOUND, 500 MG PO LIOF INJ CT FA VD INC, NO_ACR
501300603150317, VANCOCINA CP, VANCOCINA CP, NOT FOUND, 500 MG PO LIOF INJ CX 25 FA VD INC, NO_ACR
501300604157412, VANCOCINA CP, VANCOCINA CP, NOT FOUND, 500 MG PO LIOF INJ CT FA VD INC + BOLS FLEX SIST FECH X 100 ML, NO_ACR
541313040014004, VANCOSON, VANCOSON, NOT FOUND, 500 MG PO SOL INJ IV CT FA VD INC TIPO 1 + AMP DIL X 10 ML , NO_ACR
541313040014104, VANCOSON, VANCOSON, NOT FOUND, 500 MG PO SOL INJ IV CX 20 FA VD INC TIPO 1 + 20 AMP DIL X 10 ML (EMB HOSP), NO_ACR
541313040014204, VANCOSON, VANCOSON, NOT FOUND, 500 MG PO SOL INJ IV CX 20 FA VD INC TIPO 1 + 20 AMP DIL PLAS X 10 ML (EMB HOSP), NO_ACR
541313040014304, VANCOSON, VANCOSON, NOT FOUND, 500 MG PO SOL INJ IV CX 20 FA VD INC TIPO 1 (EMB HOSP), NO_ACR
541313040014404, VANCOSON, VANCOSON, NOT FOUND, 500 MG PO SOL INJ IV CX 100 FA VD INC TIPO 1 (EMB HOSP), NO_ACR
513403001157417, VANCOCID, VANCOCID, NOT FOUND, 500 MG PO LIOF CT FA VD INC, NO_ACR
513403002153415, VANCOCID, VANCOCID, NOT FOUND, 500 MG PO LIOF CX 50 FA VD INC, NO_ACR
533014501153411, VANCOTRAT, VANCOTRAT, NOT FOUND, 500 MG PO LIOF CT FA VD INC, NO_ACR
525065901115419, VIVANZA, VIVANZA, NOT FOUND, 10 MG COM REV CT BL AL PLAS INC X 2, NO_ACR
525066501110418, VIVANZA, VIVANZA, NOT FOUND, 10 MG COM REV CT BL AL PLAS INC X 4, NO_ACR
525066101112413, VIVANZA, VIVANZA, NOT FOUND, 20 MG COM REV CT BL AL PLAS INC X 4, NO_ACR
525066201117417, VIVANZA, VIVANZA, NOT FOUND, 5 MG COM REV CT BL AL PLAS INC X 2, NO_ACR
508014120106203, VENLAXIN, VENLAXIN, NOT FOUND, 37.5 MG CAP DURA LIB PROL CT BL AL PLAS INC X 30, NO_ACR
508014120106303, VENLAXIN, VENLAXIN, NOT FOUND, 75 MG CAP DURA LIB PROL CT BL AL PLAS INC X 30, NO_ACR
508014120106403, VENLAXIN, VENLAXIN, NOT FOUND, 150 MG CAP DURA LIB PROL CT BL AL PLAS INC X 30, NO_ACR
532701401117419, VENLIFT OD, VENLIFT OD, NOT FOUND, 150 MG CAP GEL DURA BL AL PVC X 14, NO_ACR
508021901111419, VENLAXIN, VENLAXIN, NOT FOUND, 150 MG CAP DURA LIB PROL CT BL AL PLAS INC X 14, NO_ACR
508021906111417, VENLAXIN, VENLAXIN, NOT FOUND, 150 MG CAP DURA LIB PROL CT BL AL PLAS INC X 28, NO_ACR
531623602115412, VENFORIN, VENFORIN, NOT FOUND, 150 MG CAP GEL DURA LIB PROL CT BL AL PLAS BCO OPC X 30, NO_ACR
532713120016603, VENLIFT OD, VENLIFT OD, NOT FOUND, 150 MG CAP GEL DURA CT BL AL AL X 30, NO_ACR
531623601119414, VENFORIN, VENFORIN, NOT FOUND, 37.5 MG CAP GEL DURA LIB PROL CT BL AL PLAS OPC X 14, NO_ACR
532701403111418, VENLIFT OD, VENLIFT OD, NOT FOUND, 37.5 MG CAP GEL DURA CT BL AL AL X 14, NO_ACR
508021903112412, VENLAXIN, VENLAXIN, NOT FOUND, 37.5 MG CAP DURA LIB PROL CT BL AL PLAS INC X 14, NO_ACR
532713120016403, VENLIFT OD, VENLIFT OD, NOT FOUND, 37.5 MG CAP GEL DURA CT BL AL AL X 30, NO_ACR
532701404116413, VENLIFT OD, VENLIFT OD, NOT FOUND, 37.5 MG CAP GEL DURA CT BL AL AL X 7, NO_ACR
508021904119410, VENLAXIN, VENLAXIN, NOT FOUND, 37.5 MG CAP DURA LIB PROL CT BL AL PLAS INC X 7, NO_ACR
508021907118415, VENLAXIN, VENLAXIN, NOT FOUND, 37.5 MG CAP DURA LIB PROL CT BL AL PLAS INC X 28, NO_ACR
508021908114413, VENLAXIN, VENLAXIN, NOT FOUND, 75 MG CAP DURA LIB PROL CT BL AL PLAS INC X 28, NO_ACR
532701402113417, VENLIFT OD, VENLIFT OD, NOT FOUND, 75 MG CAP GEL DURA BL AL PVC X 14, NO_ACR
508021902116414, VENLAXIN, VENLAXIN, NOT FOUND, 75 MG CAP DURA LIB PROL CT BL AL PLAS INC X 14, NO_ACR
531623603111410, VENFORIN, VENFORIN, NOT FOUND, 75 MG CAP GEL DURA LIB PROL CT BL AL PLAS OPC X 30, NO_ACR
532713120016503, VENLIFT OD, VENLIFT OD, NOT FOUND, 75 MG CAP GEL DURA CT BL AL AL X 30, NO_ACR
508021905115419, VENLAXIN, VENLAXIN, NOT FOUND, 75 MG CAP DURA LIB PROL CT BL AL PLAS INC X 07, NO_ACR
541313070015114, VASOTON, VASOTON, NOT FOUND, 2.5 MG/ML SOL INJ CX 5 AMP VD INC X 2 ML, NO_ACR
504414010045318, VASOTON, VASOTON, NOT FOUND, 2.5 MG/ML SOL INJ CX 5 AMP VD INC X 2 ML, NO_ACR
501807601152419, VASOTON, VASOTON, NOT FOUND, 2.5 MG/ML SOL INJ CX 5 AMP VD INC X 2 ML, NO_ACR
530807401114414, VERAVAL, VERAVAL, NOT FOUND, 80 MG COM REV CT BL AL PLAS AMB X 20, NO_ACR
530807402110412, VERAVAL, VERAVAL, NOT FOUND, 80 MG COM REV CX 50 BL AL PLAS AMB X 10, NO_ACR
522603601130414, VITA-PED, VITA PED, NOT FOUND, 65 MG/ML + 5000 UI/ML + 666.7 UI/ML SOL CX FR 30 ML, NO_ACR
501103204172416, VENALOT H, VENALOT H, NOT FOUND, 5 MG/ML + 50 UI/ML CREM DERM CT FR PLAS OPC X 80 ML, NO_ACR
501104601167311, VENALOT H, VENALOT H, NOT FOUND, 5 MG/ML + 50 UI/ML CREM DERM CT FR PLAS OPC X 120 ML  , NO_ACR
501104602163318, VENALOT H, VENALOT H, NOT FOUND, 5 MG/ML + 50 UI/ML CREM DERM CT FR PLAS OPC X 40 ML, NO_ACR
501112050018903, VENALOT H, VENALOT H, NOT FOUND, 5 MG/ML + 50 UI/ML CREM DERM CT FR PLAS OPC X 240 ML  , NO_ACR
501103201114415, VENALOT, VENALOT, NOT FOUND, 15 MG + 90 MG DRG CT 2 BL AL PLAS INC X 10, NO_ACR
501103202110413, VENALOT, VENALOT, NOT FOUND, 15 MG + 90 MG DRG CT BL AL PLAS INC X 60, NO_ACR
501103206116319, VENALOT, VENALOT, NOT FOUND, 15 MG + 90 MG DRG CT BL AL PLAS INC X 10, NO_ACR
501103205111313, VENALOT, VENALOT, NOT FOUND, 15 MG + 90 MG DRG CT BL AL PLAS INC X 30, NO_ACR
506313401110410, VARICOSS, VARICOSS, NOT FOUND, 15 MG + 90 MG DRG CT BL AL PLAS INC X 20 , NO_ACR
506313402117419, VARICOSS, VARICOSS, NOT FOUND, 15 MG + 90 MG DRG CT BL AL PLAS INC X 60, NO_ACR
528700701161413, VICK VAPORUB, VICK VAPORUB, NOT FOUND, 28.2 MG/G - 52.6 MG/G - 13.3 MG/G. UNGUENTO. LATA. 12 G, NO_ACR
528700702166419, VICK VAPORUB, VICK VAPORUB, NOT FOUND, 28.2 MG/G - 52.6 MG/G - 13.3 MG/G. UNGUENTO. POTE 30G., NO_ACR
528700703162311, VICK VAPORUB, VICK VAPORUB, NOT FOUND, 28.2 MG/G - 52.6 MG/G - 13.3 MG/G. UNGUENTO. POTE 50G., NO_ACR
500904801138319, VIGADEXA, VIGADEXA, NOT FOUND, 5 MG/ML + 1 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML, NO_ACR
505208701160415, VAGITRIN N, VAGITRIN N, NOT FOUND, CREME VAG CT BG AL X 30 G + APLICADOR, NO_ACR
500507601116418, VITA E, VITA E, NOT FOUND, 400MG CAP GEL MOLE CT FR PLAS OPC X 30, NO_ACR
529206101112317, VALIUM, VALIUM, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 20, NO_ACR
529206102119315, VALIUM, VALIUM, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 30, NO_ACR
529206104111311, VALIUM, VALIUM, NOT FOUND, 5 MG COM CT BL AL PLAS INC X 20, NO_ACR
529206105118311, VALIUM, VALIUM, NOT FOUND, 5 MG COM CT BL AL PLAS INC X 30, NO_ACR
507724901115418, VOLTAFLEX, VOLTAFLEX, NOT FOUND, 100MG COM AP CT BL AL PLAS INC X 10, NO_ACR
507724903118414, VOLTAFLEX, VOLTAFLEX, NOT FOUND, 50MG COM REV CT 2 BL AL PLAS INC X 10, NO_ACR
507724904165416, VOLTAFLEX, VOLTAFLEX, NOT FOUND, GEL BISN C/60G-E, NO_ACR
505209204160415, VOLTAFLAN, VOLTAFLAN, NOT FOUND, 10 MG/G GEL CT BG AL X 30 G, NO_ACR
505209206163411, VOLTAFLAN, VOLTAFLAN, NOT FOUND, 10 MG/G GEL CT BG AL X 60 G, NO_ACR
505209201110417, VOLTAFLAN, VOLTAFLAN, NOT FOUND, 100 MG COM REV CT BL AL PLAS INC X 10, NO_ACR
505209205159410, VOLTAFLAN, VOLTAFLAN, NOT FOUND, 25 MG/ML SOL INJ CX 5 AMP VD AMB X 3 ML, NO_ACR
505209202117415, VOLTAFLAN, VOLTAFLAN, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 20, NO_ACR
505209203113413, VOLTAFLAN, VOLTAFLAN, NOT FOUND, 75 MG COM REV CT BL AL PLAS INC X 20, NO_ACR
505209304130410, VOLTRIX, VOLTRIX, NOT FOUND, 15 MG/ML SUS OR GT CT FR X 10, NO_ACR
505209305153414, VOLTRIX, VOLTRIX, NOT FOUND, 25 MG/ML SOL INJ CT 10 AMP X 3 ML, NO_ACR
526516508119314, VOLTAREN, VOLTAREN, NOT FOUND, 100 MG COM DESINT LENTA CT BL AL PLAS INC X 10, NO_ACR
526516501157318, VOLTAREN, VOLTAREN, NOT FOUND, 25 MG/ML SOL INJ CT 5 AMP VD INC X 3 ML, NO_ACR
526516502153316, VOLTAREN, VOLTAREN, NOT FOUND, 25 MG/ML SOL INJ CT 50 AMP VD INC X 3 ML (EMB HOSP), NO_ACR
527905102111417, VOLFLANIL, VOLFLANIL, NOT FOUND, 50 MG COM REV CT BL PLAS INC X 20, NO_ACR
526516503117313, VOLTAREN, VOLTAREN, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 20 , NO_ACR
526516504148311, VOLTAREN, VOLTAREN, NOT FOUND, 50 MG SUP RET CT STR X 5, NO_ACR
526516509115312, VOLTAREN, VOLTAREN, NOT FOUND, 75 MG COM DESINT LENTA CT 2 BL AL PLAS INC X 10, NO_ACR
504614100023304, VERTIGIUM, VERTIGIUM, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 200 (EMB FRAC) , NO_ACR
504614120027517, VERTIGIUM, VERTIGIUM, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 50, NO_ACR
500507404116318, VERTIX, VERTIX, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 20, NO_ACR
533507302115411, VERTIZAN, VERTIZAN, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 480 (EMB HOSP), NO_ACR
533507301119411, VERTIZAN, VERTIZAN, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 50, NO_ACR
500507401117410, VERTIX, VERTIX, NOT FOUND, 10 MG COM CT BL AL PLAS INC X 50, NO_ACR
500507403136404, VERTIX, VERTIX, NOT FOUND, 5.0MG/ML SOL OR CT FR PLAS TRANS GOT X 30ML , NO_ACR
500507501111414, VERTIZINE, VERTIZINE, NOT FOUND, 10 MG + 3 MG COM CT BL AL PLAS INC X 20, NO_ACR
531301701115313, VASTAREL, VASTAREL, NOT FOUND, 20 MG COM REV CX BL AL PLAS INC X 30, NO_ACR
531301702111419, VASTAREL, VASTAREL, NOT FOUND, 20 MG COM REV CX  BL PLAS INC  X 60, NO_ACR
531302201116416, VASTAREL MR, VASTAREL MR, NOT FOUND, 35 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
531302202112414, VASTAREL MR, VASTAREL MR, NOT FOUND, 35 MG COM REV CT BL AL PLAS INC X 60, NO_ACR
505106801115311, VIDEX EC, VIDEX EC, NOT FOUND, 250 MG CAP GEL DURA CT FR PLAS OPC X 30, NO_ACR
505106802111311, VIDEX EC, VIDEX EC, NOT FOUND, 400 MG CAP GEL DURA CT FR PLAS OPC X 30, NO_ACR
531301801111311, VECTARION, VECTARION, NOT FOUND, 50 MG COM REV CX C/ 1 BL ALUM INC X 30, NO_ACR
540200402111213, VENVANSE, VENVANSE, NOT FOUND, 30 MG CAP GEL DURA CT FR PLAS OPC X 28, NO_ACR
540200401115215, VENVANSE, VENVANSE, NOT FOUND, 50 MG CAP GEL DURA CT FR PLAS OPC X 28, NO_ACR
540200403118211, VENVANSE, VENVANSE, NOT FOUND, 70 MG CAP GEL DURA CT FR PLAS OPC X 28, NO_ACR
540500301116413, VENOVAZ, VENOVAZ, NOT FOUND, 450 MG + 50 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
540500303119411, VENOVAZ, VENOVAZ, NOT FOUND, 450 MG + 50 MG COM REV CT BL AL PLAS INC X 500 (EMB HOSP), NO_ACR
540500302112411, VENOVAZ, VENOVAZ, NOT FOUND, 450 MG + 50 MG COM REV CT BL AL PLAS INC X 60, NO_ACR
520723801114412, VENAFLON, VENAFLON, NOT FOUND, 450 MG + 50 MG COM REV CT BL AL PLAS INC X 30, NO_ACR
511509802114419, VIBRADOXIN, VIBRADOXIN, NOT FOUND, 100 MG COM SOL CT BL AL PLAS INC X 15 , NO_ACR
500214110033717, VIBRAL, VIBRAL, NOT FOUND, 1.5 MG/ML XPE PED CT FR PLAS AMB X 120 ML + COP, NO_ACR
500214110033817, VIBRAL, VIBRAL, NOT FOUND, 3 MG/ML XPE ADU CT FR PLAS AMB X 120 ML + COP, NO_ACR
500214110033917, VIBRAL, VIBRAL, NOT FOUND, 30 MG/ML SOL OR CT FR PLAS OPC GOT X 10 ML, NO_ACR
514007901137415, VIBRAZIN, VIBRAZIN, NOT FOUND, 1.5 MG/ML XPE CT FR VD AMB X 120 ML, NO_ACR
541713080000704, VIBRAZIN, VIBRAZIN, NOT FOUND, 1.5 MG/ML XPE CT FR VD AMB X 120 ML + COP, NO_ACR
514007902133413, VIBRAZIN, VIBRAZIN, NOT FOUND, 3.0 MG/ML XPE CT FR VD AMB X 120 ML, NO_ACR
541713080000604, VIBRAZIN, VIBRAZIN, NOT FOUND, 3 MG/ML XPE CT FR VD AMB X 120 ML + COP, NO_ACR
514007903131414, VIBRAZIN, VIBRAZIN, NOT FOUND, 30 MG/ML SOL OR CT FR PLAS GOT X 10 ML, NO_ACR
542114110002203, VINCY, VINCY, NOT FOUND, 3 MG + 0.02 MG COM REV CT BL CALEND AL PLAS TRANS X 24 , NO_ACR
542114110002303, VINCY, VINCY, NOT FOUND, 3 MG + 0.02 MG COM REV CT BL CALEND AL PLAS TRANS X 72, NO_ACR
508012020089803, VERSA, VERSA, NOT FOUND, 100 MG/ML SOL INJ CT 2 SER PREENCH X 0.2 ML + SIST SEGURANCA, NO_ACR
508012020089903, VERSA, VERSA, NOT FOUND, 100 MG/ML SOL INJ CT 10 SER PREENCH X 0.2 ML + SIST SEGURANCA , NO_ACR
508012100094203, VERSA, VERSA, NOT FOUND, 100 MG/ML SOL INJ CT 6 SER PREENCH X 0.2 ML + SIST SEGURANCA , NO_ACR
508028901158412, VERSA, VERSA, NOT FOUND, 100 MG/ML SOL INJ CT 2 SER PREENCH X 0.2 ML, NO_ACR
508028902154410, VERSA, VERSA, NOT FOUND, 100 MG/ML SOL INJ CT 10 SER PREENCH X 0.2 ML, NO_ACR
508012020090003, VERSA, VERSA, NOT FOUND, 100 MG/ML SOL INJ CT 2 SER PREENCH X 0.4 ML + SIST SEGURANCA , NO_ACR
508012020090103, VERSA, VERSA, NOT FOUND, 100 MG/ML SOL INJ CT 10 SER PREENCH X 0.4 ML + SIST SEGURANCA , NO_ACR
508012100094303, VERSA, VERSA, NOT FOUND, 100 MG/ML SOL INJ CT 6 SER PREENCH X 0.4 ML + SIST SEGURANCA , NO_ACR
508028903150419, VERSA, VERSA, NOT FOUND, 100 MG/ML SOL INJ CT 10 SER PREENCH X 0.4 ML, NO_ACR
508028904157417, VERSA, VERSA, NOT FOUND, 100 MG/ML SOL INJ CT 2 SER PREENCH X 0.4 ML, NO_ACR
508012020090203, VERSA, VERSA, NOT FOUND, 100 MG/ML SOL INJ CT 2 SER PREENCH X 0.6 ML + SIST SEGURANCA , NO_ACR
508028905153415, VERSA, VERSA, NOT FOUND, 100 MG/ML SOL INJ CT 2 SER PREENCH X 0.6 ML, NO_ACR
508012020090303, VERSA, VERSA, NOT FOUND, 100 MG/ML SOL INJ CT 2 SER PREENCH X 0.8 ML + SIST SEGURANCA , NO_ACR
508028906151416, VERSA, VERSA, NOT FOUND, 100 MG/ML SOL INJ CT 2 SER PREENCH X 0.8 ML, NO_ACR
508012020090403, VERSA, VERSA, NOT FOUND, 100 MG/ML SOL INJ CT 2 SER PREENCH X 1.0 ML + SIST SEGURANCA , NO_ACR
508028907156411, VERSA, VERSA, NOT FOUND, 100 MG/ML SOL INJ CT 2 SER PREENCH X 1 ML, NO_ACR
530807501135413, VITADESAN, VITADESAN, NOT FOUND, (3000 + 800)UI/ML  SOL OR CT FR VD CGT X 10 ML, NO_ACR
530807502131411, VITADESAN, VITADESAN, NOT FOUND, (3000 + 800)UI/ML  SOL OR CX 50  FR VD CGT X 10 ML, NO_ACR
525214080020202, VIMPAT, VIMPAT, NOT FOUND, 10 MG/ML SOL OR CT FR VD AMB 200 ML, NO_ACR
525214080019202, VIMPAT, VIMPAT, NOT FOUND, 50 MG COM REV CT BL AL PLAS INC X 14, NO_ACR
525214080019302, VIMPAT, VIMPAT, NOT FOUND, 100 MG COM REV CT BL AL PLAS INC X 14, NO_ACR
525214080019402, VIMPAT, VIMPAT, NOT FOUND, 100 MG COM REV CT BL AL PLAS INC X 28, NO_ACR
525214080019502, VIMPAT, VIMPAT, NOT FOUND, 100 MG COM REV CT BL AL PLAS INC X 56, NO_ACR
525214080019602, VIMPAT, VIMPAT, NOT FOUND, 150 MG COM REV CT BL AL PLAS INC X 14, NO_ACR
525214080019702, VIMPAT, VIMPAT, NOT FOUND, 150 MG COM REV CT BL AL PLAS INC X 28, NO_ACR
525214080019802, VIMPAT, VIMPAT, NOT FOUND, 150 MG COM REV CT BL AL PLAS INC X 56, NO_ACR
525214080019902, VIMPAT, VIMPAT, NOT FOUND, 200 MG COM REV CT BL AL PLAS INC X 14, NO_ACR
525214080020002, VIMPAT, VIMPAT, NOT FOUND, 200 MG COM REV CT BL AL PLAS INC X 28, NO_ACR
525214080020102, VIMPAT, VIMPAT, NOT FOUND, 200 MG COM REV CT BL AL PLAS INC X 56, NO_ACR
525214080020302, VIMPAT, VIMPAT, NOT FOUND, 10 MG /ML SOL INFUS CT FA VD INC X 20ML, NO_ACR
502306602111312, VIMOVO, VIMOVO, NOT FOUND, 500 MG + 20 MG COM REV CT FR PLAS OPC X 10, NO_ACR
502306603118310, VIMOVO, VIMOVO, NOT FOUND, 500 MG + 20 MG COM REV CT FR PLAS OPC X 20, NO_ACR
502306604114319, VIMOVO, VIMOVO, NOT FOUND, 500 MG + 20 MG COM REV CT FR PLAS OPC X 30, NO_ACR
502306601115314, VIMOVO, VIMOVO, NOT FOUND, 500 MG + 20 MG COM REV CT FR PLAS OPC X 4, NO_ACR
502306605110317, VIMOVO, VIMOVO, NOT FOUND, 500 MG + 20 MG COM REV CT FR PLAS OPC X 60, NO_ACR
505106701110318, VEPESID, VEPESID, NOT FOUND, 100 MG CAPGEL MOLE CT FR VD AMB X 10, NO_ACR
505106703113314, VEPESID, VEPESID, NOT FOUND, 50 MG CAPGEL MOLE CT FR VD AMB X 20, NO_ACR
525503401118216, VYTORIN, VYTORIN, NOT FOUND, 10MG + 10 MG COM CT BL AL AL X 14, NO_ACR
525503403110212, VYTORIN, VYTORIN, NOT FOUND, 10MG + 20 MG COM CT BL PVC BRANCO ACLAR AL X 14, NO_ACR
