525500301155311; CANCIDAS; CANCIDAS; NOT FOUND; 50 MG PO LIOF SOL INJ CT FA VD INC; NO_ACR
501302309152118; CEFAZOLINA SÓDICA; CEFAZOLINA SODICA; CEFAZOLINA SODICA; 1 G PO P/ SOL INJ IV CX 100 FA VD INC + 100 BOLS PLAS SIST FECH X 100 ML (EMB HOSP); NO_ACR
541312030001804; CLAFORDIL; CLAFORDIL; NOT FOUND; 1000 MG PO INJ CX 20 FA VD INC + 20 AMP DIL VD X 5 ML; NO_ACR
541312030001904; CLAFORDIL; CLAFORDIL; NOT FOUND; 1000 MG PO INJ CX 20 FA VD INC +  AMP DIL PLAS X 5 ML ; NO_ACR
541312120013303; CLAFORDIL; CLAFORDIL; NOT FOUND; 1000 MG PO INJ CX 20 FA VD INC; NO_ACR
541312120013403; CLAFORDIL; CLAFORDIL; NOT FOUND; 1000 MG PO INJ CX 50 FA VD INC; NO_ACR
541312120013503; CLAFORDIL; CLAFORDIL; NOT FOUND; 1000 MG PO INJ CX 100 FA VD INC; NO_ACR
501802001157419; CLAFORDIL; CLAFORDIL; NOT FOUND; 1000 MG PO INJ CX 20 FA VD INC + DIL X 5 ML; NO_ACR
501802002153417; CLAFORDIL; CLAFORDIL; NOT FOUND; 1000 MG PO INJ CX 20 FA VD INC + AMP DIL PLAS X 5 ML ; NO_ACR
501801401151411; CEFTON; CEFTON; NOT FOUND; 1000 MG PO INJ CX 20 FA VD INC + DIL X 10 ML (IV); NO_ACR
501801402158418; CEFTON; CEFTON; NOT FOUND; 1000 MG PO INJ CX 100 FA VD INC (EMB HOSP); NO_ACR
501801403154416; CEFTON; CEFTON; NOT FOUND; 1000 MG PO INJ CX 20 FA VD INC (EMB HOSP); NO_ACR
541312030010104; CEFTON; CEFTON; NOT FOUND; 1000 MG PO INJ CX 100 FA VD INC (EMB HOSP); NO_ACR
541312030010204; CEFTON; CEFTON; NOT FOUND; 1000 MG PO INJ CX 20 FA VD INC + 20 AMP DIL X 2 ML (IM); NO_ACR
541312030010304; CEFTON; CEFTON; NOT FOUND; 1000 MG PO INJ CX 20 FA VD INC (EMB HOSP); NO_ACR
541312030009114; CEFTAZIDON; CEFTAZIDON; NOT FOUND; 1000 MG PO INJ CX 20 FA VD INC  ; NO_ACR
541312030009814; CEFTAZIDON; CEFTAZIDON; NOT FOUND; 1000 MG PO INJ CX 20 FA VD INC + DIL X 10 ML ; NO_ACR
541312030009914; CEFTAZIDON; CEFTAZIDON; NOT FOUND; 1000 MG PO INJ CX 20 FA VD INC + AMP DIL PLAS X 10 ML ; NO_ACR
541312030010014; CEFTAZIDON; CEFTAZIDON; NOT FOUND; 1000 MG PO INJ CX 100 FA VD INC (EMB HOSP); NO_ACR
501801301157416; CEFTAZIDON; CEFTAZIDON; NOT FOUND; 1000 MG PO INJ CX 20 FA VD INC + DIL X 10 ML ; NO_ACR
501801302153414; CEFTAZIDON; CEFTAZIDON; NOT FOUND; 1000 MG PO INJ CX 20 FA VD INC + AMP DIL PLAS X 10 ML ; NO_ACR
501801303151415; CEFTAZIDON; CEFTAZIDON; NOT FOUND; 1000 MG PO INJ CX 100 FA VD INC (EMB HOSP); NO_ACR
501801304156410; CEFTAZIDON; CEFTAZIDON; NOT FOUND; 1000 MG PO INJ CX 20 FA VD INC  ; NO_ACR
505601607158419; CELLTRIAXON; CELLTRIAXON; NOT FOUND; 1 G PO INJ IV CT 100  FA VD INC; NO_ACR
501302501150111; CEFTRIAXONA DISSÓDICA; CEFTRIAXONA DISSODICA; NOT FOUND; 1 G PO P/ SOL INJ IV CT 200 FA VD TRANS X 10 ML (EMB HOSP) ; NO_ACR
501302502157118; CEFTRIAXONA DISSÓDICA; CEFTRIAXONA DISSODICA; NOT FOUND; 1 G PO P/ SOL INJ IV CT 100 FA VD TRANS X 10 ML (EMB HOSP) ; NO_ACR
501302503153116; CEFTRIAXONA DISSÓDICA; CEFTRIAXONA DISSODICA; NOT FOUND; 1 G PO P/ SOL INJ IV CT 100 FA VD TRANS X 10 ML + 100 DIL AMP PLAS TRANS X 10 ML (EMB HOSP); NO_ACR
501302504151117; CEFTRIAXONA DISSÓDICA; CEFTRIAXONA DISSODICA; NOT FOUND; 1 G PO P/ SOL INJ IV CT 150 FA VD TRANS X 10 ML (EMB HOSP) ; NO_ACR
501302505156112; CEFTRIAXONA DISSÓDICA; CEFTRIAXONA DISSODICA; NOT FOUND; 1 G PO P/ SOL INJ IV CT 150 FA VD TRANS X 10 ML + 150 DIL AMP PLAS TRANS X 10 ML (EMB HOSP); NO_ACR
501302506152110; CEFTRIAXONA DISSÓDICA; CEFTRIAXONA DISSODICA; NOT FOUND; 1 G PO P/ SOL INJ IV CT 200 FA VD TRANS X 10 ML + 200 DIL AMP PLAS TRANS X 10 ML (EMB HOSP) ; NO_ACR
501302507159119; CEFTRIAXONA DISSÓDICA; CEFTRIAXONA DISSODICA; NOT FOUND; 1 G PO P/ SOL INJ IV CT 25 FA VD TRANS X 10 ML (EMB HOSP) ; NO_ACR
501302508155117; CEFTRIAXONA DISSÓDICA; CEFTRIAXONA DISSODICA; NOT FOUND; 1 G PO P/ SOL INJ IV CT 25 FA VD TRANS X 10 ML + 25 DIL AMP PLAS TRANS X 10 ML (EMB HOSP) ; NO_ACR
501302509151115; CEFTRIAXONA DISSÓDICA; CEFTRIAXONA DISSODICA; NOT FOUND; 1 G PO P/ SOL INJ IV CT 50 FA VD TRANS X 10 ML (EMB HOSP) ; NO_ACR
501302510151115; CEFTRIAXONA DISSÓDICA; CEFTRIAXONA DISSODICA; NOT FOUND; 1 G PO P/ SOL INJ IV CT 50 FA VD TRANS X 10 ML + 50 DIL AMP PLAS TRANS X 10 ML (EMB HOSP); NO_ACR
501302511156110; CEFTRIAXONA DISSÓDICA; CEFTRIAXONA DISSODICA; NOT FOUND; 1 G PO P/SOL INJ IV CX 25 FA VD TRANS X 10 ML + 25 BOLS PLAS SIST FECH X 100 ML (EMB HOSP); NO_ACR
501302512152119; CEFTRIAXONA DISSÓDICA; CEFTRIAXONA DISSODICA; NOT FOUND; 1 G PO P/ SOL INJ IV CX 50 FA VD TRANS X 10 ML + 50 BOLS PLAS SIST FECH X 100 ML (EMB HOSP); NO_ACR
522714100043806; CELECOXIBE; CELECOXIBE; CELECOXIBE; 100 MG CAP DURA CT BL AL PLAS TRANS X 10; NO_ACR
522714100043906; CELECOXIBE; CELECOXIBE; CELECOXIBE; 100 MG CAP DURA CT BL AL PLAS TRANS X 20; NO_ACR
522714100044006; CELECOXIBE; CELECOXIBE; CELECOXIBE; 200 MG CAP DURA CT BL AL PLAS TRANS X 10; NO_ACR
522714100044106; CELECOXIBE; CELECOXIBE; CELECOXIBE; 200 MG CAP DURA CT BL AL PLAS TRANS X 15; NO_ACR
522714100044206; CELECOXIBE; CELECOXIBE; CELECOXIBE; 200 MG CAP DURA CT BL AL PLAS TRANS X 30; NO_ACR
528104304131415; CETACONAL; CETACONAL; NOT FOUND; 20 MG XAMP CT FR PLAS OPC X 100 ML; NO_ACR
532301901163112; CETOCONAZOL; CETOCONAZOL; CETOCONAZOL; 20 MG/G CREM DERM CT BG AL X 30 G; NO_ACR
532301902161113; CETOCONAZOL; CETOCONAZOL; CETOCONAZOL; 20 MG/G CREM DERM CX 100 BG AL X 30 G (EMB HOSP); NO_ACR
528104303168412; CETACONAL; CETACONAL; NOT FOUND; 20 MG/G CREM DERM CT BG AL X 30 G; NO_ACR
521123301161117; CETOCONAZOL; CETOCONAZOL; CETOCONAZOL; 20 MG/G CREM DERM CT BG AL X 30 G; NO_ACR
502408901169110; CETOCONAZOL; CETOCONAZOL; CETOCONAZOL; 20 MG/G CREM DERM CT BG AL X 30; NO_ACR
521123302115119; CETOCONAZOL; CETOCONAZOL; CETOCONAZOL; 200 MG COM CT BL AL PLAS INC X 10 ; NO_ACR
521123303111117; CETOCONAZOL; CETOCONAZOL; CETOCONAZOL; 200 MG COM CT BL AL PLAS INC X 30; NO_ACR
505202001167418; CETOBETA; CETOBETA; NOT FOUND; 20 MG/G + 0.5 MG/G + 2.5 MG/G CREM CT BG AL X 30 G; NO_ACR
505202002163416; CETOBETA; CETOBETA; NOT FOUND; 20 MG/G + 0.5 MG/G + 2.5 MG/G POM CT BG AL X 30 G; NO_ACR
522712060025306; CETOPROFENO; CETOPROFENO; CETOPROFENO; 20 MG/ML SOL OR CT FR GOT PLAS AMB X 20 ML; NO_ACR
522712060025406; CETOPROFENO; CETOPROFENO; CETOPROFENO; 20 MG/ML SOL OR CT FR GOT VD AMB X 20 ML; NO_ACR
519509301171111; CICLOPIROX; CICLOPIROX; CICLOPIROX; 80 MG/G ESMALT UNHA CT FR VD INC PINCEL X 3 G + 30 LENCOS ALC ISOP + 14 LIXAS + 30 ADESIVOS; NO_ACR
541312030003004; CINTON; CINTON; NOT FOUND; 150 MG/ML SOL INJ CX 50 AMP VD AMB X 2 ML (EMB HOSP); NO_ACR
501801901154418; CINTON; CINTON; NOT FOUND; 150 MG/ML SOL INJ CX 50 AMP VD AMB X 2 ML; NO_ACR
521113080058406; CIPROFIBRATO; CIPROFIBRATO; CIPROFIBRATO; 100 MG COM CT BL AL PLAS TRANS X 30; NO_ACR
501801702151419; CIFLOXTRON; CIFLOXTRON; NOT FOUND; 2 MG/ML SOL INJ CT FR PLAS TRANSP SIST FECH X 100 ML; NO_ACR
519507403153418; CITOPLAX; CITOPLAX; NOT FOUND; 1 MG/ML SOL INJ CT FA VD AMB X 100 ML; NO_ACR
519507404151419; CITOPLAX; CITOPLAX; NOT FOUND; 1 MG/ML SOL INJ CX 50 FA VD AMB X 100 ML; NO_ACR
519507402157411; CITOPLAX; CITOPLAX; NOT FOUND; 1 MG/ML SOL INJ CT FA VD AMB X 50 ML; NO_ACR
521124101113117; CITALOPRAM; CITALOPRAM; CITALOPRAM; 20 MG COM REV CT BL AL PLAS INC X 14 ; NO_ACR
521124102111118; CITALOPRAM; CITALOPRAM; CITALOPRAM; 20 MG COM REV CT BL AL PLAS INC X 28; NO_ACR
522711111114118; CITRATO DE SILDENAFILA; CITRATO SILDENAFILA; CITRATO SILDENAFILA; 100 MG COM REV CT BL AL PLAS INC X 1; NO_ACR
522711112110116; CITRATO DE SILDENAFILA; CITRATO SILDENAFILA; CITRATO SILDENAFILA; 100 MG COM REV CT BL AL PLAS INC X 2; NO_ACR
522711101119117; CITRATO DE SILDENAFILA; CITRATO SILDENAFILA; CITRATO SILDENAFILA; 100 MG COM REV CT BL AL PLAS INC X 4; NO_ACR
522711102115115; CITRATO DE SILDENAFILA; CITRATO SILDENAFILA; CITRATO SILDENAFILA; 25 MG COM REV CT BL AL PLAS INC X 1; NO_ACR
522711103111113; CITRATO DE SILDENAFILA; CITRATO SILDENAFILA; CITRATO SILDENAFILA; 25 MG COM REV CT BL AL PLAS INC X 2; NO_ACR
522711104118111; CITRATO DE SILDENAFILA; CITRATO SILDENAFILA; CITRATO SILDENAFILA; 25 MG COM REV CT BL AL PLAS INC X 4; NO_ACR
522711105114111; CITRATO DE SILDENAFILA; CITRATO SILDENAFILA; CITRATO SILDENAFILA; 25 MG COM REV CT BL AL PLAS INC X 8; NO_ACR
522711106110118; CITRATO DE SILDENAFILA; CITRATO SILDENAFILA; CITRATO SILDENAFILA; 50 MG COM REV CT BL AL PLAS INC X 1; NO_ACR
522711110118111; CITRATO DE SILDENAFILA; CITRATO SILDENAFILA; CITRATO SILDENAFILA; 50 MG COM REV CT BL AL PLAS INC X 12; NO_ACR
522711107117116; CITRATO DE SILDENAFILA; CITRATO SILDENAFILA; CITRATO SILDENAFILA; 50 MG COM REV CT BL AL PLAS INC X 2; NO_ACR
522711108113114; CITRATO DE SILDENAFILA; CITRATO SILDENAFILA; CITRATO SILDENAFILA; 50 MG COM REV CT BL AL PLAS INC X 4; NO_ACR
522711109111115; CITRATO DE SILDENAFILA; CITRATO SILDENAFILA; CITRATO SILDENAFILA; 50 MG COM REV CT BL AL PLAS INC X 8; NO_ACR
505608501150111; CLARITROMICINA; CLARITROMICINA; CLARITROMICINA; 500 MG PO LIOF INJ IV CT FA VD INC (EMB HOSP); NO_ACR
505608502157118; CLARITROMICINA; CLARITROMICINA; CLARITROMICINA; 500 MG PO LIOF INJ IV CT 5 FA VD INC (EMB HOSP); NO_ACR
505608503153116; CLARITROMICINA; CLARITROMICINA; CLARITROMICINA; 500 MG PO LIOF INJ IV CT 10 FA VD INC (EMB HOSP); NO_ACR
501301901155110; CLARITROMICINA; CLARITROMICINA; CLARITROMICINA; 500 MG PO LIOF P/ SOL INJ IV CX 5 FA VD INC X 30ML; NO_ACR
501301902151119; CLARITROMICINA; CLARITROMICINA; CLARITROMICINA; 500 MG PO LIOF P/ SOL INJ IV CT FA VD INC X 30 ML +  BOLS FLEX X 250 ML; NO_ACR
501301903158117; CLARITROMICINA; CLARITROMICINA; CLARITROMICINA; 500 MG PO LIOF P/ SOL INJ IV CT FA VD INC X 30ML ; NO_ACR
501301904154115; CLARITROMICINA; CLARITROMICINA; CLARITROMICINA; 500 MG PO LIOF P/ SOL INJ IV CX 10 FA VD INC X 30 ML ; NO_ACR
501301905150113; CLARITROMICINA; CLARITROMICINA; CLARITROMICINA; 500 MG PO LIOF P/ SOL INJ IV CX 25 FA VD INC X 30 ML ; NO_ACR
505602204154413; CLARITRON; CLARITRON; NOT FOUND; 500 MG PO LIOF INJ CT FA VD INC + DIL X 10 ML; NO_ACR
501802101151412; CLINDARIX; CLINDARIX; NOT FOUND; 150 MG/ML SOL INJ CT 20 AMP VD INC X 4 ML; NO_ACR
501802102158410; CLINDARIX; CLINDARIX; NOT FOUND; 150 MG/ML SOL INJ CT 20 AMP VD INC X 6 ML; NO_ACR
505202301160419; CREMEDERME; CREMEDERME; NOT FOUND; 0.5 MG + 1.0 MG + 10.0 MG + 10 MG CREM DERM CT BG AL X 20 G; NO_ACR
505202302167417; CREMEDERME; CREMEDERME; NOT FOUND; 0.5 MG + 1.0 MG + 10.0 MG + 10.0 MG POM DERM CT BG AL X 20 G; NO_ACR
510014120019406; CLONAZEPAM; CLONAZEPAM; CLONAZEPAM; 2 MG COM CT BL AL PLAS OPC X 20; NO_ACR
510014120019506; CLONAZEPAM; CLONAZEPAM; CLONAZEPAM; 2 MG COM CT BL AL PLAS OPC X 30; NO_ACR
510014120019606; CLONAZEPAM; CLONAZEPAM; CLONAZEPAM; 2 MG COM CT BL AL PLAS OPC X 40; NO_ACR
510014120019706; CLONAZEPAM; CLONAZEPAM; CLONAZEPAM; 2 MG COM CT BL AL PLAS OPC X 60 (EMB HOSP); NO_ACR
517001401110418; CLORANFENICOL; CLORANFENICOL; CLORANFENICOL; CX. C/10 ENV. X 10 CAPS. 250 MG; NO_ACR
517001402133411; CLORANFENICOL; CLORANFENICOL; CLORANFENICOL; XPE CX. C/50 FRASCOS X 50 ML; NO_ACR
508600909171416; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; NA 138 + K 1.0 + CA 2.5 + CI 107.5 SOL HEMO CX 4 FR PLAS TRANS X 5L; NO_ACR
508600910171416; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; NA 138 + K 1.5 + CA 2.5 + CI 108 SOL HEMO CX 4 FR PLAS TRANS X 5L; NO_ACR
508600912172411; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; NA 138 + K 2.0 + CA 2.5 + CI 108.5 SOL HEMO CX 4 FR PLAS TRANS X 5L; NO_ACR
508600914175416; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; NA 138 + K 2.5 + CA 2.5 + CI 109.0 SOL HEMO CX 4 FR PLAS TRANS X 5L; NO_ACR
508600916178412; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; NA 138 + K 3.0 + CA 2.5 + CI 109.5 SOL HEMO CX 4 FR PLAS TRANS X 5L; NO_ACR
508614080005007; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; (NA 138 + K 2.5 + CA 3.0 + CL 109.5) MEQ/L SOL HEMO CX 4 FR PLAS X 5 L ; NO_ACR
508614080005107; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; (NA 138 + K 3.0 + CA 3.0 + CL 110) MEQ/L SOL HEMO CX 4 FR PLAS X 5 L  ; NO_ACR
508614080005607; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; ( 138 +  1.0 +  3.0 +  108) MEQ/L SOL HEMO CX 4 FR PLAS X 6 L  ; NO_ACR
508614080005707; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; ( 138 +  1.5 +  3.0 +  108.5) MEQ/L SOL HEMO CX 4 FR PLAS X 6 L  ; NO_ACR
508614080005807; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; ( 138 +  2.0 +  3.0 +  109) MEQ/L SOL HEMO CX 4 FR PLAS X 6 L ; NO_ACR
508614080005907; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; ( 138 +  2.5 +  3.0 +  109.5) MEQ/L SOL HEMO CX 4 FR PLAS X 6 L ; NO_ACR
508614080006007; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; ( 138 +  3.0 +  3.0 +  110) MEQ/L SOL HEMO CX 4 FR PLAS X 6 L  ; NO_ACR
508612110004403; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; (NA 138 + K 1.0 + CA 3.0 + CL 108) MEQ/L SOL HEMO CX 4 FR PLAS X 5 L  ; NO_ACR
508612110004503; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; (NA 138 + K 1.5 + CA 3.0 + CL 108.5) MEQ/L SOL HEMO CX 4 FR PLAS X 5 L  ; NO_ACR
508612110004603; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; (NA 138 + K 2.0 + CA 3.0 + CL 109) MEQ/L SOL HEMO CX 4 FR PLAS X 5 L ; NO_ACR
508601101178415; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; NA 138 + K 1.0 + CA 2.5 + CL 104.5 SOL HEMO CX 4 FR PLAS X 5 L; NO_ACR
508601301177412; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; NA 138 + K 1.5 + CA 2.5 + CL 105.0 SOL HEMO CX 4 FR PLAS X 5 L; NO_ACR
508601401171416; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; NA 138 + K 2.0 + CA 2.5 + CL 105.5 SOL HEMO CX 4 FR PLAS X 5 L; NO_ACR
508600903173417; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; NA 138 + K 2.5 + CA 2.5 + CL 106.0 SOL HEMO CX 4 FR PLAS X 5 L; NO_ACR
508600905176413; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; NA 138 + K 3.0 + CA 2.5 + CL 106.5 SOL HEMO CX 4 FR PLAS X 5 L; NO_ACR
508600906172411; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; NA 138 + K 3.0 + CA 3.5 + CL 110.5 SOL HEMO CX 4 FR PLAS X 5 L; NO_ACR
508600911176411; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; NA 138 + K 1.5 + CA 3.5 + CI 109.0 SOL HEMO CX 4 FR PLAS TRANS X 5L; NO_ACR
508600913179418; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; NA 138 + K 2.0 + CA 3.5 + CI 109.5 SOL HEMO CX 4 FR PLAS TRANS X 5L; NO_ACR
508600917174410; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; NA 138 + K 2.5 + CA 3.5 + CI 110.0 SOL HEMO CX 4 FR PLAS TRANS X 5L; NO_ACR
508600918170419; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; NA 138 + K 1.0 + CA 3.5 + CI 108.5 SOL HEMO CX 4 FR PLAS TRANS X 5L; NO_ACR
508614080004807; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; (NA 138 + K 2.5 + CA 3.0 + CL 106.5) MEQ/L SOL HEMO CX 4 FR PLAS X 5 L  ; NO_ACR
508614080004907; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; (NA 138 + K 3.0 + CA 3.0 + CL 107) MEQ/L SOL HEMO CX 4 FR PLAS X 5 L ; NO_ACR
508614080005207; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; ( 138 +  1.0 +  3.0 +  105) MEQ/L SOL HEMO CX 4 FR PLAS X 6 L ; NO_ACR
508614080005307; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; ( 138 +  1.5 +  3.0 +  105.5) MEQ/L SOL HEMO CX 4 FR PLAS X 6 L ; NO_ACR
508614080005407; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; ( 138 +  2.0 +  3.0 +  106) MEQ/L SOL HEMO CX 4 FR PLAS X 6 L ; NO_ACR
508614080005507; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; ( 138 +  3.0 +  3.0 +  107) MEQ/L SOL HEMO CX 4 FR PLAS X 6 L ; NO_ACR
508614080006107; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; ( 138 +  2.5 +  3.0 +  106.5) MEQ/L SOL HEMO CX 4 FR PLAS X 6 L  ; NO_ACR
508612110004103; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; (NA 138 + K 1.0 + CA 3.0 + CL 105) MEQ/L SOL HEMO CX 4 FR PLAS X 5 L ; NO_ACR
508612110004203; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; (NA 138 + K 1.5 + CA 3.0 + CL 105.5) MEQ/L SOL HEMO CX 4 FR PLAS X 5 L ; NO_ACR
508612110004303; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; (NA 138 + K 2.0 + CA 3.0 + CL 106) MEQ/L SOL HEMO CX 4 FR PLAS X 5 L ; NO_ACR
508614070004707; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; NA 138 + K 3.0 + CA 3.5 + CL 107.5 SOL HEMO CX 4 FR PLAS X 5 L   ; NO_ACR
508600902177419; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; NA 138 + K 1.5 + CA 3.5 + CL 106.0 SOL HEMO CX 4 FR PLAS X 5 L; NO_ACR
508600904171418; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; NA 138 + K 2.5 + CA 3.5 + CL 107.0 SOL HEMO CX 4 FR PLAS X 5 L; NO_ACR
508600915171414; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; NA 138 + K 2.0 + CA 3.5 + CI 106.5 SOL HEMO CX 4 FR PLAS TRANS X 5 L; NO_ACR
508601201172419; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; NA 138 + K 1.0 + CA 3.5 + CL 105.5 SOL HEMO CX 4 FR PLAS X 5 L; NO_ACR
508601001173411; CPHD - CONCENTRADO ÁCIDO PARA HEMODIÁLISE SEM GLICOSE; CPHD CONCENTRADO ACIDO PARA HEMODIALISE GLICOSE; NOT FOUND; NA 138 + CA 3.5 + CL 104.5 SOL HEMO CX 4 FR PLAS X 5 L; NO_ACR
530300501173413; CPHD AC 45; CPHD AC 45; NOT FOUND; NA 99.65 MEQ/L + CA 3.5 MEQ/L + 1.5 MEQ/L + MG 1.0 MEQ/L HD ACD BOMB PLAS X 6.2 L; NO_ACR
