267540; GLICOSE; GLICOSE; GLICOSE; 25%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270019; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10%. SOLUCAO INJETAVEL AMPOLA 10.00 ML; NO_ACR
270092; GLICOSE; GLICOSE; GLICOSE; 5%. SOLUCAO INJETAVEL. SISTEMA FECHADO AMPOLA 10.00 ML; NO_ACR
270092; GLICOSE; GLICOSE; GLICOSE; 5%. SOLUCAO INJETAVEL. SISTEMA FECHADO AMPOLA 10.00 ML; NO_ACR
270092; GLICOSE; GLICOSE; GLICOSE; 5%. SOLUCAO INJETAVEL. SISTEMA FECHADO AMPOLA 10.00 ML; NO_ACR
270092; GLICOSE; GLICOSE; GLICOSE; 5%. SOLUCAO INJETAVEL. SISTEMA FECHADO AMPOLA 10.00 ML; NO_ACR
270092; GLICOSE; GLICOSE; GLICOSE; 5%. SOLUCAO INJETAVEL. SISTEMA FECHADO AMPOLA 10.00 ML; NO_ACR
270092; GLICOSE; GLICOSE; GLICOSE; 5%. SOLUCAO INJETAVEL. SISTEMA FECHADO AMPOLA 10.00 ML; NO_ACR
276099; GLICOSE; GLICOSE; GLICOSE; 7%. SOLUCAO INJETAVEL. SISTEMA TWIST OFF AMPOLA 10.00 ML; NO_ACR
276099; GLICOSE; GLICOSE; GLICOSE; 7%. SOLUCAO INJETAVEL. SISTEMA TWIST OFF AMPOLA 10.00 ML; NO_ACR
276099; GLICOSE; GLICOSE; GLICOSE; 7%. SOLUCAO INJETAVEL. SISTEMA TWIST OFF AMPOLA 10.00 ML; NO_ACR
276099; GLICOSE; GLICOSE; GLICOSE; 7%. SOLUCAO INJETAVEL. SISTEMA TWIST OFF AMPOLA 10.00 ML; NO_ACR
276099; GLICOSE; GLICOSE; GLICOSE; 7%. SOLUCAO INJETAVEL. SISTEMA TWIST OFF AMPOLA 10.00 ML; NO_ACR
276842; GRANISETRONA; GRANISETRONA; GRANISETRONA; 1 MG AMPOLA 1.00 ML; NO_ACR
276842; GRANISETRONA; GRANISETRONA; GRANISETRONA; 1 MG AMPOLA 1.00 ML; NO_ACR
276842; GRANISETRONA; GRANISETRONA; GRANISETRONA; 1 MG AMPOLA 3.00 ML; NO_ACR
291172; GENTAMICINA; GENTAMICINA; GENTAMICINA; 1 MG/G. CREME AMPOLA; NO_ACR
342666; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 3 MG/G. POMADA OFTALMICA AMPOLA; NO_ACR
342666; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 3 MG/G. POMADA OFTALMICA AMPOLA; NO_ACR
342666; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 3 MG/G. POMADA OFTALMICA AMPOLA; NO_ACR
352238; GRANISETRONA; GRANISETRONA; GRANISETRONA; 1 MG/ML. SOLUCAO INJETAVEL AMPOLA 3.00 ML; NO_ACR
352238; GRANISETRONA; GRANISETRONA; GRANISETRONA; 1 MG/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
352238; GRANISETRONA; GRANISETRONA; GRANISETRONA; 1 MG/ML. SOLUCAO INJETAVEL AMPOLA 3.00 ML; NO_ACR
352238; GRANISETRONA; GRANISETRONA; GRANISETRONA; 1 MG/ML. SOLUCAO INJETAVEL AMPOLA 3.00 ML; NO_ACR
353564; GLICOSE; GLICOSE; GLICOSE; 50%. SOLUCAO INJETAVEL. SISTEMA FECHADO AMPOLA 10.00 ML; NO_ACR
353564; GLICOSE; GLICOSE; GLICOSE; 50%. SOLUCAO INJETAVEL. SISTEMA FECHADO AMPOLA 10.00 ML; NO_ACR
353564; GLICOSE; GLICOSE; GLICOSE; 50%. SOLUCAO INJETAVEL. SISTEMA FECHADO AMPOLA 10.00 ML; NO_ACR
353564; GLICOSE; GLICOSE; GLICOSE; 50%. SOLUCAO INJETAVEL. SISTEMA FECHADO AMPOLA 10.00 ML; NO_ACR
353564; GLICOSE; GLICOSE; GLICOSE; 50%. SOLUCAO INJETAVEL. SISTEMA FECHADO AMPOLA 10.00 ML; NO_ACR
353564; GLICOSE; GLICOSE; GLICOSE; 50%. SOLUCAO INJETAVEL. SISTEMA FECHADO AMPOLA 10.00 ML; NO_ACR
353564; GLICOSE; GLICOSE; GLICOSE; 50%. SOLUCAO INJETAVEL. SISTEMA FECHADO AMPOLA 10.00 ML; NO_ACR
353564; GLICOSE; GLICOSE; GLICOSE; 50%. SOLUCAO INJETAVEL. SISTEMA FECHADO AMPOLA 10.00 ML; NO_ACR
353564; GLICOSE; GLICOSE; GLICOSE; 50%. SOLUCAO INJETAVEL. SISTEMA FECHADO AMPOLA 10.00 ML; NO_ACR
353564; GLICOSE; GLICOSE; GLICOSE; 50%. SOLUCAO INJETAVEL. SISTEMA FECHADO AMPOLA 10.00 ML; NO_ACR
353564; GLICOSE; GLICOSE; GLICOSE; 50%. SOLUCAO INJETAVEL. SISTEMA FECHADO AMPOLA 10.00 ML; NO_ACR
353564; GLICOSE; GLICOSE; GLICOSE; 50%. SOLUCAO INJETAVEL. SISTEMA FECHADO AMPOLA 10.00 ML; NO_ACR
353564; GLICOSE; GLICOSE; GLICOSE; 50%. SOLUCAO INJETAVEL. SISTEMA FECHADO AMPOLA 10.00 ML; NO_ACR
353564; GLICOSE; GLICOSE; GLICOSE; 50%. SOLUCAO INJETAVEL. SISTEMA FECHADO AMPOLA 10.00 ML; NO_ACR
353564; GLICOSE; GLICOSE; GLICOSE; 50%. SOLUCAO INJETAVEL. SISTEMA FECHADO AMPOLA 10.00 ML; NO_ACR
353564; GLICOSE; GLICOSE; GLICOSE; 50%. SOLUCAO INJETAVEL. SISTEMA FECHADO AMPOLA 10.00 ML; NO_ACR
353564; GLICOSE; GLICOSE; GLICOSE; 50%. SOLUCAO INJETAVEL. SISTEMA FECHADO AMPOLA 10.00 ML; NO_ACR
366913; GLICOSE; GLICOSE; GLICOSE; ASSOCIADA AO CLORETO DE SODIO. 5% + 0.9%. SOLUCAO INJETAVEL. SISTEMA FECHADO AMPOLA 10.00 ML; NO_ACR
366913; GLICOSE; GLICOSE; GLICOSE; ASSOCIADA AO CLORETO DE SODIO. 5% + 0.9%. SOLUCAO INJETAVEL. SISTEMA FECHADO AMPOLA 10.00 ML; NO_ACR
400759; GLICONATO DE CÁLCIO; GLICONATO CALCIO; GLICONATO CALCIO; 10 MG/ML. SOLUCAO TOPICA. ESPECIALMENTE MANIPULADA AMPOLA 10.00 ML; NO_ACR
406309; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 5 MG/G. POMADA OFTALMICA AMPOLA 1.50 ML; NO_ACR
268256; GENTAMICINA; GENTAMICINA; GENTAMICINA; 40 MG/ML. SOLUCAO INJETAVEL BISNAGA 3.00 G; NO_ACR
291172; GENTAMICINA; GENTAMICINA; GENTAMICINA; 1 MG/G. CREME BISNAGA 3.50 G; NO_ACR
291172; GENTAMICINA; GENTAMICINA; GENTAMICINA; 1 MG/G. CREME BISNAGA 30.00 G; NO_ACR
291172; GENTAMICINA; GENTAMICINA; GENTAMICINA; 1 MG/G. CREME BISNAGA 30.00 G; NO_ACR
291172; GENTAMICINA; GENTAMICINA; GENTAMICINA; 1 MG/G. CREME BISNAGA 3.50 G; NO_ACR
291172; GENTAMICINA; GENTAMICINA; GENTAMICINA; 1 MG/G. CREME BISNAGA 30.00 G; NO_ACR
291172; GENTAMICINA; GENTAMICINA; GENTAMICINA; 1 MG/G. CREME BISNAGA 30.00 G; NO_ACR
291172; GENTAMICINA; GENTAMICINA; GENTAMICINA; 1 MG/G. CREME BISNAGA 30.00 G; NO_ACR
342666; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 3 MG/G. POMADA OFTALMICA BISNAGA 3.50 G; NO_ACR
342666; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 3 MG/G. POMADA OFTALMICA BISNAGA 3.50 G; NO_ACR
342666; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 3 MG/G. POMADA OFTALMICA BISNAGA 3.00 G; NO_ACR
342666; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 3 MG/G. POMADA OFTALMICA BISNAGA 3.50 G; NO_ACR
342666; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 3 MG/G. POMADA OFTALMICA BISNAGA 3.50 G; NO_ACR
342666; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 3 MG/G. POMADA OFTALMICA BISNAGA 3.50 G; NO_ACR
342666; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 3 MG/G. POMADA OFTALMICA BISNAGA 3.50 G; NO_ACR
342666; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 3 MG/G. POMADA OFTALMICA BISNAGA 3.50 G; NO_ACR
342666; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 3 MG/G. POMADA OFTALMICA BISNAGA 3.50 G; NO_ACR
406309; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 5 MG/G. POMADA OFTALMICA BISNAGA 3.50 G; NO_ACR
406309; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 5 MG/G. POMADA OFTALMICA BISNAGA 3.50 G; NO_ACR
406309; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 5 MG/G. POMADA OFTALMICA BISNAGA 3.50 G; NO_ACR
406309; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 5 MG/G. POMADA OFTALMICA BISNAGA 30.00 G; NO_ACR
406309; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 5 MG/G. POMADA OFTALMICA BISNAGA 3.50 G; NO_ACR
406309; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 5 MG/G. POMADA OFTALMICA BISNAGA 3.50 G; NO_ACR
406309; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 5 MG/G. POMADA OFTALMICA BISNAGA 3.50 G; NO_ACR
406309; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 5 MG/G. POMADA OFTALMICA BISNAGA 3.50 G; NO_ACR
406309; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 5 MG/G. POMADA OFTALMICA BISNAGA 3.00 G; NO_ACR
406309; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 5 MG/G. POMADA OFTALMICA BISNAGA 3.50 G; NO_ACR
406309; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 5 MG/G. POMADA OFTALMICA BISNAGA 3.00 G; NO_ACR
406309; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 5 MG/G. POMADA OFTALMICA BISNAGA 3.50 G; NO_ACR
406309; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 5 MG/G. POMADA OFTALMICA BISNAGA 3.50 G; NO_ACR
406309; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 5 MG/G. POMADA OFTALMICA BISNAGA 3.50 G; NO_ACR
406309; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 5 MG/G. POMADA OFTALMICA BISNAGA 3.50 G; NO_ACR
406309; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 5 MG/G. POMADA OFTALMICA BISNAGA 3.50 G; NO_ACR
406309; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 5 MG/G. POMADA OFTALMICA BISNAGA 3.50 G; NO_ACR
406309; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 5 MG/G. POMADA OFTALMICA BISNAGA 3.50 G; NO_ACR
406309; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 5 MG/G. POMADA OFTALMICA BISNAGA 3.50 G; NO_ACR
406309; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 5 MG/G. POMADA OFTALMICA BISNAGA 3.50 G; NO_ACR
406309; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 5 MG/G. POMADA OFTALMICA BISNAGA 3.50 G; NO_ACR
406309; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 5 MG/G. POMADA OFTALMICA BISNAGA 3.00 G; NO_ACR
406309; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 5 MG/G. POMADA OFTALMICA BISNAGA 3.50 G; NO_ACR
406309; GENTAMICINA; GENTAMICINA; GENTAMICINA; SAL SULFATO. 5 MG/G. POMADA OFTALMICA BISNAGA 30.00 G; NO_ACR
267540; GLICOSE; GLICOSE; GLICOSE; 25%. SOLUCAO INJETAVEL BOLSA 50.00 ML; NO_ACR
267540; GLICOSE; GLICOSE; GLICOSE; 25%. SOLUCAO INJETAVEL BOLSA 50.00 ML; NO_ACR
267540; GLICOSE; GLICOSE; GLICOSE; 25%. SOLUCAO INJETAVEL BOLSA 500.00 ML; NO_ACR
267540; GLICOSE; GLICOSE; GLICOSE; 25%. SOLUCAO INJETAVEL BOLSA 50.00 ML; NO_ACR
267541; GLICOSE; GLICOSE; GLICOSE; 50%. SOLUCAO INJETAVEL BOLSA 100.00 ML; NO_ACR
267541; GLICOSE; GLICOSE; GLICOSE; 50%. SOLUCAO INJETAVEL BOLSA 500.00 ML; NO_ACR
267541; GLICOSE; GLICOSE; GLICOSE; 50%. SOLUCAO INJETAVEL BOLSA 500.00 ML; NO_ACR
267541; GLICOSE; GLICOSE; GLICOSE; 50%. SOLUCAO INJETAVEL BOLSA 500.00 ML; NO_ACR
267541; GLICOSE; GLICOSE; GLICOSE; 50%. SOLUCAO INJETAVEL BOLSA 500.00 ML; NO_ACR
267541; GLICOSE; GLICOSE; GLICOSE; 50%. SOLUCAO INJETAVEL BOLSA 50.00 ML; NO_ACR
267541; GLICOSE; GLICOSE; GLICOSE; 50%. SOLUCAO INJETAVEL BOLSA 50.00 ML; NO_ACR
267544; GLICOSE; GLICOSE; GLICOSE; 10%. SOLUCAO INJETAVEL. SISTEMA FECHADO BOLSA 250.00 ML; NO_ACR
267544; GLICOSE; GLICOSE; GLICOSE; 10%. SOLUCAO INJETAVEL. SISTEMA FECHADO BOLSA 250.00 ML; NO_ACR
267544; GLICOSE; GLICOSE; GLICOSE; 10%. SOLUCAO INJETAVEL. SISTEMA FECHADO BOLSA 500.00 ML; NO_ACR
267544; GLICOSE; GLICOSE; GLICOSE; 10%. SOLUCAO INJETAVEL. SISTEMA FECHADO BOLSA 500.00 ML; NO_ACR
267544; GLICOSE; GLICOSE; GLICOSE; 10%. SOLUCAO INJETAVEL. SISTEMA FECHADO BOLSA 500.00 ML; NO_ACR
267544; GLICOSE; GLICOSE; GLICOSE; 10%. SOLUCAO INJETAVEL. SISTEMA FECHADO BOLSA 250.00 ML; NO_ACR
