266627; ALFAEPOETINA HUMANA RECOMBINANTE; ALFAEPOETINA HUMANA RECOMBINANTE; NOT FOUND; SOLUCAO INJETAVEL. 1.000 UI AMPOLA 1.00 ML; NO_ACR
271089; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500MG CÁPSULA; NO_ACR
271089; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500MG CÁPSULA; NO_ACR
271089; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500MG CÁPSULA; NO_ACR
271089; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500MG CÁPSULA; NO_ACR
271089; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500MG CÁPSULA; NO_ACR
271089; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500MG CÁPSULA; NO_ACR
271089; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500MG CÁPSULA; NO_ACR
271089; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500MG CÁPSULA; NO_ACR
271089; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500MG CÁPSULA; NO_ACR
271089; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500MG CÁPSULA; NO_ACR
271089; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500MG CÁPSULA; NO_ACR
271089; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500MG CÁPSULA; NO_ACR
271089; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500MG CÁPSULA; NO_ACR
271089; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500MG CÁPSULA; NO_ACR
271089; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500MG CÁPSULA; NO_ACR
271089; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500MG CÁPSULA; NO_ACR
271089; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500MG CÁPSULA; NO_ACR
271089; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500MG CÁPSULA; NO_ACR
271089; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500MG CÁPSULA; NO_ACR
271089; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500MG CÁPSULA; NO_ACR
271089; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500MG CÁPSULA; NO_ACR
271089; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500MG CÁPSULA; NO_ACR
271089; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500MG CÁPSULA; NO_ACR
271089; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500MG CÁPSULA; NO_ACR
271089; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500MG CÁPSULA; NO_ACR
271089; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500MG CÁPSULA; NO_ACR
271089; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500MG CÁPSULA; NO_ACR
271089; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500MG CÁPSULA; NO_ACR
271089; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500MG CÁPSULA; NO_ACR
271089; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500MG CÁPSULA; NO_ACR
271089; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500MG CÁPSULA; NO_ACR
271089; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500MG CÁPSULA; NO_ACR
271089; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500MG CÁPSULA; NO_ACR
271089; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500MG CÁPSULA; NO_ACR
271089; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500MG CÁPSULA; NO_ACR
271089; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500MG CÁPSULA; NO_ACR
271089; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500MG CÁPSULA; NO_ACR
271089; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500MG CÁPSULA; NO_ACR
271089; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500MG CÁPSULA; NO_ACR
271089; AMOXICILINA; AMOXICILINA; AMOXICILINA; 500MG CÁPSULA; NO_ACR
271111; AMOXICILINA; AMOXICILINA; AMOXICILINA; 50MG/ML. PO PARA SUSPENSAO ORAL CÁPSULA; NO_ACR
271112; AMOXICILINA; AMOXICILINA; AMOXICILINA; ASSOCIADA COM SULBACTAM. 500MG + 250MG. INJETAVEL CÁPSULA; NO_ACR
271113; AMOXICILINA; AMOXICILINA; AMOXICILINA; 100 MG/ML. PO PARA SUSPENSAO ORAL CÁPSULA; NO_ACR
271217; AMOXICILINA; AMOXICILINA; AMOXICILINA; ASSOCIADA COM CLAVULANATO DE POTASSIO. 500MG + 125MG CÁPSULA; NO_ACR
271217; AMOXICILINA; AMOXICILINA; AMOXICILINA; ASSOCIADA COM CLAVULANATO DE POTASSIO. 500MG + 125MG CÁPSULA; NO_ACR
271217; AMOXICILINA; AMOXICILINA; AMOXICILINA; ASSOCIADA COM CLAVULANATO DE POTASSIO. 500MG + 125MG CÁPSULA; NO_ACR
271217; AMOXICILINA; AMOXICILINA; AMOXICILINA; ASSOCIADA COM CLAVULANATO DE POTASSIO. 500MG + 125MG CÁPSULA; NO_ACR
271217; AMOXICILINA; AMOXICILINA; AMOXICILINA; ASSOCIADA COM CLAVULANATO DE POTASSIO. 500MG + 125MG CÁPSULA; NO_ACR
271217; AMOXICILINA; AMOXICILINA; AMOXICILINA; ASSOCIADA COM CLAVULANATO DE POTASSIO. 500MG + 125MG CÁPSULA; NO_ACR
271217; AMOXICILINA; AMOXICILINA; AMOXICILINA; ASSOCIADA COM CLAVULANATO DE POTASSIO. 500MG + 125MG CÁPSULA; NO_ACR
271217; AMOXICILINA; AMOXICILINA; AMOXICILINA; ASSOCIADA COM CLAVULANATO DE POTASSIO. 500MG + 125MG CÁPSULA; NO_ACR
271217; AMOXICILINA; AMOXICILINA; AMOXICILINA; ASSOCIADA COM CLAVULANATO DE POTASSIO. 500MG + 125MG CÁPSULA; NO_ACR
271217; AMOXICILINA; AMOXICILINA; AMOXICILINA; ASSOCIADA COM CLAVULANATO DE POTASSIO. 500MG + 125MG CÁPSULA; NO_ACR
271217; AMOXICILINA; AMOXICILINA; AMOXICILINA; ASSOCIADA COM CLAVULANATO DE POTASSIO. 500MG + 125MG CÁPSULA; NO_ACR
271217; AMOXICILINA; AMOXICILINA; AMOXICILINA; ASSOCIADA COM CLAVULANATO DE POTASSIO. 500MG + 125MG CÁPSULA; NO_ACR
271217; AMOXICILINA; AMOXICILINA; AMOXICILINA; ASSOCIADA COM CLAVULANATO DE POTASSIO. 500MG + 125MG CÁPSULA; NO_ACR
271217; AMOXICILINA; AMOXICILINA; AMOXICILINA; ASSOCIADA COM CLAVULANATO DE POTASSIO. 500MG + 125MG CÁPSULA; NO_ACR
271217; AMOXICILINA; AMOXICILINA; AMOXICILINA; ASSOCIADA COM CLAVULANATO DE POTASSIO. 500MG + 125MG CÁPSULA; NO_ACR
272434; ANLODIPINO BESILATO; ANLODIPINO BESILATO; NOT FOUND; 5 MG CÁPSULA; NO_ACR
272434; ANLODIPINO BESILATO; ANLODIPINO BESILATO; NOT FOUND; 5 MG CÁPSULA; NO_ACR
272434; ANLODIPINO BESILATO; ANLODIPINO BESILATO; NOT FOUND; 5 MG CÁPSULA; NO_ACR
272434; ANLODIPINO BESILATO; ANLODIPINO BESILATO; NOT FOUND; 5 MG CÁPSULA; NO_ACR
272434; ANLODIPINO BESILATO; ANLODIPINO BESILATO; NOT FOUND; 5 MG CÁPSULA; NO_ACR
277649; ANAGRELIDA CLORIDRATO; ANAGRELIDA CLORIDRATO; NOT FOUND; 0.5 MG CÁPSULA; NO_ACR
277649; ANAGRELIDA CLORIDRATO; ANAGRELIDA CLORIDRATO; NOT FOUND; 0.5 MG CÁPSULA; NO_ACR
277649; ANAGRELIDA CLORIDRATO; ANAGRELIDA CLORIDRATO; NOT FOUND; 0.5 MG CÁPSULA; NO_ACR
277649; ANAGRELIDA CLORIDRATO; ANAGRELIDA CLORIDRATO; NOT FOUND; 0.5 MG CÁPSULA; NO_ACR
277649; ANAGRELIDA CLORIDRATO; ANAGRELIDA CLORIDRATO; NOT FOUND; 0.5 MG CÁPSULA; NO_ACR
277649; ANAGRELIDA CLORIDRATO; ANAGRELIDA CLORIDRATO; NOT FOUND; 0.5 MG CÁPSULA; NO_ACR
277649; ANAGRELIDA CLORIDRATO; ANAGRELIDA CLORIDRATO; NOT FOUND; 0.5 MG CÁPSULA; NO_ACR
277649; ANAGRELIDA CLORIDRATO; ANAGRELIDA CLORIDRATO; NOT FOUND; 0.5 MG CÁPSULA; NO_ACR
277649; ANAGRELIDA CLORIDRATO; ANAGRELIDA CLORIDRATO; NOT FOUND; 0.5 MG CÁPSULA; NO_ACR
277649; ANAGRELIDA CLORIDRATO; ANAGRELIDA CLORIDRATO; NOT FOUND; 0.5 MG CÁPSULA; NO_ACR
277649; ANAGRELIDA CLORIDRATO; ANAGRELIDA CLORIDRATO; NOT FOUND; 0.5 MG CÁPSULA; NO_ACR
277649; ANAGRELIDA CLORIDRATO; ANAGRELIDA CLORIDRATO; NOT FOUND; 0.5 MG CÁPSULA; NO_ACR
277649; ANAGRELIDA CLORIDRATO; ANAGRELIDA CLORIDRATO; NOT FOUND; 0.5 MG CÁPSULA; NO_ACR
277649; ANAGRELIDA CLORIDRATO; ANAGRELIDA CLORIDRATO; NOT FOUND; 0.5 MG CÁPSULA; NO_ACR
277649; ANAGRELIDA CLORIDRATO; ANAGRELIDA CLORIDRATO; NOT FOUND; 0.5 MG CÁPSULA; NO_ACR
277649; ANAGRELIDA CLORIDRATO; ANAGRELIDA CLORIDRATO; NOT FOUND; 0.5 MG CÁPSULA; NO_ACR
277649; ANAGRELIDA CLORIDRATO; ANAGRELIDA CLORIDRATO; NOT FOUND; 0.5 MG CÁPSULA; NO_ACR
277649; ANAGRELIDA CLORIDRATO; ANAGRELIDA CLORIDRATO; NOT FOUND; 0.5 MG CÁPSULA; NO_ACR
277649; ANAGRELIDA CLORIDRATO; ANAGRELIDA CLORIDRATO; NOT FOUND; 0.5 MG CÁPSULA; NO_ACR
277649; ANAGRELIDA CLORIDRATO; ANAGRELIDA CLORIDRATO; NOT FOUND; 0.5 MG CÁPSULA; NO_ACR
277649; ANAGRELIDA CLORIDRATO; ANAGRELIDA CLORIDRATO; NOT FOUND; 0.5 MG CÁPSULA; NO_ACR
277649; ANAGRELIDA CLORIDRATO; ANAGRELIDA CLORIDRATO; NOT FOUND; 0.5 MG CÁPSULA; NO_ACR
277649; ANAGRELIDA CLORIDRATO; ANAGRELIDA CLORIDRATO; NOT FOUND; 0.5 MG CÁPSULA; NO_ACR
277649; ANAGRELIDA CLORIDRATO; ANAGRELIDA CLORIDRATO; NOT FOUND; 0.5 MG CÁPSULA; NO_ACR
277649; ANAGRELIDA CLORIDRATO; ANAGRELIDA CLORIDRATO; NOT FOUND; 0.5 MG CÁPSULA; NO_ACR
277649; ANAGRELIDA CLORIDRATO; ANAGRELIDA CLORIDRATO; NOT FOUND; 0.5 MG CÁPSULA; NO_ACR
277649; ANAGRELIDA CLORIDRATO; ANAGRELIDA CLORIDRATO; NOT FOUND; 0.5 MG CÁPSULA; NO_ACR
278283; ACETAZOLAMIDA; ACETAZOLAMIDA; ACETAZOLAMIDA; 250 MG CÁPSULA; NO_ACR
278340; ÁCIDOS GRAXOS POLIINSATURADOS DE ORIGEM VEGETAL; ACIDOS GRAXOS POLIINSATURADOS ORIGEM VEGETAL; NOT FOUND; ACIDO LINOLENICO + ACIDO LINOLEICO + ACIDO OLEICO. ASSOCIADOS COM VITAMINA E. 500MG + 3MG CÁPSULA; NO_ACR
278340; ÁCIDOS GRAXOS POLIINSATURADOS DE ORIGEM VEGETAL; ACIDOS GRAXOS POLIINSATURADOS ORIGEM VEGETAL; NOT FOUND; ACIDO LINOLENICO + ACIDO LINOLEICO + ACIDO OLEICO. ASSOCIADOS COM VITAMINA E. 500MG + 3MG CÁPSULA; NO_ACR
278341; ÁCIDOS GRAXOS POLIINSATURADOS DE ORIGEM VEGETAL; ACIDOS GRAXOS POLIINSATURADOS ORIGEM VEGETAL; NOT FOUND; ACIDO LINOLENICO + ACIDO LINOLEICO + ACIDO OLEICO. ASSOCIADOS COM VITAMINA E. 1G + 3MG CÁPSULA; NO_ACR
285007; ÁCIDO ACETILSALICÍLICO; ACIDO ACETILSALICILICO; ACIDO ACETILSALICILICO; ASSOCIADO COM ISOSSORBIDA MONONITRATO. 100MG + 40MG CÁPSULA; NO_ACR
290947; AMINOÁCIDOS; AMINOACIDOS; NOT FOUND; ESSENCIAIS: L-LISINA.TREONINA.TRIPTOFANO.HISTIDINA. TIROSINA (75MG + 53MG + 23MG + 38MG + 30MG). ASSOCIADOS C/ALFA-CETOANALOGOS (ISOLEUCINA.LEUCINA. VALINA E ALFA-HIDROXI-ANALOGO DA METIONINA. (67MG + 101MG + 85MG + 59MG).TEOR N/TABLETE CÁPSULA; NO_ACR
292400; ALFACALCIDOL; ALFACALCIDOL; ALFACALCIDOL; 0.25 MCG CÁPSULA; NO_ACR
292400; ALFACALCIDOL; ALFACALCIDOL; ALFACALCIDOL; 0.25 MCG CÁPSULA; NO_ACR
292401; ALFACALCIDOL; ALFACALCIDOL; ALFACALCIDOL; 1 MCG CÁPSULA; NO_ACR
293803; AMOXICILINA; AMOXICILINA; AMOXICILINA; ASSOCIADA COM SULBACTAM. 875MG + 125MG CÁPSULA; NO_ACR
293803; AMOXICILINA; AMOXICILINA; AMOXICILINA; ASSOCIADA COM SULBACTAM. 875MG + 125MG CÁPSULA; NO_ACR
293803; AMOXICILINA; AMOXICILINA; AMOXICILINA; ASSOCIADA COM SULBACTAM. 875MG + 125MG CÁPSULA; NO_ACR
293803; AMOXICILINA; AMOXICILINA; AMOXICILINA; ASSOCIADA COM SULBACTAM. 875MG + 125MG CÁPSULA; NO_ACR
308718; ACITRETINA; ACITRETINA; ACITRETINA; 25 MG CÁPSULA; NO_ACR
308718; ACITRETINA; ACITRETINA; ACITRETINA; 25 MG CÁPSULA; NO_ACR
308718; ACITRETINA; ACITRETINA; ACITRETINA; 25 MG CÁPSULA; NO_ACR
308718; ACITRETINA; ACITRETINA; ACITRETINA; 25 MG CÁPSULA; NO_ACR
308718; ACITRETINA; ACITRETINA; ACITRETINA; 25 MG CÁPSULA; NO_ACR
308718; ACITRETINA; ACITRETINA; ACITRETINA; 25 MG CÁPSULA; NO_ACR
308718; ACITRETINA; ACITRETINA; ACITRETINA; 25 MG CÁPSULA; NO_ACR
308718; ACITRETINA; ACITRETINA; ACITRETINA; 25 MG CÁPSULA; NO_ACR
308718; ACITRETINA; ACITRETINA; ACITRETINA; 25 MG CÁPSULA; NO_ACR
308718; ACITRETINA; ACITRETINA; ACITRETINA; 25 MG CÁPSULA; NO_ACR
308718; ACITRETINA; ACITRETINA; ACITRETINA; 25 MG CÁPSULA; NO_ACR
308719; ACITRETINA; ACITRETINA; ACITRETINA; 10 MG CÁPSULA; NO_ACR
308719; ACITRETINA; ACITRETINA; ACITRETINA; 10 MG CÁPSULA; NO_ACR
308719; ACITRETINA; ACITRETINA; ACITRETINA; 10 MG CÁPSULA; NO_ACR
308719; ACITRETINA; ACITRETINA; ACITRETINA; 10 MG CÁPSULA; NO_ACR
308719; ACITRETINA; ACITRETINA; ACITRETINA; 10 MG CÁPSULA; NO_ACR
308719; ACITRETINA; ACITRETINA; ACITRETINA; 10 MG CÁPSULA; NO_ACR
308719; ACITRETINA; ACITRETINA; ACITRETINA; 10 MG CÁPSULA; NO_ACR
314517; AZITROMICINA; AZITROMICINA; AZITROMICINA; PO P/ SUSPENSAO ORAL CÁPSULA; NO_ACR
343125; ANLODIPINO BESILATO; ANLODIPINO BESILATO; NOT FOUND; ASSOCIADO A LOSARTANA POTASSICA. 2.5 MG + 50 MG CÁPSULA; NO_ACR
343126; ANLODIPINO BESILATO; ANLODIPINO BESILATO; NOT FOUND; ASSOCIADO A LOSARTANA POTASSICA. 5 MG + 100 MG CÁPSULA; NO_ACR
353333; AMOXICILINA; AMOXICILINA; AMOXICILINA; ASSOCIADA COM CLAVULANATO DE POTASSIO. 875MG + 125MG CÁPSULA; NO_ACR
353333; AMOXICILINA; AMOXICILINA; AMOXICILINA; ASSOCIADA COM CLAVULANATO DE POTASSIO. 875MG + 125MG CÁPSULA; NO_ACR
353333; AMOXICILINA; AMOXICILINA; AMOXICILINA; ASSOCIADA COM CLAVULANATO DE POTASSIO. 875MG + 125MG CÁPSULA; NO_ACR
354315; AMOXICILINA; AMOXICILINA; AMOXICILINA; 875MG CÁPSULA; NO_ACR
356952; ACETILCISTEÍNA; ACETILCISTEINA; ACETILCISTEINA; 600 MG. MEDICAMENTO ESPECIALMENTE MANIPULADO CÁPSULA; NO_ACR
362266; APREPITANTO; APREPITANTO; APREPITANTO; 80 MG E 125 MG. EMBALAGEM UNICA CÁPSULA; NO_ACR
362266; APREPITANTO; APREPITANTO; APREPITANTO; 80 MG E 125 MG. EMBALAGEM UNICA CÁPSULA; NO_ACR
362266; APREPITANTO; APREPITANTO; APREPITANTO; 80 MG E 125 MG. EMBALAGEM UNICA CÁPSULA; NO_ACR
362266; APREPITANTO; APREPITANTO; APREPITANTO; 80 MG E 125 MG. EMBALAGEM UNICA CÁPSULA; NO_ACR
362267; APREPITANTO; APREPITANTO; APREPITANTO; 80 MG CÁPSULA; NO_ACR
362267; APREPITANTO; APREPITANTO; APREPITANTO; 80 MG CÁPSULA; NO_ACR
362267; APREPITANTO; APREPITANTO; APREPITANTO; 80 MG CÁPSULA; NO_ACR
362267; APREPITANTO; APREPITANTO; APREPITANTO; 80 MG CÁPSULA; NO_ACR
362267; APREPITANTO; APREPITANTO; APREPITANTO; 80 MG CÁPSULA; NO_ACR
362268; APREPITANTO; APREPITANTO; APREPITANTO; 125 MG CÁPSULA; NO_ACR
362268; APREPITANTO; APREPITANTO; APREPITANTO; 125 MG CÁPSULA; NO_ACR
362268; APREPITANTO; APREPITANTO; APREPITANTO; 125 MG CÁPSULA; NO_ACR
362268; APREPITANTO; APREPITANTO; APREPITANTO; 125 MG CÁPSULA; NO_ACR
362268; APREPITANTO; APREPITANTO; APREPITANTO; 125 MG CÁPSULA; NO_ACR
363843; ATAZANAVIR SULFATO; ATAZANAVIR SULFATO; NOT FOUND; 300 MG CÁPSULA; NO_ACR
363843; ATAZANAVIR SULFATO; ATAZANAVIR SULFATO; NOT FOUND; 300 MG CÁPSULA; NO_ACR
386044; ACETATO DE CÁLCIO; ACETATO CALCIO; ACETATO CALCIO; 500 MG. ESPECIALMENTE MANIPULADO CÁPSULA; NO_ACR
386044; ACETATO DE CÁLCIO; ACETATO CALCIO; ACETATO CALCIO; 500 MG. ESPECIALMENTE MANIPULADO CÁPSULA; NO_ACR
386044; ACETATO DE CÁLCIO; ACETATO CALCIO; ACETATO CALCIO; 500 MG. ESPECIALMENTE MANIPULADO CÁPSULA; NO_ACR
386044; ACETATO DE CÁLCIO; ACETATO CALCIO; ACETATO CALCIO; 500 MG. ESPECIALMENTE MANIPULADO CÁPSULA; NO_ACR
389061; ACETATO DE ZINCO; ACETATO ZINCO; ACETATO ZINCO; 50 MG. FORMULACAO ESPECIALMENTE MANIPULADA CÁPSULA; NO_ACR
389061; ACETATO DE ZINCO; ACETATO ZINCO; ACETATO ZINCO; 50 MG. FORMULACAO ESPECIALMENTE MANIPULADA CÁPSULA; NO_ACR
389061; ACETATO DE ZINCO; ACETATO ZINCO; ACETATO ZINCO; 50 MG. FORMULACAO ESPECIALMENTE MANIPULADA CÁPSULA; NO_ACR
389061; ACETATO DE ZINCO; ACETATO ZINCO; ACETATO ZINCO; 50 MG. FORMULACAO ESPECIALMENTE MANIPULADA CÁPSULA; NO_ACR
389061; ACETATO DE ZINCO; ACETATO ZINCO; ACETATO ZINCO; 50 MG. FORMULACAO ESPECIALMENTE MANIPULADA CÁPSULA; NO_ACR
389062; ACETATO DE ZINCO; ACETATO ZINCO; ACETATO ZINCO; 300 MG. FORMULACAO ESPECIALMENTE MANIPULADA CÁPSULA; NO_ACR
389062; ACETATO DE ZINCO; ACETATO ZINCO; ACETATO ZINCO; 300 MG. FORMULACAO ESPECIALMENTE MANIPULADA CÁPSULA; NO_ACR
389062; ACETATO DE ZINCO; ACETATO ZINCO; ACETATO ZINCO; 300 MG. FORMULACAO ESPECIALMENTE MANIPULADA CÁPSULA; NO_ACR
389062; ACETATO DE ZINCO; ACETATO ZINCO; ACETATO ZINCO; 300 MG. FORMULACAO ESPECIALMENTE MANIPULADA CÁPSULA; NO_ACR
389062; ACETATO DE ZINCO; ACETATO ZINCO; ACETATO ZINCO; 300 MG. FORMULACAO ESPECIALMENTE MANIPULADA CÁPSULA; NO_ACR
390439; AMOXICILINA; AMOXICILINA; AMOXICILINA; ASSOCIADA COM CLAVULANATO DE POTASSIO. 500MG + 100MG. PO LIOFILO P/ INJETAVEL CÁPSULA; NO_ACR
395908; ANLODIPINO BESILATO; ANLODIPINO BESILATO; NOT FOUND; ASSOCIADO A LOSARTANA POTASSICA. 5 MG + 50 MG CÁPSULA; NO_ACR
417568; ÁCIDO QUENODESOXICÓLICO; ACIDO QUENODESOXICOLICO; ACIDO QUENODESOXICOLICO; 250 MG CÁPSULA; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
267140; AZITROMICINA; AZITROMICINA; AZITROMICINA; 500 MG COMPRIMIDO; NO_ACR
