267310; METOCLOPRAMIDA CLORIDRATO; METOCLOPRAMIDA CLORIDRATO; NOT FOUND; 5 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 2.00 ML
268482; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 1 MG/ML. INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
268482; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 1 MG/ML. INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
268482; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 1 MG/ML. INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
268482; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 1 MG/ML. INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
268482; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 1 MG/ML. INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
268482; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 1 MG/ML. INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
271391; MORFINA; MORFINA; MORFINA; SULFATO. 30MG; NO_ACR; AMPOLA; 2.00 ML
271391; MORFINA; MORFINA; MORFINA; SULFATO. 30MG; NO_ACR; AMPOLA; 2.00 ML
271391; MORFINA; MORFINA; MORFINA; SULFATO. 30MG; NO_ACR; AMPOLA; 2.00 ML
271392; MORFINA; MORFINA; MORFINA; SULFATO. 10MG; NO_ACR; AMPOLA; 1.00 ML
271392; MORFINA; MORFINA; MORFINA; SULFATO. 10MG; NO_ACR; AMPOLA; 1.00 ML
271392; MORFINA; MORFINA; MORFINA; SULFATO. 10MG; NO_ACR; AMPOLA; 1.00 ML
271392; MORFINA; MORFINA; MORFINA; SULFATO. 10MG; NO_ACR; AMPOLA; 1.00 ML
271392; MORFINA; MORFINA; MORFINA; SULFATO. 10MG; NO_ACR; AMPOLA; 1.00 ML
271392; MORFINA; MORFINA; MORFINA; SULFATO. 10MG; NO_ACR; AMPOLA; 1.00 ML
271392; MORFINA; MORFINA; MORFINA; SULFATO. 10MG; NO_ACR; AMPOLA; 1.00 ML
271392; MORFINA; MORFINA; MORFINA; SULFATO. 10MG; NO_ACR; AMPOLA; 1.00 ML
271392; MORFINA; MORFINA; MORFINA; SULFATO. 10MG; NO_ACR; AMPOLA; 1.00 ML
271392; MORFINA; MORFINA; MORFINA; SULFATO. 10MG; NO_ACR; AMPOLA; 2.00 ML
271392; MORFINA; MORFINA; MORFINA; SULFATO. 10MG; NO_ACR; AMPOLA; 1.00 ML
271392; MORFINA; MORFINA; MORFINA; SULFATO. 10MG; NO_ACR; AMPOLA; 2.00 ML
271392; MORFINA; MORFINA; MORFINA; SULFATO. 10MG; NO_ACR; AMPOLA; 1.00 ML
271392; MORFINA; MORFINA; MORFINA; SULFATO. 10MG; NO_ACR; AMPOLA; 1.00 ML
271392; MORFINA; MORFINA; MORFINA; SULFATO. 10MG; NO_ACR; AMPOLA; 1.00 ML
271392; MORFINA; MORFINA; MORFINA; SULFATO. 10MG; NO_ACR; AMPOLA; 1.00 ML
271392; MORFINA; MORFINA; MORFINA; SULFATO. 10MG; NO_ACR; AMPOLA; 1.00 ML
271392; MORFINA; MORFINA; MORFINA; SULFATO. 10MG; NO_ACR; AMPOLA; 1.00 ML
271392; MORFINA; MORFINA; MORFINA; SULFATO. 10MG; NO_ACR; AMPOLA; 1.00 ML
271392; MORFINA; MORFINA; MORFINA; SULFATO. 10MG; NO_ACR; AMPOLA; 1.00 ML
271392; MORFINA; MORFINA; MORFINA; SULFATO. 10MG; NO_ACR; AMPOLA; 1.00 ML
271392; MORFINA; MORFINA; MORFINA; SULFATO. 10MG; NO_ACR; AMPOLA; 1.00 ML
271392; MORFINA; MORFINA; MORFINA; SULFATO. 10MG; NO_ACR; AMPOLA; 1.00 ML
271392; MORFINA; MORFINA; MORFINA; SULFATO. 10MG; NO_ACR; AMPOLA; 1.00 ML
271392; MORFINA; MORFINA; MORFINA; SULFATO. 10MG; NO_ACR; AMPOLA; 1.00 ML
271392; MORFINA; MORFINA; MORFINA; SULFATO. 10MG; NO_ACR; AMPOLA; 1.00 ML
271392; MORFINA; MORFINA; MORFINA; SULFATO. 10MG; NO_ACR; AMPOLA; 1.00 ML
271392; MORFINA; MORFINA; MORFINA; SULFATO. 10MG; NO_ACR; AMPOLA; 1.00 ML
271392; MORFINA; MORFINA; MORFINA; SULFATO. 10MG; NO_ACR; AMPOLA; 1.00 ML
271392; MORFINA; MORFINA; MORFINA; SULFATO. 10MG; NO_ACR; AMPOLA; 1.00 ML
271392; MORFINA; MORFINA; MORFINA; SULFATO. 10MG; NO_ACR; AMPOLA; 1.00 ML
271394; MORFINA; MORFINA; MORFINA; SULFATO. 10MG/ML. SOLUCAO ORAL; NO_ACR; AMPOLA; 1.00 ML
271394; MORFINA; MORFINA; MORFINA; SULFATO. 10MG/ML. SOLUCAO ORAL; NO_ACR; AMPOLA; 1.00 ML
271394; MORFINA; MORFINA; MORFINA; SULFATO. 10MG/ML. SOLUCAO ORAL; NO_ACR; AMPOLA; 2.00 ML
271394; MORFINA; MORFINA; MORFINA; SULFATO. 10MG/ML. SOLUCAO ORAL; NO_ACR; AMPOLA; 1.00 ML
271444; MEDROXIPROGESTERONA ACETATO; MEDROXIPROGESTERONA ACETATO; NOT FOUND; 2.5 MG; NO_ACR; AMPOLA; 1.00 ML
271556; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 2 MG/ML. SOLUCAO ORAL; NO_ACR; AMPOLA; 10.00 ML
271556; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 2 MG/ML. SOLUCAO ORAL; NO_ACR; AMPOLA; 5.00 ML
271556; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 2 MG/ML. SOLUCAO ORAL; NO_ACR; AMPOLA; 10.00 ML
271556; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 2 MG/ML. SOLUCAO ORAL; NO_ACR; AMPOLA; 3.00 ML
271556; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 2 MG/ML. SOLUCAO ORAL; NO_ACR; AMPOLA; 10.00 ML
271556; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 2 MG/ML. SOLUCAO ORAL; NO_ACR; AMPOLA; 10.00 ML
271556; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 2 MG/ML. SOLUCAO ORAL; NO_ACR; AMPOLA; 10.00 ML
272737; MEGLUMINA ANTIMONIATO; MEGLUMINA ANTIMONIATO; NOT FOUND; 300 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
272737; MEGLUMINA ANTIMONIATO; MEGLUMINA ANTIMONIATO; NOT FOUND; 300 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
272737; MEGLUMINA ANTIMONIATO; MEGLUMINA ANTIMONIATO; NOT FOUND; 300 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
272817; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 15 MG; NO_ACR; AMPOLA; 3.00 ML
272817; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 15 MG; NO_ACR; AMPOLA; 3.00 ML
272817; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 15 MG; NO_ACR; AMPOLA; 3.00 ML
272817; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 15 MG; NO_ACR; AMPOLA; 3.00 ML
272817; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 15 MG; NO_ACR; AMPOLA; 3.00 ML
272817; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 15 MG; NO_ACR; AMPOLA; 3.00 ML
272817; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 15 MG; NO_ACR; AMPOLA; 3.00 ML
272817; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 15 MG; NO_ACR; AMPOLA; 3.00 ML
272817; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 15 MG; NO_ACR; AMPOLA; 3.00 ML
272817; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 15 MG; NO_ACR; AMPOLA; 3.00 ML
272817; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 15 MG; NO_ACR; AMPOLA; 10.00 ML
272817; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 15 MG; NO_ACR; AMPOLA; 3.00 ML
272817; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 15 MG; NO_ACR; AMPOLA; 3.00 ML
272817; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 15 MG; NO_ACR; AMPOLA; 3.00 ML
272817; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 15 MG; NO_ACR; AMPOLA; 3.00 ML
272817; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 15 MG; NO_ACR; AMPOLA; 5.00 ML
272817; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 15 MG; NO_ACR; AMPOLA; 3.00 ML
272817; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 15 MG; NO_ACR; AMPOLA; 3.00 ML
272817; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 15 MG; NO_ACR; AMPOLA; 3.00 ML
272817; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 15 MG; NO_ACR; AMPOLA; 3.00 ML
272817; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 15 MG; NO_ACR; AMPOLA; 3.00 ML
272817; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 15 MG; NO_ACR; AMPOLA; 3.00 ML
272817; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 15 MG; NO_ACR; AMPOLA; 3.00 ML
272817; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 15 MG; NO_ACR; AMPOLA; 10.00 ML
272817; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 15 MG; NO_ACR; AMPOLA; 5.00 ML
272817; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 15 MG; NO_ACR; AMPOLA; 3.00 ML
272817; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 15 MG; NO_ACR; AMPOLA; 3.00 ML
272817; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 15 MG; NO_ACR; AMPOLA; 3.00 ML
272817; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 15 MG; NO_ACR; AMPOLA; 3.00 ML
272817; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 15 MG; NO_ACR; AMPOLA; 3.00 ML
272817; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 15 MG; NO_ACR; AMPOLA; 3.00 ML
272817; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 15 MG; NO_ACR; AMPOLA; 3.00 ML
272817; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 15 MG; NO_ACR; AMPOLA; 3.00 ML
272817; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 15 MG; NO_ACR; AMPOLA; 3.00 ML
272817; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 15 MG; NO_ACR; AMPOLA; 3.00 ML
272817; MIDAZOLAM; MIDAZOLAM; MIDAZOLAM; 15 MG; NO_ACR; AMPOLA; 3.00 ML
273474; MILRINONA; MILRINONA; MILRINONA; 1 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
273474; MILRINONA; MILRINONA; MILRINONA; 1 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
273474; MILRINONA; MILRINONA; MILRINONA; 1 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
273474; MILRINONA; MILRINONA; MILRINONA; 1 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
273474; MILRINONA; MILRINONA; MILRINONA; 1 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
273474; MILRINONA; MILRINONA; MILRINONA; 1 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
273474; MILRINONA; MILRINONA; MILRINONA; 1 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
273474; MILRINONA; MILRINONA; MILRINONA; 1 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
273474; MILRINONA; MILRINONA; MILRINONA; 1 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
273474; MILRINONA; MILRINONA; MILRINONA; 1 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
273474; MILRINONA; MILRINONA; MILRINONA; 1 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
273474; MILRINONA; MILRINONA; MILRINONA; 1 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
273474; MILRINONA; MILRINONA; MILRINONA; 1 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
273474; MILRINONA; MILRINONA; MILRINONA; 1 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
273474; MILRINONA; MILRINONA; MILRINONA; 1 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
273474; MILRINONA; MILRINONA; MILRINONA; 1 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
273474; MILRINONA; MILRINONA; MILRINONA; 1 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
273474; MILRINONA; MILRINONA; MILRINONA; 1 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
273474; MILRINONA; MILRINONA; MILRINONA; 1 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
273474; MILRINONA; MILRINONA; MILRINONA; 1 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
273474; MILRINONA; MILRINONA; MILRINONA; 1 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
273474; MILRINONA; MILRINONA; MILRINONA; 1 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
273474; MILRINONA; MILRINONA; MILRINONA; 1 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
273474; MILRINONA; MILRINONA; MILRINONA; 1 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
273474; MILRINONA; MILRINONA; MILRINONA; 1 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
273474; MILRINONA; MILRINONA; MILRINONA; 1 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
273474; MILRINONA; MILRINONA; MILRINONA; 1 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
273474; MILRINONA; MILRINONA; MILRINONA; 1 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
273474; MILRINONA; MILRINONA; MILRINONA; 1 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
273474; MILRINONA; MILRINONA; MILRINONA; 1 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
273474; MILRINONA; MILRINONA; MILRINONA; 1 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
273474; MILRINONA; MILRINONA; MILRINONA; 1 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
273554; MELOXICAM; MELOXICAM; MELOXICAM; 15 MG; NO_ACR; AMPOLA; 1.50 ML
273554; MELOXICAM; MELOXICAM; MELOXICAM; 15 MG; NO_ACR; AMPOLA; 1.50 ML
273554; MELOXICAM; MELOXICAM; MELOXICAM; 15 MG; NO_ACR; AMPOLA; 1.50 ML
273554; MELOXICAM; MELOXICAM; MELOXICAM; 15 MG; NO_ACR; AMPOLA; 1.50 ML
273555; MELOXICAM; MELOXICAM; MELOXICAM; 10 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 1.50 ML
273555; MELOXICAM; MELOXICAM; MELOXICAM; 10 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 1.50 ML
273555; MELOXICAM; MELOXICAM; MELOXICAM; 10 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 1.50 ML
273555; MELOXICAM; MELOXICAM; MELOXICAM; 10 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 1.50 ML
273555; MELOXICAM; MELOXICAM; MELOXICAM; 10 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 1.50 ML
273555; MELOXICAM; MELOXICAM; MELOXICAM; 10 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 1.50 ML
273555; MELOXICAM; MELOXICAM; MELOXICAM; 10 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 1.50 ML
273555; MELOXICAM; MELOXICAM; MELOXICAM; 10 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 1.50 ML
273555; MELOXICAM; MELOXICAM; MELOXICAM; 10 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 1.50 ML
273555; MELOXICAM; MELOXICAM; MELOXICAM; 10 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 1.50 ML
273631; MULTIVITAMINAS; MULTIVITAMINAS; NOT FOUND; VITS: B2;B6;B12;C; NICOTINAMIDA E FRUTOSE. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
273631; MULTIVITAMINAS; MULTIVITAMINAS; NOT FOUND; VITS: B2;B6;B12;C; NICOTINAMIDA E FRUTOSE. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
273639; MULTIVITAMINAS; MULTIVITAMINAS; NOT FOUND; ASSOCIADAS COM SAIS MINERAIS; NO_ACR; AMPOLA; 10.00 ML
273639; MULTIVITAMINAS; MULTIVITAMINAS; NOT FOUND; ASSOCIADAS COM SAIS MINERAIS; NO_ACR; AMPOLA; 10.00 ML
273639; MULTIVITAMINAS; MULTIVITAMINAS; NOT FOUND; ASSOCIADAS COM SAIS MINERAIS; NO_ACR; AMPOLA; 20.00 ML
273639; MULTIVITAMINAS; MULTIVITAMINAS; NOT FOUND; ASSOCIADAS COM SAIS MINERAIS; NO_ACR; AMPOLA; 10.00 ML
273639; MULTIVITAMINAS; MULTIVITAMINAS; NOT FOUND; ASSOCIADAS COM SAIS MINERAIS; NO_ACR; AMPOLA; 5.00 ML
273639; MULTIVITAMINAS; MULTIVITAMINAS; NOT FOUND; ASSOCIADAS COM SAIS MINERAIS; NO_ACR; AMPOLA; 10.00 ML
273639; MULTIVITAMINAS; MULTIVITAMINAS; NOT FOUND; ASSOCIADAS COM SAIS MINERAIS; NO_ACR; AMPOLA; 5.00 ML
273639; MULTIVITAMINAS; MULTIVITAMINAS; NOT FOUND; ASSOCIADAS COM SAIS MINERAIS; NO_ACR; AMPOLA; 20.00 ML
273639; MULTIVITAMINAS; MULTIVITAMINAS; NOT FOUND; ASSOCIADAS COM SAIS MINERAIS; NO_ACR; AMPOLA; 10.00 ML
273639; MULTIVITAMINAS; MULTIVITAMINAS; NOT FOUND; ASSOCIADAS COM SAIS MINERAIS; NO_ACR; AMPOLA; 10.00 ML
273641; MULTIVITAMINAS; MULTIVITAMINAS; NOT FOUND; ASSOCIADAS COM SAIS MINERAIS. VITS:A.B1.B2.B6.B12.C.D3. NICOTINAMIDA.PANTOTENATO. MINERAIS: K.P.ZN.CA.FE.MG.MN E ACIDO FOLICO; NO_ACR; AMPOLA; 10.00 ML
273642; MULTIVITAMINAS; MULTIVITAMINAS; NOT FOUND; ASSOCIADAS COM SAIS MINERAIS. VITS:A.B1.B2.B12.C.D.K1.NICOTINAMIDA.PANTOTENATO. MINERAIS:B.CA.CU.CR.FE.P.MN.MG.NI.SE.ZN.SI.MO.V.CL. BIOTINA E ACIDO FOLICO; NO_ACR; AMPOLA; 10.00 ML
273642; MULTIVITAMINAS; MULTIVITAMINAS; NOT FOUND; ASSOCIADAS COM SAIS MINERAIS. VITS:A.B1.B2.B12.C.D.K1.NICOTINAMIDA.PANTOTENATO. MINERAIS:B.CA.CU.CR.FE.P.MN.MG.NI.SE.ZN.SI.MO.V.CL. BIOTINA E ACIDO FOLICO; NO_ACR; AMPOLA; 10.00 ML
273642; MULTIVITAMINAS; MULTIVITAMINAS; NOT FOUND; ASSOCIADAS COM SAIS MINERAIS. VITS:A.B1.B2.B12.C.D.K1.NICOTINAMIDA.PANTOTENATO. MINERAIS:B.CA.CU.CR.FE.P.MN.MG.NI.SE.ZN.SI.MO.V.CL. BIOTINA E ACIDO FOLICO; NO_ACR; AMPOLA; 10.00 ML
273642; MULTIVITAMINAS; MULTIVITAMINAS; NOT FOUND; ASSOCIADAS COM SAIS MINERAIS. VITS:A.B1.B2.B12.C.D.K1.NICOTINAMIDA.PANTOTENATO. MINERAIS:B.CA.CU.CR.FE.P.MN.MG.NI.SE.ZN.SI.MO.V.CL. BIOTINA E ACIDO FOLICO; NO_ACR; AMPOLA; 10.00 ML
273659; MESNA; MESNA; MESNA; 100 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 4.00 ML
273659; MESNA; MESNA; MESNA; 100 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 4.00 ML
273659; MESNA; MESNA; MESNA; 100 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 4.00 ML
273659; MESNA; MESNA; MESNA; 100 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 4.00 ML
273659; MESNA; MESNA; MESNA; 100 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 4.00 ML
273659; MESNA; MESNA; MESNA; 100 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 4.00 ML
273659; MESNA; MESNA; MESNA; 100 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 4.00 ML
273659; MESNA; MESNA; MESNA; 100 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 4.00 ML
273659; MESNA; MESNA; MESNA; 100 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 4.00 ML
273659; MESNA; MESNA; MESNA; 100 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 4.00 ML
273659; MESNA; MESNA; MESNA; 100 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 4.00 ML
273659; MESNA; MESNA; MESNA; 100 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 4.00 ML
273659; MESNA; MESNA; MESNA; 100 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 4.00 ML
273659; MESNA; MESNA; MESNA; 100 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 4.00 ML
273659; MESNA; MESNA; MESNA; 100 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 4.00 ML
273659; MESNA; MESNA; MESNA; 100 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 4.00 ML
273659; MESNA; MESNA; MESNA; 100 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 4.00 ML
273659; MESNA; MESNA; MESNA; 100 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 4.00 ML
273659; MESNA; MESNA; MESNA; 100 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 4.00 ML
273659; MESNA; MESNA; MESNA; 100 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 4.00 ML
273659; MESNA; MESNA; MESNA; 100 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 4.00 ML
273659; MESNA; MESNA; MESNA; 100 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 4.00 ML
273659; MESNA; MESNA; MESNA; 100 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 2.00 ML
273659; MESNA; MESNA; MESNA; 100 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 4.00 ML
273659; MESNA; MESNA; MESNA; 100 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 2.00 ML
273659; MESNA; MESNA; MESNA; 100 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 4.00 ML
273659; MESNA; MESNA; MESNA; 100 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 4.00 ML
273659; MESNA; MESNA; MESNA; 100 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 4.00 ML
273659; MESNA; MESNA; MESNA; 100 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 2.00 ML
273664; MESNA; MESNA; MESNA; 400 MG; NO_ACR; AMPOLA; 4.00 ML
273664; MESNA; MESNA; MESNA; 400 MG; NO_ACR; AMPOLA; 4.00 ML
273664; MESNA; MESNA; MESNA; 400 MG; NO_ACR; AMPOLA; 4.00 ML
273664; MESNA; MESNA; MESNA; 400 MG; NO_ACR; AMPOLA; 4.00 ML
273664; MESNA; MESNA; MESNA; 400 MG; NO_ACR; AMPOLA; 4.00 ML
273664; MESNA; MESNA; MESNA; 400 MG; NO_ACR; AMPOLA; 2.00 ML
273664; MESNA; MESNA; MESNA; 400 MG; NO_ACR; AMPOLA; 4.00 ML
273664; MESNA; MESNA; MESNA; 400 MG; NO_ACR; AMPOLA; 4.00 ML
273664; MESNA; MESNA; MESNA; 400 MG; NO_ACR; AMPOLA; 4.00 ML
273664; MESNA; MESNA; MESNA; 400 MG; NO_ACR; AMPOLA; 4.00 ML
273664; MESNA; MESNA; MESNA; 400 MG; NO_ACR; AMPOLA; 4.00 ML
273664; MESNA; MESNA; MESNA; 400 MG; NO_ACR; AMPOLA; 4.00 ML
273664; MESNA; MESNA; MESNA; 400 MG; NO_ACR; AMPOLA; 4.00 ML
273664; MESNA; MESNA; MESNA; 400 MG; NO_ACR; AMPOLA; 2.00 ML
273664; MESNA; MESNA; MESNA; 400 MG; NO_ACR; AMPOLA; 4.00 ML
273664; MESNA; MESNA; MESNA; 400 MG; NO_ACR; AMPOLA; 4.00 ML
273664; MESNA; MESNA; MESNA; 400 MG; NO_ACR; AMPOLA; 4.00 ML
273664; MESNA; MESNA; MESNA; 400 MG; NO_ACR; AMPOLA; 2.00 ML
273664; MESNA; MESNA; MESNA; 400 MG; NO_ACR; AMPOLA; 4.00 ML
273664; MESNA; MESNA; MESNA; 400 MG; NO_ACR; AMPOLA; 4.00 ML
273675; METARAMINOL; METARAMINOL; METARAMINOL; SAL BITARTARATO. 10MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 1.00 ML
273675; METARAMINOL; METARAMINOL; METARAMINOL; SAL BITARTARATO. 10MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 1.00 ML
273675; METARAMINOL; METARAMINOL; METARAMINOL; SAL BITARTARATO. 10MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 1.00 ML
273675; METARAMINOL; METARAMINOL; METARAMINOL; SAL BITARTARATO. 10MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 1.00 ML
