267424; VERAPAMIL CLORIDRATO; VERAPAMIL CLORIDRATO; NOT FOUND; 2.5 MG/ML. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
272091; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; VITAMINAS: B1.B2.B6.B12 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
272091; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; VITAMINAS: B1.B2.B6.B12 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
272091; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; VITAMINAS: B1.B2.B6.B12 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
272091; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; VITAMINAS: B1.B2.B6.B12 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
272091; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; VITAMINAS: B1.B2.B6.B12 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
272091; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; VITAMINAS: B1.B2.B6.B12 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
272091; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; VITAMINAS: B1.B2.B6.B12 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
272091; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; VITAMINAS: B1.B2.B6.B12 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
272091; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; VITAMINAS: B1.B2.B6.B12 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
272091; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; VITAMINAS: B1.B2.B6.B12 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
272091; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; VITAMINAS: B1.B2.B6.B12 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
272091; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; VITAMINAS: B1.B2.B6.B12 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
272091; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; VITAMINAS: B1.B2.B6.B12 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
272091; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; VITAMINAS: B1.B2.B6.B12 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
272091; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; VITAMINAS: B1.B2.B6.B12 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
272091; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; VITAMINAS: B1.B2.B6.B12 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
272091; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; VITAMINAS: B1.B2.B6.B12 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
272091; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; VITAMINAS: B1.B2.B6.B12 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
272091; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; VITAMINAS: B1.B2.B6.B12 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
272091; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; VITAMINAS: B1.B2.B6.B12 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
272091; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; VITAMINAS: B1.B2.B6.B12 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
272091; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; VITAMINAS: B1.B2.B6.B12 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
272093; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 - 5 MG. B2 - 2MG. B6 - 2MG. B5 - 3MG. PP - 20MG AMPOLA 2.00 ML; NO_ACR
272093; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 - 5 MG. B2 - 2MG. B6 - 2MG. B5 - 3MG. PP - 20MG AMPOLA 2.00 ML; NO_ACR
274567; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 + B6 + B12. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
274567; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 + B6 + B12. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
274567; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 + B6 + B12. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
274567; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 + B6 + B12. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
274567; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 + B6 + B12. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
274567; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 + B6 + B12. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
274567; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 + B6 + B12. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
274567; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 + B6 + B12. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
274567; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 + B6 + B12. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
274567; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 + B6 + B12. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
274567; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 + B6 + B12. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
274567; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 + B6 + B12. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
274567; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 + B6 + B12. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
274567; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 + B6 + B12. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
274567; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 + B6 + B12. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
274567; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 + B6 + B12. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
274567; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 + B6 + B12. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
274567; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 + B6 + B12. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
274567; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 + B6 + B12. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
274567; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 + B6 + B12. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
274567; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 + B6 + B12. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
274567; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 + B6 + B12. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
274567; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 + B6 + B12. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
274567; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 + B6 + B12. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
274567; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 + B6 + B12. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
274567; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 + B6 + B12. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
274567; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 + B6 + B12. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
274567; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 + B6 + B12. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
274567; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 + B6 + B12. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
274567; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 + B6 + B12. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
274567; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 + B6 + B12. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
274567; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 + B6 + B12. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
274567; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 + B6 + B12. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
274567; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 + B6 + B12. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
274567; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1 + B6 + B12. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
274568; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B7 + B9 + B12. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
276041; VACINA HUMANA; VACINA HUMANA; NOT FOUND; ANTIGRIPAL. AQUOSA. 0.50 ML. INJETAVEL AMPOLA 0.50 ML; NO_ACR
276041; VACINA HUMANA; VACINA HUMANA; NOT FOUND; ANTIGRIPAL. AQUOSA. 0.50 ML. INJETAVEL AMPOLA 0.50 ML; NO_ACR
276041; VACINA HUMANA; VACINA HUMANA; NOT FOUND; ANTIGRIPAL. AQUOSA. 0.50 ML. INJETAVEL AMPOLA 0.50 ML; NO_ACR
276041; VACINA HUMANA; VACINA HUMANA; NOT FOUND; ANTIGRIPAL. AQUOSA. 0.50 ML. INJETAVEL AMPOLA 0.50 ML; NO_ACR
276041; VACINA HUMANA; VACINA HUMANA; NOT FOUND; ANTIGRIPAL. AQUOSA. 0.50 ML. INJETAVEL AMPOLA 0.50 ML; NO_ACR
278483; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; VITAMINAS: B1.B2.B6.B12 E PP. SOLUCAO ORAL AMPOLA 2.00 ML; NO_ACR
332917; VASOPRESSINA; VASOPRESSINA; VASOPRESSINA; 20 UI/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
332917; VASOPRESSINA; VASOPRESSINA; VASOPRESSINA; 20 UI/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
332917; VASOPRESSINA; VASOPRESSINA; VASOPRESSINA; 20 UI/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
332917; VASOPRESSINA; VASOPRESSINA; VASOPRESSINA; 20 UI/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
332917; VASOPRESSINA; VASOPRESSINA; VASOPRESSINA; 20 UI/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
332917; VASOPRESSINA; VASOPRESSINA; VASOPRESSINA; 20 UI/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
332917; VASOPRESSINA; VASOPRESSINA; VASOPRESSINA; 20 UI/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
332917; VASOPRESSINA; VASOPRESSINA; VASOPRESSINA; 20 UI/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
332917; VASOPRESSINA; VASOPRESSINA; VASOPRESSINA; 20 UI/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
332917; VASOPRESSINA; VASOPRESSINA; VASOPRESSINA; 20 UI/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
332917; VASOPRESSINA; VASOPRESSINA; VASOPRESSINA; 20 UI/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
332917; VASOPRESSINA; VASOPRESSINA; VASOPRESSINA; 20 UI/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
332917; VASOPRESSINA; VASOPRESSINA; VASOPRESSINA; 20 UI/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
332917; VASOPRESSINA; VASOPRESSINA; VASOPRESSINA; 20 UI/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
332917; VASOPRESSINA; VASOPRESSINA; VASOPRESSINA; 20 UI/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
332917; VASOPRESSINA; VASOPRESSINA; VASOPRESSINA; 20 UI/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
332917; VASOPRESSINA; VASOPRESSINA; VASOPRESSINA; 20 UI/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
332917; VASOPRESSINA; VASOPRESSINA; VASOPRESSINA; 20 UI/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
332917; VASOPRESSINA; VASOPRESSINA; VASOPRESSINA; 20 UI/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
332917; VASOPRESSINA; VASOPRESSINA; VASOPRESSINA; 20 UI/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
332917; VASOPRESSINA; VASOPRESSINA; VASOPRESSINA; 20 UI/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
332917; VASOPRESSINA; VASOPRESSINA; VASOPRESSINA; 20 UI/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
332917; VASOPRESSINA; VASOPRESSINA; VASOPRESSINA; 20 UI/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
332917; VASOPRESSINA; VASOPRESSINA; VASOPRESSINA; 20 UI/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
332917; VASOPRESSINA; VASOPRESSINA; VASOPRESSINA; 20 UI/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
332917; VASOPRESSINA; VASOPRESSINA; VASOPRESSINA; 20 UI/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
332917; VASOPRESSINA; VASOPRESSINA; VASOPRESSINA; 20 UI/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
332917; VASOPRESSINA; VASOPRESSINA; VASOPRESSINA; 20 UI/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
332917; VASOPRESSINA; VASOPRESSINA; VASOPRESSINA; 20 UI/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
332917; VASOPRESSINA; VASOPRESSINA; VASOPRESSINA; 20 UI/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
332917; VASOPRESSINA; VASOPRESSINA; VASOPRESSINA; 20 UI/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
332917; VASOPRESSINA; VASOPRESSINA; VASOPRESSINA; 20 UI/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
332917; VASOPRESSINA; VASOPRESSINA; VASOPRESSINA; 20 UI/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
332917; VASOPRESSINA; VASOPRESSINA; VASOPRESSINA; 20 UI/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
332917; VASOPRESSINA; VASOPRESSINA; VASOPRESSINA; 20 UI/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
332917; VASOPRESSINA; VASOPRESSINA; VASOPRESSINA; 20 UI/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
332917; VASOPRESSINA; VASOPRESSINA; VASOPRESSINA; 20 UI/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
332917; VASOPRESSINA; VASOPRESSINA; VASOPRESSINA; 20 UI/ML. SOLUCAO INJETAVEL AMPOLA 1.00 ML; NO_ACR
363088; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1. B2. B5. B6 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
363088; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1. B2. B5. B6 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
363088; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1. B2. B5. B6 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
363088; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1. B2. B5. B6 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
363088; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1. B2. B5. B6 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
363088; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1. B2. B5. B6 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
363088; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1. B2. B5. B6 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
363088; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1. B2. B5. B6 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
363088; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1. B2. B5. B6 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
363088; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1. B2. B5. B6 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
363088; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1. B2. B5. B6 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
363088; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1. B2. B5. B6 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
363088; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1. B2. B5. B6 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
363088; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1. B2. B5. B6 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
363088; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1. B2. B5. B6 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
363088; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1. B2. B5. B6 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
363088; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1. B2. B5. B6 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
363088; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1. B2. B5. B6 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
363088; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1. B2. B5. B6 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
363088; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1. B2. B5. B6 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
363088; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1. B2. B5. B6 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
363088; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1. B2. B5. B6 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
363088; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1. B2. B5. B6 E PP. SOLUCAO INJETAVEL AMPOLA 2.00 ML; NO_ACR
368254; VACINA HUMANA; VACINA HUMANA; NOT FOUND; BCG. MYCOBACTERIUM BOVIS - (BACILLUS CALMETTE-GUERIN). 81 MG. PO LIOFILO P/ INJETAVEL + DILUENTE AMPOLA 0.50 ML; NO_ACR
368254; VACINA HUMANA; VACINA HUMANA; NOT FOUND; BCG. MYCOBACTERIUM BOVIS - (BACILLUS CALMETTE-GUERIN). 81 MG. PO LIOFILO P/ INJETAVEL + DILUENTE AMPOLA 0.50 ML; NO_ACR
368254; VACINA HUMANA; VACINA HUMANA; NOT FOUND; BCG. MYCOBACTERIUM BOVIS - (BACILLUS CALMETTE-GUERIN). 81 MG. PO LIOFILO P/ INJETAVEL + DILUENTE AMPOLA 0.50 ML; NO_ACR
368499; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1.B2.B3.B5.B6 AMPOLA 2.00 ML; NO_ACR
368499; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1.B2.B3.B5.B6 AMPOLA 2.00 ML; NO_ACR
368499; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1.B2.B3.B5.B6 AMPOLA 2.00 ML; NO_ACR
368499; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1.B2.B3.B5.B6 AMPOLA 2.00 ML; NO_ACR
368499; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1.B2.B3.B5.B6 AMPOLA 2.00 ML; NO_ACR
368499; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1.B2.B3.B5.B6 AMPOLA 2.00 ML; NO_ACR
368499; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1.B2.B3.B5.B6 AMPOLA 2.00 ML; NO_ACR
368499; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1.B2.B3.B5.B6 AMPOLA 2.00 ML; NO_ACR
368499; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1.B2.B3.B5.B6 AMPOLA 2.00 ML; NO_ACR
368499; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1.B2.B3.B5.B6 AMPOLA 2.00 ML; NO_ACR
368499; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1.B2.B3.B5.B6 AMPOLA 2.00 ML; NO_ACR
368499; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1.B2.B3.B5.B6 AMPOLA 2.00 ML; NO_ACR
368499; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1.B2.B3.B5.B6 AMPOLA 2.00 ML; NO_ACR
368499; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1.B2.B3.B5.B6 AMPOLA 2.00 ML; NO_ACR
368499; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1.B2.B3.B5.B6 AMPOLA 2.00 ML; NO_ACR
368499; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1.B2.B3.B5.B6 AMPOLA 2.00 ML; NO_ACR
368499; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1.B2.B3.B5.B6 AMPOLA 2.00 ML; NO_ACR
368499; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1.B2.B3.B5.B6 AMPOLA 2.00 ML; NO_ACR
368499; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1.B2.B3.B5.B6 AMPOLA 2.00 ML; NO_ACR
368499; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1.B2.B3.B5.B6 AMPOLA 2.00 ML; NO_ACR
368499; VITAMINAS DO COMPLEXO B; VITAMINAS DO COMPLEXO B; NOT FOUND; B1.B2.B3.B5.B6 AMPOLA 2.00 ML; NO_ACR
394769; VACINA HUMANA; VACINA HUMANA; NOT FOUND; CONTRA HEPATITE A. ADSORVIDA. INATIVADA. 720 U.EL / 0.5ML. SUSPENSAO INJETAVEL AMPOLA 0.50 ML; NO_ACR
