267281; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; 10 MG/ML. SOLUCAO ORAL; NO_ACR; AMPOLA; 5.00 ML
270116; ETOMIDATO; ETOMIDATO; ETOMIDATO; 2 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
270116; ETOMIDATO; ETOMIDATO; ETOMIDATO; 2 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
270116; ETOMIDATO; ETOMIDATO; ETOMIDATO; 2 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
270116; ETOMIDATO; ETOMIDATO; ETOMIDATO; 2 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
270116; ETOMIDATO; ETOMIDATO; ETOMIDATO; 2 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
270116; ETOMIDATO; ETOMIDATO; ETOMIDATO; 2 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
270116; ETOMIDATO; ETOMIDATO; ETOMIDATO; 2 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
270116; ETOMIDATO; ETOMIDATO; ETOMIDATO; 2 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
270116; ETOMIDATO; ETOMIDATO; ETOMIDATO; 2 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
270116; ETOMIDATO; ETOMIDATO; ETOMIDATO; 2 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
270116; ETOMIDATO; ETOMIDATO; ETOMIDATO; 2 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
270116; ETOMIDATO; ETOMIDATO; ETOMIDATO; 2 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
270116; ETOMIDATO; ETOMIDATO; ETOMIDATO; 2 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
270116; ETOMIDATO; ETOMIDATO; ETOMIDATO; 2 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
270116; ETOMIDATO; ETOMIDATO; ETOMIDATO; 2 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
270116; ETOMIDATO; ETOMIDATO; ETOMIDATO; 2 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
270116; ETOMIDATO; ETOMIDATO; ETOMIDATO; 2 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
270116; ETOMIDATO; ETOMIDATO; ETOMIDATO; 2 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
270116; ETOMIDATO; ETOMIDATO; ETOMIDATO; 2 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
270116; ETOMIDATO; ETOMIDATO; ETOMIDATO; 2 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
270116; ETOMIDATO; ETOMIDATO; ETOMIDATO; 2 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
270116; ETOMIDATO; ETOMIDATO; ETOMIDATO; 2 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
270116; ETOMIDATO; ETOMIDATO; ETOMIDATO; 2 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
270116; ETOMIDATO; ETOMIDATO; ETOMIDATO; 2 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
270116; ETOMIDATO; ETOMIDATO; ETOMIDATO; 2 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
270116; ETOMIDATO; ETOMIDATO; ETOMIDATO; 2 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
270116; ETOMIDATO; ETOMIDATO; ETOMIDATO; 2 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
270116; ETOMIDATO; ETOMIDATO; ETOMIDATO; 2 MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 10.00 ML
270372; ETOPÓSIDO; ETOPOSIDO; NOT FOUND; 100 MG; NO_ACR; AMPOLA; 5.00 ML
270372; ETOPÓSIDO; ETOPOSIDO; NOT FOUND; 100 MG; NO_ACR; AMPOLA; 5.00 ML
270372; ETOPÓSIDO; ETOPOSIDO; NOT FOUND; 100 MG; NO_ACR; AMPOLA; 5.00 ML
270372; ETOPÓSIDO; ETOPOSIDO; NOT FOUND; 100 MG; NO_ACR; AMPOLA; 5.00 ML
270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; AMPOLA; 5.00 ML
270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; AMPOLA; 5.00 ML
270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; AMPOLA; 5.00 ML
270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; AMPOLA; 5.00 ML
270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; AMPOLA; 5.00 ML
270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; AMPOLA; 5.00 ML
270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; AMPOLA; 1.00 ML
270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; AMPOLA; 5.00 ML
270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; AMPOLA; 1.00 ML
270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; AMPOLA; 5.00 ML
270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; AMPOLA; 5.00 ML
270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; AMPOLA; 5.00 ML
270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; AMPOLA; 1.00 ML
270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; AMPOLA; 5.00 ML
270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; AMPOLA; 5.00 ML
270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; AMPOLA; 5.00 ML
270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; AMPOLA; 5.00 ML
270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; AMPOLA; 5.00 ML
270620; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 10MG + 250MG; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 1.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 1.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 1.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 1.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 1.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 1.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 1.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
270621; ESCOPOLAMINA BUTILBROMETO; ESCOPOLAMINA BUTILBROMETO; NOT FOUND; ASSOCIADA COM DIPIRONA SODICA. 4MG + 500MG/ML. SOLUCAO INJETAVEL; NO_ACR; AMPOLA; 5.00 ML
