268128; LEVOMEPROMAZINA; LEVOMEPROMAZINA; LEVOMEPROMAZINA; 25 MG; NO_ACR; AMPOLA; 5.00 ML
364816; LENALIDOMIDA; LENALIDOMIDA; LENALIDOMIDA; 25 MG; NO_ACR; CÁPSULA; 0
364816; LENALIDOMIDA; LENALIDOMIDA; LENALIDOMIDA; 25 MG; NO_ACR; CÁPSULA; 0
364816; LENALIDOMIDA; LENALIDOMIDA; LENALIDOMIDA; 25 MG; NO_ACR; CÁPSULA; 0
364816; LENALIDOMIDA; LENALIDOMIDA; LENALIDOMIDA; 25 MG; NO_ACR; CÁPSULA; 0
364816; LENALIDOMIDA; LENALIDOMIDA; LENALIDOMIDA; 25 MG; NO_ACR; CÁPSULA; 0
364816; LENALIDOMIDA; LENALIDOMIDA; LENALIDOMIDA; 25 MG; NO_ACR; CÁPSULA; 0
365048; LENALIDOMIDA; LENALIDOMIDA; LENALIDOMIDA; 10 MG; NO_ACR; CÁPSULA; 0
365048; LENALIDOMIDA; LENALIDOMIDA; LENALIDOMIDA; 10 MG; NO_ACR; CÁPSULA; 0
365048; LENALIDOMIDA; LENALIDOMIDA; LENALIDOMIDA; 10 MG; NO_ACR; CÁPSULA; 0
365048; LENALIDOMIDA; LENALIDOMIDA; LENALIDOMIDA; 10 MG; NO_ACR; CÁPSULA; 0
365048; LENALIDOMIDA; LENALIDOMIDA; LENALIDOMIDA; 10 MG; NO_ACR; CÁPSULA; 0
365049; LENALIDOMIDA; LENALIDOMIDA; LENALIDOMIDA; 15 MG; NO_ACR; CÁPSULA; 0
398689; LEVODOPA; LEVODOPA; LEVODOPA; ASSOCIADO A BENSERAZIDA. 100MG + 25 MG. LIBERACAO PROLONGADA; NO_ACR; CÁPSULA; 0
398689; LEVODOPA; LEVODOPA; LEVODOPA; ASSOCIADO A BENSERAZIDA. 100MG + 25 MG. LIBERACAO PROLONGADA; NO_ACR; CÁPSULA; 0
398689; LEVODOPA; LEVODOPA; LEVODOPA; ASSOCIADO A BENSERAZIDA. 100MG + 25 MG. LIBERACAO PROLONGADA; NO_ACR; CÁPSULA; 0
398689; LEVODOPA; LEVODOPA; LEVODOPA; ASSOCIADO A BENSERAZIDA. 100MG + 25 MG. LIBERACAO PROLONGADA; NO_ACR; CÁPSULA; 0
400470; LISADO BACTERIANO; LISADO BACTERIANO; NOT FOUND; ESCHERICHIA COLI. 6 MG. LIOFILIZADO; NO_ACR; CÁPSULA; 0
407326; LISDEXANFETAMINA DIMESILATO; LISDEXANFETAMINA DIMESILATO; NOT FOUND; 70 MG; NO_ACR; CÁPSULA; 0
407327; LISDEXANFETAMINA DIMESILATO; LISDEXANFETAMINA DIMESILATO; NOT FOUND; 50 MG; NO_ACR; CÁPSULA; 0
407327; LISDEXANFETAMINA DIMESILATO; LISDEXANFETAMINA DIMESILATO; NOT FOUND; 50 MG; NO_ACR; CÁPSULA; 0
407327; LISDEXANFETAMINA DIMESILATO; LISDEXANFETAMINA DIMESILATO; NOT FOUND; 50 MG; NO_ACR; CÁPSULA; 0
407327; LISDEXANFETAMINA DIMESILATO; LISDEXANFETAMINA DIMESILATO; NOT FOUND; 50 MG; NO_ACR; CÁPSULA; 0
407327; LISDEXANFETAMINA DIMESILATO; LISDEXANFETAMINA DIMESILATO; NOT FOUND; 50 MG; NO_ACR; CÁPSULA; 0
407327; LISDEXANFETAMINA DIMESILATO; LISDEXANFETAMINA DIMESILATO; NOT FOUND; 50 MG; NO_ACR; CÁPSULA; 0
421515; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 5 MG; NO_ACR; CÁPSULA; 0
421515; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 5 MG; NO_ACR; CÁPSULA; 0
421515; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 5 MG; NO_ACR; CÁPSULA; 0
421515; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 5 MG; NO_ACR; CÁPSULA; 0
421515; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 5 MG; NO_ACR; CÁPSULA; 0
421515; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 5 MG; NO_ACR; CÁPSULA; 0
421515; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 5 MG; NO_ACR; CÁPSULA; 0
421515; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 5 MG; NO_ACR; CÁPSULA; 0
421515; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 5 MG; NO_ACR; CÁPSULA; 0
421515; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 5 MG; NO_ACR; CÁPSULA; 0
421515; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 5 MG; NO_ACR; CÁPSULA; 0
421515; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 5 MG; NO_ACR; CÁPSULA; 0
421515; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 5 MG; NO_ACR; CÁPSULA; 0
421515; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 5 MG; NO_ACR; CÁPSULA; 0
421515; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 5 MG; NO_ACR; CÁPSULA; 0
421515; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 5 MG; NO_ACR; CÁPSULA; 0
421515; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 5 MG; NO_ACR; CÁPSULA; 0
421515; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 5 MG; NO_ACR; CÁPSULA; 0
421515; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 5 MG; NO_ACR; CÁPSULA; 0
421515; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 5 MG; NO_ACR; CÁPSULA; 0
421515; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 5 MG; NO_ACR; CÁPSULA; 0
421515; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 5 MG; NO_ACR; CÁPSULA; 0
421515; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 5 MG; NO_ACR; CÁPSULA; 0
421515; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 5 MG; NO_ACR; CÁPSULA; 0
421515; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 5 MG; NO_ACR; CÁPSULA; 0
421515; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 5 MG; NO_ACR; CÁPSULA; 0
421515; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 5 MG; NO_ACR; CÁPSULA; 0
421516; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 10 MG; NO_ACR; CÁPSULA; 0
421516; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 10 MG; NO_ACR; CÁPSULA; 0
421516; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 10 MG; NO_ACR; CÁPSULA; 0
421516; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 10 MG; NO_ACR; CÁPSULA; 0
421516; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 10 MG; NO_ACR; CÁPSULA; 0
421516; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 10 MG; NO_ACR; CÁPSULA; 0
421516; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 10 MG; NO_ACR; CÁPSULA; 0
421516; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 10 MG; NO_ACR; CÁPSULA; 0
421516; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 10 MG; NO_ACR; CÁPSULA; 0
421516; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 10 MG; NO_ACR; CÁPSULA; 0
421516; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 10 MG; NO_ACR; CÁPSULA; 0
421516; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 10 MG; NO_ACR; CÁPSULA; 0
421516; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 10 MG; NO_ACR; CÁPSULA; 0
421516; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 10 MG; NO_ACR; CÁPSULA; 0
421516; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 10 MG; NO_ACR; CÁPSULA; 0
421516; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 10 MG; NO_ACR; CÁPSULA; 0
421516; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 10 MG; NO_ACR; CÁPSULA; 0
421516; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 10 MG; NO_ACR; CÁPSULA; 0
421516; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 10 MG; NO_ACR; CÁPSULA; 0
421516; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 10 MG; NO_ACR; CÁPSULA; 0
421516; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 10 MG; NO_ACR; CÁPSULA; 0
421516; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 10 MG; NO_ACR; CÁPSULA; 0
421516; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 10 MG; NO_ACR; CÁPSULA; 0
425984; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 20 MG; NO_ACR; CÁPSULA; 0
425984; LOMITAPIDA; LOMITAPIDA; LOMITAPIDA; 20 MG; NO_ACR; CÁPSULA; 0
268038; LOVASTATINA; LOVASTATINA; LOVASTATINA; 20 MG; NO_ACR; COMPRIMIDO; 0
268114; LEFLUNOMIDA; LEFLUNOMIDA; LEFLUNOMIDA; 20 MG; NO_ACR; COMPRIMIDO; 0
268114; LEFLUNOMIDA; LEFLUNOMIDA; LEFLUNOMIDA; 20 MG; NO_ACR; COMPRIMIDO; 0
268114; LEFLUNOMIDA; LEFLUNOMIDA; LEFLUNOMIDA; 20 MG; NO_ACR; COMPRIMIDO; 0
268114; LEFLUNOMIDA; LEFLUNOMIDA; LEFLUNOMIDA; 20 MG; NO_ACR; COMPRIMIDO; 0
268114; LEFLUNOMIDA; LEFLUNOMIDA; LEFLUNOMIDA; 20 MG; NO_ACR; COMPRIMIDO; 0
268114; LEFLUNOMIDA; LEFLUNOMIDA; LEFLUNOMIDA; 20 MG; NO_ACR; COMPRIMIDO; 0
268114; LEFLUNOMIDA; LEFLUNOMIDA; LEFLUNOMIDA; 20 MG; NO_ACR; COMPRIMIDO; 0
268114; LEFLUNOMIDA; LEFLUNOMIDA; LEFLUNOMIDA; 20 MG; NO_ACR; COMPRIMIDO; 0
268114; LEFLUNOMIDA; LEFLUNOMIDA; LEFLUNOMIDA; 20 MG; NO_ACR; COMPRIMIDO; 0
268114; LEFLUNOMIDA; LEFLUNOMIDA; LEFLUNOMIDA; 20 MG; NO_ACR; COMPRIMIDO; 0
268114; LEFLUNOMIDA; LEFLUNOMIDA; LEFLUNOMIDA; 20 MG; NO_ACR; COMPRIMIDO; 0
268114; LEFLUNOMIDA; LEFLUNOMIDA; LEFLUNOMIDA; 20 MG; NO_ACR; COMPRIMIDO; 0
268114; LEFLUNOMIDA; LEFLUNOMIDA; LEFLUNOMIDA; 20 MG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268123; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 50 MCG; NO_ACR; COMPRIMIDO; 0
268124; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 25 MCG; NO_ACR; COMPRIMIDO; 0
268124; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 25 MCG; NO_ACR; COMPRIMIDO; 0
268124; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 25 MCG; NO_ACR; COMPRIMIDO; 0
268124; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 25 MCG; NO_ACR; COMPRIMIDO; 0
268124; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 25 MCG; NO_ACR; COMPRIMIDO; 0
268124; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 25 MCG; NO_ACR; COMPRIMIDO; 0
268124; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 25 MCG; NO_ACR; COMPRIMIDO; 0
268124; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 25 MCG; NO_ACR; COMPRIMIDO; 0
268124; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 25 MCG; NO_ACR; COMPRIMIDO; 0
268124; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 25 MCG; NO_ACR; COMPRIMIDO; 0
268124; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 25 MCG; NO_ACR; COMPRIMIDO; 0
268124; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 25 MCG; NO_ACR; COMPRIMIDO; 0
268124; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 25 MCG; NO_ACR; COMPRIMIDO; 0
268124; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 25 MCG; NO_ACR; COMPRIMIDO; 0
268124; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 25 MCG; NO_ACR; COMPRIMIDO; 0
268124; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 25 MCG; NO_ACR; COMPRIMIDO; 0
268124; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 25 MCG; NO_ACR; COMPRIMIDO; 0
268124; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 25 MCG; NO_ACR; COMPRIMIDO; 0
268124; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 25 MCG; NO_ACR; COMPRIMIDO; 0
268124; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 25 MCG; NO_ACR; COMPRIMIDO; 0
268124; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 25 MCG; NO_ACR; COMPRIMIDO; 0
268124; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 25 MCG; NO_ACR; COMPRIMIDO; 0
268124; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 25 MCG; NO_ACR; COMPRIMIDO; 0
268124; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 25 MCG; NO_ACR; COMPRIMIDO; 0
268124; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 25 MCG; NO_ACR; COMPRIMIDO; 0
268124; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 25 MCG; NO_ACR; COMPRIMIDO; 0
268124; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 25 MCG; NO_ACR; COMPRIMIDO; 0
268124; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 25 MCG; NO_ACR; COMPRIMIDO; 0
268124; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 25 MCG; NO_ACR; COMPRIMIDO; 0
268124; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 25 MCG; NO_ACR; COMPRIMIDO; 0
268124; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 25 MCG; NO_ACR; COMPRIMIDO; 0
268124; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 25 MCG; NO_ACR; COMPRIMIDO; 0
268124; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 25 MCG; NO_ACR; COMPRIMIDO; 0
268124; LEVOTIROXINA SÓDICA; LEVOTIROXINA SODICA; LEVOTIROXINA SODICA; 25 MCG; NO_ACR; COMPRIMIDO; 0
